"plh0012_h","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"SPD/Buendnis90/Gruene","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/CDU","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/CDU","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/CDU","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/CDU","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/FDP","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/FDP","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/FDP","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/FDP","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/CSU","1984","Westdeutschland, alte Bundeslaender","maennlich","357","0.101607091286668","0.0913376354092164","0.11187654716412"
"CDU/CSU","1984","Westdeutschland, alte Bundeslaender","weiblich","276","0.0834545044197898","0.0737406700995242","0.0931683387400554"
"CDU/CSU","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/CSU","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/FDP","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/FDP","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/FDP","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/FDP","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CSU/FDP","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CSU/FDP","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CSU/FDP","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU/FDP","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/FDP","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/FDP","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/FDP","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/FDP","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/NPD","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/NPD","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/NPD","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/NPD","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Piratenpartei","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Piratenpartei","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Piratenpartei","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Piratenpartei","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"AfD","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"AfD","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"AfD","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"AfD","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/AfD","1984","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/AfD","1984","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/AfD","1984","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/AfD","1984","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD","1985","Westdeutschland, alte Bundeslaender","maennlich","1493","0.448186623717846","0.430491000601211","0.465882246834481"
"SPD","1985","Westdeutschland, alte Bundeslaender","weiblich","1316","0.447929113390831","0.429319504102828","0.466538722678835"
"SPD","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU","1985","Westdeutschland, alte Bundeslaender","maennlich","734","0.283414245913049","0.267378645486117","0.29944984633998"
"CDU","1985","Westdeutschland, alte Bundeslaender","weiblich","766","0.312323715478292","0.294980497117602","0.329666933838982"
"CDU","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CSU","1985","Westdeutschland, alte Bundeslaender","maennlich","153","0.0621366367230859","0.0535468187761625","0.0707264546700092"
"CSU","1985","Westdeutschland, alte Bundeslaender","weiblich","138","0.0590092787889681","0.0501909149993119","0.0678276425786244"
"CSU","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP","1985","Westdeutschland, alte Bundeslaender","maennlich","112","0.0409740099311397","0.0339204278348937","0.0480275920273858"
"FDP","1985","Westdeutschland, alte Bundeslaender","weiblich","86","0.0368855332150891","0.0298320737741027","0.0439389926560756"
"FDP","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene","1985","Westdeutschland, alte Bundeslaender","maennlich","213","0.062164547360788","0.0535729282814478","0.0707561664401283"
"Buendnis90/Gruene","1985","Westdeutschland, alte Bundeslaender","weiblich","196","0.0608011733989584","0.0518584471139038","0.0697438996840131"
"Buendnis90/Gruene","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Die Linke","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Die Linke","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Andere","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Andere","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Andere","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Andere","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/CDU","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/CDU","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/CDU","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/CDU","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/FDP","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/FDP","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/FDP","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/FDP","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/CSU","1985","Westdeutschland, alte Bundeslaender","maennlich","302","0.0925596503645941","0.0822472397143707","0.102872061014817"
"CDU/CSU","1985","Westdeutschland, alte Bundeslaender","weiblich","232","0.0797568301281728","0.0696184065685162","0.0898952536878293"
"CDU/CSU","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/CSU","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/FDP","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/FDP","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/FDP","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/FDP","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Die Linke","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Die Linke","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CSU/FDP","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CSU/FDP","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CSU/FDP","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU/FDP","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/FDP","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/FDP","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/FDP","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/FDP","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/Die Linke","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/Die Linke","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP/NPD","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"FDP/NPD","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"FDP/NPD","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP/NPD","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Piratenpartei","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Piratenpartei","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Piratenpartei","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Piratenpartei","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"AfD","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"AfD","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"AfD","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"AfD","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU+/oder CSU/AfD","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU+/oder CSU/AfD","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/AfD","1985","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/AfD","1985","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/AfD","1985","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/AfD","1985","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD","1986","Westdeutschland, alte Bundeslaender","maennlich","1456","0.467773985045521","0.449547902176185","0.486000067914858"
"SPD","1986","Westdeutschland, alte Bundeslaender","weiblich","1235","0.442987436971603","0.423893757961379","0.462081115981827"
"SPD","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU","1986","Westdeutschland, alte Bundeslaender","maennlich","676","0.271681592202508","0.255432915084513","0.287930269320503"
"CDU","1986","Westdeutschland, alte Bundeslaender","weiblich","738","0.317631618935361","0.299736576670038","0.335526661200683"
"CDU","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CSU","1986","Westdeutschland, alte Bundeslaender","maennlich","148","0.0592327927457533","0.0506099701989296","0.067855615292577"
"CSU","1986","Westdeutschland, alte Bundeslaender","weiblich","136","0.0636591759880789","0.0542747243008809","0.0730436276752769"
"CSU","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CSU","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"FDP","1986","Westdeutschland, alte Bundeslaender","maennlich","100","0.0388423759799578","0.0317844441387494","0.0459003078211663"
"FDP","1986","Westdeutschland, alte Bundeslaender","weiblich","70","0.0309212084306196","0.0242674168880038","0.0375749999732354"
"FDP","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"FDP","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene","1986","Westdeutschland, alte Bundeslaender","maennlich","193","0.0600398929090494","0.0513622470140558","0.068717538804043"
"Buendnis90/Gruene","1986","Westdeutschland, alte Bundeslaender","weiblich","192","0.0647230792144659","0.0552659110575766","0.0741802473713553"
"Buendnis90/Gruene","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Die Linke","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Die Linke","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Die Linke","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Die Linke","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Andere","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Andere","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Andere","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Andere","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Buendnis90/Gruene","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Buendnis90/Gruene","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/CDU","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/CDU","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/CDU","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/CDU","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/FDP","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/FDP","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/FDP","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/FDP","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/CSU","1986","Westdeutschland, alte Bundeslaender","maennlich","284","0.0944999465489837","0.0838146327646246","0.105185260333343"
"CDU/CSU","1986","Westdeutschland, alte Bundeslaender","weiblich","222","0.0770365400683365","0.0667870548028275","0.0872860253338455"
"CDU/CSU","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/CSU","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/FDP","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/FDP","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/FDP","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/FDP","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"CDU/Buendnis90/Gruene","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"CDU/Buendnis90/Gruene","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"SPD/Die Linke","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"SPD/Die Linke","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1986","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1986","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1986","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1986","Westdeutschland, alte Bundeslaender","maennlich","","","",""
