"plh0012_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"CDU","1984","Sachsen-Anhalt","maennlich","","","",""
"CDU","1984","Sachsen-Anhalt","weiblich","","","",""
"CDU","1984","Thueringen","maennlich","","","",""
"CDU","1984","Thueringen","weiblich","","","",""
"CSU","1984","Schleswig-Holstein","maennlich","","","",""
"CSU","1984","Schleswig-Holstein","weiblich","","","",""
"CSU","1984","Hamburg","maennlich","","","",""
"CSU","1984","Hamburg","weiblich","","","",""
"CSU","1984","Niedersachsen","maennlich","","","",""
"CSU","1984","Niedersachsen","weiblich","","","",""
"CSU","1984","Bremen","maennlich","","","",""
"CSU","1984","Bremen","weiblich","","","",""
"CSU","1984","Nordrhein-Westfalen","maennlich","","","",""
"CSU","1984","Nordrhein-Westfalen","weiblich","","","",""
"CSU","1984","Hessen","maennlich","","","",""
"CSU","1984","Hessen","weiblich","","","",""
"CSU","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"CSU","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"CSU","1984","Baden-Wuerttemberg","maennlich","","","",""
"CSU","1984","Baden-Wuerttemberg","weiblich","","","",""
"CSU","1984","Bayern","maennlich","129","0.256920114179008","0.22111320104793","0.292727027310086"
"CSU","1984","Bayern","weiblich","134","0.276671297410688","0.239079028049359","0.314263566772016"
"CSU","1984","Saarland","maennlich","","","",""
"CSU","1984","Saarland","weiblich","","","",""
"CSU","1984","Berlin","maennlich","","","",""
"CSU","1984","Berlin","weiblich","","","",""
"CSU","1984","Brandenburg","maennlich","","","",""
"CSU","1984","Brandenburg","weiblich","","","",""
"CSU","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"CSU","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"CSU","1984","Sachsen","maennlich","","","",""
"CSU","1984","Sachsen","weiblich","","","",""
"CSU","1984","Sachsen-Anhalt","maennlich","","","",""
"CSU","1984","Sachsen-Anhalt","weiblich","","","",""
"CSU","1984","Thueringen","maennlich","","","",""
"CSU","1984","Thueringen","weiblich","","","",""
"FDP","1984","Schleswig-Holstein","maennlich","","","",""
"FDP","1984","Schleswig-Holstein","weiblich","","","",""
"FDP","1984","Hamburg","maennlich","","","",""
"FDP","1984","Hamburg","weiblich","","","",""
"FDP","1984","Niedersachsen","maennlich","","","",""
"FDP","1984","Niedersachsen","weiblich","","","",""
"FDP","1984","Bremen","maennlich","","","",""
"FDP","1984","Bremen","weiblich","","","",""
"FDP","1984","Nordrhein-Westfalen","maennlich","","","",""
"FDP","1984","Nordrhein-Westfalen","weiblich","","","",""
"FDP","1984","Hessen","maennlich","","","",""
"FDP","1984","Hessen","weiblich","","","",""
"FDP","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"FDP","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"FDP","1984","Baden-Wuerttemberg","maennlich","","","",""
"FDP","1984","Baden-Wuerttemberg","weiblich","","","",""
"FDP","1984","Bayern","maennlich","","","",""
"FDP","1984","Bayern","weiblich","","","",""
"FDP","1984","Saarland","maennlich","","","",""
"FDP","1984","Saarland","weiblich","","","",""
"FDP","1984","Berlin","maennlich","","","",""
"FDP","1984","Berlin","weiblich","","","",""
"FDP","1984","Brandenburg","maennlich","","","",""
"FDP","1984","Brandenburg","weiblich","","","",""
"FDP","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"FDP","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"FDP","1984","Sachsen","maennlich","","","",""
"FDP","1984","Sachsen","weiblich","","","",""
"FDP","1984","Sachsen-Anhalt","maennlich","","","",""
"FDP","1984","Sachsen-Anhalt","weiblich","","","",""
"FDP","1984","Thueringen","maennlich","","","",""
"FDP","1984","Thueringen","weiblich","","","",""
"Buendnis90/Gruene","1984","Schleswig-Holstein","maennlich","","","",""
"Buendnis90/Gruene","1984","Schleswig-Holstein","weiblich","","","",""
"Buendnis90/Gruene","1984","Hamburg","maennlich","","","",""
"Buendnis90/Gruene","1984","Hamburg","weiblich","","","",""
"Buendnis90/Gruene","1984","Niedersachsen","maennlich","","","",""
"Buendnis90/Gruene","1984","Niedersachsen","weiblich","","","",""
"Buendnis90/Gruene","1984","Bremen","maennlich","","","",""
"Buendnis90/Gruene","1984","Bremen","weiblich","","","",""
"Buendnis90/Gruene","1984","Nordrhein-Westfalen","maennlich","59","0.0499996344628892","0.0361113749297167","0.0638878939960617"
"Buendnis90/Gruene","1984","Nordrhein-Westfalen","weiblich","57","0.0544940357802547","0.0392522828899277","0.0697357886705817"
"Buendnis90/Gruene","1984","Hessen","maennlich","31","0.0830829736211031","0.0543715353152248","0.111794411926981"
"Buendnis90/Gruene","1984","Hessen","weiblich","34","0.105948015174206","0.0719063288700235","0.139989701478388"
"Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Buendnis90/Gruene","1984","Baden-Wuerttemberg","maennlich","32","0.0601358492355123","0.0400841825121529","0.0801875159588718"
"Buendnis90/Gruene","1984","Baden-Wuerttemberg","weiblich","38","0.0657764266791697","0.0440482322894295","0.08750462106891"
"Buendnis90/Gruene","1984","Bayern","maennlich","32","0.0500461717953485","0.0321777269295674","0.0679146166611295"
"Buendnis90/Gruene","1984","Bayern","weiblich","","","",""
"Buendnis90/Gruene","1984","Saarland","maennlich","","","",""
"Buendnis90/Gruene","1984","Saarland","weiblich","","","",""
"Buendnis90/Gruene","1984","Berlin","maennlich","","","",""
"Buendnis90/Gruene","1984","Berlin","weiblich","","","",""
"Buendnis90/Gruene","1984","Brandenburg","maennlich","","","",""
"Buendnis90/Gruene","1984","Brandenburg","weiblich","","","",""
"Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"Buendnis90/Gruene","1984","Sachsen","maennlich","","","",""
"Buendnis90/Gruene","1984","Sachsen","weiblich","","","",""
"Buendnis90/Gruene","1984","Sachsen-Anhalt","maennlich","","","",""
"Buendnis90/Gruene","1984","Sachsen-Anhalt","weiblich","","","",""
"Buendnis90/Gruene","1984","Thueringen","maennlich","","","",""
"Buendnis90/Gruene","1984","Thueringen","weiblich","","","",""
"Die Linke","1984","Schleswig-Holstein","maennlich","","","",""
"Die Linke","1984","Schleswig-Holstein","weiblich","","","",""
"Die Linke","1984","Hamburg","maennlich","","","",""
"Die Linke","1984","Hamburg","weiblich","","","",""
"Die Linke","1984","Niedersachsen","maennlich","","","",""
"Die Linke","1984","Niedersachsen","weiblich","","","",""
"Die Linke","1984","Bremen","maennlich","","","",""
"Die Linke","1984","Bremen","weiblich","","","",""
"Die Linke","1984","Nordrhein-Westfalen","maennlich","","","",""
"Die Linke","1984","Nordrhein-Westfalen","weiblich","","","",""
"Die Linke","1984","Hessen","maennlich","","","",""
"Die Linke","1984","Hessen","weiblich","","","",""
"Die Linke","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Die Linke","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Die Linke","1984","Baden-Wuerttemberg","maennlich","","","",""
"Die Linke","1984","Baden-Wuerttemberg","weiblich","","","",""
"Die Linke","1984","Bayern","maennlich","","","",""
"Die Linke","1984","Bayern","weiblich","","","",""
"Die Linke","1984","Saarland","maennlich","","","",""
"Die Linke","1984","Saarland","weiblich","","","",""
"Die Linke","1984","Berlin","maennlich","","","",""
"Die Linke","1984","Berlin","weiblich","","","",""
"Die Linke","1984","Brandenburg","maennlich","","","",""
"Die Linke","1984","Brandenburg","weiblich","","","",""
"Die Linke","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"Die Linke","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"Die Linke","1984","Sachsen","maennlich","","","",""
"Die Linke","1984","Sachsen","weiblich","","","",""
"Die Linke","1984","Sachsen-Anhalt","maennlich","","","",""
"Die Linke","1984","Sachsen-Anhalt","weiblich","","","",""
"Die Linke","1984","Thueringen","maennlich","","","",""
"Die Linke","1984","Thueringen","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Schleswig-Holstein","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Schleswig-Holstein","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Hamburg","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Hamburg","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Niedersachsen","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Niedersachsen","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Bremen","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Bremen","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Nordrhein-Westfalen","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Nordrhein-Westfalen","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Hessen","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Hessen","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Baden-Wuerttemberg","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Baden-Wuerttemberg","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Bayern","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Bayern","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Saarland","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Saarland","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Berlin","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Berlin","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Brandenburg","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Brandenburg","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen-Anhalt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Sachsen-Anhalt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","Thueringen","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","Thueringen","weiblich","","","",""
"Andere","1984","Schleswig-Holstein","maennlich","","","",""
"Andere","1984","Schleswig-Holstein","weiblich","","","",""
"Andere","1984","Hamburg","maennlich","","","",""
"Andere","1984","Hamburg","weiblich","","","",""
"Andere","1984","Niedersachsen","maennlich","","","",""
"Andere","1984","Niedersachsen","weiblich","","","",""
"Andere","1984","Bremen","maennlich","","","",""
"Andere","1984","Bremen","weiblich","","","",""
"Andere","1984","Nordrhein-Westfalen","maennlich","","","",""
"Andere","1984","Nordrhein-Westfalen","weiblich","","","",""
"Andere","1984","Hessen","maennlich","","","",""
"Andere","1984","Hessen","weiblich","","","",""
"Andere","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Andere","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Andere","1984","Baden-Wuerttemberg","maennlich","","","",""
"Andere","1984","Baden-Wuerttemberg","weiblich","","","",""
"Andere","1984","Bayern","maennlich","","","",""
"Andere","1984","Bayern","weiblich","","","",""
"Andere","1984","Saarland","maennlich","","","",""
"Andere","1984","Saarland","weiblich","","","",""
"Andere","1984","Berlin","maennlich","","","",""
"Andere","1984","Berlin","weiblich","","","",""
"Andere","1984","Brandenburg","maennlich","","","",""
"Andere","1984","Brandenburg","weiblich","","","",""
"Andere","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"Andere","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"Andere","1984","Sachsen","maennlich","","","",""
"Andere","1984","Sachsen","weiblich","","","",""
"Andere","1984","Sachsen-Anhalt","maennlich","","","",""
"Andere","1984","Sachsen-Anhalt","weiblich","","","",""
"Andere","1984","Thueringen","maennlich","","","",""
"Andere","1984","Thueringen","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Schleswig-Holstein","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Schleswig-Holstein","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Hamburg","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Hamburg","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Niedersachsen","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Niedersachsen","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Bremen","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Bremen","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Nordrhein-Westfalen","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Nordrhein-Westfalen","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Hessen","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Hessen","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Baden-Wuerttemberg","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Baden-Wuerttemberg","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Bayern","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Bayern","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Saarland","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Saarland","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Berlin","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Berlin","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Brandenburg","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Brandenburg","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen-Anhalt","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Sachsen-Anhalt","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","Thueringen","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","Thueringen","weiblich","","","",""
"SPD/CDU","1984","Schleswig-Holstein","maennlich","","","",""
"SPD/CDU","1984","Schleswig-Holstein","weiblich","","","",""
"SPD/CDU","1984","Hamburg","maennlich","","","",""
"SPD/CDU","1984","Hamburg","weiblich","","","",""
"SPD/CDU","1984","Niedersachsen","maennlich","","","",""
"SPD/CDU","1984","Niedersachsen","weiblich","","","",""
"SPD/CDU","1984","Bremen","maennlich","","","",""
"SPD/CDU","1984","Bremen","weiblich","","","",""
"SPD/CDU","1984","Nordrhein-Westfalen","maennlich","","","",""
"SPD/CDU","1984","Nordrhein-Westfalen","weiblich","","","",""
"SPD/CDU","1984","Hessen","maennlich","","","",""
"SPD/CDU","1984","Hessen","weiblich","","","",""
"SPD/CDU","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"SPD/CDU","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"SPD/CDU","1984","Baden-Wuerttemberg","maennlich","","","",""
"SPD/CDU","1984","Baden-Wuerttemberg","weiblich","","","",""
"SPD/CDU","1984","Bayern","maennlich","","","",""
"SPD/CDU","1984","Bayern","weiblich","","","",""
"SPD/CDU","1984","Saarland","maennlich","","","",""
"SPD/CDU","1984","Saarland","weiblich","","","",""
"SPD/CDU","1984","Berlin","maennlich","","","",""
"SPD/CDU","1984","Berlin","weiblich","","","",""
"SPD/CDU","1984","Brandenburg","maennlich","","","",""
"SPD/CDU","1984","Brandenburg","weiblich","","","",""
"SPD/CDU","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"SPD/CDU","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"SPD/CDU","1984","Sachsen","maennlich","","","",""
"SPD/CDU","1984","Sachsen","weiblich","","","",""
"SPD/CDU","1984","Sachsen-Anhalt","maennlich","","","",""
"SPD/CDU","1984","Sachsen-Anhalt","weiblich","","","",""
"SPD/CDU","1984","Thueringen","maennlich","","","",""
"SPD/CDU","1984","Thueringen","weiblich","","","",""
"SPD/FDP","1984","Schleswig-Holstein","maennlich","","","",""
"SPD/FDP","1984","Schleswig-Holstein","weiblich","","","",""
"SPD/FDP","1984","Hamburg","maennlich","","","",""
"SPD/FDP","1984","Hamburg","weiblich","","","",""
"SPD/FDP","1984","Niedersachsen","maennlich","","","",""
"SPD/FDP","1984","Niedersachsen","weiblich","","","",""
"SPD/FDP","1984","Bremen","maennlich","","","",""
"SPD/FDP","1984","Bremen","weiblich","","","",""
"SPD/FDP","1984","Nordrhein-Westfalen","maennlich","","","",""
"SPD/FDP","1984","Nordrhein-Westfalen","weiblich","","","",""
"SPD/FDP","1984","Hessen","maennlich","","","",""
"SPD/FDP","1984","Hessen","weiblich","","","",""
"SPD/FDP","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"SPD/FDP","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"SPD/FDP","1984","Baden-Wuerttemberg","maennlich","","","",""
"SPD/FDP","1984","Baden-Wuerttemberg","weiblich","","","",""
"SPD/FDP","1984","Bayern","maennlich","","","",""
"SPD/FDP","1984","Bayern","weiblich","","","",""
"SPD/FDP","1984","Saarland","maennlich","","","",""
"SPD/FDP","1984","Saarland","weiblich","","","",""
"SPD/FDP","1984","Berlin","maennlich","","","",""
"SPD/FDP","1984","Berlin","weiblich","","","",""
"SPD/FDP","1984","Brandenburg","maennlich","","","",""
"SPD/FDP","1984","Brandenburg","weiblich","","","",""
"SPD/FDP","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"SPD/FDP","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"SPD/FDP","1984","Sachsen","maennlich","","","",""
"SPD/FDP","1984","Sachsen","weiblich","","","",""
"SPD/FDP","1984","Sachsen-Anhalt","maennlich","","","",""
"SPD/FDP","1984","Sachsen-Anhalt","weiblich","","","",""
"SPD/FDP","1984","Thueringen","maennlich","","","",""
"SPD/FDP","1984","Thueringen","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Schleswig-Holstein","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Schleswig-Holstein","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Hamburg","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Hamburg","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Niedersachsen","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Niedersachsen","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Bremen","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Bremen","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Nordrhein-Westfalen","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Nordrhein-Westfalen","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Hessen","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Hessen","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Baden-Wuerttemberg","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Baden-Wuerttemberg","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Bayern","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Bayern","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Saarland","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Saarland","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Berlin","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Berlin","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Brandenburg","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Brandenburg","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Sachsen","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Sachsen","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Sachsen-Anhalt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Sachsen-Anhalt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","Thueringen","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","Thueringen","weiblich","","","",""
"CDU/CSU","1984","Schleswig-Holstein","maennlich","","","",""
"CDU/CSU","1984","Schleswig-Holstein","weiblich","","","",""
"CDU/CSU","1984","Hamburg","maennlich","","","",""
"CDU/CSU","1984","Hamburg","weiblich","","","",""
"CDU/CSU","1984","Niedersachsen","maennlich","","","",""
"CDU/CSU","1984","Niedersachsen","weiblich","","","",""
"CDU/CSU","1984","Bremen","maennlich","","","",""
"CDU/CSU","1984","Bremen","weiblich","","","",""
"CDU/CSU","1984","Nordrhein-Westfalen","maennlich","72","0.0745208597829279","0.0577858963203682","0.0912558232454875"
"CDU/CSU","1984","Nordrhein-Westfalen","weiblich","41","0.0442205668787692","0.0304161111931025","0.0580250225644358"
"CDU/CSU","1984","Hessen","maennlich","33","0.0732552346182755","0.0461512390819414","0.10035923015461"
"CDU/CSU","1984","Hessen","weiblich","","","",""
"CDU/CSU","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"CDU/CSU","1984","Rheinland-Pfalz,Saarland","weiblich","","","",""
"CDU/CSU","1984","Baden-Wuerttemberg","maennlich","49","0.0625848489693189","0.0421556282955188","0.083014069643119"
"CDU/CSU","1984","Baden-Wuerttemberg","weiblich","37","0.0535467795786977","0.0338144053312258","0.0732791538261697"
"CDU/CSU","1984","Bayern","maennlich","150","0.277569517154891","0.240872227237845","0.314266807071937"
"CDU/CSU","1984","Bayern","weiblich","151","0.278373783502339","0.240710432421233","0.316037134583445"
"CDU/CSU","1984","Saarland","maennlich","","","",""
"CDU/CSU","1984","Saarland","weiblich","","","",""
"CDU/CSU","1984","Berlin","maennlich","","","",""
"CDU/CSU","1984","Berlin","weiblich","","","",""
"CDU/CSU","1984","Brandenburg","maennlich","","","",""
"CDU/CSU","1984","Brandenburg","weiblich","","","",""
"CDU/CSU","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"CDU/CSU","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"CDU/CSU","1984","Sachsen","maennlich","","","",""
