"plh0012_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"CSU","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","205","0.0587733256479115","0.0514161658421449","0.0661304854536782"
"CSU","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","53","0.051504033197221","0.0384128350809458","0.0645952313134962"
"CSU","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"CSU","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"CSU","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","76","0.0211209848982127","0.0166232429415878","0.0256187268548376"
"FDP","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","37","0.0378954862615637","0.0265859212976032","0.0492050512255241"
"FDP","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FDP","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FDP","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","44","0.0891692782047458","0.0643379875444409","0.114000568865051"
"FDP","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","33","0.151386342221287","0.114963403974569","0.187809280468004"
"Buendnis90/Gruene","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","107","0.0202402596237515","0.0158353117073078","0.0246452075401951"
"Buendnis90/Gruene","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","104","0.0844748987871413","0.0680031390277649","0.100946658546518"
"Buendnis90/Gruene","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","124","0.229959278697809","0.193330163651969","0.266588393743648"
"Buendnis90/Gruene","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","61","0.115328877806701","0.0874976227591426","0.143160132854259"
"Buendnis90/Gruene","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","32","0.0866517980987722","0.0580638095346115","0.115239786662933"
"CDU/CSU","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","371","0.0860448441497557","0.0772728605081593","0.0948168277913521"
"CDU/CSU","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","124","0.112239275350076","0.0935427276340063","0.130935823066145"
"CDU/CSU","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","47","0.0858572898602066","0.061471338720612","0.110243240999801"
"CDU/CSU","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","55","0.103051622729257","0.0765614997620785","0.129541745696435"
"CDU/CSU","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Die Linke","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Die Linke","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/DVU(Rep/NPD)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke /DVU(Rep/NPD)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Die Linke","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Die Linke","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"CDU/DVU(Rep/NPD)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"CSU/FDP","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"CSU/FDP","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gruene/FDP","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Gruene/FDP","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/Die Linke","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/Die Linke","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FDP/NPD","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FDP/NPD","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Piratenpartei","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Piratenpartei","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"AfD","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"AfD","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"CDU+/oder CSU/AfD","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
