"year","quintil","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","593.06","490","3797","216.67","350","700","1000","1950","579.37","606.75","50","4333.33","600","600"
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","408.57","385","3080","150","216.67","500","700","1300","399.37","417.77","40","2166.67","400","400"
"2005","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","2","Staedtischer Raum","486.07","421.67","3394","216.67","303.33","600","800","1200","477.89","494.25","25","1733.33","433.333343505859","450"
"2005","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","3","Staedtischer Raum","495.62","426.67","3559","216.67","303.33","650","866.67","1200","486.85","504.39","40","2166.67","450","500"
"2005","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","4","Staedtischer Raum","510.5","431.67","3729","200","300","650","866.67","1500","500.18","520.82","30","4333.33","500","500"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","573.14","490","3710","250","350","650","1000","1733.33","562.06","584.22","50","2600","600","600"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","2","Staedtischer Raum","478.74","431.67","3168","200","300","600","866.67","1300","469.77","487.71","50","2166.67","433.333343505859","433.333343505859"
"2007","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","3","Staedtischer Raum","508.59","445","3418","216.67","300","650","866.67","1500","499.11","518.07","43.33","2000","450","500"
"2007","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","4","Staedtischer Raum","525.84","416.67","3905","200","303.33","650","866.67","1516.67","515.72","535.96","40","2600","500","500"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","621.06","490","3790","250","400","800","1000","2000","608.45","633.67","65","3466.67","600","600"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","3","Staedtischer Raum","499.25","426.67","3068","216.67","300","600","866.67","1516.67","487.48","511.02","34.67","4333.33","433.333343505859","450"
"2011","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","4","Staedtischer Raum","536.17","429.17","4189","216.67","303.33","650","866.67","1950","527.37","544.97","60","3033.33","450","500"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","584.98","499.17","4553","250","346.67","660","1000","2166.67","573.47","596.49","60","4333.33","500","520"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","395.15","301.67","3873","150","216.67","500","700","1516.67","384.8","405.5","25","2600","433.333343505859","433.333343505859"
"2013","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","2","Staedtischer Raum","446.97","431.67","3769","200","260","550","750","1300","437.67","456.27","0","2600","433.333343505859","433.333343505859"
"2013","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","3","Staedtischer Raum","498.14","426.67","3803","216.67","303.33","600","800","1600","487.96","508.32","1","2600","433.333343505859","450"
"2013","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","4","Staedtischer Raum","505.4","431.67","4862","216.67","300","650","866.67","1500","496.54","514.26","50","3466.67","450","500"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","569.94","490","5177","216.67","346.67","650","1000","1800","558.79","581.09","20","5000","500","520"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","417.77","335.83","3049","130","216.67","520","866.67","1733.33","407.19","428.35","4.33","1950","433.333343505859","433.333343505859"
"2016","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","2","Staedtischer Raum","438.89","395","3804","195","250","563.33","700","1500","429.97","447.81","21.67","1950","433.333343505859","475"
"2016","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","3","Staedtischer Raum","469","422.5","4117","216.67","300","600","780","1516.67","460.61","477.39","50","2166.67","433.333343505859","450"
"2016","4","Laendlicher Raum","477.35","429.17","3326","216.67","303.33","600","800","1300","467.99","486.71","65","2600","433.333343505859","500"
"2016","4","Staedtischer Raum","523.33","426.67","5853","216.67","325","650","866.67","1733.33","515.46","531.2","50","3250","500","500"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","563.3","495","6912","250","346.67","650","953.33","1733.33","554.78","571.82","86.67","4333.33","520","563.333312988281"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","375.97","301.67","3448","130","200","450","650","1300","359.62","392.32","20","3033.33","650","650"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","444.22","395","7507","150","216.67","600","866.67","1600","431.55","456.89","20","8692.67","650","650"
"2018","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","2","Staedtischer Raum","428.36","395","4052","195","250","520","700","1213.33","417.21","439.51","21.67","2166.67","500","520"
"2018","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","3","Staedtischer Raum","486.6","426.67","4280","216.67","300","600","866.67","1500","477.12","496.08","43.33","5000","476.666656494141","500"
"2018","4","Laendlicher Raum","479.42","426.67","3715","216.67","303.33","600","866.67","1300","470.58","488.26","43.33","2166.67","433.333343505859","500"
"2018","4","Staedtischer Raum","516.52","429.17","6567","216.67","346.67","650","866.67","1400","509.67","523.37","4.33","2600","500","500"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","536.71","416.67","3400","220","346.67","650","866.67","1733.33","526.45","546.97","75","2600","500","520"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","565.51","497","8568","250","390","650","900","1733.33","558.61","572.41","50","2600","520","550"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","2","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","3","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","4","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","4","Staedtischer Raum","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","459.16","342.33","6358","150","216.67","650","866.67","1733.33","448.89","469.43","8.67","2600","650","650"
"2020","2","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","2","Staedtischer Raum","499.8","432.67","4984","195","250","650","866.67","2166.67","487.61","511.99","1","5200","650","650"
"2020","3","Laendlicher Raum","","","","","","","","","","","","","",""
"2020","3","Staedtischer Raum","506.2","426.67","4010","200","260","650","880","1516.67","492.74","519.66","50","4333.33","500","520"
"2020","4","Laendlicher Raum","477.93","424.67","3729","216.67","303.33","600","800","1300","468.76","487.1","60","3250","433.333343505859","500"
"2020","4","Staedtischer Raum","523.59","426.67","6584","216.67","346.67","650","866.67","1516.67","516.01","531.17","52","2600","450","500"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","596.45","490","4498","250","350","650","900","2340","583.52","609.38","50","8666.67","520","600"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","","","","","","","","","","","",""
