"year","hhtyp","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2003","Paar mit Kind(ern)","Westdeutschland","620.8","592.5","12058","614.68","626.92"
"2003","Sonstige","Ostdeutschland","509.6","475","182","474.64","544.56"
"2003","Sonstige","Westdeutschland","595.08","510","667","570.05","620.11"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2004","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2004","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2004","Alleinerziehende","Ostdeutschland","","","","",""
"2004","Alleinerziehende","Westdeutschland","","","","",""
"2004","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2004","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2004","Sonstige","Ostdeutschland","","","","",""
"2004","Sonstige","Westdeutschland","","","","",""
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","417.31","395","1808","408.12","426.5"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","461.91","431.67","5450","455.32","468.5"
"2005","1-Pers.- Haushalt","Ostdeutschland","245.13","213.33","705","235.71","254.55"
"2005","1-Pers.- Haushalt","Westdeutschland","280.52","239.17","2158","273.47","287.57"
"2005","Alleinerziehende","Ostdeutschland","334.3","290.83","442","318.21","350.39"
"2005","Alleinerziehende","Westdeutschland","415.17","395","1269","403.69","426.65"
"2005","Paar mit Kind(ern)","Ostdeutschland","514.24","416.67","2953","504.89","523.59"
"2005","Paar mit Kind(ern)","Westdeutschland","623.79","592.5","10780","617.95","629.63"
"2005","Sonstige","Ostdeutschland","577.05","510","169","543.34","610.76"
"2005","Sonstige","Westdeutschland","512.8","426.67","573","486.5","539.1"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2006","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2006","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2006","Alleinerziehende","Ostdeutschland","","","","",""
"2006","Alleinerziehende","Westdeutschland","","","","",""
"2006","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2006","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2006","Sonstige","Ostdeutschland","","","","",""
"2006","Sonstige","Westdeutschland","","","","",""
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","417.56","395","1936","408.14","426.98"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","487.94","431.67","5622","480.62","495.26"
"2007","1-Pers.- Haushalt","Ostdeutschland","241.3","208.33","748","230.78","251.82"
"2007","1-Pers.- Haushalt","Westdeutschland","279","245","2304","272.46","285.54"
"2007","Alleinerziehende","Ostdeutschland","353.27","255","450","333.88","372.66"
"2007","Alleinerziehende","Westdeutschland","399.86","395","1293","389.51","410.21"
"2007","Paar mit Kind(ern)","Ostdeutschland","499.35","431.67","2734","490.13","508.57"
"2007","Paar mit Kind(ern)","Westdeutschland","631.8","590","10295","625.41","638.19"
"2007","Sonstige","Ostdeutschland","460.15","406.67","133","416.93","503.37"
"2007","Sonstige","Westdeutschland","588","475","466","554.62","621.38"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2008","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2008","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2008","Alleinerziehende","Ostdeutschland","","","","",""
"2008","Alleinerziehende","Westdeutschland","","","","",""
"2008","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2008","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2008","Sonstige","Ostdeutschland","","","","",""
"2008","Sonstige","Westdeutschland","","","","",""
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2009","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2009","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2009","Alleinerziehende","Ostdeutschland","","","","",""
"2009","Alleinerziehende","Westdeutschland","","","","",""
"2009","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2009","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2009","Sonstige","Ostdeutschland","","","","",""
"2009","Sonstige","Westdeutschland","","","","",""
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2010","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2010","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2010","Alleinerziehende","Ostdeutschland","","","","",""
"2010","Alleinerziehende","Westdeutschland","","","","",""
"2010","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2010","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2010","Sonstige","Ostdeutschland","","","","",""
"2010","Sonstige","Westdeutschland","","","","",""
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","431.13","395","2152","422.95","439.31"
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","490.14","431.67","6430","483.09","497.19"
"2011","1-Pers.- Haushalt","Ostdeutschland","240.47","208.33","879","231.59","249.35"
"2011","1-Pers.- Haushalt","Westdeutschland","294.54","247.5","2569","286.85","302.23"
"2011","Alleinerziehende","Ostdeutschland","347.26","301.67","477","332.62","361.9"
"2011","Alleinerziehende","Westdeutschland","430.05","395","1418","418.37","441.73"
"2011","Paar mit Kind(ern)","Ostdeutschland","496.5","431.17","2377","485.63","507.37"
"2011","Paar mit Kind(ern)","Westdeutschland","654.11","592.5","9563","646.94","661.28"
"2011","Sonstige","Ostdeutschland","463.69","416.67","126","428.2","499.18"
"2011","Sonstige","Westdeutschland","597.37","556.67","438","571.41","623.33"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2012","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2012","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2012","Alleinerziehende","Ostdeutschland","","","","",""
"2012","Alleinerziehende","Westdeutschland","","","","",""
"2012","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2012","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2012","Sonstige","Ostdeutschland","","","","",""
"2012","Sonstige","Westdeutschland","","","","",""
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","447.34","395","2148","437.32","457.36"
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","501.65","431.67","6696","493.22","510.08"
"2013","1-Pers.- Haushalt","Ostdeutschland","244.12","214.5","842","233.49","254.75"
"2013","1-Pers.- Haushalt","Westdeutschland","288.32","245","2718","281.6","295.04"
"2013","Alleinerziehende","Ostdeutschland","359.34","290.83","488","342.06","376.62"
"2013","Alleinerziehende","Westdeutschland","446.79","431.67","1932","434.68","458.9"
"2013","Paar mit Kind(ern)","Ostdeutschland","516.16","445","2305","502.69","529.63"
"2013","Paar mit Kind(ern)","Westdeutschland","625.31","561.67","13122","619.52","631.1"
"2013","Sonstige","Ostdeutschland","489.09","416.67","187","426.66","551.52"
"2013","Sonstige","Westdeutschland","545.48","488.33","1396","525.75","565.21"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2014","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2014","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2014","Alleinerziehende","Ostdeutschland","","","","",""
"2014","Alleinerziehende","Westdeutschland","","","","",""
"2014","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2014","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2014","Sonstige","Ostdeutschland","","","","",""
"2014","Sonstige","Westdeutschland","","","","",""
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2015","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2015","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2015","Alleinerziehende","Ostdeutschland","","","","",""
"2015","Alleinerziehende","Westdeutschland","","","","",""
"2015","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2015","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2015","Sonstige","Ostdeutschland","","","","",""
"2015","Sonstige","Westdeutschland","","","","",""
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","431.06","395","2000","422.29","439.83"
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","492.34","429.17","6076","484.99","499.69"
"2016","1-Pers.- Haushalt","Ostdeutschland","251.45","212.33","840","241.04","261.86"
"2016","1-Pers.- Haushalt","Westdeutschland","291.16","245","2501","284.53","297.79"
"2016","Alleinerziehende","Ostdeutschland","397.79","348.33","869","383.17","412.41"
"2016","Alleinerziehende","Westdeutschland","434.03","395","3017","425.34","442.72"
"2016","Paar mit Kind(ern)","Ostdeutschland","520.69","441.67","3212","510.31","531.07"
"2016","Paar mit Kind(ern)","Westdeutschland","633.25","561.67","16774","628.48","638.02"
"2016","Sonstige","Ostdeutschland","560.24","455","165","522.11","598.37"
"2016","Sonstige","Westdeutschland","574.15","510","903","550.68","597.62"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2017","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2017","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2017","Alleinerziehende","Ostdeutschland","","","","",""
"2017","Alleinerziehende","Westdeutschland","","","","",""
"2017","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2017","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2017","Sonstige","Ostdeutschland","","","","",""
"2017","Sonstige","Westdeutschland","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","446.09","416.67","2253","437.37","454.81"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","505.61","431.67","6920","499.32","511.9"
"2018","1-Pers.- Haushalt","Ostdeutschland","261.79","208.33","1069","253.42","270.16"
"2018","1-Pers.- Haushalt","Westdeutschland","298.95","245","3308","292.66","305.24"
"2018","Alleinerziehende","Ostdeutschland","424.64","395","980","409.96","439.32"
"2018","Alleinerziehende","Westdeutschland","451.57","431.67","3585","442.44","460.7"
"2018","Paar mit Kind(ern)","Ostdeutschland","542.89","416.67","4345","531.17","554.61"
"2018","Paar mit Kind(ern)","Westdeutschland","640.29","592.5","21819","634.87","645.71"
"2018","Sonstige","Ostdeutschland","515.74","416.67","224","470.92","560.56"
"2018","Sonstige","Westdeutschland","580.98","510","1814","558.12","603.84"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","",""
"2019","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"2019","1-Pers.- Haushalt","Westdeutschland","","","","",""
"2019","Alleinerziehende","Ostdeutschland","","","","",""
"2019","Alleinerziehende","Westdeutschland","","","","",""
"2019","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"2019","Paar mit Kind(ern)","Westdeutschland","","","","",""
"2019","Sonstige","Ostdeutschland","","","","",""
"2019","Sonstige","Westdeutschland","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","460.92","416.67","2323","449.72","472.12"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","516.51","431.67","7830","509.19","523.83"
"2020","1-Pers.- Haushalt","Ostdeutschland","275.58","208.33","1116","264.48","286.68"
"2020","1-Pers.- Haushalt","Westdeutschland","305.97","245","4150","299.36","312.58"
"2020","Alleinerziehende","Ostdeutschland","436.76","416.67","905","422.14","451.38"
"2020","Alleinerziehende","Westdeutschland","470.22","416.67","3243","458.17","482.27"
"2020","Paar mit Kind(ern)","Ostdeutschland","666.09","510","4012","651.83","680.35"
"2020","Paar mit Kind(ern)","Westdeutschland","666.89","590.33","22297","661.45","672.33"
"2020","Sonstige","Ostdeutschland","529.82","416.67","244","492.05","567.59"
"2020","Sonstige","Westdeutschland","616.75","510","1933","596.72","636.78"
