"year","hhtyp","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1994","1-Pers.- Haushalt","Westdeutschland","411.08","0","1047","310.65","511.51"
"1994","Alleinerziehende","Ostdeutschland","4044.82","2402.5","262","3526.83","4562.81"
"1994","Alleinerziehende","Westdeutschland","2268.05","368","620","1950.32","2585.78"
"1994","Paar mit Kind(ern)","Ostdeutschland","3734.93","2076","3146","3595.86","3874"
"1994","Paar mit Kind(ern)","Westdeutschland","2080.74","889.5","7020","2005.09","2156.39"
"1994","Sonstige","Ostdeutschland","2757","568","325","2309.85","3204.15"
"1994","Sonstige","Westdeutschland","1987.6","417","865","1755.48","2219.72"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1126.88","0","994","925.56","1328.2"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","494.93","0","2660","413.17","576.69"
"1995","1-Pers.- Haushalt","Ostdeutschland","673.47","0","325","472.62","874.32"
"1995","1-Pers.- Haushalt","Westdeutschland","434.71","0","1079","339.66","529.76"
"1995","Alleinerziehende","Ostdeutschland","3996.55","2353.5","277","3496.58","4496.52"
"1995","Alleinerziehende","Westdeutschland","2222.89","368","665","1923.4","2522.38"
"1995","Paar mit Kind(ern)","Ostdeutschland","3542.44","1476","2983","3392.62","3692.26"
"1995","Paar mit Kind(ern)","Westdeutschland","2219.18","912.5","7540","2144.23","2294.13"
"1995","Sonstige","Ostdeutschland","3470.29","1114.5","282","2740.44","4200.14"
"1995","Sonstige","Westdeutschland","3043.1","828.5","907","2762.58","3323.62"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2309.17","0","1070","2013.65","2604.69"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","755.28","0","2612","654.29","856.27"
"1996","1-Pers.- Haushalt","Ostdeutschland","764.29","0","344","506.77","1021.81"
"1996","1-Pers.- Haushalt","Westdeutschland","441.98","0","1089","340.52","543.44"
"1996","Alleinerziehende","Ostdeutschland","2917.48","1186","260","2497.95","3337.01"
"1996","Alleinerziehende","Westdeutschland","2384.22","932","699","2102.94","2665.5"
"1996","Paar mit Kind(ern)","Ostdeutschland","3775.49","2055.5","2828","3611.43","3939.55"
"1996","Paar mit Kind(ern)","Westdeutschland","2307.14","1155.5","7329","2228.93","2385.35"
"1996","Sonstige","Ostdeutschland","4262.73","1414","295","3622.92","4902.54"
"1996","Sonstige","Westdeutschland","3847.78","1135","813","3486.7","4208.86"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2363.69","0","1096","2050.73","2676.65"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","887.45","0","2662","783.94","990.96"
"1997","1-Pers.- Haushalt","Ostdeutschland","888.44","0","349","627.42","1149.46"
"1997","1-Pers.- Haushalt","Westdeutschland","579.28","0","1053","461.35","697.21"
"1997","Alleinerziehende","Ostdeutschland","4544.1","2694.5","286","4006.07","5082.13"
"1997","Alleinerziehende","Westdeutschland","3493.48","1678","681","3172.39","3814.57"
"1997","Paar mit Kind(ern)","Ostdeutschland","4839.78","2426.5","2680","4661.21","5018.35"
"1997","Paar mit Kind(ern)","Westdeutschland","3400.28","2425.5","7126","3315.05","3485.51"
"1997","Sonstige","Ostdeutschland","3714.49","1840.5","272","3252.87","4176.11"
"1997","Sonstige","Westdeutschland","4341.05","1553","802","3966.06","4716.04"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1918.71","0","1196","1694.71","2142.71"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","912.76","0","3162","802.16","1023.36"
"1998","1-Pers.- Haushalt","Ostdeutschland","852.69","0","403","628.84","1076.54"
"1998","1-Pers.- Haushalt","Westdeutschland","579.28","0","1303","472.07","686.49"
"1998","Alleinerziehende","Ostdeutschland","5128.18","2976","302","4630.61","5625.75"
"1998","Alleinerziehende","Westdeutschland","3590.37","1528.5","803","3269.65","3911.09"
"1998","Paar mit Kind(ern)","Ostdeutschland","4889.49","3140","2766","4720.03","5058.95"
"1998","Paar mit Kind(ern)","Westdeutschland","3790.97","2694.5","7816","3704.39","3877.55"
"1998","Sonstige","Ostdeutschland","3870.2","2577","267","3170.51","4569.89"
"1998","Sonstige","Westdeutschland","3815.37","2577","738","3522.24","4108.5"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1720.43","0","1206","1502.54","1938.32"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","816.99","0","3106","718.61","915.37"
"1999","1-Pers.- Haushalt","Ostdeutschland","989.54","0","417","742.24","1236.84"
"1999","1-Pers.- Haushalt","Westdeutschland","556.44","0","1221","448.45","664.43"
"1999","Alleinerziehende","Ostdeutschland","5706.37","2646","339","5168.09","6244.65"
"1999","Alleinerziehende","Westdeutschland","3651.62","2546.5","776","3368.92","3934.32"
"1999","Paar mit Kind(ern)","Ostdeutschland","5088.99","3308","2655","4917.56","5260.42"
"1999","Paar mit Kind(ern)","Westdeutschland","3856.39","2696.5","7602","3767.96","3944.82"
"1999","Sonstige","Ostdeutschland","4204.99","2689.5","154","3374.41","5035.57"
"1999","Sonstige","Westdeutschland","3719.73","2679.5","512","3371.07","4068.39"
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1542.14","0","1930","1381.39","1702.89"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","778.53","0","6006","710.83","846.23"
"2000","1-Pers.- Haushalt","Ostdeutschland","961.48","0","763","780.73","1142.23"
"2000","1-Pers.- Haushalt","Westdeutschland","527.31","0","2497","448.03","606.59"
"2000","Alleinerziehende","Ostdeutschland","5838.26","3006.5","528","5385.71","6290.81"
"2000","Alleinerziehende","Westdeutschland","3973.08","2661","1383","3729.66","4216.5"
"2000","Paar mit Kind(ern)","Ostdeutschland","5417.99","3558.5","3903","5267.66","5568.32"
"2000","Paar mit Kind(ern)","Westdeutschland","4119.92","3066","13599","4056.23","4183.61"
"2000","Sonstige","Ostdeutschland","5069.16","3461.5","233","4327.9","5810.42"
"2000","Sonstige","Westdeutschland","3423.3","1517.5","965","3149.4","3697.2"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1602.65","0","1850","1442.78","1762.52"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","919.96","0","5328","841.98","997.94"
"2001","1-Pers.- Haushalt","Ostdeutschland","1124.64","0","706","911.09","1338.19"
"2001","1-Pers.- Haushalt","Westdeutschland","583.88","0","2220","495.38","672.38"
"2001","Alleinerziehende","Ostdeutschland","5684.85","3251.5","484","5212.86","6156.84"
"2001","Alleinerziehende","Westdeutschland","4215.41","2560.5","1277","3958.55","4472.27"
"2001","Paar mit Kind(ern)","Ostdeutschland","5771.78","4208","3516","5606.67","5936.89"
"2001","Paar mit Kind(ern)","Westdeutschland","4215.73","3307.5","12282","4149.19","4282.27"
"2001","Sonstige","Ostdeutschland","4263.36","3308","182","3505.7","5021.02"
"2001","Sonstige","Westdeutschland","3892.79","2427","883","3601.68","4183.9"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1499.54","0","1866","1343.04","1656.04"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","936.41","0","5938","871.06","1001.76"
"2002","1-Pers.- Haushalt","Ostdeutschland","1112.97","0","716","913.62","1312.32"
"2002","1-Pers.- Haushalt","Westdeutschland","618.94","0","2222","536.41","701.47"
"2002","Alleinerziehende","Ostdeutschland","5790","3571.5","458","5325.15","6254.85"
"2002","Alleinerziehende","Westdeutschland","4391.3","2622","1312","4138.64","4643.96"
"2002","Paar mit Kind(ern)","Ostdeutschland","6112.94","4805","3479","5952.17","6273.71"
"2002","Paar mit Kind(ern)","Westdeutschland","4498.95","3306","13107","4435.51","4562.39"
"2002","Sonstige","Ostdeutschland","4974.94","2928","185","4309.6","5640.28"
"2002","Sonstige","Westdeutschland","3482.08","2300","833","3162.44","3801.72"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1692.96","0","1928","1537.2","1848.72"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","902.82","0","5708","840.73","964.91"
"2003","1-Pers.- Haushalt","Ostdeutschland","1195.97","0","706","1008.03","1383.91"
"2003","1-Pers.- Haushalt","Westdeutschland","669.26","0","2213","585.51","753.01"
"2003","Alleinerziehende","Ostdeutschland","6152.97","4077","428","5671.19","6634.75"
"2003","Alleinerziehende","Westdeutschland","4794.76","3574.5","1314","4561.92","5027.6"
"2003","Paar mit Kind(ern)","Ostdeutschland","6701.03","5538","3300","6527.92","6874.14"
"2003","Paar mit Kind(ern)","Westdeutschland","4995.52","3695","12326","4923.25","5067.79"
"2003","Sonstige","Ostdeutschland","6960.05","4842","185","6021.79","7898.31"
"2003","Sonstige","Westdeutschland","4262.68","3020","684","3890.7","4634.66"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1463.19","0","1898","1316.05","1610.33"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1049.56","0","5740","976.28","1122.84"
"2004","1-Pers.- Haushalt","Ostdeutschland","1434.88","0","698","1223.61","1646.15"
"2004","1-Pers.- Haushalt","Westdeutschland","723.3","0","2163","635.92","810.68"
"2004","Alleinerziehende","Ostdeutschland","6411.67","4932","441","5913.01","6910.33"
"2004","Alleinerziehende","Westdeutschland","4766.58","3660","1245","4536.91","4996.25"
"2004","Paar mit Kind(ern)","Ostdeutschland","6763.6","5438","3154","6579.65","6947.55"
"2004","Paar mit Kind(ern)","Westdeutschland","5253.89","3737","11793","5176.74","5331.04"
"2004","Sonstige","Ostdeutschland","6131.4","5239","187","5295.8","6967"
"2004","Sonstige","Westdeutschland","3442.87","2666","612","3064.28","3821.46"
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1542.3","0","1828","1392.78","1691.82"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","965.66","0","5556","894.04","1037.28"
"2005","1-Pers.- Haushalt","Ostdeutschland","1373.56","0","715","1173.37","1573.75"
"2005","1-Pers.- Haushalt","Westdeutschland","887.29","0","2198","787.96","986.62"
"2005","Alleinerziehende","Ostdeutschland","7070.19","5166.5","454","6523.22","7617.16"
"2005","Alleinerziehende","Westdeutschland","5252.67","3672","1282","4976.7","5528.64"
"2005","Paar mit Kind(ern)","Ostdeutschland","6573.91","5579.5","2985","6387.19","6760.63"
"2005","Paar mit Kind(ern)","Westdeutschland","5241.31","3695","10939","5158.94","5323.68"
"2005","Sonstige","Ostdeutschland","5422.99","5172","169","4664.5","6181.48"
"2005","Sonstige","Westdeutschland","4385.4","2430","580","3914.88","4855.92"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1500.86","0","2052","1338.66","1663.06"
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","982.46","0","6264","912","1052.92"
"2006","1-Pers.- Haushalt","Ostdeutschland","1467.4","0","817","1271.14","1663.66"
"2006","1-Pers.- Haushalt","Westdeutschland","959.16","0","2483","850.29","1068.03"
"2006","Alleinerziehende","Ostdeutschland","7636.81","6378","466","7100.05","8173.57"
"2006","Alleinerziehende","Westdeutschland","5942.94","3694","1458","5665.37","6220.51"
"2006","Paar mit Kind(ern)","Ostdeutschland","6774.88","4748","3048","6567.46","6982.3"
"2006","Paar mit Kind(ern)","Westdeutschland","5511.33","3838","11340","5426.14","5596.52"
"2006","Sonstige","Ostdeutschland","4721.11","3628.5","157","4022.65","5419.57"
"2006","Sonstige","Westdeutschland","5044.22","3691.5","583","4599.55","5488.89"
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1526.31","0","1980","1357.52","1695.1"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1060","0","5772","977.48","1142.52"
"2007","1-Pers.- Haushalt","Ostdeutschland","1426.18","0","764","1216.18","1636.18"
"2007","1-Pers.- Haushalt","Westdeutschland","948.48","0","2357","844.29","1052.67"
"2007","Alleinerziehende","Ostdeutschland","9554.64","7272","454","8852.92","10256.36"
"2007","Alleinerziehende","Westdeutschland","6460.98","3690","1320","6131.61","6790.35"
"2007","Paar mit Kind(ern)","Ostdeutschland","5885.45","4064","2786","5682.4","6088.5"
"2007","Paar mit Kind(ern)","Westdeutschland","5570.92","3727","10561","5478.32","5663.52"
"2007","Sonstige","Ostdeutschland","5907.99","3744.5","140","4882.13","6933.85"
"2007","Sonstige","Westdeutschland","5753.8","3540","484","5240.07","6267.53"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1354.88","0","1956","1206.2","1503.56"
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","909.55","0","5512","837.29","981.81"
"2008","1-Pers.- Haushalt","Ostdeutschland","1606.43","0","748","1372.91","1839.95"
"2008","1-Pers.- Haushalt","Westdeutschland","1027.89","0","2249","918.34","1137.44"
"2008","Alleinerziehende","Ostdeutschland","8864.17","6628","429","8248.1","9480.24"
"2008","Alleinerziehende","Westdeutschland","6083.47","3684","1285","5742.5","6424.44"
"2008","Paar mit Kind(ern)","Ostdeutschland","5636.28","3898.5","2557","5437.35","5835.21"
"2008","Paar mit Kind(ern)","Westdeutschland","5237.03","3695","9604","5145.64","5328.42"
"2008","Sonstige","Ostdeutschland","9563.27","5612.5","131","7919.66","11206.88"
"2008","Sonstige","Westdeutschland","4959.23","3678","406","4396.18","5522.28"
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1084.29","0","1902","969.6","1198.98"
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","808.68","0","5198","738.85","878.51"
"2009","1-Pers.- Haushalt","Ostdeutschland","1415.74","0","728","1192.8","1638.68"
"2009","1-Pers.- Haushalt","Westdeutschland","932.7","0","2132","825.11","1040.29"
"2009","Alleinerziehende","Ostdeutschland","8648.72","8184","427","8028.58","9268.86"
"2009","Alleinerziehende","Westdeutschland","5436.57","3684","1162","5100.55","5772.59"
"2009","Paar mit Kind(ern)","Ostdeutschland","5876.35","4047","2423","5658.42","6094.28"
"2009","Paar mit Kind(ern)","Westdeutschland","5219.69","3695","8805","5122.36","5317.02"
"2009","Sonstige","Ostdeutschland","5019.62","3894","102","3958.34","6080.9"
"2009","Sonstige","Westdeutschland","3426.21","1974","342","2981.58","3870.84"
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1289.35","0","1796","1153.17","1425.53"
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","899.47","0","4948","830.15","968.79"
"2010","1-Pers.- Haushalt","Ostdeutschland","1421.09","0","683","1214.55","1627.63"
"2010","1-Pers.- Haushalt","Westdeutschland","1018.27","0","2028","901.68","1134.86"
"2010","Alleinerziehende","Ostdeutschland","8174.16","7368","1024","7795.37","8552.95"
"2010","Alleinerziehende","Westdeutschland","6450.68","3924","3723","6246.59","6654.77"
"2010","Paar mit Kind(ern)","Ostdeutschland","6067.27","4136.5","4304","5871.83","6262.71"
"2010","Paar mit Kind(ern)","Westdeutschland","5585.75","3958.5","18363","5499.7","5671.8"
"2010","Sonstige","Ostdeutschland","7068.76","6144","123","5790.27","8347.25"
"2010","Sonstige","Westdeutschland","3942.49","2400","476","3380.95","4504.03"
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1413.78","0","2180","1262.7","1564.86"
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","870.26","0","6568","800.74","939.78"
"2011","1-Pers.- Haushalt","Ostdeutschland","1601.4","0","894","1397.52","1805.28"
"2011","1-Pers.- Haushalt","Westdeutschland","1118.93","0","2657","991.37","1246.49"
"2011","Alleinerziehende","Ostdeutschland","8001.73","6678","1305","7657.58","8345.88"
"2011","Alleinerziehende","Westdeutschland","6655.28","4404","4561","6466.35","6844.21"
"2011","Paar mit Kind(ern)","Ostdeutschland","6153.17","4398","4599","5938.42","6367.92"
"2011","Paar mit Kind(ern)","Westdeutschland","5720.38","4412","20455","5634.76","5806"
"2011","Sonstige","Ostdeutschland","5102.08","2645","168","3938.44","6265.72"
"2011","Sonstige","Westdeutschland","5412.85","2986","614","4812.91","6012.79"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1276.47","0","2240","1115.57","1437.37"
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","845.03","0","6660","777.54","912.52"
"2012","1-Pers.- Haushalt","Ostdeutschland","1671.92","0","936","1466.19","1877.65"
"2012","1-Pers.- Haushalt","Westdeutschland","1034.09","0","2747","926.79","1141.39"
"2012","Alleinerziehende","Ostdeutschland","8664.32","6702","1266","8265.33","9063.31"
"2012","Alleinerziehende","Westdeutschland","6380.91","4398","4327","6188.5","6573.32"
"2012","Paar mit Kind(ern)","Ostdeutschland","5961.72","4398","4257","5770.75","6152.69"
"2012","Paar mit Kind(ern)","Westdeutschland","5573.31","4412","19207","5490.88","5655.74"
"2012","Sonstige","Ostdeutschland","4688.01","2464","171","3518.95","5857.07"
"2012","Sonstige","Westdeutschland","7844.64","5840","595","7233.29","8455.99"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1161.78","0","2222","1008.01","1315.55"
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","864.03","0","7056","790.22","937.84"
"2013","1-Pers.- Haushalt","Ostdeutschland","1711.88","0","903","1505.33","1918.43"
"2013","1-Pers.- Haushalt","Westdeutschland","1156.37","0","2941","1033.69","1279.05"
"2013","Alleinerziehende","Ostdeutschland","7410.62","6273.5","1200","7066.11","7755.13"
"2013","Alleinerziehende","Westdeutschland","6644.91","4412","4602","6447.8","6842.02"
"2013","Paar mit Kind(ern)","Ostdeutschland","5824.6","4414","4275","5607.34","6041.86"
"2013","Paar mit Kind(ern)","Westdeutschland","5723.44","4404","22646","5643.63","5803.25"
"2013","Sonstige","Ostdeutschland","6424.12","4668","236","5240.12","7608.12"
"2013","Sonstige","Westdeutschland","5794.26","3844.5","1584","5439.47","6149.05"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1206.73","0","2166","1062.46","1351"
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","954.61","0","6560","877.75","1031.47"
"2014","1-Pers.- Haushalt","Ostdeutschland","1801.96","0","882","1585.08","2018.84"
"2014","1-Pers.- Haushalt","Westdeutschland","1256.43","0","2684","1132.11","1380.75"
"2014","Alleinerziehende","Ostdeutschland","7306.3","4796","993","6897.68","7714.92"
"2014","Alleinerziehende","Westdeutschland","6782.62","4398","3695","6550.9","7014.34"
"2014","Paar mit Kind(ern)","Ostdeutschland","5638.76","4412","3798","5420.45","5857.07"
"2014","Paar mit Kind(ern)","Westdeutschland","5807.39","4404","19308","5717.26","5897.52"
"2014","Sonstige","Ostdeutschland","7930.02","3153.5","183","6826.24","9033.8"
"2014","Sonstige","Westdeutschland","6360.83","4404","1238","5935.1","6786.56"
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1216.44","0","2134","1076.59","1356.29"
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","862.71","0","6618","786.85","938.57"
"2015","1-Pers.- Haushalt","Ostdeutschland","1718.16","0","873","1464.32","1972"
"2015","1-Pers.- Haushalt","Westdeutschland","1224.55","0","2754","1097.03","1352.07"
"2015","Alleinerziehende","Ostdeutschland","7490.62","4630","929","7060.58","7920.66"
"2015","Alleinerziehende","Westdeutschland","6837.24","4412","3499","6593.99","7080.49"
"2015","Paar mit Kind(ern)","Ostdeutschland","5843.16","4410","3585","5617.6","6068.72"
"2015","Paar mit Kind(ern)","Westdeutschland","5619.78","4410","19198","5530.34","5709.22"
"2015","Sonstige","Ostdeutschland","8484.43","2253","202","7113.78","9855.08"
