"year","quintil","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1999","4","Staedtischer Raum","1523.05","0","1747","1394.79","1651.31"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","1926.13","859","281","1576.05","2276.21"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","1125.95","0","1045","992.37","1259.53"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","4992.21","3042.5","3506","4806.15","5178.27"
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","4274.82","3057.5","5183","4138.03","4411.61"
"2000","2","Laendlicher Raum","3049.46","1509.5","3437","2920.81","3178.11"
"2000","2","Staedtischer Raum","2662.27","1518.5","5277","2564.73","2759.81"
"2000","3","Laendlicher Raum","2327.73","1503.5","2264","2205","2450.46"
"2000","3","Staedtischer Raum","2129.14","1503.5","4474","2036.77","2221.51"
"2000","4","Laendlicher Raum","1737.14","0","1325","1598.15","1876.13"
"2000","4","Staedtischer Raum","1627.83","0","3427","1530.82","1724.84"
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","1221.82","0","617","1036.85","1406.79"
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","1369.57","0","2297","1257.54","1481.6"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","5110.26","3308","2945","4907.27","5313.25"
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","4413.09","3302","4332","4258.64","4567.54"
"2001","2","Laendlicher Raum","3324.92","2234.5","2971","3183.53","3466.31"
"2001","2","Staedtischer Raum","2960.18","1649","4676","2856.33","3064.03"
"2001","3","Laendlicher Raum","2387.8","1626","2117","2238.5","2537.1"
"2001","3","Staedtischer Raum","2262.27","1503.5","4188","2164.28","2360.26"
"2001","4","Laendlicher Raum","2143.24","1272.5","1318","1960.75","2325.73"
"2001","4","Staedtischer Raum","1727.66","0","3318","1629.17","1826.15"
"2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","1403.39","0","625","1090.2","1716.58"
"2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","1387.54","0","2238","1278.97","1496.11"
"2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","5476","3690","2521","5264.21","5687.79"
"2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","4580.16","3228","3725","4404.44","4755.88"
"2002","2","Laendlicher Raum","3580.27","2480","2494","3423.87","3736.67"
"2002","2","Staedtischer Raum","3047.56","1844","4086","2934.42","3160.7"
"2002","3","Laendlicher Raum","2611.96","1590","2091","2449.23","2774.69"
"2002","3","Staedtischer Raum","2452.75","1610","3874","2344.52","2560.98"
"2002","4","Laendlicher Raum","2131.57","950","1848","1977.95","2285.19"
"2002","4","Staedtischer Raum","1559.42","0","4011","1470.34","1648.5"
"2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","2034.78","0","1169","1851.83","2217.73"
"2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","1551.91","0","4297","1465.34","1638.48"
"2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","5978.38","4555","2342","5736.96","6219.8"
"2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","5180.11","3695","3438","4987.73","5372.49"
"2003","2","Laendlicher Raum","3748.61","2534","2314","3576.61","3920.61"
"2003","2","Staedtischer Raum","3503.94","1842","3812","3365.24","3642.64"
"2003","3","Laendlicher Raum","2883","1842","2167","2730.92","3035.08"
"2003","3","Staedtischer Raum","2778.34","1847.5","3965","2666.71","2889.97"
"2003","4","Laendlicher Raum","2506.72","1368","1768","2339.22","2674.22"
"2003","4","Staedtischer Raum","1824.9","0","4070","1724.38","1925.42"
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","1646.74","0","1049","1460.76","1832.72"
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","1602.69","0","3867","1514.34","1691.04"
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","6091.06","4722","2240","5844.19","6337.93"
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","5330.11","3687.5","3325","5135.43","5524.79"
"2004","2","Laendlicher Raum","3716.17","2487","2208","3533.41","3898.93"
"2004","2","Staedtischer Raum","3541.19","1960","3715","3396.78","3685.6"
"2004","3","Laendlicher Raum","2900.01","1847.5","2111","2733.62","3066.4"
"2004","3","Staedtischer Raum","2998.81","1847.5","3776","2881.78","3115.84"
"2004","4","Laendlicher Raum","2534.49","1039","1722","2348.81","2720.17"
"2004","4","Staedtischer Raum","1984.44","0","3965","1871.06","2097.82"
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","1869.97","0","1085","1674.72","2065.22"
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","1650.67","0","3784","1549.04","1752.3"
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","6252.87","5436","2197","5997.03","6508.71"
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","5892.69","3854","3190","5673.13","6112.25"
"2005","2","Laendlicher Raum","4083.75","2671.5","2069","3872.64","4294.86"
"2005","2","Staedtischer Raum","3380.24","2136","3425","3242.01","3518.47"
"2005","3","Laendlicher Raum","3087.32","1847.5","1941","2909.24","3265.4"
"2005","3","Staedtischer Raum","2802.97","1847.5","3598","2688.47","2917.47"
"2005","4","Laendlicher Raum","2250.68","1420","1671","2081.13","2420.23"
"2005","4","Staedtischer Raum","2032.3","0","3784","1920.56","2144.04"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","1572.97","0","1076","1386.68","1759.26"
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","1626.86","0","3755","1525.6","1728.12"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","6511.58","4528","2428","6236.42","6786.74"
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","6303.58","4231","3290","6083.37","6523.79"
"2006","2","Laendlicher Raum","3601.53","1847.5","2285","3406.28","3796.78"
"2006","2","Staedtischer Raum","3718.05","2394.5","3644","3575.89","3860.21"
"2006","3","Laendlicher Raum","3180.43","1847.5","2183","2990.89","3369.97"
"2006","3","Staedtischer Raum","2684.43","1847.5","3731","2567","2801.86"
"2006","4","Laendlicher Raum","2284.26","623.5","1828","2102.59","2465.93"
"2006","4","Staedtischer Raum","2075.48","0","4230","1965.93","2185.03"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","1700.25","0","1129","1533.69","1866.81"
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","1879.16","0","3920","1767.38","1990.94"
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","6400.21","4372","2034","6102.3","6698.12"
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","6777.93","4450","2862","6514.08","7041.78"
"2007","2","Laendlicher Raum","3561.21","1861","2185","3372.73","3749.69"
"2007","2","Staedtischer Raum","3988.22","2133.5","3228","3799.24","4177.2"
"2007","3","Laendlicher Raum","3160.43","1847.5","2100","2987.38","3333.48"
"2007","3","Staedtischer Raum","2821.45","1842","3505","2701.87","2941.03"
"2007","4","Laendlicher Raum","2372.89","911.5","1744","2183.92","2561.86"
"2007","4","Staedtischer Raum","2123.24","0","3992","2003.95","2242.53"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","1783.18","0","1098","1569.7","1996.66"
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","1755.05","0","3867","1655.57","1854.53"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","6306.88","3834.5","1775","5962.33","6651.43"
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","5992.81","3690","2509","5729.37","6256.25"
"2008","2","Laendlicher Raum","3282.91","1842","1869","3094.86","3470.96"
"2008","2","Staedtischer Raum","3679.63","1842","2807","3496.84","3862.42"
"2008","3","Laendlicher Raum","2935.51","1842","1958","2776.68","3094.34"
"2008","3","Staedtischer Raum","3078.2","1847.5","3441","2947.26","3209.14"
"2008","4","Laendlicher Raum","2362.47","1240","1857","2206.37","2518.57"
"2008","4","Staedtischer Raum","1931.49","0","3691","1816.3","2046.68"
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","1694.69","0","1104","1500.23","1889.15"
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","1958.25","0","3866","1851.35","2065.15"
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","5339.61","3672","1543","4995.93","5683.29"
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","5660.8","3695","2235","5395.55","5926.05"
"2009","2","Laendlicher Raum","3195.69","1842","1739","2981.17","3410.21"
"2009","2","Staedtischer Raum","3779.85","2324","2569","3580.76","3978.94"
"2009","3","Laendlicher Raum","3439.57","1842","1935","3250.02","3629.12"
"2009","3","Staedtischer Raum","2641.64","1847.5","2939","2506.23","2777.05"
"2009","4","Laendlicher Raum","2101.35","0","1755","1942.28","2260.42"
"2009","4","Staedtischer Raum","2196.15","0","3598","2083.39","2308.91"
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","2101.21","0","1210","1899.95","2302.47"
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","2073.57","0","3698","1956.74","2190.4"
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","5794.01","3936.5","3255","5545.35","6042.67"
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","7250.27","5532","4878","7021.9","7478.64"
"2010","2","Laendlicher Raum","3732.19","2022","3310","3529.08","3935.3"
"2010","2","Staedtischer Raum","3784.18","2057","5049","3637.03","3931.33"
"2010","3","Laendlicher Raum","2815.39","1725","2727","2650.36","2980.42"
"2010","3","Staedtischer Raum","3215.94","1962","4494","3069.36","3362.52"
"2010","4","Laendlicher Raum","2409.52","1225","2374","2242.8","2576.24"
"2010","4","Staedtischer Raum","2177.89","207","4931","2054.11","2301.67"
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","2229.11","0","1476","2041.15","2417.07"
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","2138.53","0","4974","2011.43","2265.63"
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","6235.6","4371","3582","5998.47","6472.73"
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","7085.04","4429","4995","6841.19","7328.89"
"2011","2","Laendlicher Raum","3860.23","2184","3670","3642.44","4078.02"
"2011","2","Staedtischer Raum","4512.17","2238.5","5599","4337.73","4686.61"
"2011","3","Laendlicher Raum","2920.48","1775","3487","2760.44","3080.52"
"2011","3","Staedtischer Raum","2952.53","2135.5","5258","2820.66","3084.4"
"2011","4","Laendlicher Raum","2396.65","289","3123","2223.24","2570.06"
"2011","4","Staedtischer Raum","2456.57","718","6173","2335.21","2577.93"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","1902.28","0","1959","1697.39","2107.17"
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","2159.54","0","6155","2029.29","2289.79"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","6187.73","4398","2954","5934.05","6441.41"
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","7481.16","5670.5","4183","7217.38","7744.94"
"2012","2","Laendlicher Raum","4055.13","2202","3538","3841.44","4268.82"
"2012","2","Staedtischer Raum","4434.95","2761.5","5033","4252.41","4617.49"
"2012","3","Laendlicher Raum","2910.98","1200","3588","2766.89","3055.07"
"2012","3","Staedtischer Raum","3082.55","2206.5","5254","2947.89","3217.21"
"2012","4","Laendlicher Raum","2423.13","0","3194","2275.82","2570.44"
"2012","4","Staedtischer Raum","2511.97","688.5","6127","2405.55","2618.39"
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","1944.68","0","2180","1766.76","2122.6"
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","1943.52","0","6354","1844.56","2042.48"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","6195.88","4414","3119","5912.3","6479.46"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","7739","6114.5","5662","7523.69","7954.31"
"2013","2","Laendlicher Raum","4059.18","2184","3495","3850.31","4268.05"
"2013","2","Staedtischer Raum","4637.32","2226.5","6124","4460.17","4814.47"
"2013","3","Laendlicher Raum","2688.66","0","3557","2525.03","2852.29"
"2013","3","Staedtischer Raum","3015.13","2202","5789","2886.19","3144.07"
"2013","4","Laendlicher Raum","2424.64","0","3665","2291.47","2557.81"
"2013","4","Staedtischer Raum","2496.69","0","6893","2390.57","2602.81"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","1950.89","0","2315","1778.13","2123.65"
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","1972.13","0","7045","1881.09","2063.17"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","6528.68","4404","2419","6182.97","6874.39"
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","8239.24","6613.5","4122","7962.37","8516.11"
"2014","2","Laendlicher Raum","4159.39","2196","3012","3900.68","4418.1"
"2014","2","Staedtischer Raum","5385.28","4298.5","4833","5183.1","5587.46"
"2014","3","Laendlicher Raum","2990.33","1102","3147","2827.79","3152.87"
"2014","3","Staedtischer Raum","3163.16","2202","5095","3029.07","3297.25"
"2014","4","Laendlicher Raum","2164.64","0","3463","2025.15","2304.13"
"2014","4","Staedtischer Raum","2447.66","920","6174","2346.89","2548.43"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","1885.28","0","2323","1727.13","2043.43"
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","2050.69","0","6919","1955.24","2146.14"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","6743.56","4758","2365","6413.62","7073.5"
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","7943.31","5922","4202","7673.22","8213.4"
"2015","2","Laendlicher Raum","4514.4","2184","2718","4254.32","4774.48"
"2015","2","Staedtischer Raum","5569.75","2913","4499","5331.95","5807.55"
"2015","3","Laendlicher Raum","2909.28","606.5","3076","2725.86","3092.7"
"2015","3","Staedtischer Raum","3073.45","2202","4902","2939.69","3207.21"
"2015","4","Laendlicher Raum","2115.65","0","3433","1984.58","2246.72"
"2015","4","Staedtischer Raum","2460.75","0","6115","2359.55","2561.95"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","1840.44","0","2532","1693.13","1987.75"
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","1992.2","0","7208","1905.92","2078.48"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","6542.42","4665","1892","6151.45","6933.39"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","8859.51","7184","3105","8541.21","9177.81"
"2016","2","Laendlicher Raum","4955.88","2279.5","2319","4643.13","5268.63"
"2016","2","Staedtischer Raum","5775.18","4404","3864","5503.23","6047.13"
"2016","3","Laendlicher Raum","2927.81","1385","2636","2753.92","3101.7"
"2016","3","Staedtischer Raum","3436.61","2205","4171","3273.01","3600.21"
"2016","4","Laendlicher Raum","2182.31","0","3354","2038.81","2325.81"
"2016","4","Staedtischer Raum","2423.13","0","5910","2314.31","2531.95"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","2014.27","0","2581","1867.74","2160.8"
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","2113.51","0","6958","2024.22","2202.8"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","7191.96","4850.5","2966","6782.32","7601.6"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","9570.51","6982.5","6080","9273.52","9867.5"
"2017","2","Laendlicher Raum","4303.78","2274","2269","3966.4","4641.16"
"2017","2","Staedtischer Raum","6275.97","4547.5","3979","5962.86","6589.08"
"2017","3","Laendlicher Raum","2882.55","1147","2881","2681.22","3083.88"
"2017","3","Staedtischer Raum","3310.82","2226","4454","3126.8","3494.84"
"2017","4","Laendlicher Raum","2372.52","0","3770","2244.26","2500.78"
"2017","4","Staedtischer Raum","2698.9","1134","6407","2592.21","2805.59"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","1986.88","0","3305","1859.05","2114.71"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","2117.66","0","8536","2035.47","2199.85"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","6996.79","5014.5","3342","6530.53","7463.05"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","9249.02","6820","7500","8946.85","9551.19"
"2018","2","Laendlicher Raum","5226.08","2329.5","2091","4744.58","5707.58"
"2018","2","Staedtischer Raum","7323.3","4730.5","4072","6922.56","7724.04"
"2018","3","Laendlicher Raum","3444.29","2226","2719","3209.46","3679.12"
"2018","3","Staedtischer Raum","4108.85","2298","4314","3876.62","4341.08"
"2018","4","Laendlicher Raum","2338.3","0","3755","2194.68","2481.92"
"2018","4","Staedtischer Raum","2708.13","2202","6611","2609.06","2807.2"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","1863.25","0","3445","1722.83","2003.67"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","2191.31","0","8637","2099.23","2283.39"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","7723.46","5022.5","2729","7252.37","8194.55"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","9475.01","7055","6359","9172.05","9777.97"
"2019","2","Laendlicher Raum","5639.51","3234","1919","5123.15","6155.87"
"2019","2","Staedtischer Raum","7079.8","4605.5","3771","6640.84","7518.76"
"2019","3","Laendlicher Raum","3622.21","2274","2448","3352.3","3892.12"
"2019","3","Staedtischer Raum","4045.34","2322","3665","3811.34","4279.34"
"2019","4","Laendlicher Raum","2938.89","1165","3830","2797.96","3079.82"
"2019","4","Staedtischer Raum","2874.18","2202","6189","2763.08","2985.28"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","1955.96","0","4569","1819.85","2092.07"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","2406.87","0","11232","2330.97","2482.77"
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","8327.93","5768","2432","7825.9","8829.96"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","9502.99","6684","5215","9192","9813.98"
"2020","2","Laendlicher Raum","5565.75","2436","2016","5101.99","6029.51"
"2020","2","Staedtischer Raum","6640.99","3510","4420","6248.28","7033.7"
"2020","3","Laendlicher Raum","3835.11","2436","2357","3517.45","4152.77"
"2020","3","Staedtischer Raum","4860.9","2436","3888","4584.97","5136.83"
"2020","4","Laendlicher Raum","2689.35","1166.5","3818","2527.06","2851.64"
"2020","4","Staedtischer Raum","2983.47","2014","6638","2861.33","3105.61"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","2564.99","0","4573","2429.12","2700.86"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","2570.6","0","11193","2490.02","2651.18"
