"year","bula_h","hhtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1988","Bayern","(Ehe-)Paar ohne Kind(er)","365.03","0","366","202.89","527.17"
"1988","Bayern","1-Pers.- Haushalt","320.77","0","182","184.96","456.58"
"1988","Bayern","Alleinerziehende","908.71","153.5","121","679.23","1138.19"
"1988","Bayern","Paar mit Kind(ern)","1289.58","705.5","1352","1204.48","1374.68"
"1988","Bayern","Sonstige","1008.78","726","117","827.79","1189.77"
"1988","Berlin","(Ehe-)Paar ohne Kind(er)","831.66","0","82","355.61","1307.71"
"1988","Berlin","1-Pers.- Haushalt","92.43","0","69","-171.58","356.44"
"1988","Berlin","Alleinerziehende","1817.01","1558.5","43","1312.32","2321.7"
"1988","Berlin","Paar mit Kind(ern)","1515.41","790","214","1111.76","1919.06"
"1988","Berlin","Sonstige","1915.59","368","32","-272.45","4103.63"
"1988","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","",""
"1988","Brandenburg","1-Pers.- Haushalt","","","","",""
"1988","Brandenburg","Alleinerziehende","","","","",""
"1988","Brandenburg","Paar mit Kind(ern)","","","","",""
"1988","Brandenburg","Sonstige","","","","",""
"1988","Bremen","(Ehe-)Paar ohne Kind(er)","324.77","0","34","62.12","587.42"
"1988","Bremen","1-Pers.- Haushalt","","","","",""
"1988","Bremen","Alleinerziehende","","","","",""
"1988","Bremen","Paar mit Kind(ern)","2422.08","1035","56","1368.14","3476.02"
"1988","Bremen","Sonstige","","","","",""
"1988","Hamburg","(Ehe-)Paar ohne Kind(er)","366.02","0","72","-100.12","832.16"
"1988","Hamburg","1-Pers.- Haushalt","196.7","0","46","-63.97","457.37"
"1988","Hamburg","Alleinerziehende","","","","",""
"1988","Hamburg","Paar mit Kind(ern)","1067.28","537","109","821.07","1313.49"
"1988","Hamburg","Sonstige","","","","",""
"1988","Hessen","(Ehe-)Paar ohne Kind(er)","172.3","0","222","-2.95","347.55"
"1988","Hessen","1-Pers.- Haushalt","297.63","0","91","41.85","553.41"
"1988","Hessen","Alleinerziehende","1282.57","153.5","66","796.79","1768.35"
"1988","Hessen","Paar mit Kind(ern)","1154.8","705.5","830","1029.07","1280.53"
"1988","Hessen","Sonstige","2848.71","2515.5","123","2178.54","3518.88"
"1988","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","",""
"1988","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","",""
"1988","Mecklenburg-Vorpommern","Alleinerziehende","","","","",""
"1988","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","",""
"1988","Mecklenburg-Vorpommern","Sonstige","","","","",""
"1988","Niedersachsen","(Ehe-)Paar ohne Kind(er)","458.84","0","272","285.67","632.01"
"1988","Niedersachsen","1-Pers.- Haushalt","364.42","0","98","178.09","550.75"
"1988","Niedersachsen","Alleinerziehende","1907.56","261","79","1320.62","2494.5"
"1988","Niedersachsen","Paar mit Kind(ern)","1863.57","869","739","1621.93","2105.21"
"1988","Niedersachsen","Sonstige","1745.56","828","128","1260.54","2230.58"
"1988","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","359.73","0","614","251.16","468.3"
"1988","Nordrhein-Westfalen","1-Pers.- Haushalt","542.41","0","273","331.22","753.6"
"1988","Nordrhein-Westfalen","Alleinerziehende","2275.89","828","183","1842.66","2709.12"
"1988","Nordrhein-Westfalen","Paar mit Kind(ern)","1648.5","721","2276","1548.78","1748.22"
"1988","Nordrhein-Westfalen","Sonstige","1393.53","281.5","197","1121.05","1666.01"
"1988","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","271.13","0","188","84.18","458.08"
"1988","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","361.92","0","63","-0.01","723.85"
"1988","Rheinland-Pfalz,Saarland","Alleinerziehende","923.08","153.5","51","495.54","1350.62"
"1988","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","1388","733","517","1210.91","1565.09"
"1988","Rheinland-Pfalz,Saarland","Sonstige","1126.05","537","92","756.17","1495.93"
"1988","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","",""
"1988","Sachsen","1-Pers.- Haushalt","","","","",""
"1988","Sachsen","Alleinerziehende","","","","",""
"1988","Sachsen","Paar mit Kind(ern)","","","","",""
