year,quintil_oecd,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,5th Quintile,Good,0.40620,2402,5273,0.39294,0.41946
2008,5th Quintile,Satisfactory,0.28975,1648,5273,0.27750,0.30199
2008,5th Quintile,Poor,0.09092,559,5273,0.08316,0.09868
2008,5th Quintile,Bad,0.01998,99,5273,0.01620,0.02376
2009,1st Quintile,Very good,0.07566,230,2918,0.06607,0.08526
2009,1st Quintile,Good,0.26247,990,2918,0.24651,0.27844
2009,1st Quintile,Satisfactory,0.27754,975,2918,0.26129,0.29379
2009,1st Quintile,Poor,0.15095,521,2918,0.13796,0.16395
2009,1st Quintile,Bad,0.06314,202,2918,0.05432,0.07197
2009,2nd Quintile,Very good,0.06140,219,3223,0.05311,0.06969
2009,2nd Quintile,Good,0.25528,1112,3223,0.24022,0.27033
2009,2nd Quintile,Satisfactory,0.31704,1201,3223,0.30097,0.33311
2009,2nd Quintile,Poor,0.14342,531,3223,0.13132,0.15553
2009,2nd Quintile,Bad,0.04181,160,3223,0.03490,0.04872
2009,3rd Quintile,Very good,0.06370,250,3471,0.05557,0.07182
2009,3rd Quintile,Good,0.32644,1363,3471,0.31084,0.34205
2009,3rd Quintile,Satisfactory,0.30904,1237,3471,0.29367,0.32442
2009,3rd Quintile,Poor,0.12193,511,3471,0.11104,0.13282
2009,3rd Quintile,Bad,0.02712,110,3471,0.02172,0.03253
2009,4th Quintile,Very good,0.07153,326,3766,0.06330,0.07977
2009,4th Quintile,Good,0.34129,1544,3766,0.32615,0.35644
2009,4th Quintile,Satisfactory,0.30371,1308,3766,0.28902,0.31840
2009,4th Quintile,Poor,0.11343,471,3766,0.10330,0.12355
2009,4th Quintile,Bad,0.02815,117,3766,0.02286,0.03343
2009,5th Quintile,Very good,0.09498,533,4829,0.08671,0.10325
2009,5th Quintile,Good,0.39934,2136,4829,0.38552,0.41315
2009,5th Quintile,Satisfactory,0.29188,1540,4829,0.27905,0.30470
2009,5th Quintile,Poor,0.09599,518,4829,0.08768,0.10430
2009,5th Quintile,Bad,0.01751,102,4829,0.01381,0.02121
2010,1st Quintile,Very good,0.08435,229,2692,0.07385,0.09485
2010,1st Quintile,Good,0.26054,864,2692,0.24396,0.27712
2010,1st Quintile,Satisfactory,0.30100,880,2692,0.28367,0.31833
2010,1st Quintile,Poor,0.20304,527,2692,0.18784,0.21824
2010,1st Quintile,Bad,0.08168,192,2692,0.07134,0.09203
2010,2nd Quintile,Very good,0.06053,202,3035,0.05205,0.06902
2010,2nd Quintile,Good,0.27961,1064,3035,0.26364,0.29558
2010,2nd Quintile,Satisfactory,0.33484,1082,3035,0.31804,0.35163
2010,2nd Quintile,Poor,0.17728,540,3035,0.16370,0.19087
2010,2nd Quintile,Bad,0.05597,147,3035,0.04779,0.06415
2010,3rd Quintile,Very good,0.07099,246,3213,0.06210,0.07987
2010,3rd Quintile,Good,0.32788,1245,3213,0.31165,0.34412
2010,3rd Quintile,Satisfactory,0.31581,1121,3213,0.29974,0.33189
2010,3rd Quintile,Poor,0.14189,482,3213,0.12982,0.15396
2010,3rd Quintile,Bad,0.03265,119,3213,0.02650,0.03879
2010,4th Quintile,Very good,0.07565,291,3451,0.06683,0.08447
2010,4th Quintile,Good,0.36819,1442,3451,0.35210,0.38429
2010,4th Quintile,Satisfactory,0.31332,1203,3451,0.29785,0.32880
2010,4th Quintile,Poor,0.10807,406,3451,0.09771,0.11843
2010,4th Quintile,Bad,0.02914,109,3451,0.02353,0.03476
2010,5th Quintile,Very good,0.09769,463,4416,0.08893,0.10645
2010,5th Quintile,Good,0.39138,1955,4416,0.37698,0.40578
2010,5th Quintile,Satisfactory,0.31018,1415,4416,0.29653,0.32382
2010,5th Quintile,Poor,0.10027,494,4416,0.09141,0.10913
2010,5th Quintile,Bad,0.02273,89,4416,0.01833,0.02712
2011,1st Quintile,Very good,0.06284,468,4639,0.05585,0.06982
2011,1st Quintile,Good,0.24149,1673,4639,0.22917,0.25381
2011,1st Quintile,Satisfactory,0.28543,1442,4639,0.27244,0.29843
2011,1st Quintile,Poor,0.17843,818,4639,0.16741,0.18945
2011,1st Quintile,Bad,0.05650,238,4639,0.04985,0.06314
2011,2nd Quintile,Very good,0.06587,429,4527,0.05864,0.07309
2011,2nd Quintile,Good,0.29581,1793,4527,0.28251,0.30911
2011,2nd Quintile,Satisfactory,0.28206,1460,4527,0.26895,0.29517
2011,2nd Quintile,Poor,0.14938,657,4527,0.13899,0.15976
2011,2nd Quintile,Bad,0.04396,188,4527,0.03799,0.04994
2011,3rd Quintile,Very good,0.06611,397,4169,0.05856,0.07365
2011,3rd Quintile,Good,0.30558,1682,4169,0.29160,0.31957
2011,3rd Quintile,Satisfactory,0.30955,1398,4169,0.29551,0.32359
2011,3rd Quintile,Poor,0.13356,560,4169,0.12324,0.14389
2011,3rd Quintile,Bad,0.03485,132,4169,0.02928,0.04041
2011,4th Quintile,Very good,0.08363,450,4081,0.07514,0.09213
2011,4th Quintile,Good,0.34584,1785,4081,0.33124,0.36043
2011,4th Quintile,Satisfactory,0.29047,1284,4081,0.27654,0.30441
2011,4th Quintile,Poor,0.11233,454,4081,0.10264,0.12201
2011,4th Quintile,Bad,0.02704,108,4081,0.02206,0.03202
2011,5th Quintile,Very good,0.08265,524,4828,0.07488,0.09042
2011,5th Quintile,Good,0.39206,2186,4828,0.37829,0.40583
2011,5th Quintile,Satisfactory,0.28338,1460,4828,0.27067,0.29609
2011,5th Quintile,Poor,0.11072,546,4828,0.10186,0.11957
2011,5th Quintile,Bad,0.02437,112,4828,0.02002,0.02872
2012,1st Quintile,Very good,0.08552,644,5549,0.07817,0.09288
2012,1st Quintile,Good,0.23418,1938,5549,0.22303,0.24532
2012,1st Quintile,Satisfactory,0.26509,1707,5549,0.25348,0.27671
2012,1st Quintile,Poor,0.16876,931,5549,0.15890,0.17861
2012,1st Quintile,Bad,0.05909,329,5549,0.05289,0.06530
2012,2nd Quintile,Very good,0.06336,494,5049,0.05664,0.07008
2012,2nd Quintile,Good,0.29230,1985,5049,0.27975,0.30485
2012,2nd Quintile,Satisfactory,0.29378,1675,5049,0.28121,0.30635
2012,2nd Quintile,Poor,0.14245,694,5049,0.13281,0.15210
2012,2nd Quintile,Bad,0.04117,201,5049,0.03569,0.04665
2012,3rd Quintile,Very good,0.07272,468,4926,0.06547,0.07997
2012,3rd Quintile,Good,0.32565,2085,4926,0.31256,0.33874
2012,3rd Quintile,Satisfactory,0.29839,1584,4926,0.28561,0.31117
2012,3rd Quintile,Poor,0.11787,641,4926,0.10886,0.12687
2012,3rd Quintile,Bad,0.02922,148,4926,0.02452,0.03392
2012,4th Quintile,Very good,0.08203,512,4846,0.07430,0.08976
2012,4th Quintile,Good,0.36526,2190,4846,0.35170,0.37882
2012,4th Quintile,Satisfactory,0.29735,1550,4846,0.28448,0.31022
2012,4th Quintile,Poor,0.09339,488,4846,0.08520,0.10158
2012,4th Quintile,Bad,0.02103,106,4846,0.01699,0.02507
2012,5th Quintile,Very good,0.09864,575,5295,0.09060,0.10667
2012,5th Quintile,Good,0.39883,2479,5295,0.38564,0.41202
2012,5th Quintile,Satisfactory,0.29103,1621,5295,0.27879,0.30326
2012,5th Quintile,Poor,0.08981,536,5295,0.08211,0.09752
2012,5th Quintile,Bad,0.01726,84,5295,0.01376,0.02077
2013,1st Quintile,Very good,0.07096,517,5371,0.06409,0.07783
2013,1st Quintile,Good,0.23824,1831,5371,0.22685,0.24963
2013,1st Quintile,Satisfactory,0.27899,1715,5371,0.26700,0.29099
2013,1st Quintile,Poor,0.16768,970,5371,0.15769,0.17767
2013,1st Quintile,Bad,0.07422,338,5371,0.06721,0.08123
2013,2nd Quintile,Very good,0.06862,523,5342,0.06184,0.07540
2013,2nd Quintile,Good,0.29515,2057,5342,0.28292,0.30738
2013,2nd Quintile,Satisfactory,0.29011,1771,5342,0.27794,0.30228
2013,2nd Quintile,Poor,0.15130,788,5342,0.14169,0.16091
2013,2nd Quintile,Bad,0.04176,203,5342,0.03639,0.04712
2013,3rd Quintile,Very good,0.07079,522,5016,0.06369,0.07789
2013,3rd Quintile,Good,0.30825,1979,5016,0.29547,0.32103
2013,3rd Quintile,Satisfactory,0.30579,1645,5016,0.29304,0.31854
2013,3rd Quintile,Poor,0.12974,697,5016,0.12044,0.13904
2013,3rd Quintile,Bad,0.03572,173,5016,0.03058,0.04085
2013,4th Quintile,Very good,0.08652,518,4954,0.07869,0.09435
2013,4th Quintile,Good,0.34246,2120,4954,0.32925,0.35568
2013,4th Quintile,Satisfactory,0.30130,1595,4954,0.28852,0.31408
2013,4th Quintile,Poor,0.11598,599,4954,0.10706,0.12490
2013,4th Quintile,Bad,0.02628,122,4954,0.02182,0.03073
2013,5th Quintile,Very good,0.10020,657,5529,0.09229,0.10812
2013,5th Quintile,Good,0.39534,2487,5529,0.38245,0.40823
2013,5th Quintile,Satisfactory,0.28838,1694,5529,0.27644,0.30033
2013,5th Quintile,Poor,0.10220,590,5529,0.09422,0.11019
2013,5th Quintile,Bad,0.01832,101,5529,0.01478,0.02185
2014,1st Quintile,Very good,0.08969,719,5993,0.08245,0.09692
2014,1st Quintile,Good,0.23880,2044,5993,0.22801,0.24960
2014,1st Quintile,Satisfactory,0.25242,1823,5993,0.24142,0.26342
2014,1st Quintile,Poor,0.16672,1061,5993,0.15728,0.17615
2014,1st Quintile,Bad,0.05643,346,5993,0.05058,0.06227
2014,2nd Quintile,Very good,0.07731,582,5664,0.07036,0.08427
2014,2nd Quintile,Good,0.28490,2173,5664,0.27314,0.29665
2014,2nd Quintile,Satisfactory,0.28035,1847,5664,0.26865,0.29205
2014,2nd Quintile,Poor,0.14699,828,5664,0.13776,0.15621
2014,2nd Quintile,Bad,0.04122,234,5664,0.03604,0.04640
2014,3rd Quintile,Very good,0.07735,531,5274,0.07014,0.08456
2014,3rd Quintile,Good,0.31437,2118,5274,0.30184,0.32690
2014,3rd Quintile,Satisfactory,0.29421,1723,5274,0.28191,0.30651
2014,3rd Quintile,Poor,0.13508,743,5274,0.12585,0.14431
2014,3rd Quintile,Bad,0.03021,159,5274,0.02559,0.03483
2014,4th Quintile,Very good,0.08689,531,5232,0.07926,0.09452
2014,4th Quintile,Good,0.34871,2296,5232,0.33579,0.36162
2014,4th Quintile,Satisfactory,0.30006,1663,5232,0.28764,0.31248
2014,4th Quintile,Poor,0.11048,629,5232,0.10198,0.11897
2014,4th Quintile,Bad,0.02205,113,5232,0.01807,0.02603
2014,5th Quintile,Very good,0.10714,676,5457,0.09893,0.11534
2014,5th Quintile,Good,0.40491,2484,5457,0.39189,0.41794
2014,5th Quintile,Satisfactory,0.27336,1630,5457,0.26153,0.28518
2014,5th Quintile,Poor,0.10140,580,5457,0.09339,0.10941
2014,5th Quintile,Bad,0.01756,87,5457,0.01407,0.02105
2015,1st Quintile,Very good,0.07905,544,5218,0.07173,0.08637
2015,1st Quintile,Good,0.25712,1813,5218,0.24526,0.26898
2015,1st Quintile,Satisfactory,0.24681,1586,5218,0.23511,0.25851
2015,1st Quintile,Poor,0.16387,968,5218,0.15383,0.17392
2015,1st Quintile,Bad,0.06464,307,5218,0.05797,0.07132
2015,2nd Quintile,Very good,0.07166,506,5417,0.06479,0.07852
2015,2nd Quintile,Good,0.28719,2036,5417,0.27514,0.29924
2015,2nd Quintile,Satisfactory,0.28765,1823,5417,0.27560,0.29971
2015,2nd Quintile,Poor,0.14927,840,5417,0.13978,0.15876
2015,2nd Quintile,Bad,0.04458,212,5417,0.03908,0.05007
2015,3rd Quintile,Very good,0.07567,515,4991,0.06833,0.08301
2015,3rd Quintile,Good,0.31276,1990,4991,0.29989,0.32562
2015,3rd Quintile,Satisfactory,0.29338,1652,4991,0.28074,0.30601
2015,3rd Quintile,Poor,0.13578,688,4991,0.12627,0.14528
2015,3rd Quintile,Bad,0.03166,146,4991,0.02680,0.03652
2015,4th Quintile,Very good,0.07966,479,4848,0.07204,0.08728
2015,4th Quintile,Good,0.35850,2109,4848,0.34500,0.37200
2015,4th Quintile,Satisfactory,0.29445,1578,4848,0.28162,0.30729
2015,4th Quintile,Poor,0.11061,570,4848,0.10178,0.11944
2015,4th Quintile,Bad,0.02722,112,4848,0.02264,0.03180
2015,5th Quintile,Very good,0.11640,615,5158,0.10764,0.12515
2015,5th Quintile,Good,0.38481,2314,5158,0.37153,0.39809
2015,5th Quintile,Satisfactory,0.28949,1598,5158,0.27711,0.30187
2015,5th Quintile,Poor,0.09925,555,5158,0.09109,0.10741
2015,5th Quintile,Bad,0.01242,76,5158,0.00940,0.01544
2016,1st Quintile,Very good,0.08618,628,5196,0.07855,0.09381
2016,1st Quintile,Good,0.24683,1822,5196,0.23511,0.25856
2016,1st Quintile,Satisfactory,0.24166,1523,5196,0.23002,0.25330
2016,1st Quintile,Poor,0.17099,909,5196,0.16075,0.18123
2016,1st Quintile,Bad,0.05622,314,5196,0.04995,0.06248
2016,2nd Quintile,Very good,0.07506,538,5299,0.06797,0.08216
2016,2nd Quintile,Good,0.29921,2016,5299,0.28688,0.31154
2016,2nd Quintile,Satisfactory,0.27607,1690,5299,0.26403,0.28811
2016,2nd Quintile,Poor,0.14850,849,5299,0.13893,0.15808
2016,2nd Quintile,Bad,0.03950,206,5299,0.03425,0.04474
2016,3rd Quintile,Very good,0.06967,471,4739,0.06242,0.07692
2016,3rd Quintile,Good,0.31906,1866,4739,0.30579,0.33234
2016,3rd Quintile,Satisfactory,0.28755,1607,4739,0.27466,0.30043
2016,3rd Quintile,Poor,0.13170,636,4739,0.12207,0.14132
2016,3rd Quintile,Bad,0.03502,159,4739,0.02978,0.04025
2016,4th Quintile,Very good,0.08083,507,4666,0.07301,0.08866
2016,4th Quintile,Good,0.36766,2029,4666,0.35382,0.38149
2016,4th Quintile,Satisfactory,0.29254,1476,4666,0.27949,0.30560
2016,4th Quintile,Poor,0.11015,547,4666,0.10117,0.11914
2016,4th Quintile,Bad,0.02410,107,4666,0.01970,0.02850
2016,5th Quintile,Very good,0.09484,564,4880,0.08662,0.10306
2016,5th Quintile,Good,0.39954,2180,4880,0.38580,0.41328
2016,5th Quintile,Satisfactory,0.29013,1524,4880,0.27740,0.30287
2016,5th Quintile,Poor,0.09598,528,4880,0.08772,0.10425
2016,5th Quintile,Bad,0.01636,84,4880,0.01280,0.01992
2017,1st Quintile,Very good,0.08124,1132,6402,0.07454,0.08793
2017,1st Quintile,Good,0.24352,2231,6402,0.23301,0.25404
2017,1st Quintile,Satisfactory,0.24672,1686,6402,0.23616,0.25728
2017,1st Quintile,Poor,0.17536,1048,6402,0.16604,0.18467
2017,1st Quintile,Bad,0.04948,305,6402,0.04417,0.05479
2017,2nd Quintile,Very good,0.07272,535,5078,0.06558,0.07986
2017,2nd Quintile,Good,0.28367,1906,5078,0.27127,0.29607
2017,2nd Quintile,Satisfactory,0.29516,1685,5078,0.28261,0.30771
2017,2nd Quintile,Poor,0.15004,769,5078,0.14022,0.15986
2017,2nd Quintile,Bad,0.04002,183,5078,0.03463,0.04542
2017,3rd Quintile,Very good,0.06944,434,4513,0.06202,0.07685
2017,3rd Quintile,Good,0.31477,1798,4513,0.30122,0.32832
2017,3rd Quintile,Satisfactory,0.29235,1532,4513,0.27907,0.30562
2017,3rd Quintile,Poor,0.13899,613,4513,0.12890,0.14909
2017,3rd Quintile,Bad,0.02978,136,4513,0.02482,0.03474
2017,4th Quintile,Very good,0.08455,499,4390,0.07632,0.09278
2017,4th Quintile,Good,0.35372,1804,4390,0.33958,0.36787
2017,4th Quintile,Satisfactory,0.30931,1450,4390,0.29564,0.32299
2017,4th Quintile,Poor,0.10958,529,4390,0.10033,0.11882
2017,4th Quintile,Bad,0.02501,108,4390,0.02039,0.02963
2017,5th Quintile,Very good,0.09540,511,4587,0.08690,0.10390
2017,5th Quintile,Good,0.38540,2084,4587,0.37132,0.39949
2017,5th Quintile,Satisfactory,0.30119,1469,4587,0.28791,0.31447
2017,5th Quintile,Poor,0.09255,442,4587,0.08416,0.10094
2017,5th Quintile,Bad,0.01912,81,4587,0.01516,0.02309
2018,1st Quintile,Very good,0.10007,1604,7305,0.09319,0.10695
2018,1st Quintile,Good,0.23904,2433,7305,0.22926,0.24882
2018,1st Quintile,Satisfactory,0.25059,1894,7305,0.24065,0.26053
2018,1st Quintile,Poor,0.15655,1035,7305,0.14822,0.16488
2018,1st Quintile,Bad,0.05728,339,7305,0.05195,0.06261
2018,2nd Quintile,Very good,0.07490,651,5574,0.06799,0.08181
2018,2nd Quintile,Good,0.29483,2064,5574,0.28286,0.30681
2018,2nd Quintile,Satisfactory,0.28838,1833,5574,0.27648,0.30027
2018,2nd Quintile,Poor,0.13736,804,5574,0.12832,0.14640
2018,2nd Quintile,Bad,0.03665,222,5574,0.03172,0.04159
2018,3rd Quintile,Very good,0.07865,541,4901,0.07111,0.08618
2018,3rd Quintile,Good,0.32566,1962,4901,0.31254,0.33878
2018,3rd Quintile,Satisfactory,0.29989,1608,4901,0.28706,0.31272
2018,3rd Quintile,Poor,0.12095,658,4901,0.11182,0.13008
2018,3rd Quintile,Bad,0.02743,132,4901,0.02286,0.03200
2018,4th Quintile,Very good,0.08434,528,4694,0.07639,0.09229
2018,4th Quintile,Good,0.35485,2016,4694,0.34116,0.36854
2018,4th Quintile,Satisfactory,0.29844,1520,4694,0.28535,0.31153
2018,4th Quintile,Poor,0.11333,542,4694,0.10426,0.12240
2018,4th Quintile,Bad,0.02006,88,4694,0.01604,0.02407
2018,5th Quintile,Very good,0.10771,666,5150,0.09924,0.11618
2018,5th Quintile,Good,0.39984,2350,5150,0.38646,0.41322
2018,5th Quintile,Satisfactory,0.28154,1538,5150,0.26926,0.29383
2018,5th Quintile,Poor,0.09653,520,5150,0.08846,0.10459
2018,5th Quintile,Bad,0.01469,76,5150,0.01140,0.01797
2019,1st Quintile,Very good,0.09433,1497,7211,0.08759,0.10108
2019,1st Quintile,Good,0.25616,2537,7211,0.24608,0.26623
2019,1st Quintile,Satisfactory,0.23598,1803,7211,0.22618,0.24579
2019,1st Quintile,Poor,0.15459,1020,7211,0.14625,0.16294
2019,1st Quintile,Bad,0.05477,354,7211,0.04952,0.06002
2019,2nd Quintile,Very good,0.06432,516,5029,0.05754,0.07110
2019,2nd Quintile,Good,0.29532,1847,5029,0.28271,0.30793
2019,2nd Quintile,Satisfactory,0.29632,1733,5029,0.28369,0.30894
2019,2nd Quintile,Poor,0.13447,732,5029,0.12504,0.14390
2019,2nd Quintile,Bad,0.03699,201,5029,0.03178,0.04221
2019,3rd Quintile,Very good,0.07781,496,4594,0.07007,0.08556
2019,3rd Quintile,Good,0.32244,1821,4594,0.30893,0.33596
2019,3rd Quintile,Satisfactory,0.29025,1496,4594,0.27712,0.30337
2019,3rd Quintile,Poor,0.12967,665,4594,0.11996,0.13939
2019,3rd Quintile,Bad,0.02611,116,4594,0.02150,0.03072
2019,4th Quintile,Very good,0.07874,459,4333,0.07072,0.08676
2019,4th Quintile,Good,0.36962,1873,4333,0.35525,0.38400
2019,4th Quintile,Satisfactory,0.28431,1405,4333,0.27087,0.29774
2019,4th Quintile,Poor,0.11281,520,4333,0.10339,0.12223
2019,4th Quintile,Bad,0.01830,76,4333,0.01431,0.02229
2019,5th Quintile,Very good,0.11392,603,4834,0.10496,0.12287
2019,5th Quintile,Good,0.40530,2265,4834,0.39146,0.41914
2019,5th Quintile,Satisfactory,0.27035,1420,4834,0.25783,0.28287
2019,5th Quintile,Poor,0.09768,465,4834,0.08931,0.10605
2019,5th Quintile,Bad,0.01556,81,4834,0.01207,0.01905
2020,1st Quintile,Very good,0.09921,1390,6740,0.09208,0.10635
2020,1st Quintile,Good,0.25174,2371,6740,0.24138,0.26210
2020,1st Quintile,Satisfactory,0.25177,1707,6740,0.24141,0.26213
2020,1st Quintile,Poor,0.14954,959,6740,0.14102,0.15805
2020,1st Quintile,Bad,0.05179,313,6740,0.04649,0.05708
2020,2nd Quintile,Very good,0.07973,514,4813,0.07208,0.08739
2020,2nd Quintile,Good,0.28788,1791,4813,0.27509,0.30068
2020,2nd Quintile,Satisfactory,0.28087,1594,4813,0.26817,0.29356
2020,2nd Quintile,Poor,0.14392,743,4813,0.13400,0.15384
2020,2nd Quintile,Bad,0.03203,171,4813,0.02706,0.03701
2020,3rd Quintile,Very good,0.08093,493,4461,0.07292,0.08893
2020,3rd Quintile,Good,0.31555,1807,4461,0.30191,0.32919
2020,3rd Quintile,Satisfactory,0.29047,1433,4461,0.27715,0.30379
2020,3rd Quintile,Poor,0.12916,599,4461,0.11931,0.13900
2020,3rd Quintile,Bad,0.03059,129,4461,0.02554,0.03565
2020,4th Quintile,Very good,0.09016,535,4493,0.08179,0.09854
2020,4th Quintile,Good,0.36913,2023,4493,0.35502,0.38324
2020,4th Quintile,Satisfactory,0.28086,1361,4493,0.26772,0.29401
2020,4th Quintile,Poor,0.10236,484,4493,0.09350,0.11123
2020,4th Quintile,Bad,0.01755,90,4493,0.01371,0.02139
2020,5th Quintile,Very good,0.12351,914,6072,0.11523,0.13178
2020,5th Quintile,Good,0.39921,2892,6072,0.38689,0.41152
2020,5th Quintile,Satisfactory,0.26873,1662,6072,0.25757,0.27988
2020,5th Quintile,Poor,0.08480,528,6072,0.07780,0.09181
2020,5th Quintile,Bad,0.01640,76,6072,0.01321,0.01960
2021,1st Quintile,Very good,0.10317,981,4862,0.09461,0.11172
2021,1st Quintile,Good,0.24797,1668,4862,0.23583,0.26011
2021,1st Quintile,Satisfactory,0.23546,1202,4862,0.22353,0.24739
2021,1st Quintile,Poor,0.16124,741,4862,0.15090,0.17158
2021,1st Quintile,Bad,0.05789,270,4862,0.05132,0.06445
2021,2nd Quintile,Very good,0.08678,496,3692,0.07770,0.09586
2021,2nd Quintile,Good,0.28365,1405,3692,0.26910,0.29819
2021,2nd Quintile,Satisfactory,0.26495,1087,3692,0.25071,0.27919
2021,2nd Quintile,Poor,0.14493,546,3692,0.13357,0.15629
2021,2nd Quintile,Bad,0.04316,158,3692,0.03660,0.04972
2021,3rd Quintile,Very good,0.10016,409,3120,0.08962,0.11069
2021,3rd Quintile,Good,0.31857,1267,3120,0.30222,0.33492
2021,3rd Quintile,Satisfactory,0.26694,940,3120,0.25141,0.28246
2021,3rd Quintile,Poor,0.11927,412,3120,0.10789,0.13064
2021,3rd Quintile,Bad,0.02636,92,3120,0.02074,0.03198
2021,4th Quintile,Very good,0.10086,429,3306,0.09060,0.11113
2021,4th Quintile,Good,0.34495,1409,3306,0.32874,0.36115
2021,4th Quintile,Satisfactory,0.29009,1028,3306,0.27462,0.30556
2021,4th Quintile,Poor,0.11091,372,3306,0.10020,0.12162
2021,4th Quintile,Bad,0.02057,68,3306,0.01573,0.02541
2021,5th Quintile,Very good,0.13018,723,4359,0.12019,0.14017
2021,5th Quintile,Good,0.37494,1978,4359,0.36057,0.38931
2021,5th Quintile,Satisfactory,0.26542,1185,4359,0.25231,0.27853
2021,5th Quintile,Poor,0.09222,407,4359,0.08363,0.10081
2021,5th Quintile,Bad,0.01993,66,4359,0.01578,0.02408
