year,pgisced97,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Lower Secondary Level,Very good,0.06186,209,2381,0.05219,0.07154
1996,Lower Secondary Level,Good,0.29072,808,2381,0.27248,0.30897
1996,Lower Secondary Level,Satisfactory,0.37022,817,2381,0.35082,0.38962
1996,Lower Secondary Level,Poor,0.20436,412,2381,0.18816,0.22057
1996,Lower Secondary Level,Bad,0.07015,135,2381,0.05989,0.08041
1996,Upper Secondary Level,Very good,0.07754,613,6602,0.07109,0.08399
1996,Upper Secondary Level,Good,0.36697,2637,6602,0.35535,0.37860
1996,Upper Secondary Level,Satisfactory,0.37261,2318,6602,0.36095,0.38428
1996,Upper Secondary Level,Poor,0.14013,829,6602,0.13176,0.14851
1996,Upper Secondary Level,Bad,0.03827,205,6602,0.03364,0.04289
1996,Post-secondary Non-tertiary Level,Very good,0.11691,56,460,0.08751,0.14630
1996,Post-secondary Non-tertiary Level,Good,0.52492,243,460,0.47923,0.57061
1996,Post-secondary Non-tertiary Level,Satisfactory,0.24696,123,460,0.20750,0.28641
1996,Post-secondary Non-tertiary Level,Poor,0.08696,38,460,0.06118,0.11274
1996,First Stage of Tertiary Education,Very good,0.08601,78,736,0.06574,0.10628
1996,First Stage of Tertiary Education,Good,0.37020,314,736,0.33529,0.40511
1996,First Stage of Tertiary Education,Satisfactory,0.35312,259,736,0.31856,0.38767
1996,First Stage of Tertiary Education,Poor,0.14518,85,736,0.11971,0.17065
1996,Second Stage of Tertiary Education,Very good,0.09111,159,1762,0.07767,0.10455
1996,Second Stage of Tertiary Education,Good,0.47354,834,1762,0.45022,0.49686
1996,Second Stage of Tertiary Education,Satisfactory,0.30625,552,1762,0.28472,0.32778
1996,Second Stage of Tertiary Education,Poor,0.10372,183,1762,0.08948,0.11796
1996,Second Stage of Tertiary Education,Bad,0.02257,34,1762,0.01563,0.02950
1997,Pre-primary Level,Very good,0.35053,107,301,0.29653,0.40452
1997,Pre-primary Level,Good,0.46846,149,301,0.41199,0.52493
1997,Pre-primary Level,Satisfactory,0.14468,45,301,0.10487,0.18448
1997,Primary Level,Good,0.35324,159,439,0.30848,0.39800
1997,Primary Level,Satisfactory,0.30437,153,439,0.26127,0.34746
1997,Primary Level,Poor,0.21460,92,439,0.17615,0.25304
1997,Primary Level,Bad,0.06989,35,439,0.04601,0.09376
1997,Lower Secondary Level,Very good,0.06192,195,2321,0.05211,0.07173
1997,Lower Secondary Level,Good,0.28302,814,2321,0.26469,0.30135
1997,Lower Secondary Level,Satisfactory,0.37625,790,2321,0.35653,0.39596
1997,Lower Secondary Level,Poor,0.20967,405,2321,0.19311,0.22624
1997,Lower Secondary Level,Bad,0.06583,117,2321,0.05574,0.07592
1997,Upper Secondary Level,Very good,0.07776,546,6474,0.07123,0.08428
1997,Upper Secondary Level,Good,0.38099,2759,6474,0.36916,0.39282
1997,Upper Secondary Level,Satisfactory,0.36103,2161,6474,0.34933,0.37273
1997,Upper Secondary Level,Poor,0.13403,770,6474,0.12573,0.14233
1997,Upper Secondary Level,Bad,0.04486,238,6474,0.03982,0.04990
1997,Post-secondary Non-tertiary Level,Very good,0.12992,50,444,0.09861,0.16123
1997,Post-secondary Non-tertiary Level,Good,0.50365,233,444,0.45709,0.55021
1997,Post-secondary Non-tertiary Level,Satisfactory,0.28274,126,444,0.24080,0.32468
1997,Post-secondary Non-tertiary Level,Poor,0.07361,35,444,0.04929,0.09793
1997,First Stage of Tertiary Education,Very good,0.07013,60,734,0.05165,0.08862
1997,First Stage of Tertiary Education,Good,0.38106,318,734,0.34590,0.41622
1997,First Stage of Tertiary Education,Satisfactory,0.38298,268,734,0.34779,0.41818
1997,First Stage of Tertiary Education,Poor,0.12690,88,734,0.10280,0.15099
1997,Second Stage of Tertiary Education,Very good,0.08706,143,1737,0.07380,0.10032
1997,Second Stage of Tertiary Education,Good,0.47406,867,1737,0.45057,0.49755
1997,Second Stage of Tertiary Education,Satisfactory,0.31643,558,1737,0.29455,0.33831
1997,Second Stage of Tertiary Education,Poor,0.10370,169,1737,0.08936,0.11804
1998,Pre-primary Level,Very good,0.38747,117,316,0.33367,0.44127
1998,Pre-primary Level,Good,0.44609,164,316,0.39119,0.50098
1998,Pre-primary Level,Satisfactory,0.11068,35,316,0.07603,0.14532
1998,Primary Level,Good,0.33004,159,425,0.28529,0.37480
1998,Primary Level,Satisfactory,0.32499,141,425,0.28041,0.36958
1998,Primary Level,Poor,0.18595,90,425,0.14892,0.22299
1998,Primary Level,Bad,0.09494,35,425,0.06704,0.12284
1998,Lower Secondary Level,Very good,0.08550,268,2532,0.07460,0.09639
1998,Lower Secondary Level,Good,0.30891,907,2532,0.29091,0.32691
1998,Lower Secondary Level,Satisfactory,0.35762,833,2532,0.33895,0.37629
1998,Lower Secondary Level,Poor,0.17473,387,2532,0.15993,0.18952
1998,Lower Secondary Level,Bad,0.06995,137,2532,0.06002,0.07989
1998,Upper Secondary Level,Very good,0.08438,651,7009,0.07788,0.09089
1998,Upper Secondary Level,Good,0.39952,3012,7009,0.38806,0.41099
1998,Upper Secondary Level,Satisfactory,0.33689,2266,7009,0.32583,0.34796
1998,Upper Secondary Level,Poor,0.13747,846,7009,0.12941,0.14554
1998,Upper Secondary Level,Bad,0.03947,234,7009,0.03491,0.04402
1998,Post-secondary Non-tertiary Level,Very good,0.10548,55,497,0.07845,0.13251
1998,Post-secondary Non-tertiary Level,Good,0.55002,282,497,0.50624,0.59380
1998,Post-secondary Non-tertiary Level,Satisfactory,0.25177,119,497,0.21357,0.28997
1998,Post-secondary Non-tertiary Level,Poor,0.07561,41,497,0.05234,0.09887
1998,First Stage of Tertiary Education,Very good,0.10665,82,796,0.08519,0.12810
1998,First Stage of Tertiary Education,Good,0.38652,347,796,0.35267,0.42037
1998,First Stage of Tertiary Education,Satisfactory,0.34074,274,796,0.30780,0.37369
1998,First Stage of Tertiary Education,Poor,0.12169,93,796,0.09896,0.14441
1998,Second Stage of Tertiary Education,Very good,0.11418,195,1963,0.10011,0.12825
1998,Second Stage of Tertiary Education,Good,0.46519,956,1963,0.44312,0.48726
1998,Second Stage of Tertiary Education,Satisfactory,0.28484,580,1963,0.26487,0.30481
1998,Second Stage of Tertiary Education,Poor,0.10353,185,1963,0.09005,0.11701
1998,Second Stage of Tertiary Education,Bad,0.02712,47,1963,0.01993,0.03430
1999,Pre-primary Level,Very good,0.33278,95,302,0.27954,0.38601
1999,Pre-primary Level,Good,0.47557,161,302,0.41915,0.53198
1999,Pre-primary Level,Satisfactory,0.14522,46,302,0.10541,0.18502
1999,Primary Level,Good,0.32000,145,398,0.27412,0.36589
1999,Primary Level,Satisfactory,0.33408,138,398,0.28768,0.38048
1999,Primary Level,Poor,0.19588,79,398,0.15684,0.23492
1999,Primary Level,Bad,0.07884,36,398,0.05233,0.10535
1999,Lower Secondary Level,Very good,0.07971,239,2431,0.06894,0.09048
1999,Lower Secondary Level,Good,0.29355,848,2431,0.27545,0.31166
1999,Lower Secondary Level,Satisfactory,0.36232,812,2431,0.34320,0.38143
1999,Lower Secondary Level,Poor,0.18792,405,2431,0.17239,0.20345
1999,Lower Secondary Level,Bad,0.07212,127,2431,0.06184,0.08241
1999,Upper Secondary Level,Very good,0.07532,560,6918,0.06910,0.08154
1999,Upper Secondary Level,Good,0.39120,2909,6918,0.37970,0.40270
1999,Upper Secondary Level,Satisfactory,0.34797,2348,6918,0.33674,0.35920
1999,Upper Secondary Level,Poor,0.14251,870,6918,0.13427,0.15075
1999,Upper Secondary Level,Bad,0.03995,231,6918,0.03534,0.04457
1999,Post-secondary Non-tertiary Level,Very good,0.15791,70,493,0.12569,0.19014
1999,Post-secondary Non-tertiary Level,Good,0.47998,251,493,0.43583,0.52413
1999,Post-secondary Non-tertiary Level,Satisfactory,0.24746,131,493,0.20933,0.28559
1999,Post-secondary Non-tertiary Level,Poor,0.09396,41,493,0.06818,0.11975
1999,First Stage of Tertiary Education,Very good,0.08763,67,791,0.06791,0.10734
1999,First Stage of Tertiary Education,Good,0.39973,340,791,0.36557,0.43389
1999,First Stage of Tertiary Education,Satisfactory,0.33746,289,791,0.30448,0.37043
1999,First Stage of Tertiary Education,Poor,0.14054,95,791,0.11630,0.16478
1999,Second Stage of Tertiary Education,Very good,0.09715,188,1954,0.08402,0.11029
1999,Second Stage of Tertiary Education,Good,0.45661,904,1954,0.43452,0.47871
1999,Second Stage of Tertiary Education,Satisfactory,0.31276,626,1954,0.29220,0.33332
1999,Second Stage of Tertiary Education,Poor,0.09560,181,1954,0.08256,0.10864
1999,Second Stage of Tertiary Education,Bad,0.03336,55,1954,0.02540,0.04133
2000,Pre-primary Level,Very good,0.37882,187,475,0.33515,0.42249
2000,Pre-primary Level,Good,0.45281,219,475,0.40800,0.49762
2000,Pre-primary Level,Satisfactory,0.12938,69,475,0.09917,0.15960
2000,Primary Level,Good,0.31317,129,383,0.26666,0.35968
2000,Primary Level,Satisfactory,0.33010,134,383,0.28294,0.37726
2000,Primary Level,Poor,0.20875,89,383,0.16799,0.24950
2000,Primary Level,Bad,0.09107,31,383,0.06222,0.11992
2000,Lower Secondary Level,Very good,0.09054,348,3547,0.08109,0.09998
2000,Lower Secondary Level,Good,0.29101,1169,3547,0.27606,0.30596
2000,Lower Secondary Level,Satisfactory,0.35631,1192,3547,0.34055,0.37208
2000,Lower Secondary Level,Poor,0.18935,615,3547,0.17646,0.20225
2000,Lower Secondary Level,Bad,0.07008,223,3547,0.06168,0.07848
2000,Upper Secondary Level,Very good,0.09994,1283,12775,0.09474,0.10514
2000,Upper Secondary Level,Good,0.37842,5129,12775,0.37001,0.38683
2000,Upper Secondary Level,Satisfactory,0.35015,4336,12775,0.34188,0.35842
2000,Upper Secondary Level,Poor,0.13103,1589,12775,0.12517,0.13688
2000,Upper Secondary Level,Bad,0.03869,438,12775,0.03534,0.04203
2000,Post-secondary Non-tertiary Level,Very good,0.14374,160,1096,0.12296,0.16452
2000,Post-secondary Non-tertiary Level,Good,0.45209,530,1096,0.42261,0.48156
2000,Post-secondary Non-tertiary Level,Satisfactory,0.25907,283,1096,0.23312,0.28502
2000,Post-secondary Non-tertiary Level,Poor,0.12011,123,1096,0.10086,0.13937
2000,First Stage of Tertiary Education,Very good,0.09117,185,1883,0.07816,0.10417
2000,First Stage of Tertiary Education,Good,0.39845,785,1883,0.37633,0.42057
2000,First Stage of Tertiary Education,Satisfactory,0.35677,652,1883,0.33512,0.37841
2000,First Stage of Tertiary Education,Poor,0.12012,206,1883,0.10543,0.13481
2000,First Stage of Tertiary Education,Bad,0.03349,55,1883,0.02536,0.04162
2000,Second Stage of Tertiary Education,Very good,0.13470,489,3812,0.12386,0.14554
2000,Second Stage of Tertiary Education,Good,0.44686,1780,3812,0.43108,0.46265
2000,Second Stage of Tertiary Education,Satisfactory,0.30431,1131,3812,0.28970,0.31892
2000,Second Stage of Tertiary Education,Poor,0.09097,340,3812,0.08184,0.10010
2000,Second Stage of Tertiary Education,Bad,0.02145,72,3812,0.01685,0.02605
2001,Pre-primary Level,Very good,0.40523,217,517,0.36287,0.44759
2001,Pre-primary Level,Good,0.43620,235,517,0.39341,0.47899
2001,Pre-primary Level,Satisfactory,0.11536,65,517,0.08780,0.14293
2001,Primary Level,Good,0.26163,86,271,0.20920,0.31406
2001,Primary Level,Satisfactory,0.31046,101,271,0.25527,0.36564
2001,Primary Level,Poor,0.29193,84,271,0.23770,0.34616
2001,Lower Secondary Level,Very good,0.09829,338,3077,0.08777,0.10881
2001,Lower Secondary Level,Good,0.29296,1007,3077,0.27687,0.30904
2001,Lower Secondary Level,Satisfactory,0.36029,1055,3077,0.34332,0.37725
2001,Lower Secondary Level,Poor,0.18424,515,3077,0.17054,0.19794
2001,Lower Secondary Level,Bad,0.06077,162,3077,0.05233,0.06921
2001,Upper Secondary Level,Very good,0.09447,1114,11561,0.08914,0.09980
2001,Upper Secondary Level,Good,0.38221,4641,11561,0.37335,0.39107
2001,Upper Secondary Level,Satisfactory,0.34434,3896,11561,0.33568,0.35300
2001,Upper Secondary Level,Poor,0.13612,1478,11561,0.12987,0.14237
2001,Upper Secondary Level,Bad,0.04151,432,11561,0.03787,0.04514
2001,Post-secondary Non-tertiary Level,Very good,0.14164,144,1046,0.12049,0.16278
2001,Post-secondary Non-tertiary Level,Good,0.41611,478,1046,0.38622,0.44599
2001,Post-secondary Non-tertiary Level,Satisfactory,0.31284,322,1046,0.28473,0.34095
2001,Post-secondary Non-tertiary Level,Poor,0.10692,102,1046,0.08819,0.12566
2001,First Stage of Tertiary Education,Very good,0.08420,156,1674,0.07090,0.09751
2001,First Stage of Tertiary Education,Good,0.38203,680,1674,0.35875,0.40531
2001,First Stage of Tertiary Education,Satisfactory,0.36239,589,1674,0.33936,0.38543
2001,First Stage of Tertiary Education,Poor,0.13146,194,1674,0.11527,0.14765
2001,First Stage of Tertiary Education,Bad,0.03806,55,1674,0.02889,0.04723
2001,Second Stage of Tertiary Education,Very good,0.12861,401,3543,0.11759,0.13964
2001,Second Stage of Tertiary Education,Good,0.43656,1620,3543,0.42023,0.45289
2001,Second Stage of Tertiary Education,Satisfactory,0.30003,1093,3543,0.28493,0.31512
2001,Second Stage of Tertiary Education,Poor,0.10623,348,3543,0.09609,0.11638
2001,Second Stage of Tertiary Education,Bad,0.02568,81,3543,0.02048,0.03089
2002,Pre-primary Level,Very good,0.38537,226,595,0.34623,0.42451
2002,Pre-primary Level,Good,0.43919,288,595,0.39928,0.47910
2002,Pre-primary Level,Satisfactory,0.14778,81,595,0.11924,0.17632
2002,Primary Level,Good,0.24402,73,244,0.19002,0.29803
2002,Primary Level,Satisfactory,0.36616,96,244,0.30558,0.42673
2002,Primary Level,Poor,0.23784,75,244,0.18431,0.29138
2002,Lower Secondary Level,Very good,0.08179,266,2884,0.07179,0.09180
2002,Lower Secondary Level,Good,0.30289,964,2884,0.28611,0.31966
2002,Lower Secondary Level,Satisfactory,0.35921,967,2884,0.34170,0.37673
2002,Lower Secondary Level,Poor,0.18659,517,2884,0.17237,0.20081
2002,Lower Secondary Level,Bad,0.06634,170,2884,0.05725,0.07542
2002,Upper Secondary Level,Very good,0.08139,1024,11561,0.07641,0.08638
2002,Upper Secondary Level,Good,0.37463,4604,11561,0.36581,0.38346
2002,Upper Secondary Level,Satisfactory,0.35900,3997,11561,0.35026,0.36775
2002,Upper Secondary Level,Poor,0.13953,1516,11561,0.13321,0.14584
2002,Upper Secondary Level,Bad,0.04303,420,11561,0.03933,0.04673
2002,Post-secondary Non-tertiary Level,Very good,0.13903,153,1142,0.11895,0.15910
2002,Post-secondary Non-tertiary Level,Good,0.42157,541,1142,0.39292,0.45022
2002,Post-secondary Non-tertiary Level,Satisfactory,0.29239,338,1142,0.26599,0.31878
2002,Post-secondary Non-tertiary Level,Poor,0.12207,110,1142,0.10307,0.14106
2002,First Stage of Tertiary Education,Very good,0.06570,133,1743,0.05406,0.07733
2002,First Stage of Tertiary Education,Good,0.39565,740,1743,0.37269,0.41862
2002,First Stage of Tertiary Education,Satisfactory,0.35795,599,1743,0.33544,0.38047
2002,First Stage of Tertiary Education,Poor,0.14470,221,1743,0.12818,0.16122
2002,First Stage of Tertiary Education,Bad,0.03600,50,1743,0.02725,0.04475
2002,Second Stage of Tertiary Education,Very good,0.09574,483,4550,0.08719,0.10429
2002,Second Stage of Tertiary Education,Good,0.45117,2171,4550,0.43671,0.46563
2002,Second Stage of Tertiary Education,Satisfactory,0.32545,1407,4550,0.31184,0.33907
2002,Second Stage of Tertiary Education,Poor,0.10241,418,4550,0.09360,0.11122
2002,Second Stage of Tertiary Education,Bad,0.02267,71,4550,0.01834,0.02700
2003,Pre-primary Level,Very good,0.35647,214,594,0.31792,0.39502
2003,Pre-primary Level,Good,0.49173,293,594,0.45149,0.53196
2003,Pre-primary Level,Satisfactory,0.11196,87,594,0.08658,0.13734
2003,Primary Level,Good,0.20884,67,229,0.15607,0.26160
2003,Primary Level,Satisfactory,0.34801,95,229,0.28618,0.40984
2003,Primary Level,Poor,0.24652,67,229,0.19057,0.30246
2003,Lower Secondary Level,Very good,0.08486,247,2732,0.07441,0.09531
2003,Lower Secondary Level,Good,0.30964,924,2732,0.29230,0.32698
2003,Lower Secondary Level,Satisfactory,0.33522,898,2732,0.31752,0.35293
2003,Lower Secondary Level,Poor,0.20295,500,2732,0.18787,0.21804
2003,Lower Secondary Level,Bad,0.06663,163,2732,0.05728,0.07599
2003,Upper Secondary Level,Very good,0.07788,935,11085,0.07289,0.08287
2003,Upper Secondary Level,Good,0.38994,4542,11085,0.38086,0.39903
2003,Upper Secondary Level,Satisfactory,0.34398,3711,11085,0.33514,0.35283
2003,Upper Secondary Level,Poor,0.14120,1488,11085,0.13471,0.14768
2003,Upper Secondary Level,Bad,0.04463,409,11085,0.04079,0.04847
2003,Post-secondary Non-tertiary Level,Very good,0.11284,137,1137,0.09444,0.13124
2003,Post-secondary Non-tertiary Level,Good,0.46550,564,1137,0.43649,0.49451
2003,Post-secondary Non-tertiary Level,Satisfactory,0.29054,312,1137,0.26413,0.31694
2003,Post-secondary Non-tertiary Level,Poor,0.11784,124,1137,0.09909,0.13659
2003,First Stage of Tertiary Education,Very good,0.07197,132,1685,0.05963,0.08432
2003,First Stage of Tertiary Education,Good,0.39108,700,1685,0.36777,0.41439
2003,First Stage of Tertiary Education,Satisfactory,0.36737,611,1685,0.34434,0.39039
2003,First Stage of Tertiary Education,Poor,0.12505,183,1685,0.10925,0.14085
2003,First Stage of Tertiary Education,Bad,0.04359,59,1685,0.03384,0.05334
2003,Second Stage of Tertiary Education,Very good,0.10452,496,4346,0.09542,0.11361
2003,Second Stage of Tertiary Education,Good,0.45548,2077,4346,0.44068,0.47029
2003,Second Stage of Tertiary Education,Satisfactory,0.29828,1252,4346,0.28468,0.31189
2003,Second Stage of Tertiary Education,Poor,0.11177,438,4346,0.10241,0.12114
2003,Second Stage of Tertiary Education,Bad,0.02645,83,4346,0.02168,0.03122
2004,Pre-primary Level,Very good,0.34345,220,621,0.30607,0.38083
2004,Pre-primary Level,Good,0.47476,318,621,0.43545,0.51407
2004,Pre-primary Level,Satisfactory,0.14785,83,621,0.11991,0.17579
2004,Primary Level,Good,0.24018,65,209,0.18213,0.29824
2004,Primary Level,Satisfactory,0.33946,87,209,0.27510,0.40381
2004,Primary Level,Poor,0.23774,57,209,0.17988,0.29559
2004,Lower Secondary Level,Very good,0.09864,258,2571,0.08712,0.11017
2004,Lower Secondary Level,Good,0.29273,846,2571,0.27514,0.31032
2004,Lower Secondary Level,Satisfactory,0.32141,812,2571,0.30335,0.33947
2004,Lower Secondary Level,Poor,0.20778,485,2571,0.19210,0.22347
2004,Lower Secondary Level,Bad,0.07828,170,2571,0.06789,0.08866
2004,Upper Secondary Level,Very good,0.08439,941,10758,0.07913,0.08964
2004,Upper Secondary Level,Good,0.37151,4297,10758,0.36237,0.38064
2004,Upper Secondary Level,Satisfactory,0.33965,3601,10758,0.33070,0.34860
2004,Upper Secondary Level,Poor,0.15456,1487,10758,0.14773,0.16139
2004,Upper Secondary Level,Bad,0.04658,432,10758,0.04260,0.05057
2004,Post-secondary Non-tertiary Level,Very good,0.12404,143,1130,0.10481,0.14327
2004,Post-secondary Non-tertiary Level,Good,0.46336,562,1130,0.43427,0.49245
2004,Post-secondary Non-tertiary Level,Satisfactory,0.24870,302,1130,0.22348,0.27391
2004,Post-secondary Non-tertiary Level,Poor,0.13090,123,1130,0.11122,0.15057
2004,First Stage of Tertiary Education,Very good,0.06647,120,1637,0.05440,0.07854
2004,First Stage of Tertiary Education,Good,0.38869,683,1637,0.36507,0.41231
2004,First Stage of Tertiary Education,Satisfactory,0.35017,578,1637,0.32705,0.37328
2004,First Stage of Tertiary Education,Poor,0.14261,198,1637,0.12567,0.15956
2004,First Stage of Tertiary Education,Bad,0.04475,58,1637,0.03474,0.05477
2004,Second Stage of Tertiary Education,Very good,0.09905,427,4288,0.09010,0.10799
2004,Second Stage of Tertiary Education,Good,0.44272,2061,4288,0.42785,0.45759
2004,Second Stage of Tertiary Education,Satisfactory,0.30649,1270,4288,0.29269,0.32029
2004,Second Stage of Tertiary Education,Poor,0.12036,445,4288,0.11062,0.13010
2004,Second Stage of Tertiary Education,Bad,0.02957,85,4288,0.02450,0.03465
