year,age_gr,regtyp,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,30-45 y.,Rural regions,Good,0.48261,1224,2477,0.46292,0.50229
2001,30-45 y.,Rural regions,Satisfactory,0.29376,742,2477,0.27582,0.31170
2001,30-45 y.,Rural regions,Poor,0.08870,212,2477,0.07750,0.09990
2001,30-45 y.,Rural regions,Bad,0.01509,36,2477,0.01028,0.01989
2001,46-65 y.,Urban regions,Very good,0.06090,257,4615,0.05400,0.06780
2001,46-65 y.,Urban regions,Good,0.34522,1592,4615,0.33150,0.35894
2001,46-65 y.,Urban regions,Satisfactory,0.37532,1784,4615,0.36134,0.38929
2001,46-65 y.,Urban regions,Poor,0.16638,772,4615,0.15563,0.17713
2001,46-65 y.,Urban regions,Bad,0.04808,210,4615,0.04190,0.05425
2001,46-65 y.,Rural regions,Very good,0.05095,109,2465,0.04227,0.05964
2001,46-65 y.,Rural regions,Good,0.32022,797,2465,0.30180,0.33864
2001,46-65 y.,Rural regions,Satisfactory,0.40383,1010,2465,0.38445,0.42320
2001,46-65 y.,Rural regions,Poor,0.17729,428,2465,0.16221,0.19237
2001,46-65 y.,Rural regions,Bad,0.04601,121,2465,0.03773,0.05428
2001,66 and older,Urban regions,Very good,0.02380,48,2207,0.01744,0.03016
2001,66 and older,Urban regions,Good,0.17646,398,2207,0.16055,0.19237
2001,66 and older,Urban regions,Satisfactory,0.45179,1003,2207,0.43103,0.47256
2001,66 and older,Urban regions,Poor,0.24975,543,2207,0.23169,0.26781
2001,66 and older,Urban regions,Bad,0.09738,215,2207,0.08501,0.10976
2001,66 and older,Rural regions,Good,0.17000,222,1165,0.14842,0.19158
2001,66 and older,Rural regions,Satisfactory,0.48689,574,1165,0.45817,0.51560
2001,66 and older,Rural regions,Poor,0.24039,272,1165,0.21585,0.26494
2001,66 and older,Rural regions,Bad,0.08114,97,1165,0.06545,0.09682
2002,17-29 y.,Urban regions,Very good,0.24571,695,2638,0.22928,0.26214
2002,17-29 y.,Urban regions,Good,0.50952,1358,2638,0.49044,0.52860
2002,17-29 y.,Urban regions,Satisfactory,0.18785,467,2638,0.17294,0.20276
2002,17-29 y.,Urban regions,Poor,0.04509,118,2638,0.03717,0.05300
2002,17-29 y.,Rural regions,Very good,0.25296,342,1465,0.23070,0.27523
2002,17-29 y.,Rural regions,Good,0.51496,811,1465,0.48936,0.54057
2002,17-29 y.,Rural regions,Satisfactory,0.18944,260,1465,0.16937,0.20951
2002,17-29 y.,Rural regions,Poor,0.03326,52,1465,0.02408,0.04245
2002,30-45 y.,Urban regions,Very good,0.11391,600,4997,0.10510,0.12272
2002,30-45 y.,Urban regions,Good,0.49875,2599,4997,0.48489,0.51262
2002,30-45 y.,Urban regions,Satisfactory,0.29117,1342,4997,0.27857,0.30376
2002,30-45 y.,Urban regions,Poor,0.07873,386,4997,0.07126,0.08619
2002,30-45 y.,Urban regions,Bad,0.01516,70,4997,0.01177,0.01854
2002,30-45 y.,Rural regions,Very good,0.09815,232,2430,0.08632,0.10998
2002,30-45 y.,Rural regions,Good,0.48773,1204,2430,0.46785,0.50760
2002,30-45 y.,Rural regions,Satisfactory,0.31014,750,2430,0.29175,0.32854
2002,30-45 y.,Rural regions,Poor,0.08850,209,2430,0.07720,0.09979
2002,30-45 y.,Rural regions,Bad,0.01371,35,2430,0.00908,0.01833
2002,46-65 y.,Urban regions,Very good,0.04680,295,5240,0.04108,0.05252
2002,46-65 y.,Urban regions,Good,0.34031,1910,5240,0.32748,0.35314
2002,46-65 y.,Urban regions,Satisfactory,0.39022,2016,5240,0.37701,0.40343
2002,46-65 y.,Urban regions,Poor,0.17077,820,5240,0.16058,0.18096
2002,46-65 y.,Urban regions,Bad,0.05013,199,5240,0.04423,0.05604
2002,46-65 y.,Rural regions,Very good,0.04011,105,2605,0.03258,0.04765
2002,46-65 y.,Rural regions,Good,0.32953,907,2605,0.31147,0.34758
2002,46-65 y.,Rural regions,Satisfactory,0.41575,1059,2605,0.39682,0.43468
