year,age_gr,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,46-65 y.,Very good,0.04470,400,7845,0.04012,0.04927
2002,46-65 y.,Good,0.33692,2817,7845,0.32646,0.34738
2002,46-65 y.,Satisfactory,0.39826,3075,7845,0.38742,0.40909
2002,46-65 y.,Poor,0.16967,1244,7845,0.16137,0.17798
2002,46-65 y.,Bad,0.04902,309,7845,0.04424,0.05380
2002,66 and older,Very good,0.01992,77,3582,0.01534,0.02449
2002,66 and older,Good,0.17643,673,3582,0.16394,0.18891
2002,66 and older,Satisfactory,0.45520,1633,3582,0.43889,0.47151
2002,66 and older,Poor,0.25077,880,3582,0.23658,0.26497
2002,66 and older,Bad,0.09400,319,3582,0.08444,0.10356
2003,17-29 y.,Very good,0.22757,938,3972,0.21453,0.24061
2003,17-29 y.,Good,0.52552,2134,3972,0.50999,0.54105
2003,17-29 y.,Satisfactory,0.18467,705,3972,0.17260,0.19674
2003,17-29 y.,Poor,0.05174,195,3972,0.04485,0.05863
2003,30-45 y.,Very good,0.10935,792,6926,0.10200,0.11670
2003,30-45 y.,Good,0.51393,3607,6926,0.50216,0.52570
2003,30-45 y.,Satisfactory,0.28171,1892,6926,0.27111,0.29230
2003,30-45 y.,Poor,0.07687,526,6926,0.07060,0.08315
2003,30-45 y.,Bad,0.01615,109,6926,0.01318,0.01912
2003,46-65 y.,Very good,0.05218,430,7562,0.04717,0.05719
2003,46-65 y.,Good,0.34300,2766,7562,0.33230,0.35371
2003,46-65 y.,Satisfactory,0.37992,2851,7562,0.36898,0.39086
2003,46-65 y.,Poor,0.17373,1220,7562,0.16519,0.18227
2003,46-65 y.,Bad,0.04929,295,7562,0.04441,0.05417
2003,66 and older,Very good,0.02281,83,3643,0.01796,0.02766
2003,66 and older,Good,0.19817,764,3643,0.18522,0.21111
2003,66 and older,Satisfactory,0.42851,1571,3643,0.41244,0.44458
2003,66 and older,Poor,0.24839,890,3643,0.23435,0.26242
2003,66 and older,Bad,0.09912,335,3643,0.08941,0.10882
2004,17-29 y.,Very good,0.24764,979,3925,0.23414,0.26115
2004,17-29 y.,Good,0.51125,2117,3925,0.49561,0.52689
2004,17-29 y.,Satisfactory,0.18098,661,3925,0.16893,0.19303
2004,17-29 y.,Poor,0.04723,168,3925,0.04060,0.05387
2004,30-45 y.,Very good,0.12062,752,6523,0.11271,0.12852
2004,30-45 y.,Good,0.48709,3365,6523,0.47496,0.49922
2004,30-45 y.,Satisfactory,0.27343,1747,6523,0.26262,0.28425
2004,30-45 y.,Poor,0.09992,566,6523,0.09264,0.10720
2004,30-45 y.,Bad,0.01734,93,6523,0.01417,0.02051
2004,46-65 y.,Very good,0.05028,385,7354,0.04528,0.05527
2004,46-65 y.,Good,0.34677,2725,7354,0.33589,0.35765
2004,46-65 y.,Satisfactory,0.37558,2784,7354,0.36452,0.38665
2004,46-65 y.,Poor,0.17667,1160,7354,0.16796,0.18539
2004,46-65 y.,Bad,0.04827,300,7354,0.04337,0.05317
2004,66 and older,Very good,0.02086,81,3742,0.01628,0.02544
2004,66 and older,Good,0.18517,745,3742,0.17273,0.19762
2004,66 and older,Satisfactory,0.41280,1593,3742,0.39702,0.42858
2004,66 and older,Poor,0.26252,938,3742,0.24842,0.27662
2004,66 and older,Bad,0.11189,385,3742,0.10179,0.12200
2005,17-29 y.,Very good,0.22607,926,3793,0.21276,0.23938
2005,17-29 y.,Good,0.50766,1978,3793,0.49174,0.52357
2005,17-29 y.,Satisfactory,0.20284,719,3793,0.19004,0.21564
2005,17-29 y.,Poor,0.05119,170,3793,0.04417,0.05820
2005,30-45 y.,Very good,0.10318,633,6066,0.09553,0.11084
2005,30-45 y.,Good,0.48590,3096,6066,0.47332,0.49848
2005,30-45 y.,Satisfactory,0.28727,1694,6066,0.27588,0.29865
2005,30-45 y.,Poor,0.09830,543,6066,0.09080,0.10579
2005,30-45 y.,Bad,0.02018,100,6066,0.01664,0.02371
2005,46-65 y.,Very good,0.04277,321,6990,0.03803,0.04751
2005,46-65 y.,Good,0.33022,2497,6990,0.31919,0.34125
2005,46-65 y.,Satisfactory,0.39270,2739,6990,0.38125,0.40415
2005,46-65 y.,Poor,0.18062,1147,6990,0.17160,0.18964
2005,46-65 y.,Bad,0.04613,286,6990,0.04121,0.05105
2005,66 and older,Very good,0.01783,65,3754,0.01360,0.02207
2005,66 and older,Good,0.17919,734,3754,0.16692,0.19146
2005,66 and older,Satisfactory,0.41991,1612,3754,0.40412,0.43570
2005,66 and older,Poor,0.26885,974,3754,0.25467,0.28304
2005,66 and older,Bad,0.10797,369,3754,0.09804,0.11789
2006,17-29 y.,Very good,0.23325,951,3953,0.22007,0.24644
2006,17-29 y.,Good,0.51659,2114,3953,0.50101,0.53217
2006,17-29 y.,Satisfactory,0.19084,717,3953,0.17859,0.20309
2006,17-29 y.,Poor,0.05045,171,3953,0.04362,0.05727
2006,30-45 y.,Very good,0.10753,657,6273,0.09987,0.11520
2006,30-45 y.,Good,0.47250,3188,6273,0.46014,0.48486
2006,30-45 y.,Satisfactory,0.31145,1831,6273,0.29999,0.32291
2006,30-45 y.,Poor,0.08516,504,6273,0.07825,0.09207
2006,30-45 y.,Bad,0.02109,93,6273,0.01754,0.02465
2006,46-65 y.,Very good,0.05204,401,7568,0.04704,0.05705
2006,46-65 y.,Good,0.34119,2744,7568,0.33051,0.35187
2006,46-65 y.,Satisfactory,0.38513,2915,7568,0.37416,0.39609
2006,46-65 y.,Poor,0.16878,1177,7568,0.16034,0.17721
2006,46-65 y.,Bad,0.05151,331,7568,0.04653,0.05649
2006,66 and older,Very good,0.02236,105,4420,0.01800,0.02672
2006,66 and older,Good,0.19744,926,4420,0.18570,0.20917
2006,66 and older,Satisfactory,0.40981,1841,4420,0.39531,0.42431
2006,66 and older,Poor,0.25442,1099,4420,0.24158,0.26726
2006,66 and older,Bad,0.11171,449,4420,0.10242,0.12100
2007,17-29 y.,Very good,0.23377,894,3702,0.22013,0.24740
2007,17-29 y.,Good,0.51629,1947,3702,0.50019,0.53239
2007,17-29 y.,Satisfactory,0.19782,704,3702,0.18498,0.21065
2007,17-29 y.,Poor,0.04061,157,3702,0.03425,0.04697
2007,30-45 y.,Very good,0.10386,582,5699,0.09594,0.11178
2007,30-45 y.,Good,0.49415,2960,5699,0.48117,0.50713
2007,30-45 y.,Satisfactory,0.29127,1596,5699,0.27947,0.30307
2007,30-45 y.,Poor,0.09148,479,5699,0.08399,0.09896
2007,30-45 y.,Bad,0.01655,82,5699,0.01323,0.01986
2007,46-65 y.,Very good,0.03691,311,7046,0.03250,0.04131
2007,46-65 y.,Good,0.33629,2601,7046,0.32526,0.34732
2007,46-65 y.,Satisfactory,0.39572,2734,7046,0.38430,0.40714
2007,46-65 y.,Poor,0.17887,1099,7046,0.16992,0.18782
2007,46-65 y.,Bad,0.04931,301,7046,0.04426,0.05437
2007,66 and older,Very good,0.02004,86,4328,0.01587,0.02422
2007,66 and older,Good,0.19465,923,4328,0.18286,0.20645
2007,66 and older,Satisfactory,0.42690,1835,4328,0.41216,0.44164
2007,66 and older,Poor,0.26183,1112,4328,0.24873,0.27493
2007,66 and older,Bad,0.09269,372,4328,0.08405,0.10133
2008,17-29 y.,Very good,0.24724,843,3386,0.23270,0.26177
2008,17-29 y.,Good,0.51774,1754,3386,0.50091,0.53458
2008,17-29 y.,Satisfactory,0.17142,584,3386,0.15872,0.18411
2008,17-29 y.,Poor,0.05591,205,3386,0.04817,0.06365
2008,30-45 y.,Very good,0.10551,538,5168,0.09713,0.11388
2008,30-45 y.,Good,0.49265,2633,5168,0.47902,0.50628
2008,30-45 y.,Satisfactory,0.28788,1458,5168,0.27553,0.30022
2008,30-45 y.,Poor,0.09711,460,5168,0.08904,0.10518
2008,30-45 y.,Bad,0.01626,79,5168,0.01281,0.01970
2008,46-65 y.,Very good,0.04510,336,6684,0.04012,0.05007
2008,46-65 y.,Good,0.34304,2502,6684,0.33166,0.35443
2008,46-65 y.,Satisfactory,0.38471,2493,6684,0.37305,0.39638
2008,46-65 y.,Poor,0.17598,1077,6684,0.16685,0.18511
2008,46-65 y.,Bad,0.04901,276,6684,0.04383,0.05418
2008,66 and older,Very good,0.01954,78,4286,0.01540,0.02369
2008,66 and older,Good,0.19768,946,4286,0.18576,0.20961
2008,66 and older,Satisfactory,0.44432,1870,4286,0.42944,0.45919
2008,66 and older,Poor,0.24512,1036,4286,0.23224,0.25800
2008,66 and older,Bad,0.08953,356,4286,0.08098,0.09808
2009,17-29 y.,Very good,0.22127,725,3066,0.20658,0.23597
2009,17-29 y.,Good,0.52619,1631,3066,0.50851,0.54387
2009,17-29 y.,Satisfactory,0.18780,553,3066,0.17397,0.20163
2009,17-29 y.,Poor,0.05230,157,3066,0.04442,0.06019
2009,30-45 y.,Very good,0.10370,446,4669,0.09495,0.11244
2009,30-45 y.,Good,0.48022,2395,4669,0.46589,0.49456
2009,30-45 y.,Satisfactory,0.31243,1389,4669,0.29914,0.32573
2009,30-45 y.,Poor,0.08950,381,4669,0.08131,0.09769
2009,30-45 y.,Bad,0.01271,58,4669,0.00950,0.01592
2009,46-65 y.,Very good,0.04583,300,6310,0.04067,0.05099
2009,46-65 y.,Good,0.32281,2253,6310,0.31127,0.33434
2009,46-65 y.,Satisfactory,0.40505,2476,6310,0.39294,0.41716
2009,46-65 y.,Poor,0.17539,1026,6310,0.16600,0.18477
2009,46-65 y.,Bad,0.04820,255,6310,0.04292,0.05349
2009,66 and older,Very good,0.01820,89,4148,0.01413,0.02227
2009,66 and older,Good,0.19407,867,4148,0.18203,0.20610
2009,66 and older,Satisfactory,0.44669,1844,4148,0.43156,0.46182
2009,66 and older,Poor,0.24460,989,4148,0.23151,0.25768
2009,66 and older,Bad,0.09045,359,4148,0.08172,0.09918
2010,17-29 y.,Very good,0.24670,1095,4277,0.23378,0.25962
2010,17-29 y.,Good,0.49755,2055,4277,0.48256,0.51253
2010,17-29 y.,Satisfactory,0.19817,830,4277,0.18623,0.21012
2010,17-29 y.,Poor,0.05022,257,4277,0.04367,0.05676
2010,17-29 y.,Bad,0.00647,40,4277,0.00407,0.00888
2010,30-45 y.,Very good,0.12813,1382,9067,0.12125,0.13501
2010,30-45 y.,Good,0.46471,4388,9067,0.45444,0.47497
2010,30-45 y.,Satisfactory,0.28966,2331,9067,0.28032,0.29900
2010,30-45 y.,Poor,0.09700,812,9067,0.09091,0.10309
2010,30-45 y.,Bad,0.01863,154,9067,0.01585,0.02141
2010,46-65 y.,Very good,0.04652,404,6943,0.04157,0.05148
2010,46-65 y.,Good,0.35115,2609,6943,0.33992,0.36237
2010,46-65 y.,Satisfactory,0.37012,2528,6943,0.35876,0.38147
2010,46-65 y.,Poor,0.17446,1099,6943,0.16554,0.18339
2010,46-65 y.,Bad,0.05475,303,6943,0.04940,0.06010
2010,66 and older,Very good,0.02388,94,4019,0.01916,0.02860
2010,66 and older,Good,0.19785,876,4019,0.18553,0.21017
2010,66 and older,Satisfactory,0.43542,1761,4019,0.42008,0.45075
2010,66 and older,Poor,0.25110,956,4019,0.23770,0.26451
2010,66 and older,Bad,0.08775,332,4019,0.07900,0.09650
2011,17-29 y.,Very good,0.26324,1234,4694,0.25064,0.27584
2011,17-29 y.,Good,0.48101,2274,4694,0.46672,0.49531
2011,17-29 y.,Satisfactory,0.19418,876,4694,0.18286,0.20550
2011,17-29 y.,Poor,0.05245,268,4694,0.04607,0.05883
2011,17-29 y.,Bad,0.00665,42,4694,0.00432,0.00898
2011,30-45 y.,Very good,0.13678,1354,9923,0.13002,0.14354
2011,30-45 y.,Good,0.48280,4859,9923,0.47297,0.49263
2011,30-45 y.,Satisfactory,0.26706,2556,9923,0.25835,0.27576
2011,30-45 y.,Poor,0.09154,958,9923,0.08586,0.09721
2011,30-45 y.,Bad,0.02119,196,9923,0.01835,0.02402
2011,46-65 y.,Very good,0.05249,570,9119,0.04791,0.05707
2011,46-65 y.,Good,0.34872,3379,9119,0.33893,0.35850
2011,46-65 y.,Satisfactory,0.37422,3320,9119,0.36428,0.38415
2011,46-65 y.,Poor,0.17647,1446,9119,0.16864,0.18429
2011,46-65 y.,Bad,0.04680,404,9119,0.04246,0.05113
2011,66 and older,Very good,0.02425,150,5132,0.02004,0.02846
2011,66 and older,Good,0.23095,1279,5132,0.21942,0.24248
2011,66 and older,Satisfactory,0.40777,2125,5132,0.39432,0.42121
2011,66 and older,Poor,0.24736,1179,5132,0.23555,0.25917
2011,66 and older,Bad,0.08611,399,5132,0.07843,0.09379
2012,17-29 y.,Very good,0.25992,1200,4507,0.24711,0.27273
2012,17-29 y.,Good,0.47541,2151,4507,0.46083,0.49000
2012,17-29 y.,Satisfactory,0.19232,831,4507,0.18081,0.20383
2012,17-29 y.,Poor,0.06083,277,4507,0.05386,0.06781
2012,17-29 y.,Bad,0.00939,48,4507,0.00657,0.01221
2012,30-45 y.,Very good,0.12933,1137,9069,0.12242,0.13624
2012,30-45 y.,Good,0.49145,4539,9069,0.48116,0.50174
2012,30-45 y.,Satisfactory,0.27304,2398,9069,0.26387,0.28221
2012,30-45 y.,Poor,0.08573,814,9069,0.07997,0.09149
2012,30-45 y.,Bad,0.01932,181,9069,0.01649,0.02216
2012,46-65 y.,Very good,0.05308,562,9367,0.04854,0.05763
2012,46-65 y.,Good,0.36057,3623,9367,0.35085,0.37030
2012,46-65 y.,Satisfactory,0.38351,3414,9367,0.37366,0.39335
2012,46-65 y.,Poor,0.15764,1384,9367,0.15026,0.16502
2012,46-65 y.,Bad,0.04367,384,9367,0.03953,0.04780
2012,66 and older,Very good,0.03079,160,5197,0.02609,0.03549
2012,66 and older,Good,0.23435,1338,5197,0.22283,0.24587
2012,66 and older,Satisfactory,0.42255,2203,5197,0.40912,0.43598
2012,66 and older,Poor,0.23786,1153,5197,0.22628,0.24944
2012,66 and older,Bad,0.07281,343,5197,0.06575,0.07988
2013,17-29 y.,Very good,0.27881,1670,5575,0.26703,0.29058
2013,17-29 y.,Good,0.46990,2546,5575,0.45679,0.48300
2013,17-29 y.,Satisfactory,0.18714,987,5575,0.17690,0.19738
2013,17-29 y.,Poor,0.05290,317,5575,0.04702,0.05877
2013,17-29 y.,Bad,0.00953,55,5575,0.00698,0.01208
2013,30-45 y.,Very good,0.14276,1509,10356,0.13602,0.14950
2013,30-45 y.,Good,0.47756,4942,10356,0.46794,0.48718
2013,30-45 y.,Satisfactory,0.25964,2660,10356,0.25119,0.26808
2013,30-45 y.,Poor,0.09493,1033,10356,0.08929,0.10058
2013,30-45 y.,Bad,0.02322,212,10356,0.02032,0.02612
2013,46-65 y.,Very good,0.05597,658,10183,0.05150,0.06043
2013,46-65 y.,Good,0.33941,3705,10183,0.33022,0.34861
2013,46-65 y.,Satisfactory,0.38078,3668,10183,0.37135,0.39021
2013,46-65 y.,Poor,0.17468,1681,10183,0.16730,0.18206
2013,46-65 y.,Bad,0.04845,471,10183,0.04428,0.05262
2013,66 and older,Very good,0.02863,150,5041,0.02403,0.03324
2013,66 and older,Good,0.24078,1293,5041,0.22898,0.25258
2013,66 and older,Satisfactory,0.42016,2135,5041,0.40653,0.43378
2013,66 and older,Poor,0.22983,1110,5041,0.21822,0.24145
2013,66 and older,Bad,0.07901,353,5041,0.07157,0.08646
2014,17-29 y.,Very good,0.26623,1304,4859,0.25380,0.27865
