year,age_gr,sampreg,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,17-29 y.,East,Good,0.53631,681,1190,0.50796,0.56465
2000,17-29 y.,East,Satisfactory,0.18321,213,1190,0.16122,0.20520
2000,17-29 y.,East,Poor,0.05714,61,1190,0.04394,0.07033
2000,30-45 y.,West,Very good,0.13840,853,6336,0.12990,0.14690
2000,30-45 y.,West,Good,0.49611,3240,6336,0.48379,0.50842
2000,30-45 y.,West,Satisfactory,0.27504,1691,6336,0.26405,0.28604
2000,30-45 y.,West,Poor,0.07523,467,6336,0.06873,0.08172
2000,30-45 y.,West,Bad,0.01390,85,6336,0.01101,0.01678
2000,30-45 y.,East,Very good,0.10715,176,1798,0.09285,0.12145
2000,30-45 y.,East,Good,0.50329,922,1798,0.48018,0.52641
2000,30-45 y.,East,Satisfactory,0.29427,553,1798,0.27320,0.31534
2000,30-45 y.,East,Poor,0.07834,147,1798,0.06591,0.09076
2000,46-65 y.,West,Very good,0.06159,351,5806,0.05541,0.06778
2000,46-65 y.,West,Good,0.33804,1947,5806,0.32587,0.35020
2000,46-65 y.,West,Satisfactory,0.39370,2285,5806,0.38113,0.40627
2000,46-65 y.,West,Poor,0.15985,960,5806,0.15042,0.16927
2000,46-65 y.,West,Bad,0.04534,263,5806,0.03999,0.05069
2000,46-65 y.,East,Very good,0.03418,58,1948,0.02611,0.04225
2000,46-65 y.,East,Good,0.31824,617,1948,0.29755,0.33893
2000,46-65 y.,East,Satisfactory,0.42639,835,1948,0.40442,0.44836
2000,46-65 y.,East,Poor,0.17240,342,1948,0.15562,0.18918
2000,46-65 y.,East,Bad,0.04710,96,1948,0.03769,0.05651
2000,66 and older,West,Very good,0.02504,69,2717,0.01916,0.03092
2000,66 and older,West,Good,0.17594,501,2717,0.16162,0.19026
2000,66 and older,West,Satisfactory,0.45275,1226,2717,0.43403,0.47147
2000,66 and older,West,Poor,0.24669,660,2717,0.23048,0.26290
2000,66 and older,West,Bad,0.09781,261,2717,0.08664,0.10899
2000,66 and older,East,Good,0.17175,150,866,0.14662,0.19689
2000,66 and older,East,Satisfactory,0.48333,424,866,0.45003,0.51664
2000,66 and older,East,Poor,0.22791,201,866,0.19995,0.25586
2000,66 and older,East,Bad,0.10540,91,866,0.08494,0.12586
2001,17-29 y.,West,Very good,0.29547,866,2972,0.27907,0.31188
2001,17-29 y.,West,Good,0.47863,1451,2972,0.46067,0.49660
2001,17-29 y.,West,Satisfactory,0.16695,505,2972,0.15354,0.18036
2001,17-29 y.,West,Poor,0.05223,150,2972,0.04423,0.06023
2001,17-29 y.,East,Very good,0.19267,223,1095,0.16930,0.21604
2001,17-29 y.,East,Good,0.55941,618,1095,0.52999,0.58883
2001,17-29 y.,East,Satisfactory,0.19018,204,1095,0.16692,0.21343
2001,17-29 y.,East,Poor,0.04586,50,1095,0.03346,0.05825
2001,30-45 y.,West,Very good,0.13753,758,5677,0.12857,0.14649
2001,30-45 y.,West,Good,0.49615,2882,5677,0.48314,0.50916
2001,30-45 y.,West,Satisfactory,0.27785,1554,5677,0.26620,0.28951
2001,30-45 y.,West,Poor,0.07158,403,5677,0.06488,0.07829
2001,30-45 y.,West,Bad,0.01557,80,5677,0.01235,0.01879
2001,30-45 y.,East,Very good,0.08429,132,1617,0.07074,0.09783
2001,30-45 y.,East,Good,0.50661,840,1617,0.48223,0.53098
2001,30-45 y.,East,Satisfactory,0.30151,504,1617,0.27913,0.32389
2001,30-45 y.,East,Poor,0.08919,141,1617,0.07529,0.10309
2001,46-65 y.,West,Very good,0.06521,323,5238,0.05853,0.07190
2001,46-65 y.,West,Good,0.34150,1802,5238,0.32866,0.35435
2001,46-65 y.,West,Satisfactory,0.37542,2005,5238,0.36231,0.38854
2001,46-65 y.,West,Poor,0.16714,876,5238,0.15703,0.17724
2001,46-65 y.,West,Bad,0.04674,232,5238,0.04102,0.05246
2001,46-65 y.,East,Very good,0.02669,43,1842,0.01932,0.03405
2001,46-65 y.,East,Good,0.32008,587,1842,0.29877,0.34139
2001,46-65 y.,East,Satisfactory,0.42127,789,1842,0.39871,0.44383
2001,46-65 y.,East,Poor,0.18098,324,1842,0.16339,0.19856
2001,46-65 y.,East,Bad,0.05030,99,1842,0.04032,0.06029
2001,66 and older,West,Very good,0.02489,62,2558,0.01885,0.03092
2001,66 and older,West,Good,0.17841,481,2558,0.16357,0.19325
2001,66 and older,West,Satisfactory,0.45576,1161,2558,0.43646,0.47507
2001,66 and older,West,Poor,0.24954,621,2558,0.23277,0.26631
2001,66 and older,West,Bad,0.09072,233,2558,0.07959,0.10185
2001,66 and older,East,Good,0.15795,139,828,0.13309,0.18280
2001,66 and older,East,Satisfactory,0.49395,416,828,0.45988,0.52803
2001,66 and older,East,Poor,0.23511,194,828,0.20621,0.26401
2001,66 and older,East,Bad,0.09721,79,828,0.07702,0.11741
2002,17-29 y.,West,Very good,0.25979,816,3037,0.24419,0.27539
2002,17-29 y.,West,Good,0.49745,1549,3037,0.47967,0.51524
2002,17-29 y.,West,Satisfactory,0.18917,541,3037,0.17524,0.20310
2002,17-29 y.,West,Poor,0.04230,131,3037,0.03514,0.04946
2002,17-29 y.,East,Very good,0.20192,221,1066,0.17781,0.22603
2002,17-29 y.,East,Good,0.56660,620,1066,0.53683,0.59636
2002,17-29 y.,East,Satisfactory,0.18527,186,1066,0.16194,0.20861
2002,17-29 y.,East,Poor,0.03634,39,1066,0.02510,0.04757
2002,30-45 y.,West,Very good,0.11217,692,5847,0.10408,0.12026
2002,30-45 y.,West,Good,0.48823,2975,5847,0.47542,0.50105
2002,30-45 y.,West,Satisfactory,0.30135,1629,5847,0.28958,0.31311
2002,30-45 y.,West,Poor,0.08153,467,5847,0.07452,0.08855
2002,30-45 y.,West,Bad,0.01462,84,5847,0.01154,0.01770
2002,30-45 y.,East,Very good,0.09347,140,1559,0.07901,0.10792
2002,30-45 y.,East,Good,0.52869,828,1559,0.50390,0.55348
2002,30-45 y.,East,Satisfactory,0.27733,463,1559,0.25510,0.29956
2002,30-45 y.,East,Poor,0.08318,128,1559,0.06947,0.09690
2002,46-65 y.,West,Very good,0.04767,341,5966,0.04226,0.05308
2002,46-65 y.,West,Good,0.34339,2202,5966,0.33134,0.35544
2002,46-65 y.,West,Satisfactory,0.39255,2278,5966,0.38016,0.40494
2002,46-65 y.,West,Poor,0.16851,926,5966,0.15901,0.17801
2002,46-65 y.,West,Bad,0.04655,219,5966,0.04120,0.05190
2002,46-65 y.,East,Very good,0.03198,59,1879,0.02403,0.03994
2002,46-65 y.,East,Good,0.30928,615,1879,0.28838,0.33019
2002,46-65 y.,East,Satisfactory,0.42261,797,1879,0.40027,0.44495
2002,46-65 y.,East,Poor,0.17464,318,1879,0.15747,0.19181
2002,46-65 y.,East,Bad,0.05957,90,1879,0.04887,0.07028
2002,66 and older,West,Very good,0.02234,69,2695,0.01676,0.02792
2002,66 and older,West,Good,0.18422,533,2695,0.16958,0.19886
2002,66 and older,West,Satisfactory,0.44296,1194,2695,0.42420,0.46172
2002,66 and older,West,Poor,0.24697,649,2695,0.23069,0.26326
2002,66 and older,West,Bad,0.09934,250,2695,0.08804,0.11063
2002,66 and older,East,Good,0.14576,140,879,0.12242,0.16911
2002,66 and older,East,Satisfactory,0.50335,439,879,0.47028,0.53643
2002,66 and older,East,Poor,0.26572,231,879,0.23650,0.29493
2002,66 and older,East,Bad,0.07302,69,879,0.05581,0.09023
2003,17-29 y.,West,Very good,0.23978,737,2912,0.22427,0.25529
2003,17-29 y.,West,Good,0.51275,1516,2912,0.49459,0.53091
2003,17-29 y.,West,Satisfactory,0.18693,522,2912,0.17277,0.20110
2003,17-29 y.,West,Poor,0.04930,137,2912,0.04144,0.05717
2003,17-29 y.,East,Very good,0.17753,201,1060,0.15451,0.20054
2003,17-29 y.,East,Good,0.57787,618,1060,0.54813,0.60762
2003,17-29 y.,East,Satisfactory,0.17539,183,1060,0.15248,0.19829
2003,17-29 y.,East,Poor,0.06174,58,1060,0.04724,0.07624
2003,30-45 y.,West,Very good,0.11292,658,5442,0.10451,0.12133
2003,30-45 y.,West,Good,0.51166,2822,5442,0.49837,0.52494
2003,30-45 y.,West,Satisfactory,0.28106,1469,5442,0.26911,0.29300
2003,30-45 y.,West,Poor,0.07587,403,5442,0.06883,0.08290
2003,30-45 y.,West,Bad,0.01647,90,5442,0.01309,0.01985
2003,30-45 y.,East,Very good,0.09206,134,1465,0.07725,0.10687
2003,30-45 y.,East,Good,0.52495,785,1465,0.49937,0.55053
2003,30-45 y.,East,Satisfactory,0.28484,423,1465,0.26172,0.30796
2003,30-45 y.,East,Poor,0.08175,123,1465,0.06772,0.09579
2003,46-65 y.,West,Very good,0.05806,382,5689,0.05198,0.06414
2003,46-65 y.,West,Good,0.35079,2136,5689,0.33839,0.36319
2003,46-65 y.,West,Satisfactory,0.36913,2066,5689,0.35659,0.38168
2003,46-65 y.,West,Poor,0.17472,896,5689,0.16485,0.18459
2003,46-65 y.,West,Bad,0.04539,209,5689,0.03998,0.05080
2003,46-65 y.,East,Very good,0.02772,48,1873,0.02028,0.03516
2003,46-65 y.,East,Good,0.31062,630,1873,0.28966,0.33158
2003,46-65 y.,East,Satisfactory,0.42480,785,1873,0.40241,0.44719
2003,46-65 y.,East,Poor,0.16960,324,1873,0.15260,0.18660
2003,46-65 y.,East,Bad,0.06551,86,1873,0.05430,0.07671
2003,66 and older,West,Very good,0.02596,75,2736,0.02000,0.03192
2003,66 and older,West,Good,0.19762,578,2736,0.18270,0.21255
2003,66 and older,West,Satisfactory,0.42233,1159,2736,0.40382,0.44084
2003,66 and older,West,Poor,0.25423,681,2736,0.23791,0.27055
2003,66 and older,West,Bad,0.09663,243,2736,0.08556,0.10770
2003,66 and older,East,Good,0.20034,186,899,0.17416,0.22652
2003,66 and older,East,Satisfactory,0.45335,412,899,0.42079,0.48591
2003,66 and older,East,Poor,0.22490,209,899,0.19759,0.25221
2003,66 and older,East,Bad,0.10912,92,899,0.08873,0.12952
2004,17-29 y.,West,Very good,0.26467,778,2862,0.24850,0.28083
2004,17-29 y.,West,Good,0.50091,1506,2862,0.48259,0.51923
