year,bula_h,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,"Rhineland-Palatinate, Saarland",No answer / don't know,Not Employed,0.51464,398,799,0.47996,0.54932
1984,Baden-Wuerttemberg,No answer / don't know,Full-Time Employment,0.44496,1168,2252,0.42443,0.46549
1984,Baden-Wuerttemberg,No answer / don't know,Regular Part-Time Employment,0.06360,135,2252,0.05352,0.07368
1984,Baden-Wuerttemberg,No answer / don't know,Vocational Training,0.03260,79,2252,0.02527,0.03994
1984,Baden-Wuerttemberg,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.02769,54,2252,0.02091,0.03447
1984,Baden-Wuerttemberg,No answer / don't know,Not Employed,0.43114,816,2252,0.41068,0.45160
1984,Bavaria,No answer / don't know,Full-Time Employment,0.42684,991,2091,0.40564,0.44805
1984,Bavaria,No answer / don't know,Regular Part-Time Employment,0.05465,121,2091,0.04491,0.06440
1984,Bavaria,No answer / don't know,Vocational Training,0.03750,83,2091,0.02936,0.04565
1984,Bavaria,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.03496,70,2091,0.02709,0.04284
1984,Bavaria,No answer / don't know,Not Employed,0.44604,826,2091,0.42473,0.46735
1984,Berlin,No answer / don't know,Full-Time Employment,0.46589,215,390,0.41632,0.51546
1984,Berlin,No answer / don't know,Regular Part-Time Employment,0.06797,31,390,0.04296,0.09298
1984,Berlin,No answer / don't know,Not Employed,0.42556,144,390,0.37642,0.47469
1985,Schleswig-Holstein,Urban regions,Full-Time Employment,0.39850,70,135,0.31560,0.48140
1985,Schleswig-Holstein,Urban regions,Not Employed,0.41599,65,135,0.33253,0.49944
1985,Schleswig-Holstein,Rural regions,Full-Time Employment,0.42975,89,173,0.35577,0.50373
1985,Schleswig-Holstein,Rural regions,Not Employed,0.50729,84,173,0.43257,0.58200
1985,Hamburg,Urban regions,Full-Time Employment,0.39744,126,237,0.33501,0.45988
1985,Hamburg,Urban regions,Not Employed,0.47464,111,237,0.41093,0.53835
1985,Lower Saxony,Urban regions,Full-Time Employment,0.40791,219,496,0.36462,0.45121
1985,Lower Saxony,Urban regions,Regular Part-Time Employment,0.07405,37,496,0.05098,0.09711
1985,Lower Saxony,Urban regions,Not Employed,0.49527,240,496,0.45122,0.53931
1985,Lower Saxony,Rural regions,Full-Time Employment,0.34064,232,560,0.30135,0.37992
1985,Lower Saxony,Rural regions,Regular Part-Time Employment,0.07435,46,560,0.05260,0.09610
1985,Lower Saxony,Rural regions,Not Employed,0.52481,282,560,0.48341,0.56620
1985,Bremen,Urban regions,Full-Time Employment,0.19891,31,105,0.12219,0.27563
1985,Bremen,Urban regions,Not Employed,0.70629,74,105,0.61876,0.79383
1985,North Rhine-Westphalia,Urban regions,Full-Time Employment,0.41386,1323,2888,0.39590,0.43183
1985,North Rhine-Westphalia,Urban regions,Regular Part-Time Employment,0.06126,182,2888,0.05251,0.07000
1985,North Rhine-Westphalia,Urban regions,Vocational Training,0.02254,71,2888,0.01713,0.02795
1985,North Rhine-Westphalia,Urban regions,"Marginal, Irregular Part-Time Employment",0.02320,65,2888,0.01771,0.02869
1985,North Rhine-Westphalia,Urban regions,Not Employed,0.47914,1247,2888,0.46092,0.49737
1985,North Rhine-Westphalia,Rural regions,Full-Time Employment,0.42960,35,66,0.30926,0.54995
1985,North Rhine-Westphalia,Rural regions,Not Employed,0.46999,31,66,0.34866,0.59133
1985,Hesse,Urban regions,Full-Time Employment,0.42907,487,932,0.39728,0.46086
1985,Hesse,Urban regions,Regular Part-Time Employment,0.06939,62,932,0.05307,0.08572
1985,Hesse,Urban regions,Not Employed,0.45151,383,932,0.41954,0.48347
1985,Hesse,Rural regions,Full-Time Employment,0.35340,64,142,0.27450,0.43231
1985,Hesse,Rural regions,Not Employed,0.55143,78,142,0.46934,0.63353
1985,"Rhineland-Palatinate, Saarland",Urban regions,Full-Time Employment,0.42131,294,576,0.38095,0.46167
1985,"Rhineland-Palatinate, Saarland",Urban regions,Not Employed,0.49324,282,576,0.45237,0.53410
1985,"Rhineland-Palatinate, Saarland",Rural regions,Full-Time Employment,0.34202,51,123,0.25784,0.42620
1985,"Rhineland-Palatinate, Saarland",Rural regions,Not Employed,0.53750,72,123,0.44903,0.62598
1985,Baden-Wuerttemberg,Urban regions,Full-Time Employment,0.46775,927,1717,0.44415,0.49136
1985,Baden-Wuerttemberg,Urban regions,Regular Part-Time Employment,0.07121,119,1717,0.05905,0.08338
1985,Baden-Wuerttemberg,Urban regions,Vocational Training,0.02964,53,1717,0.02162,0.03767
1985,Baden-Wuerttemberg,Urban regions,Not Employed,0.41050,618,1717,0.38723,0.43378
1985,Baden-Wuerttemberg,Rural regions,Full-Time Employment,0.41769,147,257,0.35727,0.47810
1985,Baden-Wuerttemberg,Rural regions,Not Employed,0.44058,110,257,0.37976,0.50139
1985,Bavaria,Urban regions,Full-Time Employment,0.43592,504,955,0.40445,0.46739
1985,Bavaria,Urban regions,Regular Part-Time Employment,0.08491,83,955,0.06722,0.10260
1985,Bavaria,Urban regions,Not Employed,0.42472,368,955,0.39336,0.45609
1985,Bavaria,Rural regions,Full-Time Employment,0.43498,436,853,0.40170,0.46827
1985,Bavaria,Rural regions,Regular Part-Time Employment,0.06647,64,853,0.04974,0.08320
1985,Bavaria,Rural regions,Not Employed,0.45581,353,853,0.42237,0.48925
1985,Berlin,Urban regions,Full-Time Employment,0.44902,180,349,0.39676,0.50128
1985,Berlin,Urban regions,Regular Part-Time Employment,0.07984,31,349,0.05136,0.10832
1985,Berlin,Urban regions,Not Employed,0.43661,138,349,0.38450,0.48872
1986,Schleswig-Holstein,Urban regions,Full-Time Employment,0.44140,68,124,0.35364,0.52915
1986,Schleswig-Holstein,Urban regions,Not Employed,0.37769,56,124,0.29201,0.46337
1986,Schleswig-Holstein,Rural regions,Full-Time Employment,0.46687,83,155,0.38807,0.54567
1986,Schleswig-Holstein,Rural regions,Not Employed,0.45380,72,155,0.37517,0.53244
1986,Hamburg,Urban regions,Full-Time Employment,0.41938,115,225,0.35476,0.48400
1986,Hamburg,Urban regions,Not Employed,0.49793,110,225,0.43245,0.56340
1986,Lower Saxony,Urban regions,Full-Time Employment,0.39925,226,502,0.35636,0.44213
1986,Lower Saxony,Urban regions,Regular Part-Time Employment,0.05902,34,502,0.03839,0.07966
1986,Lower Saxony,Urban regions,Not Employed,0.48949,242,502,0.44571,0.53326
1986,Lower Saxony,Rural regions,Full-Time Employment,0.36138,237,532,0.32052,0.40224
1986,Lower Saxony,Rural regions,Regular Part-Time Employment,0.06741,41,532,0.04608,0.08874
1986,Lower Saxony,Rural regions,Not Employed,0.49685,254,532,0.45432,0.53938
1986,Bremen,Urban regions,Full-Time Employment,0.21198,32,92,0.12800,0.29595
1986,Bremen,Urban regions,Not Employed,0.64672,60,92,0.54851,0.74493
1986,North Rhine-Westphalia,Urban regions,Full-Time Employment,0.40305,1258,2788,0.38484,0.42127
1986,North Rhine-Westphalia,Urban regions,Regular Part-Time Employment,0.05175,146,2788,0.04352,0.05997
1986,North Rhine-Westphalia,Urban regions,Vocational Training,0.02779,84,2788,0.02169,0.03390
1986,North Rhine-Westphalia,Urban regions,"Marginal, Irregular Part-Time Employment",0.02772,72,2788,0.02163,0.03382
1986,North Rhine-Westphalia,Urban regions,Not Employed,0.48969,1228,2788,0.47113,0.50824
1986,Hesse,Urban regions,Full-Time Employment,0.42472,442,877,0.39198,0.45745
1986,Hesse,Urban regions,Regular Part-Time Employment,0.07023,56,877,0.05331,0.08715
1986,Hesse,Urban regions,"Marginal, Irregular Part-Time Employment",0.02968,32,877,0.01844,0.04092
1986,Hesse,Urban regions,Not Employed,0.44292,347,877,0.41002,0.47581
1986,Hesse,Rural regions,Full-Time Employment,0.33437,55,125,0.25133,0.41741
1986,Hesse,Rural regions,Not Employed,0.53073,70,125,0.44289,0.61857
1986,"Rhineland-Palatinate, Saarland",Urban regions,Full-Time Employment,0.43056,299,565,0.38970,0.47143
1986,"Rhineland-Palatinate, Saarland",Urban regions,Not Employed,0.47757,266,565,0.43635,0.51879
1986,"Rhineland-Palatinate, Saarland",Rural regions,Full-Time Employment,0.34820,56,136,0.26783,0.42856
1986,"Rhineland-Palatinate, Saarland",Rural regions,Not Employed,0.59182,80,136,0.50891,0.67473
1986,Baden-Wuerttemberg,Urban regions,Full-Time Employment,0.47122,895,1686,0.44738,0.49505
1986,Baden-Wuerttemberg,Urban regions,Regular Part-Time Employment,0.06696,106,1686,0.05503,0.07890
1986,Baden-Wuerttemberg,Urban regions,Vocational Training,0.03324,63,1686,0.02468,0.04180
1986,Baden-Wuerttemberg,Urban regions,"Marginal, Irregular Part-Time Employment",0.02036,36,1686,0.01362,0.02710
1986,Baden-Wuerttemberg,Urban regions,Not Employed,0.40823,586,1686,0.38476,0.43170
1986,Baden-Wuerttemberg,Rural regions,Full-Time Employment,0.42472,152,260,0.36452,0.48492
1986,Baden-Wuerttemberg,Rural regions,Not Employed,0.41733,108,260,0.35728,0.47739
1986,Bavaria,Urban regions,Full-Time Employment,0.43530,470,901,0.40291,0.46770
1986,Bavaria,Urban regions,Regular Part-Time Employment,0.07066,67,901,0.05391,0.08740
1986,Bavaria,Urban regions,Not Employed,0.44182,364,901,0.40938,0.47427
1986,Bavaria,Rural regions,Full-Time Employment,0.43248,395,792,0.39795,0.46700
1986,Bavaria,Rural regions,Regular Part-Time Employment,0.05785,52,792,0.04158,0.07412
1986,Bavaria,Rural regions,Vocational Training,0.03363,33,792,0.02107,0.04619
1986,Bavaria,Rural regions,Not Employed,0.44201,312,792,0.40740,0.47661
1986,Berlin,Urban regions,Full-Time Employment,0.47896,183,310,0.42326,0.53466
1986,Berlin,Urban regions,Not Employed,0.42384,127,310,0.36874,0.47894
1987,Schleswig-Holstein,Urban regions,Full-Time Employment,0.41033,65,124,0.32340,0.49727
1987,Schleswig-Holstein,Urban regions,Not Employed,0.42743,59,124,0.34001,0.51486
1987,Schleswig-Holstein,Rural regions,Full-Time Employment,0.42390,79,152,0.34508,0.50272
1987,Schleswig-Holstein,Rural regions,Not Employed,0.45068,73,152,0.37131,0.53004
1987,Hamburg,Urban regions,Full-Time Employment,0.41596,100,194,0.34642,0.48550
1987,Hamburg,Urban regions,Not Employed,0.47020,94,194,0.39979,0.54062
1987,Lower Saxony,Urban regions,Full-Time Employment,0.39988,227,495,0.35668,0.44308
1987,Lower Saxony,Urban regions,Regular Part-Time Employment,0.06274,33,495,0.04135,0.08412
1987,Lower Saxony,Urban regions,Not Employed,0.47921,235,495,0.43516,0.52327
1987,Lower Saxony,Rural regions,Full-Time Employment,0.35667,232,562,0.31704,0.39631
1987,Lower Saxony,Rural regions,Regular Part-Time Employment,0.09494,56,562,0.07069,0.11920
1987,Lower Saxony,Rural regions,Vocational Training,0.05401,33,562,0.03531,0.07272
1987,Lower Saxony,Rural regions,Not Employed,0.47711,241,562,0.43578,0.51845
1987,Bremen,Urban regions,Full-Time Employment,0.22471,32,92,0.13895,0.31047
1987,Bremen,Urban regions,Not Employed,0.68923,60,92,0.59413,0.78432
1987,North Rhine-Westphalia,Urban regions,Full-Time Employment,0.41337,1240,2756,0.39498,0.43176
1987,North Rhine-Westphalia,Urban regions,Regular Part-Time Employment,0.05855,157,2756,0.04978,0.06732
1987,North Rhine-Westphalia,Urban regions,Vocational Training,0.03070,101,2756,0.02426,0.03714
1987,North Rhine-Westphalia,Urban regions,"Marginal, Irregular Part-Time Employment",0.02037,56,2756,0.01510,0.02565
1987,North Rhine-Westphalia,Urban regions,Not Employed,0.47701,1202,2756,0.45836,0.49566
1987,North Rhine-Westphalia,Rural regions,Full-Time Employment,0.47590,34,34,0.30550,0.64630
1987,Hesse,Urban regions,Full-Time Employment,0.42575,452,892,0.39329,0.45822
1987,Hesse,Urban regions,Regular Part-Time Employment,0.06791,61,892,0.05139,0.08443
1987,Hesse,Urban regions,Vocational Training,0.03252,34,892,0.02087,0.04416
1987,Hesse,Urban regions,Not Employed,0.45209,345,892,0.41941,0.48477
1987,Hesse,Rural regions,Full-Time Employment,0.34275,59,121,0.25783,0.42767
1987,Hesse,Rural regions,Not Employed,0.47097,62,121,0.38166,0.56028
1987,"Rhineland-Palatinate, Saarland",Urban regions,Full-Time Employment,0.40868,283,557,0.36782,0.44954
1987,"Rhineland-Palatinate, Saarland",Urban regions,Not Employed,0.49010,274,557,0.44854,0.53165
1987,"Rhineland-Palatinate, Saarland",Rural regions,Full-Time Employment,0.31087,50,128,0.23037,0.39137
1987,"Rhineland-Palatinate, Saarland",Rural regions,Not Employed,0.59212,78,128,0.50665,0.67759
1987,Baden-Wuerttemberg,Urban regions,Full-Time Employment,0.47463,873,1643,0.45047,0.49878
1987,Baden-Wuerttemberg,Urban regions,Regular Part-Time Employment,0.07136,114,1643,0.05891,0.08381
1987,Baden-Wuerttemberg,Urban regions,Vocational Training,0.03870,72,1643,0.02937,0.04802
1987,Baden-Wuerttemberg,Urban regions,Not Employed,0.39565,584,1643,0.37200,0.41930
1987,Baden-Wuerttemberg,Rural regions,Full-Time Employment,0.43308,148,248,0.37129,0.49488
1987,Baden-Wuerttemberg,Rural regions,Not Employed,0.40599,100,248,0.34474,0.46723
1987,Bavaria,Urban regions,Full-Time Employment,0.45490,464,894,0.42224,0.48756
1987,Bavaria,Urban regions,Regular Part-Time Employment,0.07629,71,894,0.05887,0.09370
1987,Bavaria,Urban regions,Vocational Training,0.02595,33,894,0.01552,0.03637
1987,Bavaria,Urban regions,Not Employed,0.41175,326,894,0.37947,0.44403
1987,Bavaria,Rural regions,Full-Time Employment,0.46310,403,787,0.42824,0.49796
1987,Bavaria,Rural regions,Regular Part-Time Employment,0.06673,58,787,0.04928,0.08417
1987,Bavaria,Rural regions,Vocational Training,0.03572,41,787,0.02274,0.04869
1987,Bavaria,Rural regions,Not Employed,0.41543,285,787,0.38098,0.44988
1987,Berlin,Urban regions,Full-Time Employment,0.48027,187,322,0.42561,0.53492
1987,Berlin,Urban regions,Not Employed,0.42608,135,322,0.37198,0.48018
1988,Schleswig-Holstein,Urban regions,Full-Time Employment,0.42899,67,124,0.34152,0.51645
1988,Schleswig-Holstein,Urban regions,Not Employed,0.43436,57,124,0.34676,0.52196
1988,Schleswig-Holstein,Rural regions,Full-Time Employment,0.39631,76,155,0.31906,0.47357
1988,Schleswig-Holstein,Rural regions,Not Employed,0.49171,79,155,0.41275,0.57067
1988,Hamburg,Urban regions,Full-Time Employment,0.45182,90,171,0.37701,0.52664
1988,Hamburg,Urban regions,Not Employed,0.43716,81,171,0.36259,0.51173
1988,Lower Saxony,Urban regions,Full-Time Employment,0.41815,228,485,0.37421,0.46210
1988,Lower Saxony,Urban regions,Regular Part-Time Employment,0.07209,36,485,0.04905,0.09513
1988,Lower Saxony,Urban regions,Not Employed,0.45792,221,485,0.41353,0.50231
1988,Lower Saxony,Rural regions,Full-Time Employment,0.37768,223,490,0.33471,0.42065
1988,Lower Saxony,Rural regions,Regular Part-Time Employment,0.07235,40,490,0.04939,0.09531
1988,Lower Saxony,Rural regions,Not Employed,0.48599,227,490,0.44169,0.53029
1988,Bremen,Urban regions,Full-Time Employment,0.28153,34,87,0.18648,0.37659
1988,Bremen,Urban regions,Not Employed,0.61428,53,87,0.51140,0.71716
1988,North Rhine-Westphalia,Urban regions,Full-Time Employment,0.41125,1160,2621,0.39241,0.43010
1988,North Rhine-Westphalia,Urban regions,Regular Part-Time Employment,0.06145,165,2621,0.05226,0.07065
1988,North Rhine-Westphalia,Urban regions,Vocational Training,0.03327,104,2621,0.02641,0.04014
1988,North Rhine-Westphalia,Urban regions,"Marginal, Irregular Part-Time Employment",0.02271,58,2621,0.01701,0.02842
1988,North Rhine-Westphalia,Urban regions,Not Employed,0.47130,1134,2621,0.45219,0.49042
1988,North Rhine-Westphalia,Rural regions,Not Employed,0.50352,33,33,0.33029,0.67676
1988,Hesse,Urban regions,Full-Time Employment,0.41678,411,810,0.38280,0.45075
1988,Hesse,Urban regions,Regular Part-Time Employment,0.07440,63,810,0.05631,0.09248
1988,Hesse,Urban regions,Not Employed,0.46735,336,810,0.43297,0.50173
1988,Hesse,Rural regions,Full-Time Employment,0.34244,55,125,0.25891,0.42596
1988,Hesse,Rural regions,Not Employed,0.55786,70,125,0.47045,0.64528
1988,"Rhineland-Palatinate, Saarland",Urban regions,Full-Time Employment,0.39991,267,544,0.35870,0.44111
1988,"Rhineland-Palatinate, Saarland",Urban regions,Not Employed,0.49709,277,544,0.45503,0.53914
1988,"Rhineland-Palatinate, Saarland",Rural regions,Full-Time Employment,0.33123,49,119,0.24631,0.41615
1988,"Rhineland-Palatinate, Saarland",Rural regions,Not Employed,0.56791,70,119,0.47853,0.65729
1988,Baden-Wuerttemberg,Urban regions,Full-Time Employment,0.46365,830,1607,0.43926,0.48804
1988,Baden-Wuerttemberg,Urban regions,Regular Part-Time Employment,0.08048,121,1607,0.06718,0.09379
1988,Baden-Wuerttemberg,Urban regions,Vocational Training,0.04439,85,1607,0.03432,0.05447
1988,Baden-Wuerttemberg,Urban regions,Not Employed,0.39572,571,1607,0.37180,0.41963
1988,Baden-Wuerttemberg,Rural regions,Full-Time Employment,0.43085,129,220,0.36526,0.49643
1988,Baden-Wuerttemberg,Rural regions,Not Employed,0.42445,91,220,0.35898,0.48991
1988,Bavaria,Urban regions,Full-Time Employment,0.46707,447,869,0.43388,0.50026
1988,Bavaria,Urban regions,Regular Part-Time Employment,0.06927,63,869,0.05238,0.08616
1988,Bavaria,Urban regions,Vocational Training,0.02189,34,869,0.01215,0.03162
1988,Bavaria,Urban regions,Not Employed,0.41405,325,869,0.38129,0.44682
1988,Bavaria,Rural regions,Full-Time Employment,0.44175,370,737,0.40588,0.47763
1988,Bavaria,Rural regions,Regular Part-Time Employment,0.06992,55,737,0.05150,0.08835
1988,Bavaria,Rural regions,Vocational Training,0.04668,45,737,0.03144,0.06192
1988,Bavaria,Rural regions,Not Employed,0.41426,267,737,0.37867,0.44984
1988,Berlin,Urban regions,Full-Time Employment,0.51405,180,292,0.45662,0.57148
1988,Berlin,Urban regions,Not Employed,0.39558,112,292,0.33939,0.45176
1989,Schleswig-Holstein,Urban regions,Full-Time Employment,0.43659,68,128,0.35033,0.52285
1989,Schleswig-Holstein,Urban regions,Not Employed,0.41563,60,128,0.32991,0.50134
1989,Schleswig-Holstein,Rural regions,Full-Time Employment,0.41979,68,136,0.33654,0.50304
1989,Schleswig-Holstein,Rural regions,Not Employed,0.48823,68,136,0.40390,0.57255
1989,Hamburg,Urban regions,Full-Time Employment,0.48062,93,170,0.40530,0.55595
1989,Hamburg,Urban regions,Not Employed,0.41737,77,170,0.34302,0.49172
1989,Lower Saxony,Urban regions,Full-Time Employment,0.42635,223,462,0.38121,0.47150
1989,Lower Saxony,Urban regions,Regular Part-Time Employment,0.06287,33,462,0.04071,0.08502
1989,Lower Saxony,Urban regions,Not Employed,0.45684,206,462,0.41137,0.50231
1989,Lower Saxony,Rural regions,Full-Time Employment,0.39270,218,477,0.34882,0.43657
1989,Lower Saxony,Rural regions,Regular Part-Time Employment,0.07048,34,477,0.04748,0.09347
1989,Lower Saxony,Rural regions,Not Employed,0.49891,225,477,0.45399,0.54382
1989,Bremen,Urban regions,Full-Time Employment,0.30554,38,97,0.21339,0.39768
1989,Bremen,Urban regions,Not Employed,0.63669,59,97,0.54048,0.73290
1989,North Rhine-Westphalia,Urban regions,Full-Time Employment,0.42502,1163,2546,0.40582,0.44423
1989,North Rhine-Westphalia,Urban regions,Regular Part-Time Employment,0.05561,149,2546,0.04671,0.06452
1989,North Rhine-Westphalia,Urban regions,Vocational Training,0.03421,92,2546,0.02715,0.04127
1989,North Rhine-Westphalia,Urban regions,"Marginal, Irregular Part-Time Employment",0.02055,51,2546,0.01504,0.02606
1989,North Rhine-Westphalia,Urban regions,Not Employed,0.46461,1091,2546,0.44523,0.48398
1989,North Rhine-Westphalia,Rural regions,Full-Time Employment,0.44489,32,32,0.26995,0.61983
1989,Hesse,Urban regions,Full-Time Employment,0.41019,412,813,0.37636,0.44402
1989,Hesse,Urban regions,Regular Part-Time Employment,0.08567,69,813,0.06642,0.10492
1989,Hesse,Urban regions,Not Employed,0.45547,332,813,0.42122,0.48973
1989,Hesse,Rural regions,Full-Time Employment,0.36469,56,118,0.27747,0.45191
1989,Hesse,Rural regions,Not Employed,0.54156,62,118,0.45127,0.63184
1989,"Rhineland-Palatinate, Saarland",Urban regions,Full-Time Employment,0.41797,270,548,0.37663,0.45930
1989,"Rhineland-Palatinate, Saarland",Urban regions,Regular Part-Time Employment,0.06869,35,548,0.04749,0.08989
1989,"Rhineland-Palatinate, Saarland",Urban regions,Not Employed,0.45555,243,548,0.41381,0.49729
1989,"Rhineland-Palatinate, Saarland",Rural regions,Full-Time Employment,0.36930,43,98,0.27325,0.46534
1989,"Rhineland-Palatinate, Saarland",Rural regions,Not Employed,0.49195,55,98,0.39246,0.59145
1989,Baden-Wuerttemberg,Urban regions,Full-Time Employment,0.46868,827,1544,0.44378,0.49357
1989,Baden-Wuerttemberg,Urban regions,Regular Part-Time Employment,0.07796,116,1544,0.06459,0.09134
1989,Baden-Wuerttemberg,Urban regions,Vocational Training,0.03848,70,1544,0.02888,0.04808
1989,Baden-Wuerttemberg,Urban regions,Not Employed,0.39359,531,1544,0.36921,0.41796
1989,Baden-Wuerttemberg,Rural regions,Full-Time Employment,0.38580,118,204,0.31884,0.45277
1989,Baden-Wuerttemberg,Rural regions,Not Employed,0.45118,86,204,0.38272,0.51963
1989,Bavaria,Urban regions,Full-Time Employment,0.46106,432,805,0.42660,0.49551
1989,Bavaria,Urban regions,Regular Part-Time Employment,0.06958,57,805,0.05199,0.08717
1989,Bavaria,Urban regions,Not Employed,0.41666,316,805,0.38258,0.45074
1989,Bavaria,Rural regions,Full-Time Employment,0.44025,377,740,0.40446,0.47604
1989,Bavaria,Rural regions,Regular Part-Time Employment,0.09303,72,740,0.07209,0.11397
1989,Bavaria,Rural regions,Vocational Training,0.03274,33,740,0.01991,0.04557
1989,Bavaria,Rural regions,Not Employed,0.41734,258,740,0.38178,0.45289
1989,Berlin,Urban regions,Full-Time Employment,0.49652,176,286,0.43847,0.55457
1989,Berlin,Urban regions,Not Employed,0.39397,110,286,0.33724,0.45070
1990,Schleswig-Holstein,Urban regions,Full-Time Employment,0.42547,62,114,0.33431,0.51663
1990,Schleswig-Holstein,Urban regions,Not Employed,0.39973,52,114,0.30941,0.49004
1990,Schleswig-Holstein,Rural regions,Full-Time Employment,0.40374,61,124,0.31702,0.49045
1990,Schleswig-Holstein,Rural regions,Not Employed,0.45096,63,124,0.36303,0.53890
1990,Hamburg,Urban regions,Full-Time Employment,0.49213,80,151,0.41213,0.57214
1990,Hamburg,Urban regions,Not Employed,0.43494,71,151,0.35561,0.51428
1990,Lower Saxony,Urban regions,Full-Time Employment,0.43200,220,458,0.38658,0.47741
1990,Lower Saxony,Urban regions,Regular Part-Time Employment,0.07404,34,458,0.05003,0.09804
1990,Lower Saxony,Urban regions,Not Employed,0.45715,204,458,0.41148,0.50283
1990,Lower Saxony,Rural regions,Full-Time Employment,0.39964,218,472,0.35540,0.44387
1990,Lower Saxony,Rural regions,Regular Part-Time Employment,0.07965,38,472,0.05520,0.10411
1990,Lower Saxony,Rural regions,Not Employed,0.48324,216,472,0.43811,0.52837
1990,Bremen,Urban regions,Full-Time Employment,0.29089,35,93,0.19808,0.38370
1990,Bremen,Urban regions,Not Employed,0.63703,58,93,0.53877,0.73529
1990,North Rhine-Westphalia,Urban regions,Full-Time Employment,0.44137,1147,2485,0.42184,0.46089
1990,North Rhine-Westphalia,Urban regions,Regular Part-Time Employment,0.06753,160,2485,0.05766,0.07740
1990,North Rhine-Westphalia,Urban regions,Vocational Training,0.03305,95,2485,0.02602,0.04009
1990,North Rhine-Westphalia,Urban regions,"Marginal, Irregular Part-Time Employment",0.01537,45,2485,0.01053,0.02020
1990,North Rhine-Westphalia,Urban regions,Not Employed,0.44268,1038,2485,0.42315,0.46221
1990,North Rhine-Westphalia,Rural regions,Full-Time Employment,0.45017,32,32,0.27503,0.62531
1990,Hesse,Urban regions,Full-Time Employment,0.41705,411,833,0.38354,0.45055
1990,Hesse,Urban regions,Regular Part-Time Employment,0.07934,71,833,0.06098,0.09771
1990,Hesse,Urban regions,Vocational Training,0.03720,31,833,0.02434,0.05006
1990,Hesse,Urban regions,Not Employed,0.45069,320,833,0.41688,0.48450
1990,Hesse,Rural regions,Full-Time Employment,0.36776,56,119,0.28076,0.45477
1990,Hesse,Rural regions,Not Employed,0.51954,63,119,0.42940,0.60969
1990,"Rhineland-Palatinate, Saarland",Urban regions,Full-Time Employment,0.39634,248,530,0.35465,0.43802
1990,"Rhineland-Palatinate, Saarland",Urban regions,Regular Part-Time Employment,0.07212,35,530,0.05008,0.09417
1990,"Rhineland-Palatinate, Saarland",Urban regions,Not Employed,0.47309,247,530,0.43054,0.51563
1990,"Rhineland-Palatinate, Saarland",Rural regions,Full-Time Employment,0.34869,41,99,0.25434,0.44305
1990,"Rhineland-Palatinate, Saarland",Rural regions,Not Employed,0.54028,58,99,0.44161,0.63895
1990,Baden-Wuerttemberg,Urban regions,Full-Time Employment,0.47868,813,1526,0.45361,0.50375
