year,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,female,"Marginal, Irregular Part-Time Employment",0.01902,148,7117,0.01585,0.02219
1990,female,Not Employed,0.43251,3166,7117,0.42100,0.44403
1991,male,Full-Time Employment,0.52353,4562,6632,0.51150,0.53555
1991,male,Regular Part-Time Employment,0.01105,79,6632,0.00853,0.01357
1991,male,Vocational Training,0.02911,281,6632,0.02506,0.03315
1991,male,"Marginal, Irregular Part-Time Employment",0.00922,63,6632,0.00692,0.01152
1991,male,Not Employed,0.23888,1647,6632,0.22861,0.24914
1991,female,Full-Time Employment,0.23805,2397,6954,0.22804,0.24806
1991,female,Regular Part-Time Employment,0.10744,903,6954,0.10016,0.11472
1991,female,Vocational Training,0.02257,230,6954,0.01908,0.02606
1991,female,"Marginal, Irregular Part-Time Employment",0.02435,181,6954,0.02073,0.02797
1991,female,Not Employed,0.44274,3243,6954,0.43106,0.45441
1992,male,Full-Time Employment,0.50659,4290,6463,0.49440,0.51878
1992,male,Regular Part-Time Employment,0.01082,71,6463,0.00830,0.01335
1992,male,Vocational Training,0.02635,259,6463,0.02244,0.03026
1992,male,"Marginal, Irregular Part-Time Employment",0.01059,68,6463,0.00810,0.01309
1992,male,Not Employed,0.25915,1775,6463,0.24846,0.26983
1992,female,Full-Time Employment,0.22751,2214,6853,0.21758,0.23744
1992,female,Regular Part-Time Employment,0.10731,872,6853,0.09998,0.11464
1992,female,Vocational Training,0.02189,227,6853,0.01842,0.02535
1992,female,"Marginal, Irregular Part-Time Employment",0.01470,116,6853,0.01185,0.01755
1992,female,Not Employed,0.46245,3424,6853,0.45064,0.47425
1993,male,Full-Time Employment,0.49872,4135,6365,0.48643,0.51100
1993,male,Regular Part-Time Employment,0.00961,61,6365,0.00722,0.01201
1993,male,Vocational Training,0.02923,271,6365,0.02509,0.03336
1993,male,"Marginal, Irregular Part-Time Employment",0.00832,51,6365,0.00609,0.01056
1993,male,Not Employed,0.26870,1847,6365,0.25781,0.27959
1993,female,Full-Time Employment,0.22320,2126,6736,0.21326,0.23315
1993,female,Regular Part-Time Employment,0.10773,857,6736,0.10033,0.11514
1993,female,Vocational Training,0.02281,241,6736,0.01925,0.02638
1993,female,"Marginal, Irregular Part-Time Employment",0.02027,144,6736,0.01690,0.02363
1993,female,Not Employed,0.45772,3368,6736,0.44582,0.46962
1994,male,Full-Time Employment,0.48707,3974,6215,0.47464,0.49949
1994,male,Regular Part-Time Employment,0.00974,59,6215,0.00730,0.01218
1994,male,Vocational Training,0.02517,224,6215,0.02128,0.02907
1994,male,"Marginal, Irregular Part-Time Employment",0.00940,59,6215,0.00700,0.01180
1994,male,Not Employed,0.27954,1899,6215,0.26838,0.29070
1994,female,Full-Time Employment,0.21487,2009,6658,0.20501,0.22474
1994,female,Regular Part-Time Employment,0.10372,824,6658,0.09640,0.11105
1994,female,Vocational Training,0.01956,230,6658,0.01624,0.02289
1994,female,"Marginal, Irregular Part-Time Employment",0.02328,177,6658,0.01966,0.02690
1994,female,Not Employed,0.47177,3418,6658,0.45978,0.48377
1995,male,Full-Time Employment,0.48145,4089,6410,0.46922,0.49368
1995,male,Regular Part-Time Employment,0.01306,74,6410,0.01028,0.01583
1995,male,Vocational Training,0.02559,242,6410,0.02172,0.02946
1995,male,"Marginal, Irregular Part-Time Employment",0.01010,74,6410,0.00766,0.01255
1995,male,Not Employed,0.27991,1931,6410,0.26892,0.29091
1995,female,Full-Time Employment,0.20930,2043,6873,0.19969,0.21892
1995,female,Regular Part-Time Employment,0.10494,902,6873,0.09770,0.11219
1995,female,Vocational Training,0.01793,212,6873,0.01479,0.02107
1995,female,"Marginal, Irregular Part-Time Employment",0.02766,217,6873,0.02378,0.03154
1995,female,Not Employed,0.47221,3499,6873,0.46040,0.48401
1996,male,Full-Time Employment,0.47568,3943,6293,0.46334,0.48802
1996,male,Regular Part-Time Employment,0.01669,103,6293,0.01352,0.01985
1996,male,Vocational Training,0.02444,235,6293,0.02062,0.02825
1996,male,"Marginal, Irregular Part-Time Employment",0.00960,63,6293,0.00719,0.01201
1996,male,Not Employed,0.28441,1949,6293,0.27326,0.29556
1996,female,Full-Time Employment,0.20297,1952,6754,0.19337,0.21256
1996,female,Regular Part-Time Employment,0.11456,951,6754,0.10697,0.12216
1996,female,Vocational Training,0.01675,199,6754,0.01369,0.01981
1996,female,"Marginal, Irregular Part-Time Employment",0.02680,208,6754,0.02295,0.03065
1996,female,Not Employed,0.47276,3444,6754,0.46085,0.48466
1997,male,Full-Time Employment,0.46737,3813,6208,0.45496,0.47978
1997,male,Regular Part-Time Employment,0.01697,93,6208,0.01375,0.02018
1997,male,Vocational Training,0.02299,232,6208,0.01926,0.02672
1997,male,"Marginal, Irregular Part-Time Employment",0.00796,59,6208,0.00575,0.01017
1997,male,Not Employed,0.29755,2011,6208,0.28618,0.30892
1997,female,Full-Time Employment,0.20269,1910,6620,0.19300,0.21237
1997,female,Regular Part-Time Employment,0.11192,899,6620,0.10432,0.11951
1997,female,Vocational Training,0.01638,191,6620,0.01333,0.01944
1997,female,"Marginal, Irregular Part-Time Employment",0.02478,200,6620,0.02104,0.02853
1997,female,Not Employed,0.47905,3420,6620,0.46702,0.49109
1998,male,Full-Time Employment,0.46506,4148,6883,0.45328,0.47685
1998,male,Regular Part-Time Employment,0.01680,106,6883,0.01376,0.01983
1998,male,Vocational Training,0.02687,274,6883,0.02305,0.03069
1998,male,"Marginal, Irregular Part-Time Employment",0.01052,81,6883,0.00811,0.01293
1998,male,Not Employed,0.29696,2274,6883,0.28616,0.30775
1998,female,Full-Time Employment,0.20239,2075,7342,0.19320,0.21158
1998,female,Regular Part-Time Employment,0.11366,1004,7342,0.10640,0.12092
1998,female,Vocational Training,0.01617,204,7342,0.01329,0.01906
1998,female,"Marginal, Irregular Part-Time Employment",0.02252,224,7342,0.01913,0.02592
1998,female,Not Employed,0.47929,3835,7342,0.46786,0.49072
1999,male,Full-Time Employment,0.47040,4028,6602,0.45836,0.48244
1999,male,Regular Part-Time Employment,0.01765,114,6602,0.01447,0.02082
1999,male,Vocational Training,0.02573,251,6602,0.02191,0.02955
1999,male,"Marginal, Irregular Part-Time Employment",0.01442,112,6602,0.01154,0.01729
1999,male,Not Employed,0.29088,2097,6602,0.27992,0.30184
1999,female,Full-Time Employment,0.20700,2015,7056,0.19754,0.21645
1999,female,Regular Part-Time Employment,0.11229,1002,7056,0.10493,0.11966
1999,female,Vocational Training,0.01768,196,7056,0.01460,0.02075
1999,female,"Marginal, Irregular Part-Time Employment",0.03963,324,7056,0.03508,0.04419
1999,female,Not Employed,0.45789,3519,7056,0.44626,0.46951
2000,male,Full-Time Employment,0.47247,6862,11568,0.46337,0.48156
2000,male,Regular Part-Time Employment,0.01783,207,11568,0.01542,0.02024
2000,male,Vocational Training,0.02379,397,11568,0.02101,0.02656
2000,male,"Marginal, Irregular Part-Time Employment",0.01582,190,11568,0.01355,0.01810
2000,male,Not Employed,0.28701,3912,11568,0.27876,0.29525
2000,female,Full-Time Employment,0.20116,3198,12510,0.19414,0.20819
2000,female,Regular Part-Time Employment,0.12775,2025,12510,0.12190,0.13360
2000,female,Vocational Training,0.01600,299,12510,0.01380,0.01820
2000,female,"Marginal, Irregular Part-Time Employment",0.03825,576,12510,0.03489,0.04161
2000,female,Not Employed,0.45280,6412,12510,0.44407,0.46152
2001,male,Full-Time Employment,0.46545,6136,10510,0.45592,0.47499
2001,male,Regular Part-Time Employment,0.01758,190,10510,0.01507,0.02009
2001,male,Vocational Training,0.02333,357,10510,0.02045,0.02622
2001,male,"Marginal, Irregular Part-Time Employment",0.01790,204,10510,0.01537,0.02044
2001,male,Not Employed,0.29541,3623,10510,0.28669,0.30414
2001,female,Full-Time Employment,0.20174,2923,11382,0.19437,0.20912
2001,female,Regular Part-Time Employment,0.12904,1867,11382,0.12289,0.13520
2001,female,Vocational Training,0.02126,322,11382,0.01861,0.02391
2001,female,"Marginal, Irregular Part-Time Employment",0.03763,546,11382,0.03413,0.04113
2001,female,Not Employed,0.44642,5724,11382,0.43729,0.45556
2002,male,Full-Time Employment,0.44957,6464,11110,0.44032,0.45882
2002,male,Regular Part-Time Employment,0.01645,198,11110,0.01408,0.01882
2002,male,Vocational Training,0.02477,366,11110,0.02188,0.02766
2002,male,"Marginal, Irregular Part-Time Employment",0.01668,214,11110,0.01430,0.01907
2002,male,Not Employed,0.31329,3868,11110,0.30467,0.32192
2002,female,Full-Time Employment,0.19231,3088,11886,0.18522,0.19939
2002,female,Regular Part-Time Employment,0.13175,2085,11886,0.12567,0.13783
2002,female,Vocational Training,0.02136,312,11886,0.01876,0.02396
2002,female,"Marginal, Irregular Part-Time Employment",0.04101,614,11886,0.03744,0.04457
2002,female,Not Employed,0.45235,5787,11886,0.44340,0.46130
2003,male,Full-Time Employment,0.43904,5981,10660,0.42962,0.44846
2003,male,Regular Part-Time Employment,0.01875,213,10660,0.01617,0.02132
2003,male,Vocational Training,0.02278,336,10660,0.01994,0.02561
2003,male,"Marginal, Irregular Part-Time Employment",0.01804,236,10660,0.01552,0.02057
2003,male,Not Employed,0.32478,3894,10660,0.31589,0.33367
2003,female,Full-Time Employment,0.18907,2876,11474,0.18190,0.19623
2003,female,Regular Part-Time Employment,0.13291,2056,11474,0.12670,0.13912
2003,female,Vocational Training,0.01767,272,11474,0.01526,0.02008
2003,female,"Marginal, Irregular Part-Time Employment",0.04430,619,11474,0.04053,0.04806
2003,female,Not Employed,0.45542,5651,11474,0.44630,0.46453
2004,male,Full-Time Employment,0.43466,5754,10369,0.42512,0.44421
2004,male,Regular Part-Time Employment,0.01876,213,10369,0.01615,0.02137
2004,male,Vocational Training,0.02261,312,10369,0.01975,0.02547
2004,male,"Marginal, Irregular Part-Time Employment",0.01898,248,10369,0.01635,0.02160
2004,male,Not Employed,0.33356,3842,10369,0.32449,0.34264
2004,female,Full-Time Employment,0.18733,2764,11215,0.18010,0.19455
2004,female,Regular Part-Time Employment,0.13075,1973,11215,0.12451,0.13699
2004,female,Vocational Training,0.01937,268,11215,0.01682,0.02192
2004,female,"Marginal, Irregular Part-Time Employment",0.04899,670,11215,0.04499,0.05298
2004,female,Not Employed,0.45612,5540,11215,0.44690,0.46534
2005,male,Full-Time Employment,0.43521,5379,9886,0.42544,0.44498
2005,male,Regular Part-Time Employment,0.02090,215,9886,0.01808,0.02372
2005,male,Vocational Training,0.02457,287,9886,0.02152,0.02762
2005,male,"Marginal, Irregular Part-Time Employment",0.02118,241,9886,0.01834,0.02402
2005,male,Not Employed,0.32992,3764,9886,0.32065,0.33919
2005,female,Full-Time Employment,0.18844,2605,10781,0.18106,0.19583
2005,female,Regular Part-Time Employment,0.13413,1877,10781,0.12770,0.14057
2005,female,Vocational Training,0.01746,227,10781,0.01499,0.01993
2005,female,"Marginal, Irregular Part-Time Employment",0.05400,711,10781,0.04973,0.05827
2005,female,Not Employed,0.45411,5361,10781,0.44471,0.46351
2006,male,Full-Time Employment,0.43497,5606,10614,0.42554,0.44440
2006,male,Regular Part-Time Employment,0.02121,246,10614,0.01847,0.02395
2006,male,Vocational Training,0.02256,282,10614,0.01973,0.02538
2006,male,"Marginal, Irregular Part-Time Employment",0.02703,339,10614,0.02394,0.03011
2006,male,Not Employed,0.32881,4141,10614,0.31987,0.33775
2006,female,Full-Time Employment,0.18580,2710,11621,0.17873,0.19287
2006,female,Regular Part-Time Employment,0.13280,2063,11621,0.12663,0.13897
2006,female,Vocational Training,0.01779,236,11621,0.01539,0.02019
2006,female,"Marginal, Irregular Part-Time Employment",0.05646,803,11621,0.05227,0.06066
2006,female,Not Employed,0.45557,5809,11621,0.44652,0.46463
2007,male,Full-Time Employment,0.44437,5327,9939,0.43460,0.45414
2007,male,Regular Part-Time Employment,0.02324,234,9939,0.02028,0.02620
2007,male,Vocational Training,0.02213,270,9939,0.01924,0.02502
2007,male,"Marginal, Irregular Part-Time Employment",0.02718,308,9939,0.02398,0.03037
2007,male,Not Employed,0.32136,3800,9939,0.31217,0.33054
2007,female,Full-Time Employment,0.18928,2546,10882,0.18192,0.19664
2007,female,Regular Part-Time Employment,0.14318,2056,10882,0.13660,0.14977
2007,female,Vocational Training,0.01716,198,10882,0.01472,0.01960
2007,female,"Marginal, Irregular Part-Time Employment",0.05798,745,10882,0.05359,0.06237
2007,female,Not Employed,0.44654,5337,10882,0.43720,0.45588
2008,male,Full-Time Employment,0.45397,5002,9325,0.44386,0.46407
2008,male,Regular Part-Time Employment,0.02112,218,9325,0.01820,0.02404
2008,male,Vocational Training,0.02417,254,9325,0.02105,0.02729
2008,male,"Marginal, Irregular Part-Time Employment",0.02996,312,9325,0.02650,0.03342
2008,male,Not Employed,0.31243,3539,9325,0.30303,0.32184
2008,female,Full-Time Employment,0.20129,2510,10221,0.19352,0.20907
2008,female,Regular Part-Time Employment,0.14412,1910,10221,0.13731,0.15093
2008,female,Vocational Training,0.01698,192,10221,0.01447,0.01948
2008,female,"Marginal, Irregular Part-Time Employment",0.06488,733,10221,0.06010,0.06965
2008,female,Not Employed,0.43086,4876,10221,0.42126,0.44046
2009,male,Full-Time Employment,0.44996,4607,8714,0.43952,0.46041
2009,male,Regular Part-Time Employment,0.02258,218,8714,0.01946,0.02570
2009,male,Vocational Training,0.02458,242,8714,0.02133,0.02783
2009,male,"Marginal, Irregular Part-Time Employment",0.02842,252,8714,0.02493,0.03191
2009,male,Not Employed,0.31995,3395,8714,0.31015,0.32974
2009,female,Full-Time Employment,0.20825,2370,9514,0.20009,0.21641
2009,female,Regular Part-Time Employment,0.14304,1771,9514,0.13600,0.15008
2009,female,Vocational Training,0.01784,183,9514,0.01518,0.02050
2009,female,"Marginal, Irregular Part-Time Employment",0.06817,720,9514,0.06310,0.07323
2009,female,Not Employed,0.42199,4470,9514,0.41206,0.43191
2010,male,Full-Time Employment,0.44425,6375,11074,0.43500,0.45351
2010,male,Regular Part-Time Employment,0.02503,353,11074,0.02212,0.02794
2010,male,Vocational Training,0.02475,277,11074,0.02185,0.02764
2010,male,"Marginal, Irregular Part-Time Employment",0.03003,378,11074,0.02685,0.03321
2010,male,Not Employed,0.32130,3691,11074,0.31260,0.33000
2010,female,Full-Time Employment,0.20711,2638,13229,0.20020,0.21402
2010,female,Regular Part-Time Employment,0.14676,2699,13229,0.14073,0.15279
2010,female,Vocational Training,0.01912,233,13229,0.01679,0.02146
2010,female,"Marginal, Irregular Part-Time Employment",0.06762,1155,13229,0.06334,0.07190
2010,female,Not Employed,0.41832,6504,13229,0.40991,0.42673
2011,male,Full-Time Employment,0.45253,7424,13109,0.44401,0.46105
2011,male,Regular Part-Time Employment,0.02526,387,13109,0.02257,0.02795
2011,male,Vocational Training,0.02267,317,13109,0.02012,0.02522
2011,male,"Marginal, Irregular Part-Time Employment",0.02667,386,13109,0.02392,0.02943
2011,male,Not Employed,0.31305,4595,13109,0.30511,0.32099
2011,female,Full-Time Employment,0.21613,3389,15754,0.20971,0.22256
2011,female,Regular Part-Time Employment,0.14472,3551,15754,0.13923,0.15022
2011,female,Vocational Training,0.01643,275,15754,0.01445,0.01842
2011,female,"Marginal, Irregular Part-Time Employment",0.06094,1292,15754,0.05721,0.06468
2011,female,Not Employed,0.41650,7247,15754,0.40880,0.42420
2012,male,Full-Time Employment,0.45171,7081,12798,0.44308,0.46033
2012,male,Regular Part-Time Employment,0.02566,420,12798,0.02292,0.02840
2012,male,Vocational Training,0.02201,339,12798,0.01947,0.02455
2012,male,"Marginal, Irregular Part-Time Employment",0.02918,453,12798,0.02626,0.03209
2012,male,Not Employed,0.31239,4505,12798,0.30436,0.32042
2012,female,Full-Time Employment,0.21557,3406,15340,0.20906,0.22207
2012,female,Regular Part-Time Employment,0.15058,3527,15340,0.14492,0.15624
2012,female,Vocational Training,0.01520,273,15340,0.01327,0.01714
2012,female,"Marginal, Irregular Part-Time Employment",0.06350,1298,15340,0.05964,0.06736
2012,female,Not Employed,0.41115,6836,15340,0.40337,0.41894
2013,male,Full-Time Employment,0.44569,7905,14240,0.43753,0.45386
2013,male,Regular Part-Time Employment,0.02695,506,14240,0.02429,0.02961
2013,male,Vocational Training,0.02541,496,14240,0.02282,0.02799
2013,male,"Marginal, Irregular Part-Time Employment",0.02956,535,14240,0.02678,0.03235
2013,male,Not Employed,0.31482,4798,14240,0.30719,0.32245
2013,female,Full-Time Employment,0.20873,3758,16914,0.20260,0.21485
2013,female,Regular Part-Time Employment,0.15725,3950,16914,0.15177,0.16274
2013,female,Vocational Training,0.01604,396,16914,0.01415,0.01793
2013,female,"Marginal, Irregular Part-Time Employment",0.06828,1579,16914,0.06448,0.07208
2013,female,Not Employed,0.40681,7231,16914,0.39941,0.41422
2014,male,Full-Time Employment,0.44273,6891,12702,0.43410,0.45137
2014,male,Regular Part-Time Employment,0.03157,459,12702,0.02853,0.03461
2014,male,Vocational Training,0.02604,411,12702,0.02327,0.02881
2014,male,"Marginal, Irregular Part-Time Employment",0.03452,559,12702,0.03134,0.03769
2014,male,Not Employed,0.31037,4382,12702,0.30233,0.31842
2014,female,Full-Time Employment,0.20733,3335,14916,0.20083,0.21384
2014,female,Regular Part-Time Employment,0.15903,3444,14916,0.15316,0.16490
2014,female,Vocational Training,0.01638,354,14916,0.01435,0.01842
2014,female,"Marginal, Irregular Part-Time Employment",0.07103,1426,14916,0.06691,0.07515
2014,female,Not Employed,0.40239,6357,14916,0.39452,0.41026
2015,male,Full-Time Employment,0.44223,6804,12568,0.43354,0.45091
2015,male,Regular Part-Time Employment,0.03163,493,12568,0.02857,0.03469
2015,male,Vocational Training,0.02604,420,12568,0.02325,0.02882
2015,male,"Marginal, Irregular Part-Time Employment",0.03561,523,12568,0.03237,0.03885
2015,male,Not Employed,0.30949,4328,12568,0.30140,0.31757
2015,female,Full-Time Employment,0.20988,3292,14740,0.20331,0.21645
2015,female,Regular Part-Time Employment,0.16873,3458,14740,0.16269,0.17478
2015,female,Vocational Training,0.01679,360,14740,0.01471,0.01886
2015,female,"Marginal, Irregular Part-Time Employment",0.06729,1312,14740,0.06324,0.07133
2015,female,Not Employed,0.39551,6318,14740,0.38762,0.40340
2016,male,Full-Time Employment,0.43899,6134,13196,0.43052,0.44746
2016,male,Regular Part-Time Employment,0.03609,548,13196,0.03290,0.03927
2016,male,Vocational Training,0.02529,458,13196,0.02262,0.02797
2016,male,"Marginal, Irregular Part-Time Employment",0.03404,512,13196,0.03095,0.03714
2016,male,Not Employed,0.30748,5544,13196,0.29961,0.31536
2016,female,Full-Time Employment,0.21884,3117,14716,0.21216,0.22552
2016,female,Regular Part-Time Employment,0.17035,3269,14716,0.16427,0.17642
2016,female,Vocational Training,0.01637,340,14716,0.01432,0.01842
2016,female,"Marginal, Irregular Part-Time Employment",0.06214,1155,14716,0.05824,0.06604
2016,female,Not Employed,0.38982,6835,14716,0.38194,0.39770
2017,male,Full-Time Employment,0.44436,7062,14865,0.43637,0.45235
2017,male,Regular Part-Time Employment,0.03455,636,14865,0.03161,0.03748
2017,male,Vocational Training,0.02345,530,14865,0.02101,0.02588
2017,male,"Marginal, Irregular Part-Time Employment",0.03544,589,14865,0.03247,0.03841
2017,male,Not Employed,0.30259,6048,14865,0.29520,0.30997
2017,female,Full-Time Employment,0.21665,3566,16353,0.21034,0.22297
2017,female,Regular Part-Time Employment,0.17287,3697,16353,0.16707,0.17866
2017,female,Vocational Training,0.01845,377,16353,0.01639,0.02051
2017,female,"Marginal, Irregular Part-Time Employment",0.06530,1222,16353,0.06151,0.06908
2017,female,Not Employed,0.38112,7491,16353,0.37368,0.38857
2018,male,Full-Time Employment,0.44839,6782,14214,0.44022,0.45657
2018,male,Regular Part-Time Employment,0.04195,765,14214,0.03866,0.04525
2018,male,Vocational Training,0.02229,532,14214,0.01986,0.02472
2018,male,"Marginal, Irregular Part-Time Employment",0.03640,623,14214,0.03332,0.03948
2018,male,Not Employed,0.29268,5512,14214,0.28520,0.30016
2018,female,Full-Time Employment,0.22038,3471,15600,0.21387,0.22688
2018,female,Regular Part-Time Employment,0.17792,3597,15600,0.17192,0.18392
2018,female,Vocational Training,0.01756,367,15600,0.01550,0.01962
2018,female,"Marginal, Irregular Part-Time Employment",0.06111,1140,15600,0.05735,0.06487
2018,female,Not Employed,0.38001,7025,15600,0.37239,0.38762
2019,male,Full-Time Employment,0.44739,7555,14465,0.43929,0.45549
2019,male,Regular Part-Time Employment,0.04566,822,14465,0.04226,0.04906
2019,male,Vocational Training,0.02295,507,14465,0.02051,0.02539
2019,male,"Marginal, Irregular Part-Time Employment",0.03217,590,14465,0.02930,0.03505
2019,male,Not Employed,0.28907,4991,14465,0.28168,0.29646
2019,female,Full-Time Employment,0.22240,3634,15052,0.21576,0.22904
2019,female,Regular Part-Time Employment,0.18612,3618,15052,0.17991,0.19234
2019,female,Vocational Training,0.01727,369,15052,0.01519,0.01936
2019,female,"Marginal, Irregular Part-Time Employment",0.05355,1049,15052,0.04995,0.05714
2019,female,Not Employed,0.37196,6382,15052,0.36424,0.37968
2020,male,Full-Time Employment,0.44719,7884,14836,0.43919,0.45519
2020,male,Regular Part-Time Employment,0.04350,839,14836,0.04022,0.04678
2020,male,Vocational Training,0.02240,574,14836,0.02002,0.02479
2020,male,"Marginal, Irregular Part-Time Employment",0.03237,543,14836,0.02952,0.03521
2020,male,Not Employed,0.29104,4996,14836,0.28373,0.29835
2020,female,Full-Time Employment,0.21982,3783,15012,0.21320,0.22645
2020,female,Regular Part-Time Employment,0.18917,3502,15012,0.18291,0.19544
2020,female,Vocational Training,0.01867,410,15012,0.01650,0.02083
2020,female,"Marginal, Irregular Part-Time Employment",0.05095,923,15012,0.04744,0.05447
2020,female,Not Employed,0.37177,6394,15012,0.36403,0.37950
2021,male,Full-Time Employment,0.44424,5062,9622,0.43431,0.45417
2021,male,Regular Part-Time Employment,0.04716,589,9622,0.04293,0.05140
2021,male,Vocational Training,0.01808,265,9622,0.01542,0.02074
2021,male,"Marginal, Irregular Part-Time Employment",0.03269,309,9622,0.02914,0.03625
2021,male,Not Employed,0.27923,3290,9622,0.27027,0.28820
2021,male,In short-time work (since 2021),0.00711,107,9622,0.00543,0.00878
2021,female,Full-Time Employment,0.22775,2642,10185,0.21960,0.23589
2021,female,Regular Part-Time Employment,0.18056,2398,10185,0.17309,0.18804
2021,female,Vocational Training,0.01465,203,10185,0.01232,0.01699
2021,female,"Marginal, Irregular Part-Time Employment",0.05085,574,10185,0.04658,0.05511
2021,female,Not Employed,0.36116,4289,10185,0.35184,0.37049
2021,female,In short-time work (since 2021),0.00457,79,10185,0.00326,0.00588
2022,male,Full-Time Employment,0.45535,8356,13744,0.44702,0.46367
2022,male,Regular Part-Time Employment,0.05397,872,13744,0.05019,0.05775
2022,male,Vocational Training,0.01617,398,13744,0.01406,0.01828
