year,pgisced97,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,First Stage of Tertiary Education,4th Quintile,Not Employed,0.29954,44,148,0.22549,0.37359
1984,First Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.63986,153,200,0.57316,0.70656
1984,First Stage of Tertiary Education,5th Quintile,Not Employed,0.24503,47,200,0.18527,0.30479
1984,Second Stage of Tertiary Education,1st Quintile,Not Employed,0.49128,35,35,0.32323,0.65932
1984,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.61785,74,74,0.50638,0.72932
1984,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.69649,128,163,0.62569,0.76729
1984,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.22753,35,163,0.16297,0.29209
1984,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.68624,273,370,0.63889,0.73359
1984,Second Stage of Tertiary Education,5th Quintile,Regular Part-Time Employment,0.08824,33,370,0.05930,0.11718
1984,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.19857,64,370,0.15787,0.23927
1985,Pre-primary Level,1st Quintile,Not Employed,0.98837,40,40,0.95471,1.02202
1985,Pre-primary Level,3rd Quintile,Not Employed,0.94885,44,44,0.88300,1.01470
1985,Pre-primary Level,4th Quintile,Not Employed,0.93783,35,35,0.85666,1.01899
1985,Pre-primary Level,5th Quintile,Not Employed,0.95942,31,31,0.88881,1.03003
1985,Primary Level,1st Quintile,Full-Time Employment,0.19370,94,296,0.14860,0.23880
1985,Primary Level,1st Quintile,Not Employed,0.73512,202,296,0.68476,0.78547
1985,Primary Level,2nd Quintile,Full-Time Employment,0.32683,78,174,0.25693,0.39672
1985,Primary Level,2nd Quintile,Not Employed,0.58192,96,174,0.50842,0.65542
1985,Primary Level,3rd Quintile,Full-Time Employment,0.63956,106,144,0.56086,0.71825
1985,Primary Level,3rd Quintile,Not Employed,0.30550,38,144,0.23000,0.38100
1985,Primary Level,4th Quintile,Full-Time Employment,0.56878,89,89,0.46531,0.67226
1985,Primary Level,5th Quintile,Full-Time Employment,0.66075,49,49,0.52681,0.79469
1985,Lower Secondary Level,1st Quintile,Full-Time Employment,0.14488,214,803,0.12052,0.16925
1985,Lower Secondary Level,1st Quintile,Vocational Training,0.05100,43,803,0.03578,0.06623
1985,Lower Secondary Level,1st Quintile,Not Employed,0.75086,546,803,0.72093,0.78080
1985,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.19399,203,698,0.16463,0.22334
1985,Lower Secondary Level,2nd Quintile,Regular Part-Time Employment,0.06719,51,698,0.04861,0.08578
1985,Lower Secondary Level,2nd Quintile,Vocational Training,0.04986,38,698,0.03370,0.06602
1985,Lower Secondary Level,2nd Quintile,Not Employed,0.66271,406,698,0.62761,0.69781
1985,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.26655,253,649,0.23251,0.30059
1985,Lower Secondary Level,3rd Quintile,Regular Part-Time Employment,0.07567,53,649,0.05531,0.09603
1985,Lower Secondary Level,3rd Quintile,Vocational Training,0.06840,43,649,0.04896,0.08783
1985,Lower Secondary Level,3rd Quintile,Not Employed,0.56632,300,649,0.52816,0.60448
1985,Lower Secondary Level,4th Quintile,Full-Time Employment,0.32036,202,478,0.27848,0.36223
1985,Lower Secondary Level,4th Quintile,Regular Part-Time Employment,0.09711,43,478,0.07054,0.12369
1985,Lower Secondary Level,4th Quintile,Vocational Training,0.09206,46,478,0.06611,0.11800
1985,Lower Secondary Level,4th Quintile,Not Employed,0.46718,187,478,0.42240,0.51195
1985,Lower Secondary Level,5th Quintile,Full-Time Employment,0.35824,147,288,0.30277,0.41371
1985,Lower Secondary Level,5th Quintile,Not Employed,0.47972,141,288,0.42192,0.53752
1985,Upper Secondary Level,1st Quintile,Full-Time Employment,0.28440,303,804,0.25320,0.31561
1985,Upper Secondary Level,1st Quintile,Regular Part-Time Employment,0.05630,51,804,0.04036,0.07224
1985,Upper Secondary Level,1st Quintile,Not Employed,0.59934,450,804,0.56544,0.63323
1985,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.40519,473,980,0.37443,0.43594
1985,Upper Secondary Level,2nd Quintile,Regular Part-Time Employment,0.05748,65,980,0.04290,0.07206
1985,Upper Secondary Level,2nd Quintile,Not Employed,0.50492,442,980,0.47360,0.53624
1985,Upper Secondary Level,3rd Quintile,Full-Time Employment,0.46678,539,1019,0.43613,0.49742
1985,Upper Secondary Level,3rd Quintile,Regular Part-Time Employment,0.06823,77,1019,0.05274,0.08371
1985,Upper Secondary Level,3rd Quintile,Not Employed,0.43099,403,1019,0.40057,0.46141
1985,Upper Secondary Level,4th Quintile,Full-Time Employment,0.54893,689,1135,0.51997,0.57789
1985,Upper Secondary Level,4th Quintile,Regular Part-Time Employment,0.07789,96,1135,0.06229,0.09348
1985,Upper Secondary Level,4th Quintile,Not Employed,0.35206,350,1135,0.32426,0.37986
1985,Upper Secondary Level,5th Quintile,Full-Time Employment,0.61570,699,1060,0.58640,0.64500
1985,Upper Secondary Level,5th Quintile,Regular Part-Time Employment,0.09518,103,1060,0.07750,0.11285
1985,Upper Secondary Level,5th Quintile,Not Employed,0.26908,258,1060,0.24237,0.29579
1985,Post-secondary Non-tertiary Level,3rd Quintile,Full-Time Employment,0.59556,34,34,0.42811,0.76302
1985,Post-secondary Non-tertiary Level,4th Quintile,Full-Time Employment,0.56161,33,33,0.38969,0.73353
1985,Post-secondary Non-tertiary Level,5th Quintile,Full-Time Employment,0.62057,42,42,0.47204,0.76911
1985,First Stage of Tertiary Education,1st Quintile,Not Employed,0.55521,32,32,0.38028,0.73015
1985,First Stage of Tertiary Education,2nd Quintile,Not Employed,0.52748,36,36,0.36208,0.69288
1985,First Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.63785,73,109,0.54721,0.72850
1985,First Stage of Tertiary Education,3rd Quintile,Not Employed,0.34570,36,109,0.25601,0.43540
1985,First Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.62369,99,138,0.54256,0.70481
1985,First Stage of Tertiary Education,4th Quintile,Not Employed,0.27729,39,138,0.20233,0.35226
1985,First Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.59132,134,183,0.51990,0.66274
1985,First Stage of Tertiary Education,5th Quintile,Not Employed,0.26693,49,183,0.20266,0.33120
1985,Second Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.51581,34,34,0.34530,0.68633
1985,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.67743,69,69,0.56632,0.78854
1985,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.68334,126,161,0.61126,0.75542
1985,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.23056,35,161,0.16529,0.29582
1985,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.69920,266,336,0.65009,0.74831
1985,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.22351,70,336,0.17889,0.26812
1986,Pre-primary Level,1st Quintile,Not Employed,0.89892,40,40,0.80431,0.99353
1986,Pre-primary Level,2nd Quintile,Not Employed,0.97555,37,37,0.92510,1.02600
1986,Pre-primary Level,4th Quintile,Not Employed,0.95205,32,32,0.87684,1.02726
1986,Primary Level,1st Quintile,Full-Time Employment,0.21758,80,247,0.16602,0.26914
1986,Primary Level,1st Quintile,Not Employed,0.69780,167,247,0.64041,0.75518
1986,Primary Level,2nd Quintile,Full-Time Employment,0.38980,81,183,0.31894,0.46066
1986,Primary Level,2nd Quintile,Not Employed,0.51958,102,183,0.44699,0.59217
1986,Primary Level,3rd Quintile,Full-Time Employment,0.58874,89,133,0.50480,0.67269
1986,Primary Level,3rd Quintile,Not Employed,0.32419,44,133,0.24434,0.40404
1986,Primary Level,4th Quintile,Full-Time Employment,0.75113,99,99,0.66553,0.83673
1986,Primary Level,5th Quintile,Full-Time Employment,0.53567,35,35,0.36803,0.70331
1986,Lower Secondary Level,1st Quintile,Full-Time Employment,0.12371,169,726,0.09975,0.14768
1986,Lower Secondary Level,1st Quintile,Vocational Training,0.05451,43,726,0.03798,0.07103
1986,Lower Secondary Level,1st Quintile,Not Employed,0.77614,514,726,0.74580,0.80648
1986,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.18501,192,688,0.15597,0.21405
1986,Lower Secondary Level,2nd Quintile,Regular Part-Time Employment,0.06009,46,688,0.04232,0.07786
1986,Lower Secondary Level,2nd Quintile,Vocational Training,0.07011,63,688,0.05102,0.08921
1986,Lower Secondary Level,2nd Quintile,Not Employed,0.66253,387,688,0.62717,0.69789
1986,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.29114,237,594,0.25458,0.32771
1986,Lower Secondary Level,3rd Quintile,Regular Part-Time Employment,0.08429,52,594,0.06193,0.10666
1986,Lower Secondary Level,3rd Quintile,Vocational Training,0.09016,58,594,0.06711,0.11322
1986,Lower Secondary Level,3rd Quintile,Not Employed,0.50742,247,594,0.46718,0.54766
1986,Lower Secondary Level,4th Quintile,Full-Time Employment,0.33710,227,496,0.29546,0.37875
1986,Lower Secondary Level,4th Quintile,Regular Part-Time Employment,0.09622,41,496,0.07024,0.12220
1986,Lower Secondary Level,4th Quintile,Vocational Training,0.07169,39,496,0.04897,0.09442
1986,Lower Secondary Level,4th Quintile,Not Employed,0.46845,189,496,0.42449,0.51241
1986,Lower Secondary Level,5th Quintile,Full-Time Employment,0.33940,133,264,0.28217,0.39663
1986,Lower Secondary Level,5th Quintile,Not Employed,0.47329,131,264,0.41295,0.53364
1986,Upper Secondary Level,1st Quintile,Full-Time Employment,0.24330,253,717,0.21187,0.27473
1986,Upper Secondary Level,1st Quintile,Not Employed,0.67101,464,717,0.63660,0.70543
1986,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.42047,461,923,0.38860,0.45233
1986,Upper Secondary Level,2nd Quintile,Regular Part-Time Employment,0.04232,50,923,0.02933,0.05532
1986,Upper Secondary Level,2nd Quintile,Not Employed,0.50150,412,923,0.46923,0.53377
1986,Upper Secondary Level,3rd Quintile,Full-Time Employment,0.46556,516,983,0.43436,0.49676
1986,Upper Secondary Level,3rd Quintile,Regular Part-Time Employment,0.06512,70,983,0.04969,0.08056
1986,Upper Secondary Level,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03365,35,983,0.02237,0.04493
1986,Upper Secondary Level,3rd Quintile,Not Employed,0.41533,362,983,0.38451,0.44615
1986,Upper Secondary Level,4th Quintile,Full-Time Employment,0.56898,716,1137,0.54018,0.59777
1986,Upper Secondary Level,4th Quintile,Regular Part-Time Employment,0.06334,76,1137,0.04918,0.07751
1986,Upper Secondary Level,4th Quintile,Not Employed,0.33496,345,1137,0.30751,0.36240
1986,Upper Secondary Level,5th Quintile,Full-Time Employment,0.61674,682,1015,0.58681,0.64666
1986,Upper Secondary Level,5th Quintile,Regular Part-Time Employment,0.07880,81,1015,0.06222,0.09539
1986,Upper Secondary Level,5th Quintile,Not Employed,0.26649,252,1015,0.23927,0.29370
1986,Post-secondary Non-tertiary Level,3rd Quintile,Full-Time Employment,0.60972,43,43,0.46219,0.75726
1986,Post-secondary Non-tertiary Level,5th Quintile,Full-Time Employment,0.64825,48,48,0.51173,0.78477
1986,First Stage of Tertiary Education,1st Quintile,Not Employed,0.64130,33,33,0.47512,0.80748
1986,First Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.35910,34,66,0.24247,0.47572
1986,First Stage of Tertiary Education,2nd Quintile,Not Employed,0.49844,32,66,0.37689,0.62000
1986,First Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.57936,66,105,0.48448,0.67424
1986,First Stage of Tertiary Education,3rd Quintile,Not Employed,0.36160,39,105,0.26926,0.45394
1986,First Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.61813,96,136,0.53617,0.70009
1986,First Stage of Tertiary Education,4th Quintile,Not Employed,0.31710,40,136,0.23860,0.39559
1986,First Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.63213,119,162,0.55764,0.70662
1986,First Stage of Tertiary Education,5th Quintile,Not Employed,0.26274,43,162,0.19475,0.33072
1986,Second Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.60472,36,36,0.44274,0.76670
1986,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.66026,64,64,0.54331,0.77722
1986,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.60357,104,144,0.52339,0.68374
1986,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.28471,40,144,0.21074,0.35867
1986,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.68530,264,366,0.63765,0.73294
1986,Second Stage of Tertiary Education,5th Quintile,Regular Part-Time Employment,0.08277,33,366,0.05451,0.11104
1986,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.21165,69,366,0.16974,0.25355
1987,Pre-primary Level,1st Quintile,Not Employed,0.99467,40,40,0.97183,1.01752
1987,Pre-primary Level,2nd Quintile,Not Employed,0.99594,39,39,0.97573,1.01615
1987,Pre-primary Level,3rd Quintile,Not Employed,0.96959,43,43,0.91766,1.02152
1987,Pre-primary Level,4th Quintile,Not Employed,0.78838,32,32,0.64459,0.93217
1987,Primary Level,1st Quintile,Full-Time Employment,0.19450,60,227,0.14290,0.24611
1987,Primary Level,1st Quintile,Not Employed,0.74235,167,227,0.68533,0.79937
1987,Primary Level,2nd Quintile,Full-Time Employment,0.42437,89,173,0.35050,0.49823
1987,Primary Level,2nd Quintile,Not Employed,0.43888,84,173,0.36472,0.51305
1987,Primary Level,3rd Quintile,Full-Time Employment,0.57514,92,138,0.49236,0.65791
1987,Primary Level,3rd Quintile,Not Employed,0.34559,46,138,0.26596,0.42523
1987,Primary Level,4th Quintile,Full-Time Employment,0.66681,77,77,0.56084,0.77279
1987,Primary Level,5th Quintile,Full-Time Employment,0.62883,37,37,0.47101,0.78665
1987,Lower Secondary Level,1st Quintile,Full-Time Employment,0.11658,154,763,0.09379,0.13936
1987,Lower Secondary Level,1st Quintile,Regular Part-Time Employment,0.03721,32,763,0.02377,0.05064
1987,Lower Secondary Level,1st Quintile,Vocational Training,0.05430,53,763,0.03821,0.07039
1987,Lower Secondary Level,1st Quintile,Not Employed,0.77110,524,763,0.74127,0.80093
1987,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.21344,208,652,0.18197,0.24492
1987,Lower Secondary Level,2nd Quintile,Regular Part-Time Employment,0.07633,47,652,0.05594,0.09673
1987,Lower Secondary Level,2nd Quintile,Vocational Training,0.07873,67,652,0.05804,0.09941
1987,Lower Secondary Level,2nd Quintile,Not Employed,0.60505,330,652,0.56750,0.64260
1987,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.26113,193,554,0.22452,0.29774
1987,Lower Secondary Level,3rd Quintile,Regular Part-Time Employment,0.07453,38,554,0.05264,0.09642
1987,Lower Secondary Level,3rd Quintile,Vocational Training,0.09436,69,554,0.06999,0.11872
1987,Lower Secondary Level,3rd Quintile,Not Employed,0.54249,254,554,0.50097,0.58402
1987,Lower Secondary Level,4th Quintile,Full-Time Employment,0.32327,201,474,0.28112,0.36542
1987,Lower Secondary Level,4th Quintile,Regular Part-Time Employment,0.12297,51,474,0.09338,0.15257
1987,Lower Secondary Level,4th Quintile,Vocational Training,0.08638,46,474,0.06107,0.11170
1987,Lower Secondary Level,4th Quintile,Not Employed,0.45288,176,474,0.40802,0.49774
1987,Lower Secondary Level,5th Quintile,Full-Time Employment,0.38440,152,309,0.33007,0.43873
1987,Lower Secondary Level,5th Quintile,Vocational Training,0.09559,35,309,0.06275,0.12842
1987,Lower Secondary Level,5th Quintile,Not Employed,0.40741,122,309,0.35254,0.46229
1987,Upper Secondary Level,1st Quintile,Full-Time Employment,0.23509,252,755,0.20482,0.26536
1987,Upper Secondary Level,1st Quintile,Regular Part-Time Employment,0.04433,40,755,0.02964,0.05902
1987,Upper Secondary Level,1st Quintile,Not Employed,0.68482,463,755,0.65166,0.71798
1987,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.42212,458,917,0.39013,0.45410
1987,Upper Secondary Level,2nd Quintile,Regular Part-Time Employment,0.05332,52,917,0.03877,0.06787
1987,Upper Secondary Level,2nd Quintile,Not Employed,0.49400,407,917,0.46162,0.52637
1987,Upper Secondary Level,3rd Quintile,Full-Time Employment,0.47529,560,1066,0.44530,0.50528
1987,Upper Secondary Level,3rd Quintile,Regular Part-Time Employment,0.06734,80,1066,0.05229,0.08239
1987,Upper Secondary Level,3rd Quintile,Vocational Training,0.02547,31,1066,0.01601,0.03493
1987,Upper Secondary Level,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02798,31,1066,0.01808,0.03789
1987,Upper Secondary Level,3rd Quintile,Not Employed,0.40273,364,1066,0.37328,0.43219
1987,Upper Secondary Level,4th Quintile,Full-Time Employment,0.57832,686,1084,0.54891,0.60773
1987,Upper Secondary Level,4th Quintile,Regular Part-Time Employment,0.08208,91,1084,0.06574,0.09843
1987,Upper Secondary Level,4th Quintile,Not Employed,0.30506,307,1084,0.27764,0.33248
1987,Upper Secondary Level,5th Quintile,Full-Time Employment,0.62893,677,992,0.59886,0.65901
1987,Upper Secondary Level,5th Quintile,Regular Part-Time Employment,0.07611,77,992,0.05960,0.09262
1987,Upper Secondary Level,5th Quintile,Not Employed,0.26025,238,992,0.23293,0.28757
1987,Post-secondary Non-tertiary Level,3rd Quintile,Full-Time Employment,0.40044,32,32,0.22795,0.57293
1987,Post-secondary Non-tertiary Level,5th Quintile,Full-Time Employment,0.72467,54,54,0.60441,0.84493
1987,First Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.35364,33,79,0.24753,0.45974
1987,First Stage of Tertiary Education,2nd Quintile,Not Employed,0.54666,46,79,0.43618,0.65714
1987,First Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.55974,71,111,0.46697,0.65251
1987,First Stage of Tertiary Education,3rd Quintile,Not Employed,0.39515,40,111,0.30379,0.48651
1987,First Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.54813,81,123,0.45982,0.63644
1987,First Stage of Tertiary Education,4th Quintile,Not Employed,0.35332,42,123,0.26850,0.43815
1987,First Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.67818,119,151,0.60342,0.75295
1987,First Stage of Tertiary Education,5th Quintile,Not Employed,0.19704,32,151,0.13339,0.26070
1987,Second Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.65560,34,34,0.49348,0.81773
1987,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.64633,56,56,0.51997,0.77269
1987,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.63594,123,162,0.56161,0.71026
1987,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.25129,39,162,0.18429,0.31829
1987,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.70124,275,348,0.65309,0.74940
1987,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.22333,73,348,0.17951,0.26715
1988,Pre-primary Level,1st Quintile,Not Employed,0.99398,39,39,0.96940,1.01857
1988,Pre-primary Level,2nd Quintile,Not Employed,0.96835,36,36,0.91035,1.02635
1988,Pre-primary Level,3rd Quintile,Not Employed,0.93002,37,37,0.84669,1.01336
1988,Primary Level,1st Quintile,Full-Time Employment,0.20572,62,221,0.15230,0.25913
1988,Primary Level,1st Quintile,Not Employed,0.69486,159,221,0.63401,0.75571
1988,Primary Level,2nd Quintile,Full-Time Employment,0.39677,71,149,0.31795,0.47559
1988,Primary Level,2nd Quintile,Not Employed,0.54202,78,149,0.46175,0.62229
1988,Primary Level,3rd Quintile,Full-Time Employment,0.41883,71,122,0.33093,0.50674
1988,Primary Level,3rd Quintile,Not Employed,0.47203,51,122,0.38307,0.56098
1988,Primary Level,4th Quintile,Full-Time Employment,0.67864,74,107,0.58973,0.76754
1988,Primary Level,4th Quintile,Not Employed,0.29797,33,107,0.21090,0.38504
1988,Primary Level,5th Quintile,Full-Time Employment,0.70415,34,34,0.54843,0.85988
1988,Lower Secondary Level,1st Quintile,Full-Time Employment,0.11339,153,733,0.09042,0.13636
1988,Lower Secondary Level,1st Quintile,Regular Part-Time Employment,0.03773,35,733,0.02393,0.05154
1988,Lower Secondary Level,1st Quintile,Vocational Training,0.05794,64,733,0.04101,0.07486
1988,Lower Secondary Level,1st Quintile,Not Employed,0.76099,481,733,0.73010,0.79189
1988,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.17524,183,629,0.14551,0.20497
1988,Lower Secondary Level,2nd Quintile,Regular Part-Time Employment,0.07064,42,629,0.05060,0.09068
1988,Lower Secondary Level,2nd Quintile,Vocational Training,0.08147,67,629,0.06007,0.10286
1988,Lower Secondary Level,2nd Quintile,Not Employed,0.65605,337,629,0.61890,0.69320
1988,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.29231,217,557,0.25451,0.33012
1988,Lower Secondary Level,3rd Quintile,Regular Part-Time Employment,0.08597,43,557,0.06267,0.10928
1988,Lower Secondary Level,3rd Quintile,Vocational Training,0.09497,64,557,0.07060,0.11934
1988,Lower Secondary Level,3rd Quintile,Not Employed,0.50652,233,557,0.46496,0.54807
1988,Lower Secondary Level,4th Quintile,Full-Time Employment,0.33909,192,460,0.29578,0.38240
1988,Lower Secondary Level,4th Quintile,Regular Part-Time Employment,0.12327,47,460,0.09320,0.15335
1988,Lower Secondary Level,4th Quintile,Vocational Training,0.07727,45,460,0.05284,0.10170
1988,Lower Secondary Level,4th Quintile,Not Employed,0.45466,176,460,0.40910,0.50021
1988,Lower Secondary Level,5th Quintile,Full-Time Employment,0.38140,125,251,0.32119,0.44161
1988,Lower Secondary Level,5th Quintile,Vocational Training,0.10318,31,251,0.06547,0.14089
1988,Lower Secondary Level,5th Quintile,Not Employed,0.37403,95,251,0.31405,0.43401
1988,Upper Secondary Level,1st Quintile,Full-Time Employment,0.25644,244,704,0.22416,0.28872
1988,Upper Secondary Level,1st Quintile,Regular Part-Time Employment,0.05009,37,704,0.03396,0.06621
1988,Upper Secondary Level,1st Quintile,Not Employed,0.65157,423,704,0.61635,0.68679
1988,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.37772,423,887,0.34580,0.40965
