year,pgisced97,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Lower Secondary Level,female,Vocational Training,0.03936,90,1899,0.03061,0.04811
1986,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03358,69,1899,0.02548,0.04169
1986,Lower Secondary Level,female,Not Employed,0.69522,1185,1899,0.67451,0.71593
1986,Upper Secondary Level,male,Full-Time Employment,0.65759,1940,2693,0.63967,0.67552
1986,Upper Secondary Level,male,Vocational Training,0.01610,53,2693,0.01134,0.02085
1986,Upper Secondary Level,male,Not Employed,0.31106,700,2693,0.29357,0.32855
1986,Upper Secondary Level,female,Full-Time Employment,0.27634,689,2260,0.25790,0.29478
1986,Upper Secondary Level,female,Regular Part-Time Employment,0.11731,288,2260,0.10404,0.13058
1986,Upper Secondary Level,female,Vocational Training,0.01812,43,2260,0.01262,0.02363
1986,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.04251,105,2260,0.03419,0.05083
1986,Upper Secondary Level,female,Not Employed,0.54571,1135,2260,0.52517,0.56624
1986,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.56275,108,159,0.48541,0.64010
1986,Post-secondary Non-tertiary Level,male,Not Employed,0.41038,51,159,0.33368,0.48708
1986,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.49282,54,89,0.38836,0.59728
1986,Post-secondary Non-tertiary Level,female,Not Employed,0.32249,35,89,0.22483,0.42015
1986,First Stage of Tertiary Education,male,Full-Time Employment,0.72069,253,325,0.67184,0.76955
1986,First Stage of Tertiary Education,male,Not Employed,0.25796,72,325,0.21032,0.30560
1986,First Stage of Tertiary Education,female,Full-Time Employment,0.30548,80,233,0.24620,0.36475
1986,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.13349,38,233,0.08973,0.17726
1986,First Stage of Tertiary Education,female,Not Employed,0.51338,115,233,0.44906,0.57770
1986,Second Stage of Tertiary Education,male,Full-Time Employment,0.75458,390,497,0.71670,0.79245
1986,Second Stage of Tertiary Education,male,Regular Part-Time Employment,0.05516,32,497,0.03507,0.07525
1986,Second Stage of Tertiary Education,male,Not Employed,0.17504,75,497,0.14159,0.20848
1986,Second Stage of Tertiary Education,female,Full-Time Employment,0.37909,94,227,0.31583,0.44234
1986,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.16975,44,227,0.12081,0.21870
1986,Second Stage of Tertiary Education,female,Not Employed,0.40036,89,227,0.33648,0.46424
1987,Pre-primary Level,male,Not Employed,0.92599,97,97,0.87362,0.97836
1987,Pre-primary Level,female,Not Employed,0.94158,85,85,0.89142,0.99173
1987,Primary Level,male,Full-Time Employment,0.62603,217,302,0.57137,0.68069
1987,Primary Level,male,Not Employed,0.34306,85,302,0.28943,0.39669
1987,Primary Level,female,Full-Time Employment,0.24888,138,424,0.20768,0.29009
1987,Primary Level,female,Regular Part-Time Employment,0.05480,32,424,0.03311,0.07649
1987,Primary Level,female,Not Employed,0.62030,254,424,0.57405,0.66655
1987,Lower Secondary Level,male,Full-Time Employment,0.46386,534,983,0.43267,0.49505
1987,Lower Secondary Level,male,Vocational Training,0.17717,167,983,0.15329,0.20105
1987,Lower Secondary Level,male,Not Employed,0.33399,282,983,0.30449,0.36349
1987,Lower Secondary Level,female,Full-Time Employment,0.15180,375,1837,0.13538,0.16821
1987,Lower Secondary Level,female,Regular Part-Time Employment,0.09708,184,1837,0.08353,0.11062
1987,Lower Secondary Level,female,Vocational Training,0.04273,103,1837,0.03348,0.05198
1987,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02525,51,1837,0.01807,0.03242
1987,Lower Secondary Level,female,Not Employed,0.68315,1124,1837,0.66187,0.70443
1987,Upper Secondary Level,male,Full-Time Employment,0.65845,1946,2687,0.64052,0.67639
1987,Upper Secondary Level,male,Vocational Training,0.01678,59,2687,0.01192,0.02163
1987,Upper Secondary Level,male,Not Employed,0.30848,682,2687,0.29101,0.32594
1987,Upper Secondary Level,female,Full-Time Employment,0.28026,687,2239,0.26165,0.29887
1987,Upper Secondary Level,female,Regular Part-Time Employment,0.13426,325,2239,0.12014,0.14839
1987,Upper Secondary Level,female,Vocational Training,0.02347,60,2239,0.01719,0.02974
1987,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02743,69,2239,0.02066,0.03420
1987,Upper Secondary Level,female,Not Employed,0.53380,1098,2239,0.51313,0.55447
1987,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.53230,103,151,0.45245,0.61215
1987,Post-secondary Non-tertiary Level,male,Not Employed,0.39470,48,151,0.31648,0.47292
1987,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.45595,55,93,0.35418,0.55773
1987,Post-secondary Non-tertiary Level,female,Not Employed,0.33591,38,93,0.23940,0.43243
1987,First Stage of Tertiary Education,male,Full-Time Employment,0.71205,241,313,0.66181,0.76230
1987,First Stage of Tertiary Education,male,Not Employed,0.26284,72,313,0.21400,0.31168
1987,First Stage of Tertiary Education,female,Full-Time Employment,0.29540,76,237,0.23719,0.35361
1987,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.15781,45,237,0.11129,0.20432
1987,First Stage of Tertiary Education,female,Not Employed,0.50913,116,237,0.44535,0.57291
1987,Second Stage of Tertiary Education,male,Full-Time Employment,0.77833,405,481,0.74117,0.81549
1987,Second Stage of Tertiary Education,male,Not Employed,0.19282,76,481,0.15753,0.22811
1987,Second Stage of Tertiary Education,female,Full-Time Employment,0.40979,106,235,0.34678,0.47280
1987,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.16018,44,235,0.11319,0.20717
1987,Second Stage of Tertiary Education,female,Not Employed,0.38883,85,235,0.32636,0.45129
1988,Pre-primary Level,male,Not Employed,0.94350,86,86,0.89442,0.99259
1988,Pre-primary Level,female,Not Employed,0.96464,70,70,0.92107,1.00822
1988,Primary Level,male,Full-Time Employment,0.60727,196,264,0.54824,0.66629
1988,Primary Level,male,Not Employed,0.35467,68,264,0.29685,0.41249
1988,Primary Level,female,Full-Time Employment,0.20306,116,408,0.16398,0.24214
1988,Primary Level,female,Regular Part-Time Employment,0.06335,33,408,0.03969,0.08702
1988,Primary Level,female,Not Employed,0.69017,259,408,0.64524,0.73509
1988,Lower Secondary Level,male,Full-Time Employment,0.46095,524,952,0.42927,0.49263
1988,Lower Secondary Level,male,Vocational Training,0.17583,164,952,0.15163,0.20002
1988,Lower Secondary Level,male,Not Employed,0.33661,264,952,0.30657,0.36664
1988,Lower Secondary Level,female,Full-Time Employment,0.14905,346,1744,0.13233,0.16577
1988,Lower Secondary Level,female,Regular Part-Time Employment,0.09857,185,1744,0.08457,0.11256
1988,Lower Secondary Level,female,Vocational Training,0.04469,107,1744,0.03499,0.05439
1988,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02398,48,1744,0.01680,0.03117
1988,Lower Secondary Level,female,Not Employed,0.68227,1058,1744,0.66041,0.70413
1988,Upper Secondary Level,male,Full-Time Employment,0.65068,1806,2548,0.63216,0.66919
1988,Upper Secondary Level,male,Vocational Training,0.01534,54,2548,0.01057,0.02011
1988,Upper Secondary Level,male,Not Employed,0.31840,688,2548,0.30030,0.33649
1988,Upper Secondary Level,female,Full-Time Employment,0.27325,654,2158,0.25444,0.29206
1988,Upper Secondary Level,female,Regular Part-Time Employment,0.14121,323,2158,0.12651,0.15591
1988,Upper Secondary Level,female,Vocational Training,0.02139,58,2158,0.01528,0.02750
1988,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02916,66,2158,0.02206,0.03626
1988,Upper Secondary Level,female,Not Employed,0.53499,1057,2158,0.51394,0.55604
1988,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.51489,94,143,0.43269,0.59710
1988,Post-secondary Non-tertiary Level,male,Not Employed,0.43000,49,143,0.34857,0.51142
1988,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.50518,55,93,0.40302,0.60735
1988,Post-secondary Non-tertiary Level,female,Not Employed,0.29673,38,93,0.20338,0.39007
1988,First Stage of Tertiary Education,male,Full-Time Employment,0.72697,240,304,0.67681,0.77714
1988,First Stage of Tertiary Education,male,Not Employed,0.24964,64,304,0.20091,0.29838
1988,First Stage of Tertiary Education,female,Full-Time Employment,0.33401,75,216,0.27096,0.39705
1988,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.13290,36,216,0.08753,0.17828
1988,First Stage of Tertiary Education,female,Not Employed,0.49127,105,216,0.42445,0.55810
1988,Second Stage of Tertiary Education,male,Full-Time Employment,0.78527,382,459,0.74766,0.82288
1988,Second Stage of Tertiary Education,male,Not Employed,0.18896,77,459,0.15311,0.22482
1988,Second Stage of Tertiary Education,female,Full-Time Employment,0.45283,105,215,0.38614,0.51952
1988,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.15298,40,215,0.10475,0.20121
1988,Second Stage of Tertiary Education,female,Not Employed,0.33780,70,215,0.27443,0.40117
1989,Pre-primary Level,male,Not Employed,0.93318,83,83,0.87913,0.98723
1989,Pre-primary Level,female,Not Employed,0.97118,80,80,0.93429,1.00807
1989,Primary Level,male,Full-Time Employment,0.60988,182,246,0.54880,0.67096
1989,Primary Level,male,Not Employed,0.29095,64,246,0.23408,0.34783
1989,Primary Level,female,Full-Time Employment,0.23026,109,388,0.18832,0.27221
1989,Primary Level,female,Regular Part-Time Employment,0.06260,31,388,0.03846,0.08674
1989,Primary Level,female,Not Employed,0.68406,248,388,0.63774,0.73038
1989,Lower Secondary Level,male,Full-Time Employment,0.48453,526,895,0.45177,0.51729
1989,Lower Secondary Level,male,Vocational Training,0.17151,147,895,0.14680,0.19622
1989,Lower Secondary Level,male,Not Employed,0.32765,222,895,0.29688,0.35842
1989,Lower Secondary Level,female,Full-Time Employment,0.14423,337,1665,0.12735,0.16112
1989,Lower Secondary Level,female,Regular Part-Time Employment,0.10019,179,1665,0.08577,0.11462
1989,Lower Secondary Level,female,Vocational Training,0.04960,102,1665,0.03917,0.06004
1989,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02472,47,1665,0.01726,0.03218
1989,Lower Secondary Level,female,Not Employed,0.68113,1000,1665,0.65873,0.70352
1989,Upper Secondary Level,male,Full-Time Employment,0.65957,1778,2480,0.64092,0.67823
1989,Upper Secondary Level,male,Vocational Training,0.01343,41,2480,0.00890,0.01796
1989,Upper Secondary Level,male,Not Employed,0.31105,661,2480,0.29283,0.32928
1989,Upper Secondary Level,female,Full-Time Employment,0.29354,679,2104,0.27408,0.31301
1989,Upper Secondary Level,female,Regular Part-Time Employment,0.14421,322,2104,0.12920,0.15923
1989,Upper Secondary Level,female,Vocational Training,0.01456,43,2104,0.00944,0.01968
1989,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03109,71,2104,0.02367,0.03851
1989,Upper Secondary Level,female,Not Employed,0.51660,989,2104,0.49524,0.53796
1989,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.51038,94,144,0.42844,0.59231
1989,Post-secondary Non-tertiary Level,male,Not Employed,0.39801,50,144,0.31778,0.47823
1989,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.52631,66,117,0.43545,0.61717
1989,Post-secondary Non-tertiary Level,female,Not Employed,0.36540,51,117,0.27777,0.45304
1989,First Stage of Tertiary Education,male,Full-Time Employment,0.72751,226,290,0.67617,0.77884
1989,First Stage of Tertiary Education,male,Not Employed,0.25841,64,290,0.20794,0.30888
1989,First Stage of Tertiary Education,female,Full-Time Employment,0.33684,78,212,0.27307,0.40062
1989,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.15850,39,212,0.10922,0.20778
1989,First Stage of Tertiary Education,female,Not Employed,0.47412,95,212,0.40675,0.54150
1989,Second Stage of Tertiary Education,male,Full-Time Employment,0.75982,377,452,0.72039,0.79924
1989,Second Stage of Tertiary Education,male,Not Employed,0.19299,75,452,0.15656,0.22941
1989,Second Stage of Tertiary Education,female,Full-Time Employment,0.44915,104,214,0.38235,0.51595
1989,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.15424,41,214,0.10573,0.20274
1989,Second Stage of Tertiary Education,female,Not Employed,0.34781,69,214,0.28385,0.41177
1990,Pre-primary Level,male,Not Employed,0.91485,106,106,0.86147,0.96824
1990,Pre-primary Level,female,Not Employed,0.97537,80,80,0.94119,1.00955
1990,Primary Level,male,Full-Time Employment,0.62474,183,254,0.56507,0.68440
1990,Primary Level,male,Not Employed,0.30305,71,254,0.24642,0.35969
1990,Primary Level,female,Full-Time Employment,0.26920,109,371,0.22400,0.31439
1990,Primary Level,female,Regular Part-Time Employment,0.06696,35,371,0.04149,0.09243
1990,Primary Level,female,Not Employed,0.64035,227,371,0.59145,0.68925
1990,Lower Secondary Level,male,Full-Time Employment,0.47312,550,983,0.44189,0.50435
1990,Lower Secondary Level,male,Vocational Training,0.19656,199,983,0.17171,0.22142
1990,Lower Secondary Level,male,Not Employed,0.31037,234,983,0.28144,0.33931
1990,Lower Secondary Level,female,Full-Time Employment,0.14823,404,1982,0.13258,0.16388
1990,Lower Secondary Level,female,Regular Part-Time Employment,0.09713,207,1982,0.08409,0.11017
1990,Lower Secondary Level,female,Vocational Training,0.05213,141,1982,0.04234,0.06191
1990,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02029,38,1982,0.01408,0.02649
1990,Lower Secondary Level,female,Not Employed,0.68223,1192,1982,0.66173,0.70273
1990,Upper Secondary Level,male,Full-Time Employment,0.68731,2752,3657,0.67228,0.70234
1990,Upper Secondary Level,male,Regular Part-Time Employment,0.00988,34,3657,0.00667,0.01308
1990,Upper Secondary Level,male,Vocational Training,0.01721,56,3657,0.01299,0.02142
1990,Upper Secondary Level,male,Not Employed,0.27964,815,3657,0.26509,0.29419
1990,Upper Secondary Level,female,Full-Time Employment,0.33308,1341,3390,0.31722,0.34895
1990,Upper Secondary Level,female,Regular Part-Time Employment,0.16952,624,3390,0.15689,0.18215
1990,Upper Secondary Level,female,Vocational Training,0.01038,42,3390,0.00697,0.01379
1990,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02315,71,3390,0.01809,0.02822
1990,Upper Secondary Level,female,Not Employed,0.46386,1312,3390,0.44707,0.48065
1990,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.54552,131,200,0.47634,0.61470
1990,Post-secondary Non-tertiary Level,male,Not Employed,0.37449,69,200,0.30724,0.44173
1990,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.51724,77,130,0.43101,0.60348
1990,Post-secondary Non-tertiary Level,female,Not Employed,0.30732,53,130,0.22770,0.38694
1990,First Stage of Tertiary Education,male,Full-Time Employment,0.72524,394,495,0.68587,0.76460
1990,First Stage of Tertiary Education,male,Not Employed,0.26679,101,495,0.22778,0.30579
1990,First Stage of Tertiary Education,female,Full-Time Employment,0.38685,116,259,0.32742,0.44628
1990,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.14510,45,259,0.10212,0.18807
1990,First Stage of Tertiary Education,female,Not Employed,0.43196,98,259,0.37152,0.49241
1990,Second Stage of Tertiary Education,male,Full-Time Employment,0.79762,774,900,0.77135,0.82388
1990,Second Stage of Tertiary Education,male,Not Employed,0.17011,126,900,0.14555,0.19467
1990,Second Stage of Tertiary Education,female,Full-Time Employment,0.54802,483,757,0.51254,0.58349
1990,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.16600,109,757,0.13948,0.19253
1990,Second Stage of Tertiary Education,female,Not Employed,0.26723,165,757,0.23568,0.29877
1991,Pre-primary Level,male,Not Employed,0.82355,74,74,0.73610,0.91099
1991,Pre-primary Level,female,Not Employed,0.95382,67,67,0.90318,1.00445
1991,Primary Level,male,Full-Time Employment,0.62570,178,255,0.56618,0.68521
1991,Primary Level,male,Not Employed,0.32517,77,255,0.26756,0.38278
1991,Primary Level,female,Full-Time Employment,0.27086,111,385,0.22641,0.31531
1991,Primary Level,female,Regular Part-Time Employment,0.07873,40,385,0.05179,0.10567
1991,Primary Level,female,Not Employed,0.63021,234,385,0.58193,0.67849
1991,Lower Secondary Level,male,Full-Time Employment,0.47526,540,966,0.44375,0.50677
1991,Lower Secondary Level,male,Vocational Training,0.16700,168,966,0.14347,0.19053
1991,Lower Secondary Level,male,Not Employed,0.33582,258,966,0.30602,0.36562
1991,Lower Secondary Level,female,Full-Time Employment,0.14190,365,1875,0.12610,0.15770
1991,Lower Secondary Level,female,Regular Part-Time Employment,0.09481,185,1875,0.08154,0.10807
1991,Lower Secondary Level,female,Vocational Training,0.05292,142,1875,0.04279,0.06306
1991,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02310,47,1875,0.01630,0.02990
1991,Lower Secondary Level,female,Not Employed,0.68727,1136,1875,0.66628,0.70826
1991,Upper Secondary Level,male,Full-Time Employment,0.66485,2555,3549,0.64932,0.68038
1991,Upper Secondary Level,male,Regular Part-Time Employment,0.00819,33,3549,0.00523,0.01116
1991,Upper Secondary Level,male,Vocational Training,0.01842,73,3549,0.01399,0.02284
1991,Upper Secondary Level,male,Not Employed,0.29862,888,3549,0.28356,0.31368
1991,Upper Secondary Level,female,Full-Time Employment,0.31857,1245,3332,0.30275,0.33439
1991,Upper Secondary Level,female,Regular Part-Time Employment,0.14990,519,3332,0.13778,0.16203
1991,Upper Secondary Level,female,Vocational Training,0.01473,54,3332,0.01064,0.01883
1991,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03265,91,3332,0.02662,0.03869
1991,Upper Secondary Level,female,Not Employed,0.48414,1423,3332,0.46717,0.50111
1991,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.55030,136,197,0.48065,0.61994
1991,Post-secondary Non-tertiary Level,male,Not Employed,0.34225,61,197,0.27583,0.40868
1991,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.57954,89,137,0.49657,0.66250
1991,Post-secondary Non-tertiary Level,female,Not Employed,0.26161,48,137,0.18774,0.33548
1991,First Stage of Tertiary Education,male,Full-Time Employment,0.72630,383,486,0.68662,0.76598
1991,First Stage of Tertiary Education,male,Not Employed,0.25346,103,486,0.21475,0.29217
1991,First Stage of Tertiary Education,female,Full-Time Employment,0.35615,101,249,0.29655,0.41574
1991,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.17345,51,249,0.12633,0.22058
1991,First Stage of Tertiary Education,female,Not Employed,0.43564,97,249,0.37393,0.49735
1991,Second Stage of Tertiary Education,male,Full-Time Employment,0.75448,725,892,0.72622,0.78274
1991,Second Stage of Tertiary Education,male,Not Employed,0.20330,167,892,0.17687,0.22972
1991,Second Stage of Tertiary Education,female,Full-Time Employment,0.50196,454,735,0.46579,0.53813
1991,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.15037,90,735,0.12452,0.17623
1991,Second Stage of Tertiary Education,female,Not Employed,0.31074,191,735,0.27726,0.34422
1992,Pre-primary Level,male,Not Employed,0.88075,83,83,0.81060,0.95090
1992,Pre-primary Level,female,Not Employed,0.89086,86,86,0.82457,0.95715
1992,Primary Level,male,Full-Time Employment,0.60650,161,245,0.54520,0.66780
1992,Primary Level,male,Not Employed,0.36786,84,245,0.30736,0.42837
1992,Primary Level,female,Full-Time Employment,0.25291,97,371,0.20862,0.29720
1992,Primary Level,female,Regular Part-Time Employment,0.06373,35,371,0.03884,0.08862
1992,Primary Level,female,Not Employed,0.66469,239,371,0.61659,0.71280
1992,Lower Secondary Level,male,Full-Time Employment,0.44057,505,961,0.40916,0.47197
1992,Lower Secondary Level,male,Vocational Training,0.17082,172,961,0.14701,0.19463
1992,Lower Secondary Level,male,Not Employed,0.37388,284,961,0.34327,0.40449
1992,Lower Secondary Level,female,Full-Time Employment,0.14058,337,1791,0.12448,0.15668
1992,Lower Secondary Level,female,Regular Part-Time Employment,0.09820,186,1791,0.08442,0.11199
1992,Lower Secondary Level,female,Vocational Training,0.05013,145,1791,0.04002,0.06024
1992,Lower Secondary Level,female,Not Employed,0.69947,1123,1791,0.67823,0.72071
1992,Upper Secondary Level,male,Full-Time Employment,0.64363,2389,3408,0.62755,0.65971
1992,Upper Secondary Level,male,Vocational Training,0.01247,52,3408,0.00875,0.01620
1992,Upper Secondary Level,male,"Marginal, Irregular Part-Time Employment",0.01054,36,3408,0.00711,0.01397
1992,Upper Secondary Level,male,Not Employed,0.32512,931,3408,0.30939,0.34085
1992,Upper Secondary Level,female,Full-Time Employment,0.29855,1134,3287,0.28291,0.31420
1992,Upper Secondary Level,female,Regular Part-Time Employment,0.14901,492,3287,0.13683,0.16118
