year,quintil_oecd,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,2nd Quintile,West,Full-Time Employment,0.34140,771,1893,0.32003,0.36276
1991,2nd Quintile,West,Regular Part-Time Employment,0.07724,163,1893,0.06521,0.08927
1991,2nd Quintile,West,Vocational Training,0.03325,78,1893,0.02517,0.04133
1991,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03486,56,1893,0.02659,0.04312
1991,2nd Quintile,West,Not Employed,0.51326,825,1893,0.49074,0.53578
1991,3rd Quintile,West,Full-Time Employment,0.43740,905,1853,0.41481,0.45999
1991,3rd Quintile,West,Regular Part-Time Employment,0.08749,162,1853,0.07462,0.10036
1991,3rd Quintile,West,Vocational Training,0.04042,98,1853,0.03145,0.04939
1991,3rd Quintile,West,Not Employed,0.41986,688,1853,0.39738,0.44233
1991,4th Quintile,West,Full-Time Employment,0.52415,1104,1944,0.50194,0.54635
1991,4th Quintile,West,Regular Part-Time Employment,0.08697,154,1944,0.07444,0.09950
1991,4th Quintile,West,Vocational Training,0.02973,67,1944,0.02217,0.03728
1991,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.03072,56,1944,0.02305,0.03839
1991,4th Quintile,West,Not Employed,0.32844,563,1944,0.30756,0.34932
1991,5th Quintile,West,Full-Time Employment,0.62383,1186,1846,0.60172,0.64593
1991,5th Quintile,West,Regular Part-Time Employment,0.09205,164,1846,0.07886,0.10524
1991,5th Quintile,West,Vocational Training,0.01417,31,1846,0.00878,0.01957
1991,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02070,40,1846,0.01420,0.02719
1991,5th Quintile,West,Not Employed,0.24925,425,1846,0.22951,0.26899
1992,1st Quintile,West,Full-Time Employment,0.15484,257,1158,0.13400,0.17569
1992,1st Quintile,West,Regular Part-Time Employment,0.06107,82,1158,0.04727,0.07487
1992,1st Quintile,West,Vocational Training,0.03987,62,1158,0.02860,0.05115
1992,1st Quintile,West,Not Employed,0.73296,757,1158,0.70746,0.75845
1992,1st Quintile,East,Full-Time Employment,0.29097,557,1588,0.26862,0.31332
1992,1st Quintile,East,Regular Part-Time Employment,0.02974,66,1588,0.02138,0.03810
1992,1st Quintile,East,Vocational Training,0.02516,51,1588,0.01746,0.03287
1992,1st Quintile,East,Not Employed,0.64793,914,1588,0.62443,0.67142
1992,2nd Quintile,West,Full-Time Employment,0.30309,602,1653,0.28093,0.32525
1992,2nd Quintile,West,Regular Part-Time Employment,0.06771,121,1653,0.05559,0.07982
1992,2nd Quintile,West,Vocational Training,0.03489,71,1653,0.02604,0.04374
1992,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.01979,32,1653,0.01308,0.02651
1992,2nd Quintile,West,Not Employed,0.57452,827,1653,0.55067,0.59836
1992,2nd Quintile,East,Full-Time Employment,0.58658,747,1217,0.55890,0.61426
1992,2nd Quintile,East,Regular Part-Time Employment,0.04152,52,1217,0.03031,0.05274
1992,2nd Quintile,East,Vocational Training,0.04110,58,1217,0.02994,0.05226
1992,2nd Quintile,East,Not Employed,0.33080,360,1217,0.30436,0.35725
1992,3rd Quintile,West,Full-Time Employment,0.39340,865,1960,0.37177,0.41503
1992,3rd Quintile,West,Regular Part-Time Employment,0.08871,178,1960,0.07612,0.10130
1992,3rd Quintile,West,Vocational Training,0.03832,90,1960,0.02982,0.04682
1992,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.01664,32,1960,0.01098,0.02231
1992,3rd Quintile,West,Not Employed,0.46293,795,1960,0.44085,0.48501
1992,3rd Quintile,East,Full-Time Employment,0.66781,478,652,0.63163,0.70399
1992,3rd Quintile,East,Not Employed,0.26122,174,652,0.22748,0.29497
1992,4th Quintile,West,Full-Time Employment,0.49581,1240,2289,0.47532,0.51629
1992,4th Quintile,West,Regular Part-Time Employment,0.09590,205,2289,0.08383,0.10797
1992,4th Quintile,West,Vocational Training,0.03205,83,2289,0.02483,0.03926
1992,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.01540,35,2289,0.01036,0.02045
1992,4th Quintile,West,Not Employed,0.36084,726,2289,0.34117,0.38052
1992,4th Quintile,East,Full-Time Employment,0.70376,224,286,0.65075,0.75677
1992,4th Quintile,East,Not Employed,0.21333,62,286,0.16577,0.26089
1992,5th Quintile,West,Full-Time Employment,0.60939,1434,2235,0.58916,0.62963
1992,5th Quintile,West,Regular Part-Time Employment,0.08771,197,2235,0.07598,0.09944
1992,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02379,52,2235,0.01747,0.03011
1992,5th Quintile,West,Not Employed,0.26963,552,2235,0.25122,0.28803
1992,5th Quintile,East,Full-Time Employment,0.72061,99,130,0.64318,0.79805
1992,5th Quintile,East,Not Employed,0.23856,31,130,0.16501,0.31211
1993,1st Quintile,West,Full-Time Employment,0.19264,345,1401,0.17198,0.21330
1993,1st Quintile,West,Regular Part-Time Employment,0.05971,81,1401,0.04730,0.07212
1993,1st Quintile,West,Vocational Training,0.03007,57,1401,0.02112,0.03902
1993,1st Quintile,West,Not Employed,0.69541,918,1401,0.67130,0.71952
1993,1st Quintile,East,Full-Time Employment,0.22916,345,1162,0.20498,0.25333
1993,1st Quintile,East,Regular Part-Time Employment,0.02244,37,1162,0.01392,0.03095
1993,1st Quintile,East,Vocational Training,0.04138,61,1162,0.02992,0.05284
1993,1st Quintile,East,Not Employed,0.69891,719,1162,0.67252,0.72530
1993,2nd Quintile,West,Full-Time Employment,0.29048,576,1630,0.26844,0.31253
1993,2nd Quintile,West,Regular Part-Time Employment,0.07968,144,1630,0.06653,0.09283
1993,2nd Quintile,West,Vocational Training,0.03981,81,1630,0.03032,0.04931
1993,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02229,32,1630,0.01512,0.02946
1993,2nd Quintile,West,Not Employed,0.56773,797,1630,0.54368,0.59179
1993,2nd Quintile,East,Full-Time Employment,0.45280,589,1202,0.42464,0.48095
1993,2nd Quintile,East,Regular Part-Time Employment,0.05125,65,1202,0.03878,0.06372
1993,2nd Quintile,East,Vocational Training,0.04885,64,1202,0.03666,0.06105
1993,2nd Quintile,East,Not Employed,0.44586,484,1202,0.41775,0.47397
1993,3rd Quintile,West,Full-Time Employment,0.38463,841,1861,0.36252,0.40674
1993,3rd Quintile,West,Regular Part-Time Employment,0.08392,158,1861,0.07132,0.09652
1993,3rd Quintile,West,Vocational Training,0.04088,92,1861,0.03188,0.04988
1993,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02259,40,1861,0.01583,0.02934
1993,3rd Quintile,West,Not Employed,0.46799,730,1861,0.44531,0.49066
1993,3rd Quintile,East,Full-Time Employment,0.64120,535,785,0.60762,0.67477
1993,3rd Quintile,East,Vocational Training,0.03577,32,785,0.02277,0.04877
1993,3rd Quintile,East,Not Employed,0.28366,218,785,0.25210,0.31521
1993,4th Quintile,West,Full-Time Employment,0.50538,1165,2135,0.48417,0.52660
1993,4th Quintile,West,Regular Part-Time Employment,0.08684,183,2135,0.07490,0.09879
1993,4th Quintile,West,Vocational Training,0.02878,68,2135,0.02169,0.03588
1993,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02072,40,2135,0.01468,0.02677
1993,4th Quintile,West,Not Employed,0.35827,679,2135,0.33792,0.37861
1993,4th Quintile,East,Full-Time Employment,0.66078,328,432,0.61609,0.70548
1993,4th Quintile,East,Not Employed,0.26151,104,432,0.22002,0.30300
1993,5th Quintile,West,Full-Time Employment,0.61876,1410,2219,0.59855,0.63898
1993,5th Quintile,West,Regular Part-Time Employment,0.09185,198,2219,0.07983,0.10387
1993,5th Quintile,West,Vocational Training,0.01463,38,2219,0.00963,0.01963
1993,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.01695,40,2219,0.01158,0.02232
1993,5th Quintile,West,Not Employed,0.25781,533,2219,0.23960,0.27601
1993,5th Quintile,East,Full-Time Employment,0.78301,126,158,0.71854,0.84749
1993,5th Quintile,East,Not Employed,0.18849,32,158,0.12731,0.24967
1994,1st Quintile,West,Full-Time Employment,0.18428,364,1553,0.16499,0.20357
1994,1st Quintile,West,Regular Part-Time Employment,0.04987,88,1553,0.03904,0.06070
1994,1st Quintile,West,Vocational Training,0.03001,58,1553,0.02152,0.03850
1994,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.03135,42,1553,0.02268,0.04002
1994,1st Quintile,West,Not Employed,0.70449,1001,1553,0.68179,0.72719
1994,1st Quintile,East,Full-Time Employment,0.20417,246,963,0.17870,0.22964
1994,1st Quintile,East,Regular Part-Time Employment,0.02825,38,963,0.01778,0.03872
1994,1st Quintile,East,Vocational Training,0.05384,64,963,0.03958,0.06810
1994,1st Quintile,East,Not Employed,0.71082,615,963,0.68217,0.73947
1994,2nd Quintile,West,Full-Time Employment,0.29809,574,1589,0.27559,0.32059
1994,2nd Quintile,West,Regular Part-Time Employment,0.06906,115,1589,0.05659,0.08153
1994,2nd Quintile,West,Vocational Training,0.03702,65,1589,0.02774,0.04631
1994,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02487,40,1589,0.01721,0.03254
1994,2nd Quintile,West,Not Employed,0.57095,795,1589,0.54661,0.59529
1994,2nd Quintile,East,Full-Time Employment,0.40047,483,1069,0.37108,0.42985
1994,2nd Quintile,East,Regular Part-Time Employment,0.04858,59,1069,0.03569,0.06147
1994,2nd Quintile,East,Vocational Training,0.03165,46,1069,0.02115,0.04215
1994,2nd Quintile,East,Not Employed,0.51257,481,1069,0.48259,0.54255
1994,3rd Quintile,West,Full-Time Employment,0.37986,802,1818,0.35755,0.40218
1994,3rd Quintile,West,Regular Part-Time Employment,0.09159,169,1818,0.07832,0.10485
1994,3rd Quintile,West,Vocational Training,0.03081,72,1818,0.02286,0.03875
1994,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02336,44,1818,0.01642,0.03031
1994,3rd Quintile,West,Not Employed,0.47438,731,1818,0.45142,0.49734
1994,3rd Quintile,East,Full-Time Employment,0.55560,532,890,0.52293,0.58826
1994,3rd Quintile,East,Regular Part-Time Employment,0.04933,46,890,0.03510,0.06357
1994,3rd Quintile,East,Vocational Training,0.03618,41,890,0.02390,0.04845
1994,3rd Quintile,East,Not Employed,0.35278,271,890,0.32137,0.38419
1994,4th Quintile,West,Full-Time Employment,0.50633,1076,1991,0.48436,0.52829
1994,4th Quintile,West,Regular Part-Time Employment,0.08535,161,1991,0.07308,0.09763
1994,4th Quintile,West,Vocational Training,0.02561,60,1991,0.01867,0.03255
1994,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.01926,37,1991,0.01322,0.02530
1994,4th Quintile,West,Not Employed,0.36345,657,1991,0.34231,0.38458
1994,4th Quintile,East,Full-Time Employment,0.65906,360,502,0.61755,0.70057
1994,4th Quintile,East,Not Employed,0.26567,142,502,0.22699,0.30434
1994,5th Quintile,West,Full-Time Employment,0.59837,1325,2118,0.57749,0.61925
1994,5th Quintile,West,Regular Part-Time Employment,0.08483,175,2118,0.07296,0.09670
1994,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02226,47,2118,0.01598,0.02855
1994,5th Quintile,West,Not Employed,0.28683,571,2118,0.26757,0.30610
1994,5th Quintile,East,Full-Time Employment,0.76441,220,267,0.71341,0.81541
1994,5th Quintile,East,Not Employed,0.19089,47,267,0.14366,0.23811
1995,1st Quintile,West,Full-Time Employment,0.21291,447,1751,0.19373,0.23209
1995,1st Quintile,West,Regular Part-Time Employment,0.05881,100,1751,0.04779,0.06984
1995,1st Quintile,West,Vocational Training,0.02752,56,1751,0.01986,0.03519
1995,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.02929,45,1751,0.02139,0.03719
1995,1st Quintile,West,Not Employed,0.67147,1103,1751,0.64946,0.69347
1995,1st Quintile,East,Full-Time Employment,0.24888,235,776,0.21844,0.27932
1995,1st Quintile,East,Regular Part-Time Employment,0.03280,32,776,0.02026,0.04534
1995,1st Quintile,East,Vocational Training,0.05152,49,776,0.03596,0.06708
1995,1st Quintile,East,Not Employed,0.65292,460,776,0.61940,0.68643
1995,2nd Quintile,West,Full-Time Employment,0.28506,679,1840,0.26443,0.30569
1995,2nd Quintile,West,Regular Part-Time Employment,0.07413,133,1840,0.06216,0.08610
1995,2nd Quintile,West,Vocational Training,0.03297,77,1840,0.02481,0.04113
1995,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03195,62,1840,0.02391,0.03999
1995,2nd Quintile,West,Not Employed,0.57590,889,1840,0.55331,0.59848
1995,2nd Quintile,East,Full-Time Employment,0.33963,414,1037,0.31079,0.36847
1995,2nd Quintile,East,Regular Part-Time Employment,0.05139,69,1037,0.03795,0.06484
