year,bula_h,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,No migration background,Not Employed,0.46716,333,707,0.43036,0.50397
1984,Hesse,Direct migration background,Full-Time Employment,0.51739,275,431,0.47015,0.56462
1984,Hesse,Direct migration background,Not Employed,0.39348,156,431,0.34730,0.43965
1984,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.37272,271,623,0.33472,0.41072
1984,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.52585,352,623,0.48661,0.56509
1984,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.56708,94,138,0.48411,0.65005
1984,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.33884,44,138,0.25958,0.41810
1984,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.42339,603,1347,0.39699,0.44979
1984,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.06141,91,1347,0.04858,0.07423
1984,Baden-Wuerttemberg,No migration background,Vocational Training,0.03434,50,1347,0.02461,0.04407
1984,Baden-Wuerttemberg,No migration background,"Marginal, Irregular Part-Time Employment",0.03050,44,1347,0.02131,0.03969
1984,Baden-Wuerttemberg,No migration background,Not Employed,0.45036,559,1347,0.42378,0.47694
1984,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.58371,552,841,0.55038,0.61705
1984,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.07541,42,841,0.05756,0.09327
1984,Baden-Wuerttemberg,Direct migration background,Not Employed,0.30920,247,841,0.27794,0.34045
1984,Bavaria,No migration background,Full-Time Employment,0.42389,726,1619,0.39981,0.44797
1984,Bavaria,No migration background,Regular Part-Time Employment,0.05177,93,1619,0.04098,0.06257
1984,Bavaria,No migration background,Vocational Training,0.03992,69,1619,0.03038,0.04946
1984,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.03416,55,1619,0.02531,0.04301
1984,Bavaria,No migration background,Not Employed,0.45026,676,1619,0.42602,0.47450
1984,Bavaria,Direct migration background,Full-Time Employment,0.46997,259,398,0.42088,0.51907
1984,Bavaria,Direct migration background,Not Employed,0.39832,139,398,0.35016,0.44648
1984,Berlin,No migration background,Full-Time Employment,0.44820,141,254,0.38692,0.50948
1984,Berlin,No migration background,Not Employed,0.44603,113,254,0.38478,0.50729
1984,Berlin,Direct migration background,Full-Time Employment,0.63625,74,74,0.52590,0.74661
1985,Schleswig-Holstein,No migration background,Full-Time Employment,0.41129,135,270,0.35248,0.47009
1985,Schleswig-Holstein,No migration background,Not Employed,0.46661,135,270,0.40699,0.52623
1985,Hamburg,No migration background,Full-Time Employment,0.38435,87,177,0.31248,0.45621
1985,Hamburg,No migration background,Not Employed,0.48391,90,177,0.41008,0.55774
1985,Hamburg,Direct migration background,Full-Time Employment,0.54704,41,41,0.39278,0.70131
1985,Lower Saxony,No migration background,Full-Time Employment,0.36842,375,901,0.33691,0.39994
1985,Lower Saxony,No migration background,Regular Part-Time Employment,0.07474,77,901,0.05756,0.09193
1985,Lower Saxony,No migration background,Not Employed,0.51219,449,901,0.47953,0.54485
1985,Lower Saxony,Direct migration background,Full-Time Employment,0.39996,74,142,0.31909,0.48082
1985,Lower Saxony,Direct migration background,Not Employed,0.49640,68,142,0.41387,0.57893
1985,Bremen,No migration background,Not Employed,0.71030,59,59,0.59355,0.82704
1985,North Rhine-Westphalia,No migration background,Full-Time Employment,0.40330,906,2118,0.38241,0.42420
1985,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.06220,148,2118,0.05191,0.07249
1985,North Rhine-Westphalia,No migration background,Vocational Training,0.02422,52,2118,0.01767,0.03077
1985,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.02436,56,2118,0.01779,0.03092
1985,North Rhine-Westphalia,No migration background,Not Employed,0.48592,956,2118,0.46463,0.50721
1985,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.51220,442,775,0.47699,0.54742
1985,North Rhine-Westphalia,Direct migration background,Regular Part-Time Employment,0.04664,36,775,0.03178,0.06149
1985,North Rhine-Westphalia,Direct migration background,Not Employed,0.41579,297,775,0.38107,0.45051
1985,Hesse,No migration background,Full-Time Employment,0.40984,301,667,0.37249,0.44719
1985,Hesse,No migration background,Regular Part-Time Employment,0.07096,57,667,0.05146,0.09046
1985,Hesse,No migration background,Not Employed,0.47247,309,667,0.43456,0.51039
1985,Hesse,Direct migration background,Full-Time Employment,0.47023,247,393,0.42082,0.51964
1985,Hesse,Direct migration background,Not Employed,0.43866,146,393,0.38953,0.48778
1985,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.39331,262,605,0.35435,0.43226
1985,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.04987,33,605,0.03251,0.06723
1985,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.51389,310,605,0.47403,0.55376
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.58660,81,120,0.49812,0.67507
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.32476,39,120,0.24063,0.40890
1985,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.44399,579,1222,0.41612,0.47186
1985,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.07870,104,1222,0.06360,0.09380
1985,Baden-Wuerttemberg,No migration background,Vocational Training,0.02836,37,1222,0.01905,0.03767
1985,Baden-Wuerttemberg,No migration background,"Marginal, Irregular Part-Time Employment",0.02319,31,1222,0.01475,0.03163
1985,Baden-Wuerttemberg,No migration background,Not Employed,0.42576,471,1222,0.39802,0.45349
1985,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.55927,482,759,0.52392,0.59461
1985,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.05463,37,759,0.03846,0.07081
1985,Baden-Wuerttemberg,Direct migration background,Not Employed,0.34933,240,759,0.31539,0.38327
1985,Bavaria,No migration background,Full-Time Employment,0.43114,682,1486,0.40595,0.45633
1985,Bavaria,No migration background,Regular Part-Time Employment,0.07423,123,1486,0.06089,0.08756
1985,Bavaria,No migration background,Vocational Training,0.02570,40,1486,0.01765,0.03374
1985,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.02330,37,1486,0.01562,0.03097
1985,Bavaria,No migration background,Not Employed,0.44564,604,1486,0.42036,0.47092
1985,Bavaria,Direct migration background,Full-Time Employment,0.49494,249,354,0.44279,0.54710
1985,Bavaria,Direct migration background,Not Employed,0.38227,105,354,0.33157,0.43296
1985,Berlin,No migration background,Full-Time Employment,0.44173,127,226,0.37684,0.50662
1985,Berlin,No migration background,Not Employed,0.45267,99,226,0.38763,0.51771
1985,Berlin,Direct migration background,Full-Time Employment,0.52942,53,89,0.42513,0.63370
1985,Berlin,Direct migration background,Not Employed,0.30112,36,89,0.20527,0.39697
1986,Schleswig-Holstein,No migration background,Full-Time Employment,0.45073,127,243,0.38804,0.51342
1986,Schleswig-Holstein,No migration background,Not Employed,0.42147,116,243,0.35926,0.48369
1986,Hamburg,No migration background,Full-Time Employment,0.41299,80,164,0.33740,0.48857
1986,Hamburg,No migration background,Not Employed,0.50214,84,164,0.42538,0.57890
1986,Hamburg,Direct migration background,Full-Time Employment,0.46823,37,37,0.30523,0.63123
1986,Lower Saxony,No migration background,Full-Time Employment,0.37475,373,899,0.34308,0.40641
1986,Lower Saxony,No migration background,Regular Part-Time Employment,0.06360,68,899,0.04763,0.07956
1986,Lower Saxony,No migration background,Vocational Training,0.04066,38,899,0.02774,0.05358
1986,Lower Saxony,No migration background,Not Employed,0.49477,420,899,0.46207,0.52747
1986,Lower Saxony,Direct migration background,Full-Time Employment,0.44016,86,157,0.36226,0.51806
1986,Lower Saxony,Direct migration background,Not Employed,0.46289,71,157,0.38465,0.54114
1986,Bremen,No migration background,Not Employed,0.64939,48,48,0.51297,0.78581
1986,North Rhine-Westphalia,No migration background,Full-Time Employment,0.39384,856,2040,0.37263,0.41504
1986,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.05182,118,2040,0.04220,0.06144
1986,North Rhine-Westphalia,No migration background,Vocational Training,0.03107,65,2040,0.02354,0.03860
1986,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.02913,63,2040,0.02183,0.03642
1986,North Rhine-Westphalia,No migration background,Not Employed,0.49415,938,2040,0.47245,0.51586
1986,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.47682,418,718,0.44027,0.51338
1986,North Rhine-Westphalia,Direct migration background,Not Employed,0.45032,300,718,0.41390,0.48674
1986,Hesse,No migration background,Full-Time Employment,0.40251,282,606,0.36343,0.44158
1986,Hesse,No migration background,Regular Part-Time Employment,0.07002,50,606,0.04969,0.09036
1986,Hesse,No migration background,Not Employed,0.45745,274,606,0.41775,0.49715
1986,Hesse,Direct migration background,Full-Time Employment,0.45351,211,348,0.40113,0.50589
1986,Hesse,Direct migration background,Not Employed,0.45517,137,348,0.40277,0.50757
1986,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.40413,275,606,0.36503,0.44324
1986,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.04826,33,606,0.03118,0.06534
1986,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.50866,298,606,0.46883,0.54850
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.54844,78,121,0.45940,0.63748
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.40073,43,121,0.31305,0.48841
1986,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.44638,554,1149,0.41762,0.47514
1986,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.07276,94,1149,0.05774,0.08779
1986,Baden-Wuerttemberg,No migration background,Vocational Training,0.03518,44,1149,0.02453,0.04584
1986,Baden-Wuerttemberg,No migration background,Not Employed,0.42198,457,1149,0.39341,0.45055
1986,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.56950,477,728,0.53351,0.60550
1986,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.04826,31,728,0.03268,0.06384
1986,Baden-Wuerttemberg,Direct migration background,Not Employed,0.33740,220,728,0.30303,0.37177
1986,Bavaria,No migration background,Full-Time Employment,0.43297,634,1369,0.40671,0.45923
1986,Bavaria,No migration background,Regular Part-Time Employment,0.05831,89,1369,0.04589,0.07072
1986,Bavaria,No migration background,Vocational Training,0.02737,42,1369,0.01873,0.03602
1986,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.03129,47,1369,0.02206,0.04051
1986,Bavaria,No migration background,Not Employed,0.45007,557,1369,0.42370,0.47643
1986,Bavaria,Direct migration background,Full-Time Employment,0.45850,222,334,0.40499,0.51202
1986,Bavaria,Direct migration background,Not Employed,0.37501,112,334,0.32301,0.42701
1986,Berlin,No migration background,Full-Time Employment,0.47043,128,218,0.40402,0.53684
1986,Berlin,No migration background,Not Employed,0.44236,90,218,0.37628,0.50844
1986,Berlin,Direct migration background,Full-Time Employment,0.56233,55,91,0.45983,0.66482
1986,Berlin,Direct migration background,Not Employed,0.29001,36,91,0.19626,0.38376
1987,Schleswig-Holstein,No migration background,Full-Time Employment,0.41129,119,235,0.34825,0.47434
1987,Schleswig-Holstein,No migration background,Not Employed,0.44641,116,235,0.38271,0.51010
1987,Hamburg,No migration background,Full-Time Employment,0.41261,69,140,0.33077,0.49446
1987,Hamburg,No migration background,Not Employed,0.47805,71,140,0.39501,0.56109
1987,Hamburg,Direct migration background,Full-Time Employment,0.41683,32,32,0.24327,0.59039
1987,Lower Saxony,No migration background,Full-Time Employment,0.37394,373,907,0.34243,0.40544
1987,Lower Saxony,No migration background,Regular Part-Time Employment,0.08000,81,907,0.06234,0.09767
1987,Lower Saxony,No migration background,Vocational Training,0.04811,49,907,0.03417,0.06204
1987,Lower Saxony,No migration background,Not Employed,0.47966,404,907,0.44713,0.51220
1987,Lower Saxony,Direct migration background,Full-Time Employment,0.42886,84,150,0.34940,0.50833
1987,Lower Saxony,Direct migration background,Not Employed,0.44047,66,150,0.36075,0.52018
1987,Bremen,No migration background,Not Employed,0.69165,48,48,0.55963,0.82368
1987,North Rhine-Westphalia,No migration background,Full-Time Employment,0.40675,857,2013,0.38529,0.42822
1987,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.05971,129,2013,0.04935,0.07006
1987,North Rhine-Westphalia,No migration background,Vocational Training,0.03227,80,2013,0.02455,0.04000
1987,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.02089,44,2013,0.01464,0.02714
1987,North Rhine-Westphalia,No migration background,Not Employed,0.48037,903,2013,0.45854,0.50220
1987,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.48729,404,703,0.45032,0.52427
1987,North Rhine-Westphalia,Direct migration background,Not Employed,0.43697,299,703,0.40028,0.47366
1987,Hesse,No migration background,Full-Time Employment,0.40318,274,599,0.36386,0.44249
1987,Hesse,No migration background,Regular Part-Time Employment,0.07354,53,599,0.05262,0.09446
1987,Hesse,No migration background,Not Employed,0.45807,272,599,0.41814,0.49800
1987,Hesse,Direct migration background,Full-Time Employment,0.46090,232,361,0.40941,0.51239
1987,Hesse,Direct migration background,Not Employed,0.44030,129,361,0.38902,0.49159
1987,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.37930,255,590,0.34012,0.41849
1987,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.05222,33,590,0.03425,0.07019
1987,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.51818,302,590,0.47783,0.55854
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.54274,75,121,0.45360,0.63187
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.38549,46,121,0.29841,0.47257
1987,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.45141,548,1129,0.42237,0.48045
1987,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.08107,101,1129,0.06514,0.09699
1987,Baden-Wuerttemberg,No migration background,Vocational Training,0.03910,50,1129,0.02779,0.05041
1987,Baden-Wuerttemberg,No migration background,Not Employed,0.40620,430,1129,0.37754,0.43486
1987,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.56727,460,729,0.53128,0.60326
1987,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.05089,35,729,0.03492,0.06685
1987,Baden-Wuerttemberg,Direct migration background,Not Employed,0.35038,234,729,0.31572,0.38503
1987,Bavaria,No migration background,Full-Time Employment,0.45591,635,1329,0.42912,0.48270
1987,Bavaria,No migration background,Regular Part-Time Employment,0.06632,100,1329,0.05294,0.07971
1987,Bavaria,No migration background,Vocational Training,0.03112,56,1329,0.02178,0.04046
1987,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.02632,35,1329,0.01771,0.03493
1987,Bavaria,No migration background,Not Employed,0.42033,503,1329,0.39378,0.44687
1987,Bavaria,Direct migration background,Full-Time Employment,0.49151,217,314,0.43612,0.54689
1987,Bavaria,Direct migration background,Not Employed,0.35510,97,314,0.30209,0.40812
1987,Berlin,No migration background,Full-Time Employment,0.47253,130,219,0.40626,0.53880
1987,Berlin,No migration background,Not Employed,0.43990,89,219,0.37401,0.50579
1987,Berlin,Direct migration background,Full-Time Employment,0.53628,55,99,0.43754,0.63501
1987,Berlin,Direct migration background,Not Employed,0.33809,44,99,0.24443,0.43175
1988,Schleswig-Holstein,No migration background,Full-Time Employment,0.40373,119,238,0.34126,0.46619
1988,Schleswig-Holstein,No migration background,Not Employed,0.47178,119,238,0.40822,0.53533
1988,Hamburg,No migration background,Full-Time Employment,0.44710,69,128,0.36063,0.53358
1988,Hamburg,No migration background,Not Employed,0.44496,59,128,0.35853,0.53139
1988,Lower Saxony,No migration background,Full-Time Employment,0.39488,366,847,0.36194,0.42782
1988,Lower Saxony,No migration background,Regular Part-Time Employment,0.07511,71,847,0.05735,0.09287
1988,Lower Saxony,No migration background,Vocational Training,0.03511,37,847,0.02270,0.04751
1988,Lower Saxony,No migration background,Not Employed,0.47497,373,847,0.44131,0.50862
1988,Lower Saxony,Direct migration background,Full-Time Employment,0.43367,80,148,0.35355,0.51378
1988,Lower Saxony,Direct migration background,Not Employed,0.42840,68,148,0.34840,0.50840
1988,Bremen,No migration background,Not Employed,0.61371,43,43,0.46646,0.76097
1988,North Rhine-Westphalia,No migration background,Full-Time Employment,0.40697,825,1935,0.38507,0.42886
1988,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.06248,132,1935,0.05169,0.07326
1988,North Rhine-Westphalia,No migration background,Vocational Training,0.03446,81,1935,0.02633,0.04259
1988,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.02220,44,1935,0.01564,0.02877
1988,North Rhine-Westphalia,No migration background,Not Employed,0.47389,853,1935,0.45164,0.49614
1988,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.44999,348,661,0.41203,0.48795
1988,North Rhine-Westphalia,Direct migration background,Regular Part-Time Employment,0.05301,35,661,0.03592,0.07010
1988,North Rhine-Westphalia,Direct migration background,Not Employed,0.45212,278,661,0.41414,0.49009
1988,North Rhine-Westphalia,Indirect migration background,Not Employed,0.58323,36,36,0.41989,0.74657
1988,Hesse,No migration background,Full-Time Employment,0.40449,258,567,0.36405,0.44492
1988,Hesse,No migration background,Regular Part-Time Employment,0.07017,48,567,0.04913,0.09122
1988,Hesse,No migration background,Not Employed,0.48358,261,567,0.44241,0.52475
1988,Hesse,Direct migration background,Full-Time Employment,0.39976,203,339,0.34753,0.45198
1988,Hesse,Direct migration background,Not Employed,0.49229,136,339,0.43900,0.54559
1988,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.37672,238,565,0.33672,0.41671
1988,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.05313,32,565,0.03462,0.07164
1988,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.51921,295,565,0.47797,0.56044
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.55182,74,123,0.46357,0.64007
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.38755,49,123,0.30110,0.47400
1988,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.44099,505,1079,0.41136,0.47063
1988,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.08961,105,1079,0.07256,0.10666
1988,Baden-Wuerttemberg,No migration background,Vocational Training,0.04509,60,1079,0.03270,0.05748
1988,Baden-Wuerttemberg,No migration background,Not Employed,0.40547,409,1079,0.37616,0.43478
1988,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.57371,436,699,0.53703,0.61040
1988,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.04406,35,699,0.02883,0.05929
1988,Baden-Wuerttemberg,Direct migration background,Not Employed,0.36053,228,699,0.32491,0.39615
1988,Bavaria,No migration background,Full-Time Employment,0.45157,588,1246,0.42392,0.47921
1988,Bavaria,No migration background,Regular Part-Time Employment,0.06704,95,1246,0.05315,0.08093
1988,Bavaria,No migration background,Vocational Training,0.03462,55,1246,0.02446,0.04477
1988,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.02783,35,1246,0.01869,0.03697
1988,Bavaria,No migration background,Not Employed,0.41895,473,1246,0.39154,0.44636
1988,Bavaria,Direct migration background,Full-Time Employment,0.50321,215,321,0.44842,0.55799
1988,Bavaria,Direct migration background,Not Employed,0.37478,106,321,0.32174,0.42781
1988,Berlin,No migration background,Full-Time Employment,0.50966,122,202,0.44055,0.57878
1988,Berlin,No migration background,Not Employed,0.40635,80,202,0.33845,0.47425
1988,Berlin,Direct migration background,Full-Time Employment,0.54668,55,55,0.41391,0.67946
1989,Schleswig-Holstein,No migration background,Full-Time Employment,0.42142,113,224,0.35661,0.48623
1989,Schleswig-Holstein,No migration background,Not Employed,0.45698,111,224,0.39160,0.52236
1989,Hamburg,No migration background,Full-Time Employment,0.48329,69,121,0.39388,0.57270
1989,Hamburg,No migration background,Not Employed,0.41331,52,121,0.32521,0.50142
1989,Lower Saxony,No migration background,Full-Time Employment,0.40722,359,805,0.37326,0.44118
1989,Lower Saxony,No migration background,Regular Part-Time Employment,0.06961,61,805,0.05202,0.08720
1989,Lower Saxony,No migration background,Vocational Training,0.02865,32,805,0.01712,0.04018
1989,Lower Saxony,No migration background,Not Employed,0.47790,353,805,0.44338,0.51243
1989,Lower Saxony,Direct migration background,Full-Time Employment,0.44080,77,146,0.35999,0.52161
1989,Lower Saxony,Direct migration background,Not Employed,0.47651,69,146,0.39522,0.55781
1989,Bremen,No migration background,Full-Time Employment,0.32017,32,79,0.21663,0.42371
1989,Bremen,No migration background,Not Employed,0.62512,47,79,0.51769,0.73256
1989,North Rhine-Westphalia,No migration background,Full-Time Employment,0.41959,825,1864,0.39718,0.44199
1989,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.05831,115,1864,0.04767,0.06896
1989,North Rhine-Westphalia,No migration background,Vocational Training,0.03731,80,1864,0.02871,0.04592
1989,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.02023,44,1864,0.01384,0.02662
1989,North Rhine-Westphalia,No migration background,Not Employed,0.46455,800,1864,0.44191,0.48720
1989,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.48354,348,652,0.44515,0.52193
1989,North Rhine-Westphalia,Direct migration background,Regular Part-Time Employment,0.03717,33,652,0.02264,0.05170
1989,North Rhine-Westphalia,Direct migration background,Not Employed,0.44459,271,652,0.40642,0.48277
1989,North Rhine-Westphalia,Indirect migration background,Not Employed,0.63385,46,46,0.49309,0.77461
1989,Hesse,No migration background,Full-Time Employment,0.40252,263,575,0.36240,0.44264
1989,Hesse,No migration background,Regular Part-Time Employment,0.07895,53,575,0.05689,0.10101
1989,Hesse,No migration background,Not Employed,0.47083,259,575,0.42999,0.51166
1989,Hesse,Direct migration background,Full-Time Employment,0.41679,201,324,0.36302,0.47056
1989,Hesse,Direct migration background,Not Employed,0.46368,123,324,0.40929,0.51806
1989,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.40317,238,528,0.36129,0.44505
1989,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.06925,40,528,0.04757,0.09093
1989,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.46277,250,528,0.42020,0.50534
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.53826,72,116,0.44715,0.62938
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.43062,44,116,0.34012,0.52112
1989,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.44108,489,1025,0.41067,0.47149
1989,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.08733,103,1025,0.07004,0.10463
1989,Baden-Wuerttemberg,No migration background,Vocational Training,0.04022,47,1025,0.02819,0.05225
1989,Baden-Wuerttemberg,No migration background,Not Employed,0.40790,386,1025,0.37780,0.43800
1989,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.54998,431,674,0.51240,0.58757
1989,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.05715,34,674,0.03961,0.07468
1989,Baden-Wuerttemberg,Direct migration background,Not Employed,0.36693,209,674,0.33052,0.40335
1989,Bavaria,No migration background,Full-Time Employment,0.45309,580,1172,0.42458,0.48160
1989,Bavaria,No migration background,Regular Part-Time Employment,0.07770,102,1172,0.06237,0.09304
1989,Bavaria,No migration background,Vocational Training,0.03073,46,1172,0.02085,0.04062
1989,Bavaria,No migration background,Not Employed,0.41783,444,1172,0.38958,0.44608
1989,Bavaria,Direct migration background,Full-Time Employment,0.45881,211,323,0.40438,0.51324
1989,Bavaria,Direct migration background,Not Employed,0.41803,112,323,0.36416,0.47191
1989,Berlin,No migration background,Full-Time Employment,0.49394,116,193,0.42322,0.56466
1989,Berlin,No migration background,Not Employed,0.39967,77,193,0.33038,0.46895
1989,Berlin,Direct migration background,Full-Time Employment,0.52115,57,57,0.39031,0.65199
1990,Schleswig-Holstein,No migration background,Full-Time Employment,0.40683,104,206,0.33959,0.47408
1990,Schleswig-Holstein,No migration background,Not Employed,0.43017,102,206,0.36239,0.49794
1990,Hamburg,No migration background,Full-Time Employment,0.49349,57,107,0.39831,0.58867
1990,Hamburg,No migration background,Not Employed,0.43299,50,107,0.33866,0.52732
1990,Lower Saxony,No migration background,Full-Time Employment,0.41209,355,764,0.37716,0.44701
1990,Lower Saxony,No migration background,Regular Part-Time Employment,0.07614,60,764,0.05732,0.09496
1990,Lower Saxony,No migration background,Not Employed,0.47375,349,764,0.43832,0.50917
1990,Lower Saxony,Direct migration background,Full-Time Employment,0.45116,74,140,0.36844,0.53389
1990,Lower Saxony,Direct migration background,Not Employed,0.43618,66,140,0.35374,0.51863
1990,Bremen,No migration background,Not Employed,0.63352,49,49,0.49721,0.76984
1990,North Rhine-Westphalia,No migration background,Full-Time Employment,0.43656,811,1802,0.41365,0.45947
1990,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.07334,138,1802,0.06130,0.08538
1990,North Rhine-Westphalia,No migration background,Vocational Training,0.03316,69,1802,0.02489,0.04143
1990,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.01755,40,1802,0.01149,0.02362
1990,North Rhine-Westphalia,No migration background,Not Employed,0.43939,744,1802,0.41646,0.46231
1990,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.49897,347,619,0.45955,0.53839
1990,North Rhine-Westphalia,Direct migration background,Not Employed,0.43603,272,619,0.39693,0.47513
