year,quintil_oecd,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,2nd Quintile,female,Regular Part-Time Employment,0.06919,108,1065,0.05394,0.08444
1986,2nd Quintile,female,Vocational Training,0.02190,33,1065,0.01311,0.03070
1986,2nd Quintile,female,"Marginal, Irregular Part-Time Employment",0.02681,35,1065,0.01710,0.03651
1986,2nd Quintile,female,Not Employed,0.58570,705,1065,0.55610,0.61530
1986,3rd Quintile,male,Full-Time Employment,0.53414,731,1030,0.50366,0.56462
1986,3rd Quintile,male,Vocational Training,0.03604,47,1030,0.02465,0.04743
1986,3rd Quintile,male,Not Employed,0.24977,252,1030,0.22332,0.27622
1986,3rd Quintile,female,Full-Time Employment,0.19674,291,1051,0.17269,0.22078
1986,3rd Quintile,female,Regular Part-Time Employment,0.09895,140,1051,0.08089,0.11701
1986,3rd Quintile,female,Vocational Training,0.03200,42,1051,0.02135,0.04264
1986,3rd Quintile,female,"Marginal, Irregular Part-Time Employment",0.03848,49,1051,0.02684,0.05011
1986,3rd Quintile,female,Not Employed,0.46145,529,1051,0.43130,0.49161
1986,4th Quintile,male,Full-Time Employment,0.62322,859,1127,0.59491,0.65152
1986,4th Quintile,male,Vocational Training,0.02873,44,1127,0.01898,0.03849
1986,4th Quintile,male,Not Employed,0.21142,224,1127,0.18757,0.23527
1986,4th Quintile,female,Full-Time Employment,0.28383,415,1051,0.25656,0.31110
1986,4th Quintile,female,Regular Part-Time Employment,0.11315,136,1051,0.09399,0.13231
1986,4th Quintile,female,"Marginal, Irregular Part-Time Employment",0.03225,38,1051,0.02157,0.04294
1986,4th Quintile,female,Not Employed,0.43265,462,1051,0.40268,0.46261
1986,5th Quintile,male,Full-Time Employment,0.67441,837,1035,0.64584,0.70297
1986,5th Quintile,male,Not Employed,0.18938,198,1035,0.16550,0.21327
1986,5th Quintile,female,Full-Time Employment,0.37324,452,985,0.34302,0.40346
1986,5th Quintile,female,Regular Part-Time Employment,0.12904,140,985,0.10809,0.14998
1986,5th Quintile,female,"Marginal, Irregular Part-Time Employment",0.03447,41,985,0.02307,0.04587
1986,5th Quintile,female,Not Employed,0.34843,352,985,0.31866,0.37820
1987,1st Quintile,male,Full-Time Employment,0.25526,418,877,0.22638,0.28413
1987,1st Quintile,male,Vocational Training,0.03290,46,877,0.02108,0.04471
1987,1st Quintile,male,Not Employed,0.40765,413,877,0.37511,0.44019
1987,1st Quintile,female,Full-Time Employment,0.06841,117,1105,0.05352,0.08331
1987,1st Quintile,female,Regular Part-Time Employment,0.04713,77,1105,0.03463,0.05963
1987,1st Quintile,female,Vocational Training,0.02159,36,1105,0.01301,0.03016
1987,1st Quintile,female,Not Employed,0.66994,875,1105,0.64220,0.69768
1987,2nd Quintile,male,Full-Time Employment,0.44026,637,976,0.40910,0.47142
1987,2nd Quintile,male,Vocational Training,0.03663,57,976,0.02484,0.04842
1987,2nd Quintile,male,Not Employed,0.27201,282,976,0.24408,0.29995
1987,2nd Quintile,female,Full-Time Employment,0.12983,215,1069,0.10967,0.14999
1987,2nd Quintile,female,Regular Part-Time Employment,0.08321,112,1069,0.06665,0.09978
1987,2nd Quintile,female,Vocational Training,0.02640,43,1069,0.01679,0.03602
1987,2nd Quintile,female,"Marginal, Irregular Part-Time Employment",0.02494,39,1069,0.01559,0.03430
1987,2nd Quintile,female,Not Employed,0.54241,660,1069,0.51253,0.57229
1987,3rd Quintile,male,Full-Time Employment,0.52888,733,1034,0.49844,0.55932
1987,3rd Quintile,male,Vocational Training,0.03578,55,1034,0.02445,0.04711
1987,3rd Quintile,male,Not Employed,0.23967,246,1034,0.21363,0.26570
1987,3rd Quintile,female,Full-Time Employment,0.18381,275,1059,0.16047,0.20715
1987,3rd Quintile,female,Regular Part-Time Employment,0.10081,138,1059,0.08267,0.11895
1987,3rd Quintile,female,Vocational Training,0.03506,54,1059,0.02398,0.04615
1987,3rd Quintile,female,"Marginal, Irregular Part-Time Employment",0.03558,49,1059,0.02442,0.04675
1987,3rd Quintile,female,Not Employed,0.48299,543,1059,0.45288,0.51310
1987,4th Quintile,male,Full-Time Employment,0.62779,831,1102,0.59924,0.65635
1987,4th Quintile,male,Vocational Training,0.02850,46,1102,0.01867,0.03833
1987,4th Quintile,male,Not Employed,0.20543,225,1102,0.18157,0.22930
1987,4th Quintile,female,Full-Time Employment,0.27646,379,1005,0.24880,0.30413
1987,4th Quintile,female,Regular Part-Time Employment,0.14823,173,1005,0.12625,0.17021
1987,4th Quintile,female,Vocational Training,0.02756,34,1005,0.01744,0.03769
1987,4th Quintile,female,Not Employed,0.39343,419,1005,0.36321,0.42364
1987,5th Quintile,male,Full-Time Employment,0.68825,858,1090,0.66074,0.71577
1987,5th Quintile,male,Vocational Training,0.02900,43,1090,0.01903,0.03897
1987,5th Quintile,male,Not Employed,0.17268,189,1090,0.15023,0.19513
1987,5th Quintile,female,Full-Time Employment,0.39162,465,942,0.36043,0.42281
1987,5th Quintile,female,Regular Part-Time Employment,0.13560,145,942,0.11372,0.15747
1987,5th Quintile,female,Not Employed,0.33300,332,942,0.30289,0.36311
1988,1st Quintile,male,Full-Time Employment,0.26184,415,858,0.23240,0.29127
1988,1st Quintile,male,Vocational Training,0.03100,49,858,0.01940,0.04261
1988,1st Quintile,male,Not Employed,0.41073,394,858,0.37780,0.44367
1988,1st Quintile,female,Full-Time Employment,0.07082,112,1089,0.05558,0.08607
1988,1st Quintile,female,Regular Part-Time Employment,0.05137,80,1089,0.03825,0.06449
1988,1st Quintile,female,Vocational Training,0.02750,41,1089,0.01778,0.03722
1988,1st Quintile,female,"Marginal, Irregular Part-Time Employment",0.02007,35,1089,0.01174,0.02840
1988,1st Quintile,female,Not Employed,0.64244,821,1089,0.61396,0.67092
1988,2nd Quintile,male,Full-Time Employment,0.41921,575,911,0.38715,0.45127
1988,2nd Quintile,male,Vocational Training,0.04111,64,911,0.02821,0.05401
1988,2nd Quintile,male,Not Employed,0.29429,272,911,0.26468,0.32389
1988,2nd Quintile,female,Full-Time Employment,0.11080,201,1050,0.09181,0.12980
1988,2nd Quintile,female,Regular Part-Time Employment,0.08443,120,1050,0.06761,0.10126
1988,2nd Quintile,female,Vocational Training,0.02331,45,1050,0.01418,0.03245
1988,2nd Quintile,female,"Marginal, Irregular Part-Time Employment",0.02754,36,1050,0.01764,0.03745
1988,2nd Quintile,female,Not Employed,0.55177,648,1050,0.52167,0.58186
1988,3rd Quintile,male,Full-Time Employment,0.53039,693,993,0.49933,0.56145
1988,3rd Quintile,male,Vocational Training,0.03667,55,993,0.02497,0.04836
1988,3rd Quintile,male,Not Employed,0.23513,245,993,0.20874,0.26152
1988,3rd Quintile,female,Full-Time Employment,0.19030,261,1002,0.16598,0.21461
1988,3rd Quintile,female,Regular Part-Time Employment,0.11123,144,1002,0.09175,0.13071
1988,3rd Quintile,female,Vocational Training,0.03431,54,1002,0.02303,0.04558
1988,3rd Quintile,female,"Marginal, Irregular Part-Time Employment",0.03358,36,1002,0.02242,0.04474
1988,3rd Quintile,female,Not Employed,0.48109,507,1002,0.45014,0.51204
1988,4th Quintile,male,Full-Time Employment,0.62296,803,1074,0.59396,0.65196
1988,4th Quintile,male,Vocational Training,0.02759,47,1074,0.01779,0.03739
1988,4th Quintile,male,Not Employed,0.20981,224,1074,0.18545,0.23418
1988,4th Quintile,female,Full-Time Employment,0.26965,346,923,0.24101,0.29830
1988,4th Quintile,female,Regular Part-Time Employment,0.14415,156,923,0.12148,0.16682
1988,4th Quintile,female,Not Employed,0.40803,421,923,0.37631,0.43975
1988,5th Quintile,male,Full-Time Employment,0.68924,790,971,0.66011,0.71836
1988,5th Quintile,male,Not Employed,0.18106,181,971,0.15683,0.20529
1988,5th Quintile,female,Full-Time Employment,0.42087,450,876,0.38816,0.45358
1988,5th Quintile,female,Regular Part-Time Employment,0.13455,134,876,0.11194,0.15717
1988,5th Quintile,female,Not Employed,0.31435,292,876,0.28359,0.34511
1989,1st Quintile,male,Full-Time Employment,0.24286,406,836,0.21377,0.27195
1989,1st Quintile,male,Vocational Training,0.03933,58,836,0.02615,0.05251
1989,1st Quintile,male,Not Employed,0.41353,372,836,0.38013,0.44694
1989,1st Quintile,female,Full-Time Employment,0.08617,132,1042,0.06913,0.10322
1989,1st Quintile,female,Regular Part-Time Employment,0.05342,86,1042,0.03976,0.06708
1989,1st Quintile,female,Vocational Training,0.02278,31,1042,0.01372,0.03184
1989,1st Quintile,female,Not Employed,0.64263,793,1042,0.61352,0.67174
1989,2nd Quintile,male,Full-Time Employment,0.46445,616,909,0.43201,0.49689
1989,2nd Quintile,male,Vocational Training,0.03000,44,909,0.01890,0.04110
1989,2nd Quintile,male,Not Employed,0.25651,249,909,0.22810,0.28492
1989,2nd Quintile,female,Full-Time Employment,0.12004,201,1042,0.10029,0.13978
1989,2nd Quintile,female,Regular Part-Time Employment,0.08858,126,1042,0.07132,0.10584
1989,2nd Quintile,female,Vocational Training,0.02352,40,1042,0.01432,0.03273
1989,2nd Quintile,female,"Marginal, Irregular Part-Time Employment",0.02894,41,1042,0.01876,0.03913
1989,2nd Quintile,female,Not Employed,0.53111,634,1042,0.50079,0.56142
1989,3rd Quintile,male,Full-Time Employment,0.52770,666,948,0.49590,0.55950
1989,3rd Quintile,male,Vocational Training,0.03659,49,948,0.02463,0.04855
1989,3rd Quintile,male,Not Employed,0.23923,233,948,0.21206,0.26640
1989,3rd Quintile,female,Full-Time Employment,0.18852,261,903,0.16300,0.21405
1989,3rd Quintile,female,Regular Part-Time Employment,0.12987,149,903,0.10793,0.15181
1989,3rd Quintile,female,Vocational Training,0.02016,31,903,0.01099,0.02933
1989,3rd Quintile,female,Not Employed,0.46851,462,903,0.43595,0.50108
1989,4th Quintile,male,Full-Time Employment,0.60931,759,1031,0.57951,0.63910
1989,4th Quintile,male,Vocational Training,0.03380,45,1031,0.02276,0.04483
1989,4th Quintile,male,Not Employed,0.23409,227,1031,0.20823,0.25995
1989,4th Quintile,female,Full-Time Employment,0.31429,388,940,0.28459,0.34398
1989,4th Quintile,female,Regular Part-Time Employment,0.12353,131,940,0.10249,0.14458
1989,4th Quintile,female,Vocational Training,0.02772,36,940,0.01722,0.03822
1989,4th Quintile,female,Not Employed,0.40403,385,940,0.37265,0.43542
1989,5th Quintile,male,Full-Time Employment,0.69848,769,925,0.66889,0.72807
1989,5th Quintile,male,Not Employed,0.16783,156,925,0.14374,0.19193
1989,5th Quintile,female,Full-Time Employment,0.39685,416,846,0.36386,0.42984
1989,5th Quintile,female,Regular Part-Time Employment,0.14258,137,846,0.11900,0.16615
1989,5th Quintile,female,Not Employed,0.32487,293,846,0.29329,0.35644
1990,1st Quintile,male,Full-Time Employment,0.28025,416,825,0.24959,0.31092
1990,1st Quintile,male,Vocational Training,0.03464,45,825,0.02215,0.04712
1990,1st Quintile,male,Not Employed,0.37827,364,825,0.34515,0.41138
1990,1st Quintile,female,Full-Time Employment,0.07363,120,1050,0.05783,0.08944
1990,1st Quintile,female,Regular Part-Time Employment,0.06406,89,1050,0.04925,0.07888
1990,1st Quintile,female,Vocational Training,0.02320,35,1050,0.01409,0.03231
1990,1st Quintile,female,"Marginal, Irregular Part-Time Employment",0.01883,32,1050,0.01060,0.02705
1990,1st Quintile,female,Not Employed,0.63145,774,1050,0.60226,0.66065
1990,2nd Quintile,male,Full-Time Employment,0.44295,574,878,0.41007,0.47582
1990,2nd Quintile,male,Vocational Training,0.04116,52,878,0.02801,0.05431
1990,2nd Quintile,male,Not Employed,0.25658,252,878,0.22767,0.28548
1990,2nd Quintile,female,Full-Time Employment,0.12206,188,994,0.10170,0.14242
1990,2nd Quintile,female,Regular Part-Time Employment,0.10715,139,994,0.08791,0.12639
1990,2nd Quintile,female,Vocational Training,0.02249,33,994,0.01327,0.03172
1990,2nd Quintile,female,"Marginal, Irregular Part-Time Employment",0.01998,31,994,0.01128,0.02868
1990,2nd Quintile,female,Not Employed,0.52696,603,994,0.49591,0.55802
1990,3rd Quintile,male,Full-Time Employment,0.51200,638,928,0.47982,0.54418
1990,3rd Quintile,male,Vocational Training,0.04458,53,928,0.03129,0.05787
1990,3rd Quintile,male,Not Employed,0.24583,237,928,0.21811,0.27355
1990,3rd Quintile,female,Full-Time Employment,0.19530,270,927,0.16976,0.22083
1990,3rd Quintile,female,Regular Part-Time Employment,0.13322,158,927,0.11133,0.15510
1990,3rd Quintile,female,Vocational Training,0.02382,35,927,0.01400,0.03364
1990,3rd Quintile,female,Not Employed,0.44571,464,927,0.41369,0.47772
1990,4th Quintile,male,Full-Time Employment,0.62863,741,1001,0.59869,0.65858
1990,4th Quintile,male,Vocational Training,0.03245,38,1001,0.02147,0.04343
1990,4th Quintile,male,Not Employed,0.22497,222,1001,0.19909,0.25085
1990,4th Quintile,female,Full-Time Employment,0.34398,396,904,0.31299,0.37496
1990,4th Quintile,female,Regular Part-Time Employment,0.13161,135,904,0.10956,0.15366
1990,4th Quintile,female,"Marginal, Irregular Part-Time Employment",0.03453,32,904,0.02262,0.04644
1990,4th Quintile,female,Not Employed,0.36238,341,904,0.33102,0.39373
1990,5th Quintile,male,Full-Time Employment,0.69849,757,922,0.66885,0.72813
1990,5th Quintile,male,Not Employed,0.17085,165,922,0.14654,0.19516
1990,5th Quintile,female,Full-Time Employment,0.38529,406,837,0.35230,0.41828
1990,5th Quintile,female,Regular Part-Time Employment,0.15511,142,837,0.13057,0.17965
1990,5th Quintile,female,Not Employed,0.33614,289,837,0.30412,0.36817
1991,1st Quintile,male,Full-Time Employment,0.27178,393,788,0.24069,0.30286
1991,1st Quintile,male,Vocational Training,0.04921,58,788,0.03410,0.06433
1991,1st Quintile,male,Not Employed,0.36659,337,788,0.33292,0.40025
1991,1st Quintile,female,Full-Time Employment,0.07411,121,1027,0.05809,0.09014
1991,1st Quintile,female,Regular Part-Time Employment,0.06152,94,1027,0.04682,0.07622
1991,1st Quintile,female,Vocational Training,0.02915,46,1027,0.01886,0.03944
1991,1st Quintile,female,"Marginal, Irregular Part-Time Employment",0.02133,31,1027,0.01249,0.03017
1991,1st Quintile,female,Not Employed,0.62812,735,1027,0.59854,0.65769
1991,2nd Quintile,male,Full-Time Employment,0.41948,566,862,0.38652,0.45245
1991,2nd Quintile,male,Vocational Training,0.02740,41,862,0.01649,0.03830
1991,2nd Quintile,male,Not Employed,0.27498,255,862,0.24515,0.30480
1991,2nd Quintile,female,Full-Time Employment,0.13932,205,1004,0.11789,0.16075
1991,2nd Quintile,female,Regular Part-Time Employment,0.09964,148,1004,0.08110,0.11818
1991,2nd Quintile,female,Vocational Training,0.02475,37,1004,0.01514,0.03437
1991,2nd Quintile,female,"Marginal, Irregular Part-Time Employment",0.03575,44,1004,0.02426,0.04724
1991,2nd Quintile,female,Not Employed,0.50509,570,1004,0.47415,0.53603
1991,3rd Quintile,male,Full-Time Employment,0.52186,653,929,0.48972,0.55400
1991,3rd Quintile,male,Vocational Training,0.03954,59,929,0.02701,0.05208
1991,3rd Quintile,male,Not Employed,0.22727,217,929,0.20031,0.25423
1991,3rd Quintile,female,Full-Time Employment,0.18751,252,914,0.16219,0.21283
1991,3rd Quintile,female,Regular Part-Time Employment,0.12927,152,914,0.10751,0.15103
1991,3rd Quintile,female,Vocational Training,0.02607,39,914,0.01573,0.03641
1991,3rd Quintile,female,Not Employed,0.45547,471,914,0.42317,0.48778
1991,4th Quintile,male,Full-Time Employment,0.62001,747,1001,0.58992,0.65009
1991,4th Quintile,male,Vocational Training,0.02787,36,1001,0.01767,0.03808
1991,4th Quintile,male,Not Employed,0.21684,218,1001,0.19130,0.24238
1991,4th Quintile,female,Full-Time Employment,0.28195,357,927,0.25297,0.31093
1991,4th Quintile,female,Regular Part-Time Employment,0.15263,148,927,0.12947,0.17580
1991,4th Quintile,female,Vocational Training,0.02390,31,927,0.01406,0.03374
1991,4th Quintile,female,"Marginal, Irregular Part-Time Employment",0.04903,46,927,0.03512,0.06293
1991,4th Quintile,female,Not Employed,0.36306,345,927,0.33209,0.39403
1991,5th Quintile,male,Full-Time Employment,0.69729,764,922,0.66762,0.72696
1991,5th Quintile,male,Not Employed,0.16179,158,922,0.13801,0.18557
1991,5th Quintile,female,Full-Time Employment,0.41108,422,839,0.37776,0.44439
1991,5th Quintile,female,Regular Part-Time Employment,0.16025,150,839,0.13541,0.18509
1991,5th Quintile,female,Not Employed,0.29423,267,839,0.26337,0.32508
1992,1st Quintile,male,Full-Time Employment,0.27166,551,1163,0.24608,0.29724
1992,1st Quintile,male,Vocational Training,0.02989,56,1163,0.02010,0.03968
1992,1st Quintile,male,Not Employed,0.42390,556,1163,0.39548,0.45231
1992,1st Quintile,female,Full-Time Employment,0.09958,263,1570,0.08476,0.11440
1992,1st Quintile,female,Regular Part-Time Employment,0.05669,135,1570,0.04525,0.06813
1992,1st Quintile,female,Vocational Training,0.02285,57,1570,0.01546,0.03025
1992,1st Quintile,female,Not Employed,0.63767,1115,1570,0.61389,0.66145
1992,2nd Quintile,male,Full-Time Employment,0.40918,878,1343,0.38288,0.43549
1992,2nd Quintile,male,Vocational Training,0.03190,69,1343,0.02249,0.04130
1992,2nd Quintile,male,Not Employed,0.27499,396,1343,0.25110,0.29887
1992,2nd Quintile,female,Full-Time Employment,0.19128,471,1481,0.17124,0.21132
1992,2nd Quintile,female,Regular Part-Time Employment,0.07745,159,1481,0.06383,0.09107
1992,2nd Quintile,female,Vocational Training,0.02435,60,1481,0.01650,0.03221
1992,2nd Quintile,female,Not Employed,0.47837,791,1481,0.45292,0.50382
1992,3rd Quintile,male,Full-Time Employment,0.50765,893,1279,0.48024,0.53506
1992,3rd Quintile,male,Vocational Training,0.03683,72,1279,0.02651,0.04716
1992,3rd Quintile,male,Not Employed,0.22407,314,1279,0.20121,0.24694
1992,3rd Quintile,female,Full-Time Employment,0.21772,450,1343,0.19564,0.23980
1992,3rd Quintile,female,Regular Part-Time Employment,0.11068,190,1343,0.09390,0.12747
1992,3rd Quintile,female,Vocational Training,0.02458,48,1343,0.01629,0.03286
1992,3rd Quintile,female,Not Employed,0.46113,655,1343,0.43446,0.48780
1992,4th Quintile,male,Full-Time Employment,0.59735,971,1306,0.57074,0.62396
1992,4th Quintile,male,Vocational Training,0.02656,47,1306,0.01784,0.03528
1992,4th Quintile,male,Not Employed,0.22408,288,1306,0.20145,0.24670
1992,4th Quintile,female,Full-Time Employment,0.27269,493,1245,0.24794,0.29743
1992,4th Quintile,female,Regular Part-Time Employment,0.15249,204,1245,0.13251,0.17247
1992,4th Quintile,female,Vocational Training,0.02867,48,1245,0.01940,0.03795
1992,4th Quintile,female,Not Employed,0.38356,500,1245,0.35653,0.41058
1992,5th Quintile,male,Full-Time Employment,0.69647,997,1218,0.67064,0.72231
1992,5th Quintile,male,Not Employed,0.17663,221,1218,0.15520,0.19806
1992,5th Quintile,female,Full-Time Employment,0.38721,536,1119,0.35866,0.41576
1992,5th Quintile,female,Regular Part-Time Employment,0.15146,184,1119,0.13045,0.17248
1992,5th Quintile,female,"Marginal, Irregular Part-Time Employment",0.03188,37,1119,0.02158,0.04218
1992,5th Quintile,female,Not Employed,0.31504,362,1119,0.28781,0.34227
1993,1st Quintile,male,Full-Time Employment,0.26002,485,1102,0.23411,0.28593
1993,1st Quintile,male,Vocational Training,0.03017,57,1102,0.02007,0.04028
1993,1st Quintile,male,Not Employed,0.42944,560,1102,0.40020,0.45868
1993,1st Quintile,female,Full-Time Employment,0.08481,205,1452,0.07047,0.09914
1993,1st Quintile,female,Regular Part-Time Employment,0.05590,109,1452,0.04408,0.06772
1993,1st Quintile,female,Vocational Training,0.02403,61,1452,0.01615,0.03191
1993,1st Quintile,female,Not Employed,0.63095,1077,1452,0.60612,0.65578
1993,2nd Quintile,male,Full-Time Employment,0.38818,786,1285,0.36152,0.41484
1993,2nd Quintile,male,Vocational Training,0.03617,70,1285,0.02596,0.04638
1993,2nd Quintile,male,Not Employed,0.29489,429,1285,0.26995,0.31983
1993,2nd Quintile,female,Full-Time Employment,0.16119,379,1501,0.14258,0.17980
1993,2nd Quintile,female,Regular Part-Time Employment,0.09272,195,1501,0.07804,0.10740
1993,2nd Quintile,female,Vocational Training,0.03063,75,1501,0.02191,0.03935
1993,2nd Quintile,female,Not Employed,0.51104,852,1501,0.48574,0.53634
1993,3rd Quintile,male,Full-Time Employment,0.49907,901,1317,0.47205,0.52608
1993,3rd Quintile,male,Vocational Training,0.04268,78,1317,0.03176,0.05360
1993,3rd Quintile,male,Not Employed,0.24495,338,1317,0.22171,0.26818
1993,3rd Quintile,female,Full-Time Employment,0.20849,475,1341,0.18674,0.23024
1993,3rd Quintile,female,Regular Part-Time Employment,0.10943,178,1341,0.09271,0.12614
