year,age_gr,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,46-65 y.,female,Not Employed,0.62429,948,1582,0.60042,0.64817
1986,66 and older,male,Not Employed,0.96624,402,402,0.94856,0.98392
1986,66 and older,female,Not Employed,0.97812,599,599,0.96639,0.98984
1987,17-29 y.,male,Full-Time Employment,0.50559,781,1522,0.48047,0.53072
1987,17-29 y.,male,Vocational Training,0.14698,242,1522,0.12918,0.16477
1987,17-29 y.,male,Not Employed,0.30854,499,1522,0.28533,0.33176
1987,17-29 y.,female,Full-Time Employment,0.42312,537,1441,0.39760,0.44864
1987,17-29 y.,female,Regular Part-Time Employment,0.07572,97,1441,0.06206,0.08939
1987,17-29 y.,female,Vocational Training,0.13096,185,1441,0.11353,0.14838
1987,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.02599,42,1441,0.01778,0.03421
1987,17-29 y.,female,Not Employed,0.34421,580,1441,0.31967,0.36875
1987,30-45 y.,male,Full-Time Employment,0.92114,1432,1526,0.90761,0.93467
1987,30-45 y.,male,Not Employed,0.06082,94,1526,0.04883,0.07282
1987,30-45 y.,female,Full-Time Employment,0.31324,537,1617,0.29063,0.33586
1987,30-45 y.,female,Regular Part-Time Employment,0.21353,305,1617,0.19355,0.23351
1987,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.05218,77,1617,0.04134,0.06302
1987,30-45 y.,female,Not Employed,0.41962,698,1617,0.39556,0.44369
1987,46-65 y.,male,Full-Time Employment,0.74048,1255,1616,0.71910,0.76186
1987,46-65 y.,male,Not Employed,0.24409,361,1616,0.22314,0.26504
1987,46-65 y.,female,Full-Time Employment,0.21455,373,1571,0.19425,0.23486
1987,46-65 y.,female,Regular Part-Time Employment,0.15656,238,1571,0.13859,0.17454
1987,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.02724,39,1571,0.01919,0.03529
1987,46-65 y.,female,Not Employed,0.59896,921,1571,0.57472,0.62321
1987,66 and older,male,Not Employed,0.95954,402,402,0.94026,0.97883
1987,66 and older,female,Not Employed,0.97951,630,630,0.96843,0.99058
1988,17-29 y.,male,Full-Time Employment,0.49463,741,1470,0.46906,0.52020
1988,17-29 y.,male,Vocational Training,0.14301,241,1470,0.12511,0.16091
1988,17-29 y.,male,"Marginal, Irregular Part-Time Employment",0.02657,31,1470,0.01835,0.03479
1988,17-29 y.,male,Not Employed,0.31743,457,1470,0.29363,0.34124
1988,17-29 y.,female,Full-Time Employment,0.41566,502,1379,0.38964,0.44169
1988,17-29 y.,female,Regular Part-Time Employment,0.05789,71,1379,0.04556,0.07022
1988,17-29 y.,female,Vocational Training,0.12868,184,1379,0.11100,0.14636
1988,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.02758,41,1379,0.01893,0.03623
1988,17-29 y.,female,Not Employed,0.37019,581,1379,0.34469,0.39568
1988,30-45 y.,male,Full-Time Employment,0.92247,1333,1429,0.90860,0.93634
1988,30-45 y.,male,Not Employed,0.06990,96,1429,0.05668,0.08313
1988,30-45 y.,female,Full-Time Employment,0.32136,486,1506,0.29776,0.34495
1988,30-45 y.,female,Regular Part-Time Employment,0.22585,314,1506,0.20472,0.24698
1988,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.05398,73,1506,0.04256,0.06539
1988,30-45 y.,female,Not Employed,0.39706,633,1506,0.37234,0.42178
1988,46-65 y.,male,Full-Time Employment,0.73939,1193,1562,0.71761,0.76116
1988,46-65 y.,male,Not Employed,0.24782,369,1562,0.22640,0.26924
1988,46-65 y.,female,Full-Time Employment,0.22372,377,1532,0.20284,0.24459
1988,46-65 y.,female,Regular Part-Time Employment,0.16552,243,1532,0.14690,0.18413
1988,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.03078,42,1532,0.02213,0.03943
1988,46-65 y.,female,Not Employed,0.57998,870,1532,0.55526,0.60471
1988,66 and older,male,Not Employed,0.95399,394,394,0.93328,0.97471
1988,66 and older,female,Not Employed,0.97805,606,606,0.96637,0.98972
1989,17-29 y.,male,Full-Time Employment,0.50135,771,1412,0.47526,0.52744
1989,17-29 y.,male,Vocational Training,0.14370,217,1412,0.12540,0.16200
1989,17-29 y.,male,Not Employed,0.31336,424,1412,0.28915,0.33756
1989,17-29 y.,female,Full-Time Employment,0.44262,539,1371,0.41631,0.46892
1989,17-29 y.,female,Regular Part-Time Employment,0.07742,94,1371,0.06326,0.09157
1989,17-29 y.,female,Vocational Training,0.11257,153,1371,0.09583,0.12930
1989,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.02410,33,1371,0.01598,0.03222
1989,17-29 y.,female,Not Employed,0.34249,552,1371,0.31736,0.36762
1989,30-45 y.,male,Full-Time Employment,0.93570,1290,1357,0.92264,0.94875
1989,30-45 y.,male,Not Employed,0.05185,67,1357,0.04005,0.06366
1989,30-45 y.,female,Full-Time Employment,0.33924,497,1463,0.31498,0.36351
1989,30-45 y.,female,Regular Part-Time Employment,0.22337,308,1463,0.20202,0.24472
1989,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.05099,67,1463,0.03972,0.06227
1989,30-45 y.,female,Not Employed,0.38556,591,1463,0.36061,0.41051
1989,46-65 y.,male,Full-Time Employment,0.72301,1145,1520,0.70051,0.74552
1989,46-65 y.,male,Not Employed,0.26486,375,1520,0.24267,0.28705
1989,46-65 y.,female,Full-Time Employment,0.22026,358,1449,0.19891,0.24160
1989,46-65 y.,female,Regular Part-Time Employment,0.16439,221,1449,0.14530,0.18348
1989,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.03132,49,1449,0.02234,0.04029
1989,46-65 y.,female,Not Employed,0.58404,821,1449,0.55865,0.60943
1989,66 and older,male,Not Employed,0.94805,371,371,0.92544,0.97066
1989,66 and older,female,Not Employed,0.98217,604,604,0.97161,0.99273
1990,17-29 y.,male,Full-Time Employment,0.54138,1132,1900,0.51897,0.56379
1990,17-29 y.,male,Vocational Training,0.13881,269,1900,0.12326,0.15436
1990,17-29 y.,male,Not Employed,0.28186,499,1900,0.26162,0.30210
1990,17-29 y.,female,Full-Time Employment,0.46903,839,1883,0.44648,0.49158
1990,17-29 y.,female,Regular Part-Time Employment,0.08115,157,1883,0.06882,0.09349
1990,17-29 y.,female,Vocational Training,0.10057,194,1883,0.08698,0.11415
1990,17-29 y.,female,Not Employed,0.33691,693,1883,0.31555,0.35826
1990,30-45 y.,male,Full-Time Employment,0.93802,2003,2081,0.92765,0.94838
1990,30-45 y.,male,Not Employed,0.04330,78,2081,0.03455,0.05205
1990,30-45 y.,female,Full-Time Employment,0.41782,1047,2188,0.39715,0.43849
1990,30-45 y.,female,Regular Part-Time Employment,0.24724,487,2188,0.22916,0.26532
1990,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.03768,66,2188,0.02970,0.04566
1990,30-45 y.,female,Not Employed,0.29557,588,2188,0.27645,0.31469
1990,46-65 y.,male,Full-Time Employment,0.75302,1677,2123,0.73467,0.77137
1990,46-65 y.,male,Not Employed,0.23300,446,2123,0.21501,0.25098
1990,46-65 y.,female,Full-Time Employment,0.27043,664,2111,0.25147,0.28938
1990,46-65 y.,female,Regular Part-Time Employment,0.18458,397,2111,0.16803,0.20113
1990,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.03323,56,2111,0.02558,0.04087
1990,46-65 y.,female,Not Employed,0.51177,994,2111,0.49044,0.53310
1990,66 and older,male,Not Employed,0.95339,522,522,0.93529,0.97149
1990,66 and older,female,Not Employed,0.98552,891,891,0.97767,0.99337
1991,17-29 y.,male,Full-Time Employment,0.55845,1068,1847,0.53580,0.58110
1991,17-29 y.,male,Vocational Training,0.13416,266,1847,0.11861,0.14971
1991,17-29 y.,male,"Marginal, Irregular Part-Time Employment",0.02591,40,1847,0.01867,0.03316
1991,17-29 y.,male,Not Employed,0.26465,473,1847,0.24452,0.28477
1991,17-29 y.,female,Full-Time Employment,0.41862,721,1820,0.39595,0.44130
1991,17-29 y.,female,Regular Part-Time Employment,0.07400,134,1820,0.06197,0.08603
1991,17-29 y.,female,Vocational Training,0.11862,218,1820,0.10376,0.13348
1991,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.02254,36,1820,0.01572,0.02936
1991,17-29 y.,female,Not Employed,0.36518,711,1820,0.34306,0.38731
1991,30-45 y.,male,Full-Time Employment,0.91122,1942,2069,0.89896,0.92348
1991,30-45 y.,male,Not Employed,0.06012,127,2069,0.04988,0.07037
1991,30-45 y.,female,Full-Time Employment,0.41114,1041,2190,0.39053,0.43175
1991,30-45 y.,female,Regular Part-Time Employment,0.23454,446,2190,0.21679,0.25229
1991,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.04624,78,2190,0.03744,0.05504
1991,30-45 y.,female,Not Employed,0.30209,625,2190,0.28285,0.32133
1991,46-65 y.,male,Full-Time Employment,0.71867,1544,2064,0.69927,0.73807
1991,46-65 y.,male,Not Employed,0.26468,520,2064,0.24564,0.28372
1991,46-65 y.,female,Full-Time Employment,0.28497,630,2039,0.26537,0.30457
1991,46-65 y.,female,Regular Part-Time Employment,0.16764,321,2039,0.15142,0.18386
1991,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.03366,59,2039,0.02583,0.04149
1991,46-65 y.,female,Not Employed,0.51373,1029,2039,0.49203,0.53543
1991,66 and older,male,Not Employed,0.95950,527,527,0.94266,0.97635
1991,66 and older,female,Not Employed,0.98509,878,878,0.97707,0.99311
1992,17-29 y.,male,Full-Time Employment,0.54084,991,1775,0.51765,0.56403
1992,17-29 y.,male,Vocational Training,0.13045,249,1775,0.11477,0.14612
1992,17-29 y.,male,"Marginal, Irregular Part-Time Employment",0.02814,37,1775,0.02045,0.03584
1992,17-29 y.,male,Not Employed,0.28574,498,1775,0.26471,0.30676
1992,17-29 y.,female,Full-Time Employment,0.40325,663,1747,0.38024,0.42626
1992,17-29 y.,female,Regular Part-Time Employment,0.06107,124,1747,0.04984,0.07231
1992,17-29 y.,female,Vocational Training,0.12070,216,1747,0.10542,0.13598
1992,17-29 y.,female,Not Employed,0.39575,744,1747,0.37281,0.41868
1992,30-45 y.,male,Full-Time Employment,0.90004,1877,2023,0.88697,0.91311
1992,30-45 y.,male,Not Employed,0.07309,146,2023,0.06175,0.08444
1992,30-45 y.,female,Full-Time Employment,0.39043,966,2189,0.36998,0.41087
1992,30-45 y.,female,Regular Part-Time Employment,0.24941,458,2189,0.23128,0.26754
1992,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.02761,55,2189,0.02075,0.03448
1992,30-45 y.,female,Not Employed,0.32763,710,2189,0.30796,0.34729
1992,46-65 y.,male,Full-Time Employment,0.67793,1416,2015,0.65752,0.69833
1992,46-65 y.,male,Not Employed,0.30300,599,2015,0.28293,0.32307
1992,46-65 y.,female,Full-Time Employment,0.27629,581,1980,0.25659,0.29599
1992,46-65 y.,female,Regular Part-Time Employment,0.15837,287,1980,0.14228,0.17445
1992,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.02057,33,1980,0.01432,0.02683
1992,46-65 y.,female,Not Employed,0.54421,1079,1980,0.52227,0.56616
1992,66 and older,male,Not Employed,0.96832,532,532,0.95342,0.98321
1992,66 and older,female,Not Employed,0.99357,891,891,0.98832,0.99882
1993,17-29 y.,male,Full-Time Employment,0.50909,918,1692,0.48526,0.53292
1993,17-29 y.,male,Vocational Training,0.14759,259,1692,0.13068,0.16449
1993,17-29 y.,male,Not Employed,0.30659,515,1692,0.28461,0.32857
1993,17-29 y.,female,Full-Time Employment,0.39493,652,1739,0.37195,0.41791
1993,17-29 y.,female,Regular Part-Time Employment,0.06959,118,1739,0.05762,0.08155
1993,17-29 y.,female,Vocational Training,0.12866,221,1739,0.11292,0.14440
1993,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.01702,31,1739,0.01094,0.02310
1993,17-29 y.,female,Not Employed,0.38912,717,1739,0.36620,0.41204
1993,30-45 y.,male,Full-Time Employment,0.90291,1855,2002,0.88994,0.91589
1993,30-45 y.,male,Not Employed,0.07137,147,2002,0.06009,0.08265
1993,30-45 y.,female,Full-Time Employment,0.39167,929,2136,0.37097,0.41238
1993,30-45 y.,female,Regular Part-Time Employment,0.24829,462,2136,0.22996,0.26661
1993,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.03302,55,2136,0.02544,0.04060
1993,30-45 y.,female,Not Employed,0.32103,690,2136,0.30122,0.34083
1993,46-65 y.,male,Full-Time Employment,0.66023,1356,2003,0.63948,0.68097
1993,46-65 y.,male,Not Employed,0.32644,647,2003,0.30590,0.34698
1993,46-65 y.,female,Full-Time Employment,0.27062,543,1925,0.25077,0.29047
1993,46-65 y.,female,Regular Part-Time Employment,0.15431,274,1925,0.13817,0.17045
1993,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.03446,53,1925,0.02631,0.04261
1993,46-65 y.,female,Not Employed,0.53957,1055,1925,0.51730,0.56185
1993,66 and older,male,Not Employed,0.97123,538,538,0.95709,0.98537
1993,66 and older,female,Not Employed,0.98913,906,906,0.98238,0.99589
1994,17-29 y.,male,Full-Time Employment,0.50143,864,1601,0.47693,0.52593
1994,17-29 y.,male,Vocational Training,0.13407,209,1601,0.11737,0.15076
1994,17-29 y.,male,Not Employed,0.33523,528,1601,0.31210,0.35836
1994,17-29 y.,female,Full-Time Employment,0.37053,595,1698,0.34756,0.39351
1994,17-29 y.,female,Regular Part-Time Employment,0.07117,114,1698,0.05894,0.08340
1994,17-29 y.,female,Vocational Training,0.11258,214,1698,0.09754,0.12761
1994,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.02368,38,1698,0.01645,0.03091
1994,17-29 y.,female,Not Employed,0.42187,737,1698,0.39837,0.44537
1994,30-45 y.,male,Full-Time Employment,0.88264,1801,1979,0.86846,0.89683
1994,30-45 y.,male,Not Employed,0.08182,178,1979,0.06974,0.09390
1994,30-45 y.,female,Full-Time Employment,0.37493,876,2101,0.35422,0.39563
1994,30-45 y.,female,Regular Part-Time Employment,0.23214,431,2101,0.21408,0.25020
1994,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.05094,88,2101,0.04153,0.06034
1994,30-45 y.,female,Not Employed,0.33529,706,2101,0.31510,0.35548
1994,46-65 y.,male,Full-Time Employment,0.64686,1300,1943,0.62561,0.66812
1994,46-65 y.,male,Not Employed,0.33530,643,1943,0.31430,0.35629
1994,46-65 y.,female,Full-Time Employment,0.26988,535,1918,0.25001,0.28976
1994,46-65 y.,female,Regular Part-Time Employment,0.14966,276,1918,0.13369,0.16563
1994,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.02901,49,1918,0.02150,0.03653
1994,46-65 y.,female,Not Employed,0.55128,1058,1918,0.52902,0.57355
1994,66 and older,male,Not Employed,0.96984,550,550,0.95553,0.98415
1994,66 and older,female,Not Employed,0.99304,917,917,0.98766,0.99842
1995,17-29 y.,male,Full-Time Employment,0.48018,826,1619,0.45583,0.50452
1995,17-29 y.,male,Vocational Training,0.14359,232,1619,0.12650,0.16068
1995,17-29 y.,male,"Marginal, Irregular Part-Time Employment",0.02766,40,1619,0.01967,0.03566
1995,17-29 y.,male,Not Employed,0.33379,521,1619,0.31081,0.35677
1995,17-29 y.,female,Full-Time Employment,0.36926,599,1717,0.34643,0.39210
1995,17-29 y.,female,Regular Part-Time Employment,0.06528,116,1717,0.05359,0.07697
1995,17-29 y.,female,Vocational Training,0.11245,202,1717,0.09750,0.12740
1995,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.02370,43,1717,0.01650,0.03090
1995,17-29 y.,female,Not Employed,0.42781,757,1717,0.40440,0.45122
1995,30-45 y.,male,Full-Time Employment,0.88719,1924,2110,0.87369,0.90070
1995,30-45 y.,male,Not Employed,0.08307,186,2110,0.07129,0.09485
1995,30-45 y.,female,Full-Time Employment,0.36232,902,2276,0.34257,0.38207
1995,30-45 y.,female,Regular Part-Time Employment,0.24248,507,2276,0.22487,0.26010
1995,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.04723,94,2276,0.03851,0.05595
1995,30-45 y.,female,Not Employed,0.34571,773,2276,0.32616,0.36525
1995,46-65 y.,male,Full-Time Employment,0.63962,1330,1986,0.61850,0.66074
1995,46-65 y.,male,Not Employed,0.33459,656,1986,0.31383,0.35534
1995,46-65 y.,female,Full-Time Employment,0.26052,539,1936,0.24096,0.28008
1995,46-65 y.,female,Regular Part-Time Employment,0.14372,277,1936,0.12809,0.15935
1995,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.04398,73,1936,0.03485,0.05312
1995,46-65 y.,female,Not Employed,0.55011,1047,1936,0.52794,0.57227
1995,66 and older,male,Not Employed,0.96517,568,568,0.95007,0.98026
1995,66 and older,female,Not Employed,0.98590,922,922,0.97828,0.99351
1996,17-29 y.,male,Full-Time Employment,0.47519,744,1535,0.45020,0.50018
1996,17-29 y.,male,Regular Part-Time Employment,0.02439,31,1535,0.01667,0.03211
1996,17-29 y.,male,Vocational Training,0.14169,223,1535,0.12424,0.15915
1996,17-29 y.,male,"Marginal, Irregular Part-Time Employment",0.02733,32,1535,0.01917,0.03549
1996,17-29 y.,male,Not Employed,0.33139,505,1535,0.30783,0.35495
1996,17-29 y.,female,Full-Time Employment,0.33558,554,1628,0.31263,0.35852
1996,17-29 y.,female,Regular Part-Time Employment,0.08005,121,1628,0.06686,0.09323
1996,17-29 y.,female,Vocational Training,0.10173,182,1628,0.08704,0.11642
1996,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.03200,44,1628,0.02345,0.04055
1996,17-29 y.,female,Not Employed,0.45064,727,1628,0.42646,0.47482
1996,30-45 y.,male,Full-Time Employment,0.87620,1924,2157,0.86230,0.89010
1996,30-45 y.,male,Regular Part-Time Employment,0.02601,38,2157,0.01929,0.03273
1996,30-45 y.,male,Not Employed,0.08235,195,2157,0.07075,0.09395
1996,30-45 y.,female,Full-Time Employment,0.36871,878,2237,0.34871,0.38871
1996,30-45 y.,female,Regular Part-Time Employment,0.25163,518,2237,0.23365,0.26962
1996,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.04514,91,2237,0.03654,0.05375
1996,30-45 y.,female,Not Employed,0.32915,750,2237,0.30967,0.34863
1996,46-65 y.,male,Full-Time Employment,0.62924,1263,1937,0.60772,0.65075
1996,46-65 y.,male,Not Employed,0.35039,674,1937,0.32914,0.37165
1996,46-65 y.,female,Full-Time Employment,0.25205,519,1927,0.23266,0.27144
1996,46-65 y.,female,Regular Part-Time Employment,0.16335,310,1927,0.14684,0.17986
1996,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.03853,65,1927,0.02994,0.04713
1996,46-65 y.,female,Not Employed,0.54519,1033,1927,0.52295,0.56743
1996,66 and older,male,Not Employed,0.95726,575,575,0.94072,0.97381
1996,66 and older,female,Not Employed,0.98629,934,934,0.97882,0.99375
1997,17-29 y.,male,Full-Time Employment,0.47880,715,1435,0.45295,0.50466
1997,17-29 y.,male,Vocational Training,0.13943,219,1435,0.12150,0.15736
1997,17-29 y.,male,Not Employed,0.32968,501,1435,0.30535,0.35402
1997,17-29 y.,female,Full-Time Employment,0.31912,517,1541,0.29584,0.34240
1997,17-29 y.,female,Regular Part-Time Employment,0.07567,96,1541,0.06246,0.08888
1997,17-29 y.,female,Vocational Training,0.10317,174,1541,0.08798,0.11837
1997,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.03434,48,1541,0.02525,0.04344
1997,17-29 y.,female,Not Employed,0.46699,706,1541,0.44207,0.49191
1997,30-45 y.,male,Full-Time Employment,0.86376,1879,2129,0.84918,0.87833
1997,30-45 y.,male,Regular Part-Time Employment,0.02413,34,2129,0.01761,0.03065
1997,30-45 y.,male,Not Employed,0.10095,216,2129,0.08815,0.11375
1997,30-45 y.,female,Full-Time Employment,0.37824,871,2197,0.35796,0.39853
1997,30-45 y.,female,Regular Part-Time Employment,0.23552,485,2197,0.21778,0.25327
1997,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.04721,92,2197,0.03834,0.05608
1997,30-45 y.,female,Not Employed,0.33507,749,2197,0.31533,0.35481
1997,46-65 y.,male,Full-Time Employment,0.61011,1207,1888,0.58810,0.63211
1997,46-65 y.,male,Not Employed,0.36497,681,1888,0.34325,0.38669
1997,46-65 y.,female,Full-Time Employment,0.25200,520,1920,0.23258,0.27143
1997,46-65 y.,female,Regular Part-Time Employment,0.16794,314,1920,0.15122,0.18467
1997,46-65 y.,female,"Marginal, Irregular Part-Time Employment",0.02779,53,1920,0.02044,0.03515
1997,46-65 y.,female,Not Employed,0.55157,1033,1920,0.52932,0.57382
1997,66 and older,male,Not Employed,0.96837,613,613,0.95450,0.98224
1997,66 and older,female,Not Employed,0.98464,932,932,0.97674,0.99254
1998,17-29 y.,male,Full-Time Employment,0.44360,701,1564,0.41897,0.46824
1998,17-29 y.,male,Regular Part-Time Employment,0.02904,31,1564,0.02071,0.03736
1998,17-29 y.,male,Vocational Training,0.16139,261,1564,0.14315,0.17963
1998,17-29 y.,male,"Marginal, Irregular Part-Time Employment",0.02955,37,1564,0.02115,0.03795
1998,17-29 y.,male,Not Employed,0.33357,534,1564,0.31019,0.35694
1998,17-29 y.,female,Full-Time Employment,0.32464,538,1596,0.30166,0.34761
1998,17-29 y.,female,Regular Part-Time Employment,0.05692,84,1596,0.04555,0.06829
1998,17-29 y.,female,Vocational Training,0.10309,187,1596,0.08817,0.11802
1998,17-29 y.,female,"Marginal, Irregular Part-Time Employment",0.02849,38,1596,0.02033,0.03666
1998,17-29 y.,female,Not Employed,0.48581,749,1596,0.46129,0.51034
1998,30-45 y.,male,Full-Time Employment,0.86436,2079,2349,0.85051,0.87821
1998,30-45 y.,male,Regular Part-Time Employment,0.02584,40,2349,0.01942,0.03225
1998,30-45 y.,male,Not Employed,0.09923,230,2349,0.08713,0.11132
1998,30-45 y.,female,Full-Time Employment,0.36975,953,2430,0.35055,0.38895
1998,30-45 y.,female,Regular Part-Time Employment,0.24541,533,2430,0.22830,0.26252
1998,30-45 y.,female,"Marginal, Irregular Part-Time Employment",0.04543,115,2430,0.03715,0.05371
1998,30-45 y.,female,Not Employed,0.33132,829,2430,0.31260,0.35004
1998,46-65 y.,male,Full-Time Employment,0.61662,1358,2137,0.59601,0.63724
