year,regtyp,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Rural regions,West,Regular Part-Time Employment,0.07113,166,1959,0.05975,0.08252
1990,Rural regions,West,Vocational Training,0.02362,70,1959,0.01689,0.03034
1990,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.01977,46,1959,0.01361,0.02594
1990,Rural regions,West,Not Employed,0.36511,759,1959,0.34379,0.38644
1990,Rural regions,East,Full-Time Employment,0.46675,1843,2867,0.44849,0.48502
1990,Rural regions,East,Regular Part-Time Employment,0.06590,266,2867,0.05682,0.07499
1990,Rural regions,East,Vocational Training,0.02186,91,2867,0.01651,0.02721
1990,Rural regions,East,Not Employed,0.22917,667,2867,0.21379,0.24456
1991,Urban regions,West,Full-Time Employment,0.36711,3588,7449,0.35616,0.37806
1991,Urban regions,West,Regular Part-Time Employment,0.06472,579,7449,0.05914,0.07031
1991,Urban regions,West,Vocational Training,0.02625,292,7449,0.02262,0.02988
1991,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.01998,173,7449,0.01681,0.02316
1991,Urban regions,West,Not Employed,0.35287,2817,7449,0.34202,0.36372
1991,Urban regions,East,Full-Time Employment,0.46145,821,1321,0.43455,0.48834
1991,Urban regions,East,Regular Part-Time Employment,0.04063,79,1321,0.02998,0.05128
1991,Urban regions,East,Vocational Training,0.01990,38,1321,0.01237,0.02744
1991,Urban regions,East,Not Employed,0.27720,383,1321,0.25305,0.30135
1991,Rural regions,West,Full-Time Employment,0.33844,917,1995,0.31767,0.35921
1991,Rural regions,West,Regular Part-Time Employment,0.07090,171,1995,0.05963,0.08216
1991,Rural regions,West,Vocational Training,0.03048,91,1995,0.02294,0.03803
1991,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02215,54,1995,0.01569,0.02862
1991,Rural regions,West,Not Employed,0.35695,762,1995,0.33592,0.37798
1991,Rural regions,East,Full-Time Employment,0.42481,1576,2714,0.40621,0.44341
1991,Rural regions,East,Regular Part-Time Employment,0.04029,150,2714,0.03290,0.04769
1991,Rural regions,East,Vocational Training,0.02040,88,2714,0.01508,0.02572
1991,Rural regions,East,Not Employed,0.32339,900,2714,0.30578,0.34099
1992,Urban regions,West,Full-Time Employment,0.36258,3486,7352,0.35159,0.37357
1992,Urban regions,West,Regular Part-Time Employment,0.06703,603,7352,0.06132,0.07275
1992,Urban regions,West,Vocational Training,0.02133,248,7352,0.01802,0.02463
1992,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.01512,132,7352,0.01233,0.01791
1992,Urban regions,West,Not Employed,0.36390,2883,7352,0.35290,0.37490
1992,Urban regions,East,Full-Time Employment,0.41486,726,1308,0.38815,0.44157
1992,Urban regions,East,Regular Part-Time Employment,0.03019,55,1308,0.02091,0.03947
1992,Urban regions,East,Vocational Training,0.02214,44,1308,0.01416,0.03012
1992,Urban regions,East,Not Employed,0.33847,483,1308,0.31281,0.36412
1992,Rural regions,West,Full-Time Employment,0.33535,904,1975,0.31452,0.35618
1992,Rural regions,West,Regular Part-Time Employment,0.07504,180,1975,0.06341,0.08666
1992,Rural regions,West,Vocational Training,0.03189,86,1975,0.02414,0.03964
1992,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.01440,33,1975,0.00914,0.01966
1992,Rural regions,West,Not Employed,0.35914,772,1975,0.33798,0.38031
1992,Rural regions,East,Full-Time Employment,0.37349,1319,2543,0.35468,0.39229
1992,Rural regions,East,Regular Part-Time Employment,0.02608,102,2543,0.01988,0.03227
1992,Rural regions,East,Vocational Training,0.02629,99,2543,0.02007,0.03251
1992,Rural regions,East,Not Employed,0.38971,1023,2543,0.37075,0.40867
1993,Urban regions,West,Full-Time Employment,0.36169,3442,7295,0.35066,0.37272
1993,Urban regions,West,Regular Part-Time Employment,0.06575,585,7295,0.06007,0.07144
1993,Urban regions,West,Vocational Training,0.02306,254,7295,0.01962,0.02651
1993,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.01662,133,7295,0.01369,0.01956
1993,Urban regions,West,Not Employed,0.36084,2881,7295,0.34982,0.37186
1993,Urban regions,East,Full-Time Employment,0.39946,699,1304,0.37287,0.42606
1993,Urban regions,East,Regular Part-Time Employment,0.02957,55,1304,0.02037,0.03877
1993,Urban regions,East,Vocational Training,0.02957,53,1304,0.02038,0.03877
1993,Urban regions,East,Not Employed,0.34620,497,1304,0.32037,0.37203
1993,Rural regions,West,Full-Time Employment,0.33411,896,1977,0.31332,0.35491
1993,Rural regions,West,Regular Part-Time Employment,0.07534,179,1977,0.06371,0.08698
1993,Rural regions,West,Vocational Training,0.02821,82,1977,0.02091,0.03551
1993,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.01814,43,1977,0.01225,0.02402
1993,Rural regions,West,Not Employed,0.36374,777,1977,0.34253,0.38496
1993,Rural regions,East,Full-Time Employment,0.34678,1224,2506,0.32814,0.36542
1993,Rural regions,East,Regular Part-Time Employment,0.02756,99,2506,0.02115,0.03397
1993,Rural regions,East,Vocational Training,0.03416,123,2506,0.02705,0.04127
1993,Rural regions,East,Not Employed,0.40213,1060,2506,0.38293,0.42134
1994,Urban regions,West,Full-Time Employment,0.35187,3278,7172,0.34082,0.36292
1994,Urban regions,West,Regular Part-Time Employment,0.06202,538,7172,0.05643,0.06760
1994,Urban regions,West,Vocational Training,0.01814,205,7172,0.01505,0.02123
1994,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.01884,166,7172,0.01569,0.02198
1994,Urban regions,West,Not Employed,0.37642,2985,7172,0.36521,0.38764
1994,Urban regions,East,Full-Time Employment,0.39379,674,1298,0.36720,0.42038
1994,Urban regions,East,Regular Part-Time Employment,0.03733,68,1298,0.02702,0.04765
1994,Urban regions,East,Vocational Training,0.02303,44,1298,0.01486,0.03119
1994,Urban regions,East,Not Employed,0.35860,512,1298,0.33250,0.38470
1994,Rural regions,West,Full-Time Employment,0.32023,864,1926,0.29939,0.34107
1994,Rural regions,West,Regular Part-Time Employment,0.07134,170,1926,0.05985,0.08284
1994,Rural regions,West,Vocational Training,0.02742,73,1926,0.02013,0.03472
1994,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02177,44,1926,0.01525,0.02829
1994,Rural regions,West,Not Employed,0.36962,775,1926,0.34806,0.39118
1994,Rural regions,East,Full-Time Employment,0.33978,1167,2451,0.32102,0.35853
1994,Rural regions,East,Regular Part-Time Employment,0.03035,107,2451,0.02356,0.03715
1994,Rural regions,East,Vocational Training,0.03451,132,2451,0.02728,0.04174
1994,Rural regions,East,Not Employed,0.40972,1045,2451,0.39025,0.42920
1995,Urban regions,West,Full-Time Employment,0.34381,3411,7518,0.33307,0.35455
1995,Urban regions,West,Regular Part-Time Employment,0.06348,583,7518,0.05797,0.06900
1995,Urban regions,West,Vocational Training,0.01776,207,7518,0.01477,0.02074
1995,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.02162,195,7518,0.01833,0.02491
1995,Urban regions,West,Not Employed,0.37939,3122,7518,0.36842,0.39036
1995,Urban regions,East,Full-Time Employment,0.37193,595,1200,0.34457,0.39929
1995,Urban regions,East,Regular Part-Time Employment,0.04515,82,1200,0.03340,0.05690
1995,Urban regions,East,Vocational Training,0.02450,43,1200,0.01575,0.03325
1995,Urban regions,East,Not Employed,0.37569,480,1200,0.34828,0.40311
1995,Rural regions,West,Full-Time Employment,0.31456,917,2072,0.29456,0.33455
1995,Rural regions,West,Regular Part-Time Employment,0.06924,180,2072,0.05830,0.08017
1995,Rural regions,West,Vocational Training,0.02712,83,2072,0.02012,0.03411
1995,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02320,64,2072,0.01672,0.02969
1995,Rural regions,West,Not Employed,0.36867,828,2072,0.34789,0.38945
1995,Rural regions,East,Full-Time Employment,0.35895,1209,2461,0.33999,0.37790
1995,Rural regions,East,Regular Part-Time Employment,0.03806,131,2461,0.03050,0.04562
1995,Rural regions,East,Vocational Training,0.03092,121,2461,0.02408,0.03776
1995,Rural regions,East,Not Employed,0.39001,1000,2461,0.37074,0.40929
1996,Urban regions,West,Full-Time Employment,0.33845,3250,7303,0.32760,0.34930
1996,Urban regions,West,Regular Part-Time Employment,0.06986,644,7303,0.06402,0.07571
1996,Urban regions,West,Vocational Training,0.01881,200,7303,0.01569,0.02192
1996,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.02023,180,7303,0.01700,0.02346
1996,Urban regions,West,Not Employed,0.37820,3029,7303,0.36707,0.38932
1996,Urban regions,East,Full-Time Employment,0.35903,586,1221,0.33211,0.38595
1996,Urban regions,East,Regular Part-Time Employment,0.04704,81,1221,0.03516,0.05892
1996,Urban regions,East,Vocational Training,0.02906,52,1221,0.01964,0.03849
1996,Urban regions,East,Not Employed,0.37900,502,1221,0.35178,0.40622
1996,Rural regions,West,Full-Time Employment,0.31508,912,2060,0.29501,0.33514
1996,Rural regions,West,Regular Part-Time Employment,0.08083,197,2060,0.06905,0.09260
1996,Rural regions,West,Vocational Training,0.01873,65,2060,0.01287,0.02458
1996,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02447,64,2060,0.01779,0.03114
1996,Rural regions,West,Not Employed,0.36755,822,2060,0.34672,0.38837
1996,Rural regions,East,Full-Time Employment,0.34430,1147,2436,0.32543,0.36317
1996,Rural regions,East,Regular Part-Time Employment,0.04010,132,2436,0.03231,0.04789
1996,Rural regions,East,Vocational Training,0.02716,117,2436,0.02070,0.03362
1996,Rural regions,East,Not Employed,0.41572,1040,2436,0.39614,0.43529
1997,Urban regions,West,Full-Time Employment,0.33370,3134,7179,0.32279,0.34461
1997,Urban regions,West,Regular Part-Time Employment,0.07194,625,7179,0.06597,0.07792
1997,Urban regions,West,Vocational Training,0.01897,212,7179,0.01582,0.02213
1997,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.01784,166,7179,0.01478,0.02090
1997,Urban regions,West,Not Employed,0.38472,3042,7179,0.37347,0.39598
1997,Urban regions,East,Full-Time Employment,0.34962,561,1193,0.32254,0.37669
1997,Urban regions,East,Regular Part-Time Employment,0.04445,68,1193,0.03275,0.05615
1997,Urban regions,East,Vocational Training,0.02323,46,1193,0.01468,0.03178
1997,Urban regions,East,Not Employed,0.40748,518,1193,0.37958,0.43537
1997,Rural regions,West,Full-Time Employment,0.31564,901,2014,0.29533,0.33594
1997,Rural regions,West,Regular Part-Time Employment,0.06741,172,2014,0.05646,0.07837
1997,Rural regions,West,Vocational Training,0.01636,54,2014,0.01082,0.02190
1997,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02146,62,2014,0.01513,0.02779
1997,Rural regions,West,Not Employed,0.38040,825,2014,0.35919,0.40160
1997,Rural regions,East,Full-Time Employment,0.33975,1127,2410,0.32084,0.35867
1997,Rural regions,East,Regular Part-Time Employment,0.04130,127,2410,0.03335,0.04924
1997,Rural regions,East,Vocational Training,0.02602,111,2410,0.01966,0.03238
1997,Rural regions,East,Not Employed,0.42487,1045,2410,0.40513,0.44461
1998,Urban regions,West,Full-Time Employment,0.33623,3484,8024,0.32590,0.34657
1998,Urban regions,West,Regular Part-Time Employment,0.07367,704,8024,0.06795,0.07938
1998,Urban regions,West,Vocational Training,0.01950,228,8024,0.01647,0.02252
1998,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.01663,179,8024,0.01383,0.01943
1998,Urban regions,West,Not Employed,0.38368,3429,8024,0.37304,0.39432
1998,Urban regions,East,Full-Time Employment,0.36122,580,1236,0.33443,0.38801
1998,Urban regions,East,Regular Part-Time Employment,0.03664,67,1236,0.02616,0.04712
1998,Urban regions,East,Vocational Training,0.02240,48,1236,0.01414,0.03065
1998,Urban regions,East,Not Employed,0.40454,541,1236,0.37716,0.43191
1998,Rural regions,West,Full-Time Employment,0.30725,1001,2338,0.28854,0.32595
1998,Rural regions,West,Regular Part-Time Employment,0.06731,203,2338,0.05715,0.07747
1998,Rural regions,West,Vocational Training,0.02008,75,2338,0.01439,0.02577
1998,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02424,81,2338,0.01800,0.03047
1998,Rural regions,West,Not Employed,0.37992,978,2338,0.36024,0.39960
1998,Rural regions,East,Full-Time Employment,0.32392,1158,2582,0.30587,0.34198
1998,Rural regions,East,Regular Part-Time Employment,0.04360,136,2582,0.03572,0.05147
1998,Rural regions,East,Vocational Training,0.03225,127,2582,0.02544,0.03907
1998,Rural regions,East,Not Employed,0.43041,1161,2582,0.41131,0.44952
1999,Urban regions,West,Full-Time Employment,0.34048,3362,7644,0.32985,0.35110
1999,Urban regions,West,Regular Part-Time Employment,0.06949,669,7644,0.06379,0.07519
1999,Urban regions,West,Vocational Training,0.02024,215,7644,0.01708,0.02340
1999,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.02994,270,7644,0.02612,0.03376
1999,Urban regions,West,Not Employed,0.36926,3128,7644,0.35844,0.38008
1999,Urban regions,East,Full-Time Employment,0.35890,576,1210,0.33186,0.38594
1999,Urban regions,East,Regular Part-Time Employment,0.04713,73,1210,0.03518,0.05908
1999,Urban regions,East,Vocational Training,0.02076,43,1210,0.01272,0.02880
1999,Urban regions,East,Not Employed,0.40429,518,1210,0.37663,0.43195
1999,Rural regions,West,Full-Time Employment,0.31231,965,2233,0.29308,0.33153
1999,Rural regions,West,Regular Part-Time Employment,0.07292,218,2233,0.06214,0.08371
1999,Rural regions,West,Vocational Training,0.02030,69,2233,0.01445,0.02615
1999,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.03318,106,2233,0.02575,0.04061
1999,Rural regions,West,Not Employed,0.36215,875,2233,0.34222,0.38209
1999,Rural regions,East,Full-Time Employment,0.33709,1140,2543,0.31871,0.35546
1999,Rural regions,East,Regular Part-Time Employment,0.04705,156,2543,0.03882,0.05528
1999,Rural regions,East,Vocational Training,0.03111,120,2543,0.02436,0.03786
1999,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.01015,32,2543,0.00625,0.01404
1999,Rural regions,East,Not Employed,0.41898,1095,2543,0.39980,0.43816
2000,Urban regions,West,Full-Time Employment,0.33638,5755,13879,0.32852,0.34424
2000,Urban regions,West,Regular Part-Time Employment,0.08028,1423,13879,0.07575,0.08480
2000,Urban regions,West,Vocational Training,0.01710,333,13879,0.01494,0.01925
2000,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.02948,482,13879,0.02667,0.03229
2000,Urban regions,West,Not Employed,0.36393,5886,13879,0.35593,0.37194
2000,Urban regions,East,Full-Time Employment,0.34403,822,1851,0.32238,0.36568
2000,Urban regions,East,Regular Part-Time Employment,0.05238,118,1851,0.04223,0.06253
2000,Urban regions,East,Vocational Training,0.02101,56,1851,0.01447,0.02754
2000,Urban regions,East,"Marginal, Irregular Part-Time Employment",0.02070,39,1851,0.01421,0.02718
2000,Urban regions,East,Not Employed,0.40173,816,1851,0.37939,0.42407
2000,Rural regions,West,Full-Time Employment,0.32641,1815,4355,0.31249,0.34034
2000,Rural regions,West,Regular Part-Time Employment,0.07709,441,4355,0.06917,0.08501
2000,Rural regions,West,Vocational Training,0.02049,124,4355,0.01628,0.02470
2000,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02915,180,4355,0.02416,0.03415
2000,Rural regions,West,Not Employed,0.35141,1795,4355,0.33723,0.36559
2000,Rural regions,East,Full-Time Employment,0.32811,1668,3993,0.31354,0.34267
2000,Rural regions,East,Regular Part-Time Employment,0.04854,250,3993,0.04187,0.05520
2000,Rural regions,East,Vocational Training,0.03156,183,3993,0.02613,0.03698
2000,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.01674,65,3993,0.01276,0.02072
2000,Rural regions,East,Not Employed,0.42649,1827,3993,0.41115,0.44183
2001,Urban regions,West,Full-Time Employment,0.33369,5211,12571,0.32544,0.34193
2001,Urban regions,West,Regular Part-Time Employment,0.07995,1303,12571,0.07521,0.08469
2001,Urban regions,West,Vocational Training,0.01956,326,12571,0.01714,0.02198
2001,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.03085,475,12571,0.02783,0.03388
2001,Urban regions,West,Not Employed,0.36116,5256,12571,0.35276,0.36956
2001,Urban regions,East,Full-Time Employment,0.34666,757,1748,0.32434,0.36897
2001,Urban regions,East,Regular Part-Time Employment,0.05394,117,1748,0.04335,0.06454
2001,Urban regions,East,Vocational Training,0.02562,61,1748,0.01821,0.03302
2001,Urban regions,East,"Marginal, Irregular Part-Time Employment",0.02539,47,1748,0.01801,0.03276
2001,Urban regions,East,Not Employed,0.40177,766,1748,0.37878,0.42476
2001,Rural regions,West,Full-Time Employment,0.32110,1577,3891,0.30643,0.33578
2001,Rural regions,West,Regular Part-Time Employment,0.07742,396,3891,0.06903,0.08582
2001,Rural regions,West,Vocational Training,0.02410,128,3891,0.01928,0.02891
2001,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.02817,167,3891,0.02297,0.03337
2001,Rural regions,West,Not Employed,0.35927,1623,3891,0.34420,0.37435
2001,Rural regions,East,Full-Time Employment,0.32425,1514,3682,0.30912,0.33937
2001,Rural regions,East,Regular Part-Time Employment,0.05201,241,3682,0.04484,0.05918
2001,Rural regions,East,Vocational Training,0.03155,164,3682,0.02591,0.03720
2001,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.01426,61,3682,0.01043,0.01809
2001,Rural regions,East,Not Employed,0.43638,1702,3682,0.42036,0.45240
2002,Urban regions,West,Full-Time Employment,0.32133,5654,13517,0.31346,0.32920
2002,Urban regions,West,Regular Part-Time Employment,0.07999,1481,13517,0.07541,0.08456
2002,Urban regions,West,Vocational Training,0.01986,327,13517,0.01751,0.02222
2002,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.03200,538,13517,0.02903,0.03497
2002,Urban regions,West,Not Employed,0.37416,5517,13517,0.36601,0.38232
2002,Urban regions,East,Full-Time Employment,0.32834,764,1769,0.30645,0.35023
2002,Urban regions,East,Regular Part-Time Employment,0.05384,117,1769,0.04332,0.06436
2002,Urban regions,East,Vocational Training,0.02959,67,1769,0.02169,0.03749
2002,Urban regions,East,"Marginal, Irregular Part-Time Employment",0.02030,47,1769,0.01373,0.02688
2002,Urban regions,East,Not Employed,0.42702,774,1769,0.40396,0.45008
2002,Rural regions,West,Full-Time Employment,0.31363,1652,4056,0.29935,0.32791
2002,Rural regions,West,Regular Part-Time Employment,0.08094,449,4056,0.07255,0.08934
2002,Rural regions,West,Vocational Training,0.02545,136,4056,0.02060,0.03030
2002,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.03114,178,4056,0.02579,0.03649
2002,Rural regions,West,Not Employed,0.35641,1641,4056,0.34167,0.37115
2002,Rural regions,East,Full-Time Employment,0.30618,1482,3654,0.29123,0.32113
2002,Rural regions,East,Regular Part-Time Employment,0.05248,236,3654,0.04525,0.05972
2002,Rural regions,East,Vocational Training,0.03204,148,3654,0.02633,0.03776
2002,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.01530,65,3654,0.01132,0.01928
2002,Rural regions,East,Not Employed,0.45887,1723,3654,0.44271,0.47503
2003,Urban regions,West,Full-Time Employment,0.31558,5235,12983,0.30759,0.32358
2003,Urban regions,West,Regular Part-Time Employment,0.07919,1441,12983,0.07454,0.08383
2003,Urban regions,West,Vocational Training,0.01801,309,12983,0.01572,0.02030
2003,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.03368,538,12983,0.03058,0.03679
2003,Urban regions,West,Not Employed,0.38007,5460,12983,0.37172,0.38842
2003,Urban regions,East,Full-Time Employment,0.31111,715,1761,0.28948,0.33274
2003,Urban regions,East,Regular Part-Time Employment,0.06277,135,1761,0.05144,0.07411
2003,Urban regions,East,Vocational Training,0.02075,47,1761,0.01409,0.02741
2003,Urban regions,East,"Marginal, Irregular Part-Time Employment",0.02009,51,1761,0.01353,0.02664
2003,Urban regions,East,Not Employed,0.45722,813,1761,0.43394,0.48049
2003,Rural regions,West,Full-Time Employment,0.30893,1528,3815,0.29427,0.32359
2003,Rural regions,West,Regular Part-Time Employment,0.08689,437,3815,0.07795,0.09583
2003,Rural regions,West,Vocational Training,0.02298,120,3815,0.01822,0.02773
2003,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.03275,181,3815,0.02710,0.03840
2003,Rural regions,West,Not Employed,0.36335,1549,3815,0.34809,0.37862
2003,Rural regions,East,Full-Time Employment,0.29603,1379,3575,0.28106,0.31100
2003,Rural regions,East,Regular Part-Time Employment,0.05650,256,3575,0.04893,0.06407
2003,Rural regions,East,Vocational Training,0.02655,132,3575,0.02128,0.03182
2003,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.02320,85,3575,0.01827,0.02814
2003,Rural regions,East,Not Employed,0.46159,1723,3575,0.44525,0.47793
2004,Urban regions,West,Full-Time Employment,0.31434,5022,12599,0.30624,0.32245
2004,Urban regions,West,Regular Part-Time Employment,0.07882,1374,12599,0.07411,0.08352
2004,Urban regions,West,Vocational Training,0.01827,289,12599,0.01593,0.02060
2004,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.03602,568,12599,0.03277,0.03928
2004,Urban regions,West,Not Employed,0.38173,5346,12599,0.37325,0.39021
2004,Urban regions,East,Full-Time Employment,0.30143,708,1760,0.27998,0.32287
2004,Urban regions,East,Regular Part-Time Employment,0.06483,136,1760,0.05332,0.07633
2004,Urban regions,East,Vocational Training,0.03455,57,1760,0.02602,0.04309
2004,Urban regions,East,"Marginal, Irregular Part-Time Employment",0.03220,60,1760,0.02395,0.04045
2004,Urban regions,East,Not Employed,0.44402,799,1760,0.42080,0.46724
2004,Rural regions,West,Full-Time Employment,0.30620,1468,3770,0.29148,0.32091
2004,Rural regions,West,Regular Part-Time Employment,0.07692,415,3770,0.06841,0.08542
2004,Rural regions,West,Vocational Training,0.02358,122,3770,0.01874,0.02843
2004,Rural regions,West,"Marginal, Irregular Part-Time Employment",0.03423,196,3770,0.02842,0.04003
2004,Rural regions,West,Not Employed,0.38243,1569,3770,0.36691,0.39794
2004,Rural regions,East,Full-Time Employment,0.28642,1320,3455,0.27134,0.30149
2004,Rural regions,East,Regular Part-Time Employment,0.06369,261,3455,0.05555,0.07184
2004,Rural regions,East,Vocational Training,0.02390,112,3455,0.01881,0.02900
2004,Rural regions,East,"Marginal, Irregular Part-Time Employment",0.02611,94,3455,0.02079,0.03142
2004,Rural regions,East,Not Employed,0.46927,1668,3455,0.45263,0.48592
2005,Urban regions,West,Full-Time Employment,0.31287,4697,12061,0.30459,0.32114
2005,Urban regions,West,Regular Part-Time Employment,0.08332,1318,12061,0.07838,0.08825
2005,Urban regions,West,Vocational Training,0.01910,270,12061,0.01666,0.02155
2005,Urban regions,West,"Marginal, Irregular Part-Time Employment",0.04096,599,12061,0.03742,0.04450
