year,age_gr,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,3rd Quintile,Regular Part-Time Employment,0.07568,49,691,0.05595,0.09542
1985,46-65 y.,3rd Quintile,Not Employed,0.46627,285,691,0.42904,0.50349
1985,46-65 y.,4th Quintile,Full-Time Employment,0.52737,398,692,0.49015,0.56460
1985,46-65 y.,4th Quintile,Regular Part-Time Employment,0.08532,57,692,0.06449,0.10615
1985,46-65 y.,4th Quintile,Not Employed,0.36467,237,692,0.32878,0.40056
1985,46-65 y.,5th Quintile,Full-Time Employment,0.58647,485,786,0.55202,0.62092
1985,46-65 y.,5th Quintile,Regular Part-Time Employment,0.10598,81,786,0.08444,0.12751
1985,46-65 y.,5th Quintile,Not Employed,0.29178,220,786,0.25998,0.32358
1985,66 and older,1st Quintile,Not Employed,0.98243,252,252,0.96617,0.99868
1985,66 and older,2nd Quintile,Not Employed,0.98346,256,256,0.96780,0.99911
1985,66 and older,3rd Quintile,Not Employed,0.96910,210,210,0.94564,0.99256
1985,66 and older,4th Quintile,Not Employed,0.96642,188,188,0.94060,0.99224
1985,66 and older,5th Quintile,Not Employed,0.89469,153,153,0.84589,0.94349
1986,17-29 y.,1st Quintile,Full-Time Employment,0.25223,167,640,0.21855,0.28590
1986,17-29 y.,1st Quintile,Vocational Training,0.12405,74,640,0.09849,0.14961
1986,17-29 y.,1st Quintile,"Marginal, Irregular Part-Time Employment",0.05638,32,640,0.03850,0.07427
1986,17-29 y.,1st Quintile,Not Employed,0.52696,367,640,0.48825,0.56567
1986,17-29 y.,2nd Quintile,Full-Time Employment,0.38585,225,571,0.34588,0.42581
1986,17-29 y.,2nd Quintile,Vocational Training,0.14920,82,571,0.11995,0.17845
1986,17-29 y.,2nd Quintile,Not Employed,0.39659,264,571,0.35643,0.43675
1986,17-29 y.,3rd Quintile,Full-Time Employment,0.47992,290,590,0.43957,0.52027
1986,17-29 y.,3rd Quintile,Vocational Training,0.14670,87,590,0.11813,0.17528
1986,17-29 y.,3rd Quintile,Not Employed,0.31924,213,590,0.28159,0.35689
1986,17-29 y.,4th Quintile,Full-Time Employment,0.60380,401,629,0.56555,0.64206
1986,17-29 y.,4th Quintile,Vocational Training,0.09244,63,629,0.06979,0.11510
1986,17-29 y.,4th Quintile,Not Employed,0.25567,165,629,0.22155,0.28979
1986,17-29 y.,5th Quintile,Full-Time Employment,0.60868,301,474,0.56470,0.65267
1986,17-29 y.,5th Quintile,Vocational Training,0.09771,48,474,0.07096,0.12447
1986,17-29 y.,5th Quintile,Not Employed,0.25328,125,474,0.21409,0.29248
1986,30-45 y.,1st Quintile,Full-Time Employment,0.37888,252,575,0.33919,0.41856
1986,30-45 y.,1st Quintile,Regular Part-Time Employment,0.06446,31,575,0.04437,0.08455
1986,30-45 y.,1st Quintile,Not Employed,0.49854,292,575,0.45763,0.53944
1986,30-45 y.,2nd Quintile,Full-Time Employment,0.55052,382,672,0.51288,0.58816
1986,30-45 y.,2nd Quintile,Regular Part-Time Employment,0.07601,55,672,0.05596,0.09606
1986,30-45 y.,2nd Quintile,Not Employed,0.33375,235,672,0.29807,0.36943
1986,30-45 y.,3rd Quintile,Full-Time Employment,0.57505,388,648,0.53696,0.61314
1986,30-45 y.,3rd Quintile,Regular Part-Time Employment,0.11801,76,648,0.09315,0.14286
1986,30-45 y.,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.05887,34,648,0.04073,0.07701
1986,30-45 y.,3rd Quintile,Not Employed,0.24307,150,648,0.21001,0.27612
1986,30-45 y.,4th Quintile,Full-Time Employment,0.67859,441,623,0.64189,0.71529
1986,30-45 y.,4th Quintile,Regular Part-Time Employment,0.11730,69,623,0.09201,0.14259
1986,30-45 y.,4th Quintile,Not Employed,0.17744,113,623,0.14741,0.20746
1986,30-45 y.,5th Quintile,Full-Time Employment,0.74688,508,665,0.71381,0.77996
1986,30-45 y.,5th Quintile,Regular Part-Time Employment,0.12242,77,665,0.09749,0.14735
1986,30-45 y.,5th Quintile,Not Employed,0.11008,80,665,0.08628,0.13389
1986,46-65 y.,1st Quintile,Full-Time Employment,0.18472,156,526,0.15152,0.21792
1986,46-65 y.,1st Quintile,Not Employed,0.76399,370,526,0.72767,0.80031
1986,46-65 y.,2nd Quintile,Full-Time Employment,0.35418,229,534,0.31358,0.39479
1986,46-65 y.,2nd Quintile,Regular Part-Time Employment,0.06353,33,534,0.04282,0.08424
1986,46-65 y.,2nd Quintile,Not Employed,0.55579,272,534,0.51361,0.59798
1986,46-65 y.,3rd Quintile,Full-Time Employment,0.49425,344,608,0.45447,0.53402
1986,46-65 y.,3rd Quintile,Regular Part-Time Employment,0.06947,43,608,0.04925,0.08970
1986,46-65 y.,3rd Quintile,Not Employed,0.41094,221,608,0.37180,0.45008
1986,46-65 y.,4th Quintile,Full-Time Employment,0.52972,431,730,0.49349,0.56595
1986,46-65 y.,4th Quintile,Regular Part-Time Employment,0.08410,58,730,0.06396,0.10425
1986,46-65 y.,4th Quintile,Not Employed,0.36296,241,730,0.32805,0.39786
1986,46-65 y.,5th Quintile,Full-Time Employment,0.59671,471,735,0.56122,0.63220
1986,46-65 y.,5th Quintile,Regular Part-Time Employment,0.08586,63,735,0.06560,0.10613
1986,46-65 y.,5th Quintile,Not Employed,0.27973,201,735,0.24725,0.31220
1986,66 and older,1st Quintile,Not Employed,0.99842,254,254,0.99351,1.00332
1986,66 and older,2nd Quintile,Not Employed,0.98405,239,239,0.96813,0.99997
1986,66 and older,3rd Quintile,Not Employed,0.95528,197,197,0.92635,0.98422
1986,66 and older,4th Quintile,Not Employed,0.97455,167,167,0.95059,0.99851
1986,66 and older,5th Quintile,Not Employed,0.93115,144,144,0.88964,0.97265
1987,17-29 y.,1st Quintile,Full-Time Employment,0.20640,153,609,0.17423,0.23857
1987,17-29 y.,1st Quintile,Vocational Training,0.13484,80,609,0.10769,0.16199
1987,17-29 y.,1st Quintile,Not Employed,0.56100,376,609,0.52155,0.60044
1987,17-29 y.,2nd Quintile,Full-Time Employment,0.41634,241,617,0.37741,0.45527
1987,17-29 y.,2nd Quintile,Regular Part-Time Employment,0.06263,33,617,0.04349,0.08176
1987,17-29 y.,2nd Quintile,Vocational Training,0.15313,99,617,0.12469,0.18157
1987,17-29 y.,2nd Quintile,Not Employed,0.35570,244,617,0.31790,0.39351
1987,17-29 y.,3rd Quintile,Full-Time Employment,0.48191,273,571,0.44089,0.52293
1987,17-29 y.,3rd Quintile,Vocational Training,0.16399,109,571,0.13359,0.19438
1987,17-29 y.,3rd Quintile,Not Employed,0.28902,189,571,0.25180,0.32623
1987,17-29 y.,4th Quintile,Full-Time Employment,0.57277,359,622,0.53386,0.61168
1987,17-29 y.,4th Quintile,Regular Part-Time Employment,0.06129,32,622,0.04242,0.08016
1987,17-29 y.,4th Quintile,Vocational Training,0.11878,77,622,0.09333,0.14422
1987,17-29 y.,4th Quintile,Not Employed,0.22504,154,622,0.19219,0.25788
1987,17-29 y.,5th Quintile,Full-Time Employment,0.62326,291,468,0.57931,0.66721
1987,17-29 y.,5th Quintile,Vocational Training,0.12497,62,468,0.09498,0.15496
1987,17-29 y.,5th Quintile,Not Employed,0.22458,115,468,0.18673,0.26243
1987,30-45 y.,1st Quintile,Full-Time Employment,0.42338,239,530,0.38127,0.46548
1987,30-45 y.,1st Quintile,Regular Part-Time Employment,0.07206,34,530,0.05003,0.09410
1987,30-45 y.,1st Quintile,Not Employed,0.45405,257,530,0.41162,0.49647
1987,30-45 y.,2nd Quintile,Full-Time Employment,0.54544,368,642,0.50690,0.58399
1987,30-45 y.,2nd Quintile,Regular Part-Time Employment,0.08609,51,642,0.06437,0.10780
1987,30-45 y.,2nd Quintile,Not Employed,0.32740,223,642,0.29107,0.36373
1987,30-45 y.,3rd Quintile,Full-Time Employment,0.60126,406,624,0.56281,0.63971
1987,30-45 y.,3rd Quintile,Regular Part-Time Employment,0.12541,77,624,0.09941,0.15142
1987,30-45 y.,3rd Quintile,Not Employed,0.23142,141,624,0.19830,0.26454
1987,30-45 y.,4th Quintile,Full-Time Employment,0.68476,427,599,0.64752,0.72200
1987,30-45 y.,4th Quintile,Regular Part-Time Employment,0.11283,69,599,0.08747,0.13819
1987,30-45 y.,4th Quintile,Not Employed,0.17374,103,599,0.14337,0.20411
1987,30-45 y.,5th Quintile,Full-Time Employment,0.76926,529,678,0.73752,0.80099
1987,30-45 y.,5th Quintile,Regular Part-Time Employment,0.12531,81,678,0.10037,0.15025
1987,30-45 y.,5th Quintile,Not Employed,0.09635,68,678,0.07413,0.11858
1987,46-65 y.,1st Quintile,Full-Time Employment,0.20677,142,488,0.17080,0.24274
1987,46-65 y.,1st Quintile,Not Employed,0.73446,346,488,0.69524,0.77368
1987,46-65 y.,2nd Quintile,Full-Time Employment,0.36777,243,534,0.32683,0.40871
1987,46-65 y.,2nd Quintile,Regular Part-Time Employment,0.08054,36,534,0.05744,0.10365
1987,46-65 y.,2nd Quintile,Not Employed,0.52590,255,534,0.48351,0.56829
1987,46-65 y.,3rd Quintile,Full-Time Employment,0.46364,328,619,0.42432,0.50295
1987,46-65 y.,3rd Quintile,Regular Part-Time Employment,0.06769,41,619,0.04789,0.08750
1987,46-65 y.,3rd Quintile,Not Employed,0.44233,250,619,0.40318,0.48149
1987,46-65 y.,4th Quintile,Full-Time Employment,0.53974,422,729,0.50353,0.57594
1987,46-65 y.,4th Quintile,Regular Part-Time Employment,0.11436,79,729,0.09124,0.13748
1987,46-65 y.,4th Quintile,Not Employed,0.32370,228,729,0.28971,0.35769
1987,46-65 y.,5th Quintile,Full-Time Employment,0.62177,493,759,0.58724,0.65629
1987,46-65 y.,5th Quintile,Regular Part-Time Employment,0.09018,63,759,0.06979,0.11057
1987,46-65 y.,5th Quintile,Not Employed,0.27392,203,759,0.24217,0.30567
1987,66 and older,1st Quintile,Not Employed,0.98358,309,309,0.96939,0.99778
1987,66 and older,2nd Quintile,Not Employed,0.98752,220,220,0.97282,1.00222
1987,66 and older,3rd Quintile,Not Employed,0.97992,209,209,0.96086,0.99898
1987,66 and older,4th Quintile,Not Employed,0.97787,159,159,0.95493,1.00081
1987,66 and older,5th Quintile,Not Employed,0.90057,135,135,0.84990,0.95124
1988,17-29 y.,1st Quintile,Full-Time Employment,0.23654,168,606,0.20268,0.27040
1988,17-29 y.,1st Quintile,Vocational Training,0.14642,89,606,0.11825,0.17459
1988,17-29 y.,1st Quintile,Not Employed,0.53192,349,606,0.49216,0.57168
1988,17-29 y.,2nd Quintile,Full-Time Employment,0.34475,195,526,0.30410,0.38541
1988,17-29 y.,2nd Quintile,Vocational Training,0.18321,109,526,0.15012,0.21630
1988,17-29 y.,2nd Quintile,Not Employed,0.40466,222,526,0.36267,0.44664
1988,17-29 y.,3rd Quintile,Full-Time Employment,0.44187,258,574,0.40121,0.48253
1988,17-29 y.,3rd Quintile,Vocational Training,0.15757,109,574,0.12774,0.18741
1988,17-29 y.,3rd Quintile,Not Employed,0.34237,207,574,0.30352,0.38123
1988,17-29 y.,4th Quintile,Full-Time Employment,0.59376,349,586,0.55396,0.63356
1988,17-29 y.,4th Quintile,Vocational Training,0.10435,73,586,0.07958,0.12912
1988,17-29 y.,4th Quintile,Not Employed,0.24370,164,586,0.20891,0.27849
1988,17-29 y.,5th Quintile,Full-Time Employment,0.63672,272,413,0.59027,0.68316
1988,17-29 y.,5th Quintile,Vocational Training,0.09570,45,413,0.06730,0.12411
1988,17-29 y.,5th Quintile,Not Employed,0.21165,96,413,0.17221,0.25110
1988,30-45 y.,1st Quintile,Full-Time Employment,0.40886,224,522,0.36664,0.45107
1988,30-45 y.,1st Quintile,Regular Part-Time Employment,0.07370,40,522,0.05126,0.09613
1988,30-45 y.,1st Quintile,Not Employed,0.48721,258,522,0.44429,0.53013
1988,30-45 y.,2nd Quintile,Full-Time Employment,0.54376,355,621,0.50456,0.58297
1988,30-45 y.,2nd Quintile,Regular Part-Time Employment,0.13285,79,621,0.10613,0.15956
1988,30-45 y.,2nd Quintile,Not Employed,0.28681,187,621,0.25121,0.32241
1988,30-45 y.,3rd Quintile,Full-Time Employment,0.60663,373,588,0.56711,0.64615
1988,30-45 y.,3rd Quintile,Regular Part-Time Employment,0.13744,82,588,0.10959,0.16530
1988,30-45 y.,3rd Quintile,Not Employed,0.22286,133,588,0.18919,0.25653
1988,30-45 y.,4th Quintile,Full-Time Employment,0.69302,388,537,0.65397,0.73206
1988,30-45 y.,4th Quintile,Regular Part-Time Employment,0.12105,64,537,0.09344,0.14867
1988,30-45 y.,4th Quintile,Not Employed,0.15994,85,537,0.12891,0.19097
1988,30-45 y.,5th Quintile,Full-Time Employment,0.78809,479,603,0.75545,0.82074
1988,30-45 y.,5th Quintile,Regular Part-Time Employment,0.09905,59,603,0.07519,0.12291
1988,30-45 y.,5th Quintile,Not Employed,0.09329,65,603,0.07005,0.11652
1988,46-65 y.,1st Quintile,Full-Time Employment,0.20095,135,471,0.16473,0.23718
1988,46-65 y.,1st Quintile,Not Employed,0.71167,336,471,0.67072,0.75263
1988,46-65 y.,2nd Quintile,Full-Time Employment,0.35389,223,477,0.31093,0.39685
1988,46-65 y.,2nd Quintile,Not Employed,0.55479,254,477,0.51014,0.59944
1988,46-65 y.,3rd Quintile,Full-Time Employment,0.48191,322,610,0.44222,0.52159
1988,46-65 y.,3rd Quintile,Regular Part-Time Employment,0.08453,52,610,0.06244,0.10663
1988,46-65 y.,3rd Quintile,Not Employed,0.40910,236,610,0.37005,0.44815
1988,46-65 y.,4th Quintile,Full-Time Employment,0.52053,412,732,0.48432,0.55675
1988,46-65 y.,4th Quintile,Regular Part-Time Employment,0.11069,76,732,0.08795,0.13344
1988,46-65 y.,4th Quintile,Not Employed,0.35749,244,732,0.32275,0.39223
1988,46-65 y.,5th Quintile,Full-Time Employment,0.65565,478,717,0.62084,0.69045
1988,46-65 y.,5th Quintile,Regular Part-Time Employment,0.10021,70,717,0.07821,0.12220
1988,46-65 y.,5th Quintile,Not Employed,0.23064,169,717,0.19979,0.26150
1988,66 and older,1st Quintile,Not Employed,0.98982,272,272,0.97787,1.00177
1988,66 and older,2nd Quintile,Not Employed,0.97513,257,257,0.95605,0.99420
1988,66 and older,3rd Quintile,Not Employed,0.99165,176,176,0.97818,1.00513
1988,66 and older,4th Quintile,Not Employed,0.95794,152,152,0.92592,0.98996
1988,66 and older,5th Quintile,Not Employed,0.90346,143,143,0.85488,0.95204
1989,17-29 y.,1st Quintile,Full-Time Employment,0.25305,179,600,0.21824,0.28787
1989,17-29 y.,1st Quintile,Vocational Training,0.14507,88,600,0.11687,0.17327
1989,17-29 y.,1st Quintile,Not Employed,0.49620,333,600,0.45616,0.53624
1989,17-29 y.,2nd Quintile,Full-Time Employment,0.40574,243,601,0.36645,0.44503
1989,17-29 y.,2nd Quintile,Regular Part-Time Employment,0.07112,35,601,0.05056,0.09169
1989,17-29 y.,2nd Quintile,Vocational Training,0.13309,83,601,0.10591,0.16027
1989,17-29 y.,2nd Quintile,Not Employed,0.36553,240,601,0.32699,0.40406
1989,17-29 y.,3rd Quintile,Full-Time Employment,0.47632,251,495,0.43227,0.52036
1989,17-29 y.,3rd Quintile,Vocational Training,0.14376,79,495,0.11282,0.17470
1989,17-29 y.,3rd Quintile,Not Employed,0.30559,165,495,0.26497,0.34621
1989,17-29 y.,4th Quintile,Full-Time Employment,0.58287,365,588,0.54298,0.62275
1989,17-29 y.,4th Quintile,Vocational Training,0.13155,81,588,0.10421,0.15890
1989,17-29 y.,4th Quintile,Not Employed,0.24610,142,588,0.21125,0.28094
1989,17-29 y.,5th Quintile,Full-Time Employment,0.63485,272,407,0.58801,0.68168
1989,17-29 y.,5th Quintile,Vocational Training,0.08705,39,407,0.05963,0.11447
1989,17-29 y.,5th Quintile,Not Employed,0.23283,96,407,0.19172,0.27394
1989,30-45 y.,1st Quintile,Full-Time Employment,0.42911,230,504,0.38585,0.47236
1989,30-45 y.,1st Quintile,Regular Part-Time Employment,0.09444,47,504,0.06888,0.11999
1989,30-45 y.,1st Quintile,Not Employed,0.44426,227,504,0.40084,0.48769
1989,30-45 y.,2nd Quintile,Full-Time Employment,0.54621,338,584,0.50580,0.58663
1989,30-45 y.,2nd Quintile,Regular Part-Time Employment,0.11700,72,584,0.09090,0.14309
1989,30-45 y.,2nd Quintile,Not Employed,0.29657,174,584,0.25950,0.33365
1989,30-45 y.,3rd Quintile,Full-Time Employment,0.60988,375,584,0.57028,0.64947
1989,30-45 y.,3rd Quintile,Regular Part-Time Employment,0.14408,84,584,0.11558,0.17259
1989,30-45 y.,3rd Quintile,Not Employed,0.21801,125,584,0.18449,0.25153
1989,30-45 y.,4th Quintile,Full-Time Employment,0.74363,385,519,0.70602,0.78123
1989,30-45 y.,4th Quintile,Regular Part-Time Employment,0.09345,55,519,0.06838,0.11851
1989,30-45 y.,4th Quintile,Not Employed,0.13725,79,519,0.10762,0.16689
1989,30-45 y.,5th Quintile,Full-Time Employment,0.78371,459,576,0.75005,0.81736
1989,30-45 y.,5th Quintile,Regular Part-Time Employment,0.11290,64,576,0.08703,0.13876
1989,30-45 y.,5th Quintile,Not Employed,0.08624,53,576,0.06329,0.10918
1989,46-65 y.,1st Quintile,Full-Time Employment,0.18012,129,453,0.14469,0.21555
1989,46-65 y.,1st Quintile,Not Employed,0.75342,324,453,0.71368,0.79315
1989,46-65 y.,2nd Quintile,Full-Time Employment,0.38205,235,494,0.33916,0.42494
1989,46-65 y.,2nd Quintile,Not Employed,0.53287,259,494,0.48883,0.57691
1989,46-65 y.,3rd Quintile,Full-Time Employment,0.47562,301,569,0.43455,0.51669
1989,46-65 y.,3rd Quintile,Regular Part-Time Employment,0.09407,49,569,0.07006,0.11808
1989,46-65 y.,3rd Quintile,Not Employed,0.41020,219,569,0.36974,0.45065
1989,46-65 y.,4th Quintile,Full-Time Employment,0.51201,394,695,0.47482,0.54920
1989,46-65 y.,4th Quintile,Regular Part-Time Employment,0.10021,63,695,0.07787,0.12255
1989,46-65 y.,4th Quintile,Not Employed,0.37222,238,695,0.33625,0.40818
1989,46-65 y.,5th Quintile,Full-Time Employment,0.63818,444,667,0.60168,0.67467
1989,46-65 y.,5th Quintile,Regular Part-Time Employment,0.10530,68,667,0.08199,0.12861
1989,46-65 y.,5th Quintile,Not Employed,0.23772,155,667,0.20539,0.27005
1989,66 and older,1st Quintile,Not Employed,0.99151,281,281,0.98076,1.00226
1989,66 and older,2nd Quintile,Not Employed,0.98936,210,210,0.97546,1.00327
1989,66 and older,3rd Quintile,Not Employed,0.98805,186,186,0.97239,1.00371
1989,66 and older,4th Quintile,Not Employed,0.94419,153,153,0.90769,0.98068
1989,66 and older,5th Quintile,Not Employed,0.89829,145,145,0.84891,0.94766
1990,17-29 y.,1st Quintile,Full-Time Employment,0.23611,156,542,0.20032,0.27190
1990,17-29 y.,1st Quintile,Vocational Training,0.14570,77,542,0.11597,0.17543
1990,17-29 y.,1st Quintile,Not Employed,0.50922,309,542,0.46710,0.55135
1990,17-29 y.,2nd Quintile,Full-Time Employment,0.36228,201,547,0.32196,0.40259
1990,17-29 y.,2nd Quintile,Regular Part-Time Employment,0.07221,41,547,0.05050,0.09393
1990,17-29 y.,2nd Quintile,Vocational Training,0.16051,82,547,0.12972,0.19130
1990,17-29 y.,2nd Quintile,Not Employed,0.39166,223,547,0.35072,0.43261
1990,17-29 y.,3rd Quintile,Full-Time Employment,0.47048,264,522,0.42762,0.51334
1990,17-29 y.,3rd Quintile,Vocational Training,0.16820,87,522,0.13608,0.20032
1990,17-29 y.,3rd Quintile,Not Employed,0.29704,171,522,0.25780,0.33628
1990,17-29 y.,4th Quintile,Full-Time Employment,0.62971,386,585,0.59055,0.66888
1990,17-29 y.,4th Quintile,Vocational Training,0.09931,62,585,0.07505,0.12356
1990,17-29 y.,4th Quintile,Not Employed,0.22520,137,585,0.19132,0.25908
1990,17-29 y.,5th Quintile,Full-Time Employment,0.61490,264,363,0.56477,0.66503
1990,17-29 y.,5th Quintile,Not Employed,0.27606,99,363,0.23000,0.32211
1990,30-45 y.,1st Quintile,Full-Time Employment,0.44565,246,511,0.40251,0.48879
