year,bula_h,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Bavaria,Vocational Training,0.02000,45,1897,0.01370,0.02630
1985,Bavaria,"Marginal, Irregular Part-Time Employment",0.02070,44,1897,0.01429,0.02711
1985,Bavaria,Not Employed,0.36836,721,1897,0.34664,0.39007
1985,Berlin,Full-Time Employment,0.38231,180,349,0.33125,0.43336
1985,Berlin,Regular Part-Time Employment,0.06798,31,349,0.04153,0.09442
1985,Berlin,Not Employed,0.37174,138,349,0.32096,0.42252
1986,Schleswig-Holstein,Full-Time Employment,0.37739,151,279,0.32041,0.43438
1986,Schleswig-Holstein,Not Employed,0.34786,128,279,0.29187,0.40385
1986,Hamburg,Full-Time Employment,0.37902,117,230,0.31618,0.44186
1986,Hamburg,Not Employed,0.45550,113,230,0.39099,0.52000
1986,Lower Saxony,Full-Time Employment,0.32066,463,1079,0.29280,0.34852
1986,Lower Saxony,Regular Part-Time Employment,0.05389,75,1079,0.04041,0.06737
1986,Lower Saxony,Vocational Training,0.03351,45,1079,0.02277,0.04425
1986,Lower Saxony,Not Employed,0.41807,496,1079,0.38862,0.44751
1986,Bremen,Full-Time Employment,0.19625,32,92,0.11465,0.27785
1986,Bremen,Not Employed,0.59874,60,92,0.49803,0.69944
1986,North Rhine-Westphalia,Full-Time Employment,0.33237,1287,2857,0.31509,0.34964
1986,North Rhine-Westphalia,Regular Part-Time Employment,0.04231,149,2857,0.03492,0.04969
1986,North Rhine-Westphalia,Vocational Training,0.02450,90,2857,0.01883,0.03017
1986,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.02262,73,2857,0.01716,0.02807
1986,North Rhine-Westphalia,Not Employed,0.40358,1258,2857,0.38559,0.42157
1986,Hesse,Full-Time Employment,0.34893,497,1049,0.32007,0.37779
1986,Hesse,Regular Part-Time Employment,0.05657,61,1049,0.04258,0.07056
1986,Hesse,Vocational Training,0.03048,37,1049,0.02007,0.04089
1986,Hesse,"Marginal, Irregular Part-Time Employment",0.02597,37,1049,0.01634,0.03560
1986,Hesse,Not Employed,0.38926,417,1049,0.35974,0.41878
1986,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.35364,355,734,0.31903,0.38825
1986,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.03856,33,734,0.02462,0.05250
1986,"Rhineland-Palatinate, Saarland",Not Employed,0.42965,346,734,0.39382,0.46549
1986,Baden-Wuerttemberg,Full-Time Employment,0.38104,1047,1987,0.35968,0.40240
1986,Baden-Wuerttemberg,Regular Part-Time Employment,0.05697,126,1987,0.04677,0.06716
1986,Baden-Wuerttemberg,Vocational Training,0.02811,76,1987,0.02084,0.03538
1986,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01887,44,1987,0.01288,0.02485
1986,Baden-Wuerttemberg,Not Employed,0.33657,694,1987,0.31579,0.35736
1986,Bavaria,Full-Time Employment,0.36147,865,1773,0.33910,0.38384
1986,Bavaria,Regular Part-Time Employment,0.05370,119,1773,0.04320,0.06419
1986,Bavaria,Vocational Training,0.02301,58,1773,0.01603,0.02999
1986,Bavaria,"Marginal, Irregular Part-Time Employment",0.02672,55,1773,0.01921,0.03423
1986,Bavaria,Not Employed,0.36811,676,1773,0.34565,0.39057
1986,Berlin,Full-Time Employment,0.40884,183,310,0.35403,0.46366
1986,Berlin,Not Employed,0.36179,127,310,0.30822,0.41537
1987,Schleswig-Holstein,Full-Time Employment,0.34067,144,276,0.28466,0.39669
1987,Schleswig-Holstein,Not Employed,0.35904,132,276,0.30234,0.41574
1987,Hamburg,Full-Time Employment,0.37001,101,197,0.30242,0.43761
1987,Hamburg,Not Employed,0.42615,96,197,0.35691,0.49538
1987,Lower Saxony,Full-Time Employment,0.31840,459,1081,0.29061,0.34618
1987,Lower Saxony,Regular Part-Time Employment,0.06764,89,1081,0.05266,0.08262
1987,Lower Saxony,Vocational Training,0.03955,57,1081,0.02792,0.05117
1987,Lower Saxony,Not Employed,0.40410,476,1081,0.37484,0.43337
1987,Bremen,Full-Time Employment,0.20815,32,92,0.12474,0.29157
1987,Bremen,Not Employed,0.63845,60,92,0.53973,0.73716
1987,North Rhine-Westphalia,Full-Time Employment,0.34306,1274,2826,0.32555,0.36056
1987,North Rhine-Westphalia,Regular Part-Time Employment,0.04789,160,2826,0.04001,0.05576
1987,North Rhine-Westphalia,Vocational Training,0.02532,103,2826,0.01952,0.03111
1987,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01660,57,2826,0.01189,0.02132
1987,North Rhine-Westphalia,Not Employed,0.39340,1232,2826,0.37538,0.41141
1987,Hesse,Full-Time Employment,0.35019,511,1031,0.32105,0.37932
1987,Hesse,Regular Part-Time Employment,0.05992,70,1031,0.04543,0.07442
1987,Hesse,Vocational Training,0.03113,43,1031,0.02053,0.04174
1987,Hesse,Not Employed,0.38641,407,1031,0.35668,0.41615
1987,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.33314,333,752,0.29943,0.36685
1987,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.04189,34,752,0.02756,0.05621
1987,"Rhineland-Palatinate, Saarland",Vocational Training,0.02930,33,752,0.01724,0.04136
1987,"Rhineland-Palatinate, Saarland",Not Employed,0.43819,352,752,0.40270,0.47367
1987,Baden-Wuerttemberg,Full-Time Employment,0.38151,1021,1961,0.36001,0.40302
1987,Baden-Wuerttemberg,Regular Part-Time Employment,0.06232,137,1961,0.05162,0.07303
1987,Baden-Wuerttemberg,Vocational Training,0.03090,83,1961,0.02324,0.03856
1987,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01637,36,1961,0.01075,0.02199
1987,Baden-Wuerttemberg,Not Employed,0.32366,684,1961,0.30294,0.34437
1987,Bavaria,Full-Time Employment,0.38039,867,1723,0.35746,0.40332
1987,Bavaria,Regular Part-Time Employment,0.05944,129,1723,0.04827,0.07061
1987,Bavaria,Vocational Training,0.02540,74,1723,0.01797,0.03283
1987,Bavaria,"Marginal, Irregular Part-Time Employment",0.02099,42,1723,0.01422,0.02777
1987,Bavaria,Not Employed,0.34282,611,1723,0.32040,0.36524
1987,Berlin,Full-Time Employment,0.41423,187,322,0.36034,0.46812
1987,Berlin,Not Employed,0.36749,135,322,0.31475,0.42024
1988,Schleswig-Holstein,Full-Time Employment,0.32629,143,279,0.27118,0.38141
1988,Schleswig-Holstein,Not Employed,0.37256,136,279,0.31573,0.42940
1988,Hamburg,Full-Time Employment,0.40326,91,174,0.33016,0.47636
1988,Hamburg,Not Employed,0.40243,83,174,0.32936,0.47551
1988,Lower Saxony,Full-Time Employment,0.33607,451,1021,0.30708,0.36506
1988,Lower Saxony,Regular Part-Time Employment,0.06119,76,1021,0.04648,0.07590
1988,Lower Saxony,Vocational Training,0.02967,46,1021,0.01926,0.04009
1988,Lower Saxony,Not Employed,0.40058,448,1021,0.37051,0.43065
1988,Bremen,Full-Time Employment,0.25378,34,87,0.16180,0.34575
1988,Bremen,Not Employed,0.55372,53,87,0.44866,0.65878
1988,North Rhine-Westphalia,Full-Time Employment,0.34023,1190,2692,0.32233,0.35813
1988,North Rhine-Westphalia,Regular Part-Time Employment,0.05077,169,2692,0.04247,0.05906
1988,North Rhine-Westphalia,Vocational Training,0.02728,106,2692,0.02112,0.03343
1988,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01890,60,2692,0.01376,0.02405
1988,North Rhine-Westphalia,Not Employed,0.39124,1167,2692,0.37280,0.40968
1988,Hesse,Full-Time Employment,0.33763,466,979,0.30799,0.36727
1988,Hesse,Regular Part-Time Employment,0.05880,70,979,0.04405,0.07354
1988,Hesse,Vocational Training,0.01814,37,979,0.00977,0.02650
1988,Hesse,Not Employed,0.40311,406,979,0.37237,0.43386
1988,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.33360,316,730,0.29938,0.36783
1988,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.04664,35,730,0.03133,0.06194
1988,"Rhineland-Palatinate, Saarland",Vocational Training,0.03277,32,730,0.01984,0.04569
1988,"Rhineland-Palatinate, Saarland",Not Employed,0.44059,347,730,0.40456,0.47663
1988,Baden-Wuerttemberg,Full-Time Employment,0.37652,959,1885,0.35464,0.39840
1988,Baden-Wuerttemberg,Regular Part-Time Employment,0.06758,141,1885,0.05624,0.07891
1988,Baden-Wuerttemberg,Vocational Training,0.03440,91,1885,0.02617,0.04263
1988,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01390,32,1885,0.00862,0.01919
1988,Baden-Wuerttemberg,Not Employed,0.32815,662,1885,0.30695,0.34936
1988,Bavaria,Full-Time Employment,0.37778,817,1647,0.35436,0.40121
1988,Bavaria,Regular Part-Time Employment,0.05776,118,1647,0.04649,0.06903
1988,Bavaria,Vocational Training,0.02791,79,1647,0.01995,0.03586
1988,Bavaria,"Marginal, Irregular Part-Time Employment",0.02288,41,1647,0.01566,0.03010
1988,Bavaria,Not Employed,0.34380,592,1647,0.32085,0.36674
1988,Berlin,Full-Time Employment,0.44197,180,292,0.38491,0.49903
1988,Berlin,Not Employed,0.34011,112,292,0.28568,0.39454
1989,Schleswig-Holstein,Full-Time Employment,0.33553,136,264,0.27846,0.39259
1989,Schleswig-Holstein,Not Employed,0.35774,128,264,0.29981,0.41567
1989,Hamburg,Full-Time Employment,0.43452,93,170,0.35979,0.50926
1989,Hamburg,Not Employed,0.37734,77,170,0.30426,0.45042
1989,Lower Saxony,Full-Time Employment,0.34809,441,979,0.31823,0.37794
1989,Lower Saxony,Regular Part-Time Employment,0.05699,67,979,0.04246,0.07152
1989,Lower Saxony,Vocational Training,0.02481,40,979,0.01507,0.03456
1989,Lower Saxony,Not Employed,0.40819,431,979,0.37739,0.43900
1989,Bremen,Full-Time Employment,0.26211,38,97,0.17414,0.35009
1989,Bremen,Not Employed,0.54619,59,97,0.44660,0.64579
1989,North Rhine-Westphalia,Full-Time Employment,0.35375,1195,2614,0.33541,0.37208
1989,North Rhine-Westphalia,Regular Part-Time Employment,0.04644,153,2614,0.03838,0.05451
1989,North Rhine-Westphalia,Vocational Training,0.02852,96,2614,0.02214,0.03490
1989,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01698,53,2614,0.01203,0.02193
1989,North Rhine-Westphalia,Not Employed,0.38544,1117,2614,0.36678,0.40411
1989,Hesse,Full-Time Employment,0.33908,468,972,0.30931,0.36886
1989,Hesse,Regular Part-Time Employment,0.06540,74,972,0.04985,0.08095
1989,Hesse,Vocational Training,0.02162,36,972,0.01247,0.03077
1989,Hesse,Not Employed,0.39496,394,972,0.36422,0.42571
1989,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.35520,313,653,0.31847,0.39194
1989,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.05858,42,653,0.04056,0.07661
1989,"Rhineland-Palatinate, Saarland",Not Employed,0.40054,298,653,0.36293,0.43815
1989,Baden-Wuerttemberg,Full-Time Employment,0.37524,945,1813,0.35294,0.39753
1989,Baden-Wuerttemberg,Regular Part-Time Employment,0.06753,138,1813,0.05598,0.07908
1989,Baden-Wuerttemberg,Vocational Training,0.03117,79,1813,0.02317,0.03917
1989,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01755,34,1813,0.01150,0.02360
1989,Baden-Wuerttemberg,Not Employed,0.33042,617,1813,0.30876,0.35208
1989,Bavaria,Full-Time Employment,0.37573,809,1614,0.35209,0.39936
1989,Bavaria,Regular Part-Time Employment,0.06745,129,1614,0.05521,0.07969
1989,Bavaria,Vocational Training,0.02429,63,1614,0.01677,0.03180
1989,Bavaria,"Marginal, Irregular Part-Time Employment",0.01828,39,1614,0.01175,0.02482
1989,Bavaria,Not Employed,0.34742,574,1614,0.32418,0.37066
1989,Berlin,Full-Time Employment,0.42842,176,286,0.37097,0.48588
1989,Berlin,Not Employed,0.33994,110,286,0.28494,0.39493
1990,Schleswig-Holstein,Full-Time Employment,0.33529,123,238,0.27518,0.39539
1990,Schleswig-Holstein,Not Employed,0.34808,115,238,0.28743,0.40872
1990,Hamburg,Full-Time Employment,0.43915,80,151,0.35973,0.51857
1990,Hamburg,Not Employed,0.38812,71,151,0.31013,0.46611
1990,Lower Saxony,Full-Time Employment,0.35405,438,964,0.32384,0.38425
1990,Lower Saxony,Regular Part-Time Employment,0.06575,72,964,0.05009,0.08140
1990,Lower Saxony,Vocational Training,0.02165,34,964,0.01245,0.03084
1990,Lower Saxony,Not Employed,0.40207,420,964,0.37110,0.43303
1990,Bremen,Full-Time Employment,0.24623,35,93,0.15820,0.33427
1990,Bremen,Not Employed,0.53924,58,93,0.43738,0.64109
1990,North Rhine-Westphalia,Full-Time Employment,0.36275,1179,2556,0.34410,0.38139
1990,North Rhine-Westphalia,Regular Part-Time Employment,0.05638,168,2556,0.04743,0.06532
1990,North Rhine-Westphalia,Vocational Training,0.02718,99,2556,0.02087,0.03348
1990,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01310,48,2556,0.00869,0.01751
1990,North Rhine-Westphalia,Not Employed,0.36197,1062,2556,0.34334,0.38061
1990,Hesse,Full-Time Employment,0.34511,467,964,0.31508,0.37513
1990,Hesse,Regular Part-Time Employment,0.06356,78,964,0.04815,0.07897
1990,Hesse,Vocational Training,0.03237,36,964,0.02119,0.04355
1990,Hesse,Not Employed,0.38979,383,964,0.35899,0.42060
1990,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.33325,289,635,0.29656,0.36995
1990,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.05835,41,635,0.04010,0.07660
1990,"Rhineland-Palatinate, Saarland",Not Employed,0.41609,305,635,0.37772,0.45446
1990,Baden-Wuerttemberg,Full-Time Employment,0.38490,935,1791,0.36236,0.40745
1990,Baden-Wuerttemberg,Regular Part-Time Employment,0.07553,151,1791,0.06329,0.08778
1990,Baden-Wuerttemberg,Vocational Training,0.02988,70,1791,0.02199,0.03777
1990,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.01867,33,1791,0.01240,0.02494
1990,Baden-Wuerttemberg,Not Employed,0.30449,602,1791,0.28317,0.32581
1990,Bavaria,Full-Time Employment,0.37739,804,1599,0.35363,0.40116
1990,Bavaria,Regular Part-Time Employment,0.07009,139,1599,0.05757,0.08261
1990,Bavaria,Vocational Training,0.02033,50,1599,0.01341,0.02725
1990,Bavaria,"Marginal, Irregular Part-Time Employment",0.01976,32,1599,0.01294,0.02658
1990,Bavaria,Not Employed,0.34784,574,1599,0.32448,0.37119
1990,Berlin,Full-Time Employment,0.43177,358,599,0.39207,0.47147
1990,Berlin,Regular Part-Time Employment,0.07260,53,599,0.05181,0.09340
1990,Berlin,Not Employed,0.28954,188,599,0.25318,0.32589
1990,Brandenburg,Full-Time Employment,0.49056,494,709,0.45373,0.52738
1990,Brandenburg,Regular Part-Time Employment,0.04915,49,709,0.03323,0.06508
1990,Brandenburg,Not Employed,0.21452,166,709,0.18428,0.24476
1990,Mecklenburg-Western Pomerania,Full-Time Employment,0.49119,332,483,0.44656,0.53582
1990,Mecklenburg-Western Pomerania,Regular Part-Time Employment,0.06113,45,483,0.03975,0.08252
1990,Mecklenburg-Western Pomerania,Not Employed,0.19968,106,483,0.16399,0.23537
1990,Saxony,Full-Time Employment,0.46484,856,1334,0.43806,0.49161
1990,Saxony,Regular Part-Time Employment,0.07616,143,1334,0.06192,0.09040
1990,Saxony,Vocational Training,0.01692,35,1334,0.00999,0.02384
1990,Saxony,Not Employed,0.22692,300,1334,0.20443,0.24940
1990,Saxony-Anhalt,Full-Time Employment,0.47207,523,780,0.43701,0.50712
1990,Saxony-Anhalt,Regular Part-Time Employment,0.06422,74,780,0.04700,0.08143
1990,Saxony-Anhalt,Not Employed,0.23709,183,780,0.20722,0.26695
1990,Thuringa,Full-Time Employment,0.45091,471,724,0.41464,0.48718
1990,Thuringa,Regular Part-Time Employment,0.06878,75,724,0.05033,0.08722
1990,Thuringa,Not Employed,0.23013,178,724,0.19945,0.26081
1991,Schleswig-Holstein,Full-Time Employment,0.31939,126,272,0.26388,0.37491
1991,Schleswig-Holstein,Regular Part-Time Employment,0.07818,31,272,0.04622,0.11014
1991,Schleswig-Holstein,Not Employed,0.32102,115,272,0.26544,0.37661
1991,Hamburg,Full-Time Employment,0.41230,74,139,0.33017,0.49443
1991,Hamburg,Not Employed,0.40099,65,139,0.31921,0.48276
1991,Lower Saxony,Full-Time Employment,0.34943,433,951,0.31911,0.37975
1991,Lower Saxony,Regular Part-Time Employment,0.06370,76,951,0.04817,0.07923
1991,Lower Saxony,Vocational Training,0.02910,41,951,0.01841,0.03979
1991,Lower Saxony,Not Employed,0.38461,401,951,0.35368,0.41555
1991,Bremen,Full-Time Employment,0.25417,34,87,0.16215,0.34619
1991,Bremen,Not Employed,0.55013,53,87,0.44499,0.65527
1991,North Rhine-Westphalia,Full-Time Employment,0.35213,1163,2546,0.33358,0.37069
1991,North Rhine-Westphalia,Regular Part-Time Employment,0.06258,188,2546,0.05317,0.07199
1991,North Rhine-Westphalia,Vocational Training,0.02933,107,2546,0.02278,0.03589
1991,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01866,63,2546,0.01340,0.02391
1991,North Rhine-Westphalia,Not Employed,0.35811,1025,2546,0.33948,0.37674
1991,Hesse,Full-Time Employment,0.34031,475,943,0.31005,0.37057
1991,Hesse,Regular Part-Time Employment,0.06829,84,943,0.05218,0.08440
1991,Hesse,Vocational Training,0.02996,31,943,0.01907,0.04084
1991,Hesse,Not Employed,0.38499,353,943,0.35392,0.41607
1991,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.35953,305,631,0.32206,0.39700
1991,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.06032,45,631,0.04173,0.07891
1991,"Rhineland-Palatinate, Saarland",Not Employed,0.38708,281,631,0.34904,0.42511
1991,Baden-Wuerttemberg,Full-Time Employment,0.37887,925,1797,0.35643,0.40130
1991,Baden-Wuerttemberg,Regular Part-Time Employment,0.07839,158,1797,0.06596,0.09083
1991,Baden-Wuerttemberg,Vocational Training,0.03145,82,1797,0.02338,0.03953
1991,Baden-Wuerttemberg,"Marginal, Irregular Part-Time Employment",0.02480,43,1797,0.01761,0.03199
1991,Baden-Wuerttemberg,Not Employed,0.29812,589,1797,0.27697,0.31928
1991,Bavaria,Full-Time Employment,0.37296,810,1603,0.34927,0.39664
1991,Bavaria,Regular Part-Time Employment,0.06642,130,1603,0.05423,0.07862
1991,Bavaria,Vocational Training,0.02408,59,1603,0.01657,0.03159
1991,Bavaria,"Marginal, Irregular Part-Time Employment",0.02017,35,1603,0.01329,0.02706
1991,Bavaria,Not Employed,0.34177,569,1603,0.31855,0.36500
1991,Berlin,Full-Time Employment,0.44307,334,571,0.40229,0.48385
1991,Berlin,Regular Part-Time Employment,0.04792,33,571,0.03038,0.06545
1991,Berlin,Not Employed,0.31498,204,571,0.27684,0.35311
1991,Brandenburg,Full-Time Employment,0.42541,395,653,0.38746,0.46336
1991,Brandenburg,Regular Part-Time Employment,0.03432,31,653,0.02034,0.04829
1991,Brandenburg,Not Employed,0.32275,227,653,0.28686,0.35864
1991,Mecklenburg-Western Pomerania,Full-Time Employment,0.44172,280,431,0.39478,0.48865
1991,Mecklenburg-Western Pomerania,Not Employed,0.29158,151,431,0.24862,0.33453
1991,Saxony,Full-Time Employment,0.43489,721,1224,0.40711,0.46267
1991,Saxony,Regular Part-Time Employment,0.04191,71,1224,0.03068,0.05314
1991,Saxony,Vocational Training,0.01968,37,1224,0.01189,0.02746
1991,Saxony,Not Employed,0.31350,395,1224,0.28750,0.33950
1991,Saxony-Anhalt,Full-Time Employment,0.44796,477,761,0.41260,0.48331
1991,Saxony-Anhalt,Regular Part-Time Employment,0.04107,47,761,0.02696,0.05517
1991,Saxony-Anhalt,Not Employed,0.30853,237,761,0.27569,0.34136
1991,Thuringa,Full-Time Employment,0.42129,407,680,0.38415,0.45843
1991,Thuringa,Regular Part-Time Employment,0.04722,48,680,0.03127,0.06318
1991,Thuringa,Not Employed,0.30900,225,680,0.27424,0.34376
1992,Schleswig-Holstein,Full-Time Employment,0.32350,117,258,0.26631,0.38070
1992,Schleswig-Holstein,Regular Part-Time Employment,0.09177,35,258,0.05647,0.12707
1992,Schleswig-Holstein,Not Employed,0.32673,106,258,0.26938,0.38407
1992,Hamburg,Full-Time Employment,0.39110,70,135,0.30847,0.47372
1992,Hamburg,Not Employed,0.41281,65,135,0.32945,0.49618
1992,Lower Saxony,Full-Time Employment,0.34730,434,955,0.31709,0.37751
1992,Lower Saxony,Regular Part-Time Employment,0.06065,70,955,0.04550,0.07580
1992,Lower Saxony,Vocational Training,0.02491,33,955,0.01502,0.03480
1992,Lower Saxony,Not Employed,0.38752,418,955,0.35660,0.41844
1992,Bremen,Full-Time Employment,0.28004,35,85,0.18402,0.37606
1992,Bremen,Not Employed,0.55104,50,85,0.44467,0.65740
1992,North Rhine-Westphalia,Full-Time Employment,0.35308,1149,2522,0.33443,0.37174
1992,North Rhine-Westphalia,Regular Part-Time Employment,0.06768,212,2522,0.05787,0.07748
1992,North Rhine-Westphalia,Vocational Training,0.02300,93,2522,0.01715,0.02885
1992,North Rhine-Westphalia,"Marginal, Irregular Part-Time Employment",0.01483,47,2522,0.01011,0.01955
1992,North Rhine-Westphalia,Not Employed,0.36072,1021,2522,0.34198,0.37947
1992,Hesse,Full-Time Employment,0.34108,446,934,0.31066,0.37150
1992,Hesse,Regular Part-Time Employment,0.06949,84,934,0.05317,0.08581
1992,Hesse,Vocational Training,0.02789,32,934,0.01732,0.03845
1992,Hesse,Not Employed,0.39330,372,934,0.36195,0.42464
1992,"Rhineland-Palatinate, Saarland",Full-Time Employment,0.34918,290,631,0.31196,0.38641
1992,"Rhineland-Palatinate, Saarland",Regular Part-Time Employment,0.05735,44,631,0.03920,0.07551
1992,"Rhineland-Palatinate, Saarland",Not Employed,0.40213,297,631,0.36384,0.44042
1992,Baden-Wuerttemberg,Full-Time Employment,0.37250,894,1730,0.34971,0.39529
1992,Baden-Wuerttemberg,Regular Part-Time Employment,0.07592,157,1730,0.06344,0.08841
