year,quintil_oecd,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01950,35,1595,0.01271,0.02628
1986,2nd Quintile,Urban regions,Not Employed,0.45367,774,1595,0.42923,0.47811
1986,2nd Quintile,Rural regions,Full-Time Employment,0.27728,199,435,0.23516,0.31940
1986,2nd Quintile,Rural regions,Not Employed,0.41277,236,435,0.36645,0.45909
1986,3rd Quintile,Urban regions,Full-Time Employment,0.36688,824,1644,0.34358,0.39018
1986,3rd Quintile,Urban regions,Regular Part-Time Employment,0.05679,118,1644,0.04560,0.06798
1986,3rd Quintile,Urban regions,Vocational Training,0.02938,60,1644,0.02122,0.03755
1986,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02390,43,1644,0.01651,0.03128
1986,3rd Quintile,Urban regions,Not Employed,0.36287,599,1644,0.33962,0.38612
1986,3rd Quintile,Rural regions,Full-Time Employment,0.32097,198,412,0.27583,0.36610
1986,3rd Quintile,Rural regions,Regular Part-Time Employment,0.05389,32,412,0.03206,0.07572
1986,3rd Quintile,Rural regions,Not Employed,0.35923,182,412,0.31285,0.40562
1986,4th Quintile,Urban regions,Full-Time Employment,0.46625,1039,1757,0.44292,0.48958
1986,4th Quintile,Urban regions,Regular Part-Time Employment,0.06047,120,1757,0.04932,0.07162
1986,4th Quintile,Urban regions,Vocational Training,0.02153,51,1757,0.01474,0.02831
1986,4th Quintile,Urban regions,Not Employed,0.31829,547,1757,0.29651,0.34008
1986,4th Quintile,Rural regions,Full-Time Employment,0.42267,235,407,0.37462,0.47072
1986,4th Quintile,Rural regions,Regular Part-Time Employment,0.06700,33,407,0.04268,0.09132
1986,4th Quintile,Rural regions,Not Employed,0.32622,139,407,0.28061,0.37182
1986,5th Quintile,Urban regions,Full-Time Employment,0.52149,1031,1694,0.49769,0.54529
1986,5th Quintile,Urban regions,Regular Part-Time Employment,0.06970,127,1694,0.05757,0.08183
1986,5th Quintile,Urban regions,Vocational Training,0.01937,39,1694,0.01281,0.02594
1986,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02153,42,1694,0.01462,0.02845
1986,5th Quintile,Urban regions,Not Employed,0.27215,455,1694,0.25095,0.29335
1986,5th Quintile,Rural regions,Full-Time Employment,0.55310,258,353,0.50116,0.60504
1986,5th Quintile,Rural regions,Not Employed,0.24561,95,353,0.20064,0.29057
1987,1st Quintile,Urban regions,Full-Time Employment,0.14440,419,1564,0.12697,0.16182
1987,1st Quintile,Urban regions,Regular Part-Time Employment,0.02626,60,1564,0.01834,0.03419
1987,1st Quintile,Urban regions,Vocational Training,0.02522,59,1564,0.01745,0.03299
1987,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02398,37,1564,0.01639,0.03156
1987,1st Quintile,Urban regions,Not Employed,0.57433,989,1564,0.54981,0.59884
1987,1st Quintile,Rural regions,Full-Time Employment,0.15253,116,415,0.11790,0.18717
1987,1st Quintile,Rural regions,Not Employed,0.52480,299,415,0.47670,0.57291
1987,2nd Quintile,Urban regions,Full-Time Employment,0.27327,659,1601,0.25144,0.29511
1987,2nd Quintile,Urban regions,Regular Part-Time Employment,0.04469,86,1601,0.03457,0.05482
1987,2nd Quintile,Urban regions,Vocational Training,0.02537,67,1601,0.01766,0.03307
1987,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01784,37,1601,0.01136,0.02433
1987,2nd Quintile,Urban regions,Not Employed,0.43480,752,1601,0.41051,0.45909
1987,2nd Quintile,Rural regions,Full-Time Employment,0.27759,193,452,0.23626,0.31892
1987,2nd Quintile,Rural regions,Regular Part-Time Employment,0.06119,36,452,0.03907,0.08331
1987,2nd Quintile,Rural regions,Vocational Training,0.04745,33,452,0.02783,0.06707
1987,2nd Quintile,Rural regions,Not Employed,0.36503,190,452,0.32060,0.40947
1987,3rd Quintile,Urban regions,Full-Time Employment,0.35289,803,1632,0.32970,0.37608
1987,3rd Quintile,Urban regions,Regular Part-Time Employment,0.05182,106,1632,0.04107,0.06258
1987,3rd Quintile,Urban regions,Vocational Training,0.03356,81,1632,0.02482,0.04230
1987,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01939,37,1632,0.01270,0.02609
1987,3rd Quintile,Urban regions,Not Employed,0.36386,605,1632,0.34051,0.38721
1987,3rd Quintile,Rural regions,Full-Time Employment,0.34091,205,426,0.29585,0.38598
1987,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06097,37,426,0.03822,0.08372
1987,3rd Quintile,Rural regions,Not Employed,0.37195,184,426,0.32600,0.41790
1987,4th Quintile,Urban regions,Full-Time Employment,0.45875,970,1733,0.43528,0.48221
1987,4th Quintile,Urban regions,Regular Part-Time Employment,0.07352,140,1733,0.06122,0.08581
1987,4th Quintile,Urban regions,Vocational Training,0.02849,62,1733,0.02066,0.03633
1987,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01798,32,1733,0.01172,0.02423
1987,4th Quintile,Urban regions,Not Employed,0.30692,529,1733,0.28520,0.32864
1987,4th Quintile,Rural regions,Full-Time Employment,0.44518,240,397,0.39623,0.49413
1987,4th Quintile,Rural regions,Regular Part-Time Employment,0.09023,42,397,0.06201,0.11845
1987,4th Quintile,Rural regions,Not Employed,0.26282,115,397,0.21947,0.30617
1987,5th Quintile,Urban regions,Full-Time Employment,0.54389,1071,1687,0.52012,0.56767
1987,5th Quintile,Urban regions,Regular Part-Time Employment,0.06775,125,1687,0.05575,0.07975
1987,5th Quintile,Urban regions,Vocational Training,0.02438,53,1687,0.01702,0.03174
1987,5th Quintile,Urban regions,Not Employed,0.25172,438,1687,0.23100,0.27243
1987,5th Quintile,Rural regions,Full-Time Employment,0.55656,252,335,0.50328,0.60984
1987,5th Quintile,Rural regions,Not Employed,0.23954,83,335,0.19377,0.28531
1988,1st Quintile,Urban regions,Full-Time Employment,0.15826,421,1536,0.14000,0.17652
1988,1st Quintile,Urban regions,Regular Part-Time Employment,0.03064,68,1536,0.02202,0.03926
1988,1st Quintile,Urban regions,Vocational Training,0.02923,70,1536,0.02080,0.03765
1988,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01959,38,1536,0.01266,0.02652
1988,1st Quintile,Urban regions,Not Employed,0.54342,939,1536,0.51850,0.56834
1988,1st Quintile,Rural regions,Full-Time Employment,0.13864,106,382,0.10394,0.17335
1988,1st Quintile,Rural regions,Not Employed,0.54225,276,382,0.49222,0.59228
1988,2nd Quintile,Urban regions,Full-Time Employment,0.25399,621,1565,0.23242,0.27556
1988,2nd Quintile,Urban regions,Regular Part-Time Employment,0.04930,98,1565,0.03857,0.06003
1988,2nd Quintile,Urban regions,Vocational Training,0.03064,85,1565,0.02210,0.03918
1988,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01984,38,1565,0.01293,0.02675
1988,2nd Quintile,Urban regions,Not Employed,0.44540,723,1565,0.42077,0.47004
1988,2nd Quintile,Rural regions,Full-Time Employment,0.22715,155,385,0.18524,0.26906
1988,2nd Quintile,Rural regions,Regular Part-Time Employment,0.05509,33,385,0.03227,0.07791
1988,2nd Quintile,Rural regions,Not Employed,0.41593,197,385,0.36663,0.46522
1988,3rd Quintile,Urban regions,Full-Time Employment,0.35866,755,1580,0.33500,0.38231
1988,3rd Quintile,Urban regions,Regular Part-Time Employment,0.05636,117,1580,0.04499,0.06774
1988,3rd Quintile,Urban regions,Vocational Training,0.02985,79,1580,0.02145,0.03824
1988,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02077,34,1580,0.01374,0.02780
1988,3rd Quintile,Urban regions,Not Employed,0.36542,595,1580,0.34167,0.38917
1988,3rd Quintile,Rural regions,Full-Time Employment,0.35703,199,388,0.30930,0.40477
1988,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06487,32,388,0.04033,0.08941
1988,3rd Quintile,Rural regions,Not Employed,0.34078,157,388,0.29356,0.38800
1988,4th Quintile,Urban regions,Full-Time Employment,0.45566,894,1593,0.43119,0.48012
1988,4th Quintile,Urban regions,Regular Part-Time Employment,0.07698,131,1593,0.06388,0.09007
1988,4th Quintile,Urban regions,Vocational Training,0.02215,53,1593,0.01492,0.02937
1988,4th Quintile,Urban regions,Not Employed,0.31390,515,1593,0.29110,0.33670
1988,4th Quintile,Rural regions,Full-Time Employment,0.44415,255,419,0.39652,0.49178
1988,4th Quintile,Rural regions,Regular Part-Time Employment,0.06494,34,419,0.04131,0.08856
1988,4th Quintile,Rural regions,Not Employed,0.27930,130,419,0.23629,0.32231
1988,5th Quintile,Urban regions,Full-Time Employment,0.56024,1022,1611,0.53599,0.58448
1988,5th Quintile,Urban regions,Regular Part-Time Employment,0.07019,122,1611,0.05771,0.08267
1988,5th Quintile,Urban regions,Vocational Training,0.01867,39,1611,0.01206,0.02528
1988,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01715,34,1611,0.01081,0.02349
1988,5th Quintile,Urban regions,Not Employed,0.24143,394,1611,0.22052,0.26233
1988,5th Quintile,Rural regions,Full-Time Employment,0.56952,218,297,0.51311,0.62593
1988,5th Quintile,Rural regions,Not Employed,0.25734,79,297,0.20754,0.30715
1989,1st Quintile,Urban regions,Full-Time Employment,0.15601,441,1546,0.13792,0.17411
1989,1st Quintile,Urban regions,Regular Part-Time Employment,0.03528,76,1546,0.02608,0.04448
1989,1st Quintile,Urban regions,Vocational Training,0.03102,73,1546,0.02237,0.03966
1989,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01898,32,1546,0.01217,0.02578
1989,1st Quintile,Urban regions,Not Employed,0.54112,924,1546,0.51627,0.56597
1989,1st Quintile,Rural regions,Full-Time Employment,0.13872,97,338,0.10182,0.17563
1989,1st Quintile,Rural regions,Not Employed,0.56400,241,338,0.51105,0.61694
1989,2nd Quintile,Urban regions,Full-Time Employment,0.27920,651,1546,0.25683,0.30157
1989,2nd Quintile,Urban regions,Regular Part-Time Employment,0.04969,100,1546,0.03886,0.06053
1989,2nd Quintile,Urban regions,Vocational Training,0.02229,58,1546,0.01493,0.02965
1989,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02024,37,1546,0.01322,0.02726
1989,2nd Quintile,Urban regions,Not Employed,0.42179,700,1546,0.39716,0.44641
1989,2nd Quintile,Rural regions,Full-Time Employment,0.26441,166,383,0.22018,0.30863
1989,2nd Quintile,Rural regions,Regular Part-Time Employment,0.05714,34,383,0.03386,0.08041
1989,2nd Quintile,Rural regions,Not Employed,0.36805,183,383,0.31969,0.41641
1989,3rd Quintile,Urban regions,Full-Time Employment,0.36385,732,1492,0.33943,0.38827
1989,3rd Quintile,Urban regions,Regular Part-Time Employment,0.06331,117,1492,0.05095,0.07567
1989,3rd Quintile,Urban regions,Vocational Training,0.02809,61,1492,0.01970,0.03648
1989,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02018,32,1492,0.01304,0.02732
1989,3rd Quintile,Urban regions,Not Employed,0.35641,550,1492,0.33210,0.38072
1989,3rd Quintile,Rural regions,Full-Time Employment,0.34625,195,379,0.29829,0.39421
1989,3rd Quintile,Rural regions,Regular Part-Time Employment,0.08406,39,379,0.05608,0.11203
1989,3rd Quintile,Rural regions,Not Employed,0.34139,145,379,0.29359,0.38919
1989,4th Quintile,Urban regions,Full-Time Employment,0.47598,913,1558,0.45118,0.50079
1989,4th Quintile,Urban regions,Regular Part-Time Employment,0.06182,107,1558,0.04986,0.07378
1989,4th Quintile,Urban regions,Vocational Training,0.03291,65,1558,0.02404,0.04177
1989,4th Quintile,Urban regions,Not Employed,0.30881,473,1558,0.28586,0.33176
1989,4th Quintile,Rural regions,Full-Time Employment,0.43797,234,373,0.38755,0.48838
1989,4th Quintile,Rural regions,Not Employed,0.33978,139,373,0.29165,0.38791
1989,5th Quintile,Urban regions,Full-Time Employment,0.55012,965,1532,0.52520,0.57504
1989,5th Quintile,Urban regions,Regular Part-Time Employment,0.07350,121,1532,0.06042,0.08657
1989,5th Quintile,Urban regions,Vocational Training,0.01613,32,1532,0.00982,0.02244
1989,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01867,37,1532,0.01189,0.02545
1989,5th Quintile,Urban regions,Not Employed,0.24648,377,1532,0.22489,0.26807
1989,5th Quintile,Rural regions,Full-Time Employment,0.57123,220,292,0.51437,0.62809
1989,5th Quintile,Rural regions,Not Employed,0.22793,72,292,0.17973,0.27613
1990,1st Quintile,Urban regions,Full-Time Employment,0.15991,416,1477,0.14122,0.17861
1990,1st Quintile,Urban regions,Regular Part-Time Employment,0.03904,78,1477,0.02916,0.04892
1990,1st Quintile,Urban regions,Vocational Training,0.03298,64,1477,0.02387,0.04209
1990,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01558,33,1477,0.00926,0.02190
1990,1st Quintile,Urban regions,Not Employed,0.52698,886,1477,0.50151,0.55245
1990,1st Quintile,Rural regions,Full-Time Employment,0.16551,120,372,0.12769,0.20333
1990,1st Quintile,Rural regions,Not Employed,0.51080,252,372,0.45994,0.56167
1990,2nd Quintile,Urban regions,Full-Time Employment,0.27459,613,1460,0.25169,0.29749
1990,2nd Quintile,Urban regions,Regular Part-Time Employment,0.05623,107,1460,0.04441,0.06805
1990,2nd Quintile,Urban regions,Vocational Training,0.02802,61,1460,0.01955,0.03649
1990,2nd Quintile,Urban regions,Not Employed,0.40894,679,1460,0.38371,0.43417
1990,2nd Quintile,Rural regions,Full-Time Employment,0.25980,149,368,0.21493,0.30466
1990,2nd Quintile,Rural regions,Regular Part-Time Employment,0.07696,43,368,0.04969,0.10423
1990,2nd Quintile,Rural regions,Not Employed,0.37892,176,368,0.32929,0.42855
1990,3rd Quintile,Urban regions,Full-Time Employment,0.35235,751,1518,0.32831,0.37639
1990,3rd Quintile,Urban regions,Regular Part-Time Employment,0.07030,133,1518,0.05743,0.08316
1990,3rd Quintile,Urban regions,Vocational Training,0.03478,73,1518,0.02556,0.04400
1990,3rd Quintile,Urban regions,Not Employed,0.34030,561,1518,0.31645,0.36414
1990,3rd Quintile,Rural regions,Full-Time Employment,0.34393,157,329,0.29252,0.39533
1990,3rd Quintile,Rural regions,Regular Part-Time Employment,0.07232,32,329,0.04429,0.10035
1990,3rd Quintile,Rural regions,Not Employed,0.37672,140,329,0.32428,0.42916
1990,4th Quintile,Urban regions,Full-Time Employment,0.49414,855,1457,0.46846,0.51982
1990,4th Quintile,Urban regions,Regular Part-Time Employment,0.06607,108,1457,0.05331,0.07883
1990,4th Quintile,Urban regions,Vocational Training,0.02681,52,1457,0.01852,0.03511
1990,4th Quintile,Urban regions,Not Employed,0.29567,442,1457,0.27223,0.31911
1990,4th Quintile,Rural regions,Full-Time Employment,0.47953,282,437,0.43263,0.52642
1990,4th Quintile,Rural regions,Regular Part-Time Employment,0.06918,34,437,0.04536,0.09300
1990,4th Quintile,Rural regions,Not Employed,0.27936,121,437,0.23724,0.32147
1990,5th Quintile,Urban regions,Full-Time Employment,0.54810,953,1467,0.52262,0.57357
1990,5th Quintile,Urban regions,Regular Part-Time Employment,0.08157,130,1467,0.06756,0.09559
1990,5th Quintile,Urban regions,Not Employed,0.25411,384,1467,0.23182,0.27639
1990,5th Quintile,Rural regions,Full-Time Employment,0.56305,210,280,0.50485,0.62126
1990,5th Quintile,Rural regions,Not Employed,0.22481,70,280,0.17582,0.27379
1991,1st Quintile,Urban regions,Full-Time Employment,0.15837,402,1418,0.13936,0.17738
1991,1st Quintile,Urban regions,Regular Part-Time Employment,0.04122,82,1418,0.03087,0.05157
1991,1st Quintile,Urban regions,Vocational Training,0.03943,80,1418,0.02930,0.04956
1991,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02033,35,1418,0.01299,0.02768
1991,1st Quintile,Urban regions,Not Employed,0.51547,819,1418,0.48944,0.54149
1991,1st Quintile,Rural regions,Full-Time Employment,0.15171,112,365,0.11485,0.18856
1991,1st Quintile,Rural regions,Not Employed,0.52834,253,365,0.47706,0.57962
1991,2nd Quintile,Urban regions,Full-Time Employment,0.26656,610,1488,0.24409,0.28904
1991,2nd Quintile,Urban regions,Regular Part-Time Employment,0.05631,122,1488,0.04460,0.06803
1991,2nd Quintile,Urban regions,Vocational Training,0.02420,58,1488,0.01639,0.03201
1991,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02346,39,1488,0.01577,0.03115
1991,2nd Quintile,Urban regions,Not Employed,0.41503,659,1488,0.38999,0.44008
1991,2nd Quintile,Rural regions,Full-Time Employment,0.26626,161,368,0.22104,0.31149
1991,2nd Quintile,Rural regions,Regular Part-Time Employment,0.07223,41,368,0.04574,0.09871
1991,2nd Quintile,Rural regions,Not Employed,0.35742,166,368,0.30839,0.40645
1991,3rd Quintile,Urban regions,Full-Time Employment,0.36045,734,1472,0.33591,0.38499
1991,3rd Quintile,Urban regions,Regular Part-Time Employment,0.07049,130,1472,0.05741,0.08357
1991,3rd Quintile,Urban regions,Vocational Training,0.03115,75,1472,0.02227,0.04003
1991,3rd Quintile,Urban regions,Not Employed,0.33134,533,1472,0.30728,0.35539
1991,3rd Quintile,Rural regions,Full-Time Employment,0.33605,171,358,0.28705,0.38505
1991,3rd Quintile,Rural regions,Regular Part-Time Employment,0.07317,32,358,0.04615,0.10018
1991,3rd Quintile,Rural regions,Not Employed,0.37656,155,358,0.32630,0.42683
1991,4th Quintile,Urban regions,Full-Time Employment,0.45348,836,1473,0.42805,0.47891
1991,4th Quintile,Urban regions,Regular Part-Time Employment,0.07387,114,1473,0.06051,0.08723
1991,4th Quintile,Urban regions,Vocational Training,0.02494,50,1473,0.01698,0.03291
1991,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02808,44,1473,0.01964,0.03652
1991,4th Quintile,Urban regions,Not Employed,0.29223,429,1473,0.26900,0.31547
1991,4th Quintile,Rural regions,Full-Time Employment,0.47062,268,442,0.42403,0.51720
1991,4th Quintile,Rural regions,Regular Part-Time Employment,0.08203,40,442,0.05642,0.10764
1991,4th Quintile,Rural regions,Not Employed,0.27184,134,442,0.23031,0.31336
1991,5th Quintile,Urban regions,Full-Time Employment,0.56578,986,1489,0.54060,0.59097
1991,5th Quintile,Urban regions,Regular Part-Time Employment,0.07985,131,1489,0.06607,0.09362
1991,5th Quintile,Urban regions,Not Employed,0.23275,372,1489,0.21128,0.25422
1991,5th Quintile,Rural regions,Full-Time Employment,0.54397,200,286,0.48615,0.60180
1991,5th Quintile,Rural regions,Regular Part-Time Employment,0.09666,33,286,0.06236,0.13097
1991,5th Quintile,Rural regions,Not Employed,0.18721,53,286,0.14192,0.23250
1992,1st Quintile,Urban regions,Full-Time Employment,0.16579,384,1387,0.14621,0.18537
1992,1st Quintile,Urban regions,Regular Part-Time Employment,0.03568,84,1387,0.02591,0.04544
1992,1st Quintile,Urban regions,Vocational Training,0.02853,68,1387,0.01976,0.03729
1992,1st Quintile,Urban regions,Not Employed,0.53269,851,1387,0.50642,0.55896
1992,1st Quintile,Rural regions,Full-Time Employment,0.18180,411,1309,0.16090,0.20270
1992,1st Quintile,Rural regions,Regular Part-Time Employment,0.03822,64,1309,0.02783,0.04861
1992,1st Quintile,Rural regions,Vocational Training,0.02248,42,1309,0.01445,0.03052
1992,1st Quintile,Rural regions,Not Employed,0.56404,792,1309,0.53717,0.59091
1992,2nd Quintile,Urban regions,Full-Time Employment,0.26369,711,1650,0.24242,0.28496
1992,2nd Quintile,Urban regions,Regular Part-Time Employment,0.04767,111,1650,0.03738,0.05795
1992,2nd Quintile,Urban regions,Vocational Training,0.02264,63,1650,0.01546,0.02982
1992,2nd Quintile,Urban regions,Not Employed,0.41090,765,1650,0.38716,0.43465
1992,2nd Quintile,Rural regions,Full-Time Employment,0.34819,618,1157,0.32073,0.37566
1992,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04062,60,1157,0.02924,0.05200
1992,2nd Quintile,Rural regions,Vocational Training,0.03660,61,1157,0.02577,0.04742
1992,2nd Quintile,Rural regions,Not Employed,0.33573,418,1157,0.30850,0.36295
1992,3rd Quintile,Urban regions,Full-Time Employment,0.34392,840,1727,0.32151,0.36633
1992,3rd Quintile,Urban regions,Regular Part-Time Employment,0.06612,139,1727,0.05440,0.07785
1992,3rd Quintile,Urban regions,Vocational Training,0.02860,75,1727,0.02074,0.03647
1992,3rd Quintile,Urban regions,Not Employed,0.36291,673,1727,0.34022,0.38559
1992,3rd Quintile,Rural regions,Full-Time Employment,0.37849,493,896,0.34671,0.41027
1992,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06107,65,896,0.04538,0.07675
1992,3rd Quintile,Rural regions,Vocational Training,0.03470,45,896,0.02271,0.04669
1992,3rd Quintile,Rural regions,Not Employed,0.31892,293,896,0.28838,0.34945
1992,4th Quintile,Urban regions,Full-Time Employment,0.43476,1049,1852,0.41218,0.45735
1992,4th Quintile,Urban regions,Regular Part-Time Employment,0.07865,158,1852,0.06638,0.09091
1992,4th Quintile,Urban regions,Vocational Training,0.02355,63,1852,0.01664,0.03046
1992,4th Quintile,Urban regions,Not Employed,0.30884,582,1852,0.28779,0.32989
1992,4th Quintile,Rural regions,Full-Time Employment,0.44703,406,700,0.41017,0.48389
1992,4th Quintile,Rural regions,Regular Part-Time Employment,0.08185,59,700,0.06153,0.10217
1992,4th Quintile,Rural regions,Vocational Training,0.03886,31,700,0.02453,0.05319
1992,4th Quintile,Rural regions,Not Employed,0.28496,204,700,0.25149,0.31842
1992,5th Quintile,Urban regions,Full-Time Employment,0.54507,1227,1931,0.52285,0.56728
1992,5th Quintile,Urban regions,Regular Part-Time Employment,0.07689,165,1931,0.06501,0.08878
1992,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02154,45,1931,0.01506,0.02802
1992,5th Quintile,Urban regions,Not Employed,0.25335,494,1931,0.23395,0.27276
1992,5th Quintile,Rural regions,Full-Time Employment,0.57531,295,417,0.52781,0.62281
1992,5th Quintile,Rural regions,Regular Part-Time Employment,0.07788,34,417,0.05212,0.10363
1992,5th Quintile,Rural regions,Not Employed,0.19246,88,417,0.15457,0.23034
1993,1st Quintile,Urban regions,Full-Time Employment,0.16658,382,1417,0.14717,0.18599
1993,1st Quintile,Urban regions,Regular Part-Time Employment,0.03552,69,1417,0.02588,0.04516
1993,1st Quintile,Urban regions,Vocational Training,0.02373,60,1417,0.01581,0.03166
1993,1st Quintile,Urban regions,Not Employed,0.52141,906,1417,0.49539,0.54743
1993,1st Quintile,Rural regions,Full-Time Employment,0.15237,308,1146,0.13155,0.17318
1993,1st Quintile,Rural regions,Regular Part-Time Employment,0.03657,49,1146,0.02569,0.04744
1993,1st Quintile,Rural regions,Vocational Training,0.03093,58,1146,0.02091,0.04096
1993,1st Quintile,Rural regions,Not Employed,0.57546,731,1146,0.54683,0.60409
1993,2nd Quintile,Urban regions,Full-Time Employment,0.24271,638,1644,0.22198,0.26344
1993,2nd Quintile,Urban regions,Regular Part-Time Employment,0.05685,130,1644,0.04565,0.06805
1993,2nd Quintile,Urban regions,Vocational Training,0.02780,77,1644,0.01985,0.03575
1993,2nd Quintile,Urban regions,Not Employed,0.43959,799,1644,0.41559,0.46359
1993,2nd Quintile,Rural regions,Full-Time Employment,0.30439,527,1156,0.27785,0.33093
1993,2nd Quintile,Rural regions,Regular Part-Time Employment,0.05177,79,1156,0.03899,0.06455
