year,bula_h,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Lower Saxony,West,Full-Time Employment,0.40855,441,979,0.37774,0.43935
1989,Lower Saxony,West,Regular Part-Time Employment,0.06689,67,979,0.05124,0.08255
1989,Lower Saxony,West,Vocational Training,0.02913,40,979,0.01859,0.03966
1989,Lower Saxony,West,Not Employed,0.47909,431,979,0.44779,0.51040
1989,Bremen,West,Full-Time Employment,0.30554,38,97,0.21339,0.39768
1989,Bremen,West,Not Employed,0.63669,59,97,0.54048,0.73290
1989,North Rhine-Westphalia,West,Full-Time Employment,0.42562,1195,2614,0.40666,0.44458
1989,North Rhine-Westphalia,West,Regular Part-Time Employment,0.05588,153,2614,0.04707,0.06469
1989,North Rhine-Westphalia,West,Vocational Training,0.03431,96,2614,0.02733,0.04129
1989,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.02043,53,2614,0.01501,0.02585
1989,North Rhine-Westphalia,West,Not Employed,0.46376,1117,2614,0.44464,0.48288
1989,Hesse,West,Full-Time Employment,0.40289,468,972,0.37204,0.43374
1989,Hesse,West,Regular Part-Time Employment,0.07771,74,972,0.06087,0.09455
1989,Hesse,West,Vocational Training,0.02569,36,972,0.01574,0.03564
1989,Hesse,West,Not Employed,0.46929,394,972,0.43789,0.50068
1989,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.40956,313,653,0.37181,0.44731
1989,"Rhineland-Palatinate, Saarland",West,Regular Part-Time Employment,0.06755,42,653,0.04828,0.08681
1989,"Rhineland-Palatinate, Saarland",West,Not Employed,0.46184,298,653,0.42357,0.50011
1989,Baden-Wuerttemberg,West,Full-Time Employment,0.45654,945,1813,0.43361,0.47948
1989,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.08216,138,1813,0.06952,0.09481
1989,Baden-Wuerttemberg,West,Vocational Training,0.03792,79,1813,0.02913,0.04672
1989,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.02135,34,1813,0.01470,0.02801
1989,Baden-Wuerttemberg,West,Not Employed,0.40202,617,1813,0.37944,0.42459
1989,Bavaria,West,Full-Time Employment,0.45097,809,1614,0.42668,0.47525
1989,Bavaria,West,Regular Part-Time Employment,0.08095,129,1614,0.06764,0.09426
1989,Bavaria,West,Vocational Training,0.02915,63,1614,0.02094,0.03736
1989,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.02195,39,1614,0.01480,0.02910
1989,Bavaria,West,Not Employed,0.41699,574,1614,0.39292,0.44105
1989,Berlin,West,Full-Time Employment,0.49652,176,286,0.43847,0.55457
1989,Berlin,West,Not Employed,0.39397,110,286,0.33724,0.45070
1990,Schleswig-Holstein,West,Full-Time Employment,0.41311,123,238,0.35042,0.47580
1990,Schleswig-Holstein,West,Not Employed,0.42886,115,238,0.36585,0.49187
1990,Hamburg,West,Full-Time Employment,0.49213,80,151,0.41213,0.57214
1990,Hamburg,West,Not Employed,0.43494,71,151,0.35561,0.51428
1990,Lower Saxony,West,Full-Time Employment,0.41478,438,964,0.38366,0.44590
1990,Lower Saxony,West,Regular Part-Time Employment,0.07703,72,964,0.06019,0.09387
1990,Lower Saxony,West,Vocational Training,0.02536,34,964,0.01543,0.03529
1990,Lower Saxony,West,Not Employed,0.47104,420,964,0.43951,0.50256
1990,Bremen,West,Full-Time Employment,0.29089,35,93,0.19808,0.38370
1990,Bremen,West,Not Employed,0.63703,58,93,0.53877,0.73529
1990,North Rhine-Westphalia,West,Full-Time Employment,0.44163,1179,2556,0.42238,0.46089
1990,North Rhine-Westphalia,West,Regular Part-Time Employment,0.06864,168,2556,0.05883,0.07844
1990,North Rhine-Westphalia,West,Vocational Training,0.03309,99,2556,0.02615,0.04003
1990,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.01595,48,2556,0.01109,0.02081
1990,North Rhine-Westphalia,West,Not Employed,0.44069,1062,2556,0.42144,0.45994
1990,Hesse,West,Full-Time Employment,0.40899,467,964,0.37794,0.44004
1990,Hesse,West,Regular Part-Time Employment,0.07532,78,964,0.05865,0.09199
1990,Hesse,West,Vocational Training,0.03836,36,964,0.02623,0.05050
1990,Hesse,West,Not Employed,0.46195,383,964,0.43046,0.49344
1990,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.38815,289,635,0.35022,0.42609
1990,"Rhineland-Palatinate, Saarland",West,Regular Part-Time Employment,0.06796,41,635,0.04837,0.08755
1990,"Rhineland-Palatinate, Saarland",West,Not Employed,0.48463,305,635,0.44573,0.52354
1990,Baden-Wuerttemberg,West,Full-Time Employment,0.47316,935,1791,0.45003,0.49629
1990,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.09285,151,1791,0.07941,0.10630
1990,Baden-Wuerttemberg,West,Vocational Training,0.03673,70,1791,0.02802,0.04544
1990,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.02295,33,1791,0.01601,0.02989
1990,Baden-Wuerttemberg,West,Not Employed,0.37431,602,1791,0.35189,0.39673
1990,Bavaria,West,Full-Time Employment,0.45175,804,1599,0.42735,0.47615
1990,Bavaria,West,Regular Part-Time Employment,0.08390,139,1599,0.07031,0.09749
1990,Bavaria,West,Vocational Training,0.02433,50,1599,0.01678,0.03189
1990,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.02365,32,1599,0.01620,0.03110
1990,Bavaria,West,Not Employed,0.41636,574,1599,0.39219,0.44053
1990,Berlin,West,Full-Time Employment,0.47770,156,311,0.42209,0.53330
1990,Berlin,West,Regular Part-Time Employment,0.09207,31,311,0.05989,0.12426
1990,Berlin,West,Not Employed,0.39317,124,311,0.33880,0.44755
1990,Berlin,East,Full-Time Employment,0.61656,202,266,0.55802,0.67510
1990,Berlin,East,Not Employed,0.27958,64,266,0.22554,0.33362
1990,Brandenburg,East,Full-Time Employment,0.63409,494,709,0.59861,0.66958
1990,Brandenburg,East,Regular Part-Time Employment,0.06354,49,709,0.04557,0.08151
1990,Brandenburg,East,Not Employed,0.27729,166,709,0.24431,0.31026
1990,Mecklenburg-Western Pomerania,East,Full-Time Employment,0.62503,332,483,0.58181,0.66825
1990,Mecklenburg-Western Pomerania,East,Regular Part-Time Employment,0.07779,45,483,0.05388,0.10170
1990,Mecklenburg-Western Pomerania,East,Not Employed,0.25410,106,483,0.21523,0.29296
1990,Saxony,East,Full-Time Employment,0.59110,856,1334,0.56471,0.61750
1990,Saxony,East,Regular Part-Time Employment,0.09685,143,1334,0.08097,0.11272
1990,Saxony,East,Vocational Training,0.02151,35,1334,0.01372,0.02930
1990,Saxony,East,Not Employed,0.28855,300,1334,0.26423,0.31288
1990,Saxony-Anhalt,East,Full-Time Employment,0.59006,523,780,0.55553,0.62460
1990,Saxony-Anhalt,East,Regular Part-Time Employment,0.08027,74,780,0.06119,0.09935
1990,Saxony-Anhalt,East,Not Employed,0.29635,183,780,0.26428,0.32842
1990,Thuringa,East,Full-Time Employment,0.58480,471,724,0.54888,0.62072
1990,Thuringa,East,Regular Part-Time Employment,0.08920,75,724,0.06842,0.10998
1990,Thuringa,East,Not Employed,0.29846,178,724,0.26511,0.33182
1991,Schleswig-Holstein,West,Full-Time Employment,0.40867,126,272,0.35014,0.46720
1991,Schleswig-Holstein,West,Regular Part-Time Employment,0.10004,31,272,0.06431,0.13576
1991,Schleswig-Holstein,West,Not Employed,0.41076,115,272,0.35218,0.46933
1991,Hamburg,West,Full-Time Employment,0.46379,74,139,0.38058,0.54699
1991,Hamburg,West,Not Employed,0.45106,65,139,0.36804,0.53408
1991,Lower Saxony,West,Full-Time Employment,0.41348,433,951,0.38216,0.44479
1991,Lower Saxony,West,Regular Part-Time Employment,0.07538,76,951,0.05859,0.09217
1991,Lower Saxony,West,Vocational Training,0.03444,41,951,0.02284,0.04603
1991,Lower Saxony,West,Not Employed,0.45511,401,951,0.42344,0.48677
1991,Bremen,West,Full-Time Employment,0.29358,34,87,0.19733,0.38983
1991,Bremen,West,Not Employed,0.63543,53,87,0.53370,0.73716
1991,North Rhine-Westphalia,West,Full-Time Employment,0.42901,1163,2546,0.40978,0.44824
1991,North Rhine-Westphalia,West,Regular Part-Time Employment,0.07624,188,2546,0.06593,0.08655
1991,North Rhine-Westphalia,West,Vocational Training,0.03573,107,2546,0.02852,0.04295
1991,North Rhine-Westphalia,West,"Marginal, Irregular Part-Time Employment",0.02273,63,2546,0.01694,0.02852
1991,North Rhine-Westphalia,West,Not Employed,0.43629,1025,2546,0.41702,0.45556
1991,Hesse,West,Full-Time Employment,0.40358,475,943,0.37225,0.43491
1991,Hesse,West,Regular Part-Time Employment,0.08099,84,943,0.06356,0.09841
1991,Hesse,West,Vocational Training,0.03553,31,943,0.02371,0.04735
1991,Hesse,West,Not Employed,0.45657,353,943,0.42476,0.48838
1991,"Rhineland-Palatinate, Saarland",West,Full-Time Employment,0.42556,305,631,0.38695,0.46417
1991,"Rhineland-Palatinate, Saarland",West,Regular Part-Time Employment,0.07140,45,631,0.05129,0.09151
1991,"Rhineland-Palatinate, Saarland",West,Not Employed,0.45817,281,631,0.41926,0.49707
1991,Baden-Wuerttemberg,West,Full-Time Employment,0.46679,925,1797,0.44372,0.48987
1991,Baden-Wuerttemberg,West,Regular Part-Time Employment,0.09659,158,1797,0.08293,0.11025
1991,Baden-Wuerttemberg,West,Vocational Training,0.03875,82,1797,0.02983,0.04768
1991,Baden-Wuerttemberg,West,"Marginal, Irregular Part-Time Employment",0.03056,43,1797,0.02260,0.03852
1991,Baden-Wuerttemberg,West,Not Employed,0.36731,589,1797,0.34501,0.38960
1991,Bavaria,West,Full-Time Employment,0.45185,810,1603,0.42748,0.47622
1991,Bavaria,West,Regular Part-Time Employment,0.08047,130,1603,0.06715,0.09379
1991,Bavaria,West,Vocational Training,0.02917,59,1603,0.02093,0.03741
1991,Bavaria,West,"Marginal, Irregular Part-Time Employment",0.02444,35,1603,0.01688,0.03200
1991,Bavaria,West,Not Employed,0.41407,569,1603,0.38995,0.43819
1991,Berlin,West,Full-Time Employment,0.49397,163,291,0.43643,0.55151
1991,Berlin,West,Not Employed,0.40095,128,291,0.34454,0.45736
1991,Berlin,East,Full-Time Employment,0.58833,171,247,0.52683,0.64983
1991,Berlin,East,Not Employed,0.32561,76,247,0.26705,0.38417
1991,Brandenburg,East,Full-Time Employment,0.52735,395,653,0.48903,0.56567
1991,Brandenburg,East,Regular Part-Time Employment,0.04254,31,653,0.02705,0.05803
1991,Brandenburg,East,Not Employed,0.40009,227,653,0.36248,0.43769
1991,Mecklenburg-Western Pomerania,East,Full-Time Employment,0.55820,280,431,0.51126,0.60513
1991,Mecklenburg-Western Pomerania,East,Not Employed,0.36846,151,431,0.32287,0.41406
1991,Saxony,East,Full-Time Employment,0.53381,721,1224,0.50585,0.56177
1991,Saxony,East,Regular Part-Time Employment,0.05145,71,1224,0.03906,0.06383
1991,Saxony,East,Vocational Training,0.02415,37,1224,0.01555,0.03276
1991,Saxony,East,Not Employed,0.38481,395,1224,0.35755,0.41208
1991,Saxony-Anhalt,East,Full-Time Employment,0.54399,477,761,0.50858,0.57940
1991,Saxony-Anhalt,East,Regular Part-Time Employment,0.04987,47,761,0.03439,0.06535
1991,Saxony-Anhalt,East,Not Employed,0.37467,237,761,0.34026,0.40908
1991,Thuringa,East,Full-Time Employment,0.53077,407,680,0.49323,0.56831
1991,Thuringa,East,Regular Part-Time Employment,0.05949,48,680,0.04170,0.07728
1991,Thuringa,East,Not Employed,0.38930,225,680,0.35262,0.42597
1992,Schleswig-Holstein,West,Full-Time Employment,0.41373,117,258,0.35352,0.47395
1992,Schleswig-Holstein,West,Regular Part-Time Employment,0.11737,35,258,0.07802,0.15672
1992,Schleswig-Holstein,West,Not Employed,0.41786,106,258,0.35756,0.47816
1992,Hamburg,West,Full-Time Employment,0.44582,70,135,0.36166,0.52998
1992,Hamburg,West,Not Employed,0.47058,65,135,0.38607,0.55509
1992,Lower Saxony,West,Full-Time Employment,0.41607,434,955,0.38479,0.44734
1992,Lower Saxony,West,Regular Part-Time Employment,0.07266,70,955,0.05619,0.08913
