year,bula_h,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Hesse,Lower Secondary Level,Full-Time Employment,0.17977,109,292,0.13565,0.22389
1984,Hesse,Lower Secondary Level,Not Employed,0.62767,183,292,0.57212,0.68321
1984,Hesse,Upper Secondary Level,Full-Time Employment,0.46366,299,555,0.42213,0.50518
1984,Hesse,Upper Secondary Level,Regular Part-Time Employment,0.07419,40,555,0.05237,0.09602
1984,Hesse,Upper Secondary Level,Not Employed,0.41607,216,555,0.37503,0.45712
1984,Hesse,First Stage of Tertiary Education,Full-Time Employment,0.60139,32,32,0.42904,0.77375
1984,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.60781,60,60,0.48323,0.73240
1984,"Rhineland-Palatinate, Saarland",Primary Level,Full-Time Employment,0.56804,39,39,0.41054,0.72553
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full-Time Employment,0.14917,60,249,0.10483,0.19351
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.69798,189,249,0.64084,0.75513
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.50597,210,362,0.45439,0.55754
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.41704,152,362,0.36618,0.46791
1984,Baden-Wuerttemberg,Primary Level,Full-Time Employment,0.53825,160,264,0.47800,0.59850
1984,Baden-Wuerttemberg,Primary Level,Not Employed,0.37225,104,264,0.31383,0.43068
1984,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.25258,260,664,0.21951,0.28566
1984,Baden-Wuerttemberg,Lower Secondary Level,Regular Part-Time Employment,0.06262,44,664,0.04418,0.08107
1984,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.06239,45,664,0.04398,0.08080
1984,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.58126,315,664,0.54371,0.61882
1984,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.53570,549,921,0.50348,0.56793
1984,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.06429,56,921,0.04844,0.08013
1984,Baden-Wuerttemberg,Upper Secondary Level,Vocational Training,0.02489,32,921,0.01482,0.03496
1984,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.35298,284,921,0.32210,0.38386
1984,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.47040,32,32,0.29469,0.64610
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.55176,69,107,0.45709,0.64644
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Employed,0.36116,38,107,0.26972,0.45261
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.67588,90,90,0.57864,0.77312
1984,Bavaria,Primary Level,Full-Time Employment,0.40608,60,94,0.30627,0.50590
1984,Bavaria,Primary Level,Not Employed,0.46152,34,94,0.36020,0.56284
1984,Bavaria,Lower Secondary Level,Full-Time Employment,0.21573,171,568,0.18187,0.24959
1984,Bavaria,Lower Secondary Level,Regular Part-Time Employment,0.06589,38,568,0.04547,0.08632
1984,Bavaria,Lower Secondary Level,Vocational Training,0.10930,65,568,0.08362,0.13498
1984,Bavaria,Lower Secondary Level,Not Employed,0.58125,294,568,0.54064,0.62186
1984,Bavaria,Upper Secondary Level,Full-Time Employment,0.49995,549,1020,0.46925,0.53065
1984,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.04823,57,1020,0.03508,0.06139
1984,Bavaria,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03701,36,1020,0.02542,0.04860
1984,Bavaria,Upper Secondary Level,Not Employed,0.40442,378,1020,0.37428,0.43455
1984,Bavaria,Post-secondary Non-tertiary Level,Full-Time Employment,0.54122,32,32,0.36581,0.71664
1984,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.58912,80,117,0.49958,0.67865
1984,Bavaria,First Stage of Tertiary Education,Not Employed,0.32145,37,117,0.23646,0.40644
1984,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.56882,96,136,0.48528,0.65236
1984,Bavaria,Second Stage of Tertiary Education,Not Employed,0.29617,40,136,0.21915,0.37319
1984,Berlin,Lower Secondary Level,Full-Time Employment,0.29674,38,80,0.19600,0.39748
1984,Berlin,Lower Secondary Level,Not Employed,0.52127,42,80,0.41111,0.63143
1984,Berlin,Upper Secondary Level,Full-Time Employment,0.50271,108,166,0.42642,0.57900
1984,Berlin,Upper Secondary Level,Not Employed,0.40622,58,166,0.33128,0.48116
1985,Schleswig-Holstein,Lower Secondary Level,Not Employed,0.69807,53,53,0.57329,0.82285
1985,Schleswig-Holstein,Upper Secondary Level,Full-Time Employment,0.51040,105,171,0.43525,0.58554
1985,Schleswig-Holstein,Upper Secondary Level,Not Employed,0.37398,66,171,0.30124,0.44671
1985,Hamburg,Upper Secondary Level,Full-Time Employment,0.44632,73,133,0.36152,0.53113
1985,Hamburg,Upper Secondary Level,Not Employed,0.46470,60,133,0.37961,0.54978
1985,Lower Saxony,Primary Level,Not Employed,0.81070,31,31,0.67052,0.95088
1985,Lower Saxony,Lower Secondary Level,Full-Time Employment,0.19228,70,261,0.14437,0.24018
1985,Lower Saxony,Lower Secondary Level,Not Employed,0.67387,191,261,0.61689,0.73086
1985,Lower Saxony,Upper Secondary Level,Full-Time Employment,0.43677,258,524,0.39426,0.47928
1985,Lower Saxony,Upper Secondary Level,Regular Part-Time Employment,0.08901,48,524,0.06460,0.11341
1985,Lower Saxony,Upper Secondary Level,Not Employed,0.43970,218,524,0.39716,0.48224
1985,Lower Saxony,First Stage of Tertiary Education,Full-Time Employment,0.59281,43,43,0.44422,0.74140
1985,Lower Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.65473,50,50,0.52161,0.78786
1985,Bremen,Upper Secondary Level,Not Employed,0.70611,43,43,0.56834,0.84388
1985,North Rhine-Westphalia,Pre-primary Level,Not Employed,0.95594,58,58,0.90266,1.00922
1985,North Rhine-Westphalia,Primary Level,Full-Time Employment,0.37839,112,237,0.31651,0.44026
1985,North Rhine-Westphalia,Primary Level,Not Employed,0.53929,125,237,0.47570,0.60289
1985,North Rhine-Westphalia,Lower Secondary Level,Full-Time Employment,0.24347,252,738,0.21248,0.27445
1985,North Rhine-Westphalia,Lower Secondary Level,Regular Part-Time Employment,0.05320,45,738,0.03699,0.06940
1985,North Rhine-Westphalia,Lower Secondary Level,Vocational Training,0.06067,46,738,0.04343,0.07790
1985,North Rhine-Westphalia,Lower Secondary Level,Not Employed,0.61892,395,738,0.58386,0.65399
1985,North Rhine-Westphalia,Upper Secondary Level,Full-Time Employment,0.44078,673,1378,0.41456,0.46701
1985,North Rhine-Westphalia,Upper Secondary Level,Regular Part-Time Employment,0.06824,101,1378,0.05492,0.08156
1985,North Rhine-Westphalia,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02260,31,1378,0.01475,0.03045
1985,North Rhine-Westphalia,Upper Secondary Level,Not Employed,0.45833,573,1378,0.43201,0.48464
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full-Time Employment,0.62759,55,55,0.49864,0.75653
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Full-Time Employment,0.54357,84,129,0.45728,0.62987
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Not Employed,0.33199,45,129,0.25041,0.41358
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Full-Time Employment,0.71932,163,203,0.65735,0.78128
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Employed,0.19217,40,203,0.13784,0.24651
1985,Hesse,Primary Level,Full-Time Employment,0.27796,46,83,0.18099,0.37492
1985,Hesse,Primary Level,Not Employed,0.59361,37,83,0.48730,0.69992
1985,Hesse,Lower Secondary Level,Full-Time Employment,0.21448,114,285,0.16675,0.26222
1985,Hesse,Lower Secondary Level,Not Employed,0.63235,171,285,0.57627,0.68842
1985,Hesse,Upper Secondary Level,Full-Time Employment,0.47967,277,501,0.43587,0.52346
1985,Hesse,Upper Secondary Level,Regular Part-Time Employment,0.07648,39,501,0.05318,0.09977
1985,Hesse,Upper Secondary Level,Not Employed,0.41651,185,501,0.37330,0.45973
1985,Hesse,First Stage of Tertiary Education,Full-Time Employment,0.55408,31,31,0.37621,0.73195
1985,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.63808,59,59,0.51440,0.76176
1985,"Rhineland-Palatinate, Saarland",Primary Level,Full-Time Employment,0.53132,34,34,0.36106,0.70158
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full-Time Employment,0.16805,59,226,0.11919,0.21691
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.69167,167,226,0.63132,0.75201
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.53795,198,331,0.48416,0.59174
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.39692,133,331,0.34413,0.44971
1985,Baden-Wuerttemberg,Pre-primary Level,Not Employed,0.94095,39,39,0.86600,1.01590
1985,Baden-Wuerttemberg,Primary Level,Full-Time Employment,0.45567,131,228,0.39088,0.52046
1985,Baden-Wuerttemberg,Primary Level,Not Employed,0.41447,97,228,0.35038,0.47855
1985,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.28840,249,589,0.25178,0.32502
1985,Baden-Wuerttemberg,Lower Secondary Level,Regular Part-Time Employment,0.08190,44,589,0.05973,0.10406
1985,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.05944,36,589,0.04033,0.07855
1985,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.54080,260,589,0.50052,0.58108
1985,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.54500,510,828,0.51106,0.57894
1985,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.07520,63,828,0.05723,0.09317
1985,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.34682,255,828,0.31438,0.37926
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.53811,63,97,0.43838,0.63784
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Employed,0.35588,34,97,0.26010,0.45165
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.71560,84,84,0.61854,0.81265
1985,Bavaria,Primary Level,Full-Time Employment,0.44629,50,50,0.30710,0.58548
1985,Bavaria,Lower Secondary Level,Full-Time Employment,0.27203,198,523,0.23386,0.31021
1985,Bavaria,Lower Secondary Level,Regular Part-Time Employment,0.07496,38,523,0.05237,0.09755
1985,Bavaria,Lower Secondary Level,Vocational Training,0.06514,34,523,0.04397,0.08630
1985,Bavaria,Lower Secondary Level,Not Employed,0.56544,253,523,0.52292,0.60797
1985,Bavaria,Upper Secondary Level,Full-Time Employment,0.49665,503,910,0.46415,0.52916
1985,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.07795,81,910,0.06052,0.09537
1985,Bavaria,Upper Secondary Level,Not Employed,0.39448,326,910,0.36271,0.42625
1985,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.55010,70,105,0.45448,0.64571
1985,Bavaria,First Stage of Tertiary Education,Not Employed,0.33938,35,105,0.24838,0.43038
1985,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.54896,89,129,0.46275,0.63516
1985,Bavaria,Second Stage of Tertiary Education,Not Employed,0.32196,40,129,0.24101,0.40290
1985,Berlin,Lower Secondary Level,Full-Time Employment,0.30936,31,69,0.19949,0.41922
1985,Berlin,Lower Secondary Level,Not Employed,0.53066,38,69,0.41204,0.64928
1985,Berlin,Upper Secondary Level,Full-Time Employment,0.45070,87,137,0.36708,0.53433
1985,Berlin,Upper Secondary Level,Not Employed,0.42238,50,137,0.33936,0.50539
1986,Schleswig-Holstein,Lower Secondary Level,Not Employed,0.59954,40,40,0.44575,0.75332
1986,Schleswig-Holstein,Upper Secondary Level,Full-Time Employment,0.53196,98,158,0.45391,0.61001
1986,Schleswig-Holstein,Upper Secondary Level,Not Employed,0.35696,60,158,0.28202,0.43190
1986,Hamburg,Lower Secondary Level,Not Employed,0.77665,37,37,0.64059,0.91270
1986,Hamburg,Upper Secondary Level,Full-Time Employment,0.47786,66,123,0.38922,0.56650
1986,Hamburg,Upper Secondary Level,Not Employed,0.47282,57,123,0.38423,0.56141
1986,Lower Saxony,Primary Level,Not Employed,0.71237,31,31,0.55039,0.87435
1986,Lower Saxony,Lower Secondary Level,Full-Time Employment,0.16082,64,257,0.11582,0.20582
1986,Lower Saxony,Lower Secondary Level,Not Employed,0.67507,193,257,0.61770,0.73244
1986,Lower Saxony,Upper Secondary Level,Full-Time Employment,0.46438,265,507,0.42093,0.50784
1986,Lower Saxony,Upper Secondary Level,Regular Part-Time Employment,0.06954,41,507,0.04738,0.09171
1986,Lower Saxony,Upper Secondary Level,Not Employed,0.41817,201,507,0.37519,0.46115
1986,Lower Saxony,First Stage of Tertiary Education,Full-Time Employment,0.64124,46,46,0.50110,0.78138
1986,Lower Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.62800,55,55,0.49909,0.75692
1986,Bremen,Upper Secondary Level,Not Employed,0.59462,32,32,0.42179,0.76746
1986,North Rhine-Westphalia,Pre-primary Level,Not Employed,0.97594,71,71,0.94004,1.01184
1986,North Rhine-Westphalia,Primary Level,Full-Time Employment,0.44473,119,234,0.38093,0.50854
1986,North Rhine-Westphalia,Primary Level,Not Employed,0.48915,115,234,0.42497,0.55334
1986,North Rhine-Westphalia,Lower Secondary Level,Full-Time Employment,0.21923,223,689,0.18832,0.25015
1986,North Rhine-Westphalia,Lower Secondary Level,Regular Part-Time Employment,0.04969,39,689,0.03345,0.06593
1986,North Rhine-Westphalia,Lower Secondary Level,Vocational Training,0.07833,56,689,0.05826,0.09841
1986,North Rhine-Westphalia,Lower Secondary Level,Not Employed,0.62567,371,689,0.58951,0.66184
1986,North Rhine-Westphalia,Upper Secondary Level,Full-Time Employment,0.43792,657,1332,0.41126,0.46457
1986,North Rhine-Westphalia,Upper Secondary Level,Regular Part-Time Employment,0.04945,67,1332,0.03780,0.06110
1986,North Rhine-Westphalia,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03074,43,1332,0.02147,0.04001
1986,North Rhine-Westphalia,Upper Secondary Level,Not Employed,0.46847,565,1332,0.44166,0.49528
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full-Time Employment,0.64565,55,55,0.51807,0.77322
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Full-Time Employment,0.51098,78,128,0.42404,0.59792
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Not Employed,0.38579,50,128,0.30113,0.47045
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Full-Time Employment,0.65296,140,188,0.58473,0.72119
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Employed,0.23040,48,188,0.17004,0.29075
1986,Hesse,Primary Level,Full-Time Employment,0.31428,39,71,0.20553,0.42304
1986,Hesse,Primary Level,Not Employed,0.53233,32,71,0.41544,0.64921
1986,Hesse,Lower Secondary Level,Full-Time Employment,0.19508,94,246,0.14546,0.24470
1986,Hesse,Lower Secondary Level,Not Employed,0.62379,152,246,0.56313,0.68445
1986,Hesse,Upper Secondary Level,Full-Time Employment,0.47770,253,417,0.42970,0.52570
1986,Hesse,Upper Secondary Level,Not Employed,0.41124,164,417,0.36396,0.45853
1986,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.61632,58,58,0.49007,0.74256
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full-Time Employment,0.18060,65,221,0.12976,0.23143
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.67918,156,221,0.61750,0.74087
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.53329,207,345,0.48057,0.58601
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.41139,138,345,0.35939,0.46339
1986,Baden-Wuerttemberg,Pre-primary Level,Not Employed,0.97756,31,31,0.92456,1.03056
1986,Baden-Wuerttemberg,Primary Level,Full-Time Employment,0.42383,110,205,0.35601,0.49164
1986,Baden-Wuerttemberg,Primary Level,Not Employed,0.46204,95,205,0.39362,0.53045
1986,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.30676,255,581,0.26923,0.34429
1986,Baden-Wuerttemberg,Lower Secondary Level,Regular Part-Time Employment,0.07525,37,581,0.05378,0.09671
1986,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.06382,45,581,0.04393,0.08372
1986,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.52495,244,581,0.48431,0.56559
1986,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.53603,506,810,0.50166,0.57039
1986,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.06296,51,810,0.04622,0.07969
1986,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.35838,253,810,0.32533,0.39142
1986,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.58624,31,31,0.40999,0.76248
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.50869,56,89,0.40424,0.61314
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Employed,0.38075,33,89,0.27929,0.48220
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.67601,78,78,0.57147,0.78054
1986,Bavaria,Primary Level,Full-Time Employment,0.49863,45,45,0.35089,0.64637
1986,Bavaria,Lower Secondary Level,Full-Time Employment,0.29296,186,478,0.25212,0.33380
1986,Bavaria,Lower Secondary Level,Regular Part-Time Employment,0.06215,31,478,0.04048,0.08382
1986,Bavaria,Lower Secondary Level,Vocational Training,0.06330,37,478,0.04145,0.08515
1986,Bavaria,Lower Secondary Level,Not Employed,0.55386,224,478,0.50925,0.59847
1986,Bavaria,Upper Secondary Level,Full-Time Employment,0.47827,460,836,0.44439,0.51215
1986,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.06156,61,836,0.04526,0.07786
1986,Bavaria,Upper Secondary Level,Not Employed,0.40912,315,836,0.37577,0.44247
1986,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.57874,67,99,0.48098,0.67650
1986,Bavaria,First Stage of Tertiary Education,Not Employed,0.34542,32,99,0.25127,0.43956
1986,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.54140,85,119,0.45149,0.63131
1986,Bavaria,Second Stage of Tertiary Education,Not Employed,0.29103,34,119,0.20907,0.37299
1986,Berlin,Lower Secondary Level,Not Employed,0.55653,33,33,0.38440,0.72866
1986,Berlin,Upper Secondary Level,Full-Time Employment,0.50402,97,147,0.42292,0.58512
1986,Berlin,Upper Secondary Level,Not Employed,0.40387,50,147,0.32428,0.48346
1987,Schleswig-Holstein,Lower Secondary Level,Not Employed,0.58319,38,38,0.42432,0.74205
1987,Schleswig-Holstein,Upper Secondary Level,Full-Time Employment,0.49212,94,158,0.41392,0.57032
1987,Schleswig-Holstein,Upper Secondary Level,Not Employed,0.39672,64,158,0.32020,0.47325
1987,Hamburg,Upper Secondary Level,Full-Time Employment,0.44672,56,109,0.35295,0.54048
1987,Hamburg,Upper Secondary Level,Not Employed,0.47794,53,109,0.38373,0.57215
1987,Lower Saxony,Lower Secondary Level,Full-Time Employment,0.16242,62,268,0.11818,0.20666
1987,Lower Saxony,Lower Secondary Level,Vocational Training,0.09424,33,268,0.05919,0.12928
1987,Lower Saxony,Lower Secondary Level,Not Employed,0.64064,173,268,0.58308,0.69819
1987,Lower Saxony,Upper Secondary Level,Full-Time Employment,0.44997,265,526,0.40742,0.49253
1987,Lower Saxony,Upper Secondary Level,Regular Part-Time Employment,0.09034,54,526,0.06581,0.11486
1987,Lower Saxony,Upper Secondary Level,Not Employed,0.41209,207,526,0.36998,0.45419
1987,Lower Saxony,First Stage of Tertiary Education,Full-Time Employment,0.60193,46,46,0.45891,0.74495
1987,Lower Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.60200,52,52,0.46766,0.73634
1987,Bremen,Upper Secondary Level,Not Employed,0.69367,34,34,0.53639,0.85095
1987,North Rhine-Westphalia,Pre-primary Level,Not Employed,0.97169,78,78,0.93464,1.00874
1987,North Rhine-Westphalia,Primary Level,Full-Time Employment,0.45217,106,219,0.38610,0.51824
1987,North Rhine-Westphalia,Primary Level,Not Employed,0.49528,113,219,0.42891,0.56165
1987,North Rhine-Westphalia,Lower Secondary Level,Full-Time Employment,0.22311,207,677,0.19172,0.25449
1987,North Rhine-Westphalia,Lower Secondary Level,Regular Part-Time Employment,0.06286,39,677,0.04457,0.08116
1987,North Rhine-Westphalia,Lower Secondary Level,Vocational Training,0.07779,64,677,0.05760,0.09799
1987,North Rhine-Westphalia,Lower Secondary Level,Not Employed,0.61887,367,677,0.58226,0.65548
1987,North Rhine-Westphalia,Upper Secondary Level,Full-Time Employment,0.44854,654,1309,0.42159,0.47550
1987,North Rhine-Westphalia,Upper Secondary Level,Regular Part-Time Employment,0.05368,74,1309,0.04146,0.06589
1987,North Rhine-Westphalia,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02134,34,1309,0.01351,0.02917
1987,North Rhine-Westphalia,Upper Secondary Level,Not Employed,0.45819,547,1309,0.43119,0.48519
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full-Time Employment,0.61434,53,53,0.48204,0.74664
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Full-Time Employment,0.52438,75,122,0.43539,0.61336
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Not Employed,0.33749,47,122,0.25324,0.42175
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Full-Time Employment,0.70181,159,199,0.63809,0.76553
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Employed,0.21045,40,199,0.15367,0.26723
1987,Hesse,Primary Level,Full-Time Employment,0.34700,41,75,0.23854,0.45546
1987,Hesse,Primary Level,Not Employed,0.54503,34,75,0.43157,0.65849
1987,Hesse,Lower Secondary Level,Full-Time Employment,0.21608,100,240,0.16390,0.26826
1987,Hesse,Lower Secondary Level,Not Employed,0.59598,140,240,0.53377,0.65820
1987,Hesse,Upper Secondary Level,Full-Time Employment,0.45978,259,458,0.41409,0.50548
1987,Hesse,Upper Secondary Level,Regular Part-Time Employment,0.07255,33,458,0.04876,0.09633
1987,Hesse,Upper Secondary Level,Not Employed,0.42278,166,458,0.37749,0.46807
1987,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.61243,59,59,0.48705,0.73782
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full-Time Employment,0.17615,57,216,0.12523,0.22707
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.68118,159,216,0.61889,0.74347
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.50452,198,339,0.45122,0.55782
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.43140,141,339,0.37860,0.48420
1987,Baden-Wuerttemberg,Primary Level,Full-Time Employment,0.44253,104,203,0.37404,0.51103
1987,Baden-Wuerttemberg,Primary Level,Not Employed,0.45953,99,203,0.39080,0.52826
1987,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.29866,241,586,0.26157,0.33575
1987,Baden-Wuerttemberg,Lower Secondary Level,Regular Part-Time Employment,0.08102,41,586,0.05891,0.10313
1987,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.08361,57,586,0.06118,0.10604
1987,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.50360,247,586,0.46308,0.54412
1987,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.53962,499,797,0.50500,0.57425
1987,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.07826,62,797,0.05960,0.09692
1987,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.34765,236,797,0.31457,0.38074
1987,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.58571,34,34,0.41764,0.75378
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.49255,56,94,0.39094,0.59416
