year,bula_h,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,3rd Quintile,Not Employed,0.42391,153,400,0.37542,0.47240
1984,Bavaria,4th Quintile,Full-Time Employment,0.49278,229,362,0.44121,0.54436
1984,Bavaria,4th Quintile,Not Employed,0.38074,133,362,0.33065,0.43083
1984,Bavaria,5th Quintile,Full-Time Employment,0.58942,267,378,0.53976,0.63908
1984,Bavaria,5th Quintile,Not Employed,0.28727,111,378,0.24159,0.33294
1984,Berlin,1st Quintile,Not Employed,0.68453,32,32,0.52095,0.84812
1984,Berlin,3rd Quintile,Full-Time Employment,0.40586,50,93,0.30551,0.50620
1984,Berlin,3rd Quintile,Not Employed,0.45347,43,93,0.35174,0.55520
1984,Berlin,4th Quintile,Full-Time Employment,0.49930,45,45,0.35156,0.64704
1984,Berlin,5th Quintile,Full-Time Employment,0.64566,70,70,0.53280,0.75852
1985,Schleswig-Holstein,1st Quintile,Not Employed,0.66294,47,47,0.52634,0.79955
1985,Schleswig-Holstein,2nd Quintile,Not Employed,0.64199,44,44,0.49869,0.78528
1985,Schleswig-Holstein,4th Quintile,Full-Time Employment,0.59972,43,43,0.45155,0.74790
1985,Schleswig-Holstein,5th Quintile,Full-Time Employment,0.52165,40,40,0.36487,0.67843
1985,Hamburg,4th Quintile,Full-Time Employment,0.54871,32,32,0.37354,0.72389
1985,Hamburg,5th Quintile,Full-Time Employment,0.54916,43,43,0.39868,0.69965
1985,Lower Saxony,1st Quintile,Full-Time Employment,0.17712,57,215,0.12597,0.22827
1985,Lower Saxony,1st Quintile,Not Employed,0.73099,158,215,0.67157,0.79040
1985,Lower Saxony,2nd Quintile,Full-Time Employment,0.29872,61,166,0.22888,0.36856
1985,Lower Saxony,2nd Quintile,Not Employed,0.57304,105,166,0.49756,0.64851
1985,Lower Saxony,3rd Quintile,Full-Time Employment,0.40401,107,213,0.33796,0.47007
1985,Lower Saxony,3rd Quintile,Not Employed,0.49898,106,213,0.43167,0.56629
1985,Lower Saxony,4th Quintile,Full-Time Employment,0.45840,98,170,0.38327,0.53352
1985,Lower Saxony,4th Quintile,Not Employed,0.41788,72,170,0.34351,0.49224
1985,Lower Saxony,5th Quintile,Full-Time Employment,0.48934,128,208,0.42124,0.55744
1985,Lower Saxony,5th Quintile,Not Employed,0.35897,80,208,0.29362,0.42432
1985,North Rhine-Westphalia,1st Quintile,Full-Time Employment,0.20804,188,642,0.17661,0.23946
1985,North Rhine-Westphalia,1st Quintile,Regular Part-Time Employment,0.04470,31,642,0.02870,0.06069
1985,North Rhine-Westphalia,1st Quintile,Not Employed,0.68500,423,642,0.64904,0.72096
1985,North Rhine-Westphalia,2nd Quintile,Full-Time Employment,0.33870,254,590,0.30048,0.37692
1985,North Rhine-Westphalia,2nd Quintile,Regular Part-Time Employment,0.05384,33,590,0.03562,0.07207
1985,North Rhine-Westphalia,2nd Quintile,Not Employed,0.55405,303,590,0.51391,0.59420
1985,North Rhine-Westphalia,3rd Quintile,Full-Time Employment,0.40906,243,494,0.36566,0.45246
1985,North Rhine-Westphalia,3rd Quintile,Regular Part-Time Employment,0.05594,32,494,0.03566,0.07623
1985,North Rhine-Westphalia,3rd Quintile,Not Employed,0.48768,219,494,0.44356,0.53180
1985,North Rhine-Westphalia,4th Quintile,Full-Time Employment,0.50681,331,572,0.46580,0.54782
1985,North Rhine-Westphalia,4th Quintile,Regular Part-Time Employment,0.07810,49,572,0.05609,0.10011
1985,North Rhine-Westphalia,4th Quintile,Not Employed,0.37101,192,572,0.33139,0.41063
1985,North Rhine-Westphalia,5th Quintile,Full-Time Employment,0.60282,342,523,0.56084,0.64479
1985,North Rhine-Westphalia,5th Quintile,Regular Part-Time Employment,0.06797,40,523,0.04638,0.08956
1985,North Rhine-Westphalia,5th Quintile,Not Employed,0.30424,141,523,0.26477,0.34371
1985,Hesse,1st Quintile,Full-Time Employment,0.20801,85,236,0.15611,0.25990
1985,Hesse,1st Quintile,Not Employed,0.68561,151,236,0.62625,0.74497
1985,Hesse,2nd Quintile,Full-Time Employment,0.32436,80,182,0.25616,0.39256
1985,Hesse,2nd Quintile,Not Employed,0.56422,102,182,0.49198,0.63646
1985,Hesse,3rd Quintile,Full-Time Employment,0.40824,103,174,0.33500,0.48148
1985,Hesse,3rd Quintile,Not Employed,0.46332,71,174,0.38901,0.53762
1985,Hesse,4th Quintile,Full-Time Employment,0.52028,145,215,0.45335,0.58722
1985,Hesse,4th Quintile,Not Employed,0.37331,70,215,0.30851,0.43812
1985,Hesse,5th Quintile,Full-Time Employment,0.55890,138,204,0.49060,0.62720
1985,Hesse,5th Quintile,Not Employed,0.31691,66,204,0.25291,0.38092
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Full-Time Employment,0.20243,43,161,0.14017,0.26469
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Not Employed,0.72623,118,161,0.65713,0.79532
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Full-Time Employment,0.26289,42,123,0.18478,0.34101
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Employed,0.69595,81,123,0.61432,0.77758
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Full-Time Employment,0.38940,86,162,0.31408,0.46472
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Employed,0.48553,76,162,0.40832,0.56273
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Full-Time Employment,0.58367,96,142,0.50231,0.66504
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Not Employed,0.31796,46,142,0.24109,0.39483
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Full-Time Employment,0.62025,78,111,0.52955,0.71095
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Not Employed,0.26179,33,111,0.17964,0.34395
1985,Baden-Wuerttemberg,1st Quintile,Full-Time Employment,0.25225,143,349,0.20662,0.29788
1985,Baden-Wuerttemberg,1st Quintile,Not Employed,0.62025,206,349,0.56926,0.67124
1985,Baden-Wuerttemberg,2nd Quintile,Full-Time Employment,0.36677,178,356,0.31663,0.41690
1985,Baden-Wuerttemberg,2nd Quintile,Not Employed,0.52289,178,356,0.47093,0.57485
1985,Baden-Wuerttemberg,3rd Quintile,Full-Time Employment,0.46146,255,445,0.41509,0.50783
1985,Baden-Wuerttemberg,3rd Quintile,Regular Part-Time Employment,0.07927,35,445,0.05414,0.10440
1985,Baden-Wuerttemberg,3rd Quintile,Not Employed,0.40432,155,445,0.35867,0.44997
1985,Baden-Wuerttemberg,4th Quintile,Full-Time Employment,0.53549,252,399,0.48649,0.58448
1985,Baden-Wuerttemberg,4th Quintile,Regular Part-Time Employment,0.08429,31,399,0.05699,0.11158
1985,Baden-Wuerttemberg,4th Quintile,Not Employed,0.32654,116,399,0.28047,0.37262
1985,Baden-Wuerttemberg,5th Quintile,Full-Time Employment,0.64812,246,316,0.59538,0.70086
1985,Baden-Wuerttemberg,5th Quintile,Not Employed,0.24079,70,316,0.19358,0.28801
1985,Bavaria,1st Quintile,Full-Time Employment,0.26011,107,258,0.20647,0.31375
1985,Bavaria,1st Quintile,Not Employed,0.60063,151,258,0.54075,0.66051
1985,Bavaria,2nd Quintile,Full-Time Employment,0.32605,162,384,0.27911,0.37300
1985,Bavaria,2nd Quintile,Regular Part-Time Employment,0.08947,37,384,0.06088,0.11805
1985,Bavaria,2nd Quintile,Not Employed,0.53135,185,384,0.48138,0.58133
1985,Bavaria,3rd Quintile,Full-Time Employment,0.46370,190,332,0.40997,0.51742
1985,Bavaria,3rd Quintile,Not Employed,0.43109,142,332,0.37774,0.48444
1985,Bavaria,4th Quintile,Full-Time Employment,0.48374,211,335,0.43015,0.53734
1985,Bavaria,4th Quintile,Not Employed,0.39630,124,335,0.34384,0.44876
1985,Bavaria,5th Quintile,Full-Time Employment,0.57402,270,430,0.52723,0.62081
1985,Bavaria,5th Quintile,Regular Part-Time Employment,0.09663,42,430,0.06867,0.12458
1985,Bavaria,5th Quintile,Not Employed,0.30797,118,430,0.26428,0.35166
1985,Berlin,1st Quintile,Not Employed,0.59837,33,33,0.42851,0.76822
1985,Berlin,2nd Quintile,Full-Time Employment,0.39629,31,31,0.22126,0.57133
1985,Berlin,3rd Quintile,Full-Time Employment,0.40956,34,34,0.24178,0.57734
1985,Berlin,4th Quintile,Full-Time Employment,0.50958,36,36,0.34396,0.67520
1985,Berlin,5th Quintile,Full-Time Employment,0.56311,58,58,0.43434,0.69188
1986,Schleswig-Holstein,1st Quintile,Not Employed,0.71023,39,39,0.56599,0.85447
1986,Schleswig-Holstein,2nd Quintile,Full-Time Employment,0.43996,39,72,0.32450,0.55543
1986,Schleswig-Holstein,2nd Quintile,Not Employed,0.43772,33,72,0.32232,0.55312
1986,Schleswig-Holstein,4th Quintile,Full-Time Employment,0.58314,35,35,0.41741,0.74887
1986,Schleswig-Holstein,5th Quintile,Full-Time Employment,0.57331,39,39,0.41605,0.73056
1986,Hamburg,4th Quintile,Full-Time Employment,0.61318,33,33,0.44443,0.78192
1986,Hamburg,5th Quintile,Full-Time Employment,0.62028,42,42,0.47172,0.76883
1986,Lower Saxony,1st Quintile,Full-Time Employment,0.14121,51,209,0.09389,0.18854
1986,Lower Saxony,1st Quintile,Not Employed,0.74717,158,209,0.68810,0.80624
1986,Lower Saxony,2nd Quintile,Full-Time Employment,0.33604,78,189,0.26852,0.40356
1986,Lower Saxony,2nd Quintile,Not Employed,0.56685,111,189,0.49602,0.63768
1986,Lower Saxony,3rd Quintile,Full-Time Employment,0.38668,93,193,0.31780,0.45557
1986,Lower Saxony,3rd Quintile,Not Employed,0.45758,100,193,0.38711,0.52805
1986,Lower Saxony,4th Quintile,Full-Time Employment,0.50974,115,177,0.43589,0.58360
1986,Lower Saxony,4th Quintile,Not Employed,0.32939,62,177,0.25995,0.39882
1986,Lower Saxony,5th Quintile,Full-Time Employment,0.55208,126,191,0.48137,0.62279
1986,Lower Saxony,5th Quintile,Not Employed,0.33438,65,191,0.26730,0.40146
1986,North Rhine-Westphalia,1st Quintile,Full-Time Employment,0.17792,164,574,0.14661,0.20923
1986,North Rhine-Westphalia,1st Quintile,Not Employed,0.73508,410,574,0.69895,0.77121
1986,North Rhine-Westphalia,2nd Quintile,Full-Time Employment,0.32243,212,485,0.28079,0.36408
1986,North Rhine-Westphalia,2nd Quintile,Not Employed,0.56848,273,485,0.52435,0.61261
1986,North Rhine-Westphalia,3rd Quintile,Full-Time Employment,0.41068,261,527,0.36863,0.45272
1986,North Rhine-Westphalia,3rd Quintile,Regular Part-Time Employment,0.06778,42,527,0.04630,0.08926
1986,North Rhine-Westphalia,3rd Quintile,Not Employed,0.46507,224,527,0.42245,0.50770
1986,North Rhine-Westphalia,4th Quintile,Full-Time Employment,0.50472,321,564,0.46342,0.54602
1986,North Rhine-Westphalia,4th Quintile,Regular Part-Time Employment,0.06424,36,564,0.04398,0.08449
1986,North Rhine-Westphalia,4th Quintile,Not Employed,0.39634,207,564,0.35593,0.43674
1986,North Rhine-Westphalia,5th Quintile,Full-Time Employment,0.58713,329,507,0.54423,0.63003
1986,North Rhine-Westphalia,5th Quintile,Regular Part-Time Employment,0.06744,37,507,0.04559,0.08929
1986,North Rhine-Westphalia,5th Quintile,Not Employed,0.28998,141,507,0.25044,0.32951
1986,Hesse,1st Quintile,Full-Time Employment,0.18391,66,210,0.13139,0.23643
1986,Hesse,1st Quintile,Not Employed,0.69581,144,210,0.63344,0.75819
1986,Hesse,2nd Quintile,Full-Time Employment,0.30839,74,162,0.23705,0.37973
1986,Hesse,2nd Quintile,Not Employed,0.53034,88,162,0.45325,0.60743
1986,Hesse,3rd Quintile,Full-Time Employment,0.47156,75,119,0.38149,0.56163
1986,Hesse,3rd Quintile,Not Employed,0.34605,44,119,0.26021,0.43188
1986,Hesse,4th Quintile,Full-Time Employment,0.53038,155,226,0.46516,0.59559
1986,Hesse,4th Quintile,Not Employed,0.37140,71,226,0.30826,0.43453
1986,Hesse,5th Quintile,Full-Time Employment,0.51478,127,196,0.44463,0.58493
1986,Hesse,5th Quintile,Not Employed,0.35434,69,196,0.28721,0.42148
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Full-Time Employment,0.25977,48,144,0.18790,0.33164
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Not Employed,0.67724,96,144,0.60061,0.75387
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Full-Time Employment,0.27941,55,159,0.20944,0.34937
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Employed,0.67058,104,159,0.59729,0.74387
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Full-Time Employment,0.44203,79,138,0.35887,0.52519
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Employed,0.40901,59,138,0.32668,0.49134
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Full-Time Employment,0.53936,90,143,0.45738,0.62135
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Not Employed,0.38560,53,143,0.30554,0.46565
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Full-Time Employment,0.60922,82,116,0.52004,0.69839
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Not Employed,0.28051,34,116,0.19840,0.36262
1986,Baden-Wuerttemberg,1st Quintile,Full-Time Employment,0.24149,108,291,0.19223,0.29075
1986,Baden-Wuerttemberg,1st Quintile,Not Employed,0.65174,183,291,0.59690,0.70657
1986,Baden-Wuerttemberg,2nd Quintile,Full-Time Employment,0.39305,200,377,0.34368,0.44242
1986,Baden-Wuerttemberg,2nd Quintile,Not Employed,0.47151,177,377,0.42105,0.52197
1986,Baden-Wuerttemberg,3rd Quintile,Full-Time Employment,0.45217,226,365,0.40104,0.50330
1986,Baden-Wuerttemberg,3rd Quintile,Not Employed,0.40116,139,365,0.35081,0.45151
1986,Baden-Wuerttemberg,4th Quintile,Full-Time Employment,0.50802,252,367,0.45680,0.55924
1986,Baden-Wuerttemberg,4th Quintile,Not Employed,0.37696,115,367,0.32731,0.42661
1986,Baden-Wuerttemberg,5th Quintile,Full-Time Employment,0.65016,261,341,0.59947,0.70086
1986,Baden-Wuerttemberg,5th Quintile,Not Employed,0.22613,80,341,0.18166,0.27059
1986,Bavaria,1st Quintile,Full-Time Employment,0.22451,87,250,0.17268,0.27634
1986,Bavaria,1st Quintile,Not Employed,0.67691,163,250,0.61882,0.73500
1986,Bavaria,2nd Quintile,Full-Time Employment,0.33205,131,288,0.27756,0.38654
1986,Bavaria,2nd Quintile,Not Employed,0.55637,157,288,0.49889,0.61385
1986,Bavaria,3rd Quintile,Full-Time Employment,0.43327,198,343,0.38075,0.48579
1986,Bavaria,3rd Quintile,Not Employed,0.43086,145,343,0.37837,0.48334
1986,Bavaria,4th Quintile,Full-Time Employment,0.52964,219,355,0.47765,0.58164
1986,Bavaria,4th Quintile,Regular Part-Time Employment,0.08806,33,355,0.05854,0.11758
1986,Bavaria,4th Quintile,Not Employed,0.31855,103,355,0.27001,0.36708
1986,Bavaria,5th Quintile,Full-Time Employment,0.57015,230,338,0.51729,0.62300
1986,Bavaria,5th Quintile,Not Employed,0.31347,108,338,0.26394,0.36300
1986,Berlin,1st Quintile,Not Employed,0.67246,33,33,0.50985,0.83507
1986,Berlin,2nd Quintile,Full-Time Employment,0.45978,32,32,0.28434,0.63523
1986,Berlin,3rd Quintile,Full-Time Employment,0.45472,36,36,0.28975,0.61969
1986,Berlin,4th Quintile,Full-Time Employment,0.56024,45,45,0.41358,0.70691
1986,Berlin,5th Quintile,Full-Time Employment,0.58520,48,48,0.44434,0.72605
1987,Schleswig-Holstein,1st Quintile,Not Employed,0.68246,44,44,0.54331,0.82160
1987,Schleswig-Holstein,3rd Quintile,Full-Time Employment,0.44855,31,31,0.27057,0.62652
1987,Schleswig-Holstein,5th Quintile,Full-Time Employment,0.57717,44,44,0.42951,0.72482
1987,Hamburg,5th Quintile,Full-Time Employment,0.59346,39,39,0.43728,0.74963
1987,Lower Saxony,1st Quintile,Full-Time Employment,0.15176,53,215,0.10369,0.19984
1987,Lower Saxony,1st Quintile,Not Employed,0.74104,162,215,0.68235,0.79973
1987,Lower Saxony,2nd Quintile,Full-Time Employment,0.33441,70,165,0.26221,0.40662
1987,Lower Saxony,2nd Quintile,Not Employed,0.52310,95,165,0.44666,0.59955
1987,Lower Saxony,3rd Quintile,Full-Time Employment,0.39001,94,184,0.31935,0.46068
1987,Lower Saxony,3rd Quintile,Not Employed,0.45585,90,184,0.38368,0.52801
1987,Lower Saxony,4th Quintile,Full-Time Employment,0.50508,119,188,0.43342,0.57674
1987,Lower Saxony,4th Quintile,Not Employed,0.32892,69,188,0.26158,0.39626
1987,Lower Saxony,5th Quintile,Full-Time Employment,0.52505,123,183,0.45250,0.59760
1987,Lower Saxony,5th Quintile,Not Employed,0.32282,60,183,0.25489,0.39075
1987,North Rhine-Westphalia,1st Quintile,Full-Time Employment,0.17745,163,572,0.14611,0.20879
1987,North Rhine-Westphalia,1st Quintile,Not Employed,0.73072,409,572,0.69433,0.76710
1987,North Rhine-Westphalia,2nd Quintile,Full-Time Employment,0.35543,236,528,0.31457,0.39630
1987,North Rhine-Westphalia,2nd Quintile,Not Employed,0.55914,292,528,0.51675,0.60153
1987,North Rhine-Westphalia,3rd Quintile,Full-Time Employment,0.38629,235,529,0.34476,0.42782
1987,North Rhine-Westphalia,3rd Quintile,Regular Part-Time Employment,0.06979,36,529,0.04806,0.09153
1987,North Rhine-Westphalia,3rd Quintile,Vocational Training,0.05224,32,529,0.03326,0.07122
1987,North Rhine-Westphalia,3rd Quintile,Not Employed,0.47133,226,529,0.42875,0.51391
1987,North Rhine-Westphalia,4th Quintile,Full-Time Employment,0.53357,286,484,0.48908,0.57806
1987,North Rhine-Westphalia,4th Quintile,Regular Part-Time Employment,0.08496,41,484,0.06009,0.10982
1987,North Rhine-Westphalia,4th Quintile,Not Employed,0.33914,157,484,0.29692,0.38136
1987,North Rhine-Westphalia,5th Quintile,Full-Time Employment,0.61896,354,537,0.57785,0.66008
1987,North Rhine-Westphalia,5th Quintile,Regular Part-Time Employment,0.06167,35,537,0.04130,0.08203
1987,North Rhine-Westphalia,5th Quintile,Not Employed,0.28178,148,537,0.24369,0.31986
1987,Hesse,1st Quintile,Full-Time Employment,0.13055,57,193,0.08289,0.17821
1987,Hesse,1st Quintile,Not Employed,0.72556,136,193,0.66244,0.78868
1987,Hesse,2nd Quintile,Full-Time Employment,0.28220,77,163,0.21289,0.35151
1987,Hesse,2nd Quintile,Not Employed,0.56430,86,163,0.48795,0.64066
1987,Hesse,3rd Quintile,Full-Time Employment,0.47497,100,149,0.39452,0.55542
1987,Hesse,3rd Quintile,Not Employed,0.37641,49,149,0.29835,0.45446
1987,Hesse,4th Quintile,Full-Time Employment,0.52908,148,227,0.46400,0.59416
1987,Hesse,4th Quintile,Not Employed,0.37653,79,227,0.31336,0.43970
1987,Hesse,5th Quintile,Full-Time Employment,0.55651,129,186,0.48492,0.62810
1987,Hesse,5th Quintile,Not Employed,0.30480,57,186,0.23847,0.37114
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Full-Time Employment,0.18940,34,143,0.12495,0.25384
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Not Employed,0.75116,109,143,0.68005,0.82227
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Full-Time Employment,0.31745,56,136,0.23893,0.39597
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Employed,0.56810,80,136,0.48454,0.65166
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Full-Time Employment,0.41003,78,155,0.33235,0.48772
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Employed,0.50501,77,155,0.42605,0.58398
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Full-Time Employment,0.51542,84,139,0.43203,0.59880
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Not Employed,0.38153,55,139,0.30048,0.46257
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Full-Time Employment,0.57528,81,112,0.48332,0.66724
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Not Employed,0.26488,31,112,0.18279,0.34697
1987,Baden-Wuerttemberg,1st Quintile,Full-Time Employment,0.20692,88,265,0.15805,0.25578
1987,Baden-Wuerttemberg,1st Quintile,Not Employed,0.68171,177,265,0.62552,0.73791
1987,Baden-Wuerttemberg,2nd Quintile,Full-Time Employment,0.38049,196,368,0.33082,0.43016
1987,Baden-Wuerttemberg,2nd Quintile,Not Employed,0.47296,172,368,0.42188,0.52404
1987,Baden-Wuerttemberg,3rd Quintile,Full-Time Employment,0.45770,217,356,0.40588,0.50953
1987,Baden-Wuerttemberg,3rd Quintile,Not Employed,0.41127,139,356,0.36008,0.46245
