year,age_gr,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,Direct migration background,Regular Part-Time Employment,0.06823,36,859,0.05136,0.08510
1985,46-65 y.,Direct migration background,Not Employed,0.43127,290,859,0.39813,0.46441
1985,66 and older,No migration background,Not Employed,0.96381,1021,1021,0.95235,0.97527
1985,66 and older,Direct migration background,Not Employed,0.99893,36,36,0.98813,1.00974
1986,17-29 y.,No migration background,Full-Time Employment,0.46823,975,2134,0.44705,0.48941
1986,17-29 y.,No migration background,Regular Part-Time Employment,0.04214,90,2134,0.03361,0.05067
1986,17-29 y.,No migration background,Vocational Training,0.12395,254,2134,0.10996,0.13793
1986,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02067,47,2134,0.01463,0.02671
1986,17-29 y.,No migration background,Not Employed,0.34501,768,2134,0.32483,0.36518
1986,17-29 y.,Direct migration background,Full-Time Employment,0.47325,372,764,0.43782,0.50868
1986,17-29 y.,Direct migration background,Vocational Training,0.09363,73,764,0.07296,0.11430
1986,17-29 y.,Direct migration background,Not Employed,0.39133,319,764,0.35670,0.42596
1986,17-29 y.,Indirect migration background,Full-Time Employment,0.43536,38,89,0.33177,0.53895
1986,17-29 y.,Indirect migration background,Not Employed,0.37631,51,89,0.27509,0.47754
1986,30-45 y.,No migration background,Full-Time Employment,0.60998,1268,2142,0.58932,0.63064
1986,30-45 y.,No migration background,Regular Part-Time Employment,0.10284,232,2142,0.08997,0.11571
1986,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03797,90,2142,0.02987,0.04607
1986,30-45 y.,No migration background,Not Employed,0.24563,552,2142,0.22740,0.26386
1986,30-45 y.,Direct migration background,Full-Time Employment,0.57395,695,1080,0.54444,0.60345
1986,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09800,72,1080,0.08026,0.11574
1986,30-45 y.,Direct migration background,Not Employed,0.29685,313,1080,0.26959,0.32411
1986,46-65 y.,No migration background,Full-Time Employment,0.44976,1080,2342,0.42961,0.46991
1986,46-65 y.,No migration background,Regular Part-Time Employment,0.07119,180,2342,0.06078,0.08161
1986,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02879,69,2342,0.02202,0.03556
1986,46-65 y.,No migration background,Not Employed,0.45006,1013,2342,0.42991,0.47022
1986,46-65 y.,Direct migration background,Full-Time Employment,0.52976,549,836,0.49591,0.56362
1986,46-65 y.,Direct migration background,Not Employed,0.40702,287,836,0.37370,0.44034
1986,66 and older,No migration background,Not Employed,0.97266,949,949,0.96228,0.98304
1987,17-29 y.,No migration background,Full-Time Employment,0.46485,908,2072,0.44337,0.48633
1987,17-29 y.,No migration background,Regular Part-Time Employment,0.04825,92,2072,0.03902,0.05748
1987,17-29 y.,No migration background,Vocational Training,0.14223,316,2072,0.12718,0.15727
1987,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02432,47,2072,0.01769,0.03096
1987,17-29 y.,No migration background,Not Employed,0.32036,709,2072,0.30026,0.34045
1987,17-29 y.,Direct migration background,Full-Time Employment,0.47897,367,753,0.44327,0.51468
1987,17-29 y.,Direct migration background,Vocational Training,0.10746,84,753,0.08533,0.12960
1987,17-29 y.,Direct migration background,Not Employed,0.36739,302,753,0.33293,0.40184
1987,17-29 y.,Indirect migration background,Full-Time Employment,0.39524,43,111,0.30387,0.48660
1987,17-29 y.,Indirect migration background,Not Employed,0.44150,68,111,0.34870,0.53429
1987,30-45 y.,No migration background,Full-Time Employment,0.62889,1278,2091,0.60818,0.64960
1987,30-45 y.,No migration background,Regular Part-Time Employment,0.11153,247,2091,0.09803,0.12503
1987,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02942,68,2091,0.02217,0.03666
1987,30-45 y.,No migration background,Not Employed,0.22767,498,2091,0.20969,0.24565
1987,30-45 y.,Direct migration background,Full-Time Employment,0.60559,685,1034,0.57579,0.63540
1987,30-45 y.,Direct migration background,Regular Part-Time Employment,0.08532,63,1034,0.06828,0.10235
1987,30-45 y.,Direct migration background,Not Employed,0.28194,286,1034,0.25450,0.30938
1987,46-65 y.,No migration background,Full-Time Employment,0.46367,1083,2283,0.44321,0.48413
1987,46-65 y.,No migration background,Regular Part-Time Employment,0.08548,203,2283,0.07401,0.09695
1987,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01974,42,2283,0.01404,0.02545
1987,46-65 y.,No migration background,Not Employed,0.43000,955,2283,0.40969,0.45032
1987,46-65 y.,Direct migration background,Full-Time Employment,0.51453,541,902,0.48190,0.54717
1987,46-65 y.,Direct migration background,Regular Part-Time Employment,0.06277,39,902,0.04693,0.07861
1987,46-65 y.,Direct migration background,Not Employed,0.41052,322,902,0.37840,0.44265
1987,66 and older,No migration background,Not Employed,0.97204,976,976,0.96169,0.98239
1987,66 and older,Direct migration background,Not Employed,0.97903,54,54,0.94045,1.01761
1988,17-29 y.,No migration background,Full-Time Employment,0.45574,822,1914,0.43342,0.47806
1988,17-29 y.,No migration background,Regular Part-Time Employment,0.03717,69,1914,0.02869,0.04565
1988,17-29 y.,No migration background,Vocational Training,0.14026,304,1914,0.12470,0.15583
1988,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02786,48,1914,0.02048,0.03523
1988,17-29 y.,No migration background,Not Employed,0.33897,671,1914,0.31776,0.36018
1988,17-29 y.,Direct migration background,Full-Time Employment,0.50006,364,730,0.46376,0.53636
1988,17-29 y.,Direct migration background,Vocational Training,0.09550,88,730,0.07417,0.11684
1988,17-29 y.,Direct migration background,Not Employed,0.35452,278,730,0.31979,0.38924
1988,17-29 y.,Indirect migration background,Full-Time Employment,0.31137,57,179,0.24334,0.37940
1988,17-29 y.,Indirect migration background,Vocational Training,0.14174,33,179,0.09051,0.19298
1988,17-29 y.,Indirect migration background,Not Employed,0.48166,89,179,0.40825,0.55506
1988,30-45 y.,No migration background,Full-Time Employment,0.63226,1225,1998,0.61111,0.65341
1988,30-45 y.,No migration background,Regular Part-Time Employment,0.11626,244,1998,0.10220,0.13032
1988,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02748,62,1998,0.02031,0.03464
1988,30-45 y.,No migration background,Not Employed,0.22264,467,1998,0.20439,0.24088
1988,30-45 y.,Direct migration background,Full-Time Employment,0.59920,588,919,0.56750,0.63090
1988,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09059,75,919,0.07202,0.10915
1988,30-45 y.,Direct migration background,Not Employed,0.28583,256,919,0.25661,0.31506
1988,46-65 y.,No migration background,Full-Time Employment,0.47211,1055,2196,0.45123,0.49300
1988,46-65 y.,No migration background,Regular Part-Time Employment,0.09215,212,2196,0.08005,0.10425
1988,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01863,38,2196,0.01297,0.02428
1988,46-65 y.,No migration background,Not Employed,0.41711,891,2196,0.39648,0.43773
1988,46-65 y.,Direct migration background,Full-Time Employment,0.48965,511,893,0.45685,0.52246
1988,46-65 y.,Direct migration background,Regular Part-Time Employment,0.05466,38,893,0.03974,0.06958
1988,46-65 y.,Direct migration background,Not Employed,0.43438,344,893,0.40185,0.46691
1988,66 and older,No migration background,Not Employed,0.97010,936,936,0.95919,0.98102
1988,66 and older,Direct migration background,Not Employed,0.98356,62,62,0.95165,1.01547
1989,17-29 y.,No migration background,Full-Time Employment,0.47740,867,1865,0.45473,0.50008
1989,17-29 y.,No migration background,Regular Part-Time Employment,0.04995,88,1865,0.04006,0.05984
1989,17-29 y.,No migration background,Vocational Training,0.13658,272,1865,0.12099,0.15217
1989,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02190,38,1865,0.01525,0.02854
1989,17-29 y.,No migration background,Not Employed,0.31417,600,1865,0.29310,0.33524
1989,17-29 y.,Direct migration background,Full-Time Employment,0.48472,372,701,0.44770,0.52174
1989,17-29 y.,Direct migration background,Vocational Training,0.05547,63,701,0.03851,0.07242
1989,17-29 y.,Direct migration background,Not Employed,0.39208,266,701,0.35591,0.42825
1989,17-29 y.,Indirect migration background,Full-Time Employment,0.27442,71,216,0.21477,0.33407
1989,17-29 y.,Indirect migration background,Vocational Training,0.13394,35,216,0.08841,0.17946
1989,17-29 y.,Indirect migration background,Not Employed,0.54971,110,216,0.48320,0.61621
1989,30-45 y.,No migration background,Full-Time Employment,0.64572,1214,1944,0.62445,0.66699
1989,30-45 y.,No migration background,Regular Part-Time Employment,0.11708,241,1944,0.10278,0.13137
1989,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02661,59,1944,0.01945,0.03377
1989,30-45 y.,No migration background,Not Employed,0.20909,430,1944,0.19101,0.22717
1989,30-45 y.,Direct migration background,Full-Time Employment,0.63199,567,863,0.59980,0.66419
1989,30-45 y.,Direct migration background,Regular Part-Time Employment,0.08023,72,863,0.06209,0.09836
1989,30-45 y.,Direct migration background,Not Employed,0.26165,224,863,0.23231,0.29100
1989,46-65 y.,No migration background,Full-Time Employment,0.46719,989,2066,0.44567,0.48871
1989,46-65 y.,No migration background,Regular Part-Time Employment,0.08798,187,2066,0.07576,0.10020
1989,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02013,45,2066,0.01407,0.02619
1989,46-65 y.,No migration background,Not Employed,0.42470,845,2066,0.40338,0.44602
1989,46-65 y.,Direct migration background,Full-Time Employment,0.47787,510,892,0.44507,0.51067
1989,46-65 y.,Direct migration background,Regular Part-Time Employment,0.05859,35,892,0.04317,0.07401
1989,46-65 y.,Direct migration background,Not Employed,0.44615,347,892,0.41351,0.47879
1989,66 and older,No migration background,Not Employed,0.96829,904,904,0.95686,0.97972
1990,17-29 y.,No migration background,Full-Time Employment,0.51550,1534,2891,0.49728,0.53372
1990,17-29 y.,No migration background,Regular Part-Time Employment,0.04922,148,2891,0.04133,0.05710
1990,17-29 y.,No migration background,Vocational Training,0.12285,362,2891,0.11088,0.13482
1990,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01430,34,2891,0.00997,0.01863
1990,17-29 y.,No migration background,Not Employed,0.29813,813,2891,0.28146,0.31481
1990,17-29 y.,Direct migration background,Full-Time Employment,0.48397,353,670,0.44610,0.52184
1990,17-29 y.,Direct migration background,Vocational Training,0.08214,54,670,0.06134,0.10295
1990,17-29 y.,Direct migration background,Not Employed,0.37109,263,670,0.33448,0.40770
1990,17-29 y.,Indirect migration background,Full-Time Employment,0.27826,84,247,0.22226,0.33426
1990,17-29 y.,Indirect migration background,Vocational Training,0.16232,47,247,0.11624,0.20840
1990,17-29 y.,Indirect migration background,Not Employed,0.48436,116,247,0.42190,0.54681
1990,30-45 y.,No migration background,Full-Time Employment,0.68550,2450,3402,0.66989,0.70110
1990,30-45 y.,No migration background,Regular Part-Time Employment,0.13090,437,3402,0.11956,0.14223
1990,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02162,59,3402,0.01673,0.02650
1990,30-45 y.,No migration background,Not Employed,0.15779,456,3402,0.14554,0.17004
1990,30-45 y.,Direct migration background,Full-Time Employment,0.65712,591,862,0.62541,0.68882
1990,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09100,67,862,0.07179,0.11021
1990,30-45 y.,Direct migration background,Not Employed,0.24293,204,862,0.21428,0.27158
1990,46-65 y.,No migration background,Full-Time Employment,0.51021,1781,3261,0.49305,0.52737
1990,46-65 y.,No migration background,Regular Part-Time Employment,0.09952,354,3261,0.08925,0.10980
1990,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01980,52,3261,0.01502,0.02458
1990,46-65 y.,No migration background,Not Employed,0.37046,1074,3261,0.35388,0.38704
1990,46-65 y.,Direct migration background,Full-Time Employment,0.50328,556,981,0.47198,0.53459
1990,46-65 y.,Direct migration background,Regular Part-Time Employment,0.08266,62,981,0.06542,0.09990
1990,46-65 y.,Direct migration background,Not Employed,0.40141,363,981,0.37072,0.43210
1990,66 and older,No migration background,Not Employed,0.97270,1305,1305,0.96385,0.98154
1991,17-29 y.,No migration background,Full-Time Employment,0.49858,1355,2716,0.47977,0.51738
1991,17-29 y.,No migration background,Regular Part-Time Employment,0.04519,124,2716,0.03738,0.05301
1991,17-29 y.,No migration background,Vocational Training,0.12488,353,2716,0.11245,0.13732
1991,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02383,54,2716,0.01810,0.02957
1991,17-29 y.,No migration background,Not Employed,0.30752,830,2716,0.29016,0.32487
1991,17-29 y.,Direct migration background,Full-Time Employment,0.47920,338,625,0.44001,0.51840
1991,17-29 y.,Direct migration background,Vocational Training,0.10385,58,625,0.07991,0.12778
1991,17-29 y.,Direct migration background,Not Employed,0.35371,229,625,0.31619,0.39122
1991,17-29 y.,Indirect migration background,Full-Time Employment,0.29686,96,294,0.24455,0.34918
1991,17-29 y.,Indirect migration background,Vocational Training,0.23332,73,294,0.18489,0.28174
1991,17-29 y.,Indirect migration background,Not Employed,0.38339,125,294,0.32772,0.43907
1991,30-45 y.,No migration background,Full-Time Employment,0.66656,2409,3435,0.65079,0.68233
1991,30-45 y.,No migration background,Regular Part-Time Employment,0.12659,393,3435,0.11547,0.13771
1991,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02631,70,3435,0.02096,0.03167
1991,30-45 y.,No migration background,Not Employed,0.17268,563,3435,0.16004,0.18532
1991,30-45 y.,Direct migration background,Full-Time Employment,0.66069,563,814,0.62814,0.69324
1991,30-45 y.,Direct migration background,Regular Part-Time Employment,0.07564,67,814,0.05747,0.09382
1991,30-45 y.,Direct migration background,Not Employed,0.23017,184,814,0.20123,0.25910
1991,46-65 y.,No migration background,Full-Time Employment,0.49678,1601,3121,0.47923,0.51432
1991,46-65 y.,No migration background,Regular Part-Time Employment,0.09059,277,3121,0.08051,0.10066
1991,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02053,58,3121,0.01556,0.02551
1991,46-65 y.,No migration background,Not Employed,0.39192,1185,3121,0.37479,0.40905
1991,46-65 y.,Direct migration background,Full-Time Employment,0.52662,569,993,0.49555,0.55769
1991,46-65 y.,Direct migration background,Regular Part-Time Employment,0.08208,62,993,0.06500,0.09917
1991,46-65 y.,Direct migration background,Not Employed,0.38106,362,993,0.35084,0.41128
1991,66 and older,No migration background,Not Employed,0.97715,1285,1285,0.96898,0.98532
1991,66 and older,Direct migration background,Not Employed,0.96113,117,117,0.92596,0.99631
1992,17-29 y.,No migration background,Full-Time Employment,0.48864,1232,2576,0.46933,0.50795
1992,17-29 y.,No migration background,Regular Part-Time Employment,0.03602,105,2576,0.02882,0.04322
1992,17-29 y.,No migration background,Vocational Training,0.11998,326,2576,0.10743,0.13253
1992,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02423,51,2576,0.01829,0.03017
1992,17-29 y.,No migration background,Not Employed,0.33113,862,2576,0.31295,0.34931
1992,17-29 y.,Direct migration background,Full-Time Employment,0.46078,315,592,0.42060,0.50097
1992,17-29 y.,Direct migration background,Vocational Training,0.12649,58,592,0.09969,0.15329
1992,17-29 y.,Direct migration background,Not Employed,0.34498,219,592,0.30665,0.38331
1992,17-29 y.,Indirect migration background,Full-Time Employment,0.24303,107,349,0.19796,0.28809
1992,17-29 y.,Indirect migration background,Vocational Training,0.23022,81,349,0.18599,0.27445
1992,17-29 y.,Indirect migration background,Not Employed,0.46868,161,349,0.41625,0.52111
1992,30-45 y.,No migration background,Full-Time Employment,0.65063,2320,3425,0.63466,0.66660
1992,30-45 y.,No migration background,Regular Part-Time Employment,0.13622,399,3425,0.12473,0.14771
1992,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01626,50,3425,0.01202,0.02049
1992,30-45 y.,No migration background,Not Employed,0.19194,656,3425,0.17875,0.20513
1992,30-45 y.,Direct migration background,Full-Time Employment,0.63423,511,780,0.60040,0.66805
1992,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09483,75,780,0.07426,0.11540
1992,30-45 y.,Direct migration background,Not Employed,0.25667,194,780,0.22599,0.28734
1992,46-65 y.,No migration background,Full-Time Employment,0.47201,1459,3027,0.45423,0.48980
1992,46-65 y.,No migration background,Regular Part-Time Employment,0.08398,245,3027,0.07410,0.09386
1992,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01654,46,3027,0.01200,0.02109
1992,46-65 y.,No migration background,Not Employed,0.42714,1277,3027,0.40951,0.44476
1992,46-65 y.,Direct migration background,Full-Time Employment,0.50590,535,990,0.47474,0.53706
1992,46-65 y.,Direct migration background,Regular Part-Time Employment,0.07725,57,990,0.06061,0.09389
1992,46-65 y.,Direct migration background,Not Employed,0.40867,398,990,0.37803,0.43931
1992,66 and older,No migration background,Not Employed,0.98501,1289,1289,0.97837,0.99164
1992,66 and older,Direct migration background,Not Employed,0.97841,132,132,0.95352,1.00330
1993,17-29 y.,No migration background,Full-Time Employment,0.46561,1147,2479,0.44597,0.48525
1993,17-29 y.,No migration background,Regular Part-Time Employment,0.04242,106,2479,0.03448,0.05035
1993,17-29 y.,No migration background,Vocational Training,0.13184,324,2479,0.11852,0.14516
1993,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02071,49,2479,0.01510,0.02632
1993,17-29 y.,No migration background,Not Employed,0.33943,853,2479,0.32078,0.35807
1993,17-29 y.,Direct migration background,Full-Time Employment,0.50026,292,547,0.45832,0.54220
1993,17-29 y.,Direct migration background,Vocational Training,0.09694,46,547,0.07212,0.12176
1993,17-29 y.,Direct migration background,Not Employed,0.34002,209,547,0.30029,0.37976
1993,17-29 y.,Indirect migration background,Full-Time Employment,0.24756,131,411,0.20578,0.28934
1993,17-29 y.,Indirect migration background,Vocational Training,0.28844,110,411,0.24459,0.33230
1993,17-29 y.,Indirect migration background,Not Employed,0.44052,170,411,0.39246,0.48857
1993,30-45 y.,No migration background,Full-Time Employment,0.65282,2285,3382,0.63677,0.66887
1993,30-45 y.,No migration background,Regular Part-Time Employment,0.13473,402,3382,0.12322,0.14624
1993,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02122,58,3382,0.01636,0.02607
1993,30-45 y.,No migration background,Not Employed,0.18586,637,3382,0.17275,0.19897
1993,30-45 y.,Direct migration background,Full-Time Employment,0.64890,482,745,0.61460,0.68319
1993,30-45 y.,Direct migration background,Regular Part-Time Employment,0.08227,72,745,0.06252,0.10201
1993,30-45 y.,Direct migration background,Not Employed,0.25867,191,745,0.22721,0.29014
1993,46-65 y.,No migration background,Full-Time Employment,0.45868,1375,2952,0.44070,0.47665
1993,46-65 y.,No migration background,Regular Part-Time Employment,0.08253,231,2952,0.07260,0.09246
1993,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02157,56,2952,0.01633,0.02682
1993,46-65 y.,No migration background,Not Employed,0.43661,1290,2952,0.41872,0.45450
1993,46-65 y.,Direct migration background,Full-Time Employment,0.50800,519,984,0.47675,0.53926
1993,46-65 y.,Direct migration background,Regular Part-Time Employment,0.07323,55,984,0.05694,0.08951
1993,46-65 y.,Direct migration background,Not Employed,0.41283,410,984,0.38205,0.44361
1993,66 and older,No migration background,Not Employed,0.98308,1291,1291,0.97604,0.99012
1993,66 and older,Direct migration background,Not Employed,0.97879,151,151,0.95572,1.00185
1994,17-29 y.,No migration background,Full-Time Employment,0.45442,1081,2385,0.43443,0.47441
1994,17-29 y.,No migration background,Regular Part-Time Employment,0.04378,101,2385,0.03556,0.05199
1994,17-29 y.,No migration background,Vocational Training,0.12005,294,2385,0.10701,0.13310
1994,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02086,51,2385,0.01513,0.02660
1994,17-29 y.,No migration background,Not Employed,0.36088,858,2385,0.34161,0.38016
1994,17-29 y.,Direct migration background,Full-Time Employment,0.42769,238,495,0.38406,0.47132
1994,17-29 y.,Direct migration background,Vocational Training,0.07984,35,495,0.05593,0.10374
1994,17-29 y.,Direct migration background,Not Employed,0.43990,222,495,0.39612,0.48367
1994,17-29 y.,Indirect migration background,Full-Time Employment,0.27146,140,419,0.22883,0.31409
1994,17-29 y.,Indirect migration background,Vocational Training,0.21818,94,419,0.17858,0.25777
1994,17-29 y.,Indirect migration background,Not Employed,0.47459,185,419,0.42672,0.52246
1994,30-45 y.,No migration background,Full-Time Employment,0.63324,2206,3369,0.61697,0.64952
1994,30-45 y.,No migration background,Regular Part-Time Employment,0.12824,395,3369,0.11694,0.13953
1994,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.03122,85,3369,0.02534,0.03709
1994,30-45 y.,No migration background,Not Employed,0.20135,683,3369,0.18780,0.21489
1994,30-45 y.,Direct migration background,Full-Time Employment,0.64204,447,693,0.60632,0.67776
1994,30-45 y.,Direct migration background,Regular Part-Time Employment,0.06553,54,693,0.04710,0.08397
1994,30-45 y.,Direct migration background,Not Employed,0.24920,192,693,0.21697,0.28143
1994,46-65 y.,No migration background,Full-Time Employment,0.46081,1370,2926,0.44275,0.47888
1994,46-65 y.,No migration background,Regular Part-Time Employment,0.07862,224,2926,0.06887,0.08837
1994,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.01864,52,2926,0.01374,0.02354
1994,46-65 y.,No migration background,Not Employed,0.44174,1280,2926,0.42374,0.45973
1994,46-65 y.,Direct migration background,Full-Time Employment,0.44745,461,945,0.41573,0.47917
1994,46-65 y.,Direct migration background,Regular Part-Time Employment,0.08582,66,945,0.06795,0.10369
1994,46-65 y.,Direct migration background,Not Employed,0.45389,418,945,0.42213,0.48565
1994,66 and older,No migration background,Not Employed,0.98445,1297,1297,0.97772,0.99119
1994,66 and older,Direct migration background,Not Employed,0.98566,168,168,0.96763,1.00369
1995,17-29 y.,No migration background,Full-Time Employment,0.44970,1035,2310,0.42941,0.47000
1995,17-29 y.,No migration background,Regular Part-Time Employment,0.04065,99,2310,0.03260,0.04871
1995,17-29 y.,No migration background,Vocational Training,0.12771,302,2310,0.11410,0.14132
1995,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02232,50,2310,0.01630,0.02835
1995,17-29 y.,No migration background,Not Employed,0.35961,824,2310,0.34004,0.37919
1995,17-29 y.,Direct migration background,Full-Time Employment,0.37317,243,566,0.33329,0.41305
1995,17-29 y.,Direct migration background,Vocational Training,0.09053,48,566,0.06687,0.11419
1995,17-29 y.,Direct migration background,Not Employed,0.46198,275,566,0.42087,0.50309
1995,17-29 y.,Indirect migration background,Full-Time Employment,0.27316,147,410,0.22997,0.31634
1995,17-29 y.,Indirect migration background,Vocational Training,0.20779,84,410,0.16846,0.24711
1995,17-29 y.,Indirect migration background,Not Employed,0.44815,179,410,0.39996,0.49635
1995,30-45 y.,No migration background,Full-Time Employment,0.63641,2255,3456,0.62037,0.65245
1995,30-45 y.,No migration background,Regular Part-Time Employment,0.13556,440,3456,0.12414,0.14697
1995,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.02717,84,3456,0.02175,0.03259
1995,30-45 y.,No migration background,Not Employed,0.19767,677,3456,0.18439,0.21095
1995,30-45 y.,Direct migration background,Full-Time Employment,0.58472,547,901,0.55253,0.61692
1995,30-45 y.,Direct migration background,Regular Part-Time Employment,0.09028,85,901,0.07156,0.10900
1995,30-45 y.,Direct migration background,Not Employed,0.30002,269,901,0.27008,0.32996
1995,46-65 y.,No migration background,Full-Time Employment,0.45632,1384,2910,0.43822,0.47442
1995,46-65 y.,No migration background,Regular Part-Time Employment,0.07991,234,2910,0.07006,0.08976
