year,regtyp,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Rural regions,female,Regular Part-Time Employment,0.12288,154,1193,0.10425,0.14152
1985,Rural regions,female,Vocational Training,0.02677,32,1193,0.01761,0.03594
1985,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02747,37,1193,0.01819,0.03675
1985,Rural regions,female,Not Employed,0.62060,678,1193,0.59305,0.64815
1986,Urban regions,male,Full-Time Employment,0.62746,2808,4140,0.61273,0.64219
1986,Urban regions,male,Regular Part-Time Employment,0.01399,55,4140,0.01041,0.01757
1986,Urban regions,male,Vocational Training,0.03455,158,4140,0.02899,0.04012
1986,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.00985,32,4140,0.00684,0.01285
1986,Urban regions,male,Not Employed,0.31415,1087,4140,0.30001,0.32829
1986,Urban regions,female,Full-Time Employment,0.24197,1180,4212,0.22903,0.25490
1986,Urban regions,female,Regular Part-Time Employment,0.10262,452,4212,0.09346,0.11179
1986,Urban regions,female,Vocational Training,0.02319,108,4212,0.01864,0.02773
1986,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.03810,173,4212,0.03232,0.04388
1986,Urban regions,female,Not Employed,0.59412,2299,4212,0.57929,0.60895
1986,Rural regions,male,Full-Time Employment,0.61172,722,1073,0.58255,0.64090
1986,Rural regions,male,Vocational Training,0.04488,52,1073,0.03249,0.05728
1986,Rural regions,male,Not Employed,0.32686,299,1073,0.29878,0.35494
1986,Rural regions,female,Full-Time Employment,0.21539,287,1140,0.19151,0.23926
1986,Rural regions,female,Regular Part-Time Employment,0.10201,124,1140,0.08444,0.11959
1986,Rural regions,female,Vocational Training,0.03713,46,1140,0.02615,0.04811
1986,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.04422,53,1140,0.03228,0.05616
1986,Rural regions,female,Not Employed,0.60125,630,1140,0.57282,0.62969
1987,Urban regions,male,Full-Time Employment,0.63151,2758,4100,0.61674,0.64628
1987,Urban regions,male,Regular Part-Time Employment,0.00994,33,4100,0.00691,0.01298
1987,Urban regions,male,Vocational Training,0.03770,188,4100,0.03187,0.04353
1987,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01375,41,4100,0.01019,0.01732
1987,Urban regions,male,Not Employed,0.30709,1080,4100,0.29297,0.32121
1987,Urban regions,female,Full-Time Employment,0.24664,1165,4144,0.23352,0.25977
1987,Urban regions,female,Regular Part-Time Employment,0.11231,485,4144,0.10269,0.12192
1987,Urban regions,female,Vocational Training,0.02787,134,4144,0.02286,0.03288
1987,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.02845,126,4144,0.02339,0.03351
1987,Urban regions,female,Not Employed,0.58473,2234,4144,0.56973,0.59974
1987,Rural regions,male,Full-Time Employment,0.62709,719,1054,0.59788,0.65629
1987,Rural regions,male,Vocational Training,0.04464,59,1054,0.03216,0.05711
1987,Rural regions,male,Not Employed,0.31089,276,1054,0.28293,0.33885
1987,Rural regions,female,Full-Time Employment,0.21709,287,1133,0.19308,0.24111
1987,Rural regions,female,Regular Part-Time Employment,0.13995,160,1133,0.11974,0.16016
1987,Rural regions,female,Vocational Training,0.04004,54,1133,0.02862,0.05146
1987,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02717,37,1133,0.01770,0.03664
1987,Rural regions,female,Not Employed,0.57574,595,1133,0.54695,0.60453
1988,Urban regions,male,Full-Time Employment,0.63256,2615,3917,0.61746,0.64766
1988,Urban regions,male,Regular Part-Time Employment,0.01116,41,3917,0.00787,0.01445
1988,Urban regions,male,Vocational Training,0.03698,191,3917,0.03107,0.04289
1988,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01154,39,3917,0.00819,0.01488
1988,Urban regions,male,Not Employed,0.30777,1031,3917,0.29331,0.32222
1988,Urban regions,female,Full-Time Employment,0.24906,1099,3987,0.23563,0.26248
1988,Urban regions,female,Regular Part-Time Employment,0.11925,495,3987,0.10919,0.12931
1988,Urban regions,female,Vocational Training,0.02526,135,3987,0.02039,0.03013
1988,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.02936,122,3987,0.02412,0.03460
1988,Urban regions,female,Not Employed,0.57708,2136,3987,0.56174,0.59242
1988,Rural regions,male,Full-Time Employment,0.60687,662,999,0.57657,0.63718
1988,Rural regions,male,Vocational Training,0.04042,52,999,0.02820,0.05263
1988,Rural regions,male,Not Employed,0.33860,285,999,0.30923,0.36796
1988,Rural regions,female,Full-Time Employment,0.21565,271,1052,0.19079,0.24051
1988,Rural regions,female,Regular Part-Time Employment,0.12911,139,1052,0.10884,0.14938
1988,Rural regions,female,Vocational Training,0.04128,51,1052,0.02925,0.05330
1988,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.03235,37,1052,0.02165,0.04304
1988,Rural regions,female,Not Employed,0.58161,554,1052,0.55179,0.61144
1989,Urban regions,male,Full-Time Employment,0.63544,2569,3788,0.62011,0.65077
1989,Urban regions,male,Regular Part-Time Employment,0.01173,38,3788,0.00830,0.01516
1989,Urban regions,male,Vocational Training,0.03760,173,3788,0.03154,0.04366
1989,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01173,39,3788,0.00830,0.01516
1989,Urban regions,male,Not Employed,0.30350,969,3788,0.28886,0.31814
1989,Urban regions,female,Full-Time Employment,0.26012,1133,3912,0.24637,0.27387
1989,Urban regions,female,Regular Part-Time Employment,0.11821,483,3912,0.10809,0.12832
1989,Urban regions,female,Vocational Training,0.02471,116,3912,0.01985,0.02958
1989,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.03100,124,3912,0.02556,0.03643
1989,Urban regions,female,Not Employed,0.56597,2056,3912,0.55043,0.58150
1989,Rural regions,male,Full-Time Employment,0.61407,647,962,0.58329,0.64485
1989,Rural regions,male,Vocational Training,0.04021,47,962,0.02779,0.05263
1989,Rural regions,male,Not Employed,0.33133,268,962,0.30157,0.36109
1989,Rural regions,female,Full-Time Employment,0.22179,265,961,0.19551,0.24807
1989,Rural regions,female,Regular Part-Time Employment,0.14434,146,961,0.12211,0.16658
1989,Rural regions,female,Vocational Training,0.02841,38,961,0.01790,0.03892
1989,Rural regions,female,Not Employed,0.58416,512,961,0.55298,0.61534
1990,No answer / don't know,male,Full-Time Employment,0.84501,32,32,0.71762,0.97241
1990,Urban regions,male,Full-Time Employment,0.65215,3038,4355,0.63800,0.66630
1990,Urban regions,male,Regular Part-Time Employment,0.01504,61,4355,0.01143,0.01866
1990,Urban regions,male,Vocational Training,0.03912,184,4355,0.03336,0.04488
1990,Urban regions,male,Not Employed,0.28631,1072,4355,0.27288,0.29974
1990,Urban regions,female,Full-Time Employment,0.28571,1523,4581,0.27262,0.29879
1990,Urban regions,female,Regular Part-Time Employment,0.13244,633,4581,0.12263,0.14226
1990,Urban regions,female,Vocational Training,0.02286,125,4581,0.01853,0.02719
1990,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.02332,105,4581,0.01895,0.02769
1990,Urban regions,female,Not Employed,0.53567,2195,4581,0.52123,0.55012
1990,Rural regions,male,Full-Time Employment,0.67857,1757,2318,0.65955,0.69758
1990,Rural regions,male,Vocational Training,0.03471,92,2318,0.02725,0.04216
1990,Rural regions,male,Not Employed,0.27076,469,2318,0.25266,0.28885
1990,Rural regions,female,Full-Time Employment,0.31391,1004,2486,0.29566,0.33216
1990,Rural regions,female,Regular Part-Time Employment,0.15735,413,2486,0.14304,0.17167
1990,Rural regions,female,Vocational Training,0.02229,69,2486,0.01649,0.02810
1990,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02202,43,2486,0.01625,0.02780
1990,Rural regions,female,Not Employed,0.48442,957,2486,0.46477,0.50407
1991,No answer / don't know,male,Full-Time Employment,0.75929,32,32,0.60880,0.90979
1991,Urban regions,male,Full-Time Employment,0.64753,2945,4296,0.63324,0.66181
1991,Urban regions,male,Regular Part-Time Employment,0.01499,56,4296,0.01136,0.01862
1991,Urban regions,male,Vocational Training,0.03476,179,4296,0.02928,0.04024
1991,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01159,45,4296,0.00838,0.01479
1991,Urban regions,male,Not Employed,0.29114,1071,4296,0.27755,0.30473
1991,Urban regions,female,Full-Time Employment,0.28179,1464,4479,0.26861,0.29497
1991,Urban regions,female,Regular Part-Time Employment,0.12939,602,4479,0.11956,0.13922
1991,Urban regions,female,Vocational Training,0.02742,151,4479,0.02264,0.03221
1991,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.03155,133,4479,0.02643,0.03667
1991,Urban regions,female,Not Employed,0.52985,2129,4479,0.51523,0.54446
1991,Rural regions,male,Full-Time Employment,0.63812,1585,2254,0.61828,0.65796
1991,Rural regions,male,Vocational Training,0.03842,101,2254,0.03049,0.04636
1991,Rural regions,male,Not Employed,0.30154,568,2254,0.28259,0.32049
1991,Rural regions,female,Full-Time Employment,0.28995,908,2426,0.27189,0.30801
1991,Rural regions,female,Regular Part-Time Employment,0.12792,298,2426,0.11462,0.14121
1991,Rural regions,female,Vocational Training,0.02645,78,2426,0.02006,0.03283
1991,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02438,48,2426,0.01824,0.03052
1991,Rural regions,female,Not Employed,0.53130,1094,2426,0.51144,0.55116
1992,No answer / don't know,male,Full-Time Employment,0.73884,40,40,0.60098,0.87670
1992,Urban regions,male,Full-Time Employment,0.62920,2809,4214,0.61462,0.64379
1992,Urban regions,male,Regular Part-Time Employment,0.01418,53,4214,0.01061,0.01776
1992,Urban regions,male,Vocational Training,0.02844,155,4214,0.02342,0.03346
1992,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01493,54,4214,0.01126,0.01859
1992,Urban regions,male,Not Employed,0.31324,1143,4214,0.29924,0.32725
1992,Urban regions,female,Full-Time Employment,0.27680,1403,4456,0.26366,0.28994
1992,Urban regions,female,Regular Part-Time Employment,0.13257,605,4456,0.12262,0.14253
1992,Urban regions,female,Vocational Training,0.02351,137,4456,0.01906,0.02796
1992,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.01919,88,4456,0.01516,0.02322
1992,Urban regions,female,Not Employed,0.54792,2223,4456,0.53331,0.56254
1992,Rural regions,male,Full-Time Employment,0.60679,1441,2161,0.58619,0.62739
1992,Rural regions,male,Vocational Training,0.04056,99,2161,0.03224,0.04888
1992,Rural regions,male,Not Employed,0.33183,621,2161,0.31197,0.35169
1992,Rural regions,female,Full-Time Employment,0.26090,782,2306,0.24297,0.27882
1992,Rural regions,female,Regular Part-Time Employment,0.12114,264,2306,0.10782,0.13446
1992,Rural regions,female,Vocational Training,0.03226,86,2306,0.02504,0.03947
1992,Rural regions,female,Not Employed,0.57122,1174,2306,0.55101,0.59142
1993,Urban regions,male,Full-Time Employment,0.62184,2761,4196,0.60717,0.63651
1993,Urban regions,male,Regular Part-Time Employment,0.01279,44,4196,0.00939,0.01619
1993,Urban regions,male,Vocational Training,0.03334,167,4196,0.02791,0.03877
1993,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01074,35,4196,0.00762,0.01386
1993,Urban regions,male,Not Employed,0.32130,1189,4196,0.30716,0.33543
1993,Urban regions,female,Full-Time Employment,0.27586,1380,4411,0.26267,0.28905
1993,Urban regions,female,Regular Part-Time Employment,0.13285,596,4411,0.12283,0.14287
1993,Urban regions,female,Vocational Training,0.02449,140,4411,0.01993,0.02905
1993,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.02605,106,4411,0.02135,0.03076
1993,Urban regions,female,Not Employed,0.54075,2189,4411,0.52604,0.55546
1993,Rural regions,male,Full-Time Employment,0.59117,1374,2136,0.57032,0.61203
1993,Rural regions,male,Vocational Training,0.04145,104,2136,0.03299,0.04990
1993,Rural regions,male,Not Employed,0.34867,658,2136,0.32845,0.36888
1993,Rural regions,female,Full-Time Employment,0.25199,746,2325,0.23434,0.26965
1993,Rural regions,female,Regular Part-Time Employment,0.12229,261,2325,0.10897,0.13561
1993,Rural regions,female,Vocational Training,0.03384,101,2325,0.02648,0.04119
1993,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02069,38,2325,0.01490,0.02648
1993,Rural regions,female,Not Employed,0.57119,1179,2325,0.55107,0.59131
1994,Urban regions,male,Full-Time Employment,0.61373,2649,4091,0.59881,0.62865
1994,Urban regions,male,Regular Part-Time Employment,0.01300,41,4091,0.00953,0.01647
1994,Urban regions,male,Vocational Training,0.02675,132,4091,0.02180,0.03169
1994,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01043,41,4091,0.00731,0.01354
1994,Urban regions,male,Not Employed,0.33609,1228,4091,0.32162,0.35057
1994,Urban regions,female,Full-Time Employment,0.26331,1303,4389,0.25027,0.27634
1994,Urban regions,female,Regular Part-Time Employment,0.12608,565,4389,0.11625,0.13590
1994,Urban regions,female,Vocational Training,0.01872,117,4389,0.01471,0.02273
1994,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.03097,135,4389,0.02585,0.03610
1994,Urban regions,female,Not Employed,0.56092,2269,4389,0.54624,0.57561
1994,Rural regions,male,Full-Time Employment,0.57172,1325,2088,0.55049,0.59295
1994,Rural regions,male,Vocational Training,0.04053,92,2088,0.03207,0.04899
1994,Rural regions,male,Not Employed,0.36377,671,2088,0.34313,0.38441
1994,Rural regions,female,Full-Time Employment,0.24567,706,2269,0.22796,0.26339
1994,Rural regions,female,Regular Part-Time Employment,0.12091,259,2269,0.10749,0.13433
1994,Rural regions,female,Vocational Training,0.03419,113,2269,0.02671,0.04167
1994,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02110,42,2269,0.01519,0.02702
1994,Rural regions,female,Not Employed,0.57812,1149,2269,0.55779,0.59844
1995,Urban regions,male,Full-Time Employment,0.60268,2710,4203,0.58789,0.61748
1995,Urban regions,male,Regular Part-Time Employment,0.01871,54,4203,0.01462,0.02281
1995,Urban regions,male,Vocational Training,0.02584,134,4203,0.02105,0.03064
1995,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01172,47,4203,0.00846,0.01497
1995,Urban regions,male,Not Employed,0.34104,1258,4203,0.32671,0.35537
1995,Urban regions,female,Full-Time Employment,0.25112,1296,4532,0.23849,0.26375
1995,Urban regions,female,Regular Part-Time Employment,0.12606,611,4532,0.11640,0.13573
1995,Urban regions,female,Vocational Training,0.01900,116,4532,0.01502,0.02297
1995,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.03711,165,4532,0.03161,0.04261
1995,Urban regions,female,Not Employed,0.56671,2344,4532,0.55228,0.58114
1995,Rural regions,male,Full-Time Employment,0.57630,1379,2160,0.55546,0.59714
1995,Rural regions,male,Vocational Training,0.04392,108,2160,0.03528,0.05257
1995,Rural regions,male,Not Employed,0.35515,673,2160,0.33496,0.37534
1995,Rural regions,female,Full-Time Employment,0.25252,747,2341,0.23491,0.27012
1995,Rural regions,female,Regular Part-Time Employment,0.12627,291,2341,0.11282,0.13973
1995,Rural regions,female,Vocational Training,0.02719,96,2341,0.02060,0.03378
1995,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02469,52,2341,0.01841,0.03098
1995,Rural regions,female,Not Employed,0.56933,1155,2341,0.54926,0.58939
1996,Urban regions,male,Full-Time Employment,0.59636,2599,4104,0.58134,0.61137
1996,Urban regions,male,Regular Part-Time Employment,0.02261,75,4104,0.01806,0.02716
1996,Urban regions,male,Vocational Training,0.02920,142,4104,0.02405,0.03436
1996,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01051,43,4104,0.00739,0.01364
1996,Urban regions,male,Not Employed,0.34132,1245,4104,0.32681,0.35582
1996,Urban regions,female,Full-Time Employment,0.24322,1237,4438,0.23059,0.25584
1996,Urban regions,female,Regular Part-Time Employment,0.13646,650,4438,0.12636,0.14656
1996,Urban regions,female,Vocational Training,0.01921,110,4438,0.01517,0.02325
1996,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.03544,155,4438,0.03000,0.04088
1996,Urban regions,female,Not Employed,0.56568,2286,4438,0.55109,0.58026
1996,Rural regions,male,Full-Time Employment,0.56538,1344,2141,0.54438,0.58638
1996,Rural regions,male,Vocational Training,0.03220,93,2141,0.02472,0.03968
1996,Rural regions,male,Not Employed,0.37156,704,2141,0.35108,0.39203
1996,Rural regions,female,Full-Time Employment,0.24385,715,2316,0.22636,0.26134
1996,Rural regions,female,Regular Part-Time Employment,0.13951,301,2316,0.12539,0.15362
1996,Rural regions,female,Vocational Training,0.02207,89,2316,0.01608,0.02805
1996,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02470,53,2316,0.01838,0.03102
1996,Rural regions,female,Not Employed,0.56988,1158,2316,0.54971,0.59004
1997,Urban regions,male,Full-Time Employment,0.58139,2495,4056,0.56621,0.59658
1997,Urban regions,male,Regular Part-Time Employment,0.02313,72,4056,0.01850,0.02776
1997,Urban regions,male,Vocational Training,0.02805,142,4056,0.02297,0.03313
1997,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.00985,38,4056,0.00681,0.01290
1997,Urban regions,male,Not Employed,0.35757,1309,4056,0.34282,0.37232
1997,Urban regions,female,Full-Time Employment,0.24153,1200,4333,0.22879,0.25428
1997,Urban regions,female,Regular Part-Time Employment,0.13980,621,4333,0.12947,0.15013
1997,Urban regions,female,Vocational Training,0.01910,116,4333,0.01503,0.02318
1997,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.03077,145,4333,0.02562,0.03591
1997,Urban regions,female,Not Employed,0.56880,2251,4333,0.55405,0.58355
1997,Rural regions,male,Full-Time Employment,0.56080,1318,2110,0.53962,0.58199
1997,Rural regions,male,Vocational Training,0.02881,90,2110,0.02167,0.03595
1997,Rural regions,male,Not Employed,0.38486,702,2110,0.36409,0.40562
1997,Rural regions,female,Full-Time Employment,0.24585,710,2286,0.22820,0.26351
1997,Rural regions,female,Regular Part-Time Employment,0.12125,278,2286,0.10787,0.13464
1997,Rural regions,female,Vocational Training,0.02082,75,2286,0.01497,0.02668
1997,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02728,55,2286,0.02060,0.03396
1997,Rural regions,female,Not Employed,0.58479,1168,2286,0.56459,0.60500
1998,Urban regions,male,Full-Time Employment,0.57967,2735,4470,0.56519,0.59414
1998,Urban regions,male,Regular Part-Time Employment,0.02408,82,4470,0.01959,0.02858
1998,Urban regions,male,Vocational Training,0.02999,156,4470,0.02499,0.03499
1998,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01249,53,4470,0.00924,0.01575
1998,Urban regions,male,Not Employed,0.35230,1444,4470,0.33829,0.36630
1998,Urban regions,female,Full-Time Employment,0.24666,1329,4808,0.23448,0.25885
1998,Urban regions,female,Regular Part-Time Employment,0.14075,689,4808,0.13091,0.15058
1998,Urban regions,female,Vocational Training,0.01799,120,4808,0.01424,0.02175
1998,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.02576,144,4808,0.02128,0.03024
1998,Urban regions,female,Not Employed,0.56776,2526,4808,0.55376,0.58177
1998,Rural regions,male,Full-Time Employment,0.54614,1413,2361,0.52605,0.56623
1998,Rural regions,male,Vocational Training,0.03924,118,2361,0.03141,0.04707
1998,Rural regions,male,Not Employed,0.38780,830,2361,0.36814,0.40746
1998,Rural regions,female,Full-Time Employment,0.23309,746,2534,0.21663,0.24956
1998,Rural regions,female,Regular Part-Time Employment,0.12596,315,2534,0.11303,0.13888
1998,Rural regions,female,Vocational Training,0.02244,84,2534,0.01667,0.02820
1998,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.02970,80,2534,0.02309,0.03631
1998,Rural regions,female,Not Employed,0.58842,1309,2534,0.56926,0.60759
1999,Urban regions,male,Full-Time Employment,0.57762,2639,4285,0.56283,0.59241
1999,Urban regions,male,Regular Part-Time Employment,0.02320,82,4285,0.01869,0.02771
1999,Urban regions,male,Vocational Training,0.03072,149,4285,0.02555,0.03589
1999,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.01975,83,4285,0.01559,0.02392
1999,Urban regions,male,Not Employed,0.34666,1332,4285,0.33241,0.36091
1999,Urban regions,female,Full-Time Employment,0.25435,1299,4597,0.24176,0.26694
1999,Urban regions,female,Regular Part-Time Employment,0.13549,660,4597,0.12559,0.14538
1999,Urban regions,female,Vocational Training,0.01840,109,4597,0.01452,0.02229
1999,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.04841,215,4597,0.04221,0.05462
1999,Urban regions,female,Not Employed,0.54236,2314,4597,0.52795,0.55676
1999,Rural regions,male,Full-Time Employment,0.56412,1389,2288,0.54380,0.58445
1999,Rural regions,male,Regular Part-Time Employment,0.01774,32,2288,0.01233,0.02315
1999,Rural regions,male,Vocational Training,0.03281,102,2288,0.02551,0.04011
1999,Rural regions,male,Not Employed,0.37234,765,2288,0.35253,0.39215
1999,Rural regions,female,Full-Time Employment,0.23325,716,2459,0.21653,0.24997
1999,Rural regions,female,Regular Part-Time Employment,0.13210,342,2459,0.11871,0.14548
1999,Rural regions,female,Vocational Training,0.02732,87,2459,0.02087,0.03376
1999,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.04530,109,2459,0.03708,0.05352
1999,Rural regions,female,Not Employed,0.56112,1205,2459,0.54150,0.58074
2000,Urban regions,male,Full-Time Employment,0.58538,4515,7525,0.57425,0.59651
2000,Urban regions,male,Regular Part-Time Employment,0.02470,151,7525,0.02119,0.02820
2000,Urban regions,male,Vocational Training,0.02651,231,7525,0.02288,0.03014
2000,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.02110,139,7525,0.01786,0.02435
2000,Urban regions,male,Not Employed,0.34089,2489,7525,0.33018,0.35160
2000,Urban regions,female,Full-Time Employment,0.24015,2062,8205,0.23091,0.24940
2000,Urban regions,female,Regular Part-Time Employment,0.15810,1390,8205,0.15021,0.16600
2000,Urban regions,female,Vocational Training,0.01594,158,8205,0.01323,0.01865
2000,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.04717,382,8205,0.04259,0.05176
2000,Urban regions,female,Not Employed,0.53778,4213,8205,0.52699,0.54856
2000,Rural regions,male,Full-Time Employment,0.56087,2347,4043,0.54557,0.57617
2000,Rural regions,male,Regular Part-Time Employment,0.01561,56,4043,0.01179,0.01944
2000,Rural regions,male,Vocational Training,0.03454,166,4043,0.02891,0.04017
2000,Rural regions,male,"Marginal, Irregular Part-Time Employment",0.01559,51,4043,0.01177,0.01941
2000,Rural regions,male,Not Employed,0.37204,1423,4043,0.35714,0.38694
2000,Rural regions,female,Full-Time Employment,0.24101,1136,4305,0.22823,0.25379
2000,Rural regions,female,Regular Part-Time Employment,0.14087,635,4305,0.13048,0.15127
2000,Rural regions,female,Vocational Training,0.02605,141,4305,0.02129,0.03081
2000,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.04255,194,4305,0.03652,0.04858
2000,Rural regions,female,Not Employed,0.54855,2199,4305,0.53368,0.56342
2001,Urban regions,male,Full-Time Employment,0.57821,4076,6831,0.56650,0.58993
2001,Urban regions,male,Regular Part-Time Employment,0.02507,142,6831,0.02136,0.02878
2001,Urban regions,male,Vocational Training,0.02628,207,6831,0.02248,0.03007
2001,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.02348,138,6831,0.01989,0.02707
2001,Urban regions,male,Not Employed,0.34562,2268,6831,0.33434,0.35690
2001,Urban regions,female,Full-Time Employment,0.24206,1892,7488,0.23236,0.25176
2001,Urban regions,female,Regular Part-Time Employment,0.15756,1278,7488,0.14930,0.16581
2001,Urban regions,female,Vocational Training,0.02237,180,7488,0.01902,0.02572
2001,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.04890,384,7488,0.04402,0.05379
2001,Urban regions,female,Not Employed,0.52812,3754,7488,0.51681,0.53943
2001,Rural regions,male,Full-Time Employment,0.54304,2060,3679,0.52694,0.55914
2001,Rural regions,male,Regular Part-Time Employment,0.01366,48,3679,0.00991,0.01742
2001,Rural regions,male,Vocational Training,0.03296,150,3679,0.02719,0.03873
2001,Rural regions,male,"Marginal, Irregular Part-Time Employment",0.01826,66,3679,0.01393,0.02259
2001,Rural regions,male,Not Employed,0.38992,1355,3679,0.37416,0.40569
2001,Rural regions,female,Full-Time Employment,0.23892,1031,3894,0.22552,0.25232
2001,Rural regions,female,Regular Part-Time Employment,0.14683,589,3894,0.13571,0.15795
2001,Rural regions,female,Vocational Training,0.03209,142,3894,0.02655,0.03762
2001,Rural regions,female,"Marginal, Irregular Part-Time Employment",0.03631,162,3894,0.03043,0.04219
2001,Rural regions,female,Not Employed,0.54522,1970,3894,0.52958,0.56086
2002,Urban regions,male,Full-Time Employment,0.55690,4399,7360,0.54555,0.56825
2002,Urban regions,male,Regular Part-Time Employment,0.02328,147,7360,0.01984,0.02673
2002,Urban regions,male,Vocational Training,0.02719,208,7360,0.02347,0.03090
2002,Urban regions,male,"Marginal, Irregular Part-Time Employment",0.02151,149,7360,0.01820,0.02483
2002,Urban regions,male,Not Employed,0.36948,2457,7360,0.35845,0.38051
2002,Urban regions,female,Full-Time Employment,0.22842,2019,7926,0.21918,0.23766
2002,Urban regions,female,Regular Part-Time Employment,0.15920,1451,7926,0.15114,0.16725
2002,Urban regions,female,Vocational Training,0.02281,186,7926,0.01952,0.02610
2002,Urban regions,female,"Marginal, Irregular Part-Time Employment",0.05201,436,7926,0.04712,0.05690
2002,Urban regions,female,Not Employed,0.53648,3834,7926,0.52550,0.54745
2002,Rural regions,male,Full-Time Employment,0.52476,2065,3750,0.50877,0.54075
2002,Rural regions,male,Regular Part-Time Employment,0.01304,51,3750,0.00940,0.01667
2002,Rural regions,male,Vocational Training,0.03634,158,3750,0.03035,0.04233
2002,Rural regions,male,"Marginal, Irregular Part-Time Employment",0.01768,65,3750,0.01346,0.02190
