year,age_gr,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04381,79,1949,0.03472,0.05289
1984,30-45 y.,Upper Secondary Level,Not Employed,0.24344,474,1949,0.22438,0.26249
1984,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.71047,75,75,0.60713,0.81380
1984,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.70083,174,220,0.64018,0.76147
1984,30-45 y.,First Stage of Tertiary Education,Not Employed,0.18656,46,220,0.13497,0.23816
1984,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.77674,291,365,0.73396,0.81952
1984,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09794,37,365,0.06741,0.12848
1984,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.09205,37,365,0.06235,0.12175
1984,46-65 y.,Primary Level,Full-Time Employment,0.52572,220,359,0.47399,0.57745
1984,46-65 y.,Primary Level,Not Employed,0.43433,139,359,0.38298,0.48568
1984,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26916,361,1084,0.24275,0.29558
1984,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.08669,86,1084,0.06993,0.10345
1984,46-65 y.,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03440,34,1084,0.02355,0.04526
1984,46-65 y.,Lower Secondary Level,Not Employed,0.60974,603,1084,0.58069,0.63879
1984,46-65 y.,Upper Secondary Level,Full-Time Employment,0.51140,867,1583,0.48677,0.53603
1984,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.05490,83,1583,0.04368,0.06612
1984,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02463,37,1583,0.01699,0.03227
1984,46-65 y.,Upper Secondary Level,Not Employed,0.40907,596,1583,0.38484,0.43329
1984,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.67082,46,46,0.53352,0.80812
1984,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.60582,128,189,0.53597,0.67568
1984,46-65 y.,First Stage of Tertiary Education,Not Employed,0.32478,61,189,0.25784,0.39172
1984,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.70268,160,202,0.63949,0.76587
1984,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.20384,42,202,0.14815,0.25953
1984,66 and older,Lower Secondary Level,Not Employed,0.97644,501,501,0.96314,0.98973
1984,66 and older,Upper Secondary Level,Not Employed,0.96502,550,550,0.94965,0.98039
1984,66 and older,First Stage of Tertiary Education,Not Employed,0.92190,76,76,0.86117,0.98263
1984,66 and older,Second Stage of Tertiary Education,Not Employed,0.91857,55,55,0.84563,0.99152
1985,17-29 y.,Pre-primary Level,Not Employed,0.96626,181,181,0.93988,0.99264
1985,17-29 y.,Primary Level,Full-Time Employment,0.28481,50,147,0.21160,0.35802
1985,17-29 y.,Primary Level,Not Employed,0.59563,97,147,0.51602,0.67523
1985,17-29 y.,Lower Secondary Level,Full-Time Employment,0.32776,343,912,0.29728,0.35824
1985,17-29 y.,Lower Secondary Level,Vocational Training,0.23160,182,912,0.20420,0.25899
1985,17-29 y.,Lower Secondary Level,Not Employed,0.39348,387,912,0.36176,0.42521
1985,17-29 y.,Upper Secondary Level,Full-Time Employment,0.60458,842,1431,0.57923,0.62992
1985,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04037,57,1431,0.03017,0.05058
1985,17-29 y.,Upper Secondary Level,Vocational Training,0.04622,72,1431,0.03534,0.05710
1985,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02618,37,1431,0.01790,0.03446
1985,17-29 y.,Upper Secondary Level,Not Employed,0.28265,423,1431,0.25931,0.30599
1985,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.49985,56,97,0.39983,0.59987
1985,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.39683,41,97,0.29896,0.49470
1985,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.61369,65,65,0.49440,0.73299
1985,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63297,72,105,0.54034,0.72561
1985,17-29 y.,Second Stage of Tertiary Education,Not Employed,0.21988,33,105,0.14028,0.29948
1985,30-45 y.,Primary Level,Full-Time Employment,0.43378,169,303,0.37789,0.48968
1985,30-45 y.,Primary Level,Not Employed,0.47504,134,303,0.41871,0.53136
1985,30-45 y.,Lower Secondary Level,Full-Time Employment,0.40121,347,654,0.36361,0.43880
1985,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14066,71,654,0.11400,0.16733
1985,30-45 y.,Lower Secondary Level,Not Employed,0.40492,236,654,0.36727,0.44257
1985,30-45 y.,Upper Secondary Level,Full-Time Employment,0.60941,1077,1759,0.58660,0.63222
1985,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12595,215,1759,0.11044,0.14146
1985,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02705,44,1759,0.01947,0.03463
1985,30-45 y.,Upper Secondary Level,Not Employed,0.23615,423,1759,0.21629,0.25600
1985,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.63424,61,61,0.51237,0.75612
1985,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.68812,159,200,0.62375,0.75249
1985,30-45 y.,First Stage of Tertiary Education,Not Employed,0.17083,41,200,0.11854,0.22312
1985,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.77298,279,353,0.72922,0.81674
1985,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09170,34,353,0.06155,0.12185
1985,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10967,40,353,0.07703,0.14231
1985,46-65 y.,Primary Level,Full-Time Employment,0.52230,197,325,0.46791,0.57669
1985,46-65 y.,Primary Level,Not Employed,0.43605,128,325,0.38205,0.49005
1985,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26289,325,974,0.23523,0.29055
1985,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.10931,104,974,0.08971,0.12892
1985,46-65 y.,Lower Secondary Level,Not Employed,0.60045,545,974,0.56968,0.63123
1985,46-65 y.,Upper Secondary Level,Full-Time Employment,0.49458,778,1460,0.46893,0.52024
1985,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.07793,112,1460,0.06417,0.09168
1985,46-65 y.,Upper Secondary Level,Not Employed,0.41637,570,1460,0.39107,0.44167
1985,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.64608,41,41,0.49789,0.79427
1985,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.62732,126,180,0.55649,0.69816
1985,46-65 y.,First Stage of Tertiary Education,Not Employed,0.29782,54,180,0.23083,0.36481
1985,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.73729,163,203,0.67660,0.79798
1985,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.19989,40,203,0.14474,0.25505
1985,66 and older,Lower Secondary Level,Not Employed,0.97709,412,412,0.96263,0.99155
1985,66 and older,Upper Secondary Level,Not Employed,0.96457,493,493,0.94823,0.98090
1985,66 and older,First Stage of Tertiary Education,Not Employed,0.90242,72,72,0.83340,0.97145
1985,66 and older,Second Stage of Tertiary Education,Not Employed,0.94544,51,51,0.88249,1.00840
1986,17-29 y.,Pre-primary Level,Not Employed,0.96678,183,183,0.94075,0.99282
1986,17-29 y.,Primary Level,Full-Time Employment,0.35404,56,143,0.27539,0.43270
1986,17-29 y.,Primary Level,Not Employed,0.47972,87,143,0.39755,0.56190
1986,17-29 y.,Lower Secondary Level,Full-Time Employment,0.29838,307,935,0.26903,0.32772
1986,17-29 y.,Lower Secondary Level,Regular Part-Time Employment,0.03966,34,935,0.02714,0.05217
1986,17-29 y.,Lower Secondary Level,Vocational Training,0.27969,229,935,0.25091,0.30848
1986,17-29 y.,Lower Secondary Level,Not Employed,0.36865,365,935,0.33771,0.39959
1986,17-29 y.,Upper Secondary Level,Full-Time Employment,0.59709,824,1395,0.57134,0.62283
1986,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.03622,50,1395,0.02641,0.04603
1986,17-29 y.,Upper Secondary Level,Vocational Training,0.06655,91,1395,0.05347,0.07964
1986,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01975,31,1395,0.01245,0.02706
1986,17-29 y.,Upper Secondary Level,Not Employed,0.28039,399,1395,0.25681,0.30397
1986,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.54204,55,91,0.43911,0.64498
1986,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.32114,36,91,0.22467,0.41761
1986,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.64120,63,63,0.52180,0.76059
1986,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.73161,62,62,0.62041,0.84281
1986,30-45 y.,Primary Level,Full-Time Employment,0.48874,149,265,0.42844,0.54904
1986,30-45 y.,Primary Level,Not Employed,0.44956,116,265,0.38955,0.50957
1986,30-45 y.,Lower Secondary Level,Full-Time Employment,0.41868,316,593,0.37894,0.45842
1986,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.11712,60,593,0.09122,0.14303
1986,30-45 y.,Lower Secondary Level,Not Employed,0.41380,217,593,0.37412,0.45347
1986,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62174,1023,1653,0.59836,0.64513
1986,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.09911,157,1653,0.08470,0.11352
1986,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03419,54,1653,0.02543,0.04295
1986,30-45 y.,Upper Secondary Level,Not Employed,0.24234,419,1653,0.22168,0.26300
1986,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.71445,71,71,0.60864,0.82026
1986,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.65509,138,182,0.58584,0.72434
1986,30-45 y.,First Stage of Tertiary Education,Not Employed,0.19991,44,182,0.14165,0.25818
1986,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.69788,256,360,0.65038,0.74538
1986,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13110,53,360,0.09619,0.16602
1986,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.13304,51,360,0.09791,0.16818
1986,46-65 y.,Primary Level,Full-Time Employment,0.54636,179,306,0.49049,0.60224
1986,46-65 y.,Primary Level,Not Employed,0.43410,127,306,0.37847,0.48972
1986,46-65 y.,Lower Secondary Level,Full-Time Employment,0.27772,334,949,0.24921,0.30623
1986,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09319,81,949,0.07469,0.11170
1986,46-65 y.,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03512,31,949,0.02340,0.04684
1986,46-65 y.,Lower Secondary Level,Not Employed,0.59397,503,949,0.56271,0.62523
1986,46-65 y.,Upper Secondary Level,Full-Time Employment,0.49389,779,1466,0.46829,0.51950
1986,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.06461,96,1466,0.05202,0.07720
1986,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02490,35,1466,0.01692,0.03288
1986,46-65 y.,Upper Secondary Level,Not Employed,0.41626,556,1466,0.39102,0.44150
1986,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.59301,35,35,0.42788,0.75815
1986,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.65137,131,183,0.58213,0.72060
1986,46-65 y.,First Stage of Tertiary Education,Not Employed,0.29407,52,183,0.22787,0.36026
1986,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.69962,162,204,0.63656,0.76269
1986,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.20241,42,204,0.14714,0.25769
1986,66 and older,Lower Secondary Level,Not Employed,0.97929,385,385,0.96505,0.99354
1986,66 and older,Upper Secondary Level,Not Employed,0.97368,461,461,0.95905,0.98831
1986,66 and older,First Stage of Tertiary Education,Not Employed,0.96818,70,70,0.92677,1.00960
1986,66 and older,Second Stage of Tertiary Education,Not Employed,0.93890,48,48,0.87042,1.00738
1987,17-29 y.,Pre-primary Level,Not Employed,0.93468,182,182,0.89868,0.97067
1987,17-29 y.,Primary Level,Full-Time Employment,0.35028,46,118,0.26383,0.43672
1987,17-29 y.,Primary Level,Not Employed,0.48494,72,118,0.39438,0.57550
1987,17-29 y.,Lower Secondary Level,Full-Time Employment,0.28651,263,882,0.25665,0.31636
1987,17-29 y.,Lower Secondary Level,Vocational Training,0.33213,270,882,0.30103,0.36323
1987,17-29 y.,Lower Secondary Level,Not Employed,0.32980,349,882,0.29875,0.36084
1987,17-29 y.,Upper Secondary Level,Full-Time Employment,0.59316,824,1398,0.56739,0.61892
1987,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04268,56,1398,0.03208,0.05328
1987,17-29 y.,Upper Secondary Level,Vocational Training,0.07860,115,1398,0.06449,0.09271
1987,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02530,36,1398,0.01707,0.03354
1987,17-29 y.,Upper Secondary Level,Not Employed,0.26027,367,1398,0.23726,0.28328
1987,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.49298,57,91,0.38969,0.59628
1987,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.31977,34,91,0.22341,0.41612
1987,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.62852,53,53,0.49719,0.75986
1987,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63773,58,58,0.51295,0.76251
1987,30-45 y.,Primary Level,Full-Time Employment,0.48098,143,253,0.41929,0.54267
1987,30-45 y.,Primary Level,Not Employed,0.43850,110,253,0.37724,0.49977
1987,30-45 y.,Lower Secondary Level,Full-Time Employment,0.45516,316,572,0.41431,0.49600
1987,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.12986,61,572,0.10229,0.15743
1987,30-45 y.,Lower Secondary Level,Not Employed,0.37411,195,572,0.33442,0.41381
1987,30-45 y.,Upper Secondary Level,Full-Time Employment,0.63137,1009,1597,0.60770,0.65504
1987,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.11198,172,1597,0.09651,0.12745
1987,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02541,41,1597,0.01769,0.03313
1987,30-45 y.,Upper Secondary Level,Not Employed,0.22927,375,1597,0.20865,0.24989
1987,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.66797,66,66,0.55348,0.78246
1987,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.67091,141,186,0.60320,0.73862
1987,30-45 y.,First Stage of Tertiary Education,Not Employed,0.19298,45,186,0.13611,0.24985
1987,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.76295,277,349,0.71826,0.80763
1987,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08831,33,349,0.05850,0.11812
1987,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10680,39,349,0.07435,0.13925
1987,46-65 y.,Primary Level,Full-Time Employment,0.50295,166,307,0.44692,0.55897
1987,46-65 y.,Primary Level,Not Employed,0.46820,141,307,0.41229,0.52411
1987,46-65 y.,Lower Secondary Level,Full-Time Employment,0.28652,328,897,0.25691,0.31612
1987,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.12434,100,897,0.10274,0.14595
1987,46-65 y.,Lower Secondary Level,Not Employed,0.56078,469,897,0.52829,0.59328
1987,46-65 y.,Upper Secondary Level,Full-Time Employment,0.50883,795,1454,0.48312,0.53453
1987,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.07577,110,1454,0.06216,0.08938
1987,46-65 y.,Upper Secondary Level,Not Employed,0.40185,549,1454,0.37664,0.42706
1987,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.54481,34,34,0.37490,0.71472
1987,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.62272,123,175,0.55070,0.69474
1987,46-65 y.,First Stage of Tertiary Education,Not Employed,0.29236,52,175,0.22477,0.35994
1987,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.72576,170,217,0.66626,0.78525
1987,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.21435,47,217,0.15962,0.26908
1987,66 and older,Lower Secondary Level,Not Employed,0.97518,393,393,0.95978,0.99058
1987,66 and older,Upper Secondary Level,Not Employed,0.97852,489,489,0.96566,0.99138
1987,66 and older,First Stage of Tertiary Education,Not Employed,0.96719,66,66,0.92388,1.01050
1987,66 and older,Second Stage of Tertiary Education,Not Employed,0.90601,50,50,0.82430,0.98772
1988,17-29 y.,Pre-primary Level,Not Employed,0.96163,156,156,0.93139,0.99187
1988,17-29 y.,Primary Level,Full-Time Employment,0.27558,39,112,0.19246,0.35870
1988,17-29 y.,Primary Level,Not Employed,0.59106,73,112,0.49960,0.68252
1988,17-29 y.,Lower Secondary Level,Full-Time Employment,0.27915,269,875,0.24941,0.30889
1988,17-29 y.,Lower Secondary Level,Vocational Training,0.33727,270,875,0.30592,0.36861
1988,17-29 y.,Lower Secondary Level,Not Employed,0.34209,336,875,0.31063,0.37354
1988,17-29 y.,Upper Secondary Level,Full-Time Employment,0.56626,744,1284,0.53914,0.59338
1988,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04664,55,1284,0.03510,0.05818
1988,17-29 y.,Upper Secondary Level,Vocational Training,0.07600,112,1284,0.06150,0.09050
1988,17-29 y.,Upper Secondary Level,Not Employed,0.28515,373,1284,0.26044,0.30985
1988,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.59525,63,63,0.47306,0.71743
1988,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.70161,51,51,0.57478,0.82844
1988,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.75053,53,53,0.63292,0.86814
1988,30-45 y.,Primary Level,Full-Time Employment,0.48360,125,214,0.41649,0.55072
1988,30-45 y.,Primary Level,Not Employed,0.43352,89,214,0.36697,0.50007
1988,30-45 y.,Lower Secondary Level,Full-Time Employment,0.43112,272,518,0.38843,0.47381
1988,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.16333,70,518,0.13146,0.19519
1988,30-45 y.,Lower Secondary Level,Not Employed,0.35815,176,518,0.31682,0.39948
1988,30-45 y.,Upper Secondary Level,Full-Time Employment,0.63782,948,1505,0.61353,0.66212
1988,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.11216,169,1505,0.09622,0.12811
1988,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02328,37,1505,0.01566,0.03090
1988,30-45 y.,Upper Secondary Level,Not Employed,0.22673,351,1505,0.20557,0.24789
1988,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.59684,57,57,0.46836,0.72532
1988,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.68231,140,181,0.61429,0.75032
1988,30-45 y.,First Stage of Tertiary Education,Not Employed,0.18248,41,181,0.12605,0.23890
1988,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.76452,258,334,0.71895,0.81009
1988,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09193,32,334,0.06089,0.12296
1988,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.12102,44,334,0.08599,0.15605
1988,46-65 y.,Primary Level,Full-Time Employment,0.45173,148,296,0.39494,0.50852
1988,46-65 y.,Primary Level,Not Employed,0.51897,148,296,0.46195,0.57599
1988,46-65 y.,Lower Secondary Level,Full-Time Employment,0.29576,327,871,0.26543,0.32609
1988,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.12706,103,871,0.10493,0.14919
1988,46-65 y.,Lower Secondary Level,Not Employed,0.55243,441,871,0.51939,0.58547
1988,46-65 y.,Upper Secondary Level,Full-Time Employment,0.50728,764,1413,0.48121,0.53336
1988,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.08243,113,1413,0.06808,0.09677
1988,46-65 y.,Upper Secondary Level,Not Employed,0.39736,536,1413,0.37184,0.42289
1988,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.67000,124,167,0.59847,0.74153
1988,46-65 y.,First Stage of Tertiary Education,Not Employed,0.26141,43,167,0.19456,0.32825
1988,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.72407,168,211,0.66362,0.78453
1988,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.20400,43,211,0.14950,0.25850
1988,66 and older,Lower Secondary Level,Not Employed,0.97685,369,369,0.96148,0.99221
1988,66 and older,Upper Secondary Level,Not Employed,0.97681,485,485,0.96341,0.99022
1988,66 and older,First Stage of Tertiary Education,Not Employed,0.96640,66,66,0.92259,1.01021
1988,66 and older,Second Stage of Tertiary Education,Not Employed,0.84702,45,45,0.74066,0.95339
1989,17-29 y.,Pre-primary Level,Not Employed,0.94952,163,163,0.91581,0.98324
1989,17-29 y.,Primary Level,Full-Time Employment,0.34572,40,106,0.25475,0.43669
1989,17-29 y.,Primary Level,Not Employed,0.49712,66,106,0.40148,0.59276
1989,17-29 y.,Lower Secondary Level,Full-Time Employment,0.29812,287,825,0.26689,0.32936
1989,17-29 y.,Lower Secondary Level,Vocational Training,0.34658,249,825,0.31409,0.37908
1989,17-29 y.,Lower Secondary Level,Not Employed,0.31171,289,825,0.28008,0.34334
1989,17-29 y.,Upper Secondary Level,Full-Time Employment,0.59845,782,1309,0.57188,0.62501
1989,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.05831,65,1309,0.04561,0.07101
1989,17-29 y.,Upper Secondary Level,Vocational Training,0.05857,83,1309,0.04585,0.07130
1989,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02976,32,1309,0.02055,0.03897
1989,17-29 y.,Upper Secondary Level,Not Employed,0.25491,347,1309,0.23129,0.27852
1989,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.60803,73,114,0.51801,0.69804
1989,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.32160,41,114,0.23548,0.40773
1989,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.73456,54,54,0.61568,0.85344
1989,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63046,49,49,0.49391,0.76701
1989,30-45 y.,Primary Level,Full-Time Employment,0.44951,109,196,0.37969,0.51933
1989,30-45 y.,Primary Level,Not Employed,0.44508,87,196,0.37533,0.51484
1989,30-45 y.,Lower Secondary Level,Full-Time Employment,0.46914,264,484,0.42464,0.51365
1989,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.16621,70,484,0.13301,0.19941
1989,30-45 y.,Lower Secondary Level,Not Employed,0.32298,150,484,0.28128,0.36469
1989,30-45 y.,Upper Secondary Level,Full-Time Employment,0.64608,933,1463,0.62157,0.67059
1989,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.11056,166,1463,0.09449,0.12664
1989,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02660,40,1463,0.01835,0.03485
1989,30-45 y.,Upper Secondary Level,Not Employed,0.21606,324,1463,0.19496,0.23715
1989,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.62678,58,58,0.50122,0.75234
1989,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.70169,138,173,0.63331,0.77007
1989,30-45 y.,First Stage of Tertiary Education,Not Employed,0.16166,35,173,0.10664,0.21668
1989,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.79169,264,331,0.74787,0.83550
1989,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08387,32,331,0.05396,0.11377
1989,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10710,35,331,0.07374,0.14047
1989,46-65 y.,Primary Level,Full-Time Employment,0.45236,142,288,0.39478,0.50995
1989,46-65 y.,Primary Level,Not Employed,0.51177,146,288,0.45394,0.56961
1989,46-65 y.,Lower Secondary Level,Full-Time Employment,0.28561,311,810,0.25448,0.31673
1989,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.11860,84,810,0.09632,0.14088
1989,46-65 y.,Lower Secondary Level,Not Employed,0.56601,415,810,0.53186,0.60017
1989,46-65 y.,Upper Secondary Level,Full-Time Employment,0.50980,739,1361,0.48323,0.53637
1989,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.08027,106,1361,0.06583,0.09471
1989,46-65 y.,Upper Secondary Level,Not Employed,0.39797,516,1361,0.37195,0.42398
1989,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.63420,111,158,0.55886,0.70954
1989,46-65 y.,First Stage of Tertiary Education,Not Employed,0.31093,47,158,0.23853,0.38334
1989,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.68238,162,206,0.61865,0.74611
1989,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.21423,44,206,0.15806,0.27039
1989,66 and older,Lower Secondary Level,Not Employed,0.97715,368,368,0.96186,0.99244
1989,66 and older,Upper Secondary Level,Not Employed,0.98265,463,463,0.97075,0.99456
1989,66 and older,First Stage of Tertiary Education,Not Employed,0.95315,64,64,0.90097,1.00533
