year,pgisced97,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.49857,158,244,0.43570,0.56144
1987,Post-secondary Non-tertiary Level,West,Not Employed,0.36873,86,244,0.30807,0.42939
1987,First Stage of Tertiary Education,West,Full-Time Employment,0.53240,317,553,0.49078,0.57402
1987,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.07369,48,553,0.05190,0.09549
1987,First Stage of Tertiary Education,West,Not Employed,0.36904,188,553,0.32878,0.40929
1987,Second Stage of Tertiary Education,West,Full-Time Employment,0.65184,511,721,0.61704,0.68664
1987,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.06134,49,721,0.04381,0.07887
1987,Second Stage of Tertiary Education,West,Not Employed,0.26009,161,721,0.22805,0.29214
1988,No answer / don't know,West,Full-Time Employment,0.30022,54,107,0.21297,0.38748
1988,No answer / don't know,West,Not Employed,0.35131,53,107,0.26043,0.44219
1988,Pre-primary Level,West,Not Employed,0.96163,156,156,0.93139,0.99187
1988,Primary Level,West,Full-Time Employment,0.37941,312,674,0.34274,0.41607
1988,Primary Level,West,Regular Part-Time Employment,0.03748,35,674,0.02313,0.05183
1988,Primary Level,West,Not Employed,0.54380,327,674,0.50617,0.58143
1988,Lower Secondary Level,West,Full-Time Employment,0.23145,870,2717,0.21559,0.24731
1988,Lower Secondary Level,West,Regular Part-Time Employment,0.07517,193,2717,0.06525,0.08508
1988,Lower Secondary Level,West,Vocational Training,0.07931,271,2717,0.06915,0.08948
1988,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02212,61,2717,0.01659,0.02765
1988,Lower Secondary Level,West,Not Employed,0.59195,1322,2717,0.57346,0.61043
1988,Upper Secondary Level,West,Full-Time Employment,0.47427,2460,4743,0.46005,0.48848
1988,Upper Secondary Level,West,Regular Part-Time Employment,0.07000,341,4743,0.06274,0.07726
1988,Upper Secondary Level,West,Vocational Training,0.01817,112,4743,0.01437,0.02197
1988,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01793,85,4743,0.01415,0.02171
1988,Upper Secondary Level,West,Not Employed,0.41963,1745,4743,0.40559,0.43368
1988,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.51033,149,236,0.44642,0.57425
1988,Post-secondary Non-tertiary Level,West,Not Employed,0.36742,87,236,0.30578,0.42906
1988,First Stage of Tertiary Education,West,Full-Time Employment,0.55942,315,524,0.51687,0.60197
1988,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.06243,40,524,0.04170,0.08317
1988,First Stage of Tertiary Education,West,Not Employed,0.35267,169,524,0.31172,0.39362
1988,Second Stage of Tertiary Education,West,Full-Time Employment,0.67270,487,682,0.63746,0.70794
1988,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.06156,48,682,0.04351,0.07961
1988,Second Stage of Tertiary Education,West,Not Employed,0.23936,147,682,0.20731,0.27141
1989,No answer / don't know,West,Full-Time Employment,0.27420,56,110,0.19045,0.35795
1989,No answer / don't know,West,Not Employed,0.44527,54,110,0.35197,0.53857
1989,Pre-primary Level,West,Not Employed,0.94952,163,163,0.91581,0.98324
1989,Primary Level,West,Full-Time Employment,0.39353,291,634,0.35547,0.43159
1989,Primary Level,West,Regular Part-Time Employment,0.03568,31,634,0.02123,0.05013
1989,Primary Level,West,Not Employed,0.51499,312,634,0.47606,0.55392
1989,Lower Secondary Level,West,Full-Time Employment,0.23397,863,2570,0.21760,0.25034
1989,Lower Secondary Level,West,Regular Part-Time Employment,0.07628,184,2570,0.06602,0.08655
1989,Lower Secondary Level,West,Vocational Training,0.08175,249,2570,0.07115,0.09234
1989,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02001,52,2570,0.01459,0.02542
1989,Lower Secondary Level,West,Not Employed,0.58799,1222,2570,0.56896,0.60703
1989,Upper Secondary Level,West,Full-Time Employment,0.48802,2457,4622,0.47361,0.50243
1989,Upper Secondary Level,West,Regular Part-Time Employment,0.07191,341,4622,0.06446,0.07936
1989,Upper Secondary Level,West,Vocational Training,0.01396,84,4622,0.01058,0.01734
1989,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01873,90,4622,0.01482,0.02263
1989,Upper Secondary Level,West,Not Employed,0.40739,1650,4622,0.39322,0.42156
1989,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.51817,160,261,0.45743,0.57890
1989,Post-secondary Non-tertiary Level,West,Not Employed,0.38207,101,261,0.32300,0.44113
1989,First Stage of Tertiary Education,West,Full-Time Employment,0.55925,304,502,0.51578,0.60273
1989,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.06827,39,502,0.04618,0.09035
1989,First Stage of Tertiary Education,West,Not Employed,0.35131,159,502,0.30951,0.39312
1989,Second Stage of Tertiary Education,West,Full-Time Employment,0.65611,481,675,0.62025,0.69197
1989,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.06454,50,675,0.04599,0.08309
1989,Second Stage of Tertiary Education,West,Not Employed,0.24467,144,675,0.21222,0.27713
1990,No answer / don't know,West,Full-Time Employment,0.38737,66,125,0.30163,0.47312
1990,No answer / don't know,West,Not Employed,0.37048,59,125,0.28547,0.45548
1990,Pre-primary Level,West,Not Employed,0.93680,154,154,0.89824,0.97535
1990,Primary Level,West,Full-Time Employment,0.43272,287,615,0.39353,0.47191
1990,Primary Level,West,Regular Part-Time Employment,0.03858,36,615,0.02335,0.05382
1990,Primary Level,West,Not Employed,0.48578,292,615,0.44624,0.52531
1990,Lower Secondary Level,West,Full-Time Employment,0.24329,856,2469,0.22637,0.26022
1990,Lower Secondary Level,West,Regular Part-Time Employment,0.07610,179,2469,0.06564,0.08656
1990,Lower Secondary Level,West,Vocational Training,0.07864,221,2469,0.06802,0.08926
1990,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01894,43,2469,0.01356,0.02432
1990,Lower Secondary Level,West,Not Employed,0.58303,1170,2469,0.56357,0.60248
1990,Lower Secondary Level,East,Full-Time Employment,0.16497,98,515,0.13289,0.19706
1990,Lower Secondary Level,East,Regular Part-Time Employment,0.06366,42,515,0.04255,0.08477
1990,Lower Secondary Level,East,Vocational Training,0.17436,119,515,0.14156,0.20716
1990,Lower Secondary Level,East,Not Employed,0.59526,256,515,0.55283,0.63770
1990,Upper Secondary Level,West,Full-Time Employment,0.48582,2372,4537,0.47127,0.50036
1990,Upper Secondary Level,West,Regular Part-Time Employment,0.08246,374,4537,0.07446,0.09047
1990,Upper Secondary Level,West,Vocational Training,0.01684,88,4537,0.01310,0.02059
1990,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01730,85,4537,0.01351,0.02110
1990,Upper Secondary Level,West,Not Employed,0.39758,1618,4537,0.38334,0.41182
1990,Upper Secondary Level,East,Full-Time Employment,0.63704,1721,2514,0.61824,0.65584
1990,Upper Secondary Level,East,Regular Part-Time Employment,0.10109,284,2514,0.08930,0.11288
1990,Upper Secondary Level,East,Not Employed,0.25632,509,2514,0.23925,0.27339
1990,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.51240,153,260,0.45153,0.57328
1990,Post-secondary Non-tertiary Level,West,Not Employed,0.36292,107,260,0.30436,0.42148
1990,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.67791,55,55,0.55328,0.80255
1990,First Stage of Tertiary Education,West,Full-Time Employment,0.55546,297,502,0.51194,0.59897
1990,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.07060,42,502,0.04817,0.09303
1990,First Stage of Tertiary Education,West,Not Employed,0.35645,163,502,0.31451,0.39839
1990,First Stage of Tertiary Education,East,Full-Time Employment,0.75084,213,249,0.69701,0.80467
1990,First Stage of Tertiary Education,East,Not Employed,0.22417,36,249,0.17227,0.27608
1990,Second Stage of Tertiary Education,West,Full-Time Employment,0.65470,475,685,0.61907,0.69033
1990,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.08612,59,685,0.06510,0.10715
1990,Second Stage of Tertiary Education,West,Not Employed,0.23979,151,685,0.20780,0.27179
1990,Second Stage of Tertiary Education,East,Full-Time Employment,0.76798,782,990,0.74167,0.79429
1990,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.07091,68,990,0.05492,0.08691
1990,Second Stage of Tertiary Education,East,Not Employed,0.15759,140,990,0.13488,0.18030
1991,No answer / don't know,West,Full-Time Employment,0.30877,68,129,0.22874,0.38881
1991,No answer / don't know,West,Not Employed,0.41522,61,129,0.32985,0.50058
1991,Pre-primary Level,West,Not Employed,0.91527,139,139,0.86880,0.96173
1991,Primary Level,West,Full-Time Employment,0.45188,286,603,0.41212,0.49164
1991,Primary Level,West,Regular Part-Time Employment,0.05274,42,603,0.03489,0.07060
1991,Primary Level,West,Not Employed,0.46392,275,603,0.42408,0.50375
1991,Primary Level,East,Not Employed,0.92666,36,36,0.84029,1.01303
1991,Lower Secondary Level,West,Full-Time Employment,0.24369,829,2404,0.22652,0.26085
1991,Lower Secondary Level,West,Regular Part-Time Employment,0.07987,179,2404,0.06903,0.09071
1991,Lower Secondary Level,West,Vocational Training,0.08047,233,2404,0.06959,0.09134
1991,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02077,53,2404,0.01507,0.02647
1991,Lower Secondary Level,West,Not Employed,0.57521,1110,2404,0.55545,0.59498
1991,Lower Secondary Level,East,Full-Time Employment,0.13534,76,437,0.10323,0.16745
1991,Lower Secondary Level,East,Vocational Training,0.10461,77,437,0.07589,0.13334
1991,Lower Secondary Level,East,Not Employed,0.73162,284,437,0.69002,0.77321
1991,Upper Secondary Level,West,Full-Time Employment,0.47893,2369,4556,0.46442,0.49344
1991,Upper Secondary Level,West,Regular Part-Time Employment,0.08141,388,4556,0.07347,0.08936
1991,Upper Secondary Level,West,Vocational Training,0.01789,99,4556,0.01404,0.02174
1991,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02538,109,4556,0.02081,0.02994
1991,Upper Secondary Level,West,Not Employed,0.39639,1591,4556,0.38218,0.41060
1991,Upper Secondary Level,East,Full-Time Employment,0.56031,1431,2315,0.54008,0.58053
1991,Upper Secondary Level,East,Regular Part-Time Employment,0.06118,164,2315,0.05141,0.07094
1991,Upper Secondary Level,East,Not Employed,0.36116,720,2315,0.34159,0.38074
1991,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.54957,177,269,0.49000,0.60914
1991,Post-secondary Non-tertiary Level,West,Not Employed,0.31343,92,269,0.25789,0.36897
1991,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.66381,48,48,0.52876,0.79887
1991,First Stage of Tertiary Education,West,Full-Time Employment,0.55206,297,503,0.50856,0.59556
1991,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.08292,49,503,0.05880,0.10705
1991,First Stage of Tertiary Education,West,Not Employed,0.34192,157,503,0.30043,0.38342
1991,First Stage of Tertiary Education,East,Full-Time Employment,0.73055,187,230,0.67309,0.78802
1991,First Stage of Tertiary Education,East,Not Employed,0.23927,43,230,0.18401,0.29453
1991,Second Stage of Tertiary Education,West,Full-Time Employment,0.63159,482,703,0.59591,0.66727
1991,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.09722,67,703,0.07531,0.11914
1991,Second Stage of Tertiary Education,West,Not Employed,0.24228,154,703,0.21058,0.27398
1991,Second Stage of Tertiary Education,East,Full-Time Employment,0.68925,697,946,0.65974,0.71875
1991,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.04576,45,946,0.03243,0.05908
1991,Second Stage of Tertiary Education,East,Not Employed,0.25382,204,946,0.22607,0.28156
1992,No answer / don't know,West,Full-Time Employment,0.32531,71,139,0.24715,0.40348
1992,No answer / don't know,West,Not Employed,0.44539,68,139,0.36246,0.52831
1992,Pre-primary Level,West,Not Employed,0.90993,132,132,0.86090,0.95895
1992,Pre-primary Level,East,Not Employed,0.78584,37,37,0.65183,0.91985
1992,Primary Level,West,Full-Time Employment,0.41621,255,599,0.37671,0.45572
1992,Primary Level,West,Regular Part-Time Employment,0.03914,35,599,0.02360,0.05468
1992,Primary Level,West,Not Employed,0.53427,309,599,0.49429,0.57425
1992,Lower Secondary Level,West,Full-Time Employment,0.24012,785,2306,0.22268,0.25756
1992,Lower Secondary Level,West,Regular Part-Time Employment,0.08080,185,2306,0.06967,0.09192
1992,Lower Secondary Level,West,Vocational Training,0.07561,220,2306,0.06482,0.08640
1992,Lower Secondary Level,West,Not Employed,0.59203,1116,2306,0.57196,0.61209
1992,Lower Secondary Level,East,Full-Time Employment,0.10694,57,445,0.07819,0.13568
1992,Lower Secondary Level,East,Vocational Training,0.14285,97,445,0.11030,0.17540
1992,Lower Secondary Level,East,Not Employed,0.73559,291,445,0.69457,0.77661
1992,Upper Secondary Level,West,Full-Time Employment,0.47201,2323,4502,0.45743,0.48659
1992,Upper Secondary Level,West,Regular Part-Time Employment,0.08794,413,4502,0.07967,0.09621
1992,Upper Secondary Level,West,Vocational Training,0.01542,77,4502,0.01182,0.01902
1992,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01566,84,4502,0.01204,0.01929
1992,Upper Secondary Level,West,Not Employed,0.40897,1605,4502,0.39460,0.42333
1992,Upper Secondary Level,East,Full-Time Employment,0.48630,1200,2177,0.46530,0.50730
1992,Upper Secondary Level,East,Regular Part-Time Employment,0.03685,105,2177,0.02894,0.04477
1992,Upper Secondary Level,East,Not Employed,0.45815,872,2177,0.43722,0.47909
1992,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.50037,163,273,0.44095,0.55980
1992,Post-secondary Non-tertiary Level,West,Not Employed,0.35448,110,273,0.29763,0.41133
1992,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.50173,37,37,0.33840,0.66507
1992,First Stage of Tertiary Education,West,Full-Time Employment,0.55041,309,514,0.50736,0.59346
1992,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.07732,49,514,0.05420,0.10043
1992,First Stage of Tertiary Education,West,Not Employed,0.33461,156,514,0.29377,0.37544
1992,First Stage of Tertiary Education,East,Full-Time Employment,0.68065,172,229,0.62013,0.74116
1992,First Stage of Tertiary Education,East,Not Employed,0.30092,57,229,0.24139,0.36046
1992,Second Stage of Tertiary Education,West,Full-Time Employment,0.63997,493,722,0.60493,0.67501
1992,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.09662,67,722,0.07506,0.11819
1992,Second Stage of Tertiary Education,West,Not Employed,0.24150,162,722,0.21026,0.27274
1992,Second Stage of Tertiary Education,East,Full-Time Employment,0.64018,628,906,0.60891,0.67144
1992,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.04695,41,906,0.03317,0.06073
1992,Second Stage of Tertiary Education,East,Not Employed,0.30111,237,906,0.27122,0.33100
1993,No answer / don't know,West,Full-Time Employment,0.31175,70,170,0.24191,0.38159
1993,No answer / don't know,West,Vocational Training,0.20363,31,170,0.14292,0.26434
1993,No answer / don't know,West,Not Employed,0.38237,69,170,0.30910,0.45564
1993,Pre-primary Level,West,Not Employed,0.97291,122,122,0.94398,1.00184
1993,Pre-primary Level,East,Not Employed,0.82466,52,52,0.72030,0.92903
1993,Primary Level,West,Full-Time Employment,0.40740,244,582,0.36745,0.44736
1993,Primary Level,West,Regular Part-Time Employment,0.04687,40,582,0.02969,0.06406
1993,Primary Level,West,Not Employed,0.51690,298,582,0.47627,0.55754
1993,Lower Secondary Level,West,Full-Time Employment,0.24556,758,2253,0.22779,0.26334
1993,Lower Secondary Level,West,Regular Part-Time Employment,0.08061,177,2253,0.06936,0.09185
1993,Lower Secondary Level,West,Vocational Training,0.07187,202,2253,0.06120,0.08253
1993,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01862,33,2253,0.01304,0.02420
1993,Lower Secondary Level,West,Not Employed,0.58335,1083,2253,0.56298,0.60371
1993,Lower Secondary Level,East,Full-Time Employment,0.08152,44,418,0.05526,0.10778
1993,Lower Secondary Level,East,Vocational Training,0.15510,91,418,0.12035,0.18984
1993,Lower Secondary Level,East,Not Employed,0.75113,283,418,0.70963,0.79263
1993,Upper Secondary Level,West,Full-Time Employment,0.46565,2296,4522,0.45111,0.48019
1993,Upper Secondary Level,West,Regular Part-Time Employment,0.08427,394,4522,0.07618,0.09237
1993,Upper Secondary Level,West,Vocational Training,0.01508,80,4522,0.01153,0.01863
1993,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02018,98,4522,0.01608,0.02428
1993,Upper Secondary Level,West,Not Employed,0.41481,1654,4522,0.40045,0.42917
1993,Upper Secondary Level,East,Full-Time Employment,0.46151,1095,2129,0.44033,0.48269
1993,Upper Secondary Level,East,Regular Part-Time Employment,0.03488,93,2129,0.02709,0.04268
1993,Upper Secondary Level,East,Vocational Training,0.02389,57,2129,0.01740,0.03038
1993,Upper Secondary Level,East,Not Employed,0.47294,884,2129,0.45172,0.49415
1993,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.51742,167,270,0.45771,0.57714
1993,Post-secondary Non-tertiary Level,West,Not Employed,0.31064,103,270,0.25534,0.36594
1993,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.51442,39,39,0.35551,0.67333
1993,First Stage of Tertiary Education,West,Full-Time Employment,0.55670,300,502,0.51320,0.60020
1993,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.07774,48,502,0.05429,0.10118
1993,First Stage of Tertiary Education,West,Not Employed,0.33463,154,502,0.29331,0.37595
1993,First Stage of Tertiary Education,East,Full-Time Employment,0.54444,145,217,0.47802,0.61086
1993,First Stage of Tertiary Education,East,Not Employed,0.41845,72,217,0.35267,0.48424
1993,Second Stage of Tertiary Education,West,Full-Time Employment,0.62488,503,747,0.59014,0.65963
1993,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.09459,69,747,0.07359,0.11559
1993,Second Stage of Tertiary Education,West,Not Employed,0.25796,175,747,0.22656,0.28935
1993,Second Stage of Tertiary Education,East,Full-Time Employment,0.62589,590,862,0.59357,0.65821
1993,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.05483,48,862,0.03963,0.07004
1993,Second Stage of Tertiary Education,East,Not Employed,0.30551,224,862,0.27475,0.33628
1994,No answer / don't know,West,Full-Time Employment,0.41089,83,158,0.33393,0.48785
1994,No answer / don't know,West,Not Employed,0.33758,75,158,0.26361,0.41155
1994,Pre-primary Level,West,Not Employed,0.98327,152,152,0.96281,1.00373
1994,Pre-primary Level,East,Not Employed,0.87400,76,76,0.79889,0.94910
1994,Primary Level,West,Full-Time Employment,0.36863,211,531,0.32756,0.40971
1994,Primary Level,West,Regular Part-Time Employment,0.05193,36,531,0.03304,0.07082
1994,Primary Level,West,Not Employed,0.55228,284,531,0.50994,0.59461
1994,Lower Secondary Level,West,Full-Time Employment,0.22340,654,2089,0.20553,0.24126
1994,Lower Secondary Level,West,Regular Part-Time Employment,0.07082,152,2089,0.05982,0.08182
1994,Lower Secondary Level,West,Vocational Training,0.05611,138,2089,0.04623,0.06598
1994,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02037,39,2089,0.01431,0.02643
1994,Lower Secondary Level,West,Not Employed,0.62931,1106,2089,0.60859,0.65003
1994,Lower Secondary Level,East,Full-Time Employment,0.06594,34,392,0.04134,0.09054
1994,Lower Secondary Level,East,Vocational Training,0.18229,104,392,0.14403,0.22056
1994,Lower Secondary Level,East,Not Employed,0.73446,254,392,0.69068,0.77823
1994,Upper Secondary Level,West,Full-Time Employment,0.45118,2200,4476,0.43660,0.46576
1994,Upper Secondary Level,West,Regular Part-Time Employment,0.08346,375,4476,0.07536,0.09157
1994,Upper Secondary Level,West,Vocational Training,0.01651,89,4476,0.01277,0.02024
1994,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01991,105,4476,0.01581,0.02400
1994,Upper Secondary Level,West,Not Employed,0.42895,1707,4476,0.41444,0.44345
1994,Upper Secondary Level,East,Full-Time Employment,0.44514,1038,2075,0.42375,0.46653
1994,Upper Secondary Level,East,Regular Part-Time Employment,0.04147,104,2075,0.03289,0.05006
1994,Upper Secondary Level,East,Vocational Training,0.01491,42,2075,0.00969,0.02013
1994,Upper Secondary Level,East,Not Employed,0.49259,891,2075,0.47107,0.51411
