year,age_gr,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,30-45 y.,West,Regular Part-Time Employment,0.10791,313,3160,0.09709,0.11873
1987,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.02933,86,3160,0.02345,0.03521
1987,30-45 y.,West,Not Employed,0.23614,792,3160,0.22133,0.25095
1987,46-65 y.,West,Full-Time Employment,0.46918,1628,3205,0.45190,0.48646
1987,46-65 y.,West,Regular Part-Time Employment,0.08350,245,3205,0.07392,0.09308
1987,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.01879,50,3205,0.01409,0.02349
1987,46-65 y.,West,Not Employed,0.42715,1282,3205,0.41002,0.44428
1987,66 and older,West,Not Employed,0.97240,1032,1032,0.96240,0.98240
1988,17-29 y.,West,Full-Time Employment,0.45650,1243,2870,0.43827,0.47472
1988,17-29 y.,West,Regular Part-Time Employment,0.03654,92,2870,0.02967,0.04340
1988,17-29 y.,West,Vocational Training,0.13609,425,2870,0.12354,0.14864
1988,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.02706,72,2870,0.02112,0.03299
1988,17-29 y.,West,Not Employed,0.34291,1038,2870,0.32554,0.36028
1988,30-45 y.,West,Full-Time Employment,0.62666,1819,2948,0.60920,0.64413
1988,30-45 y.,West,Regular Part-Time Employment,0.11395,324,2948,0.10247,0.12542
1988,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.02693,76,2948,0.02109,0.03278
1988,30-45 y.,West,Not Employed,0.23090,729,2948,0.21568,0.24611
1988,46-65 y.,West,Full-Time Employment,0.47390,1570,3111,0.45635,0.49145
1988,46-65 y.,West,Regular Part-Time Employment,0.08787,252,3111,0.07792,0.09782
1988,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.01940,50,3111,0.01455,0.02425
1988,46-65 y.,West,Not Employed,0.41883,1239,3111,0.40149,0.43617
1988,66 and older,West,Not Employed,0.96937,1000,1000,0.95868,0.98005
1989,17-29 y.,West,Full-Time Employment,0.47277,1310,2827,0.45436,0.49117
1989,17-29 y.,West,Regular Part-Time Employment,0.04790,113,2827,0.04003,0.05577
1989,17-29 y.,West,Vocational Training,0.12855,370,2827,0.11621,0.14089
1989,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.02276,58,2827,0.01726,0.02826
1989,17-29 y.,West,Not Employed,0.32753,976,2827,0.31023,0.34484
1989,30-45 y.,West,Full-Time Employment,0.64259,1787,2838,0.62496,0.66023
1989,30-45 y.,West,Regular Part-Time Employment,0.11383,322,2838,0.10214,0.12551
1989,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.02603,71,2838,0.02017,0.03189
1989,30-45 y.,West,Not Employed,0.21584,658,2838,0.20070,0.23098
1989,46-65 y.,West,Full-Time Employment,0.46752,1503,2982,0.44961,0.48543
1989,46-65 y.,West,Regular Part-Time Employment,0.08510,225,2982,0.07509,0.09512
1989,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02031,58,2982,0.01525,0.02538
1989,46-65 y.,West,Not Employed,0.42706,1196,2982,0.40931,0.44482
1989,66 and older,West,Not Employed,0.97010,975,975,0.95941,0.98080
1990,17-29 y.,West,Full-Time Employment,0.47224,1271,2715,0.45346,0.49103
1990,17-29 y.,West,Regular Part-Time Employment,0.05136,125,2715,0.04306,0.05967
1990,17-29 y.,West,Vocational Training,0.12487,331,2715,0.11243,0.13731
1990,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.01839,47,2715,0.01334,0.02345
1990,17-29 y.,West,Not Employed,0.33246,941,2715,0.31474,0.35019
1990,17-29 y.,East,Full-Time Employment,0.63571,700,1140,0.60776,0.66365
1990,17-29 y.,East,Regular Part-Time Employment,0.03988,57,1140,0.02852,0.05125
1990,17-29 y.,East,Vocational Training,0.10289,132,1140,0.08525,0.12054
1990,17-29 y.,East,Not Employed,0.21768,251,1140,0.19371,0.24164
1990,30-45 y.,West,Full-Time Employment,0.63918,1775,2783,0.62133,0.65702
1990,30-45 y.,West,Regular Part-Time Employment,0.13272,343,2783,0.12012,0.14533
1990,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.02536,72,2783,0.01952,0.03120
1990,30-45 y.,West,Not Employed,0.19809,593,2783,0.18328,0.21290
1990,30-45 y.,East,Full-Time Employment,0.85210,1275,1513,0.83421,0.87000
1990,30-45 y.,East,Regular Part-Time Employment,0.10213,165,1513,0.08687,0.11740
1990,30-45 y.,East,Not Employed,0.04510,73,1513,0.03464,0.05556
1990,46-65 y.,West,Full-Time Employment,0.47489,1445,2913,0.45675,0.49303
1990,46-65 y.,West,Regular Part-Time Employment,0.09026,244,2913,0.07985,0.10067
1990,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02222,56,2913,0.01686,0.02757
1990,46-65 y.,West,Not Employed,0.41211,1168,2913,0.39423,0.42999
1990,46-65 y.,East,Full-Time Employment,0.64722,896,1343,0.62165,0.67278
1990,46-65 y.,East,Regular Part-Time Employment,0.13018,175,1343,0.11217,0.14818
1990,46-65 y.,East,Not Employed,0.21935,272,1343,0.19721,0.24149
1990,66 and older,West,Not Employed,0.97792,1012,1012,0.96887,0.98698
1990,66 and older,East,Not Employed,0.95768,401,401,0.93795,0.97741
1991,17-29 y.,West,Full-Time Employment,0.47148,1262,2712,0.45269,0.49027
1991,17-29 y.,West,Regular Part-Time Employment,0.04692,121,2712,0.03896,0.05488
1991,17-29 y.,West,Vocational Training,0.13388,366,2712,0.12106,0.14670
1991,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.02916,71,2712,0.02282,0.03549
1991,17-29 y.,West,Not Employed,0.31822,892,2712,0.30068,0.33575
1991,17-29 y.,East,Full-Time Employment,0.56179,527,978,0.53067,0.59290
1991,17-29 y.,East,Regular Part-Time Employment,0.03659,41,978,0.02482,0.04836
1991,17-29 y.,East,Vocational Training,0.09825,118,978,0.07958,0.11691
1991,17-29 y.,East,Not Employed,0.29690,292,978,0.26825,0.32555
1991,30-45 y.,West,Full-Time Employment,0.62775,1783,2809,0.60987,0.64563
1991,30-45 y.,West,Regular Part-Time Employment,0.13760,368,2809,0.12486,0.15034
1991,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.03247,85,2809,0.02592,0.03903
1991,30-45 y.,West,Not Employed,0.19398,573,2809,0.17936,0.20861
1991,30-45 y.,East,Full-Time Employment,0.81116,1200,1477,0.79119,0.83112
1991,30-45 y.,East,Regular Part-Time Employment,0.05981,98,1477,0.04771,0.07191
1991,30-45 y.,East,Not Employed,0.12155,179,1477,0.10488,0.13822
1991,46-65 y.,West,Full-Time Employment,0.48706,1452,2856,0.46873,0.50540
1991,46-65 y.,West,Regular Part-Time Employment,0.09647,253,2856,0.08564,0.10730
1991,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02280,59,2856,0.01733,0.02828
1991,46-65 y.,West,Not Employed,0.39366,1092,2856,0.37574,0.41159
1991,46-65 y.,East,Full-Time Employment,0.54872,722,1268,0.52132,0.57613
1991,46-65 y.,East,Regular Part-Time Employment,0.06794,89,1268,0.05408,0.08179
1991,46-65 y.,East,Not Employed,0.37660,457,1268,0.34992,0.40328
1991,66 and older,West,Not Employed,0.97540,1022,1022,0.96590,0.98490
1991,66 and older,East,Not Employed,0.97961,383,383,0.96544,0.99379
1992,17-29 y.,West,Full-Time Employment,0.46826,1236,2660,0.44929,0.48723
1992,17-29 y.,West,Regular Part-Time Employment,0.03832,120,2660,0.03103,0.04562
1992,17-29 y.,West,Vocational Training,0.12586,325,2660,0.11326,0.13847
1992,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.02840,60,2660,0.02209,0.03471
1992,17-29 y.,West,Not Employed,0.33895,919,2660,0.32095,0.35694
1992,17-29 y.,East,Full-Time Employment,0.49872,418,881,0.46568,0.53175
1992,17-29 y.,East,Vocational Training,0.12528,140,881,0.10341,0.14715
1992,17-29 y.,East,Not Employed,0.33829,323,881,0.30703,0.36955
1992,30-45 y.,West,Full-Time Employment,0.62447,1763,2816,0.60658,0.64236
1992,30-45 y.,West,Regular Part-Time Employment,0.15284,401,2816,0.13955,0.16614
1992,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.01870,54,2816,0.01370,0.02371
1992,30-45 y.,West,Not Employed,0.20043,598,2816,0.18564,0.21522
1992,30-45 y.,East,Full-Time Employment,0.74267,1080,1418,0.71991,0.76543
1992,30-45 y.,East,Regular Part-Time Employment,0.05152,80,1418,0.04001,0.06303
1992,30-45 y.,East,Not Employed,0.19332,258,1418,0.17276,0.21388
1992,46-65 y.,West,Full-Time Employment,0.48006,1392,2797,0.46154,0.49858
1992,46-65 y.,West,Regular Part-Time Employment,0.09781,256,2797,0.08680,0.10883
1992,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.01778,44,2797,0.01288,0.02267
1992,46-65 y.,West,Not Employed,0.40435,1105,2797,0.38616,0.42254
1992,46-65 y.,East,Full-Time Employment,0.46385,605,1227,0.43593,0.49177
1992,46-65 y.,East,Regular Part-Time Employment,0.03367,49,1227,0.02357,0.04377
1992,46-65 y.,East,Not Employed,0.49466,573,1227,0.46668,0.52265
1992,66 and older,West,Not Employed,0.98416,1036,1036,0.97656,0.99177
1992,66 and older,East,Not Employed,0.98644,387,387,0.97491,0.99798
1993,17-29 y.,West,Full-Time Employment,0.45125,1195,2614,0.43217,0.47033
1993,17-29 y.,West,Regular Part-Time Employment,0.04313,115,2614,0.03534,0.05092
1993,17-29 y.,West,Vocational Training,0.13247,327,2614,0.11947,0.14547
1993,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.02172,50,2614,0.01613,0.02731
1993,17-29 y.,West,Not Employed,0.35102,927,2614,0.33272,0.36932
1993,17-29 y.,East,Full-Time Employment,0.46848,375,833,0.43458,0.50239
1993,17-29 y.,East,Vocational Training,0.16303,153,833,0.13793,0.18813
1993,17-29 y.,East,Not Employed,0.32546,305,833,0.29362,0.35730
1993,30-45 y.,West,Full-Time Employment,0.63174,1768,2807,0.61389,0.64958
1993,30-45 y.,West,Regular Part-Time Employment,0.14747,395,2807,0.13435,0.16058
1993,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.02345,60,2807,0.01785,0.02905
1993,30-45 y.,West,Not Employed,0.19497,584,2807,0.18031,0.20962
1993,30-45 y.,East,Full-Time Employment,0.72377,1016,1355,0.69995,0.74759
1993,30-45 y.,East,Regular Part-Time Employment,0.05992,86,1355,0.04727,0.07256
1993,30-45 y.,East,Not Employed,0.19373,253,1355,0.17268,0.21479
1993,46-65 y.,West,Full-Time Employment,0.48286,1368,2759,0.46421,0.50151
1993,46-65 y.,West,Regular Part-Time Employment,0.09494,247,2759,0.08400,0.10588
1993,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02380,56,2759,0.01811,0.02949
1993,46-65 y.,West,Not Employed,0.39787,1088,2759,0.37961,0.41614
1993,46-65 y.,East,Full-Time Employment,0.40684,531,1186,0.37887,0.43481
1993,46-65 y.,East,Regular Part-Time Employment,0.03096,41,1186,0.02110,0.04082
1993,46-65 y.,East,Not Employed,0.55963,614,1186,0.53136,0.58789
1993,66 and older,West,Not Employed,0.98093,1059,1059,0.97269,0.98917
1993,66 and older,East,Not Employed,0.99158,385,385,0.98244,1.00072
1994,17-29 y.,West,Full-Time Employment,0.44141,1127,2500,0.42194,0.46087
1994,17-29 y.,West,Regular Part-Time Employment,0.04204,103,2500,0.03417,0.04990
1994,17-29 y.,West,Vocational Training,0.11362,265,2500,0.10117,0.12606
1994,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.02279,57,2500,0.01694,0.02864
1994,17-29 y.,West,Not Employed,0.38015,948,2500,0.36112,0.39918
1994,17-29 y.,East,Full-Time Employment,0.42265,332,807,0.38855,0.45675
1994,17-29 y.,East,Vocational Training,0.16366,158,807,0.13812,0.18921
1994,17-29 y.,East,Not Employed,0.36654,317,807,0.33328,0.39981
1994,30-45 y.,West,Full-Time Employment,0.61248,1705,2792,0.59441,0.63056
1994,30-45 y.,West,Regular Part-Time Employment,0.13475,354,2792,0.12208,0.14742
1994,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.03844,96,2792,0.03131,0.04558
1994,30-45 y.,West,Not Employed,0.20937,637,2792,0.19427,0.22446
1994,30-45 y.,East,Full-Time Employment,0.71904,972,1319,0.69477,0.74330
1994,30-45 y.,East,Regular Part-Time Employment,0.07092,100,1319,0.05706,0.08478
1994,30-45 y.,East,Not Employed,0.19336,247,1319,0.17204,0.21468
1994,46-65 y.,West,Full-Time Employment,0.46953,1299,2699,0.45070,0.48836
1994,46-65 y.,West,Regular Part-Time Employment,0.09187,244,2699,0.08097,0.10277
1994,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02171,51,2699,0.01621,0.02721
1994,46-65 y.,West,Not Employed,0.41689,1105,2699,0.39828,0.43549
1994,46-65 y.,East,Full-Time Employment,0.41745,536,1179,0.38929,0.44561
1994,46-65 y.,East,Regular Part-Time Employment,0.03359,47,1179,0.02330,0.04388
1994,46-65 y.,East,Not Employed,0.54163,596,1179,0.51318,0.57009
1994,66 and older,West,Not Employed,0.98210,1070,1070,0.97415,0.99005
1994,66 and older,East,Not Employed,0.99630,397,397,0.99032,1.00228
1995,17-29 y.,West,Full-Time Employment,0.42312,1096,2522,0.40383,0.44241
1995,17-29 y.,West,Regular Part-Time Employment,0.03886,104,2522,0.03132,0.04641
1995,17-29 y.,West,Vocational Training,0.12065,280,2522,0.10794,0.13337
1995,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.02865,71,2522,0.02214,0.03517
1995,17-29 y.,West,Not Employed,0.38781,971,2522,0.36879,0.40683
1995,17-29 y.,East,Full-Time Employment,0.43970,329,821,0.40572,0.47367
1995,17-29 y.,East,Regular Part-Time Employment,0.04093,31,821,0.02737,0.05449
1995,17-29 y.,East,Vocational Training,0.16039,154,821,0.13527,0.18551
1995,17-29 y.,East,Not Employed,0.34510,307,821,0.31256,0.37764
1995,30-45 y.,West,Full-Time Employment,0.60519,1894,3151,0.58812,0.62226
1995,30-45 y.,West,Regular Part-Time Employment,0.13968,415,3151,0.12757,0.15178
1995,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.03085,99,3151,0.02481,0.03688
1995,30-45 y.,West,Not Employed,0.22207,743,3151,0.20755,0.23658
1995,30-45 y.,East,Full-Time Employment,0.72615,932,1267,0.70158,0.75071
1995,30-45 y.,East,Regular Part-Time Employment,0.08761,119,1267,0.07204,0.10319
1995,30-45 y.,East,Not Employed,0.17305,216,1267,0.15221,0.19389
1995,46-65 y.,West,Full-Time Employment,0.45729,1327,2790,0.43880,0.47578
1995,46-65 y.,West,Regular Part-Time Employment,0.08683,235,2790,0.07638,0.09729
1995,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.03229,78,2790,0.02573,0.03886
1995,46-65 y.,West,Not Employed,0.42284,1150,2790,0.40451,0.44118
1995,46-65 y.,East,Full-Time Employment,0.42427,542,1158,0.39579,0.45275
1995,46-65 y.,East,Regular Part-Time Employment,0.04654,63,1158,0.03440,0.05868
1995,46-65 y.,East,Not Employed,0.51523,553,1158,0.48643,0.54403
1995,66 and older,West,Not Employed,0.97423,1086,1086,0.96480,0.98366
1995,66 and older,East,Not Employed,0.99621,404,404,0.99021,1.00221
1996,17-29 y.,West,Full-Time Employment,0.40905,989,2329,0.38908,0.42903
1996,17-29 y.,West,Regular Part-Time Employment,0.05318,120,2329,0.04407,0.06230
1996,17-29 y.,West,Vocational Training,0.11417,248,2329,0.10125,0.12709
1996,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.03332,66,2329,0.02603,0.04061
1996,17-29 y.,West,Not Employed,0.39028,906,2329,0.37046,0.41009
1996,17-29 y.,East,Full-Time Employment,0.39575,309,824,0.36234,0.42916
1996,17-29 y.,East,Regular Part-Time Employment,0.04648,32,824,0.03209,0.06086
1996,17-29 y.,East,Vocational Training,0.15293,157,824,0.12834,0.17752
1996,17-29 y.,East,Not Employed,0.38977,326,824,0.35645,0.42309
1996,30-45 y.,West,Full-Time Employment,0.61014,1905,3159,0.59313,0.62715
1996,30-45 y.,West,Regular Part-Time Employment,0.14745,444,3159,0.13508,0.15981
1996,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.03151,98,3159,0.02542,0.03760
1996,30-45 y.,West,Not Employed,0.20590,712,3159,0.19179,0.22000
1996,30-45 y.,East,Full-Time Employment,0.70377,897,1242,0.67837,0.72918
1996,30-45 y.,East,Regular Part-Time Employment,0.08842,112,1242,0.07262,0.10421
1996,30-45 y.,East,Not Employed,0.19260,233,1242,0.17066,0.21454
1996,46-65 y.,West,Full-Time Employment,0.44754,1255,2729,0.42888,0.46620
1996,46-65 y.,West,Regular Part-Time Employment,0.09933,268,2729,0.08810,0.11055
1996,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02574,67,2729,0.01979,0.03168
1996,46-65 y.,West,Not Employed,0.42722,1139,2729,0.40866,0.44578
1996,46-65 y.,East,Full-Time Employment,0.41515,527,1162,0.38680,0.44349
1996,46-65 y.,East,Regular Part-Time Employment,0.04750,67,1162,0.03527,0.05974
1996,46-65 y.,East,Not Employed,0.52817,568,1162,0.49945,0.55688
1996,66 and older,West,Not Employed,0.97095,1094,1094,0.96100,0.98091
1996,66 and older,East,Not Employed,0.99591,415,415,0.98976,1.00206
1997,17-29 y.,West,Full-Time Employment,0.40299,917,2195,0.38246,0.42351
1997,17-29 y.,West,Regular Part-Time Employment,0.05515,99,2195,0.04560,0.06470
1997,17-29 y.,West,Vocational Training,0.11751,252,2195,0.10403,0.13098
1997,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.03387,68,2195,0.02630,0.04144
1997,17-29 y.,West,Not Employed,0.38958,859,2195,0.36917,0.40999
1997,17-29 y.,East,Full-Time Employment,0.38557,315,804,0.35191,0.41924
1997,17-29 y.,East,Vocational Training,0.13656,141,804,0.11280,0.16031
1997,17-29 y.,East,Not Employed,0.43041,348,804,0.39616,0.46466
1997,30-45 y.,West,Full-Time Employment,0.61191,1915,3162,0.59492,0.62890
1997,30-45 y.,West,Regular Part-Time Employment,0.13542,417,3162,0.12349,0.14734
1997,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.02987,95,3162,0.02393,0.03580
1997,30-45 y.,West,Not Employed,0.21945,735,3162,0.20502,0.23388
1997,30-45 y.,East,Full-Time Employment,0.69377,835,1167,0.66731,0.72023
1997,30-45 y.,East,Regular Part-Time Employment,0.09068,102,1167,0.07420,0.10717
1997,30-45 y.,East,Not Employed,0.19635,230,1167,0.17355,0.21915
1997,46-65 y.,West,Full-Time Employment,0.43875,1189,2677,0.41995,0.45755
1997,46-65 y.,West,Regular Part-Time Employment,0.10455,273,2677,0.09296,0.11614
1997,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.01881,54,2677,0.01366,0.02395
1997,46-65 y.,West,Not Employed,0.43790,1161,2677,0.41910,0.45669
1997,46-65 y.,East,Full-Time Employment,0.40128,538,1160,0.37306,0.42950
1997,46-65 y.,East,Regular Part-Time Employment,0.04978,69,1160,0.03726,0.06230
1997,46-65 y.,East,Not Employed,0.53869,553,1160,0.50999,0.56739
1997,66 and older,West,Not Employed,0.97565,1113,1113,0.96660,0.98471
1997,66 and older,East,Not Employed,0.99104,432,432,0.98215,0.99994
1998,17-29 y.,West,Full-Time Employment,0.38836,923,2290,0.36840,0.40833
1998,17-29 y.,West,Regular Part-Time Employment,0.04311,95,2290,0.03479,0.05143
1998,17-29 y.,West,Vocational Training,0.12482,281,2290,0.11128,0.13836
1998,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.03233,60,2290,0.02508,0.03958
1998,17-29 y.,West,Not Employed,0.40890,931,2290,0.38876,0.42904
1998,17-29 y.,East,Full-Time Employment,0.37506,316,835,0.34220,0.40791
1998,17-29 y.,East,Vocational Training,0.16409,167,835,0.13895,0.18922
1998,17-29 y.,East,Not Employed,0.40358,352,835,0.37029,0.43688
1998,30-45 y.,West,Full-Time Employment,0.60623,2166,3552,0.59016,0.62230
1998,30-45 y.,West,Regular Part-Time Employment,0.14632,470,3552,0.13469,0.15794
1998,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.02766,116,3552,0.02226,0.03305
1998,30-45 y.,West,Not Employed,0.21288,800,3552,0.19941,0.22634
1998,30-45 y.,East,Full-Time Employment,0.68785,866,1228,0.66192,0.71377
1998,30-45 y.,East,Regular Part-Time Employment,0.07725,103,1228,0.06231,0.09219
1998,30-45 y.,East,Not Employed,0.21627,259,1228,0.19323,0.23931
1998,46-65 y.,West,Full-Time Employment,0.44840,1385,3118,0.43094,0.46586
1998,46-65 y.,West,Regular Part-Time Employment,0.10331,329,3118,0.09262,0.11399
1998,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02084,72,3118,0.01583,0.02586
1998,46-65 y.,West,Not Employed,0.42629,1332,3118,0.40893,0.44366
1998,46-65 y.,East,Full-Time Employment,0.39136,556,1256,0.36436,0.41837
1998,46-65 y.,East,Regular Part-Time Employment,0.05601,79,1256,0.04329,0.06873
1998,46-65 y.,East,Not Employed,0.54069,621,1256,0.51312,0.56827
1998,66 and older,West,Not Employed,0.97776,1344,1344,0.96988,0.98565
1998,66 and older,East,Not Employed,0.99178,470,470,0.98361,0.99995
1999,17-29 y.,West,Full-Time Employment,0.38881,865,2136,0.36813,0.40949
1999,17-29 y.,West,Regular Part-Time Employment,0.04534,106,2136,0.03651,0.05416
1999,17-29 y.,West,Vocational Training,0.13321,267,2136,0.11880,0.14762
1999,17-29 y.,West,"Marginal, Irregular Part-Time Employment",0.05713,106,2136,0.04728,0.06697
1999,17-29 y.,West,Not Employed,0.37398,792,2136,0.35345,0.39450
1999,17-29 y.,East,Full-Time Employment,0.37604,304,786,0.34216,0.40993
1999,17-29 y.,East,Vocational Training,0.15488,150,786,0.12957,0.18019
1999,17-29 y.,East,Not Employed,0.40391,332,786,0.36959,0.43824
1999,30-45 y.,West,Full-Time Employment,0.61884,2148,3464,0.60266,0.63501
1999,30-45 y.,West,Regular Part-Time Employment,0.13534,456,3464,0.12395,0.14673
1999,30-45 y.,West,"Marginal, Irregular Part-Time Employment",0.05076,167,3464,0.04345,0.05807
1999,30-45 y.,West,Not Employed,0.18908,693,3464,0.17603,0.20212
1999,30-45 y.,East,Full-Time Employment,0.69677,854,1197,0.67072,0.72282
1999,30-45 y.,East,Regular Part-Time Employment,0.09495,123,1197,0.07834,0.11157
1999,30-45 y.,East,Not Employed,0.18347,220,1197,0.16154,0.20541
1999,46-65 y.,West,Full-Time Employment,0.45298,1300,2945,0.43500,0.47097
1999,46-65 y.,West,Regular Part-Time Employment,0.10477,314,2945,0.09370,0.11583
1999,46-65 y.,West,"Marginal, Irregular Part-Time Employment",0.02990,88,2945,0.02375,0.03605
1999,46-65 y.,West,Not Employed,0.41045,1243,2945,0.39268,0.42822
1999,46-65 y.,East,Full-Time Employment,0.40629,557,1217,0.37869,0.43390
1999,46-65 y.,East,Regular Part-Time Employment,0.05836,78,1217,0.04518,0.07153
1999,46-65 y.,East,Not Employed,0.51388,582,1217,0.48579,0.54197
1999,66 and older,West,Not Employed,0.97029,1275,1275,0.96097,0.97961
1999,66 and older,East,Not Employed,0.99205,479,479,0.98409,1.00001
2000,17-29 y.,West,Full-Time Employment,0.40057,1259,3371,0.38402,0.41711
2000,17-29 y.,West,Regular Part-Time Employment,0.05376,190,3371,0.04615,0.06138
2000,17-29 y.,West,Vocational Training,0.12429,447,3371,0.11315,0.13543
