year,bula_h,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,"Rhineland-Palatinate, Saarland",male,Full-Time Employment,0.59439,247,363,0.54381,0.64497
1985,"Rhineland-Palatinate, Saarland",male,Not Employed,0.36060,116,363,0.31113,0.41006
1985,"Rhineland-Palatinate, Saarland",female,Full-Time Employment,0.22597,98,371,0.18335,0.26858
1985,"Rhineland-Palatinate, Saarland",female,Regular Part-Time Employment,0.08744,35,371,0.05866,0.11622
1985,"Rhineland-Palatinate, Saarland",female,Not Employed,0.63639,238,371,0.58737,0.68540
1985,Baden-Wuerttemberg,male,Full-Time Employment,0.67619,743,1002,0.64720,0.70518
1985,Baden-Wuerttemberg,male,Vocational Training,0.03295,39,1002,0.02189,0.04400
1985,Baden-Wuerttemberg,male,Not Employed,0.27525,220,1002,0.24758,0.30292
1985,Baden-Wuerttemberg,female,Full-Time Employment,0.27312,331,973,0.24511,0.30113
1985,Baden-Wuerttemberg,female,Regular Part-Time Employment,0.13354,134,973,0.11216,0.15493
1985,Baden-Wuerttemberg,female,Not Employed,0.53610,508,973,0.50475,0.56745
1985,Bavaria,male,Full-Time Employment,0.65781,641,865,0.62618,0.68945
1985,Bavaria,male,Not Employed,0.29777,224,865,0.26728,0.32826
1985,Bavaria,female,Full-Time Employment,0.24664,299,972,0.21952,0.27375
1985,Bavaria,female,Regular Part-Time Employment,0.13311,140,972,0.11174,0.15447
1985,Bavaria,female,"Marginal, Irregular Part-Time Employment",0.03826,36,972,0.02619,0.05032
1985,Bavaria,female,Not Employed,0.56106,497,972,0.52984,0.59227
1985,Berlin,male,Full-Time Employment,0.64679,114,165,0.57364,0.71994
1985,Berlin,male,Not Employed,0.29915,51,165,0.22907,0.36923
1985,Berlin,female,Full-Time Employment,0.28432,66,153,0.21261,0.35603
1985,Berlin,female,Not Employed,0.55108,87,153,0.47201,0.63015
1986,Schleswig-Holstein,male,Full-Time Employment,0.67105,109,149,0.59535,0.74675
1986,Schleswig-Holstein,male,Not Employed,0.26742,40,149,0.19611,0.33873
1986,Schleswig-Holstein,female,Full-Time Employment,0.24872,42,130,0.17412,0.32331
1986,Schleswig-Holstein,female,Not Employed,0.56613,88,130,0.48061,0.65166
1986,Hamburg,male,Full-Time Employment,0.57777,80,121,0.48939,0.66614
1986,Hamburg,male,Not Employed,0.37181,41,121,0.28534,0.45828
1986,Hamburg,female,Full-Time Employment,0.26234,37,109,0.17937,0.34531
1986,Hamburg,female,Not Employed,0.62096,72,109,0.52946,0.71246
1986,Lower Saxony,male,Full-Time Employment,0.58321,338,507,0.54025,0.62617
1986,Lower Saxony,male,Not Employed,0.35194,169,507,0.31033,0.39355
1986,Lower Saxony,female,Full-Time Employment,0.19898,125,517,0.16453,0.23343
1986,Lower Saxony,female,Regular Part-Time Employment,0.10530,65,517,0.07881,0.13178
1986,Lower Saxony,female,Not Employed,0.61771,327,517,0.57578,0.65964
1986,Bremen,female,Not Employed,0.74590,39,39,0.60748,0.88432
1986,North Rhine-Westphalia,male,Full-Time Employment,0.61240,943,1385,0.58674,0.63807
1986,North Rhine-Westphalia,male,Vocational Training,0.03841,57,1385,0.02829,0.04854
1986,North Rhine-Westphalia,male,Not Employed,0.32081,385,1385,0.29622,0.34540
1986,North Rhine-Westphalia,female,Full-Time Employment,0.21368,344,1435,0.19246,0.23490
1986,North Rhine-Westphalia,female,Regular Part-Time Employment,0.08664,131,1435,0.07208,0.10120
1986,North Rhine-Westphalia,female,Vocational Training,0.02181,33,1435,0.01425,0.02937
1986,North Rhine-Westphalia,female,"Marginal, Irregular Part-Time Employment",0.03734,54,1435,0.02752,0.04715
1986,North Rhine-Westphalia,female,Not Employed,0.64053,873,1435,0.61570,0.66537
1986,Hesse,male,Full-Time Employment,0.60661,353,496,0.56357,0.64964
1986,Hesse,male,Not Employed,0.33379,143,496,0.29224,0.37533
1986,Hesse,female,Full-Time Employment,0.21928,144,509,0.18330,0.25526
1986,Hesse,female,Regular Part-Time Employment,0.12038,56,509,0.09208,0.14868
1986,Hesse,female,"Marginal, Irregular Part-Time Employment",0.05721,35,509,0.03702,0.07741
1986,Hesse,female,Not Employed,0.57701,274,509,0.53405,0.61997
1986,"Rhineland-Palatinate, Saarland",male,Full-Time Employment,0.59977,249,359,0.54902,0.65052
1986,"Rhineland-Palatinate, Saarland",male,Not Employed,0.35310,110,359,0.30359,0.40261
1986,"Rhineland-Palatinate, Saarland",female,Full-Time Employment,0.24164,106,373,0.19814,0.28514
1986,"Rhineland-Palatinate, Saarland",female,Regular Part-Time Employment,0.08097,31,373,0.05325,0.10869
1986,"Rhineland-Palatinate, Saarland",female,Not Employed,0.63841,236,373,0.58959,0.68724
1986,Baden-Wuerttemberg,male,Full-Time Employment,0.67122,727,988,0.64191,0.70052
1986,Baden-Wuerttemberg,male,Vocational Training,0.03746,46,988,0.02561,0.04931
1986,Baden-Wuerttemberg,male,Not Employed,0.27138,215,988,0.24364,0.29912
1986,Baden-Wuerttemberg,female,Full-Time Employment,0.27837,320,953,0.24990,0.30685
1986,Baden-Wuerttemberg,female,Regular Part-Time Employment,0.11892,115,953,0.09836,0.13949
1986,Baden-Wuerttemberg,female,"Marginal, Irregular Part-Time Employment",0.03808,39,953,0.02592,0.05023
1986,Baden-Wuerttemberg,female,Not Employed,0.53332,479,953,0.50162,0.56501
1986,Bavaria,male,Full-Time Employment,0.63894,580,835,0.60635,0.67154
1986,Bavaria,male,Vocational Training,0.03063,32,835,0.01894,0.04232
1986,Bavaria,male,Not Employed,0.31081,223,835,0.27940,0.34222
1986,Bavaria,female,Full-Time Employment,0.25766,285,897,0.22902,0.28629
1986,Bavaria,female,Regular Part-Time Employment,0.10810,108,897,0.08776,0.12843
1986,Bavaria,female,"Marginal, Irregular Part-Time Employment",0.05458,51,897,0.03970,0.06945
1986,Bavaria,female,Not Employed,0.55464,453,897,0.52210,0.58719
1986,Berlin,male,Full-Time Employment,0.70144,127,166,0.63161,0.77127
1986,Berlin,male,Not Employed,0.24186,39,166,0.17653,0.30720
1986,Berlin,female,Full-Time Employment,0.27681,56,144,0.20348,0.35014
1986,Berlin,female,Not Employed,0.58919,88,144,0.50855,0.66983
1987,Schleswig-Holstein,male,Full-Time Employment,0.65041,105,143,0.57198,0.72884
1987,Schleswig-Holstein,male,Not Employed,0.27393,38,143,0.20058,0.34728
1987,Schleswig-Holstein,female,Full-Time Employment,0.20633,39,133,0.13730,0.27537
1987,Schleswig-Holstein,female,Not Employed,0.59211,94,133,0.50827,0.67594
1987,Hamburg,male,Full-Time Employment,0.58855,69,106,0.49442,0.68268
1987,Hamburg,male,Not Employed,0.37049,37,106,0.27811,0.46286
1987,Hamburg,female,Full-Time Employment,0.23728,32,91,0.14939,0.32517
1987,Hamburg,female,Not Employed,0.57364,59,91,0.47146,0.67581
1987,Lower Saxony,male,Full-Time Employment,0.57529,330,499,0.53188,0.61870
1987,Lower Saxony,male,Not Employed,0.35410,169,499,0.31209,0.39610
1987,Lower Saxony,female,Full-Time Employment,0.20026,129,519,0.16580,0.23472
1987,Lower Saxony,female,Regular Part-Time Employment,0.14116,83,519,0.11118,0.17115
1987,Lower Saxony,female,Not Employed,0.58824,307,519,0.54585,0.63062
1987,Bremen,female,Not Employed,0.76133,38,38,0.62397,0.89868
1987,North Rhine-Westphalia,male,Full-Time Employment,0.62567,935,1389,0.60021,0.65113
1987,North Rhine-Westphalia,male,Vocational Training,0.03826,60,1389,0.02817,0.04835
1987,North Rhine-Westphalia,male,Not Employed,0.31047,394,1389,0.28613,0.33481
1987,North Rhine-Westphalia,female,Full-Time Employment,0.22456,339,1409,0.20277,0.24636
1987,North Rhine-Westphalia,female,Regular Part-Time Employment,0.10145,149,1409,0.08568,0.11722
1987,North Rhine-Westphalia,female,Vocational Training,0.02374,43,1409,0.01579,0.03169
1987,North Rhine-Westphalia,female,"Marginal, Irregular Part-Time Employment",0.02411,40,1409,0.01610,0.03212
1987,North Rhine-Westphalia,female,Not Employed,0.62614,838,1409,0.60087,0.65141
1987,Hesse,male,Full-Time Employment,0.61829,366,492,0.57532,0.66126
1987,Hesse,male,Not Employed,0.31060,126,492,0.26967,0.35153
1987,Hesse,female,Full-Time Employment,0.21190,145,492,0.17576,0.24805
1987,Hesse,female,Regular Part-Time Employment,0.13114,66,492,0.10128,0.16100
1987,Hesse,female,Not Employed,0.59592,281,492,0.55252,0.63933
1987,"Rhineland-Palatinate, Saarland",male,Full-Time Employment,0.58374,243,356,0.53246,0.63502
1987,"Rhineland-Palatinate, Saarland",male,Not Employed,0.35746,113,356,0.30760,0.40731
1987,"Rhineland-Palatinate, Saarland",female,Full-Time Employment,0.20778,90,362,0.16593,0.24964
1987,"Rhineland-Palatinate, Saarland",female,Regular Part-Time Employment,0.09008,33,362,0.06055,0.11962
1987,"Rhineland-Palatinate, Saarland",female,Not Employed,0.65337,239,362,0.60428,0.70246
1987,Baden-Wuerttemberg,male,Full-Time Employment,0.68739,711,969,0.65819,0.71660
1987,Baden-Wuerttemberg,male,Vocational Training,0.04210,52,969,0.02945,0.05476
1987,Baden-Wuerttemberg,male,Not Employed,0.24892,206,969,0.22168,0.27616
1987,Baden-Wuerttemberg,female,Full-Time Employment,0.27472,310,947,0.24627,0.30316
1987,Baden-Wuerttemberg,female,Regular Part-Time Employment,0.13280,128,947,0.11117,0.15443
1987,Baden-Wuerttemberg,female,Vocational Training,0.03424,31,947,0.02265,0.04583
1987,Baden-Wuerttemberg,female,Not Employed,0.52822,478,947,0.49640,0.56003
1987,Bavaria,male,Full-Time Employment,0.65785,572,811,0.62518,0.69052
1987,Bavaria,male,Vocational Training,0.02979,37,811,0.01808,0.04150
1987,Bavaria,male,Not Employed,0.29093,202,811,0.25966,0.32221
1987,Bavaria,female,Full-Time Employment,0.28707,295,896,0.25743,0.31671
1987,Bavaria,female,Regular Part-Time Employment,0.12438,120,896,0.10276,0.14600
1987,Bavaria,female,Vocational Training,0.03136,37,896,0.01994,0.04278
1987,Bavaria,female,"Marginal, Irregular Part-Time Employment",0.03789,35,896,0.02538,0.05040
1987,Bavaria,female,Not Employed,0.51930,409,896,0.48657,0.55204
1987,Berlin,male,Full-Time Employment,0.66795,122,171,0.59715,0.73874
1987,Berlin,male,Not Employed,0.28172,49,171,0.21410,0.34934
1987,Berlin,female,Full-Time Employment,0.31177,65,151,0.23764,0.38590
1987,Berlin,female,Not Employed,0.55569,86,151,0.47617,0.63521
1988,Schleswig-Holstein,male,Full-Time Employment,0.62456,104,147,0.54601,0.70311
1988,Schleswig-Holstein,male,Not Employed,0.32010,43,147,0.24443,0.39578
1988,Schleswig-Holstein,female,Full-Time Employment,0.20056,39,132,0.13199,0.26913
1988,Schleswig-Holstein,female,Not Employed,0.61208,93,132,0.52863,0.69552
1988,Hamburg,male,Full-Time Employment,0.66220,65,65,0.54632,0.77807
1988,Hamburg,female,Not Employed,0.58982,56,56,0.45983,0.71981
1988,Lower Saxony,male,Full-Time Employment,0.60724,326,474,0.56323,0.65125
1988,Lower Saxony,male,Not Employed,0.33173,148,474,0.28929,0.37416
1988,Lower Saxony,female,Full-Time Employment,0.20772,125,497,0.17202,0.24343
1988,Lower Saxony,female,Regular Part-Time Employment,0.13161,72,497,0.10185,0.16136
1988,Lower Saxony,female,Not Employed,0.59942,300,497,0.55630,0.64255
1988,Bremen,female,Not Employed,0.74926,39,39,0.61145,0.88707
1988,North Rhine-Westphalia,male,Full-Time Employment,0.61306,865,1317,0.58674,0.63937
1988,North Rhine-Westphalia,male,Vocational Training,0.03839,60,1317,0.02801,0.04877
1988,North Rhine-Westphalia,male,Not Employed,0.32385,392,1317,0.29857,0.34914
1988,North Rhine-Westphalia,female,Full-Time Employment,0.22789,325,1345,0.20546,0.25032
1988,North Rhine-Westphalia,female,Regular Part-Time Employment,0.10567,155,1345,0.08924,0.12211
1988,North Rhine-Westphalia,female,Vocational Training,0.02799,46,1345,0.01917,0.03681
1988,North Rhine-Westphalia,female,"Marginal, Irregular Part-Time Employment",0.03210,44,1345,0.02267,0.04152
1988,North Rhine-Westphalia,female,Not Employed,0.60635,775,1345,0.58023,0.63247
1988,Hesse,male,Full-Time Employment,0.61211,339,470,0.56801,0.65621
1988,Hesse,male,Not Employed,0.34618,131,470,0.30312,0.38924
1988,Hesse,female,Full-Time Employment,0.20205,127,468,0.16563,0.23847
1988,Hesse,female,Regular Part-Time Employment,0.13079,66,468,0.10021,0.16137
1988,Hesse,female,Not Employed,0.61533,275,468,0.57120,0.65945
1988,"Rhineland-Palatinate, Saarland",male,Full-Time Employment,0.57466,228,341,0.52211,0.62721
1988,"Rhineland-Palatinate, Saarland",male,Not Employed,0.37178,113,341,0.32041,0.42315
1988,"Rhineland-Palatinate, Saarland",female,Full-Time Employment,0.21588,88,356,0.17308,0.25868
1988,"Rhineland-Palatinate, Saarland",female,Regular Part-Time Employment,0.10000,34,356,0.06879,0.13120
1988,"Rhineland-Palatinate, Saarland",female,Not Employed,0.63697,234,356,0.58695,0.68699
1988,Baden-Wuerttemberg,male,Full-Time Employment,0.66039,667,940,0.63010,0.69069
1988,Baden-Wuerttemberg,male,Vocational Training,0.05512,59,940,0.04052,0.06972
1988,Baden-Wuerttemberg,male,Not Employed,0.27286,214,940,0.24437,0.30135
1988,Baden-Wuerttemberg,female,Full-Time Employment,0.27426,292,905,0.24518,0.30334
1988,Baden-Wuerttemberg,female,Regular Part-Time Employment,0.14830,133,905,0.12513,0.17147
1988,Baden-Wuerttemberg,female,Vocational Training,0.02984,32,905,0.01875,0.04094
1988,Baden-Wuerttemberg,female,Not Employed,0.51629,448,905,0.48371,0.54887
1988,Bavaria,male,Full-Time Employment,0.64435,541,779,0.61071,0.67799
1988,Bavaria,male,Vocational Training,0.03605,42,779,0.02295,0.04915
1988,Bavaria,male,Not Employed,0.29752,196,779,0.26540,0.32965
1988,Bavaria,female,Full-Time Employment,0.28664,276,852,0.25625,0.31702
1988,Bavaria,female,Regular Part-Time Employment,0.12353,109,852,0.10142,0.14564
1988,Bavaria,female,Vocational Training,0.03145,37,852,0.01973,0.04318
1988,Bavaria,female,"Marginal, Irregular Part-Time Employment",0.04042,34,852,0.02719,0.05365
1988,Bavaria,female,Not Employed,0.51796,396,852,0.48438,0.55153
1988,Berlin,male,Full-Time Employment,0.70088,117,155,0.62857,0.77320
1988,Berlin,male,Not Employed,0.25299,38,155,0.18433,0.32165
1988,Berlin,female,Full-Time Employment,0.34008,63,137,0.26046,0.41970
1988,Berlin,female,Not Employed,0.52835,74,137,0.44445,0.61225
1989,Schleswig-Holstein,male,Full-Time Employment,0.62832,98,138,0.54739,0.70924
1989,Schleswig-Holstein,male,Not Employed,0.30681,40,138,0.22958,0.38403
1989,Schleswig-Holstein,female,Full-Time Employment,0.22684,38,126,0.15343,0.30026
1989,Schleswig-Holstein,female,Not Employed,0.60408,88,126,0.51834,0.68981
1989,Hamburg,male,Full-Time Employment,0.66577,64,64,0.54929,0.78226
1989,Hamburg,female,Not Employed,0.53579,48,48,0.39321,0.67837
1989,Lower Saxony,male,Full-Time Employment,0.61064,310,455,0.56579,0.65550
1989,Lower Saxony,male,Not Employed,0.33641,145,455,0.29295,0.37987
1989,Lower Saxony,female,Full-Time Employment,0.22665,131,480,0.18916,0.26414
1989,Lower Saxony,female,Regular Part-Time Employment,0.12012,63,480,0.09100,0.14923
1989,Lower Saxony,female,Not Employed,0.60752,286,480,0.56379,0.65125
1989,Bremen,female,Not Employed,0.77689,40,40,0.64622,0.90756
1989,North Rhine-Westphalia,male,Full-Time Employment,0.62765,854,1271,0.60106,0.65423
1989,North Rhine-Westphalia,male,Vocational Training,0.04507,62,1271,0.03366,0.05648
1989,North Rhine-Westphalia,male,Not Employed,0.30899,355,1271,0.28358,0.33440
1989,North Rhine-Westphalia,female,Full-Time Employment,0.24572,341,1318,0.22247,0.26897
1989,North Rhine-Westphalia,female,Regular Part-Time Employment,0.09785,140,1318,0.08180,0.11390
1989,North Rhine-Westphalia,female,Vocational Training,0.02473,34,1318,0.01634,0.03312
1989,North Rhine-Westphalia,female,"Marginal, Irregular Part-Time Employment",0.03013,41,1318,0.02089,0.03936
1989,North Rhine-Westphalia,female,Not Employed,0.60158,762,1318,0.57514,0.62802
1989,Hesse,male,Full-Time Employment,0.60758,335,461,0.56295,0.65220
1989,Hesse,male,Not Employed,0.32991,126,461,0.28694,0.37288
1989,Hesse,female,Full-Time Employment,0.20163,133,469,0.16528,0.23798
1989,Hesse,female,Regular Part-Time Employment,0.14051,68,469,0.10903,0.17200
1989,Hesse,female,Not Employed,0.60633,268,469,0.56207,0.65060
1989,"Rhineland-Palatinate, Saarland",male,Full-Time Employment,0.59975,223,318,0.54582,0.65369
1989,"Rhineland-Palatinate, Saarland",male,Not Employed,0.33125,95,318,0.27943,0.38306
1989,"Rhineland-Palatinate, Saarland",female,Full-Time Employment,0.23890,90,333,0.19303,0.28477
1989,"Rhineland-Palatinate, Saarland",female,Regular Part-Time Employment,0.12084,40,333,0.08578,0.15590
1989,"Rhineland-Palatinate, Saarland",female,Not Employed,0.57902,203,333,0.52591,0.63213
1989,Baden-Wuerttemberg,male,Full-Time Employment,0.66496,651,900,0.63410,0.69581
1989,Baden-Wuerttemberg,male,Vocational Training,0.04850,47,900,0.03446,0.06255
1989,Baden-Wuerttemberg,male,Not Employed,0.27380,202,900,0.24465,0.30295
1989,Baden-Wuerttemberg,female,Full-Time Employment,0.26718,294,876,0.23786,0.29650
1989,Baden-Wuerttemberg,female,Regular Part-Time Employment,0.15323,135,876,0.12936,0.17709
1989,Baden-Wuerttemberg,female,Vocational Training,0.02831,32,876,0.01732,0.03930
1989,Baden-Wuerttemberg,female,Not Employed,0.51852,415,876,0.48541,0.55163
1989,Bavaria,male,Full-Time Employment,0.63446,539,764,0.60028,0.66863
1989,Bavaria,male,Vocational Training,0.02718,31,764,0.01564,0.03872
1989,Bavaria,male,Not Employed,0.31271,194,764,0.27982,0.34561
1989,Bavaria,female,Full-Time Employment,0.28519,270,800,0.25388,0.31650
1989,Bavaria,female,Regular Part-Time Employment,0.13980,118,800,0.11575,0.16385
1989,Bavaria,female,Vocational Training,0.03092,32,800,0.01892,0.04293
1989,Bavaria,female,Not Employed,0.51120,380,800,0.47654,0.54586
1989,Berlin,male,Full-Time Employment,0.67806,115,147,0.60227,0.75385
1989,Berlin,male,Not Employed,0.25080,32,147,0.18048,0.32111
1989,Berlin,female,Full-Time Employment,0.33201,61,139,0.25343,0.41058
1989,Berlin,female,Not Employed,0.52371,78,139,0.44038,0.60704
1990,Schleswig-Holstein,male,Full-Time Employment,0.63907,90,128,0.55554,0.72260
1990,Schleswig-Holstein,male,Not Employed,0.29633,38,128,0.21691,0.37575
1990,Schleswig-Holstein,female,Full-Time Employment,0.18745,33,110,0.11418,0.26071
1990,Schleswig-Holstein,female,Not Employed,0.56123,77,110,0.46807,0.65439
1990,Hamburg,male,Full-Time Employment,0.65861,53,53,0.52972,0.78749
1990,Hamburg,female,Not Employed,0.53612,44,44,0.38706,0.68518
1990,Lower Saxony,male,Full-Time Employment,0.60379,307,462,0.55915,0.64844
1990,Lower Saxony,male,Not Employed,0.35425,155,462,0.31059,0.39791
1990,Lower Saxony,female,Full-Time Employment,0.23106,131,462,0.19258,0.26954
1990,Lower Saxony,female,Regular Part-Time Employment,0.13893,66,462,0.10736,0.17050
1990,Lower Saxony,female,Not Employed,0.58455,265,462,0.53956,0.62953
1990,Bremen,female,Not Employed,0.72795,38,38,0.58456,0.87134
1990,North Rhine-Westphalia,male,Full-Time Employment,0.64620,829,1231,0.61948,0.67292
1990,North Rhine-Westphalia,male,Vocational Training,0.04705,62,1231,0.03521,0.05888
1990,North Rhine-Westphalia,male,Not Employed,0.28414,340,1231,0.25894,0.30935
1990,North Rhine-Westphalia,female,Full-Time Employment,0.26085,350,1294,0.23692,0.28479
1990,North Rhine-Westphalia,female,Regular Part-Time Employment,0.11932,152,1294,0.10165,0.13699
1990,North Rhine-Westphalia,female,Vocational Training,0.02075,37,1294,0.01298,0.02852
1990,North Rhine-Westphalia,female,"Marginal, Irregular Part-Time Employment",0.02003,33,1294,0.01240,0.02767
1990,North Rhine-Westphalia,female,Not Employed,0.57904,722,1294,0.55213,0.60595
1990,Hesse,male,Full-Time Employment,0.61144,330,459,0.56680,0.65608
1990,Hesse,male,Not Employed,0.32669,129,459,0.28374,0.36964
1990,Hesse,female,Full-Time Employment,0.20818,137,465,0.17124,0.24512
1990,Hesse,female,Regular Part-Time Employment,0.14432,74,465,0.11235,0.17630
1990,Hesse,female,Not Employed,0.59611,254,465,0.55147,0.64076
1990,"Rhineland-Palatinate, Saarland",male,Full-Time Employment,0.60460,212,302,0.54937,0.65984
1990,"Rhineland-Palatinate, Saarland",male,Not Employed,0.32958,90,302,0.27648,0.38269
1990,"Rhineland-Palatinate, Saarland",female,Full-Time Employment,0.19839,77,328,0.15517,0.24161
1990,"Rhineland-Palatinate, Saarland",female,Regular Part-Time Employment,0.10887,36,328,0.07511,0.14263
