year,migback,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Direct migration background,female,Full-Time Employment,0.28327,453,1312,0.25888,0.30766
1987,Direct migration background,female,Regular Part-Time Employment,0.11547,122,1312,0.09817,0.13277
1987,Direct migration background,female,Vocational Training,0.02370,35,1312,0.01546,0.03193
1987,Direct migration background,female,"Marginal, Irregular Part-Time Employment",0.02762,37,1312,0.01875,0.03649
1987,Direct migration background,female,Not Employed,0.54994,665,1312,0.52301,0.57687
1987,Indirect migration background,male,Not Employed,0.37290,32,32,0.20267,0.54313
1987,Indirect migration background,female,Not Employed,0.51005,51,51,0.37149,0.64862
1988,No migration background,male,Full-Time Employment,0.62110,2193,3418,0.60483,0.63737
1988,No migration background,male,Regular Part-Time Employment,0.00929,33,3418,0.00607,0.01251
1988,No migration background,male,Vocational Training,0.03931,173,3418,0.03279,0.04582
1988,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01211,37,3418,0.00844,0.01577
1988,No migration background,male,Not Employed,0.31820,982,3418,0.30258,0.33381
1988,No migration background,female,Full-Time Employment,0.23707,924,3663,0.22329,0.25084
1988,No migration background,female,Regular Part-Time Employment,0.12249,502,3663,0.11187,0.13311
1988,No migration background,female,Vocational Training,0.02922,134,3663,0.02377,0.03468
1988,No migration background,female,"Marginal, Irregular Part-Time Employment",0.02926,120,3663,0.02380,0.03472
1988,No migration background,female,Not Employed,0.58196,1983,3663,0.56598,0.59793
1988,Direct migration background,male,Full-Time Employment,0.68395,1047,1391,0.65951,0.70839
1988,Direct migration background,male,Vocational Training,0.02059,49,1391,0.01312,0.02805
1988,Direct migration background,male,Not Employed,0.28478,295,1391,0.26106,0.30851
1988,Direct migration background,female,Full-Time Employment,0.28274,416,1261,0.25787,0.30761
1988,Direct migration background,female,Regular Part-Time Employment,0.11251,125,1261,0.09506,0.12996
1988,Direct migration background,female,Vocational Training,0.02285,40,1261,0.01460,0.03111
1988,Direct migration background,female,"Marginal, Irregular Part-Time Employment",0.03416,35,1261,0.02413,0.04419
1988,Direct migration background,female,Not Employed,0.54773,645,1261,0.52025,0.57521
1988,Indirect migration background,male,Full-Time Employment,0.40792,37,76,0.29670,0.51915
1988,Indirect migration background,male,Not Employed,0.38749,39,76,0.27723,0.49775
1988,Indirect migration background,female,Not Employed,0.50689,62,62,0.38143,0.63236
1989,No migration background,male,Full-Time Employment,0.62642,2149,3295,0.60990,0.64294
1989,No migration background,male,Regular Part-Time Employment,0.01057,32,3295,0.00708,0.01406
1989,No migration background,male,Vocational Training,0.04059,157,3295,0.03385,0.04733
1989,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01103,34,3295,0.00746,0.01459
1989,No migration background,male,Not Employed,0.31140,923,3295,0.29558,0.32721
1989,No migration background,female,Full-Time Employment,0.24821,935,3523,0.23395,0.26248
1989,No migration background,female,Regular Part-Time Employment,0.12601,497,3523,0.11505,0.13697
1989,No migration background,female,Vocational Training,0.02659,118,3523,0.02128,0.03190
1989,No migration background,female,"Marginal, Irregular Part-Time Employment",0.02808,117,3523,0.02262,0.03354
1989,No migration background,female,Not Employed,0.57110,1856,3523,0.55476,0.58745
1989,Direct migration background,male,Full-Time Employment,0.68479,1023,1327,0.65978,0.70979
1989,Direct migration background,male,Vocational Training,0.01413,41,1327,0.00778,0.02049
1989,Direct migration background,male,Not Employed,0.28334,263,1327,0.25908,0.30759
1989,Direct migration background,female,Full-Time Employment,0.28369,426,1220,0.25839,0.30900
1989,Direct migration background,female,Regular Part-Time Employment,0.10128,120,1220,0.08434,0.11821
1989,Direct migration background,female,"Marginal, Irregular Part-Time Employment",0.03309,31,1220,0.02305,0.04314
1989,Direct migration background,female,Not Employed,0.56987,643,1220,0.54207,0.59766
1989,Indirect migration background,male,Full-Time Employment,0.31386,44,95,0.22005,0.40768
1989,Indirect migration background,male,Not Employed,0.52650,51,95,0.42557,0.62744
1989,Indirect migration background,female,Full-Time Employment,0.20587,37,106,0.12853,0.28320
1989,Indirect migration background,female,Not Employed,0.47245,69,106,0.37695,0.56794
1990,No migration background,male,Full-Time Employment,0.66090,3730,5230,0.64807,0.67374
1990,No migration background,male,Regular Part-Time Employment,0.01254,60,5230,0.00952,0.01556
1990,No migration background,male,Vocational Training,0.03818,212,5230,0.03298,0.04337
1990,No migration background,male,"Marginal, Irregular Part-Time Employment",0.00753,33,5230,0.00518,0.00987
1990,No migration background,male,Not Employed,0.28085,1195,5230,0.26867,0.29303
1990,No migration background,female,Full-Time Employment,0.29534,2057,5687,0.28348,0.30720
1990,No migration background,female,Regular Part-Time Employment,0.14111,900,5687,0.13206,0.15015
1990,No migration background,female,Vocational Training,0.02330,159,5687,0.01938,0.02722
1990,No migration background,female,"Marginal, Irregular Part-Time Employment",0.02374,118,5687,0.01978,0.02770
1990,No migration background,female,Not Employed,0.51651,2453,5687,0.50352,0.52950
1990,Direct migration background,male,Full-Time Employment,0.68653,1041,1373,0.66198,0.71108
1990,Direct migration background,male,Vocational Training,0.02401,38,1373,0.01591,0.03211
1990,Direct migration background,male,Not Employed,0.26816,294,1373,0.24472,0.29160
1990,Direct migration background,female,Full-Time Employment,0.30133,459,1237,0.27574,0.32691
1990,Direct migration background,female,Regular Part-Time Employment,0.12555,137,1237,0.10708,0.14402
1990,Direct migration background,female,Not Employed,0.54831,641,1237,0.52056,0.57605
1990,Indirect migration background,male,Full-Time Employment,0.34171,56,112,0.25348,0.42994
1990,Indirect migration background,male,Not Employed,0.46323,56,112,0.37046,0.55599
1990,Indirect migration background,female,Full-Time Employment,0.22645,41,113,0.14893,0.30396
1990,Indirect migration background,female,Not Employed,0.48232,72,113,0.38978,0.57487
1991,No migration background,male,Full-Time Employment,0.64205,3478,5093,0.62888,0.65522
1991,No migration background,male,Regular Part-Time Employment,0.01385,61,5093,0.01064,0.01705
1991,No migration background,male,Vocational Training,0.03520,202,5093,0.03014,0.04026
1991,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01100,46,5093,0.00813,0.01386
1991,No migration background,male,Not Employed,0.29791,1306,5093,0.28535,0.31047
1991,No migration background,female,Full-Time Employment,0.28371,1899,5522,0.27182,0.29560
1991,No migration background,female,Regular Part-Time Employment,0.12945,744,5522,0.12059,0.13830
1991,No migration background,female,Vocational Training,0.02666,174,5522,0.02241,0.03091
1991,No migration background,female,"Marginal, Irregular Part-Time Employment",0.02946,148,5522,0.02500,0.03392
1991,No migration background,female,Not Employed,0.53073,2557,5522,0.51756,0.54389
1991,Direct migration background,male,Full-Time Employment,0.69069,1018,1337,0.66590,0.71547
1991,Direct migration background,male,Vocational Training,0.02494,38,1337,0.01658,0.03330
1991,Direct migration background,male,Not Employed,0.26024,281,1337,0.23671,0.28377
1991,Direct migration background,female,Full-Time Employment,0.30338,453,1204,0.27740,0.32935
1991,Direct migration background,female,Regular Part-Time Employment,0.11666,140,1204,0.09852,0.13480
1991,Direct migration background,female,Not Employed,0.53637,611,1204,0.50819,0.56455
1991,Indirect migration background,male,Full-Time Employment,0.38622,66,167,0.31215,0.46029
1991,Indirect migration background,male,Vocational Training,0.21762,41,167,0.15485,0.28040
1991,Indirect migration background,male,Not Employed,0.35032,60,167,0.27774,0.42289
1991,Indirect migration background,female,Full-Time Employment,0.21972,45,152,0.15368,0.28577
1991,Indirect migration background,female,Vocational Training,0.14469,32,152,0.08858,0.20080
1991,Indirect migration background,female,Not Employed,0.41184,75,152,0.33334,0.49034
1992,No migration background,male,Full-Time Employment,0.62243,3259,4934,0.60890,0.63595
1992,No migration background,male,Regular Part-Time Employment,0.01373,52,4934,0.01048,0.01698
1992,No migration background,male,Vocational Training,0.02970,177,4934,0.02497,0.03444
1992,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01262,54,4934,0.00951,0.01574
1992,No migration background,male,Not Employed,0.32152,1392,4934,0.30849,0.33455
1992,No migration background,female,Full-Time Employment,0.27164,1760,5425,0.25981,0.28348
1992,No migration background,female,Regular Part-Time Employment,0.12817,705,5425,0.11927,0.13707
1992,No migration background,female,Vocational Training,0.02567,169,5425,0.02146,0.02987
1992,No migration background,female,"Marginal, Irregular Part-Time Employment",0.01869,99,5425,0.01509,0.02230
1992,No migration background,female,Not Employed,0.55583,2692,5425,0.54261,0.56905
1992,Direct migration background,male,Full-Time Employment,0.65583,961,1297,0.62996,0.68169
1992,Direct migration background,male,Vocational Training,0.03011,36,1297,0.02081,0.03941
1992,Direct migration background,male,Not Employed,0.28881,300,1297,0.26413,0.31348
1992,Direct migration background,female,Full-Time Employment,0.29363,402,1191,0.26775,0.31951
1992,Direct migration background,female,Regular Part-Time Employment,0.12702,146,1191,0.10810,0.14594
1992,Direct migration background,female,Not Employed,0.55308,643,1191,0.52483,0.58133
1992,Indirect migration background,male,Full-Time Employment,0.34442,70,199,0.27823,0.41061
1992,Indirect migration background,male,Vocational Training,0.23475,46,199,0.17572,0.29379
1992,Indirect migration background,male,Not Employed,0.38663,83,199,0.31880,0.45446
1992,Indirect migration background,female,Full-Time Employment,0.18482,52,176,0.12731,0.24233
1992,Indirect migration background,female,Vocational Training,0.14512,35,176,0.09293,0.19730
1992,Indirect migration background,female,Not Employed,0.48016,89,176,0.40614,0.55419
1993,No migration background,male,Full-Time Employment,0.61200,3143,4843,0.59827,0.62572
1993,No migration background,male,Regular Part-Time Employment,0.01243,47,4843,0.00931,0.01555
1993,No migration background,male,Vocational Training,0.03276,182,4843,0.02775,0.03778
1993,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01044,45,4843,0.00757,0.01330
1993,No migration background,male,Not Employed,0.33237,1426,4843,0.31910,0.34564
1993,No migration background,female,Full-Time Employment,0.26478,1670,5315,0.25292,0.27664
1993,No migration background,female,Regular Part-Time Employment,0.13160,699,5315,0.12251,0.14069
1993,No migration background,female,Vocational Training,0.02591,172,5315,0.02164,0.03018
1993,No migration background,female,"Marginal, Irregular Part-Time Employment",0.02634,129,5315,0.02203,0.03064
1993,No migration background,female,Not Employed,0.55138,2645,5315,0.53800,0.56475
1993,Direct migration background,male,Full-Time Employment,0.65254,900,1241,0.62603,0.67904
1993,Direct migration background,male,Not Employed,0.30907,341,1241,0.28335,0.33479
1993,Direct migration background,female,Full-Time Employment,0.30621,395,1158,0.27965,0.33277
1993,Direct migration background,female,Regular Part-Time Employment,0.11775,143,1158,0.09918,0.13633
1993,Direct migration background,female,Not Employed,0.55160,620,1158,0.52295,0.58026
1993,Indirect migration background,male,Full-Time Employment,0.34056,92,233,0.27958,0.40154
1993,Indirect migration background,male,Vocational Training,0.27353,61,233,0.21617,0.33090
1993,Indirect migration background,male,Not Employed,0.35329,80,233,0.29178,0.41479
1993,Indirect migration background,female,Full-Time Employment,0.21046,61,213,0.15558,0.26533
1993,Indirect migration background,female,Vocational Training,0.19803,49,213,0.14439,0.25168
1993,Indirect migration background,female,Not Employed,0.48639,103,213,0.41911,0.55367
1994,No migration background,male,Full-Time Employment,0.60687,3070,4761,0.59299,0.62075
1994,No migration background,male,Regular Part-Time Employment,0.01272,48,4761,0.00954,0.01591
1994,No migration background,male,Vocational Training,0.02957,157,4761,0.02476,0.03438
1994,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01124,46,4761,0.00825,0.01424
1994,No migration background,male,Not Employed,0.33959,1440,4761,0.32614,0.35305
1994,No migration background,female,Full-Time Employment,0.25592,1597,5265,0.24414,0.26771
1994,No migration background,female,Regular Part-Time Employment,0.12640,678,5265,0.11743,0.13538
1994,No migration background,female,Vocational Training,0.02143,164,5265,0.01752,0.02534
1994,No migration background,female,"Marginal, Irregular Part-Time Employment",0.02815,148,5265,0.02369,0.03262
1994,No migration background,female,Not Employed,0.56809,2678,5265,0.55471,0.58147
1994,Direct migration background,male,Full-Time Employment,0.58782,801,1172,0.55963,0.61601
1994,Direct migration background,male,Not Employed,0.37605,371,1172,0.34830,0.40379
1994,Direct migration background,female,Full-Time Employment,0.28563,347,1109,0.25903,0.31222
1994,Direct migration background,female,Regular Part-Time Employment,0.11798,133,1109,0.09898,0.13697
1994,Direct migration background,female,Not Employed,0.56088,629,1109,0.53165,0.59010
1994,Indirect migration background,male,Full-Time Employment,0.41528,103,238,0.35255,0.47802
1994,Indirect migration background,male,Vocational Training,0.17935,47,238,0.13051,0.22820
1994,Indirect migration background,male,Not Employed,0.36582,88,238,0.30449,0.42714
1994,Indirect migration background,female,Full-Time Employment,0.17921,65,223,0.12876,0.22967
1994,Indirect migration background,female,Vocational Training,0.17989,47,223,0.12936,0.23042
1994,Indirect migration background,female,Not Employed,0.50989,111,223,0.44413,0.57565
1995,No migration background,male,Full-Time Employment,0.60474,3088,4751,0.59084,0.61864
1995,No migration background,male,Regular Part-Time Employment,0.01657,57,4751,0.01294,0.02020
1995,No migration background,male,Vocational Training,0.02974,162,4751,0.02491,0.03457
1995,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01259,55,4751,0.00942,0.01576
1995,No migration background,male,Not Employed,0.33636,1389,4751,0.32293,0.34980
1995,No migration background,female,Full-Time Employment,0.25334,1596,5249,0.24157,0.26511
1995,No migration background,female,Regular Part-Time Employment,0.12907,725,5249,0.12000,0.13814
1995,No migration background,female,Vocational Training,0.02061,158,5249,0.01676,0.02445
1995,No migration background,female,"Marginal, Irregular Part-Time Employment",0.03236,164,5249,0.02757,0.03714
1995,No migration background,female,Not Employed,0.56463,2606,5249,0.55122,0.57805
1995,Direct migration background,male,Full-Time Employment,0.56379,899,1387,0.53769,0.58990
1995,Direct migration background,male,Vocational Training,0.02329,32,1387,0.01535,0.03123
1995,Direct migration background,male,Not Employed,0.39481,456,1387,0.36908,0.42055
1995,Direct migration background,female,Full-Time Employment,0.24361,372,1354,0.22074,0.26648
1995,Direct migration background,female,Regular Part-Time Employment,0.11132,157,1354,0.09456,0.12807
1995,Direct migration background,female,"Marginal, Irregular Part-Time Employment",0.04013,44,1354,0.02967,0.05059
1995,Direct migration background,female,Not Employed,0.59401,781,1354,0.56784,0.62017
1995,Indirect migration background,male,Full-Time Employment,0.36853,102,236,0.30685,0.43021
1995,Indirect migration background,male,Vocational Training,0.18118,48,236,0.13193,0.23042
1995,Indirect migration background,male,Not Employed,0.36380,86,236,0.30229,0.42531
1995,Indirect migration background,female,Full-Time Employment,0.22519,75,223,0.17024,0.28014
1995,Indirect migration background,female,Vocational Training,0.15234,36,223,0.10507,0.19961
1995,Indirect migration background,female,Not Employed,0.50278,112,223,0.43701,0.56856
1996,No migration background,male,Full-Time Employment,0.59655,3018,4720,0.58255,0.61054
1996,No migration background,male,Regular Part-Time Employment,0.02150,81,4720,0.01736,0.02564
1996,No migration background,male,Vocational Training,0.02784,162,4720,0.02315,0.03254
1996,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01153,45,4720,0.00849,0.01458
1996,No migration background,male,Not Employed,0.34258,1414,4720,0.32904,0.35612
1996,No migration background,female,Full-Time Employment,0.24737,1539,5187,0.23563,0.25912
1996,No migration background,female,Regular Part-Time Employment,0.13996,756,5187,0.13052,0.14941
1996,No migration background,female,Vocational Training,0.01829,144,5187,0.01464,0.02194
1996,No migration background,female,"Marginal, Irregular Part-Time Employment",0.03182,167,5187,0.02705,0.03660
1996,No migration background,female,Not Employed,0.56255,2581,5187,0.54905,0.57605
1996,Direct migration background,male,Full-Time Employment,0.55750,808,1249,0.52994,0.58505
1996,Direct migration background,male,Not Employed,0.39027,441,1249,0.36321,0.41734
1996,Direct migration background,female,Full-Time Employment,0.22126,332,1269,0.19841,0.24411
1996,Direct migration background,female,Regular Part-Time Employment,0.12855,176,1269,0.11013,0.14698
1996,Direct migration background,female,"Marginal, Irregular Part-Time Employment",0.03145,31,1269,0.02185,0.04106
1996,Direct migration background,female,Not Employed,0.60353,730,1269,0.57661,0.63046
1996,Indirect migration background,male,Full-Time Employment,0.38554,117,255,0.32568,0.44539
1996,Indirect migration background,male,Vocational Training,0.17640,44,255,0.12952,0.22327
1996,Indirect migration background,male,Not Employed,0.40481,94,255,0.34445,0.46518
1996,Indirect migration background,female,Full-Time Employment,0.22390,81,248,0.17192,0.27589
1996,Indirect migration background,female,Vocational Training,0.13107,34,248,0.08898,0.17316
1996,Indirect migration background,female,Not Employed,0.50764,133,248,0.44530,0.56999
1997,No migration background,male,Full-Time Employment,0.58193,2913,4670,0.56778,0.59608
1997,No migration background,male,Regular Part-Time Employment,0.02148,72,4670,0.01732,0.02563
1997,No migration background,male,Vocational Training,0.02559,163,4670,0.02106,0.03012
1997,No migration background,male,"Marginal, Irregular Part-Time Employment",0.00953,44,4670,0.00674,0.01231
1997,No migration background,male,Not Employed,0.36148,1478,4670,0.34770,0.37526
1997,No migration background,female,Full-Time Employment,0.24658,1528,5121,0.23477,0.25839
1997,No migration background,female,Regular Part-Time Employment,0.13436,721,5121,0.12502,0.14370
1997,No migration background,female,Vocational Training,0.01647,129,5121,0.01298,0.01995
1997,No migration background,female,"Marginal, Irregular Part-Time Employment",0.03039,164,5121,0.02569,0.03509
1997,No migration background,female,Not Employed,0.57221,2579,5121,0.55866,0.58576
1997,Direct migration background,male,Full-Time Employment,0.56684,769,1202,0.53881,0.59486
1997,Direct migration background,male,Not Employed,0.38980,433,1202,0.36222,0.41739
1997,Direct migration background,female,Full-Time Employment,0.22242,309,1176,0.19864,0.24620
1997,Direct migration background,female,Regular Part-Time Employment,0.13148,147,1176,0.11216,0.15081
1997,Direct migration background,female,Not Employed,0.60566,720,1176,0.57771,0.63360
1997,Indirect migration background,male,Full-Time Employment,0.37628,131,275,0.31892,0.43365
1997,Indirect migration background,male,Vocational Training,0.17032,44,275,0.12581,0.21484
1997,Indirect migration background,male,Not Employed,0.38211,100,275,0.32457,0.43964
1997,Indirect migration background,female,Full-Time Employment,0.22091,73,270,0.17133,0.27049
1997,Indirect migration background,female,Regular Part-Time Employment,0.13818,31,270,0.09694,0.17942
1997,Indirect migration background,female,Vocational Training,0.16609,45,270,0.12161,0.21056
1997,Indirect migration background,female,Not Employed,0.44500,121,270,0.38561,0.50439
1998,No migration background,male,Full-Time Employment,0.57587,3273,5367,0.56265,0.58910
1998,No migration background,male,Regular Part-Time Employment,0.02161,86,5367,0.01772,0.02550
1998,No migration background,male,Vocational Training,0.03022,203,5367,0.02564,0.03480
1998,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01453,74,5367,0.01133,0.01773
1998,No migration background,male,Not Employed,0.35694,1731,5367,0.34412,0.36976
1998,No migration background,female,Full-Time Employment,0.24125,1699,5868,0.23030,0.25219
1998,No migration background,female,Regular Part-Time Employment,0.13773,832,5868,0.12891,0.14655
1998,No migration background,female,Vocational Training,0.01601,136,5868,0.01279,0.01922
1998,No migration background,female,"Marginal, Irregular Part-Time Employment",0.02771,188,5868,0.02351,0.03191
1998,No migration background,female,Not Employed,0.57634,3013,5868,0.56369,0.58898
1998,Direct migration background,male,Full-Time Employment,0.56718,741,1166,0.53873,0.59563
1998,Direct migration background,male,Not Employed,0.38751,425,1166,0.35954,0.41549
1998,Direct migration background,female,Full-Time Employment,0.24497,291,1134,0.21993,0.27001
1998,Direct migration background,female,Regular Part-Time Employment,0.13277,146,1134,0.11302,0.15253
1998,Direct migration background,female,Not Employed,0.57935,697,1134,0.55060,0.60809
1998,Indirect migration background,male,Full-Time Employment,0.37948,134,298,0.32429,0.43467
1998,Indirect migration background,male,Vocational Training,0.15261,46,298,0.11172,0.19351
1998,Indirect migration background,male,Not Employed,0.43594,118,298,0.37954,0.49234
1998,Indirect migration background,female,Full-Time Employment,0.27132,85,253,0.21642,0.32622
1998,Indirect migration background,female,Vocational Training,0.13144,43,253,0.08972,0.17316
1998,Indirect migration background,female,Not Employed,0.47060,125,253,0.40897,0.53222
1999,No migration background,male,Full-Time Employment,0.57955,3208,5191,0.56612,0.59298
1999,No migration background,male,Regular Part-Time Employment,0.02266,96,5191,0.01861,0.02671
1999,No migration background,male,Vocational Training,0.02753,179,5191,0.02308,0.03198
1999,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01672,89,5191,0.01323,0.02020
1999,No migration background,male,Not Employed,0.35227,1619,5191,0.33927,0.36526
1999,No migration background,female,Full-Time Employment,0.24664,1658,5663,0.23542,0.25787
1999,No migration background,female,Regular Part-Time Employment,0.13597,837,5663,0.12704,0.14490
1999,No migration background,female,Vocational Training,0.01945,144,5663,0.01585,0.02304
1999,No migration background,female,"Marginal, Irregular Part-Time Employment",0.04811,271,5663,0.04254,0.05369
1999,No migration background,female,Not Employed,0.54873,2753,5663,0.53577,0.56169
1999,Direct migration background,male,Full-Time Employment,0.57499,678,1061,0.54523,0.60475
1999,Direct migration background,male,Not Employed,0.37103,383,1061,0.34195,0.40011
1999,Direct migration background,female,Full-Time Employment,0.24194,259,1078,0.21636,0.26751
1999,Direct migration background,female,Regular Part-Time Employment,0.13479,141,1078,0.11440,0.15519
1999,Direct migration background,female,"Marginal, Irregular Part-Time Employment",0.04793,44,1078,0.03517,0.06069
1999,Direct migration background,female,Not Employed,0.56102,634,1078,0.53138,0.59066
1999,Indirect migration background,male,Full-Time Employment,0.39562,142,289,0.33915,0.45210
1999,Indirect migration background,male,Vocational Training,0.18223,52,289,0.13764,0.22681
1999,Indirect migration background,male,Not Employed,0.34448,95,289,0.28960,0.39936
1999,Indirect migration background,female,Full-Time Employment,0.31206,98,264,0.25607,0.36806
1999,Indirect migration background,female,Vocational Training,0.10732,34,264,0.06991,0.14473
1999,Indirect migration background,female,Not Employed,0.46987,132,264,0.40956,0.53019
2000,No migration background,male,Full-Time Employment,0.58194,5708,9546,0.57204,0.59184
2000,No migration background,male,Regular Part-Time Employment,0.02147,172,9546,0.01856,0.02438
2000,No migration background,male,Vocational Training,0.02572,294,9546,0.02254,0.02890
2000,No migration background,male,"Marginal, Irregular Part-Time Employment",0.01884,153,9546,0.01612,0.02157
2000,No migration background,male,Not Employed,0.35065,3219,9546,0.34108,0.36022
2000,No migration background,female,Full-Time Employment,0.23862,2683,10414,0.23043,0.24681
2000,No migration background,female,Regular Part-Time Employment,0.15281,1723,10414,0.14590,0.15972
2000,No migration background,female,Vocational Training,0.01884,250,10414,0.01623,0.02145
2000,No migration background,female,"Marginal, Irregular Part-Time Employment",0.04546,484,10414,0.04146,0.04946
