year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2016,Rural regions,Owner,120,1.07473,0.98590,1.13939,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2016,Rural regions,Tenant,123,1.03189,0.99511,1.05528,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2017,Urban regions,Owner,149,1.04594,0.99224,1.08156,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2017,Urban regions,Tenant,283,1.03370,1.01426,1.05606,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2017,Rural regions,Owner,144,1.06031,1.00463,1.10023,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2017,Rural regions,Tenant,152,1.02843,0.99913,1.05118,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2018,Urban regions,Owner,153,1.06124,1.00938,1.10053,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2018,Urban regions,Tenant,406,1.02796,1.00915,1.04277,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2018,Rural regions,Owner,126,1.07718,1.00731,1.12513,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2018,Rural regions,Tenant,177,1.03544,0.99842,1.06197,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2019,Urban regions,Owner,181,1.05556,1.00733,1.09172,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2019,Urban regions,Tenant,354,1.03754,1.01493,1.05725,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2019,Rural regions,Owner,123,1.13507,1.03565,1.23090,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2019,Rural regions,Tenant,154,1.02965,0.99985,1.05169,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2020,Urban regions,Owner,166,1.02570,1.00165,1.04546,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2020,Urban regions,Tenant,368,1.05138,1.01689,1.07609,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2020,Rural regions,Owner,127,1.11909,1.02618,1.20360,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2020,Rural regions,Tenant,165,1.03822,0.99589,1.06457,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2021,Urban regions,Owner,137,1.05713,1.00553,1.09101,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2021,Urban regions,Tenant,303,1.05460,1.00837,1.09448,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2021,Rural regions,Owner,105,1.03821,0.98524,1.07020,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
2021,Rural regions,Tenant,135,1.08114,0.99768,1.13854,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
