year,bula_h,hhtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,Single-person household,Yes,0.40242,70,186,0.33176,0.47309
1984,Bavaria,Single-person household,No,0.56752,116,186,0.49613,0.63891
1984,Bavaria,Couple without children,Yes,0.61558,141,233,0.55298,0.67818
1984,Bavaria,Couple without children,No,0.34946,92,233,0.28810,0.41081
1984,Bavaria,Couple with children,Yes,0.70222,274,449,0.65988,0.74457
1984,Bavaria,Couple with children,No,0.28943,175,449,0.24743,0.33142
1984,Berlin,Single-person household,No,0.86260,62,62,0.77621,0.94900
1984,Berlin,Couple without children,No,0.86984,46,46,0.77153,0.96815
1984,Berlin,Couple with children,No,0.74082,57,57,0.62606,0.85559
1985,Schleswig-Holstein,Couple with children,Yes,0.74763,53,53,0.62956,0.86569
1985,Hamburg,Single-person household,No,0.78754,45,45,0.66668,0.90841
1985,Hamburg,Couple without children,No,0.90359,41,41,0.81212,0.99506
1985,Lower Saxony,Single-person household,Yes,0.42809,39,101,0.33110,0.52507
1985,Lower Saxony,Single-person household,No,0.55262,62,101,0.45517,0.65008
1985,Lower Saxony,Couple without children,Yes,0.59043,75,129,0.50523,0.67562
1985,Lower Saxony,Couple without children,No,0.38521,54,129,0.30091,0.46952
1985,Lower Saxony,Couple with children,Yes,0.82245,164,215,0.77125,0.87365
1985,Lower Saxony,Couple with children,No,0.15976,51,215,0.11067,0.20885
1985,North Rhine-Westphalia,Single-person household,Yes,0.32356,92,317,0.27198,0.37514
1985,North Rhine-Westphalia,Single-person household,No,0.65292,225,317,0.60043,0.70540
1985,North Rhine-Westphalia,Couple without children,Yes,0.49263,148,313,0.43715,0.54810
1985,North Rhine-Westphalia,Couple without children,No,0.50229,165,313,0.44681,0.55777
1985,North Rhine-Westphalia,Single parent,No,0.62126,49,49,0.48403,0.75849
1985,North Rhine-Westphalia,Couple with children,Yes,0.67783,392,646,0.64176,0.71389
1985,North Rhine-Westphalia,Couple with children,No,0.30975,254,646,0.27407,0.34544
1985,Hesse,Single-person household,Yes,0.36827,33,96,0.27128,0.46527
1985,Hesse,Single-person household,No,0.60462,63,96,0.50630,0.70294
1985,Hesse,Couple without children,Yes,0.63112,76,135,0.54942,0.71281
1985,Hesse,Couple without children,No,0.34115,59,135,0.26087,0.42142
1985,Hesse,Couple with children,Yes,0.65336,118,232,0.59199,0.71473
1985,Hesse,Couple with children,No,0.32479,114,232,0.26439,0.38518
1985,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.48627,32,68,0.36659,0.60595
1985,"Rhineland-Palatinate, Saarland",Single-person household,No,0.49855,36,68,0.37883,0.61828
1985,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.76657,66,66,0.66374,0.86941
1985,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.74538,101,144,0.67397,0.81678
1985,"Rhineland-Palatinate, Saarland",Couple with children,No,0.23046,43,144,0.16144,0.29949
1985,Baden-Wuerttemberg,Single-person household,Yes,0.38544,57,172,0.31249,0.45839
1985,Baden-Wuerttemberg,Single-person household,No,0.58776,115,172,0.51398,0.66154
1985,Baden-Wuerttemberg,Couple without children,Yes,0.58026,93,172,0.50629,0.65423
1985,Baden-Wuerttemberg,Couple without children,No,0.38203,79,172,0.30920,0.45486
1985,Baden-Wuerttemberg,Couple with children,Yes,0.70944,281,492,0.66928,0.74960
1985,Baden-Wuerttemberg,Couple with children,No,0.27992,211,492,0.24021,0.31964
1985,Bavaria,Single-person household,Yes,0.38966,60,164,0.31479,0.46453
1985,Bavaria,Single-person household,No,0.57431,104,164,0.49840,0.65022
1985,Bavaria,Couple without children,Yes,0.63173,129,212,0.56665,0.69681
1985,Bavaria,Couple without children,No,0.33545,83,212,0.27174,0.39916
1985,Bavaria,Couple with children,Yes,0.70709,250,403,0.66260,0.75158
1985,Bavaria,Couple with children,No,0.28304,153,403,0.23900,0.32707
1985,Berlin,Single-person household,No,0.87731,65,65,0.79694,0.95769
1985,Berlin,Couple without children,No,0.82214,36,36,0.69545,0.94883
1985,Berlin,Couple with children,No,0.75752,50,50,0.63752,0.87752
1986,Schleswig-Holstein,Couple with children,Yes,0.75546,50,50,0.63511,0.87581
1986,Hamburg,Single-person household,No,0.78374,43,43,0.65922,0.90825
1986,Lower Saxony,Single-person household,Yes,0.43521,39,94,0.33444,0.53597
1986,Lower Saxony,Single-person household,No,0.53146,55,94,0.43004,0.63288
1986,Lower Saxony,Couple without children,Yes,0.59949,81,140,0.51803,0.68095
1986,Lower Saxony,Couple without children,No,0.37554,59,140,0.29503,0.45604
1986,Lower Saxony,Couple with children,Yes,0.85801,162,203,0.80987,0.90614
1986,Lower Saxony,Couple with children,No,0.12183,41,203,0.07672,0.16694
1986,North Rhine-Westphalia,Single-person household,Yes,0.32793,87,285,0.27333,0.38253
1986,North Rhine-Westphalia,Single-person household,No,0.65453,198,285,0.59923,0.70984
1986,North Rhine-Westphalia,Couple without children,Yes,0.49658,158,321,0.44180,0.55136
1986,North Rhine-Westphalia,Couple without children,No,0.49300,163,321,0.43822,0.54778
1986,North Rhine-Westphalia,Single parent,No,0.49917,35,35,0.33110,0.66724
1986,North Rhine-Westphalia,Couple with children,Yes,0.65880,362,610,0.62115,0.69646
1986,North Rhine-Westphalia,Couple with children,No,0.32462,248,610,0.28744,0.36181
1986,Hesse,Single-person household,Yes,0.35898,32,96,0.26251,0.45544
1986,Hesse,Single-person household,No,0.57424,64,96,0.47481,0.67367
1986,Hesse,Couple without children,Yes,0.65024,74,123,0.56562,0.73487
1986,Hesse,Couple without children,No,0.31700,49,123,0.23443,0.39957
1986,Hesse,Couple with children,Yes,0.64048,107,216,0.57633,0.70462
1986,Hesse,Couple with children,No,0.34243,109,216,0.27900,0.40586
1986,"Rhineland-Palatinate, Saarland",Single-person household,No,0.53043,35,35,0.36267,0.69819
1986,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.65710,63,63,0.53895,0.77526
1986,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.78019,104,143,0.71208,0.84831
1986,"Rhineland-Palatinate, Saarland",Couple with children,No,0.20427,39,143,0.13795,0.27058
1986,Baden-Wuerttemberg,Single-person household,Yes,0.41046,59,155,0.33277,0.48816
1986,Baden-Wuerttemberg,Single-person household,No,0.55404,96,155,0.47554,0.63255
1986,Baden-Wuerttemberg,Couple without children,Yes,0.58645,101,182,0.51471,0.65820
1986,Baden-Wuerttemberg,Couple without children,No,0.38467,81,182,0.31379,0.45555
1986,Baden-Wuerttemberg,Couple with children,Yes,0.69600,267,462,0.65401,0.73799
1986,Baden-Wuerttemberg,Couple with children,No,0.29124,195,462,0.24976,0.33271
1986,Bavaria,Single-person household,Yes,0.38991,61,162,0.31457,0.46525
1986,Bavaria,Single-person household,No,0.57281,101,162,0.49640,0.64922
1986,Bavaria,Couple without children,Yes,0.62591,115,193,0.55747,0.69436
1986,Bavaria,Couple without children,No,0.33924,78,193,0.27227,0.40621
1986,Bavaria,Couple with children,Yes,0.69508,235,369,0.64804,0.74212
1986,Bavaria,Couple with children,No,0.29089,134,369,0.24449,0.33730
1986,Berlin,Single-person household,No,0.90041,65,65,0.82705,0.97378
1986,Berlin,Couple without children,No,0.84315,34,34,0.71908,0.96723
1986,Berlin,Couple with children,No,0.84195,50,50,0.73981,0.94409
1987,Schleswig-Holstein,Couple with children,Yes,0.80131,52,52,0.69180,0.91082
1987,Hamburg,Single-person household,No,0.78025,38,38,0.64682,0.91367
1987,Lower Saxony,Single-person household,Yes,0.45311,44,100,0.35505,0.55117
1987,Lower Saxony,Single-person household,No,0.52379,56,100,0.42541,0.62217
1987,Lower Saxony,Couple without children,Yes,0.60083,81,137,0.51852,0.68314
1987,Lower Saxony,Couple without children,No,0.37326,56,137,0.29197,0.45455
1987,Lower Saxony,Couple with children,Yes,0.83246,159,204,0.78108,0.88383
1987,Lower Saxony,Couple with children,No,0.16008,45,204,0.10964,0.21052
1987,North Rhine-Westphalia,Single-person household,Yes,0.30926,85,292,0.25616,0.36236
1987,North Rhine-Westphalia,Single-person household,No,0.67087,207,292,0.61688,0.72486
1987,North Rhine-Westphalia,Couple without children,Yes,0.53286,165,310,0.47723,0.58849
1987,North Rhine-Westphalia,Couple without children,No,0.45620,145,310,0.40067,0.51174
1987,North Rhine-Westphalia,Single parent,Yes,0.54072,34,66,0.41957,0.66187
1987,North Rhine-Westphalia,Single parent,No,0.45928,32,66,0.33813,0.58043
1987,North Rhine-Westphalia,Couple with children,Yes,0.65024,356,595,0.61189,0.68859
1987,North Rhine-Westphalia,Couple with children,No,0.33730,239,595,0.29928,0.37532
1987,Hesse,Single-person household,Yes,0.39300,35,92,0.29265,0.49336
1987,Hesse,Single-person household,No,0.54482,57,92,0.44250,0.64714
1987,Hesse,Couple without children,Yes,0.63335,70,118,0.54603,0.72067
1987,Hesse,Couple without children,No,0.33969,48,118,0.25387,0.42550
1987,Hesse,Couple with children,Yes,0.61715,105,220,0.55278,0.68153
1987,Hesse,Couple with children,No,0.36453,115,220,0.30079,0.42828
1987,"Rhineland-Palatinate, Saarland",Single-person household,No,0.52611,35,35,0.35827,0.69395
1987,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.71887,66,66,0.60958,0.82816
1987,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.76800,101,141,0.69807,0.83792
1987,"Rhineland-Palatinate, Saarland",Couple with children,No,0.21357,40,141,0.14569,0.28146
1987,Baden-Wuerttemberg,Single-person household,Yes,0.39930,57,153,0.32144,0.47716
1987,Baden-Wuerttemberg,Single-person household,No,0.57843,96,153,0.49992,0.65693
1987,Baden-Wuerttemberg,Couple without children,Yes,0.57472,98,181,0.50249,0.64694
1987,Baden-Wuerttemberg,Couple without children,No,0.39291,83,181,0.32156,0.46426
1987,Baden-Wuerttemberg,Couple with children,Yes,0.70608,268,454,0.66413,0.74803
1987,Baden-Wuerttemberg,Couple with children,No,0.28031,186,454,0.23894,0.32167
1987,Bavaria,Single-person household,Yes,0.39143,65,172,0.31827,0.46458
1987,Bavaria,Single-person household,No,0.58657,107,172,0.51276,0.66038
1987,Bavaria,Couple without children,Yes,0.61668,114,194,0.54808,0.68527
1987,Bavaria,Couple without children,No,0.34713,80,194,0.27997,0.41429
1987,Bavaria,Couple with children,Yes,0.69420,226,358,0.64641,0.74200
1987,Bavaria,Couple with children,No,0.29432,132,358,0.24704,0.34159
1987,Berlin,Single-person household,No,0.86588,61,61,0.77965,0.95211
1987,Berlin,Couple without children,No,0.84679,39,39,0.73227,0.96132
1987,Berlin,Couple with children,No,0.83554,51,51,0.73279,0.93829
1988,Schleswig-Holstein,Couple with children,Yes,0.85100,55,55,0.75603,0.94598
1988,Hamburg,Single-person household,No,0.73203,32,32,0.57612,0.88795
1988,Lower Saxony,Single-person household,Yes,0.51809,49,97,0.41814,0.61805
1988,Lower Saxony,Single-person household,No,0.47959,48,97,0.37965,0.57953
1988,Lower Saxony,Couple without children,Yes,0.58709,73,133,0.50310,0.67109
1988,Lower Saxony,Couple without children,No,0.38594,60,133,0.30289,0.46898
1988,Lower Saxony,Couple with children,Yes,0.80312,143,189,0.74628,0.85996
1988,Lower Saxony,Couple with children,No,0.18898,46,189,0.13302,0.24495
1988,North Rhine-Westphalia,Single-person household,Yes,0.34690,89,267,0.28970,0.40410
1988,North Rhine-Westphalia,Single-person household,No,0.62686,178,267,0.56873,0.68498
1988,North Rhine-Westphalia,Couple without children,Yes,0.50771,157,303,0.45132,0.56409
1988,North Rhine-Westphalia,Couple without children,No,0.47661,146,303,0.42028,0.53294
1988,North Rhine-Westphalia,Single parent,Yes,0.53429,33,65,0.41207,0.65650
1988,North Rhine-Westphalia,Single parent,No,0.44066,32,65,0.31903,0.56229
1988,North Rhine-Westphalia,Couple with children,Yes,0.66733,352,578,0.62889,0.70578
1988,North Rhine-Westphalia,Couple with children,No,0.32449,226,578,0.28629,0.36269
1988,Hesse,Single-person household,Yes,0.43361,36,87,0.32887,0.53835
1988,Hesse,Single-person household,No,0.53139,51,87,0.42592,0.63686
1988,Hesse,Couple without children,Yes,0.63335,64,107,0.54161,0.72509
1988,Hesse,Couple without children,No,0.32794,43,107,0.23857,0.41731
1988,Hesse,Couple with children,Yes,0.61995,99,214,0.55477,0.68514
1988,Hesse,Couple with children,No,0.36965,115,214,0.30483,0.43448
1988,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.50973,31,62,0.38428,0.63518
1988,"Rhineland-Palatinate, Saarland",Single-person household,No,0.47202,31,62,0.34674,0.59730
1988,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.73731,69,69,0.63271,0.84191
1988,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.78313,95,133,0.71283,0.85343
1988,"Rhineland-Palatinate, Saarland",Couple with children,No,0.20794,38,133,0.13871,0.27717
1988,Baden-Wuerttemberg,Single-person household,Yes,0.42985,67,156,0.35192,0.50779
1988,Baden-Wuerttemberg,Single-person household,No,0.54803,89,156,0.46968,0.62638
1988,Baden-Wuerttemberg,Couple without children,Yes,0.60739,102,188,0.53740,0.67738
1988,Baden-Wuerttemberg,Couple without children,No,0.35975,86,188,0.29096,0.42854
1988,Baden-Wuerttemberg,Couple with children,Yes,0.70666,258,432,0.66367,0.74964
1988,Baden-Wuerttemberg,Couple with children,No,0.28592,174,432,0.24326,0.32858
1988,Bavaria,Single-person household,Yes,0.44047,76,179,0.36754,0.51340
1988,Bavaria,Single-person household,No,0.53920,103,179,0.46597,0.61243
1988,Bavaria,Couple without children,Yes,0.61764,104,178,0.54604,0.68923
1988,Bavaria,Couple without children,No,0.35024,74,178,0.27996,0.42052
1988,Bavaria,Couple with children,Yes,0.72694,220,341,0.67958,0.77429
1988,Bavaria,Couple with children,No,0.25709,121,341,0.21063,0.30354
1988,Berlin,Single-person household,No,0.87529,61,61,0.79170,0.95889
1988,Berlin,Couple without children,No,0.84312,36,36,0.72263,0.96361
1988,Berlin,Couple with children,No,0.80745,47,47,0.69351,0.92140
1989,Schleswig-Holstein,Couple with children,Yes,0.83777,50,50,0.73455,0.94100
1989,Hamburg,Single-person household,No,0.78311,38,38,0.65031,0.91591
1989,Lower Saxony,Single-person household,Yes,0.50740,51,103,0.41037,0.60442
1989,Lower Saxony,Single-person household,No,0.47265,52,103,0.37576,0.56954
1989,Lower Saxony,Couple without children,Yes,0.62007,84,142,0.53996,0.70019
1989,Lower Saxony,Couple without children,No,0.35441,58,142,0.27546,0.43336
1989,Lower Saxony,Couple with children,Yes,0.82653,130,173,0.76994,0.88312
1989,Lower Saxony,Couple with children,No,0.16013,43,173,0.10533,0.21494
1989,North Rhine-Westphalia,Single-person household,Yes,0.33323,84,258,0.27560,0.39086
1989,North Rhine-Westphalia,Single-person household,No,0.64273,174,258,0.58415,0.70132
1989,North Rhine-Westphalia,Couple without children,Yes,0.50477,157,300,0.44810,0.56145
1989,North Rhine-Westphalia,Couple without children,No,0.48051,143,300,0.42387,0.53714
1989,North Rhine-Westphalia,Single parent,Yes,0.60344,36,67,0.48542,0.72146
1989,North Rhine-Westphalia,Single parent,No,0.39656,31,67,0.27854,0.51458
1989,North Rhine-Westphalia,Couple with children,Yes,0.69344,344,551,0.65491,0.73197
1989,North Rhine-Westphalia,Couple with children,No,0.29950,207,551,0.26122,0.33778
1989,Hesse,Single-person household,Yes,0.37733,32,88,0.27548,0.47919
1989,Hesse,Single-person household,No,0.57154,56,88,0.46756,0.67553
1989,Hesse,Couple without children,Yes,0.65844,72,117,0.57214,0.74474
1989,Hesse,Couple without children,No,0.30738,45,117,0.22341,0.39135
1989,Hesse,Couple with children,Yes,0.57992,92,209,0.51284,0.64700
1989,Hesse,Couple with children,No,0.40181,117,209,0.33519,0.46844
1989,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.57865,36,36,0.41507,0.74224
1989,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.71841,65,65,0.60822,0.82861
1989,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.76370,90,124,0.68863,0.83878
1989,"Rhineland-Palatinate, Saarland",Couple with children,No,0.22589,34,124,0.15199,0.29979
1989,Baden-Wuerttemberg,Single-person household,Yes,0.42210,62,152,0.34333,0.50088
1989,Baden-Wuerttemberg,Single-person household,No,0.55767,90,152,0.47845,0.63688
1989,Baden-Wuerttemberg,Couple without children,Yes,0.63341,102,174,0.56160,0.70521
1989,Baden-Wuerttemberg,Couple without children,No,0.32733,72,174,0.25740,0.39725
1989,Baden-Wuerttemberg,Couple with children,Yes,0.71462,247,415,0.67112,0.75813
1989,Baden-Wuerttemberg,Couple with children,No,0.27804,168,415,0.23489,0.32120
1989,Bavaria,Single-person household,Yes,0.41861,73,176,0.34552,0.49171
1989,Bavaria,Single-person household,No,0.54487,103,176,0.47109,0.61866
1989,Bavaria,Couple without children,Yes,0.60669,102,181,0.53532,0.67805
1989,Bavaria,Couple without children,No,0.37949,79,181,0.30860,0.45039
1989,Bavaria,Couple with children,Yes,0.73152,215,331,0.68370,0.77933
1989,Bavaria,Couple with children,No,0.25222,116,331,0.20537,0.29908
1989,Berlin,Single-person household,No,0.85948,61,61,0.77154,0.94741
1989,Berlin,Couple without children,No,0.87420,36,36,0.76434,0.98407
1989,Berlin,Couple with children,No,0.77682,45,45,0.65379,0.89985
1990,Schleswig-Holstein,Couple with children,Yes,0.84342,42,42,0.73218,0.95466
1990,Hamburg,Single-person household,No,0.81133,38,38,0.68526,0.93740
1990,Lower Saxony,Single-person household,Yes,0.45861,47,101,0.36094,0.55627
1990,Lower Saxony,Single-person household,No,0.51761,54,101,0.41967,0.61555
1990,Lower Saxony,Couple without children,Yes,0.68126,97,149,0.60618,0.75633
1990,Lower Saxony,Couple without children,No,0.30130,52,149,0.22738,0.37522
1990,Lower Saxony,Couple with children,Yes,0.80968,127,173,0.75102,0.86835
1990,Lower Saxony,Couple with children,No,0.17749,46,173,0.12039,0.23459
1990,North Rhine-Westphalia,Single-person household,Yes,0.35255,87,250,0.29320,0.41189
1990,North Rhine-Westphalia,Single-person household,No,0.62529,163,250,0.56517,0.68542
1990,North Rhine-Westphalia,Couple without children,Yes,0.48897,165,306,0.43286,0.54507
1990,North Rhine-Westphalia,Couple without children,No,0.48368,141,306,0.42760,0.53977
1990,North Rhine-Westphalia,Single parent,Yes,0.63150,37,37,0.47392,0.78908
1990,North Rhine-Westphalia,Couple with children,Yes,0.69467,336,534,0.65557,0.73377
1990,North Rhine-Westphalia,Couple with children,No,0.29712,198,534,0.25833,0.33592
1990,Hesse,Single-person household,Yes,0.38458,31,82,0.27863,0.49053
1990,Hesse,Single-person household,No,0.53714,51,82,0.42856,0.64573
1990,Hesse,Couple without children,Yes,0.65901,71,115,0.57199,0.74603
1990,Hesse,Couple without children,No,0.30448,44,115,0.22000,0.38895
1990,Hesse,Couple with children,Yes,0.60244,95,207,0.53560,0.66927
1990,Hesse,Couple with children,No,0.37979,112,207,0.31351,0.44607
1990,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.55643,31,31,0.37865,0.73421
1990,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.74080,64,64,0.63259,0.84900
1990,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.73810,90,127,0.66133,0.81487
1990,"Rhineland-Palatinate, Saarland",Couple with children,No,0.24050,37,127,0.16587,0.31512
1990,Baden-Wuerttemberg,Single-person household,Yes,0.43501,59,139,0.35230,0.51773
1990,Baden-Wuerttemberg,Single-person household,No,0.55713,80,139,0.47426,0.64001
1990,Baden-Wuerttemberg,Couple without children,Yes,0.66513,109,181,0.59618,0.73407
1990,Baden-Wuerttemberg,Couple without children,No,0.29104,72,181,0.22468,0.35740
1990,Baden-Wuerttemberg,Couple with children,Yes,0.70099,237,404,0.65629,0.74569
1990,Baden-Wuerttemberg,Couple with children,No,0.29187,167,404,0.24748,0.33626
1990,Bavaria,Single-person household,Yes,0.42709,78,182,0.35502,0.49915
1990,Bavaria,Single-person household,No,0.53716,104,182,0.46452,0.60981
1990,Bavaria,Couple without children,Yes,0.63489,113,192,0.56661,0.70318
1990,Bavaria,Couple without children,No,0.34806,79,192,0.28050,0.41562
1990,Bavaria,Couple with children,Yes,0.72501,208,320,0.67601,0.77401
1990,Bavaria,Couple with children,No,0.25858,112,320,0.21053,0.30663
1990,Berlin,Single-person household,No,0.61713,54,54,0.48626,0.74800
1990,Berlin,Couple without children,No,0.55885,35,35,0.39195,0.72575
1990,Berlin,Couple with children,No,0.36347,39,39,0.21053,0.51640
1990,Brandenburg,Couple without children,Yes,0.71199,52,52,0.58771,0.83627
1990,Brandenburg,Couple with children,Yes,0.57307,111,111,0.48064,0.66551
1990,Mecklenburg-Western Pomerania,Couple without children,Yes,0.68865,35,35,0.53301,0.84430
1990,Mecklenburg-Western Pomerania,Couple with children,Yes,0.58174,78,78,0.47156,0.69192
1990,Saxony,Couple without children,Yes,0.39724,63,63,0.27544,0.51904
1990,Saxony,Couple with children,Yes,0.46355,151,151,0.38375,0.54336
1990,Saxony-Anhalt,Couple without children,Yes,0.51452,43,43,0.36337,0.66567
1990,Saxony-Anhalt,Couple with children,Yes,0.53982,110,110,0.44625,0.63339
1990,Thuringa,Couple without children,Yes,0.55433,45,45,0.40746,0.70120
1990,Thuringa,Couple with children,Yes,0.54495,107,107,0.45015,0.63975
1991,Schleswig-Holstein,Couple with children,Yes,0.88625,49,49,0.79643,0.97607
1991,Hamburg,Single-person household,No,0.78971,37,37,0.65659,0.92283
1991,Lower Saxony,Single-person household,Yes,0.40091,40,100,0.30437,0.49745
1991,Lower Saxony,Single-person household,No,0.59909,60,100,0.50255,0.69563
1991,Lower Saxony,Couple without children,Yes,0.73482,100,146,0.66297,0.80668
1991,Lower Saxony,Couple without children,No,0.26518,46,146,0.19332,0.33703
1991,Lower Saxony,Couple with children,Yes,0.85519,132,177,0.80320,0.90718
1991,Lower Saxony,Couple with children,No,0.14481,45,177,0.09282,0.19680
1991,North Rhine-Westphalia,Single-person household,Yes,0.33566,90,264,0.27858,0.39273
1991,North Rhine-Westphalia,Single-person household,No,0.65331,174,264,0.59579,0.71083
1991,North Rhine-Westphalia,Couple without children,Yes,0.50425,160,313,0.44877,0.55973
1991,North Rhine-Westphalia,Couple without children,No,0.48823,153,313,0.43277,0.54370
1991,North Rhine-Westphalia,Single parent,Yes,0.67852,40,40,0.53194,0.82510
1991,North Rhine-Westphalia,Couple with children,Yes,0.71334,338,549,0.67548,0.75120
1991,North Rhine-Westphalia,Couple with children,No,0.28620,211,549,0.24836,0.32405
1991,Hesse,Single-person household,Yes,0.40753,35,93,0.30712,0.50794
1991,Hesse,Single-person household,No,0.57596,58,93,0.47497,0.67694
1991,Hesse,Couple without children,Yes,0.66814,76,126,0.58559,0.75069
1991,Hesse,Couple without children,No,0.33186,50,126,0.24931,0.41441
1991,Hesse,Couple with children,Yes,0.63308,92,195,0.56526,0.70090
1991,Hesse,Couple with children,No,0.36692,103,195,0.29910,0.43474
1991,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.43147,31,68,0.31287,0.55006
1991,"Rhineland-Palatinate, Saarland",Single-person household,No,0.55781,37,68,0.43889,0.67673
1991,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.68976,59,59,0.57070,0.80881
1991,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.82207,98,133,0.75683,0.88732
1991,"Rhineland-Palatinate, Saarland",Couple with children,No,0.17793,35,133,0.11268,0.24317
1991,Baden-Wuerttemberg,Single-person household,Yes,0.48479,61,138,0.40111,0.56848
1991,Baden-Wuerttemberg,Single-person household,No,0.50201,77,138,0.41828,0.58573
1991,Baden-Wuerttemberg,Couple without children,Yes,0.67422,115,195,0.60827,0.74017
1991,Baden-Wuerttemberg,Couple without children,No,0.32068,80,195,0.25500,0.38636
1991,Baden-Wuerttemberg,Couple with children,Yes,0.73408,253,406,0.69105,0.77711
1991,Baden-Wuerttemberg,Couple with children,No,0.25826,153,406,0.21564,0.30089
1991,Bavaria,Single-person household,Yes,0.39129,67,173,0.31836,0.46423
1991,Bavaria,Single-person household,No,0.59714,106,173,0.52384,0.67044
1991,Bavaria,Couple without children,Yes,0.67380,121,207,0.60977,0.73782
1991,Bavaria,Couple without children,No,0.31700,86,207,0.25346,0.38055
1991,Bavaria,Couple with children,Yes,0.77459,226,335,0.72977,0.81940
1991,Bavaria,Couple with children,No,0.22362,109,335,0.17893,0.26830
1991,Berlin,Single-person household,No,0.86028,75,75,0.78128,0.93927
1991,Berlin,Couple without children,No,0.84282,61,61,0.75073,0.93492
1991,Berlin,Couple with children,No,0.73751,95,95,0.64856,0.82646
