year,hhtyp,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Single-person household,4th Quintile,No,0.64409,150,213,0.57964,0.70854
1986,Single-person household,5th Quintile,Yes,0.39868,73,174,0.32571,0.47164
1986,Single-person household,5th Quintile,No,0.55119,101,174,0.47707,0.62531
1986,Couple without children,1st Quintile,Yes,0.47001,65,143,0.38792,0.55210
1986,Couple without children,1st Quintile,No,0.50054,78,143,0.41830,0.58278
1986,Couple without children,2nd Quintile,Yes,0.56286,93,183,0.49080,0.63493
1986,Couple without children,2nd Quintile,No,0.41708,90,183,0.34544,0.48872
1986,Couple without children,3rd Quintile,Yes,0.55531,106,203,0.48678,0.62384
1986,Couple without children,3rd Quintile,No,0.42919,97,203,0.36093,0.49745
1986,Couple without children,4th Quintile,Yes,0.50998,140,284,0.45174,0.56822
1986,Couple without children,4th Quintile,No,0.45789,144,284,0.39984,0.51594
1986,Couple without children,5th Quintile,Yes,0.61543,225,367,0.56559,0.66527
1986,Couple without children,5th Quintile,No,0.36336,142,367,0.31408,0.41263
1986,Single parent,1st Quintile,Yes,0.39295,36,97,0.29525,0.49065
1986,Single parent,1st Quintile,No,0.56020,61,97,0.46091,0.65949
1986,Single parent,2nd Quintile,No,0.52643,34,34,0.35607,0.69679
1986,Couple with children,1st Quintile,Yes,0.56950,191,410,0.52151,0.61748
1986,Couple with children,1st Quintile,No,0.40805,219,410,0.36042,0.45568
1986,Couple with children,2nd Quintile,Yes,0.65557,303,532,0.61515,0.69599
1986,Couple with children,2nd Quintile,No,0.31960,229,532,0.27993,0.35926
1986,Couple with children,3rd Quintile,Yes,0.67107,293,500,0.62985,0.71230
1986,Couple with children,3rd Quintile,No,0.31536,207,500,0.27459,0.35613
1986,Couple with children,4th Quintile,Yes,0.72815,278,424,0.68575,0.77055
1986,Couple with children,4th Quintile,No,0.25787,146,424,0.21618,0.29956
1986,Couple with children,5th Quintile,Yes,0.80038,247,323,0.75672,0.84404
1986,Couple with children,5th Quintile,No,0.19528,76,323,0.15198,0.23858
1987,Single-person household,1st Quintile,Yes,0.34986,92,280,0.29390,0.40582
1987,Single-person household,1st Quintile,No,0.61950,188,280,0.56253,0.67647
1987,Single-person household,2nd Quintile,Yes,0.32488,60,185,0.25721,0.39255
1987,Single-person household,2nd Quintile,No,0.64552,125,185,0.57640,0.71464
1987,Single-person household,3rd Quintile,Yes,0.32550,62,197,0.25990,0.39110
1987,Single-person household,3rd Quintile,No,0.63112,135,197,0.56357,0.69867
1987,Single-person household,4th Quintile,Yes,0.31868,55,188,0.25189,0.38546
1987,Single-person household,4th Quintile,No,0.66505,133,188,0.59741,0.73270
1987,Single-person household,5th Quintile,Yes,0.43089,83,194,0.36102,0.50075
1987,Single-person household,5th Quintile,No,0.55099,111,194,0.48082,0.62117
1987,Couple without children,1st Quintile,Yes,0.51988,67,132,0.43432,0.60543
1987,Couple without children,1st Quintile,No,0.44760,65,132,0.36245,0.53275
1987,Couple without children,2nd Quintile,Yes,0.57960,97,178,0.50688,0.65232
1987,Couple without children,2nd Quintile,No,0.40970,81,178,0.33725,0.48215
1987,Couple without children,3rd Quintile,Yes,0.59107,112,199,0.52259,0.65955
1987,Couple without children,3rd Quintile,No,0.39096,87,199,0.32299,0.45893
1987,Couple without children,4th Quintile,Yes,0.50856,146,294,0.45132,0.56580
1987,Couple without children,4th Quintile,No,0.47143,148,294,0.41427,0.52859
1987,Couple without children,5th Quintile,Yes,0.60317,215,366,0.55298,0.65336
1987,Couple without children,5th Quintile,No,0.37229,151,366,0.32270,0.42188
1987,Single parent,1st Quintile,Yes,0.47665,43,94,0.37514,0.57816
1987,Single parent,1st Quintile,No,0.48195,51,94,0.38039,0.58350
1987,Single parent,2nd Quintile,No,0.66103,48,48,0.52570,0.79636
1987,Single parent,3rd Quintile,Yes,0.71465,33,33,0.55819,0.87112
1987,Couple with children,1st Quintile,Yes,0.57134,169,368,0.52071,0.62197
1987,Couple with children,1st Quintile,No,0.40029,199,368,0.35017,0.45042
1987,Couple with children,2nd Quintile,Yes,0.63392,278,508,0.59199,0.67585
1987,Couple with children,2nd Quintile,No,0.35419,230,508,0.31256,0.39582
1987,Couple with children,3rd Quintile,Yes,0.67967,305,514,0.63929,0.72004
1987,Couple with children,3rd Quintile,No,0.30997,209,514,0.26995,0.34999
1987,Couple with children,4th Quintile,Yes,0.68507,282,448,0.64201,0.72813
1987,Couple with children,4th Quintile,No,0.29916,166,448,0.25671,0.34161
1987,Couple with children,5th Quintile,Yes,0.84248,254,309,0.80180,0.88317
1987,Couple with children,5th Quintile,No,0.15251,55,309,0.11236,0.19266
1988,Single-person household,1st Quintile,Yes,0.34537,85,258,0.28724,0.40350
1988,Single-person household,1st Quintile,No,0.60830,173,258,0.54862,0.66798
1988,Single-person household,2nd Quintile,Yes,0.34888,65,185,0.28002,0.41775
1988,Single-person household,2nd Quintile,No,0.63287,120,185,0.56322,0.70252
1988,Single-person household,3rd Quintile,Yes,0.34979,66,188,0.28143,0.41814
1988,Single-person household,3rd Quintile,No,0.63092,122,188,0.56176,0.70009
1988,Single-person household,4th Quintile,Yes,0.39748,72,197,0.32897,0.46600
1988,Single-person household,4th Quintile,No,0.59632,125,197,0.52763,0.66501
1988,Single-person household,5th Quintile,Yes,0.53228,95,183,0.45979,0.60477
1988,Single-person household,5th Quintile,No,0.45576,88,183,0.38340,0.52812
1988,Couple without children,1st Quintile,Yes,0.45488,57,143,0.37297,0.53678
1988,Couple without children,1st Quintile,No,0.52797,86,143,0.44586,0.61008
1988,Couple without children,2nd Quintile,Yes,0.60371,109,187,0.53341,0.67400
1988,Couple without children,2nd Quintile,No,0.37266,78,187,0.30317,0.44214
1988,Couple without children,3rd Quintile,Yes,0.57029,108,201,0.50168,0.63890
1988,Couple without children,3rd Quintile,No,0.40968,93,201,0.34152,0.47783
1988,Couple without children,4th Quintile,Yes,0.52738,129,259,0.46646,0.58830
1988,Couple without children,4th Quintile,No,0.43765,130,259,0.37711,0.49818
1988,Couple without children,5th Quintile,Yes,0.60723,214,353,0.55621,0.65825
1988,Couple without children,5th Quintile,No,0.37169,139,353,0.32120,0.42217
1988,Single parent,1st Quintile,Yes,0.45553,42,93,0.35376,0.55730
1988,Single parent,1st Quintile,No,0.49838,51,93,0.39621,0.60056
1988,Single parent,2nd Quintile,No,0.53742,36,36,0.37223,0.70261
1988,Single parent,3rd Quintile,Yes,0.66751,32,32,0.50166,0.83335
1988,Couple with children,1st Quintile,Yes,0.54091,157,369,0.49000,0.59183
1988,Couple with children,1st Quintile,No,0.43097,212,369,0.38038,0.48157
1988,Couple with children,2nd Quintile,Yes,0.65561,264,478,0.61297,0.69825
1988,Couple with children,2nd Quintile,No,0.33491,214,478,0.29256,0.37726
1988,Couple with children,3rd Quintile,Yes,0.69257,305,490,0.65167,0.73347
1988,Couple with children,3rd Quintile,No,0.29808,185,490,0.25754,0.33863
1988,Couple with children,4th Quintile,Yes,0.73032,286,431,0.68838,0.77227
1988,Couple with children,4th Quintile,No,0.25845,145,431,0.21707,0.29983
1988,Couple with children,5th Quintile,Yes,0.83555,231,283,0.79229,0.87882
1988,Couple with children,5th Quintile,No,0.16411,52,283,0.12088,0.20734
1989,Single-person household,1st Quintile,Yes,0.34070,82,258,0.28275,0.39864
1989,Single-person household,1st Quintile,No,0.61956,176,258,0.56020,0.67892
1989,Single-person household,2nd Quintile,Yes,0.34587,67,192,0.27841,0.41332
1989,Single-person household,2nd Quintile,No,0.61740,125,192,0.54848,0.68633
1989,Single-person household,3rd Quintile,Yes,0.39509,78,193,0.32594,0.46424
1989,Single-person household,3rd Quintile,No,0.57712,115,193,0.50724,0.64700
1989,Single-person household,4th Quintile,Yes,0.36148,68,191,0.29317,0.42980
1989,Single-person household,4th Quintile,No,0.62595,123,191,0.55715,0.69476
1989,Single-person household,5th Quintile,Yes,0.46574,80,176,0.39183,0.53965
1989,Single-person household,5th Quintile,No,0.52006,96,176,0.44604,0.59408
1989,Couple without children,1st Quintile,Yes,0.49631,63,133,0.41102,0.58161
1989,Couple without children,1st Quintile,No,0.46820,70,133,0.38307,0.55332
1989,Couple without children,2nd Quintile,Yes,0.51072,83,170,0.43536,0.58609
1989,Couple without children,2nd Quintile,No,0.47361,87,170,0.39833,0.54889
1989,Couple without children,3rd Quintile,Yes,0.55719,105,197,0.48765,0.62673
1989,Couple without children,3rd Quintile,No,0.42144,92,197,0.35231,0.49058
1989,Couple without children,4th Quintile,Yes,0.56432,160,298,0.50793,0.62071
1989,Couple without children,4th Quintile,No,0.42223,138,298,0.36605,0.47840
1989,Couple without children,5th Quintile,Yes,0.63081,209,336,0.57913,0.68249
1989,Couple without children,5th Quintile,No,0.34609,127,336,0.29515,0.39704
1989,Single parent,1st Quintile,Yes,0.52653,42,82,0.41780,0.63527
1989,Single parent,1st Quintile,No,0.42426,40,82,0.31663,0.53189
1989,Single parent,2nd Quintile,No,0.53276,39,39,0.37413,0.69140
1989,Couple with children,1st Quintile,Yes,0.53786,155,371,0.48706,0.58867
1989,Couple with children,1st Quintile,No,0.43842,216,371,0.38786,0.48898
1989,Couple with children,2nd Quintile,Yes,0.66211,272,484,0.61993,0.70429
1989,Couple with children,2nd Quintile,No,0.31925,212,484,0.27768,0.36083
1989,Couple with children,3rd Quintile,Yes,0.70436,291,464,0.66279,0.74592
1989,Couple with children,3rd Quintile,No,0.29094,173,464,0.24957,0.33231
1989,Couple with children,4th Quintile,Yes,0.73285,254,379,0.68824,0.77745
1989,Couple with children,4th Quintile,No,0.25361,125,379,0.20975,0.29747
1989,Couple with children,5th Quintile,Yes,0.85224,221,266,0.80951,0.89496
1989,Couple with children,5th Quintile,No,0.13995,45,266,0.09818,0.18173
1990,Single-person household,1st Quintile,Yes,0.30920,105,105,0.22037,0.39802
1990,Single-person household,2nd Quintile,Yes,0.37084,99,273,0.31343,0.42824
1990,Single-person household,2nd Quintile,No,0.59038,174,273,0.53194,0.64883
1990,Single-person household,3rd Quintile,Yes,0.31635,74,226,0.25558,0.37712
1990,Single-person household,3rd Quintile,No,0.64887,152,226,0.58650,0.71124
1990,Single-person household,4th Quintile,Yes,0.35291,87,237,0.29194,0.41388
1990,Single-person household,4th Quintile,No,0.61921,150,237,0.55726,0.68117
1990,Single-person household,5th Quintile,Yes,0.47829,98,209,0.41040,0.54618
1990,Single-person household,5th Quintile,No,0.50848,111,209,0.44054,0.57642
1990,Couple without children,1st Quintile,Yes,0.50865,245,245,0.44592,0.57138
1990,Couple without children,2nd Quintile,Yes,0.50437,95,196,0.43420,0.57455
1990,Couple without children,2nd Quintile,No,0.47455,101,196,0.40447,0.54464
1990,Couple without children,3rd Quintile,Yes,0.58827,128,233,0.52494,0.65160
1990,Couple without children,3rd Quintile,No,0.38885,105,233,0.32612,0.45158
1990,Couple without children,4th Quintile,Yes,0.58934,166,301,0.53368,0.64501
1990,Couple without children,4th Quintile,No,0.37240,135,301,0.31769,0.42710
1990,Couple without children,5th Quintile,Yes,0.60980,266,422,0.56321,0.65640
1990,Couple without children,5th Quintile,No,0.36843,156,422,0.32235,0.41451
1990,Single parent,1st Quintile,Yes,0.27833,36,36,0.12985,0.42681
1990,Single parent,2nd Quintile,Yes,0.49298,36,79,0.38202,0.60393
1990,Single parent,2nd Quintile,No,0.43149,43,79,0.32158,0.54141
1990,Single parent,3rd Quintile,Yes,0.69696,40,72,0.59006,0.80386
1990,Single parent,3rd Quintile,No,0.30205,32,72,0.19525,0.40885
1990,Single parent,4th Quintile,Yes,0.68548,35,35,0.52941,0.84156
1990,Couple with children,1st Quintile,Yes,0.50017,566,566,0.45895,0.54140
1990,Couple with children,2nd Quintile,Yes,0.56847,237,527,0.52615,0.61080
1990,Couple with children,2nd Quintile,No,0.41608,290,527,0.37396,0.45821
1990,Couple with children,3rd Quintile,Yes,0.68541,338,552,0.64663,0.72418
1990,Couple with children,3rd Quintile,No,0.29614,214,552,0.25801,0.33426
1990,Couple with children,4th Quintile,Yes,0.71431,307,483,0.67398,0.75464
1990,Couple with children,4th Quintile,No,0.27168,176,483,0.23197,0.31139
1990,Couple with children,5th Quintile,Yes,0.81279,276,347,0.77169,0.85390
1990,Couple with children,5th Quintile,No,0.17877,71,347,0.13839,0.21914
1990,Multi-generational household,1st Quintile,Yes,0.65591,41,41,0.50868,0.80314
1990,Other Combinations,1st Quintile,Yes,0.60277,36,36,0.44066,0.76489
1991,Single-person household,1st Quintile,Yes,0.29205,90,293,0.23990,0.34421
1991,Single-person household,1st Quintile,No,0.65223,203,293,0.59760,0.70686
1991,Single-person household,2nd Quintile,Yes,0.28920,84,293,0.23720,0.34120
1991,Single-person household,2nd Quintile,No,0.69440,209,293,0.64156,0.74723
1991,Single-person household,3rd Quintile,Yes,0.35673,83,230,0.29468,0.41877
1991,Single-person household,3rd Quintile,No,0.64327,147,230,0.58123,0.70532
1991,Single-person household,4th Quintile,Yes,0.37088,82,235,0.30899,0.43277
1991,Single-person household,4th Quintile,No,0.62139,153,235,0.55925,0.68354
1991,Single-person household,5th Quintile,Yes,0.45396,96,214,0.38710,0.52082
1991,Single-person household,5th Quintile,No,0.52974,118,214,0.46271,0.59677
1991,Couple without children,1st Quintile,Yes,0.53132,242,451,0.48521,0.57743
1991,Couple without children,1st Quintile,No,0.44735,209,451,0.40141,0.49329
1991,Couple without children,2nd Quintile,Yes,0.59368,103,194,0.52439,0.66297
1991,Couple without children,2nd Quintile,No,0.39871,91,194,0.32963,0.46779
1991,Couple without children,3rd Quintile,Yes,0.62114,135,247,0.56052,0.68176
1991,Couple without children,3rd Quintile,No,0.37476,112,247,0.31427,0.43525
1991,Couple without children,4th Quintile,Yes,0.58439,171,320,0.53031,0.63847
1991,Couple without children,4th Quintile,No,0.41224,149,320,0.35822,0.46626
1991,Couple without children,5th Quintile,Yes,0.61748,263,427,0.57133,0.66363
1991,Couple without children,5th Quintile,No,0.37644,164,427,0.33043,0.42245
1991,Single parent,1st Quintile,Yes,0.24366,32,116,0.16519,0.32212
1991,Single parent,1st Quintile,No,0.70326,84,116,0.61977,0.78676
1991,Single parent,2nd Quintile,Yes,0.57008,51,100,0.47256,0.66761
1991,Single parent,2nd Quintile,No,0.42992,49,100,0.33239,0.52744
1991,Single parent,3rd Quintile,Yes,0.58201,32,64,0.46022,0.70381
1991,Single parent,3rd Quintile,No,0.41799,32,64,0.29619,0.53978
1991,Single parent,4th Quintile,Yes,0.66797,35,35,0.50967,0.82627
1991,Single parent,5th Quintile,Yes,0.89929,35,35,0.79814,1.00045
1991,Couple with children,1st Quintile,Yes,0.49230,531,1032,0.46179,0.52282
1991,Couple with children,1st Quintile,No,0.49264,501,1032,0.46212,0.52316
1991,Couple with children,2nd Quintile,Yes,0.60393,221,491,0.56062,0.64723
1991,Couple with children,2nd Quintile,No,0.39139,270,491,0.34818,0.43461
1991,Couple with children,3rd Quintile,Yes,0.72215,352,572,0.68541,0.75890
1991,Couple with children,3rd Quintile,No,0.27635,220,572,0.23967,0.31303
1991,Couple with children,4th Quintile,Yes,0.75693,352,513,0.71978,0.79409
1991,Couple with children,4th Quintile,No,0.24147,161,513,0.20440,0.27854
1991,Couple with children,5th Quintile,Yes,0.85737,288,363,0.82135,0.89340
1991,Couple with children,5th Quintile,No,0.14263,75,363,0.10660,0.17865
1991,Other Combinations,1st Quintile,Yes,0.62172,38,38,0.46545,0.77798
1992,Single-person household,1st Quintile,Yes,0.32116,128,394,0.27499,0.36732
1992,Single-person household,1st Quintile,No,0.62382,266,394,0.57593,0.67172
1992,Single-person household,2nd Quintile,Yes,0.31778,71,216,0.25554,0.38002
1992,Single-person household,2nd Quintile,No,0.64661,145,216,0.58271,0.71051
1992,Single-person household,3rd Quintile,Yes,0.32845,73,217,0.26582,0.39109
1992,Single-person household,3rd Quintile,No,0.64967,144,217,0.58604,0.71329
1992,Single-person household,4th Quintile,Yes,0.36591,83,227,0.30311,0.42871
1992,Single-person household,4th Quintile,No,0.61563,144,227,0.55221,0.67905
1992,Single-person household,5th Quintile,Yes,0.47213,90,199,0.40259,0.54166
1992,Single-person household,5th Quintile,No,0.50978,109,199,0.44015,0.57941
1992,Couple without children,1st Quintile,Yes,0.58602,160,277,0.52791,0.64413
1992,Couple without children,1st Quintile,No,0.38584,117,277,0.32841,0.44327
1992,Couple without children,2nd Quintile,Yes,0.56098,145,282,0.50295,0.61900
1992,Couple without children,2nd Quintile,No,0.41250,137,282,0.35494,0.47006
1992,Couple without children,3rd Quintile,Yes,0.54326,140,282,0.48501,0.60150
1992,Couple without children,3rd Quintile,No,0.42827,142,282,0.37042,0.48613
1992,Couple without children,4th Quintile,Yes,0.57341,201,368,0.52281,0.62401
1992,Couple without children,4th Quintile,No,0.39513,167,368,0.34511,0.44515
1992,Couple without children,5th Quintile,Yes,0.64517,274,436,0.60021,0.69013
1992,Couple without children,5th Quintile,No,0.33809,162,436,0.29363,0.38255
1992,Single parent,1st Quintile,Yes,0.34812,46,143,0.26976,0.42647
1992,Single parent,1st Quintile,No,0.61490,97,143,0.53487,0.69494
1992,Single parent,2nd Quintile,Yes,0.58189,47,90,0.47942,0.68437
1992,Single parent,2nd Quintile,No,0.41315,43,90,0.31085,0.51545
1992,Single parent,3rd Quintile,No,0.34346,31,31,0.17353,0.51339
1992,Couple with children,1st Quintile,Yes,0.49028,220,472,0.44513,0.53543
1992,Couple with children,1st Quintile,No,0.46842,252,472,0.42335,0.51348
1992,Couple with children,2nd Quintile,Yes,0.61498,407,779,0.58079,0.64917
1992,Couple with children,2nd Quintile,No,0.36296,372,779,0.32917,0.39675
1992,Couple with children,3rd Quintile,Yes,0.65167,387,675,0.61570,0.68764
1992,Couple with children,3rd Quintile,No,0.32876,288,675,0.29330,0.36423
1992,Couple with children,4th Quintile,Yes,0.75231,364,543,0.71597,0.78866
1992,Couple with children,4th Quintile,No,0.24193,179,543,0.20588,0.27798
1992,Couple with children,5th Quintile,Yes,0.86006,296,373,0.82481,0.89532
1992,Couple with children,5th Quintile,No,0.13703,77,373,0.10208,0.17197
1993,Single-person household,1st Quintile,Yes,0.32298,132,395,0.27680,0.36915
1993,Single-person household,1st Quintile,No,0.61997,263,395,0.57204,0.66790
1993,Single-person household,2nd Quintile,Yes,0.33893,84,239,0.27879,0.39906
1993,Single-person household,2nd Quintile,No,0.61081,155,239,0.54887,0.67276
1993,Single-person household,3rd Quintile,Yes,0.36738,87,231,0.30508,0.42969
1993,Single-person household,3rd Quintile,No,0.59035,144,231,0.52680,0.65391
1993,Single-person household,4th Quintile,Yes,0.38370,85,223,0.31973,0.44767
1993,Single-person household,4th Quintile,No,0.58309,138,223,0.51823,0.64795
1993,Single-person household,5th Quintile,Yes,0.46156,96,206,0.39332,0.52980
1993,Single-person household,5th Quintile,No,0.49509,110,206,0.42664,0.56353
1993,Couple without children,1st Quintile,Yes,0.56274,129,246,0.50063,0.62486
1993,Couple without children,1st Quintile,No,0.41105,117,246,0.34944,0.47266
1993,Couple without children,2nd Quintile,Yes,0.59738,177,312,0.54287,0.65188
1993,Couple without children,2nd Quintile,No,0.38990,135,312,0.33569,0.44410
1993,Couple without children,3rd Quintile,Yes,0.53684,139,267,0.47692,0.59677
1993,Couple without children,3rd Quintile,No,0.38191,128,267,0.32352,0.44029
1993,Couple without children,4th Quintile,Yes,0.55256,205,388,0.50302,0.60210
1993,Couple without children,4th Quintile,No,0.40819,183,388,0.35922,0.45716
1993,Couple without children,5th Quintile,Yes,0.61907,280,448,0.57405,0.66409
1993,Couple without children,5th Quintile,No,0.33945,168,448,0.29555,0.38335
1993,Single parent,1st Quintile,Yes,0.37139,46,132,0.28865,0.45413
1993,Single parent,1st Quintile,No,0.57763,86,132,0.49305,0.66222
1993,Single parent,2nd Quintile,Yes,0.54084,43,89,0.43672,0.64496
1993,Single parent,2nd Quintile,No,0.45176,46,89,0.34778,0.55574
1993,Single parent,3rd Quintile,Yes,0.53516,31,65,0.41297,0.65736
1993,Single parent,3rd Quintile,No,0.44037,34,65,0.31875,0.56200
1993,Single parent,4th Quintile,Yes,0.73769,34,34,0.58760,0.88778
1993,Couple with children,1st Quintile,Yes,0.54750,195,425,0.50012,0.59488
1993,Couple with children,1st Quintile,No,0.42011,230,425,0.37312,0.46709
1993,Couple with children,2nd Quintile,Yes,0.60639,379,725,0.57080,0.64198
1993,Couple with children,2nd Quintile,No,0.36585,346,725,0.33077,0.40094
1993,Couple with children,3rd Quintile,Yes,0.67935,414,699,0.64473,0.71398
1993,Couple with children,3rd Quintile,No,0.29436,285,699,0.26054,0.32817
1993,Couple with children,4th Quintile,Yes,0.76856,366,530,0.73262,0.80450
1993,Couple with children,4th Quintile,No,0.21367,164,530,0.17874,0.24860
1993,Couple with children,5th Quintile,Yes,0.83249,274,351,0.79336,0.87161
1993,Couple with children,5th Quintile,No,0.15537,77,351,0.11742,0.19332
1994,Single-person household,1st Quintile,Yes,0.32055,127,380,0.27357,0.36754
1994,Single-person household,1st Quintile,No,0.61071,253,380,0.56162,0.65980
1994,Single-person household,2nd Quintile,Yes,0.35672,87,236,0.29548,0.41797
1994,Single-person household,2nd Quintile,No,0.61303,149,236,0.55075,0.67530
1994,Single-person household,3rd Quintile,Yes,0.40133,105,256,0.34116,0.46149
1994,Single-person household,3rd Quintile,No,0.55695,151,256,0.49598,0.61792
1994,Single-person household,4th Quintile,Yes,0.38855,84,209,0.32231,0.45480
1994,Single-person household,4th Quintile,No,0.55828,125,209,0.49080,0.62577
1994,Single-person household,5th Quintile,Yes,0.52243,106,201,0.45320,0.59165
1994,Single-person household,5th Quintile,No,0.42641,95,201,0.35786,0.49495
1994,Couple without children,1st Quintile,Yes,0.52710,126,250,0.46508,0.58911
1994,Couple without children,1st Quintile,No,0.44925,124,250,0.38746,0.51103
1994,Couple without children,2nd Quintile,Yes,0.59523,177,310,0.54050,0.64996
1994,Couple without children,2nd Quintile,No,0.37341,133,310,0.31947,0.42734
1994,Couple without children,3rd Quintile,Yes,0.55168,157,299,0.49522,0.60815
