year,hhtyp,sampreg,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Multi-generational household,West,Yes,0.84119,66,99,0.76882,0.91355
1994,Multi-generational household,West,No,0.13718,33,99,0.06907,0.20530
1994,Other Combinations,West,Yes,0.59271,67,107,0.49917,0.68625
1994,Other Combinations,West,No,0.35889,40,107,0.26757,0.45021
1995,Single-person household,West,Yes,0.41646,428,1036,0.38643,0.44649
1995,Single-person household,West,No,0.54207,608,1036,0.51172,0.57243
1995,Single-person household,East,Yes,0.28998,93,286,0.23730,0.34266
1995,Single-person household,East,No,0.57683,193,286,0.51947,0.63420
1995,Couple without children,West,Yes,0.60045,734,1280,0.57361,0.62729
1995,Couple without children,West,No,0.35535,546,1280,0.32912,0.38158
1995,Couple without children,East,Yes,0.49274,235,468,0.44740,0.53809
1995,Couple without children,East,No,0.44117,233,468,0.39614,0.48621
1995,Single parent,West,Yes,0.57709,139,258,0.51669,0.63749
1995,Single parent,West,No,0.38788,119,258,0.32831,0.44745
1995,Single parent,East,Yes,0.37493,37,105,0.28188,0.46797
1995,Single parent,East,No,0.55723,68,105,0.46176,0.65269
1995,Couple with children,West,Yes,0.70753,1182,1937,0.68726,0.72779
1995,Couple with children,West,No,0.26357,755,1937,0.24394,0.28319
1995,Couple with children,East,Yes,0.50223,417,773,0.46696,0.53750
1995,Couple with children,East,No,0.44268,356,773,0.40764,0.47772
1995,Multi-generational household,West,Yes,0.78814,65,107,0.71035,0.86593
1995,Multi-generational household,West,No,0.17812,42,107,0.10528,0.25095
1995,Other Combinations,West,Yes,0.54619,66,110,0.45273,0.63966
1995,Other Combinations,West,No,0.40233,44,110,0.31028,0.49439
1996,Single-person household,West,Yes,0.40034,421,1047,0.37065,0.43004
1996,Single-person household,West,No,0.55683,626,1047,0.52673,0.58694
1996,Single-person household,East,Yes,0.30163,106,310,0.25046,0.35281
1996,Single-person household,East,No,0.59417,204,310,0.53942,0.64892
1996,Couple without children,West,Yes,0.60991,720,1266,0.58303,0.63679
1996,Couple without children,West,No,0.36114,546,1266,0.33467,0.38761
1996,Couple without children,East,Yes,0.49057,255,503,0.44684,0.53430
1996,Couple without children,East,No,0.44112,248,503,0.39769,0.48456
1996,Single parent,West,Yes,0.55162,137,268,0.49197,0.61128
1996,Single parent,West,No,0.39411,131,268,0.33549,0.45272
1996,Single parent,East,Yes,0.36965,40,102,0.27551,0.46380
1996,Single parent,East,No,0.56666,62,102,0.47002,0.66331
1996,Couple with children,West,Yes,0.72839,1195,1885,0.70830,0.74847
1996,Couple with children,West,No,0.24897,690,1885,0.22944,0.26849
1996,Couple with children,East,Yes,0.49835,400,730,0.46205,0.53464
1996,Couple with children,East,No,0.44069,330,730,0.40465,0.47673
1996,Multi-generational household,West,Yes,0.81119,60,93,0.73121,0.89116
1996,Multi-generational household,West,No,0.14242,33,93,0.07101,0.21384
1996,Other Combinations,West,Yes,0.65454,63,98,0.55991,0.74917
1996,Other Combinations,West,No,0.30032,35,98,0.20909,0.39154
1997,Single-person household,West,Yes,0.40673,417,1012,0.37645,0.43701
1997,Single-person household,West,No,0.54947,595,1012,0.51880,0.58014
1997,Single-person household,East,Yes,0.30152,102,316,0.25084,0.35220
1997,Single-person household,East,No,0.59397,214,316,0.53974,0.64820
1997,Couple without children,West,Yes,0.61995,762,1293,0.59348,0.64642
1997,Couple without children,West,No,0.34313,531,1293,0.31724,0.36902
1997,Couple without children,East,Yes,0.47528,252,514,0.43207,0.51850
1997,Couple without children,East,No,0.45481,262,514,0.41172,0.49790
1997,Single parent,West,Yes,0.55051,141,265,0.49051,0.61052
1997,Single parent,West,No,0.39937,124,265,0.34029,0.45845
1997,Single parent,East,Yes,0.32659,40,111,0.23895,0.41423
1997,Single parent,East,No,0.63681,71,111,0.54693,0.72668
1997,Couple with children,West,Yes,0.73742,1190,1827,0.71724,0.75760
1997,Couple with children,West,No,0.23784,637,1827,0.21831,0.25737
1997,Couple with children,East,Yes,0.52373,395,697,0.48662,0.56083
1997,Couple with children,East,No,0.42161,302,697,0.38492,0.45830
1997,Multi-generational household,West,Yes,0.80150,61,92,0.71955,0.88345
1997,Multi-generational household,West,No,0.17736,31,92,0.09888,0.25584
1997,Other Combinations,West,Yes,0.53937,55,97,0.43966,0.63908
1997,Other Combinations,West,No,0.35561,42,97,0.25985,0.45137
1998,Single-person household,West,Yes,0.39464,499,1286,0.36792,0.42137
1998,Single-person household,West,No,0.59411,787,1286,0.56726,0.62096
1998,Single-person household,East,Yes,0.29613,113,395,0.25105,0.34121
1998,Single-person household,East,No,0.68189,282,395,0.63591,0.72788
1998,Couple without children,West,Yes,0.63585,949,1576,0.61209,0.65962
1998,Couple without children,West,No,0.35930,627,1576,0.33561,0.38300
1998,Couple without children,East,Yes,0.44543,268,592,0.40536,0.48550
1998,Couple without children,East,No,0.53770,324,592,0.49750,0.57790
1998,Single parent,West,Yes,0.51009,157,324,0.45557,0.56461
1998,Single parent,West,No,0.48097,167,324,0.42648,0.53546
1998,Single parent,East,Yes,0.27099,38,122,0.19179,0.35019
1998,Single parent,East,No,0.72062,84,122,0.64067,0.80057
1998,Couple with children,West,Yes,0.73180,1377,2056,0.71265,0.75096
1998,Couple with children,West,No,0.26697,679,2056,0.24785,0.28610
1998,Couple with children,East,Yes,0.55879,417,748,0.52318,0.59439
1998,Couple with children,East,No,0.42707,331,748,0.39160,0.46255
1998,Multi-generational household,West,Yes,0.74242,53,53,0.62356,0.86128
1998,Other Combinations,West,Yes,0.62126,63,105,0.52803,0.71448
1998,Other Combinations,West,No,0.37399,42,105,0.28099,0.46698
1999,Single-person household,West,Yes,0.39563,473,1202,0.36798,0.42329
1999,Single-person household,West,No,0.59028,729,1202,0.56246,0.61809
1999,Single-person household,East,Yes,0.31757,126,407,0.27228,0.36285
1999,Single-person household,East,No,0.65859,281,407,0.61246,0.70472
1999,Couple without children,West,Yes,0.63443,938,1541,0.61038,0.65848
1999,Couple without children,West,No,0.35746,603,1541,0.33352,0.38139
1999,Couple without children,East,Yes,0.44991,268,594,0.40987,0.48995
1999,Couple without children,East,No,0.52555,326,594,0.48536,0.56574
1999,Single parent,West,Yes,0.51383,154,305,0.45765,0.57002
1999,Single parent,West,No,0.46608,151,305,0.41000,0.52215
1999,Single parent,East,Yes,0.27182,43,134,0.19621,0.34744
1999,Single parent,East,No,0.68707,91,134,0.60827,0.76588
1999,Couple with children,West,Yes,0.72401,1343,1988,0.70435,0.74366
1999,Couple with children,West,No,0.26067,645,1988,0.24137,0.27997
1999,Couple with children,East,Yes,0.55682,422,718,0.52046,0.59318
1999,Couple with children,East,No,0.42673,296,718,0.39053,0.46293
1999,Multi-generational household,West,Yes,0.74051,48,48,0.61519,0.86583
2000,Single-person household,West,Yes,0.40242,1045,2455,0.38302,0.42182
2000,Single-person household,West,No,0.57991,1410,2455,0.56038,0.59944
2000,Single-person household,East,Yes,0.30201,233,744,0.26900,0.33502
2000,Single-person household,East,No,0.67333,511,744,0.63961,0.70706
2000,Couple without children,West,Yes,0.64390,1954,2971,0.62668,0.66112
2000,Couple without children,West,No,0.34498,1017,2971,0.32789,0.36208
2000,Couple without children,East,Yes,0.50743,492,956,0.47572,0.53913
2000,Couple without children,East,No,0.48072,464,956,0.44904,0.51241
2000,Single parent,West,Yes,0.52929,293,542,0.48723,0.57135
2000,Single parent,West,No,0.44450,249,542,0.40262,0.48637
2000,Single parent,East,Yes,0.31921,71,203,0.25492,0.38350
2000,Single parent,East,No,0.62906,132,203,0.56244,0.69567
2000,Couple with children,West,Yes,0.71501,2540,3523,0.70010,0.72992
2000,Couple with children,West,No,0.26902,983,3523,0.25437,0.28366
2000,Couple with children,East,Yes,0.58412,655,1058,0.55441,0.61384
2000,Couple with children,East,No,0.39842,403,1058,0.36890,0.42793
2000,Multi-generational household,West,Yes,0.73126,98,136,0.65648,0.80604
2000,Multi-generational household,West,No,0.25719,38,136,0.18346,0.33093
2000,Other Combinations,West,Yes,0.69880,85,121,0.61671,0.78088
2000,Other Combinations,West,No,0.28413,36,121,0.20343,0.36482
2001,Single-person household,West,Yes,0.41271,937,2174,0.39201,0.43341
2001,Single-person household,West,No,0.56346,1237,2174,0.54261,0.58431
2001,Single-person household,East,Yes,0.31322,223,686,0.27848,0.34795
2001,Single-person household,East,No,0.65918,463,686,0.62369,0.69468
2001,Couple without children,West,Yes,0.63981,1711,2630,0.62146,0.65816
2001,Couple without children,West,No,0.34677,919,2630,0.32858,0.36496
2001,Couple without children,East,Yes,0.51108,482,913,0.47864,0.54353
2001,Couple without children,East,No,0.47741,431,913,0.44500,0.50983
2001,Single parent,West,Yes,0.51288,262,499,0.46898,0.55678
2001,Single parent,West,No,0.45064,237,499,0.40694,0.49434
2001,Single parent,East,Yes,0.34561,75,188,0.27745,0.41377
2001,Single parent,East,No,0.60983,113,188,0.53992,0.67975
2001,Couple with children,West,Yes,0.72626,2321,3167,0.71073,0.74179
2001,Couple with children,West,No,0.25623,846,3167,0.24102,0.27144
2001,Couple with children,East,Yes,0.57044,589,950,0.53894,0.60193
2001,Couple with children,East,No,0.40361,361,950,0.37239,0.43482
2001,Multi-generational household,West,Yes,0.74984,95,131,0.67539,0.82429
2001,Multi-generational household,West,No,0.22698,36,131,0.15497,0.29899
2001,Other Combinations,West,Yes,0.65345,64,95,0.55725,0.74965
2001,Other Combinations,West,No,0.30499,31,95,0.21191,0.39806
2002,Single-person household,West,Yes,0.41666,945,2166,0.39589,0.43743
2002,Single-person household,West,No,0.55803,1221,2166,0.53711,0.57895
2002,Single-person household,East,Yes,0.30448,230,693,0.27019,0.33876
2002,Single-person household,East,No,0.66148,463,693,0.62622,0.69674
2002,Couple without children,West,Yes,0.64612,1969,2916,0.62876,0.66348
2002,Couple without children,West,No,0.33274,947,2916,0.31563,0.34984
2002,Couple without children,East,Yes,0.51584,495,921,0.48355,0.54813
2002,Couple without children,East,No,0.47112,426,921,0.43887,0.50338
2002,Single parent,West,Yes,0.54800,285,508,0.50468,0.59132
2002,Single parent,West,No,0.40432,223,508,0.36160,0.44704
2002,Single parent,East,Yes,0.32187,67,173,0.25204,0.39169
2002,Single parent,East,No,0.59070,106,173,0.51722,0.66418
2002,Couple with children,West,Yes,0.71442,2561,3385,0.69920,0.72964
2002,Couple with children,West,No,0.26924,824,3385,0.25430,0.28419
2002,Couple with children,East,Yes,0.58734,610,938,0.55582,0.61887
2002,Couple with children,East,No,0.39230,328,938,0.36104,0.42357
2002,Multi-generational household,West,Yes,0.68714,87,119,0.60348,0.77080
2002,Multi-generational household,West,No,0.28578,32,119,0.20426,0.36730
2002,Other Combinations,West,Yes,0.65544,64,98,0.56086,0.75001
2002,Other Combinations,West,No,0.28696,34,98,0.19694,0.37698
2003,Single-person household,West,Yes,0.42325,951,2145,0.40234,0.44417
2003,Single-person household,West,No,0.54750,1194,2145,0.52643,0.56857
2003,Single-person household,East,Yes,0.30805,225,680,0.27332,0.34277
2003,Single-person household,East,No,0.65703,455,680,0.62132,0.69273
2003,Couple without children,West,Yes,0.64738,1899,2810,0.62971,0.66505
2003,Couple without children,West,No,0.33286,911,2810,0.31543,0.35029
2003,Couple without children,East,Yes,0.49348,495,947,0.46162,0.52534
2003,Couple without children,East,No,0.49259,452,947,0.46073,0.52445
2003,Single parent,West,Yes,0.50176,271,509,0.45828,0.54524
2003,Single parent,West,No,0.45759,238,509,0.41426,0.50091
2003,Single parent,East,Yes,0.36181,71,169,0.28915,0.43448
2003,Single parent,East,No,0.58126,98,169,0.50666,0.65587
2003,Couple with children,West,Yes,0.72688,2423,3176,0.71138,0.74238
2003,Couple with children,West,No,0.25298,753,3176,0.23786,0.26811
2003,Couple with children,East,Yes,0.60627,592,888,0.57411,0.63842
2003,Couple with children,East,No,0.37410,296,888,0.34225,0.40594
2003,Multi-generational household,West,Yes,0.67233,67,67,0.55909,0.78556
2003,Other Combinations,West,Yes,0.64327,56,56,0.51666,0.76987
2004,Single-person household,West,Yes,0.42656,958,2087,0.40533,0.44778
2004,Single-person household,West,No,0.53964,1129,2087,0.51825,0.56103
2004,Single-person household,East,Yes,0.29623,216,672,0.26168,0.33078
2004,Single-person household,East,No,0.66441,456,672,0.62868,0.70014
2004,Couple without children,West,Yes,0.64531,1910,2820,0.62765,0.66297
2004,Couple without children,West,No,0.33406,910,2820,0.31665,0.35147
2004,Couple without children,East,Yes,0.48485,501,930,0.45271,0.51699
2004,Couple without children,East,No,0.49721,429,930,0.46506,0.52936
2004,Single parent,West,Yes,0.48075,259,487,0.43633,0.52517
2004,Single parent,West,No,0.47529,228,487,0.43089,0.51969
2004,Single parent,East,Yes,0.39441,77,170,0.32072,0.46809
2004,Single parent,East,No,0.53723,93,170,0.46206,0.61241
2004,Couple with children,West,Yes,0.73647,2329,3027,0.72077,0.75216
2004,Couple with children,West,No,0.24132,698,3027,0.22607,0.25656
2004,Couple with children,East,Yes,0.60149,573,861,0.56877,0.63421
2004,Couple with children,East,No,0.37168,288,861,0.33938,0.40398
2004,Multi-generational household,West,Yes,0.60708,60,60,0.48246,0.73171
2004,Other Combinations,West,Yes,0.65678,52,52,0.52647,0.78709
2005,Single-person household,West,Yes,0.42286,964,2179,0.40211,0.44361
2005,Single-person household,West,No,0.56783,1215,2179,0.54703,0.58864
2005,Single-person household,East,Yes,0.31401,226,710,0.27985,0.34818
2005,Single-person household,East,No,0.67830,484,710,0.64391,0.71268
2005,Couple without children,West,Yes,0.65613,1891,2773,0.63845,0.67382
2005,Couple without children,West,No,0.34151,882,2773,0.32385,0.35916
2005,Couple without children,East,Yes,0.52140,523,912,0.48896,0.55384
2005,Couple without children,East,No,0.47177,389,912,0.43935,0.50418
2005,Single parent,West,Yes,0.45227,257,506,0.40886,0.49568
2005,Single parent,West,No,0.54161,249,506,0.49816,0.58507
2005,Single parent,East,Yes,0.41006,84,184,0.33880,0.48132
2005,Single parent,East,No,0.57451,100,184,0.50288,0.64615
2005,Couple with children,West,Yes,0.75335,2200,2870,0.73757,0.76912
2005,Couple with children,West,No,0.24665,670,2870,0.23088,0.26243
2005,Couple with children,East,Yes,0.65210,571,831,0.61970,0.68450
2005,Couple with children,East,No,0.34721,260,831,0.31482,0.37960
2005,Multi-generational household,West,Yes,0.70989,58,58,0.59208,0.82771
2005,Other Combinations,West,Yes,0.70214,51,51,0.57538,0.82891
2006,Single-person household,West,Yes,0.42393,1092,2464,0.40442,0.44345
2006,Single-person household,West,No,0.57368,1372,2464,0.55415,0.59321
2006,Single-person household,East,Yes,0.31933,279,811,0.28723,0.35144
2006,Single-person household,East,No,0.66979,532,811,0.63741,0.70218
2006,Couple without children,West,Yes,0.63902,2139,3125,0.62218,0.65586
2006,Couple without children,West,No,0.35705,986,3125,0.34025,0.37386
2006,Couple without children,East,Yes,0.53176,604,1024,0.50118,0.56234
2006,Couple without children,East,No,0.46727,420,1024,0.43669,0.49784
2006,Single parent,West,Yes,0.47068,304,577,0.42992,0.51144
2006,Single parent,West,No,0.51612,273,577,0.47531,0.55693
2006,Single parent,East,Yes,0.33039,75,188,0.26297,0.39780
2006,Single parent,East,No,0.66275,113,188,0.59499,0.73051
2006,Couple with children,West,Yes,0.74355,2321,2983,0.72788,0.75923
2006,Couple with children,West,No,0.25562,662,2983,0.23997,0.27128
2006,Couple with children,East,Yes,0.63411,585,853,0.60176,0.66645
2006,Couple with children,East,No,0.36589,268,853,0.33355,0.39824
2006,Multi-generational household,West,Yes,0.73912,60,60,0.62707,0.85117
2006,Other Combinations,West,Yes,0.75795,61,61,0.64957,0.86633
2007,Single-person household,West,Yes,0.43864,1078,2331,0.41849,0.45878
2007,Single-person household,West,No,0.55435,1253,2331,0.53417,0.57454
2007,Single-person household,East,Yes,0.33830,271,761,0.30466,0.37194
2007,Single-person household,East,No,0.65750,490,761,0.62377,0.69124
2007,Couple without children,West,Yes,0.65887,2015,2879,0.64154,0.67619
2007,Couple without children,West,No,0.33574,864,2879,0.31849,0.35300
2007,Couple without children,East,Yes,0.54429,589,989,0.51323,0.57534
2007,Couple without children,East,No,0.45312,400,989,0.42208,0.48416
2007,Single parent,West,Yes,0.49251,286,525,0.44970,0.53531
2007,Single parent,West,No,0.50252,239,525,0.45971,0.54533
2007,Single parent,East,Yes,0.26390,68,182,0.19969,0.32811
2007,Single parent,East,No,0.71913,114,182,0.65366,0.78461
2007,Couple with children,West,Yes,0.75060,2178,2793,0.73455,0.76664
2007,Couple with children,West,No,0.24940,615,2793,0.23336,0.26545
