year,regtyp,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Rural regions,Owner,No,0.06520,163,3027,0.05640,0.07400
2013,Rural regions,Tenant,Yes,0.41581,1349,2991,0.39815,0.43348
2013,Rural regions,Tenant,No,0.58331,1642,2991,0.56564,0.60099
2014,Urban regions,Owner,Yes,0.82690,3714,4272,0.81556,0.83825
2014,Urban regions,Owner,No,0.17197,558,4272,0.16066,0.18329
2014,Urban regions,Tenant,Yes,0.36102,2306,6122,0.34899,0.37305
2014,Urban regions,Tenant,No,0.63724,3816,6122,0.62520,0.64929
2014,Rural regions,Owner,Yes,0.93537,2642,2779,0.92622,0.94451
2014,Rural regions,Owner,No,0.06463,137,2779,0.05549,0.07378
2014,Rural regions,Tenant,Yes,0.42773,1199,2647,0.40888,0.44658
2014,Rural regions,Tenant,No,0.57129,1448,2647,0.55244,0.59015
2015,Urban regions,Owner,Yes,0.81482,3482,4050,0.80285,0.82678
2015,Urban regions,Owner,No,0.18518,568,4050,0.17322,0.19715
2015,Urban regions,Tenant,Yes,0.33827,2175,6326,0.32661,0.34994
2015,Urban regions,Tenant,No,0.65855,4151,6326,0.64687,0.67024
2015,Rural regions,Owner,Yes,0.92894,2526,2689,0.91923,0.93865
2015,Rural regions,Owner,No,0.07106,163,2689,0.06135,0.08077
2015,Rural regions,Tenant,Yes,0.40257,1175,2689,0.38403,0.42111
2015,Rural regions,Tenant,No,0.59636,1514,2689,0.57781,0.61491
2016,Urban regions,Owner,Yes,0.81804,3253,3770,0.80572,0.83036
2016,Urban regions,Owner,No,0.18189,517,3770,0.16958,0.19421
2016,Urban regions,Tenant,Yes,0.32577,1883,5598,0.31349,0.33804
2016,Urban regions,Tenant,No,0.67185,3715,5598,0.65955,0.68415
2016,Rural regions,Owner,Yes,0.92652,2373,2531,0.91635,0.93669
2016,Rural regions,Owner,No,0.07348,158,2531,0.06331,0.08365
2016,Rural regions,Tenant,Yes,0.41856,1050,2392,0.39879,0.43833
2016,Rural regions,Tenant,No,0.57882,1342,2392,0.55903,0.59862
2017,Urban regions,Owner,Yes,0.81578,3698,4259,0.80414,0.82743
2017,Urban regions,Owner,No,0.18422,561,4259,0.17257,0.19586
2017,Urban regions,Tenant,Yes,0.33356,2397,7238,0.32270,0.34442
2017,Urban regions,Tenant,No,0.66536,4841,7238,0.65449,0.67623
2017,Rural regions,Owner,Yes,0.93172,2641,2804,0.92238,0.94106
2017,Rural regions,Owner,No,0.06828,163,2804,0.05894,0.07762
2017,Rural regions,Tenant,Yes,0.42571,1353,3168,0.40849,0.44293
2017,Rural regions,Tenant,No,0.56985,1815,3168,0.55261,0.58710
2018,Urban regions,Owner,Yes,0.81335,3504,4079,0.80139,0.82531
2018,Urban regions,Owner,No,0.18665,575,4079,0.17469,0.19860
2018,Urban regions,Tenant,Yes,0.33329,2422,7714,0.32277,0.34381
2018,Urban regions,Tenant,No,0.66316,5292,7714,0.65262,0.67371
2018,Rural regions,Owner,Yes,0.92477,2519,2677,0.91477,0.93476
2018,Rural regions,Owner,No,0.07402,158,2677,0.06410,0.08394
2018,Rural regions,Tenant,Yes,0.42142,1283,3222,0.40437,0.43847
2018,Rural regions,Tenant,No,0.57459,1939,3222,0.55752,0.59167
2019,Urban regions,Owner,Yes,0.76922,3056,3559,0.75538,0.78307
2019,Urban regions,Owner,No,0.18029,503,3559,0.16766,0.19293
2019,Urban regions,Tenant,Yes,0.30107,2000,6343,0.28978,0.31236
2019,Urban regions,Tenant,No,0.58528,4343,6343,0.57316,0.59741
2019,Rural regions,Owner,Yes,0.89022,2243,2387,0.87768,0.90277
2019,Rural regions,Owner,No,0.06852,144,2387,0.05839,0.07866
2019,Rural regions,Tenant,Yes,0.37538,1059,2618,0.35683,0.39393
2019,Rural regions,Tenant,No,0.50093,1559,2618,0.48177,0.52008
2020,Urban regions,Owner,Yes,0.81521,3706,4295,0.80360,0.82682
2020,Urban regions,Owner,No,0.18454,589,4295,0.17294,0.19614
2020,Urban regions,Tenant,Yes,0.34883,2738,9077,0.33902,0.35863
2020,Urban regions,Tenant,No,0.64890,6339,9077,0.63908,0.65872
2020,Rural regions,Owner,Yes,0.94357,2558,2693,0.93485,0.95228
2020,Rural regions,Owner,No,0.05635,135,2693,0.04764,0.06506
2020,Rural regions,Tenant,Yes,0.43911,1335,3235,0.42201,0.45622
2020,Rural regions,Tenant,No,0.55992,1900,3235,0.54281,0.57703
2021,Urban regions,Owner,Yes,0.73103,2433,2855,0.71476,0.74730
2021,Urban regions,Owner,No,0.18118,422,2855,0.16705,0.19531
2021,Urban regions,Tenant,Yes,0.30956,1513,4748,0.29640,0.32271
2021,Urban regions,Tenant,No,0.56085,3235,4748,0.54673,0.57497
2021,Rural regions,Owner,Yes,0.86741,1703,1813,0.85179,0.88302
2021,Rural regions,Owner,No,0.06558,110,1813,0.05418,0.07698
2021,Rural regions,Tenant,Yes,0.38353,772,1753,0.36076,0.40630
2021,Rural regions,Tenant,No,0.50926,981,1753,0.48585,0.53267
2022,Urban regions,Owner,Yes,0.81274,4053,4699,0.80159,0.82390
2022,Urban regions,Owner,No,0.18705,646,4699,0.17590,0.19820
2022,Urban regions,Tenant,Yes,0.36109,3161,9114,0.35123,0.37095
2022,Urban regions,Tenant,No,0.63014,5953,9114,0.62023,0.64005
2022,Rural regions,Owner,Yes,0.93409,3005,3159,0.92544,0.94275
2022,Rural regions,Owner,No,0.06544,154,3159,0.05681,0.07406
2022,Rural regions,Tenant,Yes,0.47526,1483,3071,0.45760,0.49293
2022,Rural regions,Tenant,No,0.52005,1588,3071,0.50237,0.53772
