"pgoeffd","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"ja","1986","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1120","0.277507824731015","0.263601987923845","0.291413661538184"
"ja","1986","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1986","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","172","0.134966926644947","0.118781421939236","0.151152431350659"
"ja","1986","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1986","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"ja","1986","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2863","0.722492175268985","0.708586338461815","0.736398012076155"
"nein","1986","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1540","0.865033073355053","0.848847568649341","0.881218578060764"
"nein","1986","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1986","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","63","0.660982061955518","0.554556127844557","0.76740799606648"
"nein","1986","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1121","0.276683643211956","0.26291444830237","0.290452838121542"
"ja","1987","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","186","0.141400767969574","0.12494369293007","0.157857843009079"
"ja","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"ja","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2934","0.723316356788044","0.709547161878458","0.73708555169763"
"nein","1987","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1536","0.858599232030426","0.842142156990921","0.87505630706993"
"nein","1987","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1987","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","66","0.724381953199587","0.626468868297196","0.822295038101978"
"nein","1987","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1065","0.272021581218374","0.258147617457398","0.28589554497935"
"ja","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","176","0.139088938467991","0.122472573113066","0.155705303822917"
"ja","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"ja","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2887","0.727978418781626","0.71410445502065","0.741852382542602"
"nein","1988","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1490","0.860911061532008","0.844294696177083","0.877527426886934"
"nein","1988","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1988","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","98","0.840295772917779","0.772752334662943","0.907839211172615"
"nein","1988","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1053","0.262043121391705","0.248459577814273","0.275626664969138"
"ja","1989","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","188","0.165969769882712","0.14817883204567","0.183760707719755"
"ja","1989","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1989","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"ja","1989","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2973","0.737956878608295","0.724373335030862","0.751540422185727"
"nein","1989","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1492","0.834030230117288","0.816239292280245","0.85182116795433"
"nein","1989","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1989","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","119","0.842637536773883","0.78143779211175","0.903837281436016"
"nein","1989","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1990","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1026","0.266317077182907","0.252368796037353","0.280265358328461"
"ja","1990","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1080","0.334732384846703","0.31848102621817","0.350983743475237"
"ja","1990","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","180","0.15790467439661","0.140142227678327","0.175667121114893"
"ja","1990","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","31","0.336972490519843","0.241418866702831","0.432526114336855"
"ja","1990","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"ja","1990","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1990","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2832","0.733682922817093","0.719734641671539","0.747631203962647"
"nein","1990","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2159","0.665267615153297","0.649016256524763","0.68151897378183"
"nein","1990","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1439","0.84209532560339","0.824332878885107","0.859857772321673"
"nein","1990","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","63","0.663027509480157","0.567473885663145","0.758581133297169"
"nein","1990","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","138","0.882537120984164","0.832173716942583","0.932900525025746"
"nein","1990","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1991","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1075","0.271228467887927","0.257445448977272","0.285011486798582"
"ja","1991","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","872","0.319723876087551","0.302277426270632","0.33717032590447"
"ja","1991","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","196","0.152502782948905","0.135187645248362","0.169817920649447"
"ja","1991","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1991","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"ja","1991","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1991","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2922","0.728771532112073","0.714988513201418","0.742554551022728"
"nein","1991","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1873","0.680276123912449","0.66282967409553","0.697722573729368"
"nein","1991","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1460","0.847497217051095","0.830182079350553","0.864812354751638"
"nein","1991","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","48","0.648781724063542","0.540749002645029","0.756814445482055"
"nein","1991","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","183","0.88740881547102","0.844555047739382","0.930262583202658"
"nein","1991","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1992","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1064","0.279826047125739","0.265642223146429","0.29400987110505"
"ja","1992","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","842","0.35930340049953","0.339958205871883","0.378648595127177"
"ja","1992","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","186","0.163549487645576","0.145010369673843","0.182088605617309"
"ja","1992","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1992","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","35","0.164985138944878","0.116269862056069","0.213700415833687"
"ja","1992","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1992","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2784","0.720173952874261","0.70599012889495","0.734357776853571"
"nein","1992","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1521","0.64069659950047","0.621351404872824","0.660041794128117"
"nein","1992","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1343","0.836450512354424","0.817911394382691","0.854989630326157"
"nein","1992","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.541087945757405","0.413936662560144","0.668239228954666"
"nein","1992","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","188","0.835014861055122","0.786299584166314","0.883730137943931"
"nein","1992","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1993","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1058","0.27442206922626","0.260367033093698","0.288477105358823"
"ja","1993","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","769","0.341888836772365","0.322027019076875","0.361750654467855"
"ja","1993","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","177","0.16545906338402","0.146495446006817","0.184422680761222"
"ja","1993","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","36","0.138055379202712","0.0976503501120755","0.178460408293348"
"ja","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1993","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2814","0.72557793077374","0.711522894641177","0.739632966906302"
"nein","1993","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1422","0.658111163227635","0.638249345532145","0.677972980923125"
"nein","1993","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1298","0.83454093661598","0.815577319238778","0.853504553993183"
"nein","1993","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1993","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","244","0.861944620797288","0.821539591706652","0.902349649887925"
"nein","1993","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1036","0.282950115733914","0.268391137422578","0.29750909404525"
"ja","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","699","0.327735867381284","0.30764582593047","0.347825908832098"
"ja","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","148","0.156931569252255","0.137043936137924","0.176819202366586"
"ja","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","43","0.209550095218723","0.161622094457262","0.257478095980185"
"ja","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1994","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2641","0.717049884266086","0.70249090595475","0.731608862577422"
"nein","1994","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1398","0.672264132618716","0.652174091167902","0.69235417406953"
"nein","1994","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1137","0.843068430747745","0.823180797633414","0.862956063862076"
"nein","1994","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1994","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","234","0.790449904781277","0.742521904019815","0.838377905542738"
"nein","1994","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1065","0.280803072084483","0.266615206181287","0.294990937987678"
"ja","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","674","0.316219206341332","0.29649951840344","0.335938894279223"
"ja","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","204","0.181193959056244","0.161714562410702","0.200673355701785"
"ja","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","41","0.168572344684625","0.126137961510665","0.211006727858585"
"ja","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1995","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2789","0.719196927915517","0.705009062012322","0.733384793818713"
"nein","1995","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1462","0.683780793658668","0.664061105720777","0.70350048159656"
"nein","1995","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1298","0.818806040943756","0.799326644298214","0.838285437589298"
"nein","1995","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.63783967999974","0.510819435174066","0.764859924825413"
"nein","1995","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","258","0.831427655315375","0.788993272141415","0.873862038489335"
"nein","1995","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1037","0.285530168498275","0.271058648538023","0.300001688458527"
"ja","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","632","0.313275393632013","0.293028552560758","0.333522234703268"
"ja","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","193","0.174975263117618","0.154715133044149","0.195235393191086"
"ja","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","34","0.124206972765978","0.0866339647110028","0.161779980820953"
"ja","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1996","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2705","0.714469831501725","0.699998311541473","0.728941351461977"
"nein","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1384","0.686724606367987","0.666477765296732","0.706971447439242"
"nein","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1158","0.825024736882382","0.804764606808913","0.84528486695585"
"nein","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","33","0.667521643205516","0.538227941833425","0.796815344577606"
"nein","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","262","0.875793027234022","0.838220019179047","0.913366035288997"
"nein","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1015","0.27509660300018","0.260730903141977","0.289462302858383"
"ja","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","621","0.308360647600439","0.288126082760749","0.328595212440128"
"ja","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","190","0.190168872146644","0.168645040287464","0.211692704005824"
"ja","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","46","0.192931858457208","0.150926439769477","0.234937277144939"
"ja","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2697","0.72490339699982","0.710537697141617","0.739269096858023"
"nein","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1380","0.691639352399561","0.671404787559872","0.711873917239251"
"nein","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1087","0.809831127853356","0.788307295994176","0.831354959712536"
"nein","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","293","0.807068141542792","0.765062722855061","0.849073560230523"
"nein","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1179","0.273398898815919","0.260196385360882","0.286601412270956"
"ja","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","640","0.31154073499588","0.291775301412198","0.331306168579561"
"ja","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","182","0.187497576798361","0.165746868537204","0.209248285059518"
"ja","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","53","0.207967862665374","0.165017132907905","0.250918592422842"
"ja","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3199","0.726601101184081","0.713398587729044","0.739803614639118"
"nein","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1469","0.68845926500412","0.668693831420439","0.708224698587802"
"nein","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1055","0.812502423201639","0.790751714940482","0.834253131462796"
"nein","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","290","0.792032137334626","0.749081407577158","0.834982867092095"
"nein","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1999","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1061","0.267137059189224","0.253499992372601","0.280774126005847"
"ja","1999","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","600","0.306014038356672","0.285797171995177","0.326230904718168"
"ja","1999","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","153","0.184742728383542","0.161510989617603","0.207974467149481"
"ja","1999","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","1999","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","43","0.186899641789617","0.144647325183786","0.229151958395448"
"ja","1999","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1999","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2983","0.732862940810776","0.719225873994153","0.746500007627399"
"nein","1999","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1396","0.693985961643328","0.673769095281832","0.714202828004823"
"nein","1999","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","919","0.815257271616458","0.792025532850519","0.838489010382397"
"nein","1999","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","1999","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","284","0.813100358210383","0.770848041604552","0.855352674816214"
"nein","1999","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2000","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2110","0.245072983935743","0.235853784448074","0.254292183423412"
"ja","2000","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","861","0.266184995336664","0.25074366197898","0.281626328694348"
"ja","2000","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","277","0.170702502391437","0.15311461092618","0.188290393856694"
"ja","2000","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2000","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","65","0.131142868435105","0.10110122092415","0.16118451594606"
"ja","2000","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2000","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","6252","0.754927016064257","0.745707816576588","0.764146215551926"
"nein","2000","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2286","0.733815004663336","0.718373671305652","0.74925633802102"
"nein","2000","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1481","0.829297497608563","0.811709606143306","0.84688538907382"
"nein","2000","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","35","0.740434428667229","0.613746270870859","0.8671225864636"
"nein","2000","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","420","0.868857131564895","0.83881548405394","0.89889877907585"
"nein","2000","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1819","0.245882670446643","0.235895280757546","0.25587006013574"
"ja","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","769","0.271469909464596","0.254902689278387","0.288037129650805"
"ja","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","229","0.163151659692541","0.144383578664749","0.181919740720333"
"ja","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","61","0.173225109152863","0.137075292058919","0.209374926246807"
"ja","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2001","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5322","0.754117329553357","0.74412993986426","0.764104719242454"
"nein","2001","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1999","0.728530090535404","0.711962870349195","0.745097310721613"
"nein","2001","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1260","0.836848340307459","0.818080259279667","0.855616421335251"
"nein","2001","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2001","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","360","0.826774890847137","0.790625073753193","0.862924707941081"
"nein","2001","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2294","0.248792178777568","0.239585461688276","0.25799889586686"
"ja","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","805","0.255498099971457","0.239597045977742","0.271399153965171"
"ja","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","234","0.145484085974132","0.127635036343749","0.163333135604515"
"ja","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","71","0.184998170785301","0.149514202367218","0.220482139203384"
"ja","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2002","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","6176","0.751207821222432","0.74200110413314","0.760414538311724"
"nein","2002","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2085","0.744501900028543","0.728600846034829","0.760402954022258"
"nein","2002","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1265","0.854515914025868","0.836666864395485","0.872364963656251"
"nein","2002","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2002","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","389","0.815001829214699","0.779517860796616","0.850485797632782"
"nein","2002","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2075","0.260368235944663","0.250449191735127","0.270287280154199"
"ja","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","753","0.270840096061053","0.253675746782632","0.288004445339475"
"ja","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","203","0.159296936444806","0.139241235478055","0.179352637411558"
"ja","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","69","0.223106179515671","0.183289954781368","0.262922404249974"
"ja","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2003","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5444","0.739631764055337","0.729712719845801","0.749550808264873"
"nein","2003","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1822","0.729159903938947","0.711995554660525","0.746324253217369"
"nein","2003","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1076","0.840703063555194","0.820647362588442","0.860758764521945"
"nein","2003","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2003","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","351","0.776893820484329","0.737077595750026","0.816710045218633"
"nein","2003","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2079","0.250435022679306","0.240759591745802","0.260110453612811"
"ja","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","751","0.258839054342893","0.242336340825123","0.275341767860662"
