"pgoeffd","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"nein","1984","Niedersachsen","kein Migrationshintergrund","392","0.716599245660879","0.678799363674409","0.75439912764735"
"nein","1984","Niedersachsen","direkter Migrationshintergrund","109","0.909153570480623","0.857299883310812","0.961007257650434"
"nein","1984","Niedersachsen","indirekter Migrationshintergrund","","","",""
"nein","1984","Bremen","kein Migrationshintergrund","","","",""
"nein","1984","Bremen","direkter Migrationshintergrund","","","",""
"nein","1984","Bremen","indirekter Migrationshintergrund","","","",""
"nein","1984","Nordrhein-Westfalen","kein Migrationshintergrund","891","0.730017326056656","0.705105663832296","0.754928988281017"
"nein","1984","Nordrhein-Westfalen","direkter Migrationshintergrund","525","0.87428516850592","0.84735082385731","0.90121951315453"
"nein","1984","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"nein","1984","Hessen","kein Migrationshintergrund","303","0.709471559745495","0.666609673673211","0.75233344581778"
"nein","1984","Hessen","direkter Migrationshintergrund","279","0.884165062816842","0.848935689423124","0.919394436210561"
"nein","1984","Hessen","indirekter Migrationshintergrund","","","",""
"nein","1984","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","253","0.747242480051391","0.701183124485685","0.793301835617098"
"nein","1984","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","100","0.912121032920816","0.858970998629471","0.965271067212161"
"nein","1984","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"nein","1984","Baden-Wuerttemberg","kein Migrationshintergrund","603","0.775608389853947","0.746387612407461","0.804829167300434"
"nein","1984","Baden-Wuerttemberg","direkter Migrationshintergrund","589","0.879628362887492","0.854438211817977","0.904818513957007"
"nein","1984","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"nein","1984","Bayern","kein Migrationshintergrund","721","0.775034813134427","0.748298805334965","0.80177082093389"
"nein","1984","Bayern","direkter Migrationshintergrund","281","0.805399352959106","0.761749545950962","0.84904915996725"
"nein","1984","Bayern","indirekter Migrationshintergrund","","","",""
"nein","1984","Saarland","kein Migrationshintergrund","","","",""
"nein","1984","Saarland","direkter Migrationshintergrund","","","",""
"nein","1984","Saarland","indirekter Migrationshintergrund","","","",""
"nein","1984","Berlin","kein Migrationshintergrund","104","0.585711893935193","0.513142296814054","0.658281491056332"
"nein","1984","Berlin","direkter Migrationshintergrund","73","0.843554885939343","0.767219458906936","0.919890312971749"
"nein","1984","Berlin","indirekter Migrationshintergrund","","","",""
"nein","1984","Brandenburg","kein Migrationshintergrund","","","",""
"nein","1984","Brandenburg","direkter Migrationshintergrund","","","",""
"nein","1984","Brandenburg","indirekter Migrationshintergrund","","","",""
"nein","1984","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"nein","1984","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"nein","1984","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"nein","1984","Sachsen","kein Migrationshintergrund","","","",""
"nein","1984","Sachsen","direkter Migrationshintergrund","","","",""
"nein","1984","Sachsen","indirekter Migrationshintergrund","","","",""
"nein","1984","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"nein","1984","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"nein","1984","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"nein","1984","Thueringen","kein Migrationshintergrund","","","",""
"nein","1984","Thueringen","direkter Migrationshintergrund","","","",""
"nein","1984","Thueringen","indirekter Migrationshintergrund","","","",""
"ja","1985","Schleswig-Holstein","kein Migrationshintergrund","46","0.267156630859794","0.201030604204093","0.333282657515496"
"ja","1985","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"ja","1985","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"ja","1985","Hamburg","kein Migrationshintergrund","","","",""
"ja","1985","Hamburg","direkter Migrationshintergrund","","","",""
"ja","1985","Hamburg","indirekter Migrationshintergrund","","","",""
"ja","1985","Niedersachsen","kein Migrationshintergrund","140","0.301609518411491","0.260160971013629","0.343058065809354"
"ja","1985","Niedersachsen","direkter Migrationshintergrund","","","",""
"ja","1985","Niedersachsen","indirekter Migrationshintergrund","","","",""
"ja","1985","Bremen","kein Migrationshintergrund","","","",""
"ja","1985","Bremen","direkter Migrationshintergrund","","","",""
"ja","1985","Bremen","indirekter Migrationshintergrund","","","",""
"ja","1985","Nordrhein-Westfalen","kein Migrationshintergrund","312","0.282005218168631","0.25529213241782","0.308718303919442"
"ja","1985","Nordrhein-Westfalen","direkter Migrationshintergrund","48","0.125740855078501","0.0960798564413508","0.155401853715651"
"ja","1985","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"ja","1985","Hessen","kein Migrationshintergrund","114","0.298016897042231","0.251348951597758","0.344684842486705"
"ja","1985","Hessen","direkter Migrationshintergrund","38","0.138477345657014","0.0967334541555371","0.18022123715849"
"ja","1985","Hessen","indirekter Migrationshintergrund","","","",""
"ja","1985","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","88","0.285074472145753","0.234819757553737","0.335329186737769"
"ja","1985","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"ja","1985","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"ja","1985","Baden-Wuerttemberg","kein Migrationshintergrund","163","0.223072430225882","0.192450530328289","0.253694330123476"
"ja","1985","Baden-Wuerttemberg","direkter Migrationshintergrund","44","0.1290405597007","0.100738646617651","0.157342472783748"
"ja","1985","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"ja","1985","Bayern","kein Migrationshintergrund","198","0.23458133385541","0.205489872558562","0.263672795152258"
"ja","1985","Bayern","direkter Migrationshintergrund","","","",""
"ja","1985","Bayern","indirekter Migrationshintergrund","","","",""
"ja","1985","Saarland","kein Migrationshintergrund","","","",""
"ja","1985","Saarland","direkter Migrationshintergrund","","","",""
"ja","1985","Saarland","indirekter Migrationshintergrund","","","",""
"ja","1985","Berlin","kein Migrationshintergrund","68","0.451866037898649","0.373007162023263","0.530724913774035"
"ja","1985","Berlin","direkter Migrationshintergrund","","","",""
"ja","1985","Berlin","indirekter Migrationshintergrund","","","",""
"ja","1985","Brandenburg","kein Migrationshintergrund","","","",""
"ja","1985","Brandenburg","direkter Migrationshintergrund","","","",""
"ja","1985","Brandenburg","indirekter Migrationshintergrund","","","",""
"ja","1985","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"ja","1985","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"ja","1985","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"ja","1985","Sachsen","kein Migrationshintergrund","","","",""
"ja","1985","Sachsen","direkter Migrationshintergrund","","","",""
"ja","1985","Sachsen","indirekter Migrationshintergrund","","","",""
"ja","1985","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"ja","1985","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"ja","1985","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"ja","1985","Thueringen","kein Migrationshintergrund","","","",""
"ja","1985","Thueringen","direkter Migrationshintergrund","","","",""
"ja","1985","Thueringen","indirekter Migrationshintergrund","","","",""
"nein","1985","Schleswig-Holstein","kein Migrationshintergrund","126","0.732843369140206","0.666717342484504","0.798969395795907"
"nein","1985","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"nein","1985","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"nein","1985","Hamburg","kein Migrationshintergrund","82","0.739179787805535","0.65749667773684","0.82086289787423"
"nein","1985","Hamburg","direkter Migrationshintergrund","32","0.736183859837051","0.610191854352645","0.862175865321457"
"nein","1985","Hamburg","indirekter Migrationshintergrund","","","",""
"nein","1985","Niedersachsen","kein Migrationshintergrund","331","0.698390481588509","0.656941934190646","0.739839028986371"
"nein","1985","Niedersachsen","direkter Migrationshintergrund","74","0.982112515558843","0.952698382888892","1.01152664822879"
"nein","1985","Niedersachsen","indirekter Migrationshintergrund","","","",""
"nein","1985","Bremen","kein Migrationshintergrund","","","",""
"nein","1985","Bremen","direkter Migrationshintergrund","","","",""
"nein","1985","Bremen","indirekter Migrationshintergrund","","","",""
"nein","1985","Nordrhein-Westfalen","kein Migrationshintergrund","778","0.717994781831369","0.691281696080558","0.74470786758218"
"nein","1985","Nordrhein-Westfalen","direkter Migrationshintergrund","432","0.874259144921499","0.844598146284349","0.903920143558649"
"nein","1985","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"nein","1985","Hessen","kein Migrationshintergrund","255","0.701983102957769","0.655315157513295","0.748651048402242"
"nein","1985","Hessen","direkter Migrationshintergrund","225","0.861522654342986","0.81977876284151","0.903266545844463"
"nein","1985","Hessen","indirekter Migrationshintergrund","","","",""
"nein","1985","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","222","0.714925527854247","0.664670813262231","0.765180242446263"
"nein","1985","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","85","0.919637574576487","0.863473099032217","0.975802050120758"
"nein","1985","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"nein","1985","Baden-Wuerttemberg","kein Migrationshintergrund","547","0.776927569774118","0.746305669876524","0.807549469671711"
"nein","1985","Baden-Wuerttemberg","direkter Migrationshintergrund","495","0.8709594402993","0.842657527216252","0.899261353382349"
"nein","1985","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"nein","1985","Bayern","kein Migrationshintergrund","617","0.76541866614459","0.736327204847742","0.794510127441438"
"nein","1985","Bayern","direkter Migrationshintergrund","244","0.845745548801076","0.802662649502603","0.888828448099549"
"nein","1985","Bayern","indirekter Migrationshintergrund","","","",""
"nein","1985","Saarland","kein Migrationshintergrund","","","",""
"nein","1985","Saarland","direkter Migrationshintergrund","","","",""
"nein","1985","Saarland","indirekter Migrationshintergrund","","","",""
"nein","1985","Berlin","kein Migrationshintergrund","85","0.548133962101351","0.469275086225965","0.626992837976737"
"nein","1985","Berlin","direkter Migrationshintergrund","45","0.843302199154012","0.748093387471341","0.938511010836683"
"nein","1985","Berlin","indirekter Migrationshintergrund","","","",""
"nein","1985","Brandenburg","kein Migrationshintergrund","","","",""
"nein","1985","Brandenburg","direkter Migrationshintergrund","","","",""
"nein","1985","Brandenburg","indirekter Migrationshintergrund","","","",""
"nein","1985","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"nein","1985","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"nein","1985","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"nein","1985","Sachsen","kein Migrationshintergrund","","","",""
"nein","1985","Sachsen","direkter Migrationshintergrund","","","",""
"nein","1985","Sachsen","indirekter Migrationshintergrund","","","",""
"nein","1985","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"nein","1985","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"nein","1985","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"nein","1985","Thueringen","kein Migrationshintergrund","","","",""
"nein","1985","Thueringen","direkter Migrationshintergrund","","","",""
"nein","1985","Thueringen","indirekter Migrationshintergrund","","","",""
"ja","1986","Schleswig-Holstein","kein Migrationshintergrund","42","0.262715999361617","0.19343041123803","0.332001587485204"
"ja","1986","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"ja","1986","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"ja","1986","Hamburg","kein Migrationshintergrund","","","",""
"ja","1986","Hamburg","direkter Migrationshintergrund","","","",""
"ja","1986","Hamburg","indirekter Migrationshintergrund","","","",""
"ja","1986","Niedersachsen","kein Migrationshintergrund","136","0.296778855752776","0.255166717398169","0.338390994107382"
"ja","1986","Niedersachsen","direkter Migrationshintergrund","","","",""
"ja","1986","Niedersachsen","indirekter Migrationshintergrund","","","",""
"ja","1986","Bremen","kein Migrationshintergrund","","","",""
"ja","1986","Bremen","direkter Migrationshintergrund","","","",""
"ja","1986","Bremen","indirekter Migrationshintergrund","","","",""
"ja","1986","Nordrhein-Westfalen","kein Migrationshintergrund","297","0.284838199725896","0.257153712074427","0.312522687377366"
"ja","1986","Nordrhein-Westfalen","direkter Migrationshintergrund","47","0.129638073380241","0.0980357179864842","0.161240428773998"
"ja","1986","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"ja","1986","Hessen","kein Migrationshintergrund","112","0.317963722372277","0.269106598017959","0.366820846726596"
"ja","1986","Hessen","direkter Migrationshintergrund","","","",""
"ja","1986","Hessen","indirekter Migrationshintergrund","","","",""
"ja","1986","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","83","0.27052218260238","0.221150789377326","0.319893575827435"
"ja","1986","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"ja","1986","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"ja","1986","Baden-Wuerttemberg","kein Migrationshintergrund","167","0.243836621817563","0.21139535197133","0.276277891663796"
"ja","1986","Baden-Wuerttemberg","direkter Migrationshintergrund","38","0.127808074710565","0.0988880747698","0.15672807465133"
"ja","1986","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"ja","1986","Bayern","kein Migrationshintergrund","190","0.248425474956562","0.21735572386043","0.279495226052695"
"ja","1986","Bayern","direkter Migrationshintergrund","","","",""
"ja","1986","Bayern","indirekter Migrationshintergrund","","","",""
"ja","1986","Saarland","kein Migrationshintergrund","","","",""
"ja","1986","Saarland","direkter Migrationshintergrund","","","",""
"ja","1986","Saarland","indirekter Migrationshintergrund","","","",""
"ja","1986","Berlin","kein Migrationshintergrund","64","0.447056878763313","0.366408937803024","0.527704819723602"
"ja","1986","Berlin","direkter Migrationshintergrund","","","",""
"ja","1986","Berlin","indirekter Migrationshintergrund","","","",""
"ja","1986","Brandenburg","kein Migrationshintergrund","","","",""
"ja","1986","Brandenburg","direkter Migrationshintergrund","","","",""
"ja","1986","Brandenburg","indirekter Migrationshintergrund","","","",""
"ja","1986","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"ja","1986","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"ja","1986","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"ja","1986","Sachsen","kein Migrationshintergrund","","","",""
"ja","1986","Sachsen","direkter Migrationshintergrund","","","",""
"ja","1986","Sachsen","indirekter Migrationshintergrund","","","",""
"ja","1986","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"ja","1986","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"ja","1986","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"ja","1986","Thueringen","kein Migrationshintergrund","","","",""
"ja","1986","Thueringen","direkter Migrationshintergrund","","","",""
"ja","1986","Thueringen","indirekter Migrationshintergrund","","","",""
"nein","1986","Schleswig-Holstein","kein Migrationshintergrund","113","0.737284000638383","0.667998412514796","0.80656958876197"
"nein","1986","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"nein","1986","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"nein","1986","Hamburg","kein Migrationshintergrund","67","0.734408401833593","0.643667439801754","0.825149363865432"
"nein","1986","Hamburg","direkter Migrationshintergrund","","","",""
"nein","1986","Hamburg","indirekter Migrationshintergrund","","","",""
"nein","1986","Niedersachsen","kein Migrationshintergrund","327","0.703221144247224","0.661609005892617","0.744833282601831"
"nein","1986","Niedersachsen","direkter Migrationshintergrund","82","0.991111805623185","0.971275218143319","1.01094839310305"
"nein","1986","Niedersachsen","indirekter Migrationshintergrund","","","",""
"nein","1986","Bremen","kein Migrationshintergrund","","","",""
"nein","1986","Bremen","direkter Migrationshintergrund","","","",""
"nein","1986","Bremen","indirekter Migrationshintergrund","","","",""
"nein","1986","Nordrhein-Westfalen","kein Migrationshintergrund","724","0.715161800274104","0.687477312622634","0.742846287925573"
"nein","1986","Nordrhein-Westfalen","direkter Migrationshintergrund","387","0.870361926619759","0.838759571226002","0.901964282013516"
"nein","1986","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"nein","1986","Hessen","kein Migrationshintergrund","237","0.682036277627723","0.633179153273404","0.730893401982041"
"nein","1986","Hessen","direkter Migrationshintergrund","194","0.849572450132517","0.802546724564651","0.896598175700384"
"nein","1986","Hessen","indirekter Migrationshintergrund","","","",""
"nein","1986","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","228","0.72947781739762","0.680106424172565","0.778849210622674"
"nein","1986","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","77","0.945816539993054","0.896209888003957","0.995423191982151"
"nein","1986","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"nein","1986","Baden-Wuerttemberg","kein Migrationshintergrund","506","0.756163378182437","0.723722108336204","0.78860464802867"
"nein","1986","Baden-Wuerttemberg","direkter Migrationshintergrund","474","0.872191925289435","0.84327192534867","0.9011119252302"
"nein","1986","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"nein","1986","Bayern","kein Migrationshintergrund","553","0.751574525043438","0.720504773947305","0.782644276139571"
"nein","1986","Bayern","direkter Migrationshintergrund","224","0.830331818754238","0.783897693041464","0.876765944467013"
"nein","1986","Bayern","indirekter Migrationshintergrund","","","",""
"nein","1986","Saarland","kein Migrationshintergrund","","","",""
"nein","1986","Saarland","direkter Migrationshintergrund","","","",""
"nein","1986","Saarland","indirekter Migrationshintergrund","","","",""
"nein","1986","Berlin","kein Migrationshintergrund","82","0.552943121236687","0.472295180276398","0.633591062196976"
"nein","1986","Berlin","direkter Migrationshintergrund","45","0.890344925375708","0.806224072449242","0.974465778302175"
"nein","1986","Berlin","indirekter Migrationshintergrund","","","",""
"nein","1986","Brandenburg","kein Migrationshintergrund","","","",""
"nein","1986","Brandenburg","direkter Migrationshintergrund","","","",""
"nein","1986","Brandenburg","indirekter Migrationshintergrund","","","",""
"nein","1986","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"nein","1986","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"nein","1986","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"nein","1986","Sachsen","kein Migrationshintergrund","","","",""
"nein","1986","Sachsen","direkter Migrationshintergrund","","","",""
"nein","1986","Sachsen","indirekter Migrationshintergrund","","","",""
"nein","1986","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"nein","1986","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"nein","1986","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"nein","1986","Thueringen","kein Migrationshintergrund","","","",""
"nein","1986","Thueringen","direkter Migrationshintergrund","","","",""
"nein","1986","Thueringen","indirekter Migrationshintergrund","","","",""
"ja","1987","Schleswig-Holstein","kein Migrationshintergrund","45","0.272385234885699","0.202073103434225","0.342697366337174"
"ja","1987","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"ja","1987","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"ja","1987","Hamburg","kein Migrationshintergrund","","","",""
"ja","1987","Hamburg","direkter Migrationshintergrund","","","",""
"ja","1987","Hamburg","indirekter Migrationshintergrund","","","",""
"ja","1987","Niedersachsen","kein Migrationshintergrund","150","0.314553410112772","0.273523596073688","0.355583224151856"
"ja","1987","Niedersachsen","direkter Migrationshintergrund","","","",""
"ja","1987","Niedersachsen","indirekter Migrationshintergrund","","","",""
"ja","1987","Bremen","kein Migrationshintergrund","","","",""
"ja","1987","Bremen","direkter Migrationshintergrund","","","",""
"ja","1987","Bremen","indirekter Migrationshintergrund","","","",""
"ja","1987","Nordrhein-Westfalen","kein Migrationshintergrund","318","0.300767555275783","0.273016044835379","0.328519065716186"
"ja","1987","Nordrhein-Westfalen","direkter Migrationshintergrund","50","0.152982726708381","0.118678689122088","0.187286764294674"
"ja","1987","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"ja","1987","Hessen","kein Migrationshintergrund","95","0.275210999959307","0.227807589048615","0.322614410869999"
"ja","1987","Hessen","direkter Migrationshintergrund","30","0.15348805701655","0.108895223478335","0.198080890554764"
"ja","1987","Hessen","indirekter Migrationshintergrund","","","",""
"ja","1987","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","74","0.251865747266528","0.203387483548488","0.300344010984568"
"ja","1987","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"ja","1987","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"ja","1987","Baden-Wuerttemberg","kein Migrationshintergrund","163","0.237647516758785","0.205702696149559","0.26959233736801"
"ja","1987","Baden-Wuerttemberg","direkter Migrationshintergrund","40","0.12564852485412","0.0963904092172318","0.154906640491008"
"ja","1987","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"ja","1987","Bayern","kein Migrationshintergrund","186","0.241232734285109","0.210955038434469","0.271510430135748"
"ja","1987","Bayern","direkter Migrationshintergrund","30","0.16704254896989","0.121079080539514","0.213006017400267"
"ja","1987","Bayern","indirekter Migrationshintergrund","","","",""
"ja","1987","Saarland","kein Migrationshintergrund","","","",""
"ja","1987","Saarland","direkter Migrationshintergrund","","","",""
"ja","1987","Saarland","indirekter Migrationshintergrund","","","",""
"ja","1987","Berlin","kein Migrationshintergrund","66","0.454960928390481","0.375797031244684","0.534124825536278"
"ja","1987","Berlin","direkter Migrationshintergrund","","","",""
"ja","1987","Berlin","indirekter Migrationshintergrund","","","",""
"ja","1987","Brandenburg","kein Migrationshintergrund","","","",""
"ja","1987","Brandenburg","direkter Migrationshintergrund","","","",""
"ja","1987","Brandenburg","indirekter Migrationshintergrund","","","",""
"ja","1987","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"ja","1987","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"ja","1987","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"ja","1987","Sachsen","kein Migrationshintergrund","","","",""
"ja","1987","Sachsen","direkter Migrationshintergrund","","","",""
"ja","1987","Sachsen","indirekter Migrationshintergrund","","","",""
"ja","1987","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"ja","1987","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"ja","1987","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"ja","1987","Thueringen","kein Migrationshintergrund","","","",""
"ja","1987","Thueringen","direkter Migrationshintergrund","","","",""
"ja","1987","Thueringen","indirekter Migrationshintergrund","","","",""
"nein","1987","Schleswig-Holstein","kein Migrationshintergrund","109","0.727614765114301","0.657302633662826","0.797926896565775"
"nein","1987","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"nein","1987","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"nein","1987","Hamburg","kein Migrationshintergrund","64","0.762498308182976","0.670947572015832","0.854049044350121"
"nein","1987","Hamburg","direkter Migrationshintergrund","","","",""
"nein","1987","Hamburg","indirekter Migrationshintergrund","","","",""
"nein","1987","Niedersachsen","kein Migrationshintergrund","342","0.685446589887228","0.644416775848144","0.726476403926312"
"nein","1987","Niedersachsen","direkter Migrationshintergrund","85","0.99411498413116","0.978134170601507","1.01009579766081"
"nein","1987","Niedersachsen","indirekter Migrationshintergrund","","","",""
"nein","1987","Bremen","kein Migrationshintergrund","","","",""
"nein","1987","Bremen","direkter Migrationshintergrund","","","",""
"nein","1987","Bremen","indirekter Migrationshintergrund","","","",""
