year,migback,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,male,No,0.93336,8841,9402,0.92832,0.93840
2002,No migration background,female,Yes,0.05682,582,10058,0.05230,0.06135
2002,No migration background,female,No,0.94318,9476,10058,0.93865,0.94770
2002,Direct migration background,male,Yes,0.10310,126,1361,0.08694,0.11926
2002,Direct migration background,male,No,0.89690,1235,1361,0.88074,0.91306
2002,Direct migration background,female,Yes,0.07416,104,1436,0.06060,0.08772
2002,Direct migration background,female,No,0.92584,1332,1436,0.91228,0.93940
2002,Indirect migration background,male,No,0.93052,338,338,0.90337,0.95767
2002,Indirect migration background,female,No,0.92831,381,381,0.90237,0.95425
2003,No migration background,male,Yes,0.07189,600,9047,0.06656,0.07721
2003,No migration background,male,No,0.92811,8447,9047,0.92279,0.93344
2003,No migration background,female,Yes,0.06522,645,9722,0.06032,0.07013
2003,No migration background,female,No,0.93478,9077,9722,0.92987,0.93968
2003,Direct migration background,male,Yes,0.12626,141,1263,0.10794,0.14459
2003,Direct migration background,male,No,0.87374,1122,1263,0.85541,0.89206
2003,Direct migration background,female,Yes,0.06607,88,1355,0.05284,0.07930
2003,Direct migration background,female,No,0.93393,1267,1355,0.92070,0.94716
2003,Indirect migration background,male,Yes,0.11910,37,366,0.08587,0.15233
2003,Indirect migration background,male,No,0.88090,329,366,0.84767,0.91413
2003,Indirect migration background,female,No,0.94111,386,386,0.91759,0.96463
2004,No migration background,male,Yes,0.07844,597,8781,0.07282,0.08406
2004,No migration background,male,No,0.92156,8184,8781,0.91594,0.92718
2004,No migration background,female,Yes,0.06634,624,9497,0.06133,0.07135
2004,No migration background,female,No,0.93366,8873,9497,0.92865,0.93867
2004,Direct migration background,male,Yes,0.13544,150,1217,0.11620,0.15467
2004,Direct migration background,male,No,0.86456,1067,1217,0.84533,0.88380
2004,Direct migration background,female,Yes,0.08187,100,1319,0.06706,0.09667
2004,Direct migration background,female,No,0.91813,1219,1319,0.90333,0.93294
2004,Indirect migration background,male,Yes,0.12896,39,382,0.09531,0.16262
2004,Indirect migration background,male,No,0.87104,343,382,0.83738,0.90469
2004,Indirect migration background,female,No,0.92852,387,387,0.90282,0.95422
2005,No migration background,male,Yes,0.07831,568,8382,0.07256,0.08406
2005,No migration background,male,No,0.92169,7814,8382,0.91594,0.92744
2005,No migration background,female,Yes,0.06660,591,9122,0.06148,0.07171
2005,No migration background,female,No,0.93340,8531,9122,0.92829,0.93852
2005,Direct migration background,male,Yes,0.15619,150,1116,0.13488,0.17750
2005,Direct migration background,male,No,0.84381,966,1116,0.82250,0.86512
2005,Direct migration background,female,Yes,0.08275,96,1251,0.06748,0.09802
2005,Direct migration background,female,No,0.91725,1155,1251,0.90198,0.93252
2005,Indirect migration background,male,Yes,0.12368,44,400,0.09138,0.15599
2005,Indirect migration background,male,No,0.87632,356,400,0.84401,0.90862
2005,Indirect migration background,female,Yes,0.09770,39,426,0.06947,0.12593
2005,Indirect migration background,female,No,0.90230,387,426,0.87407,0.93053
2006,No migration background,male,Yes,0.07823,622,8979,0.07267,0.08378
2006,No migration background,male,No,0.92177,8357,8979,0.91622,0.92733
2006,No migration background,female,Yes,0.07272,668,9796,0.06758,0.07786
2006,No migration background,female,No,0.92728,9128,9796,0.92214,0.93242
2006,Direct migration background,male,Yes,0.13260,135,1102,0.11257,0.15263
2006,Direct migration background,male,No,0.86740,967,1102,0.84737,0.88743
2006,Direct migration background,female,Yes,0.11004,121,1275,0.09286,0.12723
2006,Direct migration background,female,No,0.88996,1154,1275,0.87277,0.90714
2006,Indirect migration background,male,Yes,0.14577,55,390,0.11071,0.18084
2006,Indirect migration background,male,No,0.85423,335,390,0.81916,0.88929
2006,Indirect migration background,female,Yes,0.08467,38,425,0.05817,0.11117
2006,Indirect migration background,female,No,0.91533,387,425,0.88883,0.94183
2007,No migration background,male,Yes,0.06445,478,8428,0.05920,0.06969
2007,No migration background,male,No,0.93555,7950,8428,0.93031,0.94080
2007,No migration background,female,Yes,0.07220,616,9182,0.06690,0.07749
2007,No migration background,female,No,0.92780,8566,9182,0.92251,0.93310
2007,Direct migration background,male,Yes,0.11599,103,979,0.09592,0.13606
2007,Direct migration background,male,No,0.88401,876,979,0.86394,0.90408
2007,Direct migration background,female,Yes,0.10646,102,1140,0.08855,0.12438
2007,Direct migration background,female,No,0.89354,1038,1140,0.87562,0.91145
2007,Indirect migration background,male,Yes,0.14956,38,366,0.11297,0.18615
2007,Indirect migration background,male,No,0.85044,328,366,0.81385,0.88703
2007,Indirect migration background,female,No,0.90804,384,384,0.87910,0.93698
2008,No migration background,male,Yes,0.06011,415,7957,0.05489,0.06534
2008,No migration background,male,No,0.93989,7542,7957,0.93466,0.94511
2008,No migration background,female,Yes,0.05954,507,8687,0.05457,0.06452
2008,No migration background,female,No,0.94046,8180,8687,0.93548,0.94543
2008,Direct migration background,male,Yes,0.09502,80,881,0.07564,0.11439
2008,Direct migration background,male,No,0.90498,801,881,0.88561,0.92436
2008,Direct migration background,female,Yes,0.09165,86,1025,0.07398,0.10932
2008,Direct migration background,female,No,0.90835,939,1025,0.89068,0.92602
2008,Indirect migration background,male,Yes,0.09664,33,367,0.06637,0.12691
2008,Indirect migration background,male,No,0.90336,334,367,0.87309,0.93363
2008,Indirect migration background,female,Yes,0.11523,35,399,0.08386,0.14660
2008,Indirect migration background,female,No,0.88477,364,399,0.85340,0.91614
2009,No migration background,male,Yes,0.06035,395,7498,0.05496,0.06574
2009,No migration background,male,No,0.93965,7103,7498,0.93426,0.94504
2009,No migration background,female,Yes,0.05884,451,8152,0.05373,0.06395
2009,No migration background,female,No,0.94116,7701,8152,0.93605,0.94627
2009,Direct migration background,male,Yes,0.13614,86,760,0.11175,0.16054
2009,Direct migration background,male,No,0.86386,674,760,0.83946,0.88825
2009,Direct migration background,female,Yes,0.08975,71,899,0.07106,0.10845
2009,Direct migration background,female,No,0.91025,828,899,0.89155,0.92894
2009,Indirect migration background,male,Yes,0.09056,31,339,0.05997,0.12116
2009,Indirect migration background,male,No,0.90944,308,339,0.87884,0.94003
2009,Indirect migration background,female,Yes,0.10875,37,369,0.07694,0.14056
2009,Indirect migration background,female,No,0.89125,332,369,0.85944,0.92306
2010,No migration background,male,Yes,0.06294,560,9085,0.05795,0.06793
2010,No migration background,male,No,0.93706,8525,9085,0.93207,0.94205
2010,No migration background,female,Yes,0.05689,964,10808,0.05253,0.06126
2010,No migration background,female,No,0.94311,9844,10808,0.93874,0.94747
2010,Direct migration background,male,Yes,0.12956,179,1329,0.11149,0.14762
2010,Direct migration background,male,No,0.87044,1150,1329,0.85238,0.88851
2010,Direct migration background,female,Yes,0.11443,235,1655,0.09909,0.12978
2010,Direct migration background,female,No,0.88557,1420,1655,0.87022,0.90091
2010,Indirect migration background,male,Yes,0.12535,53,494,0.09612,0.15458
2010,Indirect migration background,male,No,0.87465,441,494,0.84542,0.90388
2010,Indirect migration background,female,Yes,0.08132,71,594,0.05932,0.10332
2010,Indirect migration background,female,No,0.91868,523,594,0.89668,0.94068
2011,No migration background,male,Yes,0.05574,595,10827,0.05142,0.06006
2011,No migration background,male,No,0.94426,10232,10827,0.93994,0.94858
2011,No migration background,female,Yes,0.05037,1017,12959,0.04661,0.05414
2011,No migration background,female,No,0.94963,11942,12959,0.94586,0.95339
2011,Direct migration background,male,Yes,0.09987,158,1464,0.08450,0.11523
2011,Direct migration background,male,No,0.90013,1306,1464,0.88477,0.91550
2011,Direct migration background,female,Yes,0.07955,217,1881,0.06732,0.09179
2011,Direct migration background,female,No,0.92045,1664,1881,0.90821,0.93268
2011,Indirect migration background,male,Yes,0.08537,47,558,0.06216,0.10857
2011,Indirect migration background,male,No,0.91463,511,558,0.89143,0.93784
2011,Indirect migration background,female,Yes,0.08076,64,680,0.06027,0.10125
2011,Indirect migration background,female,No,0.91924,616,680,0.89875,0.93973
2012,No migration background,male,Yes,0.05640,588,10599,0.05201,0.06080
2012,No migration background,male,No,0.94360,10011,10599,0.93920,0.94799
2012,No migration background,female,Yes,0.05174,938,12644,0.04788,0.05560
2012,No migration background,female,No,0.94826,11706,12644,0.94440,0.95212
2012,Direct migration background,male,Yes,0.09361,139,1404,0.07837,0.10886
2012,Direct migration background,male,No,0.90639,1265,1404,0.89114,0.92163
2012,Direct migration background,female,Yes,0.07992,194,1788,0.06735,0.09249
2012,Direct migration background,female,No,0.92008,1594,1788,0.90751,0.93265
2012,Indirect migration background,male,Yes,0.07653,42,550,0.05429,0.09877
2012,Indirect migration background,male,No,0.92347,508,550,0.90123,0.94571
2012,Indirect migration background,female,Yes,0.09750,66,650,0.07468,0.12032
2012,Indirect migration background,female,No,0.90250,584,650,0.87968,0.92532
2013,No migration background,male,Yes,0.05485,523,10057,0.05040,0.05930
2013,No migration background,male,No,0.94515,9534,10057,0.94070,0.94960
2013,No migration background,female,Yes,0.04908,870,11965,0.04521,0.05295
2013,No migration background,female,No,0.95092,11095,11965,0.94705,0.95479
2013,Direct migration background,male,Yes,0.11365,414,2937,0.10217,0.12513
2013,Direct migration background,male,No,0.88635,2523,2937,0.87487,0.89783
2013,Direct migration background,female,Yes,0.10326,499,3622,0.09335,0.11317
2013,Direct migration background,female,No,0.89674,3123,3622,0.88683,0.90665
2013,Indirect migration background,male,Yes,0.09603,102,989,0.07765,0.11440
2013,Indirect migration background,male,No,0.90397,887,989,0.88560,0.92235
2013,Indirect migration background,female,Yes,0.10647,115,1053,0.08783,0.12511
2013,Indirect migration background,female,No,0.89353,938,1053,0.87489,0.91217
2014,No migration background,male,Yes,0.05479,465,9244,0.05015,0.05943
2014,No migration background,male,No,0.94521,8779,9244,0.94057,0.94985
2014,No migration background,female,Yes,0.04688,703,10855,0.04290,0.05085
2014,No migration background,female,No,0.95312,10152,10855,0.94915,0.95710
2014,Direct migration background,male,Yes,0.10124,300,2382,0.08913,0.11336
2014,Direct migration background,male,No,0.89876,2082,2382,0.88664,0.91087
2014,Direct migration background,female,Yes,0.09807,359,2896,0.08723,0.10890
2014,Direct migration background,female,No,0.90193,2537,2896,0.89110,0.91277
2014,Indirect migration background,male,Yes,0.11332,80,803,0.09138,0.13526
2014,Indirect migration background,male,No,0.88668,723,803,0.86474,0.90862
2014,Indirect migration background,female,Yes,0.08019,78,896,0.06240,0.09798
2014,Indirect migration background,female,No,0.91981,818,896,0.90202,0.93760
2015,No migration background,male,Yes,0.05406,425,8803,0.04934,0.05878
2015,No migration background,male,No,0.94594,8378,8803,0.94122,0.95066
2015,No migration background,female,Yes,0.04325,626,10325,0.03933,0.04717
2015,No migration background,female,No,0.95675,9699,10325,0.95283,0.96067
2015,Direct migration background,male,Yes,0.11691,378,2762,0.10493,0.12890
2015,Direct migration background,male,No,0.88309,2384,2762,0.87110,0.89507
2015,Direct migration background,female,Yes,0.10119,450,3287,0.09088,0.11150
2015,Direct migration background,female,No,0.89881,2837,3287,0.88850,0.90912
2015,Indirect migration background,male,Yes,0.10515,69,741,0.08305,0.12725
2015,Indirect migration background,male,No,0.89485,672,741,0.87275,0.91695
2015,Indirect migration background,female,Yes,0.10197,80,859,0.08172,0.12222
2015,Indirect migration background,female,No,0.89803,779,859,0.87778,0.91828
2016,No migration background,male,Yes,0.05266,360,8164,0.04782,0.05751
2016,No migration background,male,No,0.94734,7804,8164,0.94249,0.95218
2016,No migration background,female,Yes,0.04089,519,9599,0.03693,0.04485
2016,No migration background,female,No,0.95911,9080,9599,0.95515,0.96307
2016,Direct migration background,male,Yes,0.11154,299,2270,0.09859,0.12449
2016,Direct migration background,male,No,0.88846,1971,2270,0.87551,0.90141
2016,Direct migration background,female,Yes,0.09838,368,2770,0.08728,0.10947
2016,Direct migration background,female,No,0.90162,2402,2770,0.89053,0.91272
2016,Indirect migration background,male,Yes,0.09918,63,689,0.07684,0.12151
2016,Indirect migration background,male,No,0.90082,626,689,0.87849,0.92316
2016,Indirect migration background,female,Yes,0.08127,68,790,0.06220,0.10034
2016,Indirect migration background,female,No,0.91873,722,790,0.89966,0.93780
2017,No migration background,male,Yes,0.04656,387,9364,0.04229,0.05082
2017,No migration background,male,No,0.95344,8977,9364,0.94918,0.95771
2017,No migration background,female,Yes,0.03540,504,10747,0.03191,0.03889
2017,No migration background,female,No,0.96460,10243,10747,0.96111,0.96809
2017,Direct migration background,male,Yes,0.13243,859,3417,0.12106,0.14380
2017,Direct migration background,male,No,0.86757,2558,3417,0.85620,0.87894
2017,Direct migration background,female,Yes,0.11152,730,3492,0.10107,0.12196
2017,Direct migration background,female,No,0.88848,2762,3492,0.87804,0.89893
2017,Indirect migration background,male,Yes,0.11172,73,763,0.08935,0.13408
2017,Indirect migration background,male,No,0.88828,690,763,0.86592,0.91065
2017,Indirect migration background,female,Yes,0.05794,68,858,0.04230,0.07358
2017,Indirect migration background,female,No,0.94206,790,858,0.92642,0.95770
2018,No migration background,male,Yes,0.04369,376,9009,0.03947,0.04791
2018,No migration background,male,No,0.95631,8633,9009,0.95209,0.96053
2018,No migration background,female,Yes,0.03656,535,10402,0.03295,0.04016
2018,No migration background,female,No,0.96344,9867,10402,0.95984,0.96705
2018,Direct migration background,male,Yes,0.13040,1034,3932,0.11987,0.14092
2018,Direct migration background,male,No,0.86960,2898,3932,0.85908,0.88013
2018,Direct migration background,female,Yes,0.10189,886,3846,0.09232,0.11145
2018,Direct migration background,female,No,0.89811,2960,3846,0.88855,0.90768
2018,Indirect migration background,male,Yes,0.09870,74,747,0.07730,0.12010
2018,Indirect migration background,male,No,0.90130,673,747,0.87990,0.92270
2018,Indirect migration background,female,Yes,0.06701,66,868,0.05037,0.08366
2018,Indirect migration background,female,No,0.93299,802,868,0.91634,0.94963
2019,No migration background,male,Yes,0.03547,323,9729,0.03179,0.03914
2019,No migration background,male,No,0.96453,9406,9729,0.96086,0.96821
2019,No migration background,female,Yes,0.03390,434,10387,0.03042,0.03738
2019,No migration background,female,No,0.96610,9953,10387,0.96262,0.96958
2019,Direct migration background,male,Yes,0.13382,899,3638,0.12275,0.14488
2019,Direct migration background,male,No,0.86618,2739,3638,0.85512,0.87725
2019,Direct migration background,female,Yes,0.09496,839,3464,0.08520,0.10473
2019,Direct migration background,female,No,0.90504,2625,3464,0.89527,0.91480
2019,Indirect migration background,male,Yes,0.07827,53,745,0.05897,0.09757
2019,Indirect migration background,male,No,0.92173,692,745,0.90243,0.94103
2019,Indirect migration background,female,Yes,0.07193,58,827,0.05431,0.08955
2019,Indirect migration background,female,No,0.92807,769,827,0.91045,0.94569
2020,No migration background,male,Yes,0.03421,291,8785,0.03041,0.03801
2020,No migration background,male,No,0.96579,8494,8785,0.96199,0.96959
2020,No migration background,female,Yes,0.03469,417,9728,0.03105,0.03832
2020,No migration background,female,No,0.96531,9311,9728,0.96168,0.96895
2020,Direct migration background,male,Yes,0.12231,729,4455,0.11268,0.13193
2020,Direct migration background,male,No,0.87769,3726,4455,0.86807,0.88732
2020,Direct migration background,female,Yes,0.09499,694,3903,0.08579,0.10419
2020,Direct migration background,female,No,0.90501,3209,3903,0.89581,0.91421
2020,Indirect migration background,male,Yes,0.11155,61,728,0.08866,0.13443
2020,Indirect migration background,male,No,0.88845,667,728,0.86557,0.91134
2020,Indirect migration background,female,Yes,0.07872,59,804,0.06010,0.09735
2020,Indirect migration background,female,No,0.92128,745,804,0.90265,0.93990
2021,No migration background,male,Yes,0.03749,208,6204,0.03277,0.04222
2021,No migration background,male,No,0.96251,5996,6204,0.95778,0.96723
2021,No migration background,female,Yes,0.03179,266,6923,0.02766,0.03593
2021,No migration background,female,No,0.96821,6657,6923,0.96407,0.97234
2021,Direct migration background,male,Yes,0.10828,380,2689,0.09653,0.12003
2021,Direct migration background,male,No,0.89172,2309,2689,0.87997,0.90347
2021,Direct migration background,female,Yes,0.10398,404,2484,0.09197,0.11598
2021,Direct migration background,female,No,0.89602,2080,2484,0.88402,0.90803
2021,Indirect migration background,male,Yes,0.09576,33,443,0.06832,0.12319
