year,pgisced97,sampreg,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Primary Level,West,Yes,0.07878,39,606,0.05731,0.10025
1990,Primary Level,West,No,0.92122,567,606,0.89975,0.94269
1990,Lower Secondary Level,West,Yes,0.03799,106,2380,0.03030,0.04567
1990,Lower Secondary Level,West,No,0.96201,2274,2380,0.95433,0.96970
1990,Upper Secondary Level,West,Yes,0.02959,145,4368,0.02456,0.03461
1990,Upper Secondary Level,West,No,0.97041,4223,4368,0.96539,0.97544
1990,Post-secondary Non-tertiary Level,West,No,0.97004,264,264,0.94944,0.99065
1990,First Stage of Tertiary Education,West,No,0.97316,487,487,0.95879,0.98753
1990,Second Stage of Tertiary Education,West,No,0.97747,658,658,0.96612,0.98881
1991,No answer / don't know,West,No,0.94678,155,155,0.91133,0.98223
1991,Pre-primary Level,West,No,0.99787,144,144,0.99032,1.00542
1991,Primary Level,West,Yes,0.07055,38,596,0.04997,0.09113
1991,Primary Level,West,No,0.92945,558,596,0.90887,0.95003
1991,Primary Level,East,No,0.98341,35,35,0.94049,1.02634
1991,Lower Secondary Level,West,Yes,0.02975,102,2341,0.02287,0.03663
1991,Lower Secondary Level,West,No,0.97025,2239,2341,0.96337,0.97713
1991,Lower Secondary Level,East,Yes,0.08243,43,445,0.05685,0.10801
1991,Lower Secondary Level,East,No,0.91757,402,445,0.89199,0.94315
1991,Upper Secondary Level,West,Yes,0.02976,158,4469,0.02478,0.03474
1991,Upper Secondary Level,West,No,0.97024,4311,4469,0.96526,0.97522
1991,Upper Secondary Level,East,Yes,0.11071,268,2342,0.09800,0.12342
1991,Upper Secondary Level,East,No,0.88929,2074,2342,0.87658,0.90200
1991,Post-secondary Non-tertiary Level,West,No,0.94438,285,285,0.91773,0.97104
1991,Post-secondary Non-tertiary Level,East,No,0.90379,64,64,0.83097,0.97661
1991,First Stage of Tertiary Education,West,No,0.98434,504,504,0.97349,0.99519
1991,First Stage of Tertiary Education,East,No,0.97136,226,226,0.94956,0.99315
1991,Second Stage of Tertiary Education,West,No,0.97292,702,702,0.96090,0.98493
1991,Second Stage of Tertiary Education,East,Yes,0.08649,78,950,0.06861,0.10437
1991,Second Stage of Tertiary Education,East,No,0.91351,872,950,0.89563,0.93139
1992,No answer / don't know,West,No,0.94470,159,159,0.90906,0.98034
1992,Pre-primary Level,East,No,0.98378,43,43,0.94558,1.02198
1992,Primary Level,West,Yes,0.11275,70,596,0.08733,0.13816
1992,Primary Level,West,No,0.88725,526,596,0.86184,0.91267
1992,Lower Secondary Level,West,Yes,0.04016,105,2254,0.03205,0.04827
1992,Lower Secondary Level,West,No,0.95984,2149,2254,0.95173,0.96795
1992,Lower Secondary Level,East,Yes,0.10345,53,442,0.07503,0.13188
1992,Lower Secondary Level,East,No,0.89655,389,442,0.86812,0.92497
1992,Upper Secondary Level,West,Yes,0.03046,139,4386,0.02537,0.03555
1992,Upper Secondary Level,West,No,0.96954,4247,4386,0.96445,0.97463
1992,Upper Secondary Level,East,Yes,0.17344,374,2182,0.15755,0.18933
1992,Upper Secondary Level,East,No,0.82656,1808,2182,0.81067,0.84245
1992,Post-secondary Non-tertiary Level,West,No,0.97526,303,303,0.95774,0.99278
1992,Post-secondary Non-tertiary Level,East,No,0.75052,54,54,0.63403,0.86702
1992,First Stage of Tertiary Education,West,No,0.97336,512,512,0.95939,0.98732
1992,First Stage of Tertiary Education,East,No,0.93963,213,213,0.90757,0.97169
1992,Second Stage of Tertiary Education,West,No,0.98167,716,716,0.97184,0.99150
1992,Second Stage of Tertiary Education,East,Yes,0.12221,111,909,0.10091,0.14352
1992,Second Stage of Tertiary Education,East,No,0.87779,798,909,0.85648,0.89909
1993,No answer / don't know,West,No,0.93142,158,158,0.89188,0.97095
1993,Pre-primary Level,East,No,0.95462,55,55,0.89910,1.01013
1993,Primary Level,West,Yes,0.08271,48,567,0.06002,0.10540
1993,Primary Level,West,No,0.91729,519,567,0.89460,0.93998
1993,Lower Secondary Level,West,Yes,0.03678,113,2209,0.02893,0.04463
1993,Lower Secondary Level,West,No,0.96322,2096,2209,0.95537,0.97107
1993,Lower Secondary Level,East,Yes,0.11216,53,419,0.08191,0.14242
1993,Lower Secondary Level,East,No,0.88784,366,419,0.85758,0.91809
1993,Upper Secondary Level,West,Yes,0.04108,192,4473,0.03526,0.04690
1993,Upper Secondary Level,West,No,0.95892,4281,4473,0.95310,0.96474
1993,Upper Secondary Level,East,Yes,0.17469,373,2124,0.15854,0.19085
1993,Upper Secondary Level,East,No,0.82531,1751,2124,0.80915,0.84146
1993,Post-secondary Non-tertiary Level,West,No,0.96998,295,295,0.95047,0.98948
1993,Post-secondary Non-tertiary Level,East,No,0.87089,61,61,0.78604,0.95574
1993,First Stage of Tertiary Education,West,No,0.97112,496,496,0.95636,0.98587
1993,First Stage of Tertiary Education,East,No,0.87433,195,195,0.82769,0.92098
1993,Second Stage of Tertiary Education,West,No,0.95955,732,732,0.94527,0.97383
1993,Second Stage of Tertiary Education,East,Yes,0.11083,89,866,0.08991,0.13175
1993,Second Stage of Tertiary Education,East,No,0.88917,777,866,0.86825,0.91009
1994,No answer / don't know,West,No,0.94489,184,184,0.91183,0.97795
1994,Pre-primary Level,West,No,0.98904,146,146,0.97209,1.00599
1994,Pre-primary Level,East,No,0.98596,83,83,0.96050,1.01143
1994,Primary Level,West,Yes,0.11081,65,539,0.08428,0.13733
1994,Primary Level,West,No,0.88919,474,539,0.86267,0.91572
1994,Lower Secondary Level,West,Yes,0.05437,149,2075,0.04461,0.06413
1994,Lower Secondary Level,West,No,0.94563,1926,2075,0.93587,0.95539
1994,Lower Secondary Level,East,Yes,0.11875,53,398,0.08692,0.15057
1994,Lower Secondary Level,East,No,0.88125,345,398,0.84943,0.91308
1994,Upper Secondary Level,West,Yes,0.05177,251,4447,0.04525,0.05828
1994,Upper Secondary Level,West,No,0.94823,4196,4447,0.94172,0.95475
1994,Upper Secondary Level,East,Yes,0.18229,376,2071,0.16565,0.19892
1994,Upper Secondary Level,East,No,0.81771,1695,2071,0.80108,0.83435
1994,Post-secondary Non-tertiary Level,West,No,0.97940,303,303,0.96338,0.99542
1994,Post-secondary Non-tertiary Level,East,No,0.85611,64,64,0.76944,0.94278
1994,First Stage of Tertiary Education,West,No,0.95840,486,486,0.94063,0.97617
1994,First Stage of Tertiary Education,East,Yes,0.12581,31,233,0.08314,0.16849
1994,First Stage of Tertiary Education,East,No,0.87419,202,233,0.83151,0.91686
1994,Second Stage of Tertiary Education,West,No,0.96219,769,769,0.94871,0.97568
1994,Second Stage of Tertiary Education,East,Yes,0.10300,80,852,0.08258,0.12342
1994,Second Stage of Tertiary Education,East,No,0.89700,772,852,0.87658,0.91742
1995,No answer / don't know,West,No,0.88718,216,216,0.84489,0.92947
1995,Pre-primary Level,West,No,0.99460,183,183,0.98396,1.00525
1995,Pre-primary Level,East,No,0.96984,87,87,0.93369,1.00599
1995,Primary Level,West,Yes,0.10582,61,514,0.07920,0.13244
1995,Primary Level,West,No,0.89418,453,514,0.86756,0.92080
1995,Lower Secondary Level,West,Yes,0.06243,163,2080,0.05203,0.07283
1995,Lower Secondary Level,West,No,0.93757,1917,2080,0.92717,0.94797
1995,Lower Secondary Level,East,Yes,0.10499,49,368,0.07363,0.13636
1995,Lower Secondary Level,East,No,0.89501,319,368,0.86364,0.92637
1995,Upper Secondary Level,West,Yes,0.05494,276,4638,0.04838,0.06149
1995,Upper Secondary Level,West,No,0.94506,4362,4638,0.93851,0.95162
1995,Upper Secondary Level,East,Yes,0.15959,318,2025,0.14364,0.17555
1995,Upper Secondary Level,East,No,0.84041,1707,2025,0.82445,0.85636
1995,Post-secondary Non-tertiary Level,West,No,0.95022,375,375,0.92818,0.97226
1995,Post-secondary Non-tertiary Level,East,No,0.92645,63,63,0.86147,0.99143
1995,First Stage of Tertiary Education,West,No,0.95072,499,499,0.93170,0.96973
1995,First Stage of Tertiary Education,East,No,0.91776,208,208,0.88033,0.95519
1995,Second Stage of Tertiary Education,West,Yes,0.04531,39,912,0.03181,0.05882
1995,Second Stage of Tertiary Education,West,No,0.95469,873,912,0.94118,0.96819
1995,Second Stage of Tertiary Education,East,Yes,0.07265,58,829,0.05497,0.09033
1995,Second Stage of Tertiary Education,East,No,0.92735,771,829,0.90967,0.94503
1996,No answer / don't know,West,No,0.91326,210,210,0.87510,0.95142
1996,Pre-primary Level,West,No,0.98649,183,183,0.96972,1.00326
1996,Pre-primary Level,East,No,0.95946,86,86,0.91753,1.00139
1996,Primary Level,West,Yes,0.10944,52,467,0.08109,0.13778
1996,Primary Level,West,No,0.89056,415,467,0.86222,0.91891
1996,Lower Secondary Level,West,Yes,0.06594,155,1968,0.05497,0.07691
1996,Lower Secondary Level,West,No,0.93406,1813,1968,0.92309,0.94503
1996,Lower Secondary Level,East,Yes,0.09415,39,358,0.06386,0.12445
1996,Lower Secondary Level,East,No,0.90585,319,358,0.87555,0.93614
1996,Upper Secondary Level,West,Yes,0.05639,276,4506,0.04966,0.06313
1996,Upper Secondary Level,West,No,0.94361,4230,4506,0.93687,0.95034
1996,Upper Secondary Level,East,Yes,0.15871,325,1971,0.14257,0.17484
1996,Upper Secondary Level,East,No,0.84129,1646,1971,0.82516,0.85743
1996,Post-secondary Non-tertiary Level,West,No,0.95039,368,368,0.92818,0.97261
1996,Post-secondary Non-tertiary Level,East,No,0.90090,66,66,0.82827,0.97354
1996,First Stage of Tertiary Education,West,No,0.95910,504,504,0.94179,0.97641
1996,First Stage of Tertiary Education,East,No,0.89825,197,197,0.85592,0.94057
1996,Second Stage of Tertiary Education,West,Yes,0.04711,43,914,0.03336,0.06085
1996,Second Stage of Tertiary Education,West,No,0.95289,871,914,0.93915,0.96664
1996,Second Stage of Tertiary Education,East,Yes,0.08084,66,823,0.06221,0.09948
1996,Second Stage of Tertiary Education,East,No,0.91916,757,823,0.90052,0.93779
1997,No answer / don't know,West,No,0.92416,211,211,0.88835,0.95997
1997,No answer / don't know,East,No,0.92582,35,35,0.83773,1.01391
1997,Pre-primary Level,West,No,0.99432,204,204,0.98398,1.00466
1997,Pre-primary Level,East,No,0.97109,109,109,0.93949,1.00269
1997,Primary Level,West,Yes,0.13456,54,453,0.10310,0.16602
1997,Primary Level,West,No,0.86544,399,453,0.83398,0.89690
1997,Lower Secondary Level,West,Yes,0.06215,177,1979,0.05151,0.07278
1997,Lower Secondary Level,West,No,0.93785,1802,1979,0.92722,0.94849
1997,Lower Secondary Level,East,Yes,0.09466,39,350,0.06394,0.12537
1997,Lower Secondary Level,East,No,0.90534,311,350,0.87463,0.93606
1997,Upper Secondary Level,West,Yes,0.06300,294,4495,0.05590,0.07011
1997,Upper Secondary Level,West,No,0.93700,4201,4495,0.92989,0.94410
1997,Upper Secondary Level,East,Yes,0.16853,328,1985,0.15205,0.18500
1997,Upper Secondary Level,East,No,0.83147,1657,1985,0.81500,0.84795
1997,Post-secondary Non-tertiary Level,West,No,0.92626,349,349,0.89880,0.95372
1997,Post-secondary Non-tertiary Level,East,No,0.92590,67,67,0.86271,0.98909
1997,First Stage of Tertiary Education,West,No,0.96142,510,510,0.94469,0.97815
1997,First Stage of Tertiary Education,East,No,0.91022,213,213,0.87174,0.94870
1997,Second Stage of Tertiary Education,West,Yes,0.04795,39,930,0.03421,0.06169
1997,Second Stage of Tertiary Education,West,No,0.95205,891,930,0.93831,0.96579
1997,Second Stage of Tertiary Education,East,Yes,0.07365,63,837,0.05594,0.09136
1997,Second Stage of Tertiary Education,East,No,0.92635,774,837,0.90864,0.94406
1998,No answer / don't know,West,No,0.96030,473,473,0.94269,0.97792
1998,No answer / don't know,East,No,0.93380,91,91,0.88243,0.98517
1998,Pre-primary Level,West,No,0.99486,222,222,0.98543,1.00429
1998,Pre-primary Level,East,No,0.95988,107,107,0.92252,0.99724
1998,Primary Level,West,Yes,0.14556,55,427,0.11207,0.17905
1998,Primary Level,West,No,0.85444,372,427,0.82095,0.88793
1998,Lower Secondary Level,West,Yes,0.06904,188,2153,0.05833,0.07976
1998,Lower Secondary Level,West,No,0.93096,1965,2153,0.92024,0.94167
1998,Lower Secondary Level,East,Yes,0.10861,47,371,0.07690,0.14031
1998,Lower Secondary Level,East,No,0.89139,324,371,0.85969,0.92310
1998,Upper Secondary Level,West,Yes,0.05471,265,4888,0.04833,0.06109
1998,Upper Secondary Level,West,No,0.94529,4623,4888,0.93891,0.95167
1998,Upper Secondary Level,East,Yes,0.17131,366,2078,0.15511,0.18752
1998,Upper Secondary Level,East,No,0.82869,1712,2078,0.81248,0.84489
1998,Post-secondary Non-tertiary Level,West,No,0.96219,415,415,0.94382,0.98057
1998,Post-secondary Non-tertiary Level,East,No,0.91657,60,60,0.84600,0.98713
1998,First Stage of Tertiary Education,West,No,0.96626,558,558,0.95127,0.98126
1998,First Stage of Tertiary Education,East,No,0.91242,208,208,0.87391,0.95093
1998,Second Stage of Tertiary Education,West,Yes,0.03697,36,1085,0.02574,0.04820
1998,Second Stage of Tertiary Education,West,No,0.96303,1049,1085,0.95180,0.97426
1998,Second Stage of Tertiary Education,East,Yes,0.09685,86,857,0.07704,0.11667
1998,Second Stage of Tertiary Education,East,No,0.90315,771,857,0.88333,0.92296
1999,No answer / don't know,West,No,0.91531,220,220,0.87844,0.95219
1999,No answer / don't know,East,No,0.90525,40,40,0.81333,0.99717
1999,Primary Level,West,Yes,0.11719,47,409,0.08598,0.14840
1999,Primary Level,West,No,0.88281,362,409,0.85160,0.91402
1999,Lower Secondary Level,West,Yes,0.05816,142,2062,0.04806,0.06827
1999,Lower Secondary Level,West,No,0.94184,1920,2062,0.93173,0.95194
1999,Lower Secondary Level,East,Yes,0.07451,33,368,0.04764,0.10137
1999,Lower Secondary Level,East,No,0.92549,335,368,0.89863,0.95236
1999,Upper Secondary Level,West,Yes,0.04887,238,4842,0.04280,0.05494
1999,Upper Secondary Level,West,No,0.95113,4604,4842,0.94506,0.95720
1999,Upper Secondary Level,East,Yes,0.14402,314,2055,0.12883,0.15920
1999,Upper Secondary Level,East,No,0.85598,1741,2055,0.84080,0.87117
1999,Post-secondary Non-tertiary Level,West,No,0.96388,409,409,0.94577,0.98198
1999,Post-secondary Non-tertiary Level,East,No,0.93193,68,68,0.87162,0.99224
1999,First Stage of Tertiary Education,West,No,0.98426,559,559,0.97393,0.99459
1999,First Stage of Tertiary Education,East,No,0.91324,221,221,0.87605,0.95044
1999,Second Stage of Tertiary Education,West,No,0.96604,1070,1070,0.95518,0.97689
1999,Second Stage of Tertiary Education,East,Yes,0.08052,64,848,0.06219,0.09884
1999,Second Stage of Tertiary Education,East,No,0.91948,784,848,0.90116,0.93781
2000,No answer / don't know,West,No,0.84060,31,31,0.70961,0.97159
2000,Pre-primary Level,West,No,0.99505,350,350,0.98769,1.00241
2000,Primary Level,West,Yes,0.09201,42,384,0.06306,0.12096
2000,Primary Level,West,No,0.90799,342,384,0.87904,0.93694
2000,Lower Secondary Level,West,Yes,0.04883,177,3040,0.04117,0.05650
2000,Lower Secondary Level,West,No,0.95117,2863,3040,0.94350,0.95883
2000,Lower Secondary Level,East,Yes,0.08475,50,513,0.06063,0.10888
2000,Lower Secondary Level,East,No,0.91525,463,513,0.89112,0.93937
2000,Upper Secondary Level,West,Yes,0.03895,405,9546,0.03507,0.04284
2000,Upper Secondary Level,West,No,0.96105,9141,9546,0.95716,0.96493
2000,Upper Secondary Level,East,Yes,0.15170,524,3253,0.13937,0.16403
2000,Upper Secondary Level,East,No,0.84830,2729,3253,0.83597,0.86063
2000,Post-secondary Non-tertiary Level,West,Yes,0.03039,34,994,0.01971,0.04107
2000,Post-secondary Non-tertiary Level,West,No,0.96961,960,994,0.95893,0.98029
2000,Post-secondary Non-tertiary Level,East,No,0.97400,119,119,0.94529,1.00271
2000,First Stage of Tertiary Education,West,Yes,0.02320,39,1376,0.01524,0.03116
2000,First Stage of Tertiary Education,West,No,0.97680,1337,1376,0.96884,0.98476
2000,First Stage of Tertiary Education,East,Yes,0.08359,43,506,0.05945,0.10773
2000,First Stage of Tertiary Education,East,No,0.91641,463,506,0.89227,0.94055
2000,Second Stage of Tertiary Education,West,Yes,0.03229,82,2528,0.02540,0.03919
2000,Second Stage of Tertiary Education,West,No,0.96771,2446,2528,0.96081,0.97460
2000,Second Stage of Tertiary Education,East,Yes,0.05984,86,1288,0.04688,0.07280
2000,Second Stage of Tertiary Education,East,No,0.94016,1202,1288,0.92720,0.95312
2001,No answer / don't know,West,No,0.94164,86,86,0.89180,0.99147
2001,Pre-primary Level,West,No,0.99333,383,383,0.98516,1.00149
2001,Pre-primary Level,East,No,0.99652,154,154,0.98719,1.00585
2001,Primary Level,West,Yes,0.10940,33,297,0.07384,0.14496
2001,Primary Level,West,No,0.89060,264,297,0.85504,0.92616
2001,Lower Secondary Level,West,Yes,0.06163,167,2631,0.05244,0.07082
2001,Lower Secondary Level,West,No,0.93837,2464,2631,0.92918,0.94756
2001,Lower Secondary Level,East,Yes,0.09085,46,451,0.06429,0.11740
2001,Lower Secondary Level,East,No,0.90915,405,451,0.88260,0.93571
2001,Upper Secondary Level,West,Yes,0.04408,372,8578,0.03974,0.04843
2001,Upper Secondary Level,West,No,0.95592,8206,8578,0.95157,0.96026
2001,Upper Secondary Level,East,Yes,0.15129,478,2998,0.13846,0.16412
2001,Upper Secondary Level,East,No,0.84871,2520,2998,0.83588,0.86154
2001,Post-secondary Non-tertiary Level,West,Yes,0.05202,49,945,0.03785,0.06618
2001,Post-secondary Non-tertiary Level,West,No,0.94798,896,945,0.93382,0.96215
2001,Post-secondary Non-tertiary Level,East,No,0.90683,107,107,0.85149,0.96217
2001,First Stage of Tertiary Education,West,Yes,0.02954,41,1232,0.02008,0.03900
2001,First Stage of Tertiary Education,West,No,0.97046,1191,1232,0.96100,0.97992
2001,First Stage of Tertiary Education,East,Yes,0.09144,39,443,0.06457,0.11832
2001,First Stage of Tertiary Education,East,No,0.90856,404,443,0.88168,0.93543
2001,Second Stage of Tertiary Education,West,Yes,0.03233,70,2328,0.02514,0.03952
2001,Second Stage of Tertiary Education,West,No,0.96767,2258,2328,0.96048,0.97486
2001,Second Stage of Tertiary Education,East,Yes,0.05894,80,1222,0.04573,0.07215
2001,Second Stage of Tertiary Education,East,No,0.94106,1142,1222,0.92785,0.95427
2002,No answer / don't know,West,No,0.94755,130,130,0.90908,0.98602
2002,No answer / don't know,East,No,0.91781,48,48,0.83929,0.99633
2002,Pre-primary Level,West,No,0.99750,458,458,0.99293,1.00208
2002,Pre-primary Level,East,No,0.98028,150,150,0.95796,1.00261
2002,Primary Level,West,No,0.88453,242,242,0.84418,0.92488
2002,Lower Secondary Level,West,Yes,0.06912,161,2471,0.05911,0.07912
2002,Lower Secondary Level,West,No,0.93088,2310,2471,0.92088,0.94089
2002,Lower Secondary Level,East,Yes,0.09119,39,420,0.06363,0.11876
2002,Lower Secondary Level,East,No,0.90881,381,420,0.88124,0.93637
2002,Upper Secondary Level,West,Yes,0.05283,414,8706,0.04814,0.05753
2002,Upper Secondary Level,West,No,0.94717,8292,8706,0.94247,0.95186
2002,Upper Secondary Level,East,Yes,0.16780,474,2878,0.15414,0.18145
2002,Upper Secondary Level,East,No,0.83220,2404,2878,0.81855,0.84586
2002,Post-secondary Non-tertiary Level,West,Yes,0.04432,47,1030,0.03175,0.05690
2002,Post-secondary Non-tertiary Level,West,No,0.95568,983,1030,0.94310,0.96825
2002,Post-secondary Non-tertiary Level,East,No,0.89945,119,119,0.84519,0.95371
2002,First Stage of Tertiary Education,West,Yes,0.02846,32,1290,0.01938,0.03754
2002,First Stage of Tertiary Education,West,No,0.97154,1258,1290,0.96246,0.98062
2002,First Stage of Tertiary Education,East,Yes,0.08888,38,452,0.06261,0.11514
2002,First Stage of Tertiary Education,East,No,0.91112,414,452,0.88486,0.93739
2002,Second Stage of Tertiary Education,West,Yes,0.03441,76,3236,0.02813,0.04069
2002,Second Stage of Tertiary Education,West,No,0.96559,3160,3236,0.95931,0.97187
2002,Second Stage of Tertiary Education,East,Yes,0.07175,82,1323,0.05784,0.08566
2002,Second Stage of Tertiary Education,East,No,0.92825,1241,1323,0.91434,0.94216
2003,No answer / don't know,West,No,0.91707,169,169,0.87537,0.95877
2003,No answer / don't know,East,No,0.81306,53,53,0.70710,0.91903
2003,Pre-primary Level,West,No,0.99181,454,454,0.98350,1.00011
2003,Pre-primary Level,East,No,0.99669,161,161,0.98778,1.00559
2003,Primary Level,West,Yes,0.12451,33,258,0.08415,0.16488
2003,Primary Level,West,No,0.87549,225,258,0.83512,0.91585
2003,Lower Secondary Level,West,Yes,0.08424,176,2323,0.07294,0.09553
2003,Lower Secondary Level,West,No,0.91576,2147,2323,0.90447,0.92706
2003,Lower Secondary Level,East,Yes,0.12730,44,410,0.09500,0.15961
2003,Lower Secondary Level,East,No,0.87270,366,410,0.84039,0.90500
2003,Upper Secondary Level,West,Yes,0.05754,431,8296,0.05253,0.06255
2003,Upper Secondary Level,West,No,0.94246,7865,8296,0.93745,0.94747
2003,Upper Secondary Level,East,Yes,0.17740,501,2809,0.16327,0.19153
2003,Upper Secondary Level,East,No,0.82260,2308,2809,0.80847,0.83673
2003,Post-secondary Non-tertiary Level,West,Yes,0.05772,58,1010,0.04333,0.07211
2003,Post-secondary Non-tertiary Level,West,No,0.94228,952,1010,0.92789,0.95667
2003,Post-secondary Non-tertiary Level,East,No,0.88153,124,124,0.82442,0.93864
2003,First Stage of Tertiary Education,West,Yes,0.03494,36,1235,0.02469,0.04518
2003,First Stage of Tertiary Education,West,No,0.96506,1199,1235,0.95482,0.97531
2003,First Stage of Tertiary Education,East,Yes,0.08040,37,452,0.05531,0.10550
2003,First Stage of Tertiary Education,East,No,0.91960,415,452,0.89450,0.94469
2003,Second Stage of Tertiary Education,West,Yes,0.03767,90,3062,0.03092,0.04441
2003,Second Stage of Tertiary Education,West,No,0.96233,2972,3062,0.95559,0.96908
2003,Second Stage of Tertiary Education,East,Yes,0.07138,84,1292,0.05734,0.08543
2003,Second Stage of Tertiary Education,East,No,0.92862,1208,1292,0.91457,0.94266
2004,No answer / don't know,West,No,0.92762,193,193,0.89097,0.96427
2004,No answer / don't know,East,No,0.91051,58,58,0.83641,0.98462
2004,Pre-primary Level,West,No,0.99928,473,473,0.99687,1.00170
2004,Pre-primary Level,East,No,0.97708,163,163,0.95404,1.00013
2004,Primary Level,West,Yes,0.17684,35,239,0.12836,0.22531
2004,Primary Level,West,No,0.82316,204,239,0.77469,0.87164
2004,Lower Secondary Level,West,Yes,0.08383,174,2205,0.07226,0.09540
2004,Lower Secondary Level,West,No,0.91617,2031,2205,0.90460,0.92774
2004,Lower Secondary Level,East,Yes,0.13637,42,369,0.10131,0.17144
2004,Lower Secondary Level,East,No,0.86363,327,369,0.82856,0.89869
2004,Upper Secondary Level,West,Yes,0.06669,484,8035,0.06124,0.07215
2004,Upper Secondary Level,West,No,0.93331,7551,8035,0.92785,0.93876
2004,Upper Secondary Level,East,Yes,0.18631,466,2746,0.17174,0.20087
2004,Upper Secondary Level,East,No,0.81369,2280,2746,0.79913,0.82826
2004,Post-secondary Non-tertiary Level,West,Yes,0.04977,49,1006,0.03633,0.06322
2004,Post-secondary Non-tertiary Level,West,No,0.95023,957,1006,0.93678,0.96367
2004,Post-secondary Non-tertiary Level,East,No,0.82463,131,131,0.75926,0.89000
2004,First Stage of Tertiary Education,West,Yes,0.03976,43,1207,0.02873,0.05078
