year,migback,pgisced97,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,No migration background,Upper Secondary Level,Yes,0.07258,488,5352,0.06563,0.07953
1996,No migration background,Upper Secondary Level,No,0.90361,4864,5352,0.89570,0.91152
1996,No migration background,Post-secondary Non-tertiary Level,No,0.93891,298,298,0.91167,0.96615
1996,No migration background,First Stage of Tertiary Education,Yes,0.05081,34,666,0.03412,0.06751
1996,No migration background,First Stage of Tertiary Education,No,0.91362,632,666,0.89227,0.93497
1996,No migration background,Second Stage of Tertiary Education,Yes,0.04654,88,1540,0.03602,0.05707
1996,No migration background,Second Stage of Tertiary Education,No,0.93912,1452,1540,0.92717,0.95107
1996,Direct migration background,Primary Level,Yes,0.11286,45,412,0.08227,0.14345
1996,Direct migration background,Primary Level,No,0.86252,367,412,0.82923,0.89581
1996,Direct migration background,Lower Secondary Level,Yes,0.11394,82,706,0.09048,0.13739
1996,Direct migration background,Lower Secondary Level,No,0.85574,624,706,0.82980,0.88168
1996,Direct migration background,Upper Secondary Level,Yes,0.09735,92,924,0.07822,0.11647
1996,Direct migration background,Upper Secondary Level,No,0.88826,832,924,0.86794,0.90859
1996,Direct migration background,Post-secondary Non-tertiary Level,No,0.86739,127,127,0.80817,0.92661
1996,Direct migration background,First Stage of Tertiary Education,No,0.91818,52,52,0.84296,0.99341
1996,Direct migration background,Second Stage of Tertiary Education,No,0.86028,160,160,0.80639,0.91417
1996,Indirect migration background,Pre-primary Level,No,0.85376,49,49,0.75380,0.95372
1996,Indirect migration background,Lower Secondary Level,No,0.86441,150,150,0.80944,0.91939
1996,Indirect migration background,Upper Secondary Level,No,0.89886,180,180,0.85469,0.94303
1997,No migration background,Primary Level,No,0.79236,42,42,0.66820,0.91652
1997,No migration background,Lower Secondary Level,Yes,0.05233,97,1441,0.04083,0.06383
1997,No migration background,Lower Secondary Level,No,0.94767,1344,1441,0.93617,0.95917
1997,No migration background,Upper Secondary Level,Yes,0.08303,506,5389,0.07566,0.09040
1997,No migration background,Upper Secondary Level,No,0.91697,4883,5389,0.90960,0.92434
1997,No migration background,Post-secondary Non-tertiary Level,No,0.94576,291,291,0.91969,0.97183
1997,No migration background,First Stage of Tertiary Education,No,0.94759,659,659,0.93056,0.96461
1997,No migration background,Second Stage of Tertiary Education,Yes,0.04880,85,1568,0.03813,0.05946
1997,No migration background,Second Stage of Tertiary Education,No,0.95120,1483,1568,0.94054,0.96187
1997,Direct migration background,Primary Level,Yes,0.10654,43,395,0.07608,0.13701
1997,Direct migration background,Primary Level,No,0.89346,352,395,0.86299,0.92392
1997,Direct migration background,Lower Secondary Level,Yes,0.09992,95,691,0.07755,0.12230
1997,Direct migration background,Lower Secondary Level,No,0.90008,596,691,0.87770,0.92245
1997,Direct migration background,Upper Secondary Level,Yes,0.10121,100,896,0.08145,0.12097
1997,Direct migration background,Upper Secondary Level,No,0.89812,796,896,0.87830,0.91793
1997,Direct migration background,Post-secondary Non-tertiary Level,No,0.85108,111,111,0.78454,0.91761
1997,Direct migration background,First Stage of Tertiary Education,No,0.99147,53,53,0.96648,1.01647
1997,Direct migration background,Second Stage of Tertiary Education,No,0.90123,166,166,0.85571,0.94676
1997,Indirect migration background,Lower Secondary Level,No,0.84754,173,173,0.79382,0.90126
1997,Indirect migration background,Upper Secondary Level,No,0.94731,179,179,0.91449,0.98013
1998,No migration background,Pre-primary Level,No,0.99204,234,234,0.98063,1.00345
1998,No migration background,Primary Level,No,0.82935,54,54,0.72806,0.93063
1998,No migration background,Lower Secondary Level,Yes,0.05770,117,1679,0.04655,0.06886
1998,No migration background,Lower Secondary Level,No,0.94004,1562,1679,0.92868,0.95140
1998,No migration background,Upper Secondary Level,Yes,0.07877,541,5928,0.07191,0.08562
1998,No migration background,Upper Secondary Level,No,0.91391,5387,5928,0.90677,0.92105
1998,No migration background,Post-secondary Non-tertiary Level,No,0.97680,341,341,0.96080,0.99280
1998,No migration background,First Stage of Tertiary Education,Yes,0.04250,37,740,0.02796,0.05704
1998,No migration background,First Stage of Tertiary Education,No,0.94642,703,740,0.93019,0.96266
1998,No migration background,Second Stage of Tertiary Education,Yes,0.04920,103,1734,0.03902,0.05938
1998,No migration background,Second Stage of Tertiary Education,No,0.93889,1631,1734,0.92761,0.95017
1998,Direct migration background,Primary Level,Yes,0.13056,44,359,0.09566,0.16547
1998,Direct migration background,Primary Level,No,0.85851,315,359,0.82240,0.89461
1998,Direct migration background,Lower Secondary Level,Yes,0.11930,92,651,0.09438,0.14422
1998,Direct migration background,Lower Secondary Level,No,0.86992,559,651,0.84406,0.89578
1998,Direct migration background,Upper Secondary Level,Yes,0.08188,73,835,0.06327,0.10049
1998,Direct migration background,Upper Secondary Level,No,0.90763,762,835,0.88797,0.92728
1998,Direct migration background,Post-secondary Non-tertiary Level,No,0.89316,120,120,0.83765,0.94866
1998,Direct migration background,First Stage of Tertiary Education,No,0.93697,48,48,0.86749,1.00645
1998,Direct migration background,Second Stage of Tertiary Education,No,0.88577,166,166,0.83723,0.93430
1998,Indirect migration background,Pre-primary Level,No,0.99293,68,68,0.97286,1.01299
1998,Indirect migration background,Lower Secondary Level,No,0.85585,168,168,0.80258,0.90912
1998,Indirect migration background,Upper Secondary Level,No,0.92482,186,186,0.88683,0.96282
1999,No migration background,Primary Level,No,0.83589,57,57,0.73888,0.93290
1999,No migration background,Lower Secondary Level,Yes,0.04636,92,1632,0.03615,0.05656
1999,No migration background,Lower Secondary Level,No,0.95096,1540,1632,0.94048,0.96144
1999,No migration background,Upper Secondary Level,Yes,0.06795,471,5894,0.06153,0.07438
1999,No migration background,Upper Secondary Level,No,0.92855,5423,5894,0.92198,0.93513
1999,No migration background,Post-secondary Non-tertiary Level,No,0.97430,346,346,0.95760,0.99100
1999,No migration background,First Stage of Tertiary Education,No,0.96821,715,715,0.95534,0.98108
1999,No migration background,Second Stage of Tertiary Education,Yes,0.04128,77,1744,0.03194,0.05062
1999,No migration background,Second Stage of Tertiary Education,No,0.95306,1667,1744,0.94312,0.96299
1999,Direct migration background,Primary Level,Yes,0.10140,37,338,0.06917,0.13363
1999,Direct migration background,Primary Level,No,0.89154,301,338,0.85834,0.92474
1999,Direct migration background,Lower Secondary Level,Yes,0.10941,68,606,0.08454,0.13428
1999,Direct migration background,Lower Secondary Level,No,0.88585,538,606,0.86051,0.91119
1999,Direct migration background,Upper Secondary Level,Yes,0.07286,70,788,0.05470,0.09102
1999,Direct migration background,Upper Secondary Level,No,0.92458,718,788,0.90613,0.94303
1999,Direct migration background,Post-secondary Non-tertiary Level,No,0.91715,113,113,0.86609,0.96820
1999,Direct migration background,First Stage of Tertiary Education,No,0.98390,49,49,0.94830,1.01951
1999,Direct migration background,Second Stage of Tertiary Education,No,0.89812,164,164,0.85169,0.94456
1999,Indirect migration background,Lower Secondary Level,No,0.91679,177,177,0.87599,0.95760
1999,Indirect migration background,Upper Secondary Level,No,0.94625,204,204,0.91522,0.97727
2000,No migration background,Pre-primary Level,No,0.99670,370,370,0.99084,1.00255
2000,No migration background,Primary Level,No,0.89259,89,89,0.82790,0.95729
2000,No migration background,Lower Secondary Level,Yes,0.04578,134,2443,0.03749,0.05407
2000,No migration background,Lower Secondary Level,No,0.95274,2309,2443,0.94433,0.96116
2000,No migration background,Upper Secondary Level,Yes,0.06139,812,11228,0.05695,0.06583
2000,No migration background,Upper Secondary Level,No,0.93861,10416,11228,0.93417,0.94305
2000,No migration background,Post-secondary Non-tertiary Level,No,0.98350,787,787,0.97459,0.99240
2000,No migration background,First Stage of Tertiary Education,Yes,0.03599,69,1650,0.02700,0.04498
2000,No migration background,First Stage of Tertiary Education,No,0.96401,1581,1650,0.95502,0.97300
2000,No migration background,Second Stage of Tertiary Education,Yes,0.03393,129,3365,0.02781,0.04005
2000,No migration background,Second Stage of Tertiary Education,No,0.96544,3236,3365,0.95926,0.97161
2000,Direct migration background,Pre-primary Level,No,0.96834,55,55,0.92165,1.01504
2000,Direct migration background,Primary Level,No,0.91776,257,257,0.88410,0.95141
