,Unnamed: 0,year,sampreg,sex,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
61,61,1995,East,male,No,0.89423,1557,13123,0.86863,0.9189
62,62,1995,East,female,Yes,0.14308,287,13123,0.13404,0.15391
63,63,1995,East,female,No,0.85692,1623,13123,0.82871,0.88551
64,64,1996,West,male,Yes,0.06312,311,12748,0.05679,0.07019
65,65,1996,West,male,No,0.93688,4158,12748,0.91219,0.95886
66,66,1996,West,female,Yes,0.05099,271,12748,0.04521,0.05676
67,67,1996,West,female,No,0.94901,4436,12748,0.92808,0.97007
68,68,1996,East,male,Yes,0.11592,188,12748,0.10425,0.12618
69,69,1996,East,male,No,0.88408,1511,12748,0.85937,0.91209
70,70,1996,East,female,Yes,0.13847,279,12748,0.12954,0.14915
71,71,1996,East,female,No,0.86153,1594,12748,0.83558,0.89248
72,72,1997,West,male,Yes,0.0719,342,12827,0.06528,0.07866
73,73,1997,West,male,No,0.9281,4121,12827,0.90363,0.94992
74,74,1997,West,female,Yes,0.05052,284,12827,0.04673,0.05674
75,75,1997,West,female,No,0.94948,4446,12827,0.92741,0.9709
76,76,1997,East,male,Yes,0.12076,202,12827,0.1113,0.1326
77,77,1997,East,male,No,0.87924,1543,12827,0.8539,0.90616
78,78,1997,East,female,Yes,0.13635,256,12827,0.12706,0.14648
79,79,1997,East,female,No,0.86365,1633,12827,0.8368,0.88944
80,80,1998,West,male,Yes,0.06178,330,14113,0.05634,0.06684
81,81,1998,West,male,No,0.93822,4636,14113,0.92228,0.95699
82,82,1998,West,female,Yes,0.04679,281,14113,0.0428,0.05208
83,83,1998,West,female,No,0.95321,5041,14113,0.93514,0.97021
84,84,1998,East,male,Yes,0.13344,248,14113,0.12256,0.14506
85,85,1998,East,male,No,0.86656,1603,14113,0.84265,0.88853
86,86,1998,East,female,Yes,0.13924,291,14113,0.13127,0.14913
87,87,1998,East,female,No,0.86076,1683,14113,0.83783,0.88722
88,88,1999,West,male,Yes,0.05588,282,13615,0.05147,0.06138
89,89,1999,West,male,No,0.94412,4493,13615,0.92402,0.96316
90,90,1999,West,female,Yes,0.04014,227,13615,0.036,0.04424
91,91,1999,West,female,No,0.95986,4864,13615,0.94271,0.97934
92,92,1999,East,male,Yes,0.11185,204,13615,0.10253,0.12168
93,93,1999,East,male,No,0.88815,1603,13615,0.85556,0.91357
94,94,1999,East,female,Yes,0.11726,239,13615,0.1065,0.12731
95,95,1999,East,female,No,0.88274,1703,13615,0.85514,0.91173
96,96,2000,West,male,Yes,0.04544,437,24107,0.04299,0.0481
97,97,2000,West,male,No,0.95456,8348,24107,0.94357,0.96619
98,98,2000,West,female,Yes,0.03217,352,24107,0.03014,0.0341
99,99,2000,West,female,No,0.96783,9122,24107,0.95863,0.98034
100,100,2000,East,male,Yes,0.10552,310,24107,0.09864,0.11099
101,101,2000,East,male,No,0.89448,2488,24107,0.87409,0.91148
102,102,2000,East,female,Yes,0.12249,402,24107,0.117,0.12881
103,103,2000,East,female,No,0.87751,2648,24107,0.86079,0.89525
104,104,2001,West,male,Yes,0.05117,384,21921,0.04811,0.05446
105,105,2001,West,male,No,0.94883,7518,21921,0.93559,0.96443
106,106,2001,West,female,Yes,0.0389,354,21921,0.03643,0.04153
107,107,2001,West,female,No,0.9611,8230,21921,0.94831,0.97396
108,108,2001,East,male,Yes,0.11507,308,21921,0.10863,0.1234
109,109,2001,East,male,No,0.88493,2315,21921,0.86764,0.90953
110,110,2001,East,female,Yes,0.11736,356,21921,0.10973,0.12446
111,111,2001,East,female,No,0.88264,2456,21921,0.86037,0.90192
112,112,2002,West,male,Yes,0.05552,391,23026,0.052,0.05895
113,113,2002,West,male,No,0.94448,8103,23026,0.92371,0.96071
114,114,2002,West,female,Yes,0.04571,373,23026,0.04278,0.04902
115,115,2002,West,female,No,0.95429,8730,23026,0.93851,0.96952
116,116,2002,East,male,Yes,0.13846,322,23026,0.12847,0.14764
117,117,2002,East,male,No,0.86154,2311,23026,0.83593,0.88321
118,118,2002,East,female,Yes,0.11903,337,23026,0.10998,0.12633
119,119,2002,East,female,No,0.88097,2459,23026,0.85562,0.90074
120,120,2003,West,male,Yes,0.0644,439,22164,0.05993,0.0682
121,121,2003,West,male,No,0.9356,7652,22164,0.92008,0.94982
122,122,2003,West,female,Yes,0.05092,398,22164,0.04768,0.05471
123,123,2003,West,female,No,0.94908,8331,22164,0.9341,0.96536
124,124,2003,East,male,Yes,0.14715,339,22164,0.13686,0.15896
125,125,2003,East,male,No,0.85285,2246,22164,0.82717,0.88016
126,126,2003,East,female,Yes,0.12739,360,22164,0.12023,0.13597
127,127,2003,East,female,No,0.87261,2399,22164,0.85092,0.89679
128,128,2004,West,male,Yes,0.07199,467,21612,0.06771,0.0775
129,129,2004,West,male,No,0.92801,7411,21612,0.91064,0.9445
130,130,2004,West,female,Yes,0.05459,417,21612,0.0515,0.0589
131,131,2004,West,female,No,0.94541,8094,21612,0.92782,0.96172
132,132,2004,East,male,Yes,0.15491,319,21612,0.14121,0.16835
133,133,2004,East,male,No,0.84509,2183,21612,0.81823,0.87123
134,134,2004,East,female,Yes,0.13003,336,21612,0.12052,0.13886
135,135,2004,East,female,No,0.86997,2385,21612,0.84253,0.89375
136,136,2005,West,male,Yes,0.07604,456,20697,0.0697,0.08135
137,137,2005,West,male,No,0.92396,7019,20697,0.90628,0.94452
138,138,2005,West,female,Yes,0.05622,403,20697,0.05252,0.06015
139,139,2005,West,female,No,0.94378,7782,20697,0.92634,0.96092
140,140,2005,East,male,Yes,0.15043,306,20697,0.13628,0.16546
141,141,2005,East,male,No,0.84957,2117,20697,0.81891,0.88119
142,142,2005,East,female,Yes,0.1302,323,20697,0.11824,0.14189
143,143,2005,East,female,No,0.8698,2291,20697,0.84109,0.90071
144,144,2006,West,male,Yes,0.07294,481,21967,0.06846,0.07863
145,145,2006,West,male,No,0.92706,7460,21967,0.91375,0.9464
146,146,2006,West,female,Yes,0.06495,476,21967,0.061,0.06871
147,147,2006,West,female,No,0.93505,8275,21967,0.91794,0.94992
148,148,2006,East,male,Yes,0.15181,331,21967,0.13869,0.16467
149,149,2006,East,male,No,0.84819,2199,21967,0.81962,0.88081
150,150,2006,East,female,Yes,0.13616,351,21967,0.12606,0.14612
151,151,2006,East,female,No,0.86384,2394,21967,0.83728,0.89115
152,152,2007,West,male,Yes,0.06154,354,20509,0.05612,0.06707
153,153,2007,West,male,No,0.93846,7003,20509,0.92143,0.9568
154,154,2007,West,female,Yes,0.06476,427,20509,0.05958,0.07004
155,155,2007,West,female,No,0.93524,7714,20509,0.91522,0.95142
156,156,2007,East,male,Yes,0.12962,265,20509,0.11723,0.14117
157,157,2007,East,male,No,0.87038,2151,20509,0.83662,0.8989
158,158,2007,East,female,Yes,0.13324,321,20509,0.11839,0.14424
159,159,2007,East,female,No,0.86676,2274,20509,0.84137,0.89395
160,160,2008,West,male,Yes,0.05292,286,19316,0.04857,0.05745
161,161,2008,West,male,No,0.94708,6614,19316,0.92895,0.96641
162,162,2008,West,female,Yes,0.05244,348,19316,0.04839,0.05722
163,163,2008,West,female,No,0.94756,7298,19316,0.92791,0.96453
164,164,2008,East,male,Yes,0.12242,242,19316,0.10848,0.13671
165,165,2008,East,male,No,0.87758,2063,19316,0.84328,0.91245
166,166,2008,East,female,Yes,0.1281,280,19316,0.11481,0.13995
167,167,2008,East,female,No,0.8719,2185,19316,0.83944,0.90308
168,168,2009,West,male,Yes,0.05985,300,18017,0.05396,0.0659
169,169,2009,West,male,No,0.94015,6110,18017,0.9214,0.96373
170,170,2009,West,female,Yes,0.04981,300,18017,0.04585,0.05424
171,171,2009,West,female,No,0.95019,6766,18017,0.92647,0.96931
172,172,2009,East,male,Yes,0.11723,212,18017,0.10466,0.1325
173,173,2009,East,male,No,0.88277,1975,18017,0.84088,0.92723
174,174,2009,East,female,Yes,0.13246,259,18017,0.11814,0.15002
175,175,2009,East,female,No,0.86754,2095,18017,0.8344,0.91337
176,176,2010,West,male,Yes,0.06488,528,23965,0.05785,0.07363
177,177,2010,West,male,No,0.93512,7871,23965,0.90907,0.95977
178,178,2010,West,female,Yes,0.05556,808,23965,0.05012,0.06245
179,179,2010,West,female,No,0.94444,9288,23965,0.92382,0.96436
180,180,2010,East,male,Yes,0.11563,264,23965,0.09868,0.13625
181,181,2010,East,male,No,0.88437,2245,23965,0.83969,0.9274
182,182,2010,East,female,Yes,0.1144,462,23965,0.10096,0.12803
183,183,2010,East,female,No,0.8856,2499,23965,0.84773,0.92322
184,184,2011,West,male,Yes,0.05181,506,28369,0.04687,0.0564
185,185,2011,West,male,No,0.94819,9464,28369,0.92747,0.96984
186,186,2011,West,female,Yes,0.04456,801,28369,0.0412,0.04841
187,187,2011,West,female,No,0.95544,11287,28369,0.93714,0.97587
188,188,2011,East,male,Yes,0.10934,294,28369,0.09577,0.12458
189,189,2011,East,male,No,0.89066,2585,28369,0.85273,0.92692
190,190,2011,East,female,Yes,0.10605,497,28369,0.0952,0.11708
191,191,2011,East,female,No,0.89395,2935,28369,0.85754,0.93168
192,192,2012,West,male,Yes,0.05069,479,27635,0.04566,0.05625
193,193,2012,West,male,No,0.94931,9255,27635,0.93055,0.97232
194,194,2012,West,female,Yes,0.04743,737,27635,0.04366,0.05234
195,195,2012,West,female,No,0.95257,10992,27635,0.93138,0.9676
196,196,2012,East,male,Yes,0.11367,290,27635,0.10127,0.12801
197,197,2012,East,male,No,0.88633,2529,27635,0.84578,0.91904
198,198,2012,East,female,Yes,0.10567,461,27635,0.09263,0.11698
199,199,2012,East,female,No,0.89433,2892,27635,0.86528,0.92674
200,200,2013,West,male,Yes,0.05649,755,30623,0.05214,0.06137
201,201,2013,West,male,No,0.94351,10440,30623,0.92403,0.96341
202,202,2013,West,female,Yes,0.05155,1035,30623,0.04701,0.05583
203,203,2013,West,female,No,0.94845,12286,30623,0.9315,0.9661
204,204,2013,East,male,Yes,0.10436,284,30623,0.08976,0.12042
205,205,2013,East,male,No,0.89564,2504,30623,0.85819,0.93744
206,206,2013,East,female,Yes,0.09578,449,30623,0.08496,0.1077
207,207,2013,East,female,No,0.90422,2870,30623,0.87354,0.93365
208,208,2014,West,male,Yes,0.05305,596,27076,0.04913,0.05853
209,209,2014,West,male,No,0.94695,9291,27076,0.92422,0.96703
210,210,2014,West,female,Yes,0.04834,775,27076,0.04389,0.05402
211,211,2014,West,female,No,0.95166,10833,27076,0.93098,0.97579
212,212,2014,East,male,Yes,0.11777,249,27076,0.10147,0.13655
213,213,2014,East,male,No,0.88223,2293,27076,0.84057,0.92816
214,214,2014,East,female,Yes,0.09049,365,27076,0.08024,0.1017
215,215,2014,East,female,No,0.90951,2674,27076,0.87743,0.94197
216,216,2015,West,male,Yes,0.05812,639,26777,0.0523,0.0639
217,217,2015,West,male,No,0.94188,9198,26777,0.92081,0.96538
218,218,2015,West,female,Yes,0.0478,818,26777,0.04354,0.05217
219,219,2015,West,female,No,0.9522,10716,26777,0.93127,0.97179
220,220,2015,East,male,Yes,0.10513,233,26777,0.08824,0.12173
221,221,2015,East,male,No,0.89487,2235,26777,0.84805,0.93675
222,222,2015,East,female,Yes,0.08628,338,26777,0.07606,0.09581
223,223,2015,East,female,No,0.91372,2600,26777,0.87843,0.95392
224,224,2016,West,male,Yes,0.05505,516,24282,0.05068,0.06151
225,225,2016,West,male,No,0.94495,8323,24282,0.92039,0.96689
226,226,2016,West,female,Yes,0.04484,669,24282,0.04057,0.04851
227,227,2016,West,female,No,0.95516,9741,24282,0.93314,0.97883
228,228,2016,East,male,Yes,0.10888,206,24282,0.09069,0.13219
229,229,2016,East,male,No,0.89112,2077,24282,0.85027,0.92922
230,230,2016,East,female,Yes,0.08305,286,24282,0.07274,0.0942
231,231,2016,East,female,No,0.91695,2464,24282,0.87791,0.9618
232,232,2017,West,male,Yes,0.05635,1017,28641,0.0503,0.06259
233,233,2017,West,male,No,0.94365,9719,28641,0.92204,0.96445
234,234,2017,West,female,Yes,0.04431,974,28641,0.0402,0.04928
235,235,2017,West,female,No,0.95569,10968,28641,0.93795,0.977
236,236,2017,East,male,Yes,0.09403,302,28641,0.07678,0.10981
237,237,2017,East,male,No,0.90597,2506,28641,0.86736,0.94419
238,238,2017,East,female,Yes,0.06977,328,28641,0.06037,0.07823
239,239,2017,East,female,No,0.93023,2827,28641,0.8879,0.97219
240,240,2018,West,male,Yes,0.05483,1135,28804,0.04872,0.06197
241,241,2018,West,male,No,0.94517,9748,28804,0.92283,0.96807
242,242,2018,West,female,Yes,0.04387,1121,28804,0.03931,0.04781
243,243,2018,West,female,No,0.95613,10846,28804,0.93682,0.97944
244,244,2018,East,male,Yes,0.08205,349,28804,0.0671,0.09803
245,245,2018,East,male,No,0.91795,2456,28804,0.87527,0.95704
246,246,2018,East,female,Yes,0.07221,366,28804,0.06123,0.08409
247,247,2018,East,female,No,0.92779,2783,28804,0.88553,0.9681
248,248,2019,West,male,Yes,0.04906,1007,28715,0.04304,0.05503
249,249,2019,West,male,No,0.95094,10188,28715,0.92481,0.97523
250,250,2019,West,female,Yes,0.04206,1017,28715,0.03743,0.047
251,251,2019,West,female,No,0.95794,10536,28715,0.93804,0.9808
252,252,2019,East,male,Yes,0.07481,264,28715,0.06066,0.09341
253,253,2019,East,male,No,0.92519,2616,28715,0.87078,0.97059
254,254,2019,East,female,Yes,0.06412,312,28715,0.05223,0.07424
255,255,2019,East,female,No,0.93588,2775,28715,0.89327,0.9732
256,256,2020,West,male,Yes,0.04615,837,28402,0.04017,0.05506
257,257,2020,West,male,No,0.95385,10364,28402,0.92656,0.98211
258,258,2020,West,female,Yes,0.04282,876,28402,0.03773,0.04819
259,259,2020,West,female,No,0.95718,10616,28402,0.93273,0.98171
260,260,2020,East,male,Yes,0.07921,244,28402,0.0631,0.09382
261,261,2020,East,male,No,0.92079,2522,28402,0.88057,0.9711
262,262,2020,East,female,Yes,0.05959,294,28402,0.04616,0.0712
263,263,2020,East,female,No,0.94041,2649,28402,0.90097,0.98438
264,264,2021,West,male,Yes,0.0485,478,19230,0.04059,0.05852
265,265,2021,West,male,No,0.9515,7009,19230,0.91869,0.98788
266,266,2021,West,female,Yes,0.04318,543,19230,0.03786,0.04949
267,267,2021,West,female,No,0.95682,7329,19230,0.92722,0.98488
268,268,2021,East,male,Yes,0.06368,143,19230,0.05022,0.07882
269,269,2021,East,male,No,0.93632,1708,19230,0.87474,1.00973
270,270,2021,East,female,Yes,0.04892,160,19230,0.03845,0.06099
271,271,2021,East,female,No,0.95108,1860,19230,0.89254,1.00686
