year,age_gr,migback,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,17-29 y.,Direct migration background,Yes,0.07725,41,561,0.05514,0.09936
1989,17-29 y.,Direct migration background,No,0.92275,520,561,0.90064,0.94486
1989,17-29 y.,Indirect migration background,No,0.92171,157,157,0.87955,0.96386
1989,30-45 y.,No migration background,Yes,0.02836,55,1888,0.02087,0.03585
1989,30-45 y.,No migration background,No,0.97164,1833,1888,0.96415,0.97913
1989,30-45 y.,Direct migration background,No,0.95590,673,673,0.94037,0.97142
1989,46-65 y.,No migration background,Yes,0.04654,92,2006,0.03732,0.05577
1989,46-65 y.,No migration background,No,0.95346,1914,2006,0.94423,0.96268
1989,46-65 y.,Direct migration background,Yes,0.06975,61,709,0.05098,0.08851
1989,46-65 y.,Direct migration background,No,0.93025,648,709,0.91149,0.94902
1990,17-29 y.,No migration background,Yes,0.04003,66,1692,0.03069,0.04937
1990,17-29 y.,No migration background,No,0.95997,1626,1692,0.95063,0.96931
1990,17-29 y.,Direct migration background,Yes,0.05979,43,663,0.04173,0.07785
1990,17-29 y.,Direct migration background,No,0.94021,620,663,0.92215,0.95827
1990,17-29 y.,Indirect migration background,No,0.97743,250,250,0.95899,0.99588
1990,30-45 y.,No migration background,Yes,0.02769,52,1879,0.02027,0.03512
1990,30-45 y.,No migration background,No,0.97231,1827,1879,0.96488,0.97973
1990,30-45 y.,Direct migration background,No,0.96633,774,774,0.95362,0.97905
1990,46-65 y.,No migration background,Yes,0.04002,69,1930,0.03127,0.04876
1990,46-65 y.,No migration background,No,0.95998,1861,1930,0.95124,0.96873
1990,46-65 y.,Direct migration background,Yes,0.08296,79,867,0.06459,0.10133
1990,46-65 y.,Direct migration background,No,0.91704,788,867,0.89867,0.93541
1991,17-29 y.,No migration background,Yes,0.05142,162,2687,0.04307,0.05977
1991,17-29 y.,No migration background,No,0.94858,2525,2687,0.94023,0.95693
1991,17-29 y.,Direct migration background,Yes,0.06752,42,658,0.04833,0.08671
1991,17-29 y.,Direct migration background,No,0.93248,616,658,0.91329,0.95167
1991,17-29 y.,Indirect migration background,No,0.95752,289,289,0.93422,0.98081
1991,30-45 y.,No migration background,Yes,0.04951,208,3429,0.04225,0.05677
1991,30-45 y.,No migration background,No,0.95049,3221,3429,0.94323,0.95775
1991,30-45 y.,Direct migration background,Yes,0.05369,47,806,0.03812,0.06926
1991,30-45 y.,Direct migration background,No,0.94631,759,806,0.93074,0.96188
1991,46-65 y.,No migration background,Yes,0.05082,191,3074,0.04305,0.05858
1991,46-65 y.,No migration background,No,0.94918,2883,3074,0.94142,0.95695
1991,46-65 y.,Direct migration background,Yes,0.08423,86,968,0.06672,0.10173
1991,46-65 y.,Direct migration background,No,0.91577,882,968,0.89827,0.93328
1991,66 and older,No migration background,No,0.99872,1276,1276,0.99675,1.00068
1991,66 and older,Direct migration background,No,0.99458,114,114,0.98105,1.00812
1992,17-29 y.,No migration background,Yes,0.06316,183,2541,0.05370,0.07262
1992,17-29 y.,No migration background,No,0.93684,2358,2541,0.92738,0.94630
1992,17-29 y.,Direct migration background,Yes,0.07457,39,620,0.05388,0.09527
1992,17-29 y.,Direct migration background,No,0.92543,581,620,0.90473,0.94612
1992,17-29 y.,Indirect migration background,No,0.95196,347,347,0.92943,0.97450
1992,30-45 y.,No migration background,Yes,0.06215,287,3406,0.05404,0.07026
1992,30-45 y.,No migration background,No,0.93785,3119,3406,0.92974,0.94596
1992,30-45 y.,Direct migration background,Yes,0.06197,46,781,0.04505,0.07889
1992,30-45 y.,Direct migration background,No,0.93803,735,781,0.92111,0.95495
1992,46-65 y.,No migration background,Yes,0.07074,248,2939,0.06147,0.08001
1992,46-65 y.,No migration background,No,0.92926,2691,2939,0.91999,0.93853
1992,46-65 y.,Direct migration background,Yes,0.09551,105,972,0.07702,0.11400
1992,46-65 y.,Direct migration background,No,0.90449,867,972,0.88600,0.92298
1992,66 and older,No migration background,No,0.99717,1238,1238,0.99421,1.00013
1992,66 and older,Direct migration background,No,0.99937,128,128,0.99499,1.00375
1993,17-29 y.,No migration background,Yes,0.07763,209,2463,0.06706,0.08820
1993,17-29 y.,No migration background,No,0.92237,2254,2463,0.91180,0.93294
1993,17-29 y.,Direct migration background,Yes,0.07837,47,557,0.05603,0.10071
1993,17-29 y.,Direct migration background,No,0.92163,510,557,0.89929,0.94397
1993,17-29 y.,Indirect migration background,No,0.96544,384,384,0.94715,0.98373
1993,30-45 y.,No migration background,Yes,0.06292,280,3390,0.05474,0.07109
1993,30-45 y.,No migration background,No,0.93708,3110,3390,0.92891,0.94526
1993,30-45 y.,Direct migration background,Yes,0.07417,47,725,0.05508,0.09326
1993,30-45 y.,Direct migration background,No,0.92583,678,725,0.90674,0.94492
1993,30-45 y.,Indirect migration background,No,0.93710,32,32,0.85164,1.02257
1993,46-65 y.,No migration background,Yes,0.08283,275,2932,0.07285,0.09281
1993,46-65 y.,No migration background,No,0.91717,2657,2932,0.90719,0.92715
1993,46-65 y.,Direct migration background,Yes,0.08686,102,960,0.06904,0.10469
1993,46-65 y.,Direct migration background,No,0.91314,858,960,0.89531,0.93096
1993,66 and older,No migration background,No,0.99917,1291,1291,0.99760,1.00074
1993,66 and older,Direct migration background,No,0.99943,150,150,0.99562,1.00325
1994,17-29 y.,No migration background,Yes,0.07932,197,2375,0.06845,0.09019
1994,17-29 y.,No migration background,No,0.92068,2178,2375,0.90981,0.93155
1994,17-29 y.,Direct migration background,Yes,0.12843,61,511,0.09939,0.15746
1994,17-29 y.,Direct migration background,No,0.87157,450,511,0.84254,0.90061
1994,17-29 y.,Indirect migration background,Yes,0.07311,32,428,0.04842,0.09780
1994,17-29 y.,Indirect migration background,No,0.92689,396,428,0.90220,0.95158
1994,30-45 y.,No migration background,Yes,0.07412,307,3381,0.06529,0.08295
1994,30-45 y.,No migration background,No,0.92588,3074,3381,0.91705,0.93471
1994,30-45 y.,Direct migration background,Yes,0.07438,74,706,0.05501,0.09375
1994,30-45 y.,Direct migration background,No,0.92562,632,706,0.90625,0.94499
1994,30-45 y.,Indirect migration background,No,0.97405,37,37,0.92212,1.02599
1994,46-65 y.,No migration background,Yes,0.09335,315,2906,0.08277,0.10393
1994,46-65 y.,No migration background,No,0.90665,2591,2906,0.89607,0.91723
1994,46-65 y.,Direct migration background,Yes,0.11933,106,943,0.09863,0.14003
1994,46-65 y.,Direct migration background,No,0.88067,837,943,0.85997,0.90137
1994,66 and older,No migration background,No,0.99887,1295,1295,0.99704,1.00070
1994,66 and older,Direct migration background,No,0.99825,169,169,0.99193,1.00457
1995,17-29 y.,No migration background,Yes,0.06923,160,2285,0.05882,0.07965
1995,17-29 y.,No migration background,No,0.93077,2125,2285,0.92035,0.94118
1995,17-29 y.,Direct migration background,Yes,0.10655,56,593,0.08169,0.13140
1995,17-29 y.,Direct migration background,No,0.89345,537,593,0.86860,0.91831
1995,17-29 y.,Indirect migration background,Yes,0.08348,39,435,0.05745,0.10950
1995,17-29 y.,Indirect migration background,No,0.91652,396,435,0.89050,0.94255
1995,30-45 y.,No migration background,Yes,0.06802,271,3455,0.05962,0.07641
1995,30-45 y.,No migration background,No,0.93198,3184,3455,0.92359,0.94038
1995,30-45 y.,Direct migration background,Yes,0.10609,100,915,0.08612,0.12605
1995,30-45 y.,Direct migration background,No,0.89391,815,915,0.87395,0.91388
1995,30-45 y.,Indirect migration background,No,0.98632,45,45,0.95199,1.02064
1995,46-65 y.,No migration background,Yes,0.09212,295,2881,0.08155,0.10268
1995,46-65 y.,No migration background,No,0.90788,2586,2881,0.89732,0.91845
1995,46-65 y.,Direct migration background,Yes,0.15090,140,1026,0.12899,0.17282
1995,46-65 y.,Direct migration background,No,0.84910,886,1026,0.82718,0.87101
1995,66 and older,No migration background,No,0.99817,1268,1268,0.99582,1.00052
1996,17-29 y.,No migration background,Yes,0.07176,156,2111,0.06074,0.08277
1996,17-29 y.,No migration background,No,0.92824,1955,2111,0.91723,0.93926
1996,17-29 y.,Direct migration background,Yes,0.13294,59,527,0.10393,0.16196
1996,17-29 y.,Direct migration background,No,0.86706,468,527,0.83804,0.89607
1996,17-29 y.,Indirect migration background,Yes,0.08665,40,449,0.06060,0.11270
1996,17-29 y.,Indirect migration background,No,0.91335,409,449,0.88730,0.93940
1996,30-45 y.,No migration background,Yes,0.06544,265,3449,0.05718,0.07369
1996,30-45 y.,No migration background,No,0.93456,3184,3449,0.92631,0.94282
1996,30-45 y.,Direct migration background,Yes,0.09277,79,839,0.07313,0.11242
1996,30-45 y.,Direct migration background,No,0.90723,760,839,0.88758,0.92687
1996,30-45 y.,Indirect migration background,No,0.98233,61,61,0.94899,1.01567
1996,46-65 y.,No migration background,Yes,0.09707,311,2839,0.08617,0.10796
1996,46-65 y.,No migration background,No,0.90293,2528,2839,0.89204,0.91383
1996,46-65 y.,Direct migration background,Yes,0.15058,131,962,0.12797,0.17319
1996,46-65 y.,Direct migration background,No,0.84942,831,962,0.82681,0.87203
1996,66 and older,No migration background,No,0.99956,1271,1271,0.99842,1.00071
1997,17-29 y.,No migration background,Yes,0.07950,164,2077,0.06787,0.09114
1997,17-29 y.,No migration background,No,0.92050,1913,2077,0.90886,0.93213
1997,17-29 y.,Direct migration background,Yes,0.10244,47,477,0.07520,0.12968
1997,17-29 y.,Direct migration background,No,0.89756,430,477,0.87032,0.92480
1997,17-29 y.,Indirect migration background,Yes,0.08779,40,474,0.06229,0.11329
1997,17-29 y.,Indirect migration background,No,0.91221,434,474,0.88671,0.93771
1997,30-45 y.,No migration background,Yes,0.07356,268,3474,0.06488,0.08224
1997,30-45 y.,No migration background,No,0.92644,3206,3474,0.91776,0.93512
1997,30-45 y.,Direct migration background,Yes,0.10502,88,821,0.08403,0.12600
1997,30-45 y.,Direct migration background,No,0.89498,733,821,0.87400,0.91597
1997,30-45 y.,Indirect migration background,No,0.90140,64,64,0.82778,0.97502
1997,46-65 y.,No migration background,Yes,0.10202,321,2898,0.09099,0.11304
1997,46-65 y.,No migration background,No,0.89798,2577,2898,0.88696,0.90901
1997,46-65 y.,Direct migration background,Yes,0.13834,147,939,0.11624,0.16043
1997,46-65 y.,Direct migration background,No,0.86166,792,939,0.83957,0.88376
1997,66 and older,No migration background,No,0.99815,1340,1340,0.99585,1.00045
1998,17-29 y.,No migration background,Yes,0.06870,166,2232,0.05820,0.07920
1998,17-29 y.,No migration background,No,0.93130,2066,2232,0.92080,0.94180
1998,17-29 y.,Direct migration background,Yes,0.07394,37,434,0.04929,0.09858
1998,17-29 y.,Direct migration background,No,0.92606,397,434,0.90142,0.95071
1998,17-29 y.,Indirect migration background,Yes,0.10362,49,479,0.07630,0.13095
1998,17-29 y.,Indirect migration background,No,0.89638,430,479,0.86905,0.92370
1998,30-45 y.,No migration background,Yes,0.07467,311,3912,0.06643,0.08291
1998,30-45 y.,No migration background,No,0.92533,3601,3912,0.91709,0.93357
1998,30-45 y.,Direct migration background,Yes,0.08602,73,773,0.06624,0.10580
1998,30-45 y.,Direct migration background,No,0.91398,700,773,0.89420,0.93376
1998,30-45 y.,Indirect migration background,No,0.94985,81,81,0.90202,0.99768
1998,46-65 y.,No migration background,Yes,0.09124,354,3409,0.08157,0.10091
1998,46-65 y.,No migration background,No,0.90876,3055,3409,0.89909,0.91843
1998,46-65 y.,Direct migration background,Yes,0.15157,141,913,0.12829,0.17484
1998,46-65 y.,Direct migration background,No,0.84843,772,913,0.82516,0.87171
1998,66 and older,No migration background,No,0.99546,1595,1595,0.99216,0.99876
1998,66 and older,Direct migration background,No,0.98348,245,245,0.96748,0.99947
1999,17-29 y.,No migration background,Yes,0.06875,146,2115,0.05797,0.07954
1999,17-29 y.,No migration background,No,0.93125,1969,2115,0.92046,0.94203
1999,17-29 y.,Direct migration background,Yes,0.08887,33,365,0.05964,0.11811
1999,17-29 y.,Direct migration background,No,0.91113,332,365,0.88189,0.94036
1999,17-29 y.,Indirect migration background,Yes,0.06627,33,480,0.04400,0.08855
1999,17-29 y.,Indirect migration background,No,0.93373,447,480,0.91145,0.95600
1999,30-45 y.,No migration background,Yes,0.06339,253,3854,0.05569,0.07108
1999,30-45 y.,No migration background,No,0.93661,3601,3854,0.92892,0.94431
1999,30-45 y.,Direct migration background,Yes,0.07371,56,738,0.05485,0.09258
1999,30-45 y.,Direct migration background,No,0.92629,682,738,0.90742,0.94515
1999,30-45 y.,Indirect migration background,No,0.98185,95,95,0.95486,1.00884
1999,46-65 y.,No migration background,Yes,0.07881,303,3303,0.06962,0.08800
1999,46-65 y.,No migration background,No,0.92119,3000,3303,0.91200,0.93038
1999,46-65 y.,Direct migration background,Yes,0.13550,123,844,0.11239,0.15860
1999,46-65 y.,Direct migration background,No,0.86450,721,844,0.84140,0.88761
2000,17-29 y.,No migration background,Yes,0.05429,189,3373,0.04664,0.06194
2000,17-29 y.,No migration background,No,0.94571,3184,3373,0.93806,0.95336
2000,17-29 y.,Direct migration background,Yes,0.05675,34,592,0.03810,0.07540
2000,17-29 y.,Direct migration background,No,0.94325,558,592,0.92460,0.96190
2000,17-29 y.,Indirect migration background,Yes,0.05764,34,613,0.03917,0.07610
2000,17-29 y.,Indirect migration background,No,0.94236,579,613,0.92390,0.96083
2000,30-45 y.,No migration background,Yes,0.05969,453,6830,0.05407,0.06531
2000,30-45 y.,No migration background,No,0.94031,6377,6830,0.93469,0.94593
2000,30-45 y.,Direct migration background,Yes,0.07254,97,1175,0.05770,0.08738
2000,30-45 y.,Direct migration background,No,0.92746,1078,1175,0.91262,0.94230
2000,30-45 y.,Indirect migration background,No,0.97346,152,152,0.94782,0.99910
2000,46-65 y.,No migration background,Yes,0.07189,537,6556,0.06564,0.07814
2000,46-65 y.,No migration background,No,0.92811,6019,6556,0.92186,0.93436
2000,46-65 y.,Direct migration background,Yes,0.10875,148,1183,0.09100,0.12650
2000,46-65 y.,Direct migration background,No,0.89125,1035,1183,0.87350,0.90900
2000,66 and older,No migration background,No,0.99965,3224,3224,0.99901,1.00030
2001,17-29 y.,No migration background,Yes,0.06115,188,3055,0.05265,0.06964
2001,17-29 y.,No migration background,No,0.93885,2867,3055,0.93036,0.94735
2001,17-29 y.,Direct migration background,No,0.94233,472,472,0.92127,0.96338
2001,17-29 y.,Indirect migration background,Yes,0.06968,44,547,0.04833,0.09104
2001,17-29 y.,Indirect migration background,No,0.93032,503,547,0.90896,0.95167
2001,30-45 y.,No migration background,Yes,0.06330,417,6120,0.05720,0.06940
2001,30-45 y.,No migration background,No,0.93670,5703,6120,0.93060,0.94280
2001,30-45 y.,Direct migration background,Yes,0.08823,84,1039,0.07098,0.10549
2001,30-45 y.,Direct migration background,No,0.91177,955,1039,0.89451,0.92902
2001,30-45 y.,Indirect migration background,No,0.98121,163,163,0.96030,1.00212
2001,46-65 y.,No migration background,Yes,0.07688,497,6019,0.07015,0.08361
2001,46-65 y.,No migration background,No,0.92312,5522,6019,0.91639,0.92985
2001,46-65 y.,Direct migration background,Yes,0.13258,132,1045,0.11201,0.15316
2001,46-65 y.,Direct migration background,No,0.86742,913,1045,0.84684,0.88799
2001,66 and older,No migration background,No,0.99795,3042,3042,0.99634,0.99956
2002,17-29 y.,No migration background,Yes,0.07806,206,3176,0.06873,0.08739
2002,17-29 y.,No migration background,No,0.92194,2970,3176,0.91261,0.93127
2002,17-29 y.,Direct migration background,No,0.92902,412,412,0.90419,0.95385
2002,17-29 y.,Indirect migration background,Yes,0.07531,38,524,0.05269,0.09793
2002,17-29 y.,Indirect migration background,No,0.92469,486,524,0.90207,0.94731
2002,30-45 y.,No migration background,Yes,0.07289,426,6283,0.06646,0.07931
2002,30-45 y.,No migration background,No,0.92711,5857,6283,0.92069,0.93354
2002,30-45 y.,Direct migration background,Yes,0.09735,84,969,0.07867,0.11602
2002,30-45 y.,Direct migration background,No,0.90265,885,969,0.88398,0.92133
2002,30-45 y.,Indirect migration background,No,0.94118,179,179,0.90661,0.97574
2002,46-65 y.,No migration background,Yes,0.08512,509,6773,0.07847,0.09177
2002,46-65 y.,No migration background,No,0.91488,6264,6773,0.90823,0.92153
2002,46-65 y.,Direct migration background,Yes,0.12503,116,1039,0.10491,0.14515
2002,46-65 y.,Direct migration background,No,0.87497,923,1039,0.85485,0.89509
2002,46-65 y.,Indirect migration background,No,0.90076,39,39,0.80570,0.99583
2002,66 and older,No migration background,No,0.99919,3226,3226,0.99821,1.00017
2002,66 and older,Direct migration background,No,0.99716,347,347,0.99156,1.00277
2003,17-29 y.,No migration background,Yes,0.08747,242,3121,0.07755,0.09738
2003,17-29 y.,No migration background,No,0.91253,2879,3121,0.90262,0.92245
2003,17-29 y.,Direct migration background,No,0.92706,357,357,0.90005,0.95407
2003,17-29 y.,Indirect migration background,Yes,0.09461,42,506,0.06908,0.12013
2003,17-29 y.,Indirect migration background,No,0.90539,464,506,0.87987,0.93092
2003,30-45 y.,No migration background,Yes,0.09070,489,5828,0.08332,0.09807
2003,30-45 y.,No migration background,No,0.90930,5339,5828,0.90193,0.91668
2003,30-45 y.,Direct migration background,Yes,0.10829,88,894,0.08791,0.12868
2003,30-45 y.,Direct migration background,No,0.89171,806,894,0.87132,0.91209
2003,30-45 y.,Indirect migration background,No,0.93394,198,198,0.89925,0.96862
2003,46-65 y.,No migration background,Yes,0.08612,505,6540,0.07932,0.09291
2003,46-65 y.,No migration background,No,0.91388,6035,6540,0.90709,0.92068
2003,46-65 y.,Direct migration background,Yes,0.13529,118,988,0.11395,0.15663
2003,46-65 y.,Direct migration background,No,0.86471,870,988,0.84337,0.88605
2003,46-65 y.,Indirect migration background,No,0.85554,40,40,0.74521,0.96588
2003,66 and older,No migration background,No,0.99756,3271,3271,0.99587,0.99925
2003,66 and older,Direct migration background,No,0.99853,356,356,0.99455,1.00251
2004,17-29 y.,No migration background,Yes,0.09399,237,3069,0.08367,0.10432
2004,17-29 y.,No migration background,No,0.90601,2832,3069,0.89568,0.91633
2004,17-29 y.,Direct migration background,No,0.93033,351,351,0.90365,0.95700
2004,17-29 y.,Indirect migration background,Yes,0.11264,50,517,0.08536,0.13991
2004,17-29 y.,Indirect migration background,No,0.88736,467,517,0.86009,0.91464
2004,30-45 y.,No migration background,Yes,0.09738,463,5459,0.08952,0.10525
2004,30-45 y.,No migration background,No,0.90262,4996,5459,0.89475,0.91048
2004,30-45 y.,Direct migration background,Yes,0.11098,90,848,0.08982,0.13213
2004,30-45 y.,Direct migration background,No,0.88902,758,848,0.86787,0.91018
2004,30-45 y.,Indirect migration background,No,0.93799,208,208,0.90514,0.97084
2004,46-65 y.,No migration background,Yes,0.09318,521,6364,0.08603,0.10032
2004,46-65 y.,No migration background,No,0.90682,5843,6364,0.89968,0.91397
2004,46-65 y.,Direct migration background,Yes,0.17001,139,953,0.14615,0.19387
2004,46-65 y.,Direct migration background,No,0.82999,814,953,0.80613,0.85385
2004,46-65 y.,Indirect migration background,No,0.85329,44,44,0.74753,0.95904
2005,17-29 y.,No migration background,Yes,0.10292,254,2989,0.09203,0.11382
2005,17-29 y.,No migration background,No,0.89708,2735,2989,0.88618,0.90797
2005,17-29 y.,Direct migration background,Yes,0.14481,34,315,0.10589,0.18374
2005,17-29 y.,Direct migration background,No,0.85519,281,315,0.81626,0.89411
2005,17-29 y.,Indirect migration background,Yes,0.13464,62,523,0.10536,0.16393
2005,17-29 y.,Indirect migration background,No,0.86536,461,523,0.83607,0.89464
2005,30-45 y.,No migration background,Yes,0.09379,423,5049,0.08574,0.10183
2005,30-45 y.,No migration background,No,0.90621,4626,5049,0.89817,0.91426
2005,30-45 y.,Direct migration background,Yes,0.13518,96,796,0.11141,0.15895
2005,30-45 y.,Direct migration background,No,0.86482,700,796,0.84105,0.88859
2005,30-45 y.,Indirect migration background,No,0.94611,225,225,0.91654,0.97568
2005,46-65 y.,No migration background,Yes,0.09078,482,6078,0.08355,0.09800
2005,46-65 y.,No migration background,No,0.90922,5596,6078,0.90200,0.91645
2005,46-65 y.,Direct migration background,Yes,0.14414,116,890,0.12105,0.16723
2005,46-65 y.,Direct migration background,No,0.85586,774,890,0.83277,0.87895
2005,46-65 y.,Indirect migration background,No,0.89514,45,45,0.80461,0.98567
2006,17-29 y.,No migration background,Yes,0.11293,291,2884,0.10138,0.12449
2006,17-29 y.,No migration background,No,0.88707,2593,2884,0.87551,0.89862
2006,17-29 y.,Direct migration background,Yes,0.14873,40,322,0.10980,0.18765
2006,17-29 y.,Direct migration background,No,0.85127,282,322,0.81235,0.89020
2006,17-29 y.,Indirect migration background,Yes,0.13465,59,474,0.10388,0.16541
2006,17-29 y.,Indirect migration background,No,0.86535,415,474,0.83459,0.89612
2006,30-45 y.,No migration background,Yes,0.09066,427,5219,0.08287,0.09845
2006,30-45 y.,No migration background,No,0.90934,4792,5219,0.90155,0.91713
2006,30-45 y.,Direct migration background,Yes,0.14464,103,784,0.12001,0.16928
2006,30-45 y.,Direct migration background,No,0.85536,681,784,0.83072,0.87999
2006,30-45 y.,Indirect migration background,No,0.90951,247,247,0.87365,0.94536
2006,46-65 y.,No migration background,Yes,0.10218,571,6645,0.09490,0.10947
2006,46-65 y.,No migration background,No,0.89782,6074,6645,0.89053,0.90510
2006,46-65 y.,Direct migration background,Yes,0.14128,112,881,0.11827,0.16430
2006,46-65 y.,Direct migration background,No,0.85872,769,881,0.83570,0.88173
2006,46-65 y.,Indirect migration background,No,0.90506,47,47,0.82035,0.98977
2006,66 and older,No migration background,No,0.99978,4026,4026,0.99933,1.00024
2006,66 and older,Direct migration background,No,0.99852,389,389,0.99471,1.00234
2007,17-29 y.,No migration background,Yes,0.10109,240,2683,0.08968,0.11250
2007,17-29 y.,No migration background,No,0.89891,2443,2683,0.88750,0.91032
2007,17-29 y.,Direct migration background,Yes,0.15978,32,268,0.11583,0.20373
2007,17-29 y.,Direct migration background,No,0.84022,236,268,0.79627,0.88417
2007,17-29 y.,Indirect migration background,Yes,0.13877,41,447,0.10668,0.17085
2007,17-29 y.,Indirect migration background,No,0.86123,406,447,0.82915,0.89332
2007,30-45 y.,No migration background,Yes,0.08655,358,4752,0.07855,0.09454
2007,30-45 y.,No migration background,No,0.91345,4394,4752,0.90546,0.92145
2007,30-45 y.,Direct migration background,Yes,0.11488,72,686,0.09100,0.13876
2007,30-45 y.,Direct migration background,No,0.88512,614,686,0.86124,0.90900
2007,30-45 y.,Indirect migration background,No,0.89591,246,246,0.85767,0.93415
2007,46-65 y.,No migration background,Yes,0.09101,495,6220,0.08386,0.09816
2007,46-65 y.,No migration background,No,0.90899,5725,6220,0.90184,0.91614
2007,46-65 y.,Direct migration background,Yes,0.14129,101,789,0.11697,0.16561
2007,46-65 y.,Direct migration background,No,0.85871,688,789,0.83439,0.88303
2007,46-65 y.,Indirect migration background,No,0.93221,49,49,0.86110,1.00333
2007,66 and older,No migration background,No,0.99977,3954,3954,0.99930,1.00024
2008,17-29 y.,No migration background,Yes,0.07678,190,2497,0.06633,0.08722
2008,17-29 y.,No migration background,No,0.92322,2307,2497,0.91278,0.93367
2008,17-29 y.,Direct migration background,No,0.89381,207,207,0.85174,0.93588
2008,17-29 y.,Indirect migration background,Yes,0.11860,44,435,0.08819,0.14902
2008,17-29 y.,Indirect migration background,No,0.88140,391,435,0.85098,0.91181
2008,30-45 y.,No migration background,Yes,0.06866,287,4296,0.06110,0.07622
2008,30-45 y.,No migration background,No,0.93134,4009,4296,0.92378,0.93890
2008,30-45 y.,Direct migration background,Yes,0.09561,58,604,0.07214,0.11908
