year,pgisced97,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,First Stage of Tertiary Education,male,No,0.91715,427,470,0.89220,0.94210
1994,First Stage of Tertiary Education,female,No,0.97991,261,261,0.96286,0.99697
1994,Second Stage of Tertiary Education,male,Yes,0.06453,62,908,0.04854,0.08052
1994,Second Stage of Tertiary Education,male,No,0.93547,846,908,0.91948,0.95146
1994,Second Stage of Tertiary Education,female,Yes,0.05306,42,737,0.03686,0.06925
1994,Second Stage of Tertiary Education,female,No,0.94694,695,737,0.93075,0.96314
1995,No answer / don't know,male,No,0.81340,101,101,0.73704,0.88976
1995,No answer / don't know,female,No,0.94749,131,131,0.90914,0.98583
1995,Pre-primary Level,male,No,0.98891,137,137,0.97131,1.00651
1995,Pre-primary Level,female,No,0.99151,133,133,0.97586,1.00716
1995,Primary Level,male,No,0.85801,182,182,0.80716,0.90886
1995,Primary Level,female,Yes,0.07851,34,314,0.04871,0.10831
1995,Primary Level,female,No,0.92149,280,314,0.89169,0.95129
1995,Lower Secondary Level,male,Yes,0.10383,94,859,0.08342,0.12424
1995,Lower Secondary Level,male,No,0.89617,765,859,0.87576,0.91658
1995,Lower Secondary Level,female,Yes,0.05285,118,1589,0.04185,0.06385
1995,Lower Secondary Level,female,No,0.94715,1471,1589,0.93615,0.95815
1995,Upper Secondary Level,male,Yes,0.06790,250,3364,0.05940,0.07641
1995,Upper Secondary Level,male,No,0.93210,3114,3364,0.92359,0.94060
1995,Upper Secondary Level,female,Yes,0.08577,344,3299,0.07622,0.09533
1995,Upper Secondary Level,female,No,0.91423,2955,3299,0.90467,0.92378
1995,Post-secondary Non-tertiary Level,male,No,0.93786,232,232,0.90673,0.96900
1995,Post-secondary Non-tertiary Level,female,No,0.95862,206,206,0.93136,0.98589
1995,First Stage of Tertiary Education,male,Yes,0.07136,31,468,0.04801,0.09471
1995,First Stage of Tertiary Education,male,No,0.92864,437,468,0.90529,0.95199
1995,First Stage of Tertiary Education,female,No,0.96794,270,270,0.94689,0.98899
1995,Second Stage of Tertiary Education,male,Yes,0.04503,46,947,0.03181,0.05824
1995,Second Stage of Tertiary Education,male,No,0.95497,901,947,0.94176,0.96819
1995,Second Stage of Tertiary Education,female,Yes,0.06676,51,794,0.04938,0.08413
1995,Second Stage of Tertiary Education,female,No,0.93324,743,794,0.91587,0.95062
1996,No answer / don't know,male,No,0.89194,104,104,0.83198,0.95189
1996,No answer / don't know,female,No,0.91546,128,128,0.86708,0.96385
1996,Pre-primary Level,male,No,0.97697,128,128,0.95088,1.00306
1996,Pre-primary Level,female,No,0.98584,141,141,0.96627,1.00541
1996,Primary Level,male,No,0.88141,172,172,0.83295,0.92987
1996,Primary Level,female,No,0.90253,255,255,0.86605,0.93900
1996,Lower Secondary Level,male,Yes,0.11611,91,806,0.09398,0.13824
1996,Lower Secondary Level,male,No,0.88389,715,806,0.86176,0.90602
1996,Lower Secondary Level,female,Yes,0.05040,103,1520,0.03940,0.06140
1996,Lower Secondary Level,female,No,0.94960,1417,1520,0.93860,0.96060
1996,Upper Secondary Level,male,Yes,0.07222,270,3275,0.06336,0.08109
1996,Upper Secondary Level,male,No,0.92778,3005,3275,0.91891,0.93664
1996,Upper Secondary Level,female,Yes,0.08220,331,3202,0.07268,0.09171
1996,Upper Secondary Level,female,No,0.91780,2871,3202,0.90829,0.92732
1996,Post-secondary Non-tertiary Level,male,No,0.95795,223,223,0.93155,0.98435
1996,Post-secondary Non-tertiary Level,female,No,0.93276,211,211,0.89888,0.96663
1996,First Stage of Tertiary Education,male,No,0.93014,429,429,0.90599,0.95429
1996,First Stage of Tertiary Education,female,No,0.97425,272,272,0.95540,0.99311
1996,Second Stage of Tertiary Education,male,Yes,0.05528,57,950,0.04074,0.06982
1996,Second Stage of Tertiary Education,male,No,0.94472,893,950,0.93018,0.95926
1996,Second Stage of Tertiary Education,female,Yes,0.06067,52,787,0.04398,0.07736
1996,Second Stage of Tertiary Education,female,No,0.93933,735,787,0.92264,0.95602
1997,No answer / don't know,male,No,0.87975,107,107,0.81783,0.94167
1997,No answer / don't know,female,No,0.95542,139,139,0.92098,0.98985
1997,Pre-primary Level,male,No,0.98710,155,155,0.96928,1.00492
1997,Pre-primary Level,female,No,0.99127,158,158,0.97672,1.00582
1997,Primary Level,male,No,0.82937,162,162,0.77126,0.88748
1997,Primary Level,female,No,0.89777,247,247,0.85992,0.93563
1997,Lower Secondary Level,male,Yes,0.11659,111,828,0.09471,0.13846
1997,Lower Secondary Level,male,No,0.88341,717,828,0.86154,0.90529
1997,Lower Secondary Level,female,Yes,0.04501,105,1501,0.03452,0.05551
1997,Lower Secondary Level,female,No,0.95499,1396,1501,0.94449,0.96548
1997,Upper Secondary Level,male,Yes,0.08717,304,3239,0.07746,0.09689
1997,Upper Secondary Level,male,No,0.91283,2935,3239,0.90311,0.92254
1997,Upper Secondary Level,female,Yes,0.08166,318,3241,0.07223,0.09109
1997,Upper Secondary Level,female,No,0.91834,2923,3241,0.90891,0.92777
1997,Post-secondary Non-tertiary Level,male,No,0.94905,217,217,0.91972,0.97837
1997,Post-secondary Non-tertiary Level,female,No,0.90062,199,199,0.85895,0.94229
1997,First Stage of Tertiary Education,male,No,0.94206,452,452,0.92050,0.96362
1997,First Stage of Tertiary Education,female,No,0.96634,271,271,0.94482,0.98785
1997,Second Stage of Tertiary Education,male,Yes,0.05334,49,968,0.03918,0.06751
1997,Second Stage of Tertiary Education,male,No,0.94666,919,968,0.93249,0.96082
1997,Second Stage of Tertiary Education,female,Yes,0.05991,53,799,0.04344,0.07637
1997,Second Stage of Tertiary Education,female,No,0.94009,746,799,0.92363,0.95656
1998,No answer / don't know,male,No,0.94454,267,267,0.91703,0.97204
1998,No answer / don't know,female,No,0.96850,297,297,0.94860,0.98840
1998,Pre-primary Level,male,No,0.97789,161,161,0.95511,1.00068
1998,Pre-primary Level,female,No,0.99634,168,168,0.98718,1.00550
1998,Primary Level,male,No,0.82751,154,154,0.76765,0.88738
1998,Primary Level,female,No,0.87980,231,231,0.83777,0.92183
1998,Lower Secondary Level,male,Yes,0.11186,116,912,0.09139,0.13233
1998,Lower Secondary Level,male,No,0.88814,796,912,0.86767,0.90861
1998,Lower Secondary Level,female,Yes,0.05570,119,1612,0.04450,0.06689
1998,Lower Secondary Level,female,No,0.94430,1493,1612,0.93311,0.95550
1998,Upper Secondary Level,male,Yes,0.08060,305,3481,0.07155,0.08964
1998,Upper Secondary Level,male,No,0.91940,3176,3481,0.91036,0.92845
1998,Upper Secondary Level,female,Yes,0.07810,326,3485,0.06919,0.08701
1998,Upper Secondary Level,female,No,0.92190,3159,3485,0.91299,0.93081
1998,Post-secondary Non-tertiary Level,male,No,0.94058,224,224,0.90955,0.97161
1998,Post-secondary Non-tertiary Level,female,No,0.97533,251,251,0.95609,0.99456
1998,First Stage of Tertiary Education,male,No,0.94868,460,460,0.92849,0.96886
1998,First Stage of Tertiary Education,female,No,0.96593,306,306,0.94557,0.98629
1998,Second Stage of Tertiary Education,male,Yes,0.05032,65,1066,0.03719,0.06345
1998,Second Stage of Tertiary Education,male,No,0.94968,1001,1066,0.93655,0.96281
1998,Second Stage of Tertiary Education,female,Yes,0.06275,57,876,0.04668,0.07882
1998,Second Stage of Tertiary Education,female,No,0.93725,819,876,0.92118,0.95332
1999,No answer / don't know,male,No,0.88029,114,114,0.82043,0.94014
1999,No answer / don't know,female,No,0.94142,146,146,0.90319,0.97964
1999,Primary Level,male,No,0.83664,147,147,0.77668,0.89661
1999,Primary Level,female,No,0.91632,228,228,0.88029,0.95234
1999,Lower Secondary Level,male,Yes,0.09342,86,874,0.07412,0.11273
1999,Lower Secondary Level,male,No,0.90658,788,874,0.88727,0.92588
1999,Lower Secondary Level,female,Yes,0.04459,89,1556,0.03433,0.05484
1999,Lower Secondary Level,female,No,0.95541,1467,1556,0.94516,0.96567
1999,Upper Secondary Level,male,Yes,0.07213,279,3452,0.06349,0.08076
1999,Upper Secondary Level,male,No,0.92787,3173,3452,0.91924,0.93651
1999,Upper Secondary Level,female,Yes,0.06435,273,3445,0.05616,0.07255
1999,Upper Secondary Level,female,No,0.93565,3172,3445,0.92745,0.94384
1999,Post-secondary Non-tertiary Level,male,No,0.95101,222,222,0.92256,0.97947
1999,Post-secondary Non-tertiary Level,female,No,0.96991,255,255,0.94890,0.99092
1999,First Stage of Tertiary Education,male,No,0.96445,465,465,0.94760,0.98130
1999,First Stage of Tertiary Education,female,No,0.97847,315,315,0.96241,0.99452
1999,Second Stage of Tertiary Education,male,Yes,0.03974,44,1073,0.02805,0.05144
1999,Second Stage of Tertiary Education,male,No,0.96026,1029,1073,0.94856,0.97195
1999,Second Stage of Tertiary Education,female,Yes,0.05873,50,875,0.04314,0.07432
1999,Second Stage of Tertiary Education,female,No,0.94127,825,875,0.92568,0.95686
2000,Pre-primary Level,male,No,0.99417,235,235,0.98441,1.00392
2000,Pre-primary Level,female,No,0.99828,257,257,0.99322,1.00335
2000,Primary Level,male,No,0.86567,141,141,0.80918,0.92215
2000,Primary Level,female,No,0.94079,218,218,0.90939,0.97219
2000,Lower Secondary Level,male,Yes,0.07237,95,1155,0.05742,0.08732
2000,Lower Secondary Level,male,No,0.92763,1060,1155,0.91268,0.94258
2000,Lower Secondary Level,female,Yes,0.04466,132,2398,0.03639,0.05293
2000,Lower Secondary Level,female,No,0.95534,2266,2398,0.94707,0.96361
2000,Upper Secondary Level,male,Yes,0.06545,468,6268,0.05933,0.07157
2000,Upper Secondary Level,male,No,0.93455,5800,6268,0.92843,0.94067
2000,Upper Secondary Level,female,Yes,0.05806,461,6531,0.05239,0.06373
2000,Upper Secondary Level,female,No,0.94194,6070,6531,0.93627,0.94761
2000,Post-secondary Non-tertiary Level,male,No,0.95942,485,485,0.94184,0.97700
2000,Post-secondary Non-tertiary Level,female,No,0.97954,594,594,0.96815,0.99094
2000,First Stage of Tertiary Education,male,Yes,0.03767,46,1074,0.02628,0.04906
2000,First Stage of Tertiary Education,male,No,0.96233,1028,1074,0.95094,0.97372
2000,First Stage of Tertiary Education,female,Yes,0.03475,36,808,0.02212,0.04739
2000,First Stage of Tertiary Education,female,No,0.96525,772,808,0.95261,0.97788
2000,Second Stage of Tertiary Education,male,Yes,0.03560,83,2159,0.02778,0.04342
2000,Second Stage of Tertiary Education,male,No,0.96440,2076,2159,0.95658,0.97222
2000,Second Stage of Tertiary Education,female,Yes,0.04483,85,1657,0.03487,0.05480
2000,Second Stage of Tertiary Education,female,No,0.95517,1572,1657,0.94520,0.96513
2001,No answer / don't know,male,No,0.88846,55,55,0.80450,0.97243
2001,No answer / don't know,female,No,0.95040,56,56,0.89302,1.00778
2001,Pre-primary Level,male,No,0.98878,254,254,0.97580,1.00176
2001,Primary Level,male,No,0.81775,108,108,0.74460,0.89090
2001,Primary Level,female,No,0.95230,170,170,0.92016,0.98443
2001,Lower Secondary Level,male,Yes,0.09689,95,999,0.07854,0.11524
2001,Lower Secondary Level,male,No,0.90311,904,999,0.88476,0.92146
2001,Lower Secondary Level,female,Yes,0.05136,118,2083,0.04187,0.06084
2001,Lower Secondary Level,female,No,0.94864,1965,2083,0.93916,0.95813
2001,Upper Secondary Level,male,Yes,0.07068,426,5641,0.06399,0.07737
2001,Upper Secondary Level,male,No,0.92932,5215,5641,0.92263,0.93601
2001,Upper Secondary Level,female,Yes,0.06025,424,5935,0.05420,0.06630
2001,Upper Secondary Level,female,No,0.93975,5511,5935,0.93370,0.94580
2001,Post-secondary Non-tertiary Level,male,No,0.94285,448,448,0.92133,0.96437
2001,Post-secondary Non-tertiary Level,female,Yes,0.05345,33,588,0.03525,0.07165
2001,Post-secondary Non-tertiary Level,female,No,0.94655,555,588,0.92835,0.96475
2001,First Stage of Tertiary Education,male,Yes,0.04112,38,963,0.02858,0.05367
2001,First Stage of Tertiary Education,male,No,0.95888,925,963,0.94633,0.97142
2001,First Stage of Tertiary Education,female,Yes,0.04488,42,712,0.02966,0.06009
2001,First Stage of Tertiary Education,female,No,0.95512,670,712,0.93991,0.97034
2001,Second Stage of Tertiary Education,male,Yes,0.03634,70,1994,0.02812,0.04455
2001,Second Stage of Tertiary Education,male,No,0.96366,1924,1994,0.95545,0.97188
2001,Second Stage of Tertiary Education,female,Yes,0.04317,80,1556,0.03307,0.05328
2001,Second Stage of Tertiary Education,female,No,0.95683,1476,1556,0.94672,0.96693
2002,No answer / don't know,male,No,0.91964,94,94,0.86439,0.97489
2002,No answer / don't know,female,No,0.96672,84,84,0.92813,1.00531
