year,migback,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,No,0.94580,9406,10128,0.94139,0.95021
1992,Direct migration background,Yes,0.07104,191,2502,0.06097,0.08111
1992,Direct migration background,No,0.92896,2311,2502,0.91889,0.93903
1992,Indirect migration background,No,0.95630,379,379,0.93569,0.97691
1993,No migration background,Yes,0.06051,765,10077,0.05585,0.06516
1993,No migration background,No,0.93949,9312,10077,0.93484,0.94415
1993,Direct migration background,Yes,0.07072,197,2393,0.06045,0.08100
1993,Direct migration background,No,0.92928,2196,2393,0.91900,0.93955
1993,Indirect migration background,No,0.96310,425,425,0.94516,0.98104
1994,No migration background,Yes,0.06704,821,9959,0.06213,0.07196
1994,No migration background,No,0.93296,9138,9959,0.92804,0.93787
1994,Direct migration background,Yes,0.09152,242,2330,0.07981,0.10323
1994,Direct migration background,No,0.90848,2088,2330,0.89677,0.92019
1994,Indirect migration background,Yes,0.06419,36,479,0.04222,0.08616
1994,Indirect migration background,No,0.93581,443,479,0.91384,0.95778
1995,No migration background,Yes,0.06295,727,9890,0.05817,0.06774
1995,No migration background,No,0.93705,9163,9890,0.93226,0.94183
1995,Direct migration background,Yes,0.10815,296,2737,0.09651,0.11979
1995,Direct migration background,No,0.89185,2441,2737,0.88021,0.90349
1995,Indirect migration background,Yes,0.06952,42,496,0.04712,0.09193
1995,Indirect migration background,No,0.93048,454,496,0.90807,0.95288
1996,No migration background,Yes,0.06370,733,9671,0.05884,0.06857
1996,No migration background,No,0.93630,8938,9671,0.93143,0.94116
1996,Direct migration background,Yes,0.10776,269,2548,0.09572,0.11980
1996,Direct migration background,No,0.89224,2279,2548,0.88020,0.90428
1996,Indirect migration background,Yes,0.08079,47,529,0.05754,0.10403
1996,Indirect migration background,No,0.91921,482,529,0.89597,0.94246
1997,No migration background,Yes,0.06901,755,9791,0.06399,0.07403
1997,No migration background,No,0.93099,9036,9791,0.92597,0.93601
1997,Direct migration background,Yes,0.10129,282,2470,0.08939,0.11319
1997,Direct migration background,No,0.89871,2188,2470,0.88681,0.91061
1997,Indirect migration background,Yes,0.08128,47,566,0.05875,0.10381
1997,Indirect migration background,No,0.91872,519,566,0.89619,0.94125
1998,No migration background,Yes,0.06462,838,11155,0.06006,0.06918
1998,No migration background,No,0.93538,10317,11155,0.93082,0.93994
1998,Direct migration background,Yes,0.09841,254,2368,0.08641,0.11041
1998,Direct migration background,No,0.90159,2114,2368,0.88959,0.91359
1998,Indirect migration background,Yes,0.09048,58,590,0.06731,0.11365
1998,Indirect migration background,No,0.90952,532,590,0.88635,0.93269
1999,No migration background,Yes,0.05614,702,10817,0.05180,0.06048
1999,No migration background,No,0.94386,10115,10817,0.93952,0.94820
1999,Direct migration background,Yes,0.08758,212,2195,0.07575,0.09941
1999,Direct migration background,No,0.91242,1983,2195,0.90059,0.92425
1999,Indirect migration background,Yes,0.05863,38,603,0.03986,0.07740
1999,Indirect migration background,No,0.94137,565,603,0.92260,0.96014
2000,No migration background,Yes,0.05035,1180,19984,0.04732,0.05338
2000,No migration background,No,0.94965,18804,19984,0.94662,0.95268
2000,Direct migration background,Yes,0.07220,279,3305,0.06338,0.08103
2000,Direct migration background,No,0.92780,3026,3305,0.91897,0.93662
2000,Indirect migration background,Yes,0.04708,42,818,0.03256,0.06161
2000,Indirect migration background,No,0.95292,776,818,0.93839,0.96744
2001,No migration background,Yes,0.05427,1107,18241,0.05098,0.05755
2001,No migration background,No,0.94573,17134,18241,0.94245,0.94902
2001,Direct migration background,Yes,0.08556,241,2916,0.07540,0.09571
2001,Direct migration background,No,0.91444,2675,2916,0.90429,0.92460
2001,Indirect migration background,Yes,0.06002,54,764,0.04316,0.07687
2001,Indirect migration background,No,0.93998,710,764,0.92313,0.95684
2002,No migration background,Yes,0.06158,1143,19460,0.05820,0.06496
2002,No migration background,No,0.93842,18317,19460,0.93504,0.94180
2002,Direct migration background,Yes,0.08822,230,2797,0.07770,0.09873
2002,Direct migration background,No,0.91178,2567,2797,0.90127,0.92230
2002,Indirect migration background,Yes,0.07061,50,769,0.05250,0.08873
2002,Indirect migration background,No,0.92939,719,769,0.91127,0.94750
2003,No migration background,Yes,0.06846,1245,18769,0.06485,0.07207
2003,No migration background,No,0.93154,17524,18769,0.92793,0.93515
2003,Direct migration background,Yes,0.09531,229,2618,0.08406,0.10656
2003,Direct migration background,No,0.90469,2389,2618,0.89344,0.91594
2003,Indirect migration background,Yes,0.08799,62,777,0.06806,0.10793
2003,Indirect migration background,No,0.91201,715,777,0.89207,0.93194
2004,No migration background,Yes,0.07222,1221,18278,0.06846,0.07597
2004,No migration background,No,0.92778,17057,18278,0.92403,0.93154
2004,Direct migration background,Yes,0.10791,250,2536,0.09583,0.11998
2004,Direct migration background,No,0.89209,2286,2536,0.88002,0.90417
2004,Indirect migration background,Yes,0.10051,68,798,0.07964,0.12139
2004,Indirect migration background,No,0.89949,730,798,0.87861,0.92036
2005,No migration background,Yes,0.07229,1159,17504,0.06845,0.07612
2005,No migration background,No,0.92771,16345,17504,0.92388,0.93155
2005,Direct migration background,Yes,0.11788,246,2367,0.10489,0.13088
2005,Direct migration background,No,0.88212,2121,2367,0.86912,0.89511
2005,Indirect migration background,Yes,0.11080,83,826,0.08938,0.13222
2005,Indirect migration background,No,0.88920,743,826,0.86778,0.91062
2006,No migration background,Yes,0.07540,1290,18775,0.07162,0.07918
2006,No migration background,No,0.92460,17485,18775,0.92082,0.92838
2006,Direct migration background,Yes,0.12071,256,2377,0.10761,0.13381
2006,Direct migration background,No,0.87929,2121,2377,0.86619,0.89239
2006,Indirect migration background,Yes,0.11583,93,815,0.09384,0.13781
2006,Indirect migration background,No,0.88417,722,815,0.86219,0.90616
2007,No migration background,Yes,0.06842,1094,17610,0.06469,0.07215
2007,No migration background,No,0.93158,16516,17610,0.92785,0.93531
2007,Direct migration background,Yes,0.11097,205,2119,0.09760,0.12435
2007,Direct migration background,No,0.88903,1914,2119,0.87565,0.90240
2007,Indirect migration background,Yes,0.12066,68,780,0.09778,0.14353
2007,Indirect migration background,No,0.87934,712,780,0.85647,0.90222
2008,No migration background,Yes,0.05982,922,16644,0.05622,0.06342
2008,No migration background,No,0.94018,15722,16644,0.93658,0.94378
2008,Direct migration background,Yes,0.09326,166,1906,0.08020,0.10632
2008,Direct migration background,No,0.90674,1740,1906,0.89368,0.91980
2008,Indirect migration background,Yes,0.10583,68,766,0.08403,0.12763
2008,Indirect migration background,No,0.89417,698,766,0.87237,0.91597
2009,No migration background,Yes,0.05958,846,15650,0.05587,0.06329
2009,No migration background,No,0.94042,14804,15650,0.93671,0.94413
2009,Direct migration background,Yes,0.11151,157,1659,0.09636,0.12667
2009,Direct migration background,No,0.88849,1502,1659,0.87333,0.90364
2009,Indirect migration background,Yes,0.09974,68,708,0.07766,0.12183
2009,Indirect migration background,No,0.90026,640,708,0.87817,0.92234
2010,No migration background,Yes,0.05986,1524,19893,0.05656,0.06315
2010,No migration background,No,0.94014,18369,19893,0.93685,0.94344
2010,Direct migration background,Yes,0.12144,414,2984,0.10972,0.13316
2010,Direct migration background,No,0.87856,2570,2984,0.86684,0.89028
2010,Indirect migration background,Yes,0.10417,124,1088,0.08601,0.12233
2010,Indirect migration background,No,0.89583,964,1088,0.87767,0.91399
2011,No migration background,Yes,0.05298,1612,23786,0.05014,0.05583
2011,No migration background,No,0.94702,22174,23786,0.94417,0.94986
2011,Direct migration background,Yes,0.08886,375,3345,0.07921,0.09850
2011,Direct migration background,No,0.91114,2970,3345,0.90150,0.92079
2011,Indirect migration background,Yes,0.08317,111,1238,0.06778,0.09855
2011,Indirect migration background,No,0.91683,1127,1238,0.90145,0.93222
2012,No migration background,Yes,0.05401,1526,23243,0.05111,0.05692
2012,No migration background,No,0.94599,21717,23243,0.94308,0.94889
2012,Direct migration background,Yes,0.08632,333,3192,0.07658,0.09607
2012,Direct migration background,No,0.91368,2859,3192,0.90393,0.92342
2012,Indirect migration background,Yes,0.08665,108,1200,0.07073,0.10258
2012,Indirect migration background,No,0.91335,1092,1200,0.89742,0.92927
2013,No migration background,Yes,0.05188,1393,22022,0.04895,0.05481
2013,No migration background,No,0.94812,20629,22022,0.94519,0.95105
2013,Direct migration background,Yes,0.10825,913,6559,0.10073,0.11577
2013,Direct migration background,No,0.89175,5646,6559,0.88423,0.89927
2013,Indirect migration background,Yes,0.10095,217,2042,0.08788,0.11403
2013,Indirect migration background,No,0.89905,1825,2042,0.88597,0.91212
2014,No migration background,Yes,0.05072,1168,20099,0.04768,0.05375
2014,No migration background,No,0.94928,18931,20099,0.94625,0.95232
2014,Direct migration background,Yes,0.09961,659,5278,0.09153,0.10769
2014,Direct migration background,No,0.90039,4619,5278,0.89231,0.90847
2014,Indirect migration background,Yes,0.09804,158,1699,0.08389,0.11218
2014,Indirect migration background,No,0.90196,1541,1699,0.88782,0.91611
2015,No migration background,Yes,0.04851,1051,19128,0.04546,0.05155
2015,No migration background,No,0.95149,18077,19128,0.94845,0.95454
2015,Direct migration background,Yes,0.10888,828,6049,0.10103,0.11673
2015,Direct migration background,No,0.89112,5221,6049,0.88327,0.89897
2015,Indirect migration background,Yes,0.10365,149,1600,0.08871,0.11859
2015,Indirect migration background,No,0.89635,1451,1600,0.88141,0.91129
2016,No migration background,Yes,0.04664,879,17763,0.04353,0.04974
2016,No migration background,No,0.95336,16884,17763,0.95026,0.95647
2016,Direct migration background,Yes,0.10478,667,5040,0.09632,0.11323
2016,Direct migration background,No,0.89522,4373,5040,0.88677,0.90368
2016,Indirect migration background,Yes,0.09061,131,1479,0.07597,0.10524
2016,Indirect migration background,No,0.90939,1348,1479,0.89476,0.92403
2017,No migration background,Yes,0.04088,891,20111,0.03815,0.04362
2017,No migration background,No,0.95912,19220,20111,0.95638,0.96185
2017,Direct migration background,Yes,0.12145,1589,6909,0.11375,0.12915
2017,Direct migration background,No,0.87855,5320,6909,0.87085,0.88625
2017,Indirect migration background,Yes,0.08638,141,1621,0.07270,0.10006
2017,Indirect migration background,No,0.91362,1480,1621,0.89994,0.92730
2018,No migration background,Yes,0.04006,911,19411,0.03730,0.04282
2018,No migration background,No,0.95994,18500,19411,0.95718,0.96270
2018,Direct migration background,Yes,0.11559,1920,7778,0.10848,0.12270
2018,Direct migration background,No,0.88441,5858,7778,0.87730,0.89152
2018,Indirect migration background,Yes,0.08333,140,1615,0.06984,0.09681
2018,Indirect migration background,No,0.91667,1475,1615,0.90319,0.93016
2019,No migration background,Yes,0.03466,757,20122,0.03213,0.03719
2019,No migration background,No,0.96534,19365,20122,0.96281,0.96787
2019,Direct migration background,Yes,0.11377,1738,7102,0.10638,0.12115
2019,Direct migration background,No,0.88623,5364,7102,0.87885,0.89362
2019,Indirect migration background,Yes,0.07518,111,1572,0.06214,0.08822
2019,Indirect migration background,No,0.92482,1461,1572,0.91178,0.93786
2020,No migration background,Yes,0.03444,708,18520,0.03182,0.03707
2020,No migration background,No,0.96556,17812,18520,0.96293,0.96818
2020,Direct migration background,Yes,0.10833,1423,8358,0.10167,0.11500
2020,Direct migration background,No,0.89167,6935,8358,0.88500,0.89833
2020,Indirect migration background,Yes,0.09629,120,1532,0.08151,0.11106
2020,Indirect migration background,No,0.90371,1412,1532,0.88894,0.91849
2021,No migration background,Yes,0.03461,475,13134,0.03148,0.03773
2021,No migration background,No,0.96539,12659,13134,0.96227,0.96852
2021,Direct migration background,Yes,0.10607,784,5173,0.09768,0.11446
2021,Direct migration background,No,0.89393,4389,5173,0.88554,0.90232
2021,Indirect migration background,Yes,0.07807,66,930,0.06082,0.09532
2021,Indirect migration background,No,0.92193,864,930,0.90468,0.93918
2022,No migration background,Yes,0.02593,527,18285,0.02362,0.02823
2022,No migration background,No,0.97407,17758,18285,0.97177,0.97638
2022,Direct migration background,Yes,0.08375,811,8099,0.07772,0.08979
2022,Direct migration background,No,0.91625,7288,8099,0.91021,0.92228
2022,Indirect migration background,Yes,0.05699,77,1454,0.04507,0.06891
2022,Indirect migration background,No,0.94301,1377,1454,0.93109,0.95493
