,Unnamed: 0,year,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
45,45,1989,Lower Secondary Level,No,0.96312,2156,8651,0.93844,0.9903
46,46,1989,Upper Secondary Level,Yes,0.03489,164,8651,0.03115,0.03815
47,47,1989,Upper Secondary Level,No,0.96511,4177,8651,0.95007,0.98029
48,48,1989,Post-secondary Non-tertiary Level,No,1.0,247,8651,0.9259,1.08028
49,49,1989,First Stage of Tertiary Education,No,1.0,492,8651,0.96431,1.0444
50,50,1989,Second Stage of Tertiary Education,No,1.0,655,8651,0.96199,1.03928
51,51,1990,Pre-primary Level,No,1.0,154,8917,0.89511,1.09424
52,52,1990,Primary Level,Yes,0.07876,39,8917,0.05704,0.10554
53,53,1990,Primary Level,No,0.92124,567,8917,0.84098,1.00054
54,54,1990,Lower Secondary Level,Yes,0.03797,106,8917,0.03041,0.04556
55,55,1990,Lower Secondary Level,No,0.96203,2274,8917,0.93281,0.98977
56,56,1990,Upper Secondary Level,Yes,0.02959,145,8917,0.02683,0.03248
57,57,1990,Upper Secondary Level,No,0.97041,4223,8917,0.9515,0.98574
58,58,1990,Post-secondary Non-tertiary Level,No,1.0,264,8917,0.91647,1.07507
59,59,1990,First Stage of Tertiary Education,No,1.0,487,8917,0.95927,1.04006
60,60,1990,Second Stage of Tertiary Education,No,1.0,658,8917,0.95909,1.03905
61,61,1991,Pre-primary Level,No,1.0,156,13132,0.92334,1.10045
62,62,1991,Primary Level,Yes,0.06654,39,13132,0.04406,0.09757
63,63,1991,Primary Level,No,0.93346,593,13132,0.86603,1.01003
64,64,1991,Lower Secondary Level,Yes,0.03607,145,13132,0.03127,0.04145
65,65,1991,Lower Secondary Level,No,0.96393,2641,13132,0.93858,0.99354
66,66,1991,Upper Secondary Level,Yes,0.04773,426,13132,0.04448,0.05122
67,67,1991,Upper Secondary Level,No,0.95227,6384,13132,0.93684,0.96932
68,68,1991,Post-secondary Non-tertiary Level,No,1.0,349,13132,0.92638,1.07367
69,69,1991,First Stage of Tertiary Education,No,1.0,731,13132,0.95284,1.04426
70,70,1991,Second Stage of Tertiary Education,Yes,0.04903,94,13132,0.04245,0.05559
71,71,1991,Second Stage of Tertiary Education,No,0.95097,1574,13132,0.92194,0.98225
72,72,1992,Pre-primary Level,No,1.0,184,12788,0.90756,1.10262
73,73,1992,Primary Level,Yes,0.10838,71,12788,0.08902,0.1283
74,74,1992,Primary Level,No,0.89162,546,12788,0.82066,0.95896
75,75,1992,Lower Secondary Level,Yes,0.04789,158,12788,0.0421,0.05493
76,76,1992,Lower Secondary Level,No,0.95211,2538,12788,0.92449,0.98115
77,77,1992,Upper Secondary Level,Yes,0.0614,513,12788,0.05762,0.06537
78,78,1992,Upper Secondary Level,No,0.9386,6054,12788,0.92323,0.95267
79,79,1992,Post-secondary Non-tertiary Level,No,1.0,357,12788,0.90662,1.07137
80,80,1992,First Stage of Tertiary Education,No,1.0,726,12788,0.95163,1.0499
81,81,1992,Second Stage of Tertiary Education,Yes,0.05599,127,12788,0.05105,0.06207
82,82,1992,Second Stage of Tertiary Education,No,0.94401,1514,12788,0.90451,0.97324
83,83,1993,Pre-primary Level,No,1.0,173,12696,0.90029,1.1121
84,84,1993,Primary Level,Yes,0.07918,48,12696,0.056,0.10456
85,85,1993,Primary Level,No,0.92082,536,12696,0.85014,0.99308
86,86,1993,Lower Secondary Level,Yes,0.04573,166,12696,0.0406,0.05126
87,87,1993,Lower Secondary Level,No,0.95427,2462,12696,0.92787,0.9861
88,88,1993,Upper Secondary Level,Yes,0.0694,565,12696,0.06503,0.07418
89,89,1993,Upper Secondary Level,No,0.9306,6031,12696,0.915,0.94314
90,90,1993,Post-secondary Non-tertiary Level,No,1.0,356,12696,0.92426,1.09558
91,91,1993,First Stage of Tertiary Education,Yes,0.04737,42,12696,0.03853,0.05915
92,92,1993,First Stage of Tertiary Education,No,0.95263,692,12696,0.90933,1.00017
93,93,1993,Second Stage of Tertiary Education,Yes,0.06524,116,12696,0.05655,0.07542
94,94,1993,Second Stage of Tertiary Education,No,0.93476,1509,12696,0.90451,0.97181
95,95,1994,Pre-primary Level,No,1.0,229,12525,0.91682,1.09462
96,96,1994,Primary Level,Yes,0.10882,66,12525,0.08404,0.13573
97,97,1994,Primary Level,No,0.89118,484,12525,0.82256,0.96377
98,98,1994,Lower Secondary Level,Yes,0.06191,202,12525,0.0549,0.06906
99,99,1994,Lower Secondary Level,No,0.93809,2271,12525,0.90452,0.96651
100,100,1994,Upper Secondary Level,Yes,0.07883,627,12525,0.07458,0.08353
101,101,1994,Upper Secondary Level,No,0.92117,5890,12525,0.90555,0.93644
102,102,1994,Post-secondary Non-tertiary Level,No,1.0,367,12525,0.93211,1.07558
103,103,1994,First Stage of Tertiary Education,Yes,0.05796,55,12525,0.0493,0.07006
104,104,1994,First Stage of Tertiary Education,No,0.94204,689,12525,0.89518,1.00293
105,105,1994,Second Stage of Tertiary Education,Yes,0.05992,104,12525,0.0513,0.06899
106,106,1994,Second Stage of Tertiary Education,No,0.94008,1541,12525,0.90398,0.96983
107,107,1995,Pre-primary Level,No,1.0,270,12862,0.91954,1.07513
108,108,1995,Primary Level,Yes,0.10444,62,12862,0.08718,0.12324
109,109,1995,Primary Level,No,0.89556,462,12862,0.80008,0.98984
110,110,1995,Lower Secondary Level,Yes,0.0671,212,12862,0.05878,0.07564
111,111,1995,Lower Secondary Level,No,0.9329,2236,12862,0.90444,0.96311
112,112,1995,Upper Secondary Level,Yes,0.07667,594,12862,0.07163,0.08196
113,113,1995,Upper Secondary Level,No,0.92333,6068,12862,0.90986,0.93944
114,114,1995,Post-secondary Non-tertiary Level,Yes,0.05227,31,12862,0.0403,0.06813
115,115,1995,Post-secondary Non-tertiary Level,No,0.94773,438,12862,0.87817,1.00774
116,116,1995,First Stage of Tertiary Education,Yes,0.05566,40,12862,0.0383,0.07353
117,117,1995,First Stage of Tertiary Education,No,0.94434,708,12862,0.90006,0.9969
118,118,1995,Second Stage of Tertiary Education,Yes,0.05393,97,12862,0.0442,0.06213
119,119,1995,Second Stage of Tertiary Education,No,0.94607,1644,12862,0.91317,0.97603
120,120,1996,Pre-primary Level,No,1.0,269,12462,0.92677,1.08119
121,121,1996,Primary Level,Yes,0.10697,53,12462,0.09067,0.12977
122,122,1996,Primary Level,No,0.89303,427,12462,0.81021,0.97743
123,123,1996,Lower Secondary Level,Yes,0.06892,194,12462,0.05968,0.07784
124,124,1996,Lower Secondary Level,No,0.93108,2132,12462,0.90349,0.9638
125,125,1996,Upper Secondary Level,Yes,0.07715,601,12462,0.0723,0.08223
126,126,1996,Upper Secondary Level,No,0.92285,5875,12462,0.905,0.94634
127,127,1996,Post-secondary Non-tertiary Level,No,1.0,434,12462,0.92887,1.08088
128,128,1996,First Stage of Tertiary Education,Yes,0.052,38,12462,0.03736,0.06607
129,129,1996,First Stage of Tertiary Education,No,0.948,702,12462,0.89335,1.00103
130,130,1996,Second Stage of Tertiary Education,Yes,0.05747,109,12462,0.04841,0.06688
131,131,1996,Second Stage of Tertiary Education,No,0.94253,1628,12462,0.90697,0.9737
132,132,1997,Pre-primary Level,No,1.0,313,12558,0.92641,1.07108
133,133,1997,Primary Level,Yes,0.13164,55,12558,0.10105,0.16048
134,134,1997,Primary Level,No,0.86836,409,12558,0.78655,0.96766
135,135,1997,Lower Secondary Level,Yes,0.06545,216,12558,0.05747,0.07376
136,136,1997,Lower Secondary Level,No,0.93455,2113,12558,0.90056,0.96668
137,137,1997,Upper Secondary Level,Yes,0.08449,622,12558,0.07872,0.09016
138,138,1997,Upper Secondary Level,No,0.91551,5857,12558,0.89495,0.93299
139,139,1997,Post-secondary Non-tertiary Level,Yes,0.07381,35,12558,0.05781,0.0928
140,140,1997,Post-secondary Non-tertiary Level,No,0.92619,416,12558,0.86118,1.00295
141,141,1997,First Stage of Tertiary Education,Yes,0.04828,31,12558,0.03599,0.06165
142,142,1997,First Stage of Tertiary Education,No,0.95172,724,12558,0.89863,0.9976
143,143,1997,Second Stage of Tertiary Education,Yes,0.056,102,12558,0.04765,0.0689
144,144,1997,Second Stage of Tertiary Education,No,0.944,1665,12558,0.91096,0.97947
145,145,1998,Pre-primary Level,No,1.0,329,13486,0.92537,1.08628
146,146,1998,Primary Level,Yes,0.14246,57,13486,0.11125,0.17496
147,147,1998,Primary Level,No,0.85754,385,13486,0.77536,0.92945
148,148,1998,Lower Secondary Level,Yes,0.07311,235,13486,0.06597,0.0815
149,149,1998,Lower Secondary Level,No,0.92689,2289,13486,0.89643,0.95246
150,150,1998,Upper Secondary Level,Yes,0.07935,631,13486,0.07476,0.08506
151,151,1998,Upper Secondary Level,No,0.92065,6334,13486,0.90552,0.93721
152,152,1998,Post-secondary Non-tertiary Level,No,1.0,475,13486,0.92773,1.06973
153,153,1998,First Stage of Tertiary Education,Yes,0.04416,42,13486,0.03358,0.05881
154,154,1998,First Stage of Tertiary Education,No,0.95584,767,13486,0.91283,1.00588
155,155,1998,Second Stage of Tertiary Education,Yes,0.05548,122,13486,0.04748,0.06282
156,156,1998,Second Stage of Tertiary Education,No,0.94452,1820,13486,0.90502,0.97538
157,157,1999,Pre-primary Level,No,1.0,317,13306,0.93665,1.08266
158,158,1999,Primary Level,Yes,0.1167,50,13306,0.09681,0.1381
159,159,1999,Primary Level,No,0.8833,375,13306,0.81671,0.96403
160,160,1999,Lower Secondary Level,Yes,0.05975,175,13306,0.05291,0.06684
161,161,1999,Lower Secondary Level,No,0.94025,2255,13306,0.91263,0.96807
162,162,1999,Upper Secondary Level,Yes,0.06831,552,13306,0.06323,0.07267
163,163,1999,Upper Secondary Level,No,0.93169,6344,13306,0.91526,0.95049
164,164,1999,Post-secondary Non-tertiary Level,No,1.0,477,13306,0.93802,1.07915
165,165,1999,First Stage of Tertiary Education,Yes,0.02968,32,13306,0.02389,0.03684
166,166,1999,First Stage of Tertiary Education,No,0.97032,781,13306,0.91724,1.01905
167,167,1999,Second Stage of Tertiary Education,Yes,0.04763,94,13306,0.03968,0.05583
168,168,1999,Second Stage of Tertiary Education,No,0.95237,1854,13306,0.91524,0.98357
169,169,2000,Pre-primary Level,No,1.0,492,24064,0.95295,1.05309
170,170,2000,Primary Level,Yes,0.09263,45,24064,0.07966,0.10531
171,171,2000,Primary Level,No,0.90737,359,24064,0.8585,0.96083
172,172,2000,Lower Secondary Level,Yes,0.053,227,24064,0.04911,0.05654
173,173,2000,Lower Secondary Level,No,0.947,3326,24064,0.92757,0.96916
174,174,2000,Upper Secondary Level,Yes,0.06172,929,24064,0.05962,0.06463
175,175,2000,Upper Secondary Level,No,0.93828,11868,24064,0.92784,0.94833
176,176,2000,Post-secondary Non-tertiary Level,Yes,0.02996,39,24064,0.02466,0.0354
177,177,2000,Post-secondary Non-tertiary Level,No,0.97004,1080,24064,0.93562,1.00989
178,178,2000,First Stage of Tertiary Education,Yes,0.03641,82,24064,0.03267,0.04086
179,179,2000,First Stage of Tertiary Education,No,0.96359,1801,24064,0.93747,0.99004
180,180,2000,Second Stage of Tertiary Education,Yes,0.03945,168,24064,0.03579,0.0438
181,181,2000,Second Stage of Tertiary Education,No,0.96055,3648,24064,0.94263,0.97912
182,182,2001,Pre-primary Level,No,1.0,537,21799,0.95354,1.04827
183,183,2001,Primary Level,Yes,0.10951,35,21799,0.08595,0.13236
184,184,2001,Primary Level,No,0.89049,278,21799,0.82167,0.96056
185,185,2001,Lower Secondary Level,Yes,0.06498,213,21799,0.05991,0.07145
186,186,2001,Lower Secondary Level,No,0.93502,2869,21799,0.91218,0.95304
187,187,2001,Upper Secondary Level,Yes,0.0654,850,21799,0.06251,0.06824
188,188,2001,Upper Secondary Level,No,0.9346,10723,21799,0.92466,0.94556
189,189,2001,Post-secondary Non-tertiary Level,Yes,0.05497,63,21799,0.04771,0.06439
190,190,2001,Post-secondary Non-tertiary Level,No,0.94503,1005,21799,0.90835,0.98501
191,191,2001,First Stage of Tertiary Education,Yes,0.04267,80,21799,0.03693,0.04901
192,192,2001,First Stage of Tertiary Education,No,0.95733,1596,21799,0.92246,0.98841
193,193,2001,Second Stage of Tertiary Education,Yes,0.03922,150,21799,0.03511,0.04355
194,194,2001,Second Stage of Tertiary Education,No,0.96078,3400,21799,0.93984,0.97936
195,195,2002,Pre-primary Level,No,1.0,608,22836,0.93418,1.07592
196,196,2002,Primary Level,Yes,0.11956,32,22836,0.09547,0.14542
197,197,2002,Primary Level,No,0.88044,255,22836,0.78231,0.95018
198,198,2002,Lower Secondary Level,Yes,0.07166,200,22836,0.06614,0.07868
199,199,2002,Lower Secondary Level,No,0.92834,2691,22836,0.90651,0.95412
200,200,2002,Upper Secondary Level,Yes,0.07563,888,22836,0.07219,0.07866
201,201,2002,Upper Secondary Level,No,0.92437,10693,22836,0.9134,0.93793
202,202,2002,Post-secondary Non-tertiary Level,Yes,0.04884,63,22836,0.04039,0.05847
203,203,2002,Post-secondary Non-tertiary Level,No,0.95116,1104,22836,0.90496,0.99064
204,204,2002,First Stage of Tertiary Education,Yes,0.04158,70,22836,0.03526,0.05014
205,205,2002,First Stage of Tertiary Education,No,0.95842,1673,22836,0.92369,0.9896
206,206,2002,Second Stage of Tertiary Education,Yes,0.04405,158,22836,0.03925,0.04939
207,207,2002,Second Stage of Tertiary Education,No,0.95595,4401,22836,0.92958,0.97709
208,208,2003,Pre-primary Level,No,1.0,615,21919,0.94572,1.06744
209,209,2003,Primary Level,Yes,0.12833,38,21919,0.09556,0.17015
210,210,2003,Primary Level,No,0.87167,235,21919,0.80255,0.95299
211,211,2003,Lower Secondary Level,Yes,0.08913,220,21919,0.0798,0.09808
212,212,2003,Lower Secondary Level,No,0.91087,2513,21919,0.89034,0.9373
213,213,2003,Upper Secondary Level,Yes,0.0815,932,21919,0.07798,0.08518
214,214,2003,Upper Secondary Level,No,0.9185,10170,21919,0.90441,0.93079
215,215,2003,Post-secondary Non-tertiary Level,Yes,0.06217,76,21919,0.05005,0.07299
216,216,2003,Post-secondary Non-tertiary Level,No,0.93783,1078,21919,0.89185,0.98206
217,217,2003,First Stage of Tertiary Education,Yes,0.04466,73,21919,0.03604,0.05366
218,218,2003,First Stage of Tertiary Education,No,0.95534,1615,21919,0.92097,0.99119
219,219,2003,Second Stage of Tertiary Education,Yes,0.04617,174,21919,0.04141,0.05245
220,220,2003,Second Stage of Tertiary Education,No,0.95383,4180,21919,0.92552,0.97543
221,221,2004,Pre-primary Level,No,1.0,636,21341,0.91188,1.06732
222,222,2004,Primary Level,Yes,0.18,41,21341,0.13294,0.22801
223,223,2004,Primary Level,No,0.82,216,21341,0.74746,0.91224
224,224,2004,Lower Secondary Level,Yes,0.08983,216,21341,0.08153,0.09913
225,225,2004,Lower Secondary Level,No,0.91017,2358,21341,0.87741,0.93288
226,226,2004,Upper Secondary Level,Yes,0.09039,950,21341,0.08508,0.09496
227,227,2004,Upper Secondary Level,No,0.90961,9828,21341,0.89538,0.92316
228,228,2004,Post-secondary Non-tertiary Level,Yes,0.06064,69,21341,0.04951,0.07315
229,229,2004,Post-secondary Non-tertiary Level,No,0.93936,1090,21341,0.88625,0.98416
230,230,2004,First Stage of Tertiary Education,Yes,0.0438,71,21341,0.03568,0.05291
231,231,2004,First Stage of Tertiary Education,No,0.9562,1571,21341,0.91225,0.99699
232,232,2004,Second Stage of Tertiary Education,Yes,0.04962,172,21341,0.04237,0.05633
233,233,2004,Second Stage of Tertiary Education,No,0.95038,4123,21341,0.92703,0.98319
234,234,2005,Pre-primary Level,No,1.0,649,20386,0.93566,1.06859
235,235,2005,Primary Level,Yes,0.17515,43,20386,0.13306,0.22671
236,236,2005,Primary Level,No,0.82485,203,20386,0.73034,0.9359
237,237,2005,Lower Secondary Level,Yes,0.10607,218,20386,0.09516,0.11848
238,238,2005,Lower Secondary Level,No,0.89393,2173,20386,0.86587,0.92284
239,239,2005,Upper Secondary Level,Yes,0.08834,887,20386,0.08368,0.09308
240,240,2005,Upper Secondary Level,No,0.91166,9356,20386,0.89613,0.92817
241,241,2005,Post-secondary Non-tertiary Level,Yes,0.06463,63,20386,0.048,0.08002
242,242,2005,Post-secondary Non-tertiary Level,No,0.93537,1067,20386,0.89337,0.97924
243,243,2005,First Stage of Tertiary Education,Yes,0.04558,68,20386,0.03693,0.05832
244,244,2005,First Stage of Tertiary Education,No,0.95442,1493,20386,0.91649,0.99697
245,245,2005,Second Stage of Tertiary Education,Yes,0.04904,173,20386,0.04278,0.05542
246,246,2005,Second Stage of Tertiary Education,No,0.95096,3993,20386,0.92604,0.98139
247,247,2006,Pre-primary Level,No,1.0,391,21633,0.9189,1.08958
248,248,2006,Primary Level,Yes,0.17658,41,21633,0.14336,0.21735
249,249,2006,Primary Level,No,0.82342,200,21633,0.73329,0.9236
250,250,2006,Lower Secondary Level,Yes,0.11548,260,21633,0.10618,0.12545
251,251,2006,Lower Secondary Level,No,0.88452,2220,21633,0.85497,0.90815
252,252,2006,Upper Secondary Level,Yes,0.09168,985,21633,0.08792,0.09586
253,253,2006,Upper Secondary Level,No,0.90832,10094,21633,0.8943,0.92412
254,254,2006,Post-secondary Non-tertiary Level,Yes,0.0465,58,21633,0.03909,0.05493
255,255,2006,Post-secondary Non-tertiary Level,No,0.9535,1156,21633,0.9063,0.99813
256,256,2006,First Stage of Tertiary Education,Yes,0.06003,77,21633,0.04978,0.07362
257,257,2006,First Stage of Tertiary Education,No,0.93997,1574,21633,0.90043,0.98115
258,258,2006,Second Stage of Tertiary Education,Yes,0.04605,175,21633,0.04061,0.05117
259,259,2006,Second Stage of Tertiary Education,No,0.95395,4402,21633,0.92847,0.98056
260,260,2007,Pre-primary Level,No,1.0,340,20172,0.9084,1.10727
261,261,2007,Primary Level,Yes,0.184,41,20172,0.13476,0.24581
262,262,2007,Primary Level,No,0.816,175,20172,0.72205,0.92283
263,263,2007,Lower Secondary Level,Yes,0.10689,212,20172,0.09804,0.11753
264,264,2007,Lower Secondary Level,No,0.89311,1993,20172,0.86727,0.91952
265,265,2007,Upper Secondary Level,Yes,0.08193,800,20172,0.07777,0.08574
266,266,2007,Upper Secondary Level,No,0.91807,9518,20172,0.90398,0.93217
267,267,2007,Post-secondary Non-tertiary Level,Yes,0.0556,59,20172,0.0428,0.06648
268,268,2007,Post-secondary Non-tertiary Level,No,0.9444,1110,20172,0.90068,0.99339
269,269,2007,First Stage of Tertiary Education,Yes,0.05385,66,20172,0.04293,0.06568
270,270,2007,First Stage of Tertiary Education,No,0.94615,1469,20172,0.90765,0.98653
271,271,2007,Second Stage of Tertiary Education,Yes,0.04334,153,20172,0.03762,0.04777
272,272,2007,Second Stage of Tertiary Education,No,0.95666,4236,20172,0.92918,0.98752
273,273,2008,Pre-primary Level,No,1.0,353,18948,0.91041,1.10923
274,274,2008,Primary Level,No,1.0,154,18948,0.88095,1.12689
275,275,2008,Lower Secondary Level,Yes,0.09918,186,18948,0.08733,0.11015
276,276,2008,Lower Secondary Level,No,0.90082,1826,18948,0.86577,0.92865
277,277,2008,Upper Secondary Level,Yes,0.07284,690,18948,0.06862,0.07762
278,278,2008,Upper Secondary Level,No,0.92716,9038,18948,0.91271,0.94151
279,279,2008,Post-secondary Non-tertiary Level,Yes,0.04132,45,18948,0.03063,0.0514
280,280,2008,Post-secondary Non-tertiary Level,No,0.95868,1048,18948,0.91246,1.01226
281,281,2008,First Stage of Tertiary Education,Yes,0.04952,61,18948,0.03884,0.06201
282,282,2008,First Stage of Tertiary Education,No,0.95048,1355,18948,0.91078,0.99439
283,283,2008,Second Stage of Tertiary Education,Yes,0.03841,116,18948,0.03243,0.04484
284,284,2008,Second Stage of Tertiary Education,No,0.96159,4076,18948,0.92872,0.98956
285,285,2009,Pre-primary Level,No,1.0,313,17660,0.90123,1.10978
286,286,2009,Primary Level,No,1.0,136,17660,0.87215,1.12398
287,287,2009,Lower Secondary Level,Yes,0.10718,166,17660,0.09361,0.12278
288,288,2009,Lower Secondary Level,No,0.89282,1621,17660,0.8612,0.9266
289,289,2009,Upper Secondary Level,Yes,0.07463,640,17660,0.06954,0.07955
290,290,2009,Upper Secondary Level,No,0.92537,8420,17660,0.90546,0.94323
291,291,2009,Post-secondary Non-tertiary Level,Yes,0.04367,41,17660,0.03282,0.05493
292,292,2009,Post-secondary Non-tertiary Level,No,0.95633,956,17660,0.89808,1.01529
293,293,2009,First Stage of Tertiary Education,Yes,0.04988,49,17660,0.03757,0.06249
294,294,2009,First Stage of Tertiary Education,No,0.95012,1283,17660,0.90887,0.99693
295,295,2009,Second Stage of Tertiary Education,Yes,0.03673,114,17660,0.02944,0.04448
296,296,2009,Second Stage of Tertiary Education,No,0.96327,3921,17660,0.93404,1.00056
297,297,2010,Pre-primary Level,No,1.0,412,23646,0.89061,1.11254
298,298,2010,Primary Level,Yes,0.22184,107,23646,0.16323,0.30982
299,299,2010,Primary Level,No,0.77816,236,23646,0.64663,0.91739
300,300,2010,Lower Secondary Level,Yes,0.11419,423,23646,0.09642,0.13468
301,301,2010,Lower Secondary Level,No,0.88581,2022,23646,0.84692,0.93176
302,302,2010,Upper Secondary Level,Yes,0.07711,1152,23646,0.07036,0.08457
303,303,2010,Upper Secondary Level,No,0.92289,10593,23646,0.90346,0.94046
304,304,2010,Post-secondary Non-tertiary Level,Yes,0.03999,101,23646,0.03162,0.04843
305,305,2010,Post-secondary Non-tertiary Level,No,0.96001,1609,23646,0.88185,1.02764
306,306,2010,First Stage of Tertiary Education,Yes,0.04939,66,23646,0.03686,0.06375
307,307,2010,First Stage of Tertiary Education,No,0.95061,1549,23646,0.89208,1.01956
308,308,2010,Second Stage of Tertiary Education,Yes,0.03479,173,23646,0.02774,0.04275
309,309,2010,Second Stage of Tertiary Education,No,0.96521,5203,23646,0.9302,0.99763
310,310,2011,Pre-primary Level,No,1.0,472,27790,0.89903,1.0951
311,311,2011,Primary Level,Yes,0.19683,113,27790,0.15072,0.2487
312,312,2011,Primary Level,No,0.80317,294,27790,0.69683,0.88594
313,313,2011,Lower Secondary Level,Yes,0.10296,420,27790,0.08725,0.11835
314,314,2011,Lower Secondary Level,No,0.89704,2529,27790,0.8603,0.92686
315,315,2011,Upper Secondary Level,Yes,0.06255,1150,27790,0.05865,0.06647
316,316,2011,Upper Secondary Level,No,0.93745,12745,27790,0.92207,0.95212
317,317,2011,Post-secondary Non-tertiary Level,Yes,0.04382,115,27790,0.03542,0.05397
318,318,2011,Post-secondary Non-tertiary Level,No,0.95618,1886,27790,0.90568,1.00569
319,319,2011,First Stage of Tertiary Education,Yes,0.02386,50,27790,0.0166,0.03108
320,320,2011,First Stage of Tertiary Education,No,0.97614,1805,27790,0.92171,1.03465
321,321,2011,Second Stage of Tertiary Education,Yes,0.02958,179,27790,0.02524,0.03435
322,322,2011,Second Stage of Tertiary Education,No,0.97042,6032,27790,0.94108,1.00103
323,323,2012,Pre-primary Level,No,1.0,468,27215,0.9006,1.11108
324,324,2012,Primary Level,Yes,0.20358,102,27215,0.16317,0.24876
325,325,2012,Primary Level,No,0.79642,284,27215,0.71966,0.90034
326,326,2012,Lower Secondary Level,Yes,0.09723,408,27215,0.0842,0.11161
327,327,2012,Lower Secondary Level,No,0.90277,2487,27215,0.86776,0.93475
328,328,2012,Upper Secondary Level,Yes,0.06758,1083,27215,0.06319,0.07279
329,329,2012,Upper Secondary Level,No,0.93242,12464,27215,0.91611,0.94773
330,330,2012,Post-secondary Non-tertiary Level,Yes,0.04501,110,27215,0.03759,0.05507
331,331,2012,Post-secondary Non-tertiary Level,No,0.95499,1854,27215,0.89684,0.99857
332,332,2012,First Stage of Tertiary Education,Yes,0.02928,58,27215,0.02043,0.04137
333,333,2012,First Stage of Tertiary Education,No,0.97072,1751,27215,0.92281,1.01375
334,334,2012,Second Stage of Tertiary Education,Yes,0.02712,166,27215,0.02228,0.03194
335,335,2012,Second Stage of Tertiary Education,No,0.97288,5980,27215,0.94277,0.99965
336,336,2013,Pre-primary Level,No,1.0,620,30065,0.89128,1.08611
337,337,2013,Primary Level,Yes,0.23178,193,30065,0.196,0.26474
338,338,2013,Primary Level,No,0.76822,438,30065,0.68632,0.8492
