year,pgisced97,regtyp,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Lower Secondary Level,Urban regions,No,0.96065,1965,2072,0.95227,0.96902
1988,Lower Secondary Level,Rural regions,Yes,0.06243,43,606,0.04315,0.08171
1988,Lower Secondary Level,Rural regions,No,0.93757,563,606,0.91829,0.95685
1988,Upper Secondary Level,Urban regions,Yes,0.04115,161,3640,0.03470,0.04761
1988,Upper Secondary Level,Urban regions,No,0.95885,3479,3640,0.95239,0.96530
1988,Upper Secondary Level,Rural regions,Yes,0.05768,59,1037,0.04349,0.07188
1988,Upper Secondary Level,Rural regions,No,0.94232,978,1037,0.92812,0.95651
1988,Post-secondary Non-tertiary Level,Urban regions,No,0.97408,216,216,0.95284,0.99532
1988,Post-secondary Non-tertiary Level,Rural regions,No,0.98407,34,34,0.94135,1.02679
1988,First Stage of Tertiary Education,Urban regions,No,0.99029,417,417,0.98086,0.99971
1988,Second Stage of Tertiary Education,Urban regions,No,0.97319,565,565,0.95986,0.98652
1988,Second Stage of Tertiary Education,Rural regions,No,0.97457,109,109,0.94488,1.00426
1989,No answer / don't know,Urban regions,No,0.90592,91,91,0.84561,0.96624
1989,Primary Level,Urban regions,No,0.92232,399,399,0.89602,0.94862
1989,Primary Level,Rural regions,No,0.83136,62,62,0.73740,0.92533
1989,Lower Secondary Level,Urban regions,Yes,0.03196,79,1755,0.02373,0.04019
1989,Lower Secondary Level,Urban regions,No,0.96804,1676,1755,0.95981,0.97627
1989,Lower Secondary Level,Rural regions,Yes,0.05140,33,513,0.03228,0.07053
1989,Lower Secondary Level,Rural regions,No,0.94860,480,513,0.92947,0.96772
1989,Upper Secondary Level,Urban regions,Yes,0.03226,127,3389,0.02631,0.03821
1989,Upper Secondary Level,Urban regions,No,0.96774,3262,3389,0.96179,0.97369
1989,Upper Secondary Level,Rural regions,Yes,0.04349,37,953,0.03054,0.05645
1989,Upper Secondary Level,Rural regions,No,0.95651,916,953,0.94355,0.96946
1989,Post-secondary Non-tertiary Level,Urban regions,No,0.98057,217,217,0.96217,0.99898
1989,First Stage of Tertiary Education,Urban regions,No,0.97595,381,381,0.96055,0.99136
1989,First Stage of Tertiary Education,Rural regions,No,0.99010,110,110,0.97152,1.00869
1989,Second Stage of Tertiary Education,Urban regions,No,0.98035,551,551,0.96875,0.99195
1989,Second Stage of Tertiary Education,Rural regions,No,0.98508,104,104,0.96166,1.00849
1990,No answer / don't know,Urban regions,No,0.92216,118,118,0.87362,0.97071
1990,Pre-primary Level,Urban regions,No,0.98779,126,126,0.96854,1.00704
1990,Primary Level,Urban regions,Yes,0.07034,33,526,0.04847,0.09222
1990,Primary Level,Urban regions,No,0.92966,493,526,0.90778,0.95153
1990,Primary Level,Rural regions,No,0.88904,74,74,0.81699,0.96109
1990,Lower Secondary Level,Urban regions,Yes,0.03904,87,1855,0.03022,0.04785
1990,Lower Secondary Level,Urban regions,No,0.96096,1768,1855,0.95215,0.96978
1990,Lower Secondary Level,Rural regions,No,0.96507,506,506,0.94906,0.98108
1990,Upper Secondary Level,Urban regions,Yes,0.02405,101,3376,0.01888,0.02922
1990,Upper Secondary Level,Urban regions,No,0.97595,3275,3376,0.97078,0.98112
1990,Upper Secondary Level,Rural regions,Yes,0.04716,44,992,0.03396,0.06036
1990,Upper Secondary Level,Rural regions,No,0.95284,948,992,0.93964,0.96604
1990,Post-secondary Non-tertiary Level,Urban regions,No,0.96877,227,227,0.94609,0.99145
1990,Post-secondary Non-tertiary Level,Rural regions,No,0.97750,37,37,0.92905,1.02595
1990,First Stage of Tertiary Education,Urban regions,No,0.97268,381,381,0.95629,0.98907
1990,First Stage of Tertiary Education,Rural regions,No,0.97490,106,106,0.94498,1.00482
1990,Second Stage of Tertiary Education,Urban regions,No,0.97582,557,557,0.96305,0.98859
1990,Second Stage of Tertiary Education,Rural regions,No,0.98637,101,101,0.96364,1.00910
1991,No answer / don't know,Urban regions,No,0.94104,133,133,0.90086,0.98122
1991,No answer / don't know,Rural regions,No,0.97645,38,38,0.92759,1.02531
1991,Pre-primary Level,Urban regions,No,0.99719,119,119,0.98764,1.00674
1991,Primary Level,Urban regions,Yes,0.05376,31,525,0.03444,0.07307
1991,Primary Level,Urban regions,No,0.94624,494,525,0.92693,0.96556
1991,Primary Level,Rural regions,No,0.89296,98,98,0.83143,0.95448
1991,Lower Secondary Level,Urban regions,Yes,0.03325,88,1941,0.02527,0.04123
1991,Lower Secondary Level,Urban regions,No,0.96675,1853,1941,0.95877,0.97473
1991,Lower Secondary Level,Rural regions,Yes,0.04213,56,836,0.02850,0.05576
1991,Lower Secondary Level,Rural regions,No,0.95787,780,836,0.94424,0.97150
1991,Upper Secondary Level,No answer / don't know,No,0.93196,52,52,0.86285,1.00107
1991,Upper Secondary Level,Urban regions,Yes,0.03888,202,4149,0.03300,0.04476
1991,Upper Secondary Level,Urban regions,No,0.96112,3947,4149,0.95524,0.96700
1991,Upper Secondary Level,Rural regions,Yes,0.06472,220,2606,0.05527,0.07417
1991,Upper Secondary Level,Rural regions,No,0.93528,2386,2606,0.92583,0.94473
1991,Post-secondary Non-tertiary Level,Urban regions,No,0.94912,277,277,0.92319,0.97504
1991,Post-secondary Non-tertiary Level,Rural regions,No,0.89474,71,71,0.82284,0.96663
1991,First Stage of Tertiary Education,Urban regions,No,0.98184,452,452,0.96952,0.99417
1991,First Stage of Tertiary Education,Rural regions,No,0.98219,276,276,0.96655,0.99782
1991,Second Stage of Tertiary Education,Urban regions,Yes,0.03866,40,974,0.02655,0.05077
1991,Second Stage of Tertiary Education,Urban regions,No,0.96134,934,974,0.94923,0.97345
1991,Second Stage of Tertiary Education,Rural regions,Yes,0.06920,51,675,0.05004,0.08836
1991,Second Stage of Tertiary Education,Rural regions,No,0.93080,624,675,0.91164,0.94996
1992,No answer / don't know,Urban regions,No,0.93304,134,134,0.89056,0.97552
1992,No answer / don't know,Rural regions,No,0.98180,42,42,0.94088,1.02272
1992,Pre-primary Level,Rural regions,No,0.99245,55,55,0.96935,1.01554
1992,Primary Level,Urban regions,Yes,0.10191,57,515,0.07576,0.12807
1992,Primary Level,Urban regions,No,0.89809,458,515,0.87193,0.92424
1992,Primary Level,Rural regions,No,0.86692,87,87,0.79514,0.93871
1992,Lower Secondary Level,Urban regions,Yes,0.04692,100,1874,0.03735,0.05650
1992,Lower Secondary Level,Urban regions,No,0.95308,1774,1874,0.94350,0.96265
1992,Lower Secondary Level,Rural regions,Yes,0.05016,57,807,0.03509,0.06522
1992,Lower Secondary Level,Rural regions,No,0.94984,750,807,0.93478,0.96491
1992,Upper Secondary Level,No answer / don't know,No,0.87969,56,56,0.79372,0.96567
1992,Upper Secondary Level,Urban regions,Yes,0.04515,218,4066,0.03877,0.05154
1992,Upper Secondary Level,Urban regions,No,0.95485,3848,4066,0.94846,0.96123
1992,Upper Secondary Level,Rural regions,Yes,0.09322,285,2436,0.08167,0.10477
1992,Upper Secondary Level,Rural regions,No,0.90678,2151,2436,0.89523,0.91833
1992,Post-secondary Non-tertiary Level,Urban regions,No,0.96313,281,281,0.94106,0.98520
1992,Post-secondary Non-tertiary Level,Rural regions,No,0.89010,75,75,0.81884,0.96136
1992,First Stage of Tertiary Education,Urban regions,No,0.96290,447,447,0.94536,0.98044
1992,First Stage of Tertiary Education,Rural regions,No,0.97513,275,275,0.95669,0.99357
1992,Second Stage of Tertiary Education,Urban regions,Yes,0.05131,74,987,0.03754,0.06509
1992,Second Stage of Tertiary Education,Urban regions,No,0.94869,913,987,0.93491,0.96246
1992,Second Stage of Tertiary Education,Rural regions,Yes,0.06861,52,624,0.04876,0.08847
1992,Second Stage of Tertiary Education,Rural regions,No,0.93139,572,624,0.91153,0.95124
1993,No answer / don't know,Urban regions,No,0.94828,135,135,0.91078,0.98578
1993,No answer / don't know,Rural regions,No,0.88145,39,39,0.77866,0.98423
1993,Pre-primary Level,Rural regions,No,0.97207,56,56,0.92852,1.01562
1993,Primary Level,Urban regions,Yes,0.08161,40,483,0.05717,0.10605
1993,Primary Level,Urban regions,No,0.91839,443,483,0.89395,0.94283
1993,Primary Level,Rural regions,No,0.93010,93,93,0.87800,0.98221
1993,Lower Secondary Level,Urban regions,Yes,0.04487,107,1821,0.03536,0.05438
1993,Lower Secondary Level,Urban regions,No,0.95513,1714,1821,0.94562,0.96464
1993,Lower Secondary Level,Rural regions,Yes,0.04757,59,807,0.03287,0.06226
1993,Lower Secondary Level,Rural regions,No,0.95243,748,807,0.93774,0.96713
1993,Upper Secondary Level,Urban regions,Yes,0.05137,256,4141,0.04465,0.05810
1993,Upper Secondary Level,Urban regions,No,0.94863,3885,4141,0.94190,0.95535
1993,Upper Secondary Level,Rural regions,Yes,0.10675,309,2456,0.09454,0.11897
1993,Upper Secondary Level,Rural regions,No,0.89325,2147,2456,0.88103,0.90546
1993,Post-secondary Non-tertiary Level,Urban regions,No,0.97259,275,275,0.95325,0.99192
1993,Post-secondary Non-tertiary Level,Rural regions,No,0.90614,81,81,0.84223,0.97004
1993,First Stage of Tertiary Education,Urban regions,No,0.95930,437,437,0.94075,0.97785
1993,First Stage of Tertiary Education,Rural regions,No,0.93947,254,254,0.91008,0.96885
1993,Second Stage of Tertiary Education,Urban regions,Yes,0.05615,58,1010,0.04195,0.07036
1993,Second Stage of Tertiary Education,Urban regions,No,0.94385,952,1010,0.92964,0.95805
1993,Second Stage of Tertiary Education,Rural regions,Yes,0.08666,58,615,0.06441,0.10891
1993,Second Stage of Tertiary Education,Rural regions,No,0.91334,557,615,0.89109,0.93559
1994,No answer / don't know,Urban regions,No,0.93978,158,158,0.90257,0.97699
1994,No answer / don't know,Rural regions,No,0.93811,40,40,0.86248,1.01373
1994,Pre-primary Level,Urban regions,No,0.99602,161,161,0.98627,1.00578
1994,Pre-primary Level,Rural regions,No,0.96708,68,68,0.92435,1.00980
1994,Primary Level,Urban regions,Yes,0.09152,48,460,0.06514,0.11790
1994,Primary Level,Urban regions,No,0.90848,412,460,0.88210,0.93486
1994,Primary Level,Rural regions,No,0.81863,72,72,0.72901,0.90826
1994,Lower Secondary Level,Urban regions,Yes,0.06492,145,1723,0.05328,0.07656
1994,Lower Secondary Level,Urban regions,No,0.93508,1578,1723,0.92344,0.94672
1994,Lower Secondary Level,Rural regions,Yes,0.05523,57,750,0.03887,0.07159
1994,Lower Secondary Level,Rural regions,No,0.94477,693,750,0.92841,0.96113
1994,Upper Secondary Level,Urban regions,Yes,0.05719,286,4110,0.05009,0.06429
1994,Upper Secondary Level,Urban regions,No,0.94281,3824,4110,0.93571,0.94991
1994,Upper Secondary Level,Rural regions,Yes,0.12440,341,2408,0.11122,0.13759
1994,Upper Secondary Level,Rural regions,No,0.87560,2067,2408,0.86241,0.88878
1994,Post-secondary Non-tertiary Level,Urban regions,No,0.96801,272,272,0.94706,0.98896
1994,Post-secondary Non-tertiary Level,Rural regions,No,0.95141,95,95,0.90795,0.99488
1994,First Stage of Tertiary Education,Urban regions,No,0.96538,436,436,0.94820,0.98256
1994,First Stage of Tertiary Education,Rural regions,Yes,0.10272,33,285,0.06741,0.13803
1994,First Stage of Tertiary Education,Rural regions,No,0.89728,252,285,0.86197,0.93259
1994,Second Stage of Tertiary Education,Urban regions,Yes,0.05388,57,1035,0.04012,0.06764
1994,Second Stage of Tertiary Education,Urban regions,No,0.94612,978,1035,0.93236,0.95988
1994,Second Stage of Tertiary Education,Rural regions,Yes,0.07452,47,610,0.05366,0.09538
1994,Second Stage of Tertiary Education,Rural regions,No,0.92548,563,610,0.90462,0.94634
1995,No answer / don't know,Urban regions,No,0.89080,182,182,0.84536,0.93624
1995,No answer / don't know,Rural regions,No,0.88257,50,50,0.79243,0.97271
1995,Pre-primary Level,Urban regions,No,0.99413,188,188,0.98319,1.00508
1995,Pre-primary Level,Rural regions,No,0.97783,82,82,0.94576,1.00989
1995,Primary Level,Urban regions,Yes,0.09109,46,438,0.06411,0.11807
1995,Primary Level,Urban regions,No,0.90891,392,438,0.88193,0.93589
1995,Primary Level,Rural regions,No,0.84164,70,70,0.75549,0.92778
1995,Lower Secondary Level,Urban regions,Yes,0.06742,146,1701,0.05550,0.07934
1995,Lower Secondary Level,Urban regions,No,0.93258,1555,1701,0.92066,0.94450
1995,Lower Secondary Level,Rural regions,Yes,0.06646,66,747,0.04858,0.08433
1995,Lower Secondary Level,Rural regions,No,0.93354,681,747,0.91567,0.95142
1995,Upper Secondary Level,Urban regions,Yes,0.06279,305,4196,0.05545,0.07013
1995,Upper Secondary Level,Urban regions,No,0.93721,3891,4196,0.92987,0.94455
1995,Upper Secondary Level,Rural regions,Yes,0.10506,289,2467,0.09296,0.11716
1995,Upper Secondary Level,Rural regions,No,0.89494,2178,2467,0.88284,0.90704
1995,Post-secondary Non-tertiary Level,Urban regions,No,0.94582,333,333,0.92147,0.97017
1995,Post-secondary Non-tertiary Level,Rural regions,No,0.95407,105,105,0.91384,0.99430
1995,First Stage of Tertiary Education,Urban regions,No,0.96060,432,432,0.94224,0.97897
1995,First Stage of Tertiary Education,Rural regions,No,0.91484,275,275,0.88179,0.94789
1995,Second Stage of Tertiary Education,Urban regions,Yes,0.05216,59,1099,0.03901,0.06532
1995,Second Stage of Tertiary Education,Urban regions,No,0.94784,1040,1099,0.93468,0.96099
1995,Second Stage of Tertiary Education,Rural regions,Yes,0.05820,38,642,0.04008,0.07633
1995,Second Stage of Tertiary Education,Rural regions,No,0.94180,604,642,0.92367,0.95992
1996,No answer / don't know,Urban regions,No,0.90396,179,179,0.86067,0.94725
1996,No answer / don't know,Rural regions,No,0.90882,53,53,0.83057,0.98706
1996,Pre-primary Level,Urban regions,No,0.99138,184,184,0.97798,1.00477
1996,Pre-primary Level,Rural regions,No,0.95752,85,85,0.91440,1.00065
1996,Primary Level,Urban regions,Yes,0.10470,40,396,0.07451,0.13490
1996,Primary Level,Urban regions,No,0.89530,356,396,0.86510,0.92549
1996,Primary Level,Rural regions,No,0.88576,71,71,0.81123,0.96028
1996,Lower Secondary Level,Urban regions,Yes,0.07234,135,1606,0.05966,0.08501
1996,Lower Secondary Level,Urban regions,No,0.92766,1471,1606,0.91499,0.94034
1996,Lower Secondary Level,Rural regions,Yes,0.06157,59,720,0.04400,0.07914
1996,Lower Secondary Level,Rural regions,No,0.93843,661,720,0.92086,0.95600
1996,Upper Secondary Level,Urban regions,Yes,0.06360,295,4059,0.05610,0.07111
1996,Upper Secondary Level,Urban regions,No,0.93640,3764,4059,0.92889,0.94390
1996,Upper Secondary Level,Rural regions,Yes,0.10541,306,2418,0.09316,0.11765
1996,Upper Secondary Level,Rural regions,No,0.89459,2112,2418,0.88235,0.90684
1996,Post-secondary Non-tertiary Level,Urban regions,No,0.94614,327,327,0.92164,0.97065
1996,Post-secondary Non-tertiary Level,Rural regions,No,0.94392,107,107,0.90012,0.98772
1996,First Stage of Tertiary Education,Urban regions,No,0.94753,436,436,0.92658,0.96848
1996,First Stage of Tertiary Education,Rural regions,No,0.94868,265,265,0.92206,0.97529
1996,Second Stage of Tertiary Education,Urban regions,Yes,0.05490,65,1104,0.04146,0.06835
1996,Second Stage of Tertiary Education,Urban regions,No,0.94510,1039,1104,0.93165,0.95854
1996,Second Stage of Tertiary Education,Rural regions,Yes,0.06387,44,633,0.04480,0.08293
1996,Second Stage of Tertiary Education,Rural regions,No,0.93613,589,633,0.91707,0.95520
1997,No answer / don't know,Urban regions,No,0.91742,184,184,0.87754,0.95730
1997,No answer / don't know,Rural regions,No,0.94647,62,62,0.88998,1.00295
1997,Pre-primary Level,Rural regions,No,0.96487,107,107,0.92982,0.99992
1997,Primary Level,Urban regions,Yes,0.12911,43,388,0.09570,0.16252
1997,Primary Level,Urban regions,No,0.87089,345,388,0.83748,0.90430
1997,Primary Level,Rural regions,No,0.85857,64,64,0.77252,0.94462
1997,Lower Secondary Level,Urban regions,Yes,0.06869,159,1617,0.05636,0.08102
1997,Lower Secondary Level,Urban regions,No,0.93131,1458,1617,0.91898,0.94364
1997,Lower Secondary Level,Rural regions,Yes,0.05823,57,712,0.04102,0.07544
1997,Lower Secondary Level,Rural regions,No,0.94177,655,712,0.92456,0.95898
1997,Upper Secondary Level,Urban regions,Yes,0.07017,325,4065,0.06232,0.07803
1997,Upper Secondary Level,Urban regions,No,0.92983,3740,4065,0.92197,0.93768
1997,Upper Secondary Level,Rural regions,Yes,0.11439,297,2414,0.10169,0.12709
1997,Upper Secondary Level,Rural regions,No,0.88561,2117,2414,0.87291,0.89831
1997,Post-secondary Non-tertiary Level,Urban regions,No,0.92791,309,309,0.89903,0.95680
1997,Post-secondary Non-tertiary Level,Rural regions,No,0.92097,107,107,0.86961,0.97233
1997,First Stage of Tertiary Education,Urban regions,No,0.95064,451,451,0.93062,0.97065
1997,First Stage of Tertiary Education,Rural regions,No,0.95380,272,272,0.92881,0.97880
1997,Second Stage of Tertiary Education,Urban regions,Yes,0.05122,57,1108,0.03823,0.06420
1997,Second Stage of Tertiary Education,Urban regions,No,0.94878,1051,1108,0.93580,0.96177
1997,Second Stage of Tertiary Education,Rural regions,Yes,0.06728,45,659,0.04814,0.08642
1997,Second Stage of Tertiary Education,Rural regions,No,0.93272,614,659,0.91358,0.95186
1998,No answer / don't know,Urban regions,No,0.96029,391,391,0.94091,0.97967
1998,No answer / don't know,Rural regions,No,0.94964,173,173,0.91696,0.98232
1998,Pre-primary Level,Urban regions,No,0.99732,216,216,0.99041,1.00423
1998,Pre-primary Level,Rural regions,No,0.96371,113,113,0.92907,0.99834
1998,Primary Level,Urban regions,Yes,0.15167,47,365,0.11482,0.18852
1998,Primary Level,Urban regions,No,0.84833,318,365,0.81148,0.88518
1998,Primary Level,Rural regions,No,0.89527,67,67,0.82139,0.96914
1998,Lower Secondary Level,Urban regions,Yes,0.07330,157,1750,0.06109,0.08552
1998,Lower Secondary Level,Urban regions,No,0.92670,1593,1750,0.91448,0.93891
1998,Lower Secondary Level,Rural regions,Yes,0.07267,78,774,0.05437,0.09097
1998,Lower Secondary Level,Rural regions,No,0.92733,696,774,0.90903,0.94563
1998,Upper Secondary Level,Urban regions,Yes,0.06266,299,4346,0.05546,0.06987
1998,Upper Secondary Level,Urban regions,No,0.93734,4047,4346,0.93013,0.94454
1998,Upper Secondary Level,Rural regions,Yes,0.11298,332,2620,0.10086,0.12511
1998,Upper Secondary Level,Rural regions,No,0.88702,2288,2620,0.87489,0.89914
1998,Post-secondary Non-tertiary Level,Urban regions,No,0.95609,362,362,0.93495,0.97723
1998,Post-secondary Non-tertiary Level,Rural regions,No,0.96654,113,113,0.93324,0.99985
1998,First Stage of Tertiary Education,Urban regions,No,0.95652,487,487,0.93839,0.97465
1998,First Stage of Tertiary Education,Rural regions,No,0.95428,279,279,0.92973,0.97884
1998,Second Stage of Tertiary Education,Urban regions,Yes,0.03957,53,1234,0.02869,0.05045
1998,Second Stage of Tertiary Education,Urban regions,No,0.96043,1181,1234,0.94955,0.97131
1998,Second Stage of Tertiary Education,Rural regions,Yes,0.09165,69,708,0.07038,0.11292
1998,Second Stage of Tertiary Education,Rural regions,No,0.90835,639,708,0.88708,0.92962
1999,No answer / don't know,Urban regions,No,0.92346,192,192,0.88576,0.96117
1999,No answer / don't know,Rural regions,No,0.88679,68,68,0.81092,0.96266
1999,Primary Level,Urban regions,Yes,0.12131,41,354,0.08725,0.15537
1999,Primary Level,Urban regions,No,0.87869,313,354,0.84463,0.91275
1999,Primary Level,Rural regions,No,0.90528,62,62,0.83180,0.97877
1999,Lower Secondary Level,Urban regions,Yes,0.06566,127,1682,0.05382,0.07750
1999,Lower Secondary Level,Urban regions,No,0.93434,1555,1682,0.92250,0.94618
1999,Lower Secondary Level,Rural regions,Yes,0.04550,48,748,0.03055,0.06044
1999,Lower Secondary Level,Rural regions,No,0.95450,700,748,0.93956,0.96945
1999,Upper Secondary Level,Urban regions,Yes,0.05801,276,4286,0.05101,0.06501
1999,Upper Secondary Level,Urban regions,No,0.94199,4010,4286,0.93499,0.94899
1999,Upper Secondary Level,Rural regions,Yes,0.08888,276,2611,0.07796,0.09980
1999,Upper Secondary Level,Rural regions,No,0.91112,2335,2611,0.90020,0.92204
1999,Post-secondary Non-tertiary Level,Urban regions,No,0.95914,363,363,0.93875,0.97954
1999,Post-secondary Non-tertiary Level,Rural regions,No,0.96753,114,114,0.93485,1.00021
1999,First Stage of Tertiary Education,Urban regions,No,0.97876,487,487,0.96593,0.99158
1999,First Stage of Tertiary Education,Rural regions,No,0.95208,293,293,0.92758,0.97658
1999,Second Stage of Tertiary Education,Urban regions,Yes,0.03959,49,1244,0.02875,0.05043
1999,Second Stage of Tertiary Education,Urban regions,No,0.96041,1195,1244,0.94957,0.97125
1999,Second Stage of Tertiary Education,Rural regions,Yes,0.06685,45,704,0.04839,0.08531
1999,Second Stage of Tertiary Education,Rural regions,No,0.93315,659,704,0.91469,0.95161
2000,Pre-primary Level,Urban regions,No,0.99443,321,321,0.98628,1.00259
2000,Primary Level,Urban regions,Yes,0.08582,32,326,0.05537,0.11627
2000,Primary Level,Urban regions,No,0.91418,294,326,0.88373,0.94463
2000,Primary Level,Rural regions,No,0.87749,65,65,0.79716,0.95782
2000,Lower Secondary Level,Urban regions,Yes,0.05751,169,2397,0.04818,0.06683
2000,Lower Secondary Level,Urban regions,No,0.94249,2228,2397,0.93317,0.95182
2000,Lower Secondary Level,Rural regions,Yes,0.04305,58,1156,0.03135,0.05476
2000,Lower Secondary Level,Rural regions,No,0.95695,1098,1156,0.94524,0.96865
2000,Upper Secondary Level,Urban regions,Yes,0.04798,444,7992,0.04330,0.05267
2000,Upper Secondary Level,Urban regions,No,0.95202,7548,7992,0.94733,0.95670
2000,Upper Secondary Level,Rural regions,Yes,0.08797,485,4807,0.07996,0.09597
2000,Upper Secondary Level,Rural regions,No,0.91203,4322,4807,0.90403,0.92004
2000,Post-secondary Non-tertiary Level,Urban regions,No,0.96920,835,835,0.95748,0.98093
2000,Post-secondary Non-tertiary Level,Rural regions,No,0.97288,244,244,0.95246,0.99331
2000,First Stage of Tertiary Education,Urban regions,Yes,0.02833,43,1188,0.01889,0.03776
2000,First Stage of Tertiary Education,Urban regions,No,0.97167,1145,1188,0.96224,0.98111
2000,First Stage of Tertiary Education,Rural regions,Yes,0.05299,39,694,0.03631,0.06966
2000,First Stage of Tertiary Education,Rural regions,No,0.94701,655,694,0.93034,0.96369
2000,Second Stage of Tertiary Education,Urban regions,Yes,0.03568,99,2621,0.02858,0.04278
2000,Second Stage of Tertiary Education,Urban regions,No,0.96432,2522,2621,0.95722,0.97142
2000,Second Stage of Tertiary Education,Rural regions,Yes,0.04943,69,1195,0.03713,0.06172
