year,bula_h,migback,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,North Rhine-Westphalia,No migration background,Yes,0.02453,53,1767,0.01732,0.03175
1991,North Rhine-Westphalia,No migration background,No,0.79743,1714,1767,0.77869,0.81618
1991,North Rhine-Westphalia,Direct migration background,Yes,0.04827,43,624,0.03143,0.06510
1991,North Rhine-Westphalia,Direct migration background,No,0.90273,581,624,0.87946,0.92600
1991,North Rhine-Westphalia,Indirect migration background,No,0.21275,92,92,0.12867,0.29684
1991,Hesse,No migration background,No,0.83546,572,572,0.80504,0.86587
1991,Hesse,Direct migration background,No,0.84488,309,309,0.80445,0.88531
1991,Hesse,Indirect migration background,No,0.22070,36,36,0.08331,0.35810
1991,"Rhineland-Palatinate, Saarland",No migration background,No,0.79132,498,498,0.75559,0.82705
1991,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.89106,109,109,0.83229,0.94982
1991,Baden-Wuerttemberg,No migration background,No,0.80646,997,997,0.78193,0.83100
1991,Baden-Wuerttemberg,Direct migration background,Yes,0.04385,36,671,0.02834,0.05935
1991,Baden-Wuerttemberg,Direct migration background,No,0.92084,635,671,0.90040,0.94128
1991,Baden-Wuerttemberg,Indirect migration background,No,0.19458,77,77,0.10557,0.28358
1991,Bavaria,No migration background,No,0.80639,1150,1150,0.78354,0.82923
1991,Bavaria,Direct migration background,No,0.91353,329,329,0.88312,0.94395
1991,Bavaria,Indirect migration background,No,0.22170,47,47,0.10166,0.34174
1991,Berlin,No migration background,No,0.81910,442,442,0.78318,0.85503
1991,Berlin,Direct migration background,No,0.79869,91,91,0.71584,0.88153
1991,Brandenburg,No migration background,Yes,0.07767,62,655,0.05716,0.09818
1991,Brandenburg,No migration background,No,0.72262,593,655,0.68831,0.75694
1991,Mecklenburg-Western Pomerania,No migration background,Yes,0.09341,56,455,0.06664,0.12017
1991,Mecklenburg-Western Pomerania,No migration background,No,0.69655,399,455,0.65425,0.73884
1991,Saxony,No migration background,Yes,0.07116,103,1179,0.05648,0.08584
1991,Saxony,No migration background,No,0.73706,1076,1179,0.71192,0.76220
1991,Saxony,Direct migration background,No,0.86071,36,36,0.74600,0.97542
1991,Saxony-Anhalt,No migration background,Yes,0.06881,75,757,0.05077,0.08686
1991,Saxony-Anhalt,No migration background,No,0.74560,682,757,0.71455,0.77664
1991,Thuringa,No migration background,Yes,0.08343,71,665,0.06240,0.10446
1991,Thuringa,No migration background,No,0.70189,594,665,0.66710,0.73668
1992,Schleswig-Holstein,No migration background,No,0.75168,228,228,0.69548,0.80788
1992,Hamburg,No migration background,No,0.87242,104,104,0.80800,0.93685
1992,Hamburg,Direct migration background,No,0.88975,35,35,0.78447,0.99503
1992,Lower Saxony,No migration background,No,0.79773,751,751,0.76898,0.82648
1992,Lower Saxony,Direct migration background,No,0.90820,126,126,0.85758,0.95882
1992,Bremen,No migration background,No,0.82961,75,75,0.74395,0.91528
1992,North Rhine-Westphalia,No migration background,Yes,0.02922,54,1734,0.02129,0.03715
1992,North Rhine-Westphalia,No migration background,No,0.78260,1680,1734,0.76318,0.80202
1992,North Rhine-Westphalia,Direct migration background,Yes,0.06578,47,622,0.04628,0.08528
1992,North Rhine-Westphalia,Direct migration background,No,0.90543,575,622,0.88241,0.92845
1992,North Rhine-Westphalia,Indirect migration background,No,0.24900,105,105,0.16589,0.33211
1992,Hesse,No migration background,No,0.82139,562,562,0.78970,0.85309
1992,Hesse,Direct migration background,No,0.89199,294,294,0.85645,0.92753
1992,Hesse,Indirect migration background,No,0.28540,42,42,0.14717,0.42364
1992,"Rhineland-Palatinate, Saarland",No migration background,No,0.80078,497,497,0.76563,0.83593
1992,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.91631,105,105,0.86308,0.96953
1992,Baden-Wuerttemberg,No migration background,No,0.77246,929,929,0.74549,0.79943
1992,Baden-Wuerttemberg,Direct migration background,Yes,0.05173,44,657,0.03478,0.06868
1992,Baden-Wuerttemberg,Direct migration background,No,0.87790,613,657,0.85284,0.90295
1992,Baden-Wuerttemberg,Indirect migration background,No,0.22071,93,93,0.13596,0.30545
1992,Bavaria,No migration background,No,0.79776,1174,1174,0.77477,0.82075
1992,Bavaria,Direct migration background,No,0.91902,331,331,0.88959,0.94845
1992,Bavaria,Indirect migration background,No,0.25398,56,56,0.13894,0.36902
1992,Berlin,No migration background,Yes,0.07628,45,469,0.05223,0.10033
1992,Berlin,No migration background,No,0.77127,424,469,0.73322,0.80932
1992,Berlin,Direct migration background,No,0.80454,86,86,0.72024,0.88885
1992,Brandenburg,No migration background,Yes,0.10430,84,638,0.08057,0.12804
1992,Brandenburg,No migration background,No,0.70619,554,638,0.67082,0.74156
1992,Mecklenburg-Western Pomerania,No migration background,Yes,0.14409,68,392,0.10928,0.17890
1992,Mecklenburg-Western Pomerania,No migration background,No,0.63516,324,392,0.58744,0.68288
1992,Saxony,No migration background,Yes,0.11965,164,1100,0.10046,0.13884
1992,Saxony,No migration background,No,0.68518,936,1100,0.65772,0.71264
1992,Saxony,Direct migration background,No,0.80840,34,34,0.67412,0.94268
1992,Saxony-Anhalt,No migration background,Yes,0.10424,96,722,0.08194,0.12655
1992,Saxony-Anhalt,No migration background,No,0.71359,626,722,0.68059,0.74659
1992,Thuringa,No migration background,Yes,0.12045,102,644,0.09529,0.14561
1992,Thuringa,No migration background,No,0.65609,542,644,0.61937,0.69280
1993,Schleswig-Holstein,No migration background,No,0.75621,233,233,0.70095,0.81146
1993,Hamburg,No migration background,No,0.88939,102,102,0.82822,0.95056
1993,Lower Saxony,No migration background,Yes,0.03378,35,797,0.02123,0.04633
1993,Lower Saxony,No migration background,No,0.79431,762,797,0.76623,0.82239
1993,Lower Saxony,Direct migration background,No,0.89346,128,128,0.83980,0.94712
1993,Bremen,No migration background,No,0.84068,71,71,0.75494,0.92641
1993,North Rhine-Westphalia,No migration background,Yes,0.03178,67,1725,0.02350,0.04006
1993,North Rhine-Westphalia,No migration background,No,0.78429,1658,1725,0.76487,0.80371
1993,North Rhine-Westphalia,Direct migration background,Yes,0.04816,45,594,0.03093,0.06540
1993,North Rhine-Westphalia,Direct migration background,No,0.91077,549,594,0.88783,0.93372
1993,North Rhine-Westphalia,Indirect migration background,No,0.30260,127,127,0.22239,0.38281
1993,Hesse,No migration background,No,0.80878,545,545,0.77573,0.84183
1993,Hesse,Direct migration background,No,0.89645,283,283,0.86089,0.93201
1993,Hesse,Indirect migration background,No,0.29637,47,47,0.16441,0.42834
1993,"Rhineland-Palatinate, Saarland",No migration background,No,0.80530,498,498,0.77049,0.84011
1993,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.83855,87,87,0.76078,0.91632
1993,Baden-Wuerttemberg,No migration background,No,0.80539,971,971,0.78047,0.83030
1993,Baden-Wuerttemberg,Direct migration background,Yes,0.05366,48,654,0.03638,0.07094
1993,Baden-Wuerttemberg,Direct migration background,No,0.91855,606,654,0.89757,0.93953
1993,Baden-Wuerttemberg,Indirect migration background,No,0.26442,107,107,0.18046,0.34838
1993,Bavaria,No migration background,Yes,0.01970,31,1203,0.01185,0.02756
1993,Bavaria,No migration background,No,0.81282,1172,1203,0.79077,0.83487
1993,Bavaria,Direct migration background,No,0.92541,306,306,0.89592,0.95490
1993,Bavaria,Indirect migration background,No,0.33368,64,64,0.21724,0.45011
1993,Berlin,No migration background,Yes,0.06046,37,454,0.03851,0.08240
1993,Berlin,No migration background,No,0.76318,417,454,0.72403,0.80233
1993,Berlin,Direct migration background,No,0.79716,69,69,0.70158,0.89274
1993,Brandenburg,No migration background,Yes,0.09812,77,607,0.07443,0.12180
1993,Brandenburg,No migration background,No,0.72058,530,607,0.68485,0.75631
1993,Mecklenburg-Western Pomerania,No migration background,Yes,0.14565,67,391,0.11064,0.18066
1993,Mecklenburg-Western Pomerania,No migration background,No,0.64134,324,391,0.59374,0.68894
1993,Saxony,No migration background,Yes,0.12997,168,1067,0.10979,0.15016
1993,Saxony,No migration background,No,0.68230,899,1067,0.65435,0.71025
1993,Saxony,Direct migration background,No,0.72434,31,31,0.56443,0.88424
1993,Saxony-Anhalt,No migration background,Yes,0.12674,109,697,0.10203,0.15146
1993,Saxony-Anhalt,No migration background,No,0.68994,588,697,0.65558,0.72430
1993,Thuringa,No migration background,Yes,0.11345,88,630,0.08867,0.13824
1993,Thuringa,No migration background,No,0.67387,542,630,0.63724,0.71051
1994,Schleswig-Holstein,No migration background,No,0.75985,239,239,0.70558,0.81412
1994,Hamburg,No migration background,No,0.84690,100,100,0.77597,0.91783
1994,Hamburg,Direct migration background,No,0.92094,31,31,0.82438,1.01750
1994,Lower Saxony,No migration background,Yes,0.04189,41,794,0.02795,0.05584
1994,Lower Saxony,No migration background,No,0.78890,753,794,0.76050,0.81731
1994,Lower Saxony,Direct migration background,No,0.88558,118,118,0.82790,0.94326
1994,Lower Saxony,Indirect migration background,No,0.28048,32,32,0.12234,0.43862
1994,Bremen,No migration background,No,0.83596,67,67,0.74662,0.92530
1994,North Rhine-Westphalia,No migration background,Yes,0.03331,77,1717,0.02482,0.04180
1994,North Rhine-Westphalia,No migration background,No,0.78360,1640,1717,0.76411,0.80308
1994,North Rhine-Westphalia,Direct migration background,Yes,0.08346,65,567,0.06068,0.10625
1994,North Rhine-Westphalia,Direct migration background,No,0.89126,502,567,0.86561,0.91691
1994,North Rhine-Westphalia,Indirect migration background,No,0.30326,125,125,0.22235,0.38417
1994,Hesse,No migration background,No,0.83195,545,545,0.80052,0.86337
1994,Hesse,Direct migration background,No,0.90653,271,271,0.87181,0.94126
1994,Hesse,Indirect migration background,No,0.35681,52,52,0.22533,0.48829
1994,"Rhineland-Palatinate, Saarland",No migration background,No,0.80293,491,491,0.76770,0.83815
1994,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.86871,91,91,0.79894,0.93849
1994,Baden-Wuerttemberg,No migration background,Yes,0.02585,32,970,0.01585,0.03584
1994,Baden-Wuerttemberg,No migration background,No,0.79469,938,970,0.76925,0.82012
1994,Baden-Wuerttemberg,Direct migration background,Yes,0.05901,57,626,0.04054,0.07749
1994,Baden-Wuerttemberg,Direct migration background,No,0.92238,569,626,0.90140,0.94336
1994,Baden-Wuerttemberg,Indirect migration background,No,0.27413,115,115,0.19224,0.35602
1994,Bavaria,No migration background,Yes,0.04243,57,1184,0.03094,0.05392
1994,Bavaria,No migration background,No,0.77668,1127,1184,0.75295,0.80042
1994,Bavaria,Direct migration background,Yes,0.08439,31,326,0.05417,0.11461
1994,Bavaria,Direct migration background,No,0.90171,295,326,0.86934,0.93408
1994,Bavaria,Indirect migration background,No,0.35910,65,65,0.24157,0.47664
1994,Berlin,No migration background,Yes,0.06263,35,444,0.04006,0.08519
1994,Berlin,No migration background,No,0.78064,409,444,0.74210,0.81917
1994,Berlin,Direct migration background,No,0.85647,73,73,0.77548,0.93746
1994,Brandenburg,No migration background,Yes,0.09665,81,581,0.07260,0.12070
1994,Brandenburg,No migration background,No,0.72022,500,581,0.68369,0.75675
1994,Mecklenburg-Western Pomerania,No migration background,Yes,0.14878,71,394,0.11360,0.18397
1994,Mecklenburg-Western Pomerania,No migration background,No,0.63261,323,394,0.58494,0.68027
1994,Saxony,No migration background,Yes,0.12695,169,1072,0.10701,0.14689
1994,Saxony,No migration background,No,0.68256,903,1072,0.65468,0.71043
1994,Saxony,Direct migration background,No,0.76450,34,34,0.61973,0.90927
1994,Saxony-Anhalt,No migration background,Yes,0.13826,97,661,0.11193,0.16460
1994,Saxony-Anhalt,No migration background,No,0.68616,564,661,0.65076,0.72157
1994,Thuringa,No migration background,Yes,0.11827,94,633,0.09309,0.14344
1994,Thuringa,No migration background,No,0.67555,539,633,0.63904,0.71205
1995,Schleswig-Holstein,No migration background,No,0.72476,228,228,0.66665,0.78286
1995,Hamburg,No migration background,No,0.81945,91,91,0.73999,0.89892
1995,Lower Saxony,No migration background,Yes,0.04135,43,793,0.02749,0.05522
1995,Lower Saxony,No migration background,No,0.77151,750,793,0.74227,0.80075
1995,Lower Saxony,Direct migration background,No,0.71110,182,182,0.64506,0.77713
1995,Bremen,No migration background,No,0.85348,65,65,0.76684,0.94012
1995,North Rhine-Westphalia,No migration background,Yes,0.03505,76,1729,0.02638,0.04373
1995,North Rhine-Westphalia,No migration background,No,0.78800,1653,1729,0.76873,0.80727
1995,North Rhine-Westphalia,Direct migration background,Yes,0.09211,81,677,0.07031,0.11391
1995,North Rhine-Westphalia,Direct migration background,No,0.82632,596,677,0.79776,0.85488
1995,North Rhine-Westphalia,Indirect migration background,No,0.34301,137,137,0.26323,0.42280
1995,Hesse,No migration background,No,0.81036,546,546,0.77745,0.84327
1995,Hesse,Direct migration background,No,0.82589,287,287,0.78194,0.86984
1995,Hesse,Indirect migration background,No,0.26841,45,45,0.13747,0.39935
1995,"Rhineland-Palatinate, Saarland",No migration background,No,0.78376,489,489,0.74723,0.82028
1995,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.71696,153,153,0.64535,0.78858
1995,Baden-Wuerttemberg,No migration background,Yes,0.02905,34,977,0.01852,0.03959
1995,Baden-Wuerttemberg,No migration background,No,0.77937,943,977,0.75336,0.80539
1995,Baden-Wuerttemberg,Direct migration background,Yes,0.06585,64,671,0.04707,0.08463
1995,Baden-Wuerttemberg,Direct migration background,No,0.89041,607,671,0.86676,0.91407
1995,Baden-Wuerttemberg,Indirect migration background,No,0.30114,118,118,0.21801,0.38426
1995,Bavaria,No migration background,Yes,0.03584,49,1204,0.02534,0.04635
1995,Bavaria,No migration background,No,0.78560,1155,1204,0.76241,0.80879
1995,Bavaria,Direct migration background,Yes,0.09891,43,394,0.06940,0.12843
1995,Bavaria,Direct migration background,No,0.86319,351,394,0.82922,0.89717
1995,Bavaria,Indirect migration background,No,0.33199,72,72,0.22245,0.44153
1995,Berlin,No migration background,Yes,0.06443,40,447,0.04165,0.08722
1995,Berlin,No migration background,No,0.77068,407,447,0.73166,0.80970
1995,Berlin,Direct migration background,No,0.84162,87,87,0.76446,0.91878
1995,Brandenburg,No migration background,Yes,0.07373,54,565,0.05216,0.09529
1995,Brandenburg,No migration background,No,0.74949,511,565,0.71373,0.78525
1995,Mecklenburg-Western Pomerania,No migration background,Yes,0.12474,53,395,0.09211,0.15737
1995,Mecklenburg-Western Pomerania,No migration background,No,0.67806,342,395,0.63192,0.72419
1995,Saxony,No migration background,Yes,0.10548,132,1031,0.08672,0.12424
1995,Saxony,No migration background,No,0.70053,899,1031,0.67256,0.72850
1995,Saxony,Direct migration background,No,0.87072,37,37,0.76111,0.98032
1995,Saxony-Anhalt,No migration background,Yes,0.11359,95,644,0.08906,0.13811
1995,Saxony-Anhalt,No migration background,No,0.71968,549,644,0.68496,0.75440
1995,Thuringa,No migration background,Yes,0.10707,84,619,0.08269,0.13145
