year,age_gr,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No,0.95852,2496,2612,0.95087,0.96616
1990,30-45 y.,Yes,0.02836,78,2697,0.02209,0.03462
1990,30-45 y.,No,0.97164,2619,2697,0.96538,0.97791
1990,46-65 y.,Yes,0.04583,148,2805,0.03809,0.05357
1990,46-65 y.,No,0.95417,2657,2805,0.94643,0.96191
1991,17-29 y.,Yes,0.05252,219,3649,0.04528,0.05976
1991,17-29 y.,No,0.94748,3430,3649,0.94024,0.95472
1991,30-45 y.,Yes,0.04975,255,4257,0.04322,0.05629
1991,30-45 y.,No,0.95025,4002,4257,0.94371,0.95678
1991,46-65 y.,Yes,0.05515,277,4051,0.04812,0.06218
1991,46-65 y.,No,0.94485,3774,4051,0.93782,0.95188
1991,66 and older,No,0.99844,1393,1393,0.99637,1.00051
1992,17-29 y.,Yes,0.06349,238,3524,0.05544,0.07155
1992,17-29 y.,No,0.93651,3286,3524,0.92845,0.94456
1992,30-45 y.,Yes,0.06198,334,4210,0.05469,0.06926
1992,30-45 y.,No,0.93802,3876,4210,0.93074,0.94531
1992,46-65 y.,Yes,0.07417,354,3920,0.06597,0.08238
1992,46-65 y.,No,0.92583,3566,3920,0.91762,0.93403
1992,66 and older,No,0.99734,1368,1368,0.99460,1.00007
1993,17-29 y.,Yes,0.07501,274,3422,0.06618,0.08383
1993,17-29 y.,No,0.92499,3148,3422,0.91617,0.93382
1993,30-45 y.,Yes,0.06416,329,4149,0.05671,0.07162
1993,30-45 y.,No,0.93584,3820,4149,0.92838,0.94329
1993,46-65 y.,Yes,0.08333,378,3900,0.07465,0.09200
1993,46-65 y.,No,0.91667,3522,3900,0.90800,0.92535
1993,66 and older,No,0.99919,1443,1443,0.99773,1.00066
1994,17-29 y.,Yes,0.08368,290,3314,0.07425,0.09311
1994,17-29 y.,No,0.91632,3024,3314,0.90689,0.92575
1994,30-45 y.,Yes,0.07379,384,4127,0.06581,0.08176
1994,30-45 y.,No,0.92621,3743,4127,0.91824,0.93419
1994,46-65 y.,Yes,0.09717,422,3858,0.08782,0.10652
1994,46-65 y.,No,0.90283,3436,3858,0.89348,0.91218
1994,66 and older,No,0.99882,1466,1466,0.99706,1.00058
1995,17-29 y.,Yes,0.07518,255,3313,0.06620,0.08416
1995,17-29 y.,No,0.92482,3058,3313,0.91584,0.93380
1995,30-45 y.,Yes,0.07326,373,4417,0.06558,0.08095
1995,30-45 y.,No,0.92674,4044,4417,0.91905,0.93442
1995,46-65 y.,Yes,0.10137,436,3917,0.09192,0.11082
1995,46-65 y.,No,0.89863,3481,3917,0.88918,0.90808
1995,66 and older,No,0.99836,1475,1475,0.99630,1.00043
1996,17-29 y.,Yes,0.08143,255,3087,0.07178,0.09108
1996,17-29 y.,No,0.91857,2832,3087,0.90892,0.92822
1996,30-45 y.,Yes,0.06885,347,4352,0.06133,0.07637
1996,30-45 y.,No,0.93115,4005,4352,0.92363,0.93867
1996,46-65 y.,Yes,0.10614,446,3811,0.09636,0.11592
1996,46-65 y.,No,0.89386,3365,3811,0.88408,0.90364
1996,66 and older,No,0.99961,1497,1497,0.99862,1.00061
1997,17-29 y.,Yes,0.08341,251,3028,0.07356,0.09326
1997,17-29 y.,No,0.91659,2777,3028,0.90674,0.92644
1997,30-45 y.,Yes,0.07799,362,4365,0.07003,0.08595
1997,30-45 y.,No,0.92201,4003,4365,0.91405,0.92997
1997,46-65 y.,Yes,0.10774,469,3852,0.09795,0.11753
1997,46-65 y.,No,0.89226,3383,3852,0.88247,0.90205
1997,66 and older,No,0.99836,1580,1580,0.99637,1.00036
1998,17-29 y.,Yes,0.07333,252,3145,0.06422,0.08244
1998,17-29 y.,No,0.92667,2893,3145,0.91756,0.93578
1998,30-45 y.,Yes,0.07586,391,4773,0.06834,0.08337
1998,30-45 y.,No,0.92414,4382,4773,0.91663,0.93166
1998,46-65 y.,Yes,0.10056,497,4340,0.09161,0.10951
1998,46-65 y.,No,0.89944,3843,4340,0.89049,0.90839
1998,66 and older,No,0.99422,1845,1845,0.99076,0.99768
1999,17-29 y.,Yes,0.07080,212,2960,0.06155,0.08004
1999,17-29 y.,No,0.92920,2748,2960,0.91996,0.93845
1999,30-45 y.,Yes,0.06411,313,4691,0.05710,0.07112
1999,30-45 y.,No,0.93589,4378,4691,0.92888,0.94290
1999,46-65 y.,Yes,0.08772,427,4165,0.07913,0.09631
1999,46-65 y.,No,0.91228,3738,4165,0.90369,0.92087
2000,17-29 y.,Yes,0.05502,257,4578,0.04841,0.06162
2000,17-29 y.,No,0.94498,4321,4578,0.93838,0.95159
2000,30-45 y.,Yes,0.06088,558,8165,0.05569,0.06607
2000,30-45 y.,No,0.93912,7607,8165,0.93393,0.94431
2000,46-65 y.,Yes,0.07678,685,7767,0.07085,0.08270
2000,46-65 y.,No,0.92322,7082,7767,0.91730,0.92915
2000,66 and older,No,0.99969,3596,3596,0.99911,1.00027
2001,17-29 y.,Yes,0.06163,257,4099,0.05426,0.06899
2001,17-29 y.,No,0.93837,3842,4099,0.93101,0.94574
2001,30-45 y.,Yes,0.06581,507,7328,0.06013,0.07148
2001,30-45 y.,No,0.93419,6821,7328,0.92852,0.93987
2001,46-65 y.,Yes,0.08466,633,7095,0.07818,0.09114
2001,46-65 y.,No,0.91534,6462,7095,0.90886,0.92182
2001,66 and older,No,0.99814,3394,3394,0.99669,0.99959
2002,17-29 y.,Yes,0.07674,273,4141,0.06863,0.08485
2002,17-29 y.,No,0.92326,3868,4141,0.91515,0.93137
2002,30-45 y.,Yes,0.07591,519,7440,0.06989,0.08193
2002,30-45 y.,No,0.92409,6921,7440,0.91807,0.93011
2002,46-65 y.,Yes,0.09070,628,7854,0.08435,0.09705
2002,46-65 y.,No,0.90930,7226,7854,0.90295,0.91565
2002,66 and older,No,0.99901,3588,3588,0.99798,1.00004
2003,17-29 y.,Yes,0.08644,306,4006,0.07773,0.09514
2003,17-29 y.,No,0.91356,3700,4006,0.90486,0.92227
2003,30-45 y.,Yes,0.09252,593,6936,0.08570,0.09934
2003,30-45 y.,No,0.90748,6343,6936,0.90066,0.91430
2003,46-65 y.,Yes,0.09338,627,7572,0.08682,0.09993
2003,46-65 y.,No,0.90662,6945,7572,0.90007,0.91318
2003,66 and older,No,0.99766,3640,3640,0.99609,0.99923
2004,17-29 y.,Yes,0.09338,308,3958,0.08432,0.10245
2004,17-29 y.,No,0.90662,3650,3958,0.89755,0.91568
2004,30-45 y.,Yes,0.09836,567,6529,0.09114,0.10558
2004,30-45 y.,No,0.90164,5962,6529,0.89442,0.90886
2004,46-65 y.,Yes,0.10479,664,7365,0.09779,0.11178
2004,46-65 y.,No,0.89521,6701,7365,0.88822,0.90221
2005,17-29 y.,Yes,0.11220,350,3827,0.10220,0.12221
2005,17-29 y.,No,0.88780,3477,3827,0.87779,0.89780
2005,30-45 y.,Yes,0.09859,537,6088,0.09110,0.10608
2005,30-45 y.,No,0.90141,5551,6088,0.89392,0.90890
2005,46-65 y.,Yes,0.09885,601,7016,0.09187,0.10584
2005,46-65 y.,No,0.90115,6415,7016,0.89416,0.90813
2006,17-29 y.,Yes,0.12036,390,3680,0.10985,0.13087
2006,17-29 y.,No,0.87964,3290,3680,0.86913,0.89015
2006,30-45 y.,Yes,0.09854,560,6280,0.09117,0.10591
2006,30-45 y.,No,0.90146,5720,6280,0.89409,0.90883
2006,46-65 y.,Yes,0.10796,687,7577,0.10097,0.11495
2006,46-65 y.,No,0.89204,6890,7577,0.88505,0.89903
2006,66 and older,No,0.99967,4428,4428,0.99913,1.00020
2007,17-29 y.,Yes,0.11296,313,3398,0.10232,0.12361
2007,17-29 y.,No,0.88704,3085,3398,0.87639,0.89768
2007,30-45 y.,Yes,0.09145,455,5709,0.08397,0.09893
2007,30-45 y.,No,0.90855,5254,5709,0.90107,0.91603
2007,46-65 y.,Yes,0.09846,598,7060,0.09151,0.10541
2007,46-65 y.,No,0.90154,6462,7060,0.89459,0.90849
2007,66 and older,No,0.99980,4341,4341,0.99937,1.00022
2008,17-29 y.,Yes,0.08655,252,3157,0.07674,0.09636
2008,17-29 y.,No,0.91345,2905,3157,0.90364,0.92326
2008,30-45 y.,Yes,0.07350,366,5169,0.06639,0.08062
2008,30-45 y.,No,0.92650,4803,5169,0.91938,0.93361
2008,46-65 y.,Yes,0.09728,534,6694,0.09018,0.10438
2008,46-65 y.,No,0.90272,6160,6694,0.89562,0.90982
2008,66 and older,No,0.99934,4292,4292,0.99858,1.00011
2009,17-29 y.,Yes,0.09478,255,2854,0.08403,0.10552
2009,17-29 y.,No,0.90522,2599,2854,0.89448,0.91597
2009,30-45 y.,Yes,0.07513,335,4675,0.06758,0.08269
2009,30-45 y.,No,0.92487,4340,4675,0.91731,0.93242
2009,46-65 y.,Yes,0.09730,479,6325,0.09000,0.10461
2009,46-65 y.,No,0.90270,5846,6325,0.89539,0.91000
2009,66 and older,No,0.99973,4161,4161,0.99924,1.00023
2010,17-29 y.,Yes,0.09556,538,3919,0.08635,0.10476
2010,17-29 y.,No,0.90444,3381,3919,0.89524,0.91365
2010,30-45 y.,Yes,0.08467,914,9069,0.07894,0.09040
2010,30-45 y.,No,0.91533,8155,9069,0.90960,0.92106
2010,46-65 y.,Yes,0.09618,609,6952,0.08925,0.10311
2010,46-65 y.,No,0.90382,6343,6952,0.89689,0.91075
2010,66 and older,No,0.99981,4024,4024,0.99939,1.00024
2011,17-29 y.,Yes,0.07958,465,4174,0.07137,0.08779
2011,17-29 y.,No,0.92042,3709,4174,0.91221,0.92863
2011,30-45 y.,Yes,0.07126,904,9929,0.06620,0.07633
2011,30-45 y.,No,0.92874,9025,9929,0.92367,0.93380
2011,46-65 y.,Yes,0.08171,727,9123,0.07609,0.08733
2011,46-65 y.,No,0.91829,8396,9123,0.91267,0.92391
2011,66 and older,No,0.99987,5141,5141,0.99956,1.00018
2012,17-29 y.,Yes,0.08133,400,3981,0.07284,0.08982
2012,17-29 y.,No,0.91867,3581,3981,0.91018,0.92716
2012,30-45 y.,Yes,0.07085,788,9074,0.06557,0.07613
2012,30-45 y.,No,0.92915,8286,9074,0.92387,0.93443
2012,46-65 y.,Yes,0.08347,776,9375,0.07787,0.08907
2012,46-65 y.,No,0.91653,8599,9375,0.91093,0.92213
2012,66 and older,No,0.99969,5202,5202,0.99922,1.00017
2013,17-29 y.,Yes,0.08139,496,5025,0.07383,0.08895
2013,17-29 y.,No,0.91861,4529,5025,0.91105,0.92617
2013,30-45 y.,Yes,0.08462,1089,10363,0.07926,0.08997
2013,30-45 y.,No,0.91538,9274,10363,0.91003,0.92074
2013,46-65 y.,Yes,0.08023,933,10189,0.07496,0.08551
2013,46-65 y.,No,0.91977,9256,10189,0.91449,0.92504
2013,66 and older,No,0.99951,5041,5041,0.99890,1.00012
2014,17-29 y.,Yes,0.07328,368,4295,0.06549,0.08108
2014,17-29 y.,No,0.92672,3927,4295,0.91892,0.93451
2014,30-45 y.,Yes,0.08868,838,8518,0.08264,0.09471
2014,30-45 y.,No,0.91132,7680,8518,0.90529,0.91736
2014,46-65 y.,Yes,0.07572,777,9310,0.07035,0.08109
2014,46-65 y.,No,0.92428,8533,9310,0.91891,0.92965
2014,66 and older,No,0.99958,4951,4951,0.99901,1.00015
2015,17-29 y.,Yes,0.07426,398,4454,0.06656,0.08196
2015,17-29 y.,No,0.92574,4056,4454,0.91804,0.93344
2015,30-45 y.,Yes,0.08984,875,8285,0.08368,0.09600
2015,30-45 y.,No,0.91016,7410,8285,0.90400,0.91632
2015,46-65 y.,Yes,0.07487,752,9136,0.06947,0.08027
2015,46-65 y.,No,0.92513,8384,9136,0.91973,0.93053
2015,66 and older,No,0.99870,4899,4899,0.99770,0.99971
2016,17-29 y.,Yes,0.07166,325,3860,0.06352,0.07980
2016,17-29 y.,No,0.92834,3535,3860,0.92020,0.93648
2016,30-45 y.,Yes,0.08281,666,7099,0.07640,0.08922
2016,30-45 y.,No,0.91719,6433,7099,0.91078,0.92360
2016,46-65 y.,Yes,0.07314,685,8606,0.06764,0.07864
2016,46-65 y.,No,0.92686,7921,8606,0.92136,0.93236
2016,66 and older,No,0.99919,4716,4716,0.99837,1.00000
2017,17-29 y.,Yes,0.06870,542,4985,0.06168,0.07572
2017,17-29 y.,No,0.93130,4443,4985,0.92428,0.93832
2017,30-45 y.,Yes,0.08091,1195,8369,0.07506,0.08675
2017,30-45 y.,No,0.91909,7174,8369,0.91325,0.92494
2017,46-65 y.,Yes,0.06986,872,10313,0.06494,0.07478
2017,46-65 y.,No,0.93014,9441,10313,0.92522,0.93506
2017,66 and older,No,0.99851,4962,4962,0.99744,0.99959
2018,17-29 y.,Yes,0.07222,696,5305,0.06525,0.07918
2018,17-29 y.,No,0.92778,4609,5305,0.92082,0.93475
2018,30-45 y.,Yes,0.07738,1290,8310,0.07163,0.08312
2018,30-45 y.,No,0.92262,7020,8310,0.91688,0.92837
2018,46-65 y.,Yes,0.06731,972,10173,0.06244,0.07218
2018,46-65 y.,No,0.93269,9201,10173,0.92782,0.93756
2018,66 and older,No,0.99731,5003,5003,0.99587,0.99874
2019,17-29 y.,Yes,0.07506,620,4754,0.06757,0.08255
2019,17-29 y.,No,0.92494,4134,4754,0.91745,0.93243
2019,30-45 y.,Yes,0.06737,1106,7847,0.06182,0.07291
2019,30-45 y.,No,0.93263,6741,7847,0.92709,0.93818
2019,46-65 y.,Yes,0.05974,865,10993,0.05531,0.06418
2019,46-65 y.,No,0.94026,10128,10993,0.93582,0.94469
2019,66 and older,No,0.99888,5187,5187,0.99797,0.99979
2020,17-29 y.,Yes,0.07777,537,5075,0.07040,0.08513
2020,17-29 y.,No,0.92223,4538,5075,0.91487,0.92960
2020,30-45 y.,Yes,0.06831,940,8035,0.06279,0.07382
2020,30-45 y.,No,0.93169,7095,8035,0.92618,0.93721
2020,46-65 y.,Yes,0.05616,762,10391,0.05174,0.06059
2020,46-65 y.,No,0.94384,9629,10391,0.93941,0.94826
2020,66 and older,No,0.99919,4897,4897,0.99839,0.99998
2021,17-29 y.,Yes,0.06554,266,3180,0.05694,0.07415
2021,17-29 y.,No,0.93446,2914,3180,0.92585,0.94306
2021,30-45 y.,Yes,0.06689,544,5234,0.06012,0.07366
2021,30-45 y.,No,0.93311,4690,5234,0.92634,0.93988
2021,46-65 y.,Yes,0.05948,505,7256,0.05404,0.06492
2021,46-65 y.,No,0.94052,6751,7256,0.93508,0.94596
2021,66 and older,No,0.99899,3557,3557,0.99794,1.00003
2022,17-29 y.,Yes,0.04617,313,5628,0.04068,0.05165
2022,17-29 y.,No,0.95383,5315,5628,0.94835,0.95932
2022,30-45 y.,Yes,0.05385,591,8933,0.04916,0.05853
2022,30-45 y.,No,0.94615,8342,8933,0.94147,0.95084
2022,46-65 y.,Yes,0.04931,503,9162,0.04488,0.05375
2022,46-65 y.,No,0.95069,8659,9162,0.94625,0.95512
2022,66 and older,No,0.99917,4115,4115,0.99830,1.00005
