year,age_gr,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,17-29 y.,Somewhat concerned,0.03476,316,691,0.02109,0.04843
1995,17-29 y.,Not concerned at all,0.00762,72,691,0.00113,0.01411
1995,30-45 y.,Very concerned,0.01917,200,520,0.00737,0.03097
1995,30-45 y.,Somewhat concerned,0.02018,250,520,0.00809,0.03228
1995,30-45 y.,Not concerned at all,0.00598,70,520,-0.00066,0.01261
1995,46-65 y.,Very concerned,0.02477,270,686,0.01313,0.03640
1995,46-65 y.,Somewhat concerned,0.02452,305,686,0.01294,0.03611
1995,46-65 y.,Not concerned at all,0.00912,111,686,0.00200,0.01624
1996,17-29 y.,Very concerned,0.30555,979,3127,0.28940,0.32170
1996,17-29 y.,Somewhat concerned,0.52523,1659,3127,0.50772,0.54273
1996,17-29 y.,Not concerned at all,0.15483,489,3127,0.14215,0.16751
1996,30-45 y.,Very concerned,0.26989,1224,4394,0.25676,0.28301
1996,30-45 y.,Somewhat concerned,0.55371,2433,4394,0.53901,0.56841
1996,30-45 y.,Not concerned at all,0.16372,737,4394,0.15278,0.17467
1996,46-65 y.,Very concerned,0.29518,1171,3829,0.28073,0.30963
1996,46-65 y.,Somewhat concerned,0.51477,2018,3829,0.49894,0.53061
1996,46-65 y.,Not concerned at all,0.16344,640,3829,0.15173,0.17515
1996,66 and older,Very concerned,0.30818,470,1516,0.28493,0.33143
1996,66 and older,Somewhat concerned,0.46129,731,1516,0.43618,0.48639
1996,66 and older,Not concerned at all,0.20320,315,1516,0.18294,0.22346
1997,17-29 y.,Very concerned,0.30170,922,3000,0.28527,0.31812
1997,17-29 y.,Somewhat concerned,0.50178,1538,3000,0.48388,0.51967
1997,17-29 y.,Not concerned at all,0.18414,540,3000,0.17027,0.19801
1997,30-45 y.,Very concerned,0.29757,1264,4339,0.28397,0.31118
1997,30-45 y.,Somewhat concerned,0.51726,2299,4339,0.50239,0.53213
1997,30-45 y.,Not concerned at all,0.17671,776,4339,0.16536,0.18806
1997,46-65 y.,Very concerned,0.30076,1207,3811,0.28620,0.31533
1997,46-65 y.,Somewhat concerned,0.51083,1944,3811,0.49495,0.52670
1997,46-65 y.,Not concerned at all,0.17263,660,3811,0.16063,0.18463
1997,66 and older,Very concerned,0.30887,479,1549,0.28586,0.33189
1997,66 and older,Somewhat concerned,0.46676,764,1549,0.44191,0.49162
1997,66 and older,Not concerned at all,0.19600,306,1549,0.17623,0.21578
1998,17-29 y.,Very concerned,0.29363,932,3108,0.27762,0.30964
1998,17-29 y.,Somewhat concerned,0.48751,1585,3108,0.46994,0.50509
1998,17-29 y.,Not concerned at all,0.19461,591,3108,0.18069,0.20853
1998,30-45 y.,Very concerned,0.28183,1315,4771,0.26906,0.29460
1998,30-45 y.,Somewhat concerned,0.52367,2538,4771,0.50950,0.53785
1998,30-45 y.,Not concerned at all,0.17979,918,4771,0.16889,0.19069
1998,46-65 y.,Very concerned,0.31535,1411,4315,0.30149,0.32922
1998,46-65 y.,Somewhat concerned,0.48399,2117,4315,0.46908,0.49890
1998,46-65 y.,Not concerned at all,0.17807,787,4315,0.16666,0.18949
1998,66 and older,Very concerned,0.31849,587,1799,0.29696,0.34003
1998,66 and older,Somewhat concerned,0.46842,881,1799,0.44536,0.49149
1998,66 and older,Not concerned at all,0.17767,331,1799,0.16000,0.19534
1999,17-29 y.,Very concerned,0.31643,913,2964,0.29968,0.33317
1999,17-29 y.,Somewhat concerned,0.51902,1587,2964,0.50103,0.53702
1999,17-29 y.,Not concerned at all,0.16063,464,2964,0.14741,0.17385
1999,30-45 y.,Very concerned,0.31302,1437,4698,0.29976,0.32628
1999,30-45 y.,Somewhat concerned,0.55876,2667,4698,0.54456,0.57296
1999,30-45 y.,Not concerned at all,0.12459,594,4698,0.11514,0.13403
1999,46-65 y.,Very concerned,0.30810,1255,4166,0.29407,0.32212
1999,46-65 y.,Somewhat concerned,0.54082,2305,4166,0.52568,0.55595
1999,46-65 y.,Not concerned at all,0.14403,606,4166,0.13337,0.15469
1999,66 and older,Very concerned,0.23944,453,1782,0.21962,0.25926
1999,66 and older,Somewhat concerned,0.52861,951,1782,0.50543,0.55180
1999,66 and older,Not concerned at all,0.21947,378,1782,0.20025,0.23869
2000,17-29 y.,Very concerned,0.31868,1428,4525,0.30510,0.33225
2000,17-29 y.,Somewhat concerned,0.48835,2272,4525,0.47378,0.50291
2000,17-29 y.,Not concerned at all,0.18002,825,4525,0.16882,0.19121
2000,30-45 y.,Very concerned,0.34732,2721,8097,0.33695,0.35769
2000,30-45 y.,Somewhat concerned,0.50641,4241,8097,0.49552,0.51730
2000,30-45 y.,Not concerned at all,0.13710,1135,8097,0.12961,0.14459
2000,46-65 y.,Very concerned,0.33487,2517,7684,0.32432,0.34542
2000,46-65 y.,Somewhat concerned,0.48955,3891,7684,0.47837,0.50072
2000,46-65 y.,Not concerned at all,0.16446,1276,7684,0.15617,0.17275
2000,66 and older,Very concerned,0.22146,831,3534,0.20776,0.23515
2000,66 and older,Somewhat concerned,0.49446,1790,3534,0.47797,0.51095
2000,66 and older,Not concerned at all,0.26373,913,3534,0.24920,0.27826
2001,17-29 y.,Very concerned,0.36993,1532,4068,0.35509,0.38476
2001,17-29 y.,Somewhat concerned,0.45461,1892,4068,0.43931,0.46991
2001,17-29 y.,Not concerned at all,0.16696,644,4068,0.15549,0.17842
2001,30-45 y.,Very concerned,0.37352,2747,7255,0.36239,0.38465
2001,30-45 y.,Somewhat concerned,0.49498,3620,7255,0.48348,0.50649
2001,30-45 y.,Not concerned at all,0.11906,888,7255,0.11160,0.12651
2001,46-65 y.,Very concerned,0.35918,2561,7004,0.34794,0.37042
2001,46-65 y.,Somewhat concerned,0.46950,3362,7004,0.45781,0.48118
2001,46-65 y.,Not concerned at all,0.15444,1081,7004,0.14598,0.16291
2001,66 and older,Very concerned,0.27394,969,3347,0.25883,0.28905
2001,66 and older,Somewhat concerned,0.47944,1619,3347,0.46251,0.49637
2001,66 and older,Not concerned at all,0.22933,759,3347,0.21509,0.24358
2002,17-29 y.,Very concerned,0.28016,1165,4111,0.26643,0.29389
2002,17-29 y.,Somewhat concerned,0.50643,2131,4111,0.49115,0.52172
2002,17-29 y.,Not concerned at all,0.20427,815,4111,0.19194,0.21659
2002,30-45 y.,Very concerned,0.29357,2126,7387,0.28318,0.30395
2002,30-45 y.,Somewhat concerned,0.55347,4175,7387,0.54213,0.56481
2002,30-45 y.,Not concerned at all,0.14375,1086,7387,0.13575,0.15175
2002,46-65 y.,Very concerned,0.27788,2237,7803,0.26794,0.28782
2002,46-65 y.,Somewhat concerned,0.55073,4341,7803,0.53969,0.56177
2002,46-65 y.,Not concerned at all,0.16275,1225,7803,0.15456,0.17094
2002,66 and older,Very concerned,0.24550,878,3547,0.23133,0.25966
2002,66 and older,Somewhat concerned,0.51106,1854,3547,0.49460,0.52751
2002,66 and older,Not concerned at all,0.23032,815,3547,0.21647,0.24418
2003,17-29 y.,Very concerned,0.22226,865,3978,0.20934,0.23518
2003,17-29 y.,Somewhat concerned,0.51553,2133,3978,0.50000,0.53107
2003,17-29 y.,Not concerned at all,0.25181,980,3978,0.23832,0.26530
2003,30-45 y.,Very concerned,0.23832,1586,6880,0.22825,0.24839
2003,30-45 y.,Somewhat concerned,0.56877,3992,6880,0.55707,0.58047
2003,30-45 y.,Not concerned at all,0.18301,1302,6880,0.17388,0.19215
2003,46-65 y.,Very concerned,0.24128,1775,7501,0.23160,0.25096
2003,46-65 y.,Somewhat concerned,0.55127,4253,7501,0.54001,0.56252
2003,46-65 y.,Not concerned at all,0.19654,1473,7501,0.18755,0.20553
2003,66 and older,Very concerned,0.19807,734,3598,0.18504,0.21109
2003,66 and older,Somewhat concerned,0.51622,1895,3598,0.49989,0.53255
2003,66 and older,Not concerned at all,0.26830,969,3598,0.25382,0.28278
2004,17-29 y.,Very concerned,0.22949,925,3923,0.21633,0.24265
2004,17-29 y.,Somewhat concerned,0.49986,2026,3923,0.48421,0.51551
2004,17-29 y.,Not concerned at all,0.25867,972,3923,0.24496,0.27237
2004,30-45 y.,Very concerned,0.25163,1572,6486,0.24107,0.26219
2004,30-45 y.,Somewhat concerned,0.55463,3674,6486,0.54254,0.56673
2004,30-45 y.,Not concerned at all,0.18616,1240,6486,0.17669,0.19563
2004,46-65 y.,Very concerned,0.24376,1741,7297,0.23391,0.25361
2004,46-65 y.,Somewhat concerned,0.53436,4072,7297,0.52292,0.54581
2004,46-65 y.,Not concerned at all,0.20838,1484,7297,0.19906,0.21770
2004,66 and older,Very concerned,0.19734,752,3694,0.18450,0.21017
2004,66 and older,Somewhat concerned,0.51658,1950,3694,0.50046,0.53269
2004,66 and older,Not concerned at all,0.26505,992,3694,0.25082,0.27929
2005,17-29 y.,Very concerned,0.30665,1118,3804,0.29199,0.32130
2005,17-29 y.,Somewhat concerned,0.47696,1891,3804,0.46108,0.49283
2005,17-29 y.,Not concerned at all,0.20810,795,3804,0.19520,0.22100
2005,30-45 y.,Very concerned,0.31226,1836,6048,0.30058,0.32394
2005,30-45 y.,Somewhat concerned,0.51061,3202,6048,0.49801,0.52321
2005,30-45 y.,Not concerned at all,0.16799,1010,6048,0.15857,0.17741
2005,46-65 y.,Very concerned,0.33011,2230,6964,0.31906,0.34115
2005,46-65 y.,Somewhat concerned,0.50711,3669,6964,0.49536,0.51885
2005,46-65 y.,Not concerned at all,0.15295,1065,6964,0.14450,0.16140
2005,66 and older,Very concerned,0.25218,986,3721,0.23822,0.26613
2005,66 and older,Somewhat concerned,0.50431,1898,3721,0.48824,0.52037
2005,66 and older,Not concerned at all,0.22875,837,3721,0.21526,0.24225
2006,17-29 y.,Very concerned,0.25617,932,3646,0.24200,0.27034
2006,17-29 y.,Somewhat concerned,0.46634,1929,3646,0.45015,0.48254
2006,17-29 y.,Not concerned at all,0.20310,785,3646,0.19004,0.21616
2006,30-45 y.,Very concerned,0.29636,1804,6227,0.28502,0.30770
2006,30-45 y.,Somewhat concerned,0.52436,3379,6227,0.51196,0.53677
2006,30-45 y.,Not concerned at all,0.16776,1044,6227,0.15848,0.17704
2006,46-65 y.,Very concerned,0.30655,2242,7518,0.29613,0.31697
2006,46-65 y.,Somewhat concerned,0.51354,4034,7518,0.50225,0.52484
2006,46-65 y.,Not concerned at all,0.16856,1242,7518,0.16009,0.17702
2006,66 and older,Very concerned,0.23994,1069,4365,0.22727,0.25261
2006,66 and older,Somewhat concerned,0.51514,2332,4365,0.50032,0.52997
2006,66 and older,Not concerned at all,0.22411,964,4365,0.21174,0.23648
2007,17-29 y.,Very concerned,0.24554,887,3362,0.23099,0.26009
2007,17-29 y.,Somewhat concerned,0.44994,1699,3362,0.43312,0.46676
2007,17-29 y.,Not concerned at all,0.21184,776,3362,0.19803,0.22565
2007,30-45 y.,Very concerned,0.28613,1569,5669,0.27437,0.29790
2007,30-45 y.,Somewhat concerned,0.52801,3090,5669,0.51501,0.54101
2007,30-45 y.,Not concerned at all,0.17577,1010,5669,0.16586,0.18568
2007,46-65 y.,Very concerned,0.28195,1971,7004,0.27141,0.29248
2007,46-65 y.,Somewhat concerned,0.53794,3879,7004,0.52626,0.54961
2007,46-65 y.,Not concerned at all,0.16789,1154,7004,0.15913,0.17664
2007,66 and older,Very concerned,0.24320,1088,4276,0.23034,0.25606
2007,66 and older,Somewhat concerned,0.50057,2205,4276,0.48558,0.51555
2007,66 and older,Not concerned at all,0.23802,983,4276,0.22525,0.25078
2008,17-29 y.,Very concerned,0.22513,711,3142,0.21053,0.23974
2008,17-29 y.,Somewhat concerned,0.47076,1678,3142,0.45330,0.48821
2008,17-29 y.,Not concerned at all,0.22656,753,3142,0.21192,0.24120
2008,30-45 y.,Very concerned,0.23582,1176,5146,0.22422,0.24742
2008,30-45 y.,Somewhat concerned,0.54978,2912,5146,0.53618,0.56337
2008,30-45 y.,Not concerned at all,0.20902,1058,5146,0.19791,0.22013
2008,46-65 y.,Very concerned,0.25606,1658,6661,0.24558,0.26654
2008,46-65 y.,Somewhat concerned,0.54931,3742,6661,0.53736,0.56126
2008,46-65 y.,Not concerned at all,0.18801,1261,6661,0.17862,0.19739
2008,66 and older,Very concerned,0.21192,937,4238,0.19961,0.22422
2008,66 and older,Somewhat concerned,0.53945,2298,4238,0.52444,0.55445
2008,66 and older,Not concerned at all,0.23131,1003,4238,0.21861,0.24400
2009,17-29 y.,Very concerned,0.19081,574,2828,0.17632,0.20529
2009,17-29 y.,Somewhat concerned,0.48613,1509,2828,0.46771,0.50456
2009,17-29 y.,Not concerned at all,0.24478,745,2828,0.22893,0.26063
2009,30-45 y.,Very concerned,0.19952,878,4649,0.18803,0.21101
2009,30-45 y.,Somewhat concerned,0.57584,2722,4649,0.56164,0.59005
2009,30-45 y.,Not concerned at all,0.21617,1049,4649,0.20433,0.22800
2009,46-65 y.,Very concerned,0.21655,1289,6294,0.20637,0.22673
2009,46-65 y.,Somewhat concerned,0.57717,3690,6294,0.56496,0.58938
2009,46-65 y.,Not concerned at all,0.20020,1315,6294,0.19031,0.21008
2009,66 and older,Very concerned,0.18154,748,4112,0.16976,0.19332
2009,66 and older,Somewhat concerned,0.55852,2336,4112,0.54334,0.57370
2009,66 and older,Not concerned at all,0.24794,1028,4112,0.23474,0.26114
2010,17-29 y.,Very concerned,0.18147,840,3900,0.16937,0.19357
2010,17-29 y.,Somewhat concerned,0.51020,2092,3900,0.49451,0.52589
2010,17-29 y.,Not concerned at all,0.24589,968,3900,0.23237,0.25941
2010,30-45 y.,Very concerned,0.19364,1963,9005,0.18548,0.20181
2010,30-45 y.,Somewhat concerned,0.55649,5077,9005,0.54623,0.56675
2010,30-45 y.,Not concerned at all,0.24216,1965,9005,0.23331,0.25101
2010,46-65 y.,Very concerned,0.23167,1577,6915,0.22172,0.24161
2010,46-65 y.,Somewhat concerned,0.56009,3946,6915,0.54839,0.57179
2010,46-65 y.,Not concerned at all,0.20224,1392,6915,0.19277,0.21171
2010,66 and older,Very concerned,0.18937,746,3967,0.17718,0.20156
2010,66 and older,Somewhat concerned,0.55802,2276,3967,0.54256,0.57347
2010,66 and older,Not concerned at all,0.23612,945,3967,0.22290,0.24934
2011,17-29 y.,Very concerned,0.17535,588,2958,0.16165,0.18906
2011,17-29 y.,Somewhat concerned,0.40275,1508,2958,0.38507,0.42043
2011,17-29 y.,Not concerned at all,0.24724,862,2958,0.23169,0.26279
2011,30-45 y.,Very concerned,0.13289,852,4805,0.12329,0.14249
2011,30-45 y.,Somewhat concerned,0.42925,2708,4805,0.41526,0.44325
2011,30-45 y.,Not concerned at all,0.21415,1245,4805,0.20255,0.22575
2011,46-65 y.,Very concerned,0.19881,1541,7702,0.18990,0.20772
2011,46-65 y.,Somewhat concerned,0.53739,4403,7702,0.52625,0.54852
2011,46-65 y.,Not concerned at all,0.21224,1758,7702,0.20311,0.22137
2011,66 and older,Very concerned,0.17119,856,4973,0.16072,0.18166
2011,66 and older,Somewhat concerned,0.51392,2682,4973,0.50003,0.52782
2011,66 and older,Not concerned at all,0.28102,1435,4973,0.26852,0.29351
2012,17-29 y.,Very concerned,0.17321,581,2861,0.15934,0.18708
2012,17-29 y.,Somewhat concerned,0.41890,1491,2861,0.40082,0.43699
2012,17-29 y.,Not concerned at all,0.24124,789,2861,0.22556,0.25692
2012,30-45 y.,Very concerned,0.14582,845,4570,0.13558,0.15605
2012,30-45 y.,Somewhat concerned,0.45228,2662,4570,0.43785,0.46671
2012,30-45 y.,Not concerned at all,0.19259,1063,4570,0.18116,0.20402
2012,46-65 y.,Very concerned,0.21356,1688,7789,0.20446,0.22266
2012,46-65 y.,Somewhat concerned,0.54011,4497,7789,0.52904,0.55117
2012,46-65 y.,Not concerned at all,0.19336,1604,7789,0.18459,0.20213
2012,66 and older,Very concerned,0.21609,1057,5126,0.20482,0.22735
2012,66 and older,Somewhat concerned,0.53706,2831,5126,0.52340,0.55071
2012,66 and older,Not concerned at all,0.23348,1238,5126,0.22189,0.24506
2013,17-29 y.,Very concerned,0.14191,624,3904,0.13096,0.15286
2013,17-29 y.,Somewhat concerned,0.41352,1783,3904,0.39807,0.42897
2013,17-29 y.,Not concerned at all,0.29418,1497,3904,0.27988,0.30848
2013,30-45 y.,Very concerned,0.13214,1009,6359,0.12381,0.14046
2013,30-45 y.,Somewhat concerned,0.44398,3174,6359,0.43177,0.45620
2013,30-45 y.,Not concerned at all,0.25709,2176,6359,0.24635,0.26783
2013,46-65 y.,Very concerned,0.19189,1635,8437,0.18349,0.20030
2013,46-65 y.,Somewhat concerned,0.53378,4555,8437,0.52314,0.54443
2013,46-65 y.,Not concerned at all,0.22260,2247,8437,0.21372,0.23147
2013,66 and older,Very concerned,0.19151,951,4963,0.18056,0.20246
2013,66 and older,Somewhat concerned,0.54267,2756,4963,0.52881,0.55653
2013,66 and older,Not concerned at all,0.24866,1256,4963,0.23663,0.26068
2014,17-29 y.,Very concerned,0.17808,907,4260,0.16659,0.18957
2014,17-29 y.,Somewhat concerned,0.48159,2135,4260,0.46659,0.49660
2014,17-29 y.,Not concerned at all,0.26502,1218,4260,0.25176,0.27827
2014,30-45 y.,Very concerned,0.19661,1749,8478,0.18815,0.20507
2014,30-45 y.,Somewhat concerned,0.55081,4693,8478,0.54022,0.56140
2014,30-45 y.,Not concerned at all,0.24877,2036,8478,0.23957,0.25798
2014,46-65 y.,Very concerned,0.22934,2169,9259,0.22078,0.23791
2014,46-65 y.,Somewhat concerned,0.56381,5246,9259,0.55371,0.57391
2014,46-65 y.,Not concerned at all,0.20147,1844,9259,0.19330,0.20964
2014,66 and older,Very concerned,0.20935,1050,4902,0.19796,0.22074
2014,66 and older,Somewhat concerned,0.54291,2727,4902,0.52896,0.55685
2014,66 and older,Not concerned at all,0.23511,1125,4902,0.22323,0.24698
2015,17-29 y.,Very concerned,0.30406,1403,4412,0.29048,0.31763
2015,17-29 y.,Somewhat concerned,0.43348,1960,4412,0.41886,0.44811
2015,17-29 y.,Not concerned at all,0.18943,1049,4412,0.17786,0.20099
2015,30-45 y.,Very concerned,0.28947,2355,8222,0.27966,0.29927
2015,30-45 y.,Somewhat concerned,0.52828,4273,8222,0.51749,0.53907
2015,30-45 y.,Not concerned at all,0.17385,1594,8222,0.16565,0.18204
2015,46-65 y.,Very concerned,0.36446,3230,9078,0.35456,0.37436
2015,46-65 y.,Somewhat concerned,0.49207,4573,9078,0.48179,0.50236
2015,46-65 y.,Not concerned at all,0.13651,1275,9078,0.12944,0.14357
2015,66 and older,Very concerned,0.33490,1648,4851,0.32162,0.34819
2015,66 and older,Somewhat concerned,0.50390,2479,4851,0.48982,0.51797
2015,66 and older,Not concerned at all,0.14625,724,4851,0.13630,0.15619
2016,17-29 y.,Very concerned,0.39553,1715,4801,0.38169,0.40936
2016,17-29 y.,Somewhat concerned,0.37489,1828,4801,0.36119,0.38858
2016,17-29 y.,Not concerned at all,0.15210,1258,4801,0.14194,0.16226
2016,30-45 y.,Very concerned,0.45654,3383,8554,0.44598,0.46709
2016,30-45 y.,Somewhat concerned,0.42721,3302,8554,0.41672,0.43769
2016,30-45 y.,Not concerned at all,0.11208,1869,8554,0.10540,0.11877
2016,46-65 y.,Very concerned,0.48988,4212,8976,0.47954,0.50022
2016,46-65 y.,Somewhat concerned,0.40892,3613,8976,0.39875,0.41909
2016,46-65 y.,Not concerned at all,0.09791,1151,8976,0.09177,0.10406
2016,66 and older,Very concerned,0.46020,2237,4703,0.44595,0.47445
2016,66 and older,Somewhat concerned,0.42038,1939,4703,0.40627,0.43449
2016,66 and older,Not concerned at all,0.10836,527,4703,0.09948,0.11724
2017,17-29 y.,Very concerned,0.36221,1813,5748,0.34979,0.37464
2017,17-29 y.,Somewhat concerned,0.41960,2204,5748,0.40684,0.43236
2017,17-29 y.,Not concerned at all,0.13864,1731,5748,0.12971,0.14758
2017,30-45 y.,Very concerned,0.39688,2948,9074,0.38681,0.40694
2017,30-45 y.,Somewhat concerned,0.46956,3870,9074,0.45929,0.47983
2017,30-45 y.,Not concerned at all,0.12760,2256,9074,0.12073,0.13446
2017,46-65 y.,Very concerned,0.43386,4227,10520,0.42439,0.44333
2017,46-65 y.,Somewhat concerned,0.45370,4777,10520,0.44419,0.46322
2017,46-65 y.,Not concerned at all,0.10715,1516,10520,0.10124,0.11306
2017,66 and older,Very concerned,0.41333,2085,4943,0.39960,0.42705
2017,66 and older,Somewhat concerned,0.46136,2322,4943,0.44746,0.47526
2017,66 and older,Not concerned at all,0.11279,536,4943,0.10397,0.12160
2018,17-29 y.,Very concerned,0.29857,1483,5446,0.28642,0.31073
2018,17-29 y.,Somewhat concerned,0.45996,2440,5446,0.44672,0.47320
2018,17-29 y.,Not concerned at all,0.17197,1523,5446,0.16195,0.18199
2018,30-45 y.,Very concerned,0.31921,2319,8396,0.30924,0.32918
2018,30-45 y.,Somewhat concerned,0.53341,3981,8396,0.52274,0.54408
2018,30-45 y.,Not concerned at all,0.14280,2096,8396,0.13532,0.15029
2018,46-65 y.,Very concerned,0.35851,3431,10212,0.34921,0.36782
2018,46-65 y.,Somewhat concerned,0.51409,5116,10212,0.50439,0.52378
2018,46-65 y.,Not concerned at all,0.12355,1665,10212,0.11717,0.12993
2018,66 and older,Very concerned,0.32141,1673,4984,0.30844,0.33438
2018,66 and older,Somewhat concerned,0.52795,2619,4984,0.51409,0.54181
2018,66 and older,Not concerned at all,0.14244,692,4984,0.13274,0.15215
2019,17-29 y.,Very concerned,0.34097,1588,4813,0.32757,0.35436
2019,17-29 y.,Somewhat concerned,0.42776,1959,4813,0.41378,0.44174
2019,17-29 y.,Not concerned at all,0.14990,1266,4813,0.13981,0.15998
2019,30-45 y.,Very concerned,0.32459,2301,7922,0.31428,0.33490
2019,30-45 y.,Somewhat concerned,0.52205,3602,7922,0.51105,0.53305
2019,30-45 y.,Not concerned at all,0.14849,2019,7922,0.14065,0.15632
2019,46-65 y.,Very concerned,0.39946,4242,11005,0.39031,0.40862
2019,46-65 y.,Somewhat concerned,0.49305,5260,11005,0.48371,0.50239
2019,46-65 y.,Not concerned at all,0.10269,1503,11005,0.09702,0.10836
2019,66 and older,Very concerned,0.36031,1974,5171,0.34722,0.37339
2019,66 and older,Somewhat concerned,0.49240,2525,5171,0.47877,0.50603
2019,66 and older,Not concerned at all,0.13945,672,5171,0.13001,0.14890
2020,17-29 y.,Very concerned,0.32667,1470,5416,0.31418,0.33917
2020,17-29 y.,Somewhat concerned,0.42313,2308,5416,0.40997,0.43629
2020,17-29 y.,Not concerned at all,0.17240,1638,5416,0.16234,0.18246
2020,30-45 y.,Very concerned,0.33087,2126,8432,0.32083,0.34091
2020,30-45 y.,Somewhat concerned,0.50688,3795,8432,0.49621,0.51755
2020,30-45 y.,Not concerned at all,0.15884,2511,8432,0.15104,0.16665
2020,46-65 y.,Very concerned,0.37262,3600,10471,0.36336,0.38188
2020,46-65 y.,Somewhat concerned,0.51366,5203,10471,0.50409,0.52324
2020,46-65 y.,Not concerned at all,0.10963,1668,10471,0.10365,0.11562
2020,66 and older,Very concerned,0.37405,1870,4889,0.36048,0.38761
2020,66 and older,Somewhat concerned,0.48858,2380,4889,0.47457,0.50260
2020,66 and older,Not concerned at all,0.12782,639,4889,0.11846,0.13718
2021,17-29 y.,Very concerned,0.34551,1051,3264,0.32920,0.36183
2021,17-29 y.,Somewhat concerned,0.44502,1405,3264,0.42797,0.46207
2021,17-29 y.,Not concerned at all,0.14290,808,3264,0.13089,0.15491
2021,30-45 y.,Very concerned,0.27494,1345,5320,0.26294,0.28694
2021,30-45 y.,Somewhat concerned,0.54567,2505,5320,0.53229,0.55905
2021,30-45 y.,Not concerned at all,0.17490,1470,5320,0.16469,0.18511
2021,46-65 y.,Very concerned,0.36620,2479,7288,0.35514,0.37727
2021,46-65 y.,Somewhat concerned,0.51387,3699,7288,0.50239,0.52535
2021,46-65 y.,Not concerned at all,0.11246,1110,7288,0.10520,0.11971
2021,66 and older,Very concerned,0.39437,1429,3559,0.37831,0.41043
2021,66 and older,Somewhat concerned,0.49126,1710,3559,0.47483,0.50769
2021,66 and older,Not concerned at all,0.10323,420,3559,0.09323,0.11322
