year,age_gr,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,30-45 y.,Not Working,0.19333,617,2952,0.17908,0.20757
1988,46-65 y.,Full Time,0.45812,1517,3111,0.44061,0.47563
1988,46-65 y.,Part Time,0.16559,498,3111,0.15253,0.17866
1988,46-65 y.,Not Working,0.37629,1096,3111,0.35926,0.39332
1988,66 and older,Part Time,0.02913,32,1020,0.01880,0.03945
1988,66 and older,Not Working,0.96059,988,1020,0.94864,0.97254
1989,17-29 y.,Full Time,0.49337,1386,2829,0.47494,0.51179
1989,17-29 y.,Part Time,0.22752,617,2829,0.21207,0.24297
1989,17-29 y.,Not Working,0.27911,826,2829,0.26258,0.29564
1989,30-45 y.,Full Time,0.60233,1670,2842,0.58433,0.62032
1989,30-45 y.,Part Time,0.20972,598,2842,0.19475,0.22469
1989,30-45 y.,Not Working,0.18796,574,2842,0.17359,0.20232
1989,46-65 y.,Full Time,0.46329,1466,2982,0.44539,0.48119
1989,46-65 y.,Part Time,0.16006,463,2982,0.14690,0.17322
1989,46-65 y.,Not Working,0.37665,1053,2982,0.35926,0.39405
1989,66 and older,Not Working,0.95881,964,964,0.94626,0.97136
1990,17-29 y.,Full Time,0.40136,1352,2717,0.38292,0.41979
1990,17-29 y.,Part Time,0.19000,621,2717,0.17525,0.20476
1990,17-29 y.,Not Working,0.20024,744,2717,0.18519,0.21529
1990,30-45 y.,Full Time,0.48459,1665,2792,0.46605,0.50313
1990,30-45 y.,Part Time,0.17315,594,2792,0.15911,0.18718
1990,30-45 y.,Not Working,0.14365,533,2792,0.13064,0.15666
1990,46-65 y.,Full Time,0.36859,1393,2914,0.35107,0.38611
1990,46-65 y.,Part Time,0.13806,481,2914,0.12553,0.15059
1990,46-65 y.,Not Working,0.29538,1040,2914,0.27881,0.31195
1990,66 and older,Not Working,0.79285,996,996,0.76767,0.81803
1991,17-29 y.,Full Time,0.40005,1345,2685,0.38151,0.41858
1991,17-29 y.,Part Time,0.18939,611,2685,0.17456,0.20421
1991,17-29 y.,Not Working,0.19719,729,2685,0.18214,0.21224
1991,30-45 y.,Full Time,0.48229,1688,2818,0.46383,0.50074
1991,30-45 y.,Part Time,0.17789,620,2818,0.16377,0.19202
1991,30-45 y.,Not Working,0.13605,510,2818,0.12339,0.14871
1991,46-65 y.,Full Time,0.36111,1374,2853,0.34348,0.37874
1991,46-65 y.,Part Time,0.14119,490,2853,0.12841,0.15397
1991,46-65 y.,Not Working,0.27815,989,2853,0.26171,0.29460
1991,66 and older,Part Time,0.02105,31,1044,0.01234,0.02976
1991,66 and older,Not Working,0.79754,1013,1044,0.77315,0.82193
1992,17-29 y.,Full Time,0.51786,1816,3575,0.50148,0.53424
1992,17-29 y.,Part Time,0.23483,813,3575,0.22093,0.24872
1992,17-29 y.,Not Working,0.24732,946,3575,0.23317,0.26146
1992,30-45 y.,Full Time,0.62552,2732,4261,0.61099,0.64006
1992,30-45 y.,Part Time,0.23272,958,4261,0.22003,0.24541
1992,30-45 y.,Not Working,0.14176,571,4261,0.13129,0.15224
1992,46-65 y.,Full Time,0.47822,2019,4032,0.46280,0.49364
1992,46-65 y.,Part Time,0.17890,705,4032,0.16707,0.19074
1992,46-65 y.,Not Working,0.34288,1308,4032,0.32823,0.35753
1992,66 and older,Not Working,0.97603,1411,1411,0.96804,0.98401
1993,17-29 y.,Full Time,0.50335,1717,3484,0.48675,0.51996
1993,17-29 y.,Part Time,0.23683,820,3484,0.22271,0.25095
1993,17-29 y.,Not Working,0.25982,947,3484,0.24525,0.27438
1993,30-45 y.,Full Time,0.61778,2651,4198,0.60308,0.63248
1993,30-45 y.,Part Time,0.23325,922,4198,0.22045,0.24604
1993,30-45 y.,Not Working,0.14897,625,4198,0.13820,0.15975
1993,46-65 y.,Full Time,0.45882,1871,3950,0.44327,0.47436
1993,46-65 y.,Part Time,0.17791,681,3950,0.16598,0.18983
1993,46-65 y.,Not Working,0.36328,1398,3950,0.34828,0.37828
1993,66 and older,Not Working,0.97756,1434,1434,0.96990,0.98523
1994,17-29 y.,Full Time,0.47965,1615,3345,0.46272,0.49659
1994,17-29 y.,Part Time,0.23197,762,3345,0.21766,0.24628
1994,17-29 y.,Not Working,0.28838,968,3345,0.27302,0.30373
1994,30-45 y.,Full Time,0.60707,2564,4148,0.59221,0.62194
1994,30-45 y.,Part Time,0.23536,924,4148,0.22245,0.24827
1994,30-45 y.,Not Working,0.15757,660,4148,0.14648,0.16866
1994,46-65 y.,Full Time,0.44794,1777,3889,0.43231,0.46358
1994,46-65 y.,Part Time,0.17368,646,3889,0.16177,0.18559
1994,46-65 y.,Not Working,0.37838,1466,3889,0.36313,0.39362
1994,66 and older,Not Working,0.97638,1452,1452,0.96856,0.98419
1995,17-29 y.,Full Time,0.45175,1509,3357,0.43491,0.46859
1995,17-29 y.,Part Time,0.23792,783,3357,0.22352,0.25233
1995,17-29 y.,Not Working,0.31033,1065,3357,0.29468,0.32598
1995,30-45 y.,Full Time,0.57630,2586,4440,0.56176,0.59084
1995,30-45 y.,Part Time,0.24738,1078,4440,0.23469,0.26008
1995,30-45 y.,Not Working,0.17632,776,4440,0.16511,0.18753
1995,46-65 y.,Full Time,0.42721,1789,3967,0.41181,0.44261
1995,46-65 y.,Part Time,0.18846,707,3967,0.17629,0.20063
1995,46-65 y.,Not Working,0.38433,1471,3967,0.36919,0.39947
1995,66 and older,Part Time,0.02547,33,1512,0.01753,0.03341
1995,66 and older,Not Working,0.97035,1479,1512,0.96180,0.97890
1996,17-29 y.,Full Time,0.44343,1408,3163,0.42612,0.46075
1996,17-29 y.,Part Time,0.24380,772,3163,0.22883,0.25876
1996,17-29 y.,Not Working,0.31277,983,3163,0.29661,0.32893
1996,30-45 y.,Full Time,0.58871,2626,4436,0.57423,0.60319
1996,30-45 y.,Part Time,0.25162,1105,4436,0.23885,0.26439
1996,30-45 y.,Not Working,0.15967,705,4436,0.14889,0.17045
1996,46-65 y.,Full Time,0.42064,1687,3901,0.40514,0.43613
1996,46-65 y.,Part Time,0.19835,774,3901,0.18583,0.21086
1996,46-65 y.,Not Working,0.38102,1440,3901,0.36578,0.39626
1996,66 and older,Part Time,0.02400,39,1536,0.01634,0.03165
1996,66 and older,Not Working,0.96999,1497,1536,0.96145,0.97852
1997,17-29 y.,Full Time,0.43522,1352,3030,0.41757,0.45288
1997,17-29 y.,Part Time,0.23169,666,3030,0.21667,0.24672
1997,17-29 y.,Not Working,0.33308,1012,3030,0.31630,0.34987
1997,30-45 y.,Full Time,0.59378,2589,4366,0.57921,0.60835
1997,30-45 y.,Part Time,0.24614,1042,4366,0.23336,0.25892
1997,30-45 y.,Not Working,0.16008,735,4366,0.14920,0.17096
1997,46-65 y.,Full Time,0.41058,1628,3852,0.39504,0.42612
1997,46-65 y.,Part Time,0.20161,796,3852,0.18893,0.21428
1997,46-65 y.,Not Working,0.38781,1428,3852,0.37242,0.40320
1997,66 and older,Part Time,0.02499,39,1567,0.01726,0.03272
1997,66 and older,Not Working,0.96804,1528,1567,0.95933,0.97675
1998,17-29 y.,Full Time,0.41693,1359,3165,0.39975,0.43411
1998,17-29 y.,Part Time,0.23838,743,3165,0.22354,0.25323
1998,17-29 y.,Not Working,0.34468,1063,3165,0.32812,0.36124
1998,30-45 y.,Full Time,0.57669,2798,4828,0.56275,0.59063
1998,30-45 y.,Part Time,0.25130,1196,4828,0.23907,0.26354
1998,30-45 y.,Not Working,0.17201,834,4828,0.16136,0.18266
1998,46-65 y.,Full Time,0.41180,1812,4392,0.39724,0.42635
1998,46-65 y.,Part Time,0.19642,889,4392,0.18467,0.20818
1998,46-65 y.,Not Working,0.39178,1691,4392,0.37734,0.40622
1998,66 and older,Part Time,0.02082,43,1840,0.01429,0.02734
1998,66 and older,Not Working,0.97325,1797,1840,0.96588,0.98063
1999,17-29 y.,Full Time,0.42078,1278,2973,0.40303,0.43853
1999,17-29 y.,Part Time,0.27241,785,2973,0.25640,0.28841
1999,17-29 y.,Not Working,0.30681,910,2973,0.29023,0.32339
1999,30-45 y.,Full Time,0.58928,2783,4714,0.57524,0.60333
1999,30-45 y.,Part Time,0.26477,1217,4714,0.25218,0.27737
1999,30-45 y.,Not Working,0.14594,714,4714,0.13586,0.15602
1999,46-65 y.,Full Time,0.42168,1763,4188,0.40672,0.43664
1999,46-65 y.,Part Time,0.20870,865,4188,0.19639,0.22101
1999,46-65 y.,Not Working,0.36962,1560,4188,0.35500,0.38424
1999,66 and older,Part Time,0.03464,64,1789,0.02616,0.04312
1999,66 and older,Not Working,0.96170,1725,1789,0.95280,0.97059
2000,17-29 y.,Full Time,0.44028,1944,4582,0.42591,0.45466
2000,17-29 y.,Part Time,0.27400,1255,4582,0.26108,0.28691
2000,17-29 y.,Not Working,0.28572,1383,4582,0.27264,0.29880
2000,30-45 y.,Full Time,0.60356,4835,8167,0.59295,0.61417
2000,30-45 y.,Part Time,0.25093,2055,8167,0.24153,0.26033
2000,30-45 y.,Not Working,0.14551,1277,8167,0.13787,0.15316
2000,46-65 y.,Full Time,0.42697,3255,7766,0.41597,0.43797
2000,46-65 y.,Part Time,0.21299,1628,7766,0.20388,0.22210
2000,46-65 y.,Not Working,0.36004,2883,7766,0.34936,0.37072
2000,66 and older,Full Time,0.00954,38,3597,0.00637,0.01272
2000,66 and older,Part Time,0.03090,104,3597,0.02525,0.03656
2000,66 and older,Not Working,0.95955,3455,3597,0.95311,0.96599
2001,17-29 y.,Full Time,0.43539,1707,4099,0.42021,0.45057
2001,17-29 y.,Part Time,0.28738,1177,4099,0.27352,0.30123
2001,17-29 y.,Not Working,0.27723,1215,4099,0.26353,0.29094
2001,30-45 y.,Full Time,0.60534,4302,7329,0.59415,0.61653
2001,30-45 y.,Part Time,0.26344,1959,7329,0.25335,0.27352
2001,30-45 y.,Not Working,0.13122,1068,7329,0.12349,0.13895
2001,46-65 y.,Full Time,0.42736,3023,7094,0.41585,0.43888
2001,46-65 y.,Part Time,0.22328,1535,7094,0.21359,0.23297
2001,46-65 y.,Not Working,0.34936,2536,7094,0.33826,0.36045
2001,66 and older,Part Time,0.03810,124,3371,0.03163,0.04456
2001,66 and older,Not Working,0.95335,3247,3371,0.94623,0.96047
2002,17-29 y.,Full Time,0.41286,1576,4142,0.39787,0.42786
2002,17-29 y.,Part Time,0.29204,1250,4142,0.27819,0.30589
2002,17-29 y.,Not Working,0.29510,1316,4142,0.28121,0.30899
2002,30-45 y.,Full Time,0.59001,4374,7440,0.57883,0.60118
2002,30-45 y.,Part Time,0.26810,2018,7440,0.25804,0.27817
2002,30-45 y.,Not Working,0.14189,1048,7440,0.13396,0.14982
2002,46-65 y.,Full Time,0.42099,3576,7854,0.41007,0.43191
2002,46-65 y.,Part Time,0.23581,1788,7854,0.22642,0.24519
2002,46-65 y.,Not Working,0.34320,2490,7854,0.33270,0.35370
2002,66 and older,Full Time,0.00739,43,3591,0.00459,0.01019
2002,66 and older,Part Time,0.04018,161,3591,0.03375,0.04660
2002,66 and older,Not Working,0.95243,3387,3591,0.94547,0.95939
2003,17-29 y.,Full Time,0.38237,1449,4007,0.36732,0.39742
2003,17-29 y.,Part Time,0.29688,1210,4007,0.28273,0.31102
2003,17-29 y.,Not Working,0.32075,1348,4007,0.30630,0.33521
2003,30-45 y.,Full Time,0.57944,4014,6938,0.56782,0.59106
2003,30-45 y.,Part Time,0.27607,1939,6938,0.26555,0.28659
2003,30-45 y.,Not Working,0.14449,985,6938,0.13622,0.15276
2003,46-65 y.,Full Time,0.42160,3406,7571,0.41047,0.43272
2003,46-65 y.,Part Time,0.23861,1802,7571,0.22901,0.24821
2003,46-65 y.,Not Working,0.33979,2363,7571,0.32912,0.35046
2003,66 and older,Full Time,0.01013,46,3650,0.00688,0.01338
2003,66 and older,Part Time,0.04102,162,3650,0.03458,0.04746
2003,66 and older,Not Working,0.94885,3442,3650,0.94170,0.95600
2004,17-29 y.,Full Time,0.37697,1392,3960,0.36188,0.39207
2004,17-29 y.,Part Time,0.28952,1162,3960,0.27539,0.30364
2004,17-29 y.,Not Working,0.33351,1406,3960,0.31883,0.34820
2004,30-45 y.,Full Time,0.57373,3713,6530,0.56173,0.58572
2004,30-45 y.,Part Time,0.28218,1881,6530,0.27126,0.29309
2004,30-45 y.,Not Working,0.14410,936,6530,0.13558,0.15261
2004,46-65 y.,Full Time,0.42057,3309,7365,0.40930,0.43185
2004,46-65 y.,Part Time,0.24368,1785,7365,0.23387,0.25348
2004,46-65 y.,Not Working,0.33575,2271,7365,0.32497,0.34654
2004,66 and older,Full Time,0.00930,45,3759,0.00623,0.01237
2004,66 and older,Part Time,0.04483,180,3759,0.03821,0.05145
2004,66 and older,Not Working,0.94587,3534,3759,0.93864,0.95310
2005,17-29 y.,Full Time,0.35677,1289,3829,0.34159,0.37195
2005,17-29 y.,Part Time,0.31535,1161,3829,0.30063,0.33007
2005,17-29 y.,Not Working,0.32788,1379,3829,0.31300,0.34275
2005,30-45 y.,Full Time,0.57740,3460,6089,0.56499,0.58981
2005,30-45 y.,Part Time,0.28144,1775,6089,0.27014,0.29273
2005,30-45 y.,Not Working,0.14116,854,6089,0.13242,0.14991
2005,46-65 y.,Full Time,0.44335,3246,7016,0.43172,0.45497
2005,46-65 y.,Part Time,0.24064,1687,7016,0.23064,0.25064
2005,46-65 y.,Not Working,0.31601,2083,7016,0.30513,0.32689
2005,66 and older,Full Time,0.00748,38,3765,0.00473,0.01024
2005,66 and older,Part Time,0.04668,188,3765,0.03994,0.05342
2005,66 and older,Not Working,0.94584,3539,3765,0.93861,0.95307
2006,17-29 y.,Full Time,0.36780,1349,3984,0.35283,0.38278
2006,17-29 y.,Part Time,0.28802,1105,3984,0.27395,0.30208
2006,17-29 y.,Not Working,0.34418,1530,3984,0.32942,0.35893
2006,30-45 y.,Full Time,0.56664,3521,6281,0.55439,0.57890
2006,30-45 y.,Part Time,0.27797,1805,6281,0.26689,0.28905
2006,30-45 y.,Not Working,0.15539,955,6281,0.14643,0.16435
2006,46-65 y.,Full Time,0.44676,3499,7577,0.43556,0.45796
2006,46-65 y.,Part Time,0.24524,1881,7577,0.23555,0.25492
2006,46-65 y.,Not Working,0.30800,2197,7577,0.29761,0.31840
2006,66 and older,Full Time,0.01147,60,4429,0.00834,0.01461
2006,66 and older,Part Time,0.04489,230,4429,0.03879,0.05099
2006,66 and older,Not Working,0.94364,4139,4429,0.93684,0.95043
2007,17-29 y.,Full Time,0.35347,1213,3739,0.33815,0.36880
2007,17-29 y.,Part Time,0.28877,1043,3739,0.27424,0.30330
2007,17-29 y.,Not Working,0.35776,1483,3739,0.34239,0.37313
2007,30-45 y.,Full Time,0.57809,3257,5710,0.56528,0.59090
2007,30-45 y.,Part Time,0.28208,1683,5710,0.27040,0.29375
2007,30-45 y.,Not Working,0.13984,770,5710,0.13084,0.14883
2007,46-65 y.,Full Time,0.45987,3343,7060,0.44824,0.47149
2007,46-65 y.,Part Time,0.24379,1767,7060,0.23377,0.25381
2007,46-65 y.,Not Working,0.29635,1950,7060,0.28569,0.30700
2007,66 and older,Full Time,0.00953,54,4341,0.00664,0.01243
2007,66 and older,Part Time,0.04825,218,4341,0.04187,0.05463
2007,66 and older,Not Working,0.94222,4069,4341,0.93527,0.94916
2008,17-29 y.,Full Time,0.36467,1146,3412,0.34852,0.38082
2008,17-29 y.,Part Time,0.28731,969,3412,0.27212,0.30249
2008,17-29 y.,Not Working,0.34802,1297,3412,0.33204,0.36401
2008,30-45 y.,Full Time,0.59727,3024,5170,0.58390,0.61064
2008,30-45 y.,Part Time,0.27907,1515,5170,0.26685,0.29130
2008,30-45 y.,Not Working,0.12365,631,5170,0.11468,0.13263
2008,46-65 y.,Full Time,0.47634,3260,6694,0.46438,0.48831
2008,46-65 y.,Part Time,0.24650,1693,6694,0.23618,0.25683
2008,46-65 y.,Not Working,0.27716,1741,6694,0.26643,0.28788
2008,66 and older,Full Time,0.01094,58,4295,0.00783,0.01405
2008,66 and older,Part Time,0.05249,230,4295,0.04582,0.05916
2008,66 and older,Not Working,0.93657,4007,4295,0.92928,0.94386
2009,17-29 y.,Full Time,0.37184,1076,3091,0.35480,0.38888
2009,17-29 y.,Part Time,0.29774,885,3091,0.28161,0.31386
2009,17-29 y.,Not Working,0.33043,1130,3091,0.31384,0.34701
2009,30-45 y.,Full Time,0.59608,2725,4676,0.58201,0.61014
2009,30-45 y.,Part Time,0.29729,1434,4676,0.28419,0.31040
2009,30-45 y.,Not Working,0.10663,517,4676,0.09778,0.11548
2009,46-65 y.,Full Time,0.48240,3136,6325,0.47009,0.49472
2009,46-65 y.,Part Time,0.25898,1647,6325,0.24818,0.26977
2009,46-65 y.,Not Working,0.25862,1542,6325,0.24783,0.26941
2009,66 and older,Full Time,0.01087,66,4162,0.00772,0.01402
2009,66 and older,Part Time,0.06294,249,4162,0.05556,0.07032
2009,66 and older,Not Working,0.92619,3847,4162,0.91825,0.93414
2010,17-29 y.,Full Time,0.36672,1286,4282,0.35229,0.38116
2010,17-29 y.,Part Time,0.29739,1180,4282,0.28370,0.31108
2010,17-29 y.,Not Working,0.33589,1816,4282,0.32174,0.35004
2010,30-45 y.,Full Time,0.60309,4413,9071,0.59302,0.61316
2010,30-45 y.,Part Time,0.28320,2984,9071,0.27393,0.29248
2010,30-45 y.,Not Working,0.11371,1674,9071,0.10717,0.12024
2010,46-65 y.,Full Time,0.49166,3481,6952,0.47991,0.50341
2010,46-65 y.,Part Time,0.26909,1931,6952,0.25866,0.27951
2010,46-65 y.,Not Working,0.23925,1540,6952,0.22922,0.24928
2010,66 and older,Full Time,0.01369,65,4024,0.01010,0.01728
2010,66 and older,Part Time,0.05758,242,4024,0.05039,0.06478
2010,66 and older,Not Working,0.92873,3717,4024,0.92078,0.93668
2011,17-29 y.,Full Time,0.38440,1358,4702,0.37050,0.39831
2011,17-29 y.,Part Time,0.28232,1301,4702,0.26945,0.29519
2011,17-29 y.,Not Working,0.33327,2043,4702,0.31980,0.34675
2011,30-45 y.,Full Time,0.59576,4684,9931,0.58611,0.60541
2011,30-45 y.,Part Time,0.29104,3450,9931,0.28210,0.29997
2011,30-45 y.,Not Working,0.11320,1797,9931,0.10697,0.11943
2011,46-65 y.,Full Time,0.50502,4525,9126,0.49476,0.51528
2011,46-65 y.,Part Time,0.26681,2585,9126,0.25774,0.27589
2011,46-65 y.,Not Working,0.22817,2016,9126,0.21956,0.23678
2011,66 and older,Full Time,0.01197,63,5142,0.00900,0.01494
2011,66 and older,Part Time,0.06293,324,5142,0.05629,0.06957
2011,66 and older,Not Working,0.92510,4755,5142,0.91791,0.93230
2012,17-29 y.,Full Time,0.38736,1337,4513,0.37314,0.40157
2012,17-29 y.,Part Time,0.29497,1257,4513,0.28166,0.30828
2012,17-29 y.,Not Working,0.31767,1919,4513,0.30409,0.33126
2012,30-45 y.,Full Time,0.60060,4397,9075,0.59052,0.61067
2012,30-45 y.,Part Time,0.27706,3157,9075,0.26785,0.28627
2012,30-45 y.,Not Working,0.12235,1521,9075,0.11560,0.12909
2012,46-65 y.,Full Time,0.50205,4625,9375,0.49193,0.51218
2012,46-65 y.,Part Time,0.27312,2691,9375,0.26410,0.28214
2012,46-65 y.,Not Working,0.22483,2059,9375,0.21638,0.23328
2012,66 and older,Full Time,0.01231,67,5204,0.00931,0.01530
2012,66 and older,Part Time,0.06522,350,5204,0.05851,0.07192
2012,66 and older,Not Working,0.92248,4787,5204,0.91521,0.92975
2013,17-29 y.,Full Time,0.32648,1226,5586,0.31419,0.33878
2013,17-29 y.,Part Time,0.24724,1194,5586,0.23593,0.25856
2013,17-29 y.,Not Working,0.42627,3166,5586,0.41330,0.43924
2013,30-45 y.,Full Time,0.50560,3949,10363,0.49597,0.51523
2013,30-45 y.,Part Time,0.24326,2892,10363,0.23500,0.25152
2013,30-45 y.,Not Working,0.25115,3522,10363,0.24280,0.25950
2013,46-65 y.,Full Time,0.48651,4486,10190,0.47681,0.49622
2013,46-65 y.,Part Time,0.25844,2693,10190,0.24993,0.26694
2013,46-65 y.,Not Working,0.25505,3011,10190,0.24659,0.26352
2013,66 and older,Full Time,0.01087,56,5045,0.00801,0.01374
2013,66 and older,Part Time,0.07079,378,5045,0.06371,0.07787
2013,66 and older,Not Working,0.91834,4611,5045,0.91078,0.92589
2014,17-29 y.,Full Time,0.36953,1426,4871,0.35597,0.38309
2014,17-29 y.,Part Time,0.31037,1357,4871,0.29738,0.32337
2014,17-29 y.,Not Working,0.32010,2088,4871,0.30699,0.33320
2014,30-45 y.,Full Time,0.57093,4156,8519,0.56042,0.58144
2014,30-45 y.,Part Time,0.29507,2975,8519,0.28538,0.30475
2014,30-45 y.,Not Working,0.13400,1388,8519,0.12677,0.14124
2014,46-65 y.,Full Time,0.50860,4559,9313,0.49845,0.51875
2014,46-65 y.,Part Time,0.27566,2815,9313,0.26658,0.28473
2014,46-65 y.,Not Working,0.21574,1939,9313,0.20739,0.22410
2014,66 and older,Full Time,0.01390,82,4952,0.01064,0.01716
2014,66 and older,Part Time,0.07510,397,4952,0.06776,0.08244
2014,66 and older,Not Working,0.91100,4473,4952,0.90307,0.91893
2015,17-29 y.,Full Time,0.36185,1341,5018,0.34855,0.37514
2015,17-29 y.,Part Time,0.28869,1290,5018,0.27615,0.30123
2015,17-29 y.,Not Working,0.34946,2387,5018,0.33627,0.36266
2015,30-45 y.,Full Time,0.55021,3634,8287,0.53950,0.56092
2015,30-45 y.,Part Time,0.29078,2657,8287,0.28100,0.30055
2015,30-45 y.,Not Working,0.15902,1996,8287,0.15114,0.16689
2015,46-65 y.,Full Time,0.51281,4455,9137,0.50257,0.52306
2015,46-65 y.,Part Time,0.28224,2733,9137,0.27301,0.29147
2015,46-65 y.,Not Working,0.20495,1949,9137,0.19667,0.21322
2015,66 and older,Full Time,0.01791,86,4901,0.01420,0.02163
2015,66 and older,Part Time,0.07770,429,4901,0.07020,0.08519
2015,66 and older,Not Working,0.90439,4386,4901,0.89615,0.91262
2016,17-29 y.,Full Time,0.35678,1303,5573,0.34420,0.36935
2016,17-29 y.,Part Time,0.30341,1289,5573,0.29134,0.31548
2016,17-29 y.,Not Working,0.33981,2981,5573,0.32738,0.35225
2016,30-45 y.,Full Time,0.55736,3417,8627,0.54688,0.56784
2016,30-45 y.,Part Time,0.30171,2572,8627,0.29203,0.31140
2016,30-45 y.,Not Working,0.14092,2638,8627,0.13358,0.14827
2016,46-65 y.,Full Time,0.53184,4362,9035,0.52155,0.54213
2016,46-65 y.,Part Time,0.28176,2669,9035,0.27248,0.29104
2016,46-65 y.,Not Working,0.18640,2004,9035,0.17837,0.19443
2016,66 and older,Full Time,0.01604,88,4738,0.01247,0.01962
2016,66 and older,Part Time,0.08365,415,4738,0.07577,0.09154
2016,66 and older,Not Working,0.90031,4235,4738,0.89177,0.90884
2017,17-29 y.,Full Time,0.36585,1553,6555,0.35419,0.37751
2017,17-29 y.,Part Time,0.29625,1463,6555,0.28520,0.30731
2017,17-29 y.,Not Working,0.33790,3539,6555,0.32645,0.34935
2017,30-45 y.,Full Time,0.57125,3644,9131,0.56110,0.58140
2017,30-45 y.,Part Time,0.29814,2684,9131,0.28875,0.30752
2017,30-45 y.,Not Working,0.13061,2803,9131,0.12370,0.13752
2017,46-65 y.,Full Time,0.52794,5153,10581,0.51843,0.53745
2017,46-65 y.,Part Time,0.28928,3112,10581,0.28064,0.29792
2017,46-65 y.,Not Working,0.18278,2316,10581,0.17542,0.19015
2017,66 and older,Full Time,0.01572,89,4993,0.01227,0.01917
2017,66 and older,Part Time,0.09409,513,4993,0.08599,0.10219
2017,66 and older,Not Working,0.89019,4391,4993,0.88151,0.89886
2018,17-29 y.,Full Time,0.35785,1552,6168,0.34589,0.36982
2018,17-29 y.,Part Time,0.33057,1601,6168,0.31883,0.34232
2018,17-29 y.,Not Working,0.31157,3015,6168,0.30001,0.32313
2018,30-45 y.,Full Time,0.57461,3424,8444,0.56406,0.58516
2018,30-45 y.,Part Time,0.30822,2584,8444,0.29837,0.31807
2018,30-45 y.,Not Working,0.11717,2436,8444,0.11031,0.12403
2018,46-65 y.,Full Time,0.53997,4981,10260,0.53033,0.54962
2018,46-65 y.,Part Time,0.29013,3085,10260,0.28135,0.29891
2018,46-65 y.,Not Working,0.16989,2194,10260,0.16263,0.17716
2018,66 and older,Full Time,0.01696,92,5017,0.01339,0.02054
2018,66 and older,Part Time,0.10278,525,5017,0.09438,0.11118
