year,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Rural regions,Full Time,0.31096,3025,7431,0.30043,0.32148
2003,Rural regions,Part Time,0.17586,1608,7431,0.16720,0.18452
2003,Rural regions,Not Working,0.34836,2798,7431,0.33753,0.35920
2004,Urban regions,Full Time,0.30660,5613,14355,0.29906,0.31414
2004,Urban regions,Part Time,0.18436,3375,14355,0.17802,0.19070
2004,Urban regions,Not Working,0.34404,5367,14355,0.33627,0.35181
2004,Rural regions,Full Time,0.30721,2846,7259,0.29660,0.31782
2004,Rural regions,Part Time,0.17993,1633,7259,0.17109,0.18877
2004,Rural regions,Not Working,0.35445,2780,7259,0.34345,0.36546
2005,Urban regions,Full Time,0.31627,5375,13756,0.30850,0.32404
2005,Urban regions,Part Time,0.18782,3220,13756,0.18129,0.19435
2005,Urban regions,Not Working,0.33677,5161,13756,0.32887,0.34467
2005,Rural regions,Full Time,0.30725,2658,6943,0.29640,0.31810
2005,Rural regions,Part Time,0.18996,1591,6943,0.18073,0.19919
2005,Rural regions,Not Working,0.34654,2694,6943,0.33534,0.35773
2006,Urban regions,Full Time,0.31431,5591,14627,0.30679,0.32183
2006,Urban regions,Part Time,0.18311,3312,14627,0.17684,0.18938
2006,Urban regions,Not Working,0.34569,5724,14627,0.33798,0.35340
2006,Rural regions,Full Time,0.30515,2838,7644,0.29483,0.31548
2006,Rural regions,Part Time,0.18391,1709,7644,0.17523,0.19260
2006,Rural regions,Not Working,0.35547,3097,7644,0.34474,0.36620
2007,Urban regions,Full Time,0.31113,5137,13657,0.30336,0.31889
2007,Urban regions,Part Time,0.18813,3149,13657,0.18157,0.19468
2007,Urban regions,Not Working,0.34537,5371,13657,0.33739,0.35334
2007,Rural regions,Full Time,0.32033,2730,7193,0.30954,0.33111
2007,Rural regions,Part Time,0.17756,1562,7193,0.16873,0.18639
2007,Rural regions,Not Working,0.35675,2901,7193,0.34568,0.36782
2008,Urban regions,Full Time,0.32377,4895,12834,0.31567,0.33187
2008,Urban regions,Part Time,0.18582,2949,12834,0.17909,0.19255
2008,Urban regions,Not Working,0.33847,4990,12834,0.33029,0.34666
2008,Rural regions,Full Time,0.32599,2593,6737,0.31479,0.33718
2008,Rural regions,Part Time,0.18432,1458,6737,0.17506,0.19358
2008,Rural regions,Not Working,0.34775,2686,6737,0.33637,0.35912
2009,Urban regions,Full Time,0.32476,4509,11849,0.31633,0.33319
2009,Urban regions,Part Time,0.19869,2788,11849,0.19150,0.20587
2009,Urban regions,Not Working,0.32907,4552,11849,0.32061,0.33753
2009,Rural regions,Full Time,0.32970,2494,6405,0.31818,0.34121
2009,Rural regions,Part Time,0.19213,1427,6405,0.18249,0.20178
2009,Rural regions,Not Working,0.33439,2484,6405,0.32284,0.34595
2010,Urban regions,Full Time,0.32773,6010,15853,0.32043,0.33504
2010,Urban regions,Part Time,0.19361,4140,15853,0.18746,0.19976
2010,Urban regions,Not Working,0.33013,5703,15853,0.32281,0.33745
2010,Rural regions,Full Time,0.33209,3235,8476,0.32207,0.34212
2010,Rural regions,Part Time,0.19562,2197,8476,0.18718,0.20407
2010,Rural regions,Not Working,0.32968,3044,8476,0.31968,0.33969
2011,Urban regions,Full Time,0.32815,6769,18492,0.32138,0.33492
2011,Urban regions,Part Time,0.19318,4921,18492,0.18749,0.19887
2011,Urban regions,Not Working,0.32616,6802,18492,0.31940,0.33292
2011,Rural regions,Full Time,0.33635,3861,10409,0.32728,0.34543
2011,Rural regions,Part Time,0.19184,2739,10409,0.18427,0.19940
2011,Rural regions,Not Working,0.32418,3809,10409,0.31519,0.33318
2012,Urban regions,Full Time,0.32741,6544,17848,0.32052,0.33429
2012,Urban regions,Part Time,0.19855,4823,17848,0.19270,0.20440
2012,Urban regions,Not Working,0.32157,6481,17848,0.31471,0.32842
2012,Rural regions,Full Time,0.33949,3882,10319,0.33035,0.34862
2012,Rural regions,Part Time,0.18464,2632,10319,0.17715,0.19212
2012,Rural regions,Not Working,0.33182,3805,10319,0.32273,0.34091
2013,Urban regions,Full Time,0.29267,6144,20469,0.28644,0.29890
2013,Urban regions,Part Time,0.17123,4579,20469,0.16607,0.17639
2013,Urban regions,Not Working,0.38322,9746,20469,0.37656,0.38988
2013,Rural regions,Full Time,0.30947,3573,10715,0.30072,0.31822
2013,Rural regions,Part Time,0.18891,2578,10715,0.18150,0.19632
2013,Rural regions,Not Working,0.36227,4564,10715,0.35317,0.37137
2014,Urban regions,Full Time,0.32240,6645,18008,0.31557,0.32923
2014,Urban regions,Part Time,0.20472,4995,18008,0.19883,0.21061
2014,Urban regions,Not Working,0.32121,6368,18008,0.31439,0.32803
2014,Rural regions,Full Time,0.32738,3578,9647,0.31802,0.33675
2014,Rural regions,Part Time,0.19830,2549,9647,0.19034,0.20625
2014,Rural regions,Not Working,0.33654,3520,9647,0.32711,0.34597
2015,Urban regions,Full Time,0.31837,6162,17838,0.31153,0.32521
2015,Urban regions,Part Time,0.20034,4632,17838,0.19447,0.20621
2015,Urban regions,Not Working,0.33298,7044,17838,0.32606,0.33990
2015,Rural regions,Full Time,0.32563,3354,9505,0.31621,0.33505
2015,Rural regions,Part Time,0.20242,2477,9505,0.19434,0.21050
2015,Rural regions,Not Working,0.33045,3674,9505,0.32099,0.33991
2016,Urban regions,Full Time,0.32550,5923,18310,0.31872,0.33229
2016,Urban regions,Part Time,0.20705,4559,18310,0.20118,0.21292
2016,Urban regions,Not Working,0.31739,7828,18310,0.31065,0.32413
2016,Rural regions,Full Time,0.33325,3247,9663,0.32385,0.34265
2016,Rural regions,Part Time,0.20716,2386,9663,0.19908,0.21525
2016,Rural regions,Not Working,0.31561,4030,9663,0.30634,0.32487
2017,Urban regions,Full Time,0.32547,6681,20402,0.31904,0.33190
2017,Urban regions,Part Time,0.21055,5130,20402,0.20495,0.21614
2017,Urban regions,Not Working,0.31239,8591,20402,0.30603,0.31875
2017,Rural regions,Full Time,0.33794,3758,10858,0.32904,0.34684
2017,Rural regions,Part Time,0.20489,2642,10858,0.19730,0.21249
2017,Rural regions,Not Working,0.30935,4458,10858,0.30066,0.31805
2018,Urban regions,Full Time,0.33211,6489,19660,0.32553,0.33870
2018,Urban regions,Part Time,0.21541,5138,19660,0.20966,0.22116
2018,Urban regions,Not Working,0.30369,8033,19660,0.29726,0.31012
2018,Rural regions,Full Time,0.33189,3560,10229,0.32276,0.34102
2018,Rural regions,Part Time,0.22236,2657,10229,0.21430,0.23042
2018,Rural regions,Not Working,0.30048,4012,10229,0.29160,0.30937
2019,Urban regions,Full Time,0.32880,6864,19293,0.32217,0.33543
2019,Urban regions,Part Time,0.21557,4998,19293,0.20976,0.22137
2019,Urban regions,Not Working,0.30209,7431,19293,0.29561,0.30857
2019,Rural regions,Full Time,0.33579,3722,9979,0.32652,0.34505
2019,Rural regions,Part Time,0.20309,2486,9979,0.19520,0.21099
2019,Rural regions,Not Working,0.31311,3771,9979,0.30401,0.32221
2020,Urban regions,Full Time,0.32805,7347,20322,0.32159,0.33450
2020,Urban regions,Part Time,0.21354,5314,20322,0.20790,0.21917
2020,Urban regions,Not Working,0.30397,7661,20322,0.29765,0.31030
2020,Rural regions,Full Time,0.32829,3692,9690,0.31894,0.33764
2020,Rural regions,Part Time,0.20597,2490,9690,0.19792,0.21402
2020,Rural regions,Not Working,0.31185,3508,9690,0.30263,0.32108
2021,Urban regions,Full Time,0.30406,4538,13543,0.29631,0.31180
2021,Urban regions,Part Time,0.19914,3358,13543,0.19242,0.20587
2021,Urban regions,Not Working,0.33577,5647,13543,0.32782,0.34373
2021,Rural regions,Full Time,0.30385,2205,6387,0.29257,0.31513
2021,Rural regions,Part Time,0.19622,1562,6387,0.18648,0.20596
2021,Rural regions,Not Working,0.34628,2620,6387,0.33462,0.35795
