year,age_gr,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Lower Secondary Level,Not Working,0.56939,560,1084,0.53990,0.59888
1984,46-65 y.,Upper Secondary Level,Full Time,0.51099,860,1583,0.48636,0.53562
1984,46-65 y.,Upper Secondary Level,Part Time,0.13136,201,1583,0.11472,0.14801
1984,46-65 y.,Upper Secondary Level,Not Working,0.35765,522,1583,0.33403,0.38127
1984,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.66647,45,45,0.52715,0.80578
1984,46-65 y.,First Stage of Tertiary Education,Full Time,0.58410,123,173,0.51044,0.65776
1984,46-65 y.,First Stage of Tertiary Education,Not Working,0.26468,50,173,0.19875,0.33061
1984,46-65 y.,Second Stage of Tertiary Education,Full Time,0.66234,150,221,0.59984,0.72483
1984,46-65 y.,Second Stage of Tertiary Education,Part Time,0.15383,33,221,0.10616,0.20151
1984,46-65 y.,Second Stage of Tertiary Education,Not Working,0.18383,38,221,0.13265,0.23502
1984,66 and older,Lower Secondary Level,Not Working,0.97292,499,499,0.95867,0.98718
1984,66 and older,Upper Secondary Level,Not Working,0.95121,542,542,0.93305,0.96936
1984,66 and older,First Stage of Tertiary Education,Not Working,0.91490,75,75,0.85133,0.97848
1984,66 and older,Second Stage of Tertiary Education,Not Working,0.87270,53,53,0.78210,0.96329
1985,17-29 y.,Pre-primary Level,Not Working,0.95664,180,180,0.92681,0.98648
1985,17-29 y.,Primary Level,Full Time,0.29005,48,137,0.21378,0.36632
1985,17-29 y.,Primary Level,Not Working,0.55690,89,137,0.47341,0.64038
1985,17-29 y.,Lower Secondary Level,Full Time,0.37938,355,959,0.34866,0.41011
1985,17-29 y.,Lower Secondary Level,Part Time,0.23000,221,959,0.20335,0.25665
1985,17-29 y.,Lower Secondary Level,Not Working,0.39062,383,959,0.35972,0.42152
1985,17-29 y.,Upper Secondary Level,Full Time,0.55201,773,1431,0.52623,0.57778
1985,17-29 y.,Upper Secondary Level,Part Time,0.22955,317,1431,0.20775,0.25135
1985,17-29 y.,Upper Secondary Level,Not Working,0.21844,341,1431,0.19703,0.23986
1985,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.46005,52,86,0.35409,0.56600
1985,17-29 y.,Post-secondary Non-tertiary Level,Not Working,0.30680,34,86,0.20876,0.40484
1985,17-29 y.,First Stage of Tertiary Education,Full Time,0.60161,65,65,0.48166,0.72155
1985,17-29 y.,Second Stage of Tertiary Education,Full Time,0.42137,48,93,0.32047,0.52227
1985,17-29 y.,Second Stage of Tertiary Education,Part Time,0.40968,45,93,0.30919,0.51017
1985,30-45 y.,Primary Level,Full Time,0.42389,159,320,0.36966,0.47812
1985,30-45 y.,Primary Level,Part Time,0.15119,40,320,0.11188,0.19050
1985,30-45 y.,Primary Level,Not Working,0.42492,121,320,0.37067,0.47917
1985,30-45 y.,Lower Secondary Level,Full Time,0.36372,316,679,0.32751,0.39993
1985,30-45 y.,Lower Secondary Level,Part Time,0.25380,139,679,0.22104,0.28656
1985,30-45 y.,Lower Secondary Level,Not Working,0.38248,224,679,0.34590,0.41906
1985,30-45 y.,Upper Secondary Level,Full Time,0.57391,1015,1761,0.55081,0.59701
1985,30-45 y.,Upper Secondary Level,Part Time,0.21513,365,1761,0.19593,0.23433
1985,30-45 y.,Upper Secondary Level,Not Working,0.21096,381,1761,0.19190,0.23002
1985,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.54242,54,54,0.40829,0.67655
1985,30-45 y.,First Stage of Tertiary Education,Full Time,0.67187,155,233,0.61146,0.73229
1985,30-45 y.,First Stage of Tertiary Education,Part Time,0.17958,43,233,0.13019,0.22897
1985,30-45 y.,First Stage of Tertiary Education,Not Working,0.14855,35,233,0.10278,0.19431
1985,30-45 y.,Second Stage of Tertiary Education,Full Time,0.70882,253,363,0.66202,0.75562
1985,30-45 y.,Second Stage of Tertiary Education,Part Time,0.19761,74,363,0.15659,0.23863
1985,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09357,36,363,0.06357,0.12358
1985,46-65 y.,Primary Level,Full Time,0.49464,186,337,0.44118,0.54810
1985,46-65 y.,Primary Level,Part Time,0.09296,34,337,0.06191,0.12401
1985,46-65 y.,Primary Level,Not Working,0.41240,117,337,0.35976,0.46504
1985,46-65 y.,Lower Secondary Level,Full Time,0.25798,321,999,0.23084,0.28513
1985,46-65 y.,Lower Secondary Level,Part Time,0.16956,165,999,0.14628,0.19284
1985,46-65 y.,Lower Secondary Level,Not Working,0.57246,513,999,0.54176,0.60315
1985,46-65 y.,Upper Secondary Level,Full Time,0.49096,769,1474,0.46542,0.51649
1985,46-65 y.,Upper Secondary Level,Part Time,0.14218,206,1474,0.12435,0.16002
1985,46-65 y.,Upper Secondary Level,Not Working,0.36686,499,1474,0.34225,0.39148
1985,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.66746,42,42,0.52325,0.81167
1985,46-65 y.,First Stage of Tertiary Education,Full Time,0.60346,122,166,0.52882,0.67810
1985,46-65 y.,First Stage of Tertiary Education,Not Working,0.23514,44,166,0.17043,0.29985
1985,46-65 y.,Second Stage of Tertiary Education,Full Time,0.70262,155,191,0.63762,0.76761
1985,46-65 y.,Second Stage of Tertiary Education,Not Working,0.17778,36,191,0.12341,0.23214
1985,66 and older,Lower Secondary Level,Not Working,0.97758,413,413,0.96328,0.99187
1985,66 and older,Upper Secondary Level,Not Working,0.96639,496,496,0.95051,0.98227
1985,66 and older,First Stage of Tertiary Education,Not Working,0.89515,71,71,0.82338,0.96692
1985,66 and older,Second Stage of Tertiary Education,Not Working,0.94544,51,51,0.88248,1.00839
1986,17-29 y.,Pre-primary Level,Not Working,0.95502,183,183,0.92490,0.98513
1986,17-29 y.,Primary Level,Full Time,0.31420,47,133,0.23501,0.39339
1986,17-29 y.,Primary Level,Not Working,0.46552,86,133,0.38042,0.55061
1986,17-29 y.,Lower Secondary Level,Full Time,0.42387,380,948,0.39240,0.45535
1986,17-29 y.,Lower Secondary Level,Part Time,0.25236,239,948,0.22469,0.28002
1986,17-29 y.,Lower Secondary Level,Not Working,0.32377,329,948,0.29397,0.35357
1986,17-29 y.,Upper Secondary Level,Full Time,0.54517,768,1395,0.51903,0.57131
1986,17-29 y.,Upper Secondary Level,Part Time,0.22985,309,1395,0.20777,0.25194
1986,17-29 y.,Upper Secondary Level,Not Working,0.22498,318,1395,0.20306,0.24690
1986,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.46266,50,50,0.32305,0.60227
1986,17-29 y.,First Stage of Tertiary Education,Full Time,0.56897,57,57,0.43926,0.69867
1986,17-29 y.,Second Stage of Tertiary Education,Full Time,0.53130,47,47,0.38709,0.67551
1986,30-45 y.,Primary Level,Full Time,0.43008,136,280,0.37199,0.48818
1986,30-45 y.,Primary Level,Part Time,0.13342,35,280,0.09352,0.17332
1986,30-45 y.,Primary Level,Not Working,0.43650,109,280,0.37830,0.49469
1986,30-45 y.,Lower Secondary Level,Full Time,0.37647,292,617,0.33821,0.41473
1986,30-45 y.,Lower Secondary Level,Part Time,0.25763,136,617,0.22310,0.29217
1986,30-45 y.,Lower Secondary Level,Not Working,0.36590,189,617,0.32786,0.40394
1986,30-45 y.,Upper Secondary Level,Full Time,0.57961,958,1657,0.55583,0.60338
1986,30-45 y.,Upper Secondary Level,Part Time,0.20891,335,1657,0.18933,0.22849
1986,30-45 y.,Upper Secondary Level,Not Working,0.21148,364,1657,0.19181,0.23115
1986,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.65546,66,66,0.53993,0.77099
1986,30-45 y.,First Stage of Tertiary Education,Full Time,0.63700,134,215,0.57257,0.70143
1986,30-45 y.,First Stage of Tertiary Education,Part Time,0.19987,46,215,0.14629,0.25345
1986,30-45 y.,First Stage of Tertiary Education,Not Working,0.16313,35,215,0.11363,0.21264
1986,30-45 y.,Second Stage of Tertiary Education,Full Time,0.69667,259,377,0.65021,0.74314
1986,30-45 y.,Second Stage of Tertiary Education,Part Time,0.20632,80,377,0.16542,0.24722
1986,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09701,38,377,0.06709,0.12692
1986,46-65 y.,Primary Level,Full Time,0.49755,165,317,0.44242,0.55268
1986,46-65 y.,Primary Level,Part Time,0.12559,40,317,0.08905,0.16213
1986,46-65 y.,Primary Level,Not Working,0.37685,112,317,0.32342,0.43028
1986,46-65 y.,Lower Secondary Level,Full Time,0.27962,330,949,0.25105,0.30819
1986,46-65 y.,Lower Secondary Level,Part Time,0.15733,145,949,0.13415,0.18051
1986,46-65 y.,Lower Secondary Level,Not Working,0.56305,474,949,0.53148,0.59463
1986,46-65 y.,Upper Secondary Level,Full Time,0.48633,762,1466,0.46074,0.51192
1986,46-65 y.,Upper Secondary Level,Part Time,0.14848,218,1466,0.13027,0.16668
1986,46-65 y.,Upper Secondary Level,Not Working,0.36520,486,1466,0.34054,0.38985
1986,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.52748,32,32,0.35174,0.70323
1986,46-65 y.,First Stage of Tertiary Education,Full Time,0.63033,126,172,0.55798,0.70268
1986,46-65 y.,First Stage of Tertiary Education,Not Working,0.26420,46,172,0.19811,0.33028
1986,46-65 y.,Second Stage of Tertiary Education,Full Time,0.71649,163,198,0.65355,0.77943
1986,46-65 y.,Second Stage of Tertiary Education,Not Working,0.16642,35,198,0.11441,0.21844
1986,66 and older,Lower Secondary Level,Not Working,0.97566,382,382,0.96019,0.99114
1986,66 and older,Upper Secondary Level,Not Working,0.97103,458,458,0.95565,0.98641
1986,66 and older,First Stage of Tertiary Education,Not Working,0.93884,68,68,0.88146,0.99622
1986,66 and older,Second Stage of Tertiary Education,Not Working,0.92363,47,47,0.84688,1.00038
1987,17-29 y.,Pre-primary Level,Not Working,0.91014,179,179,0.86813,0.95215
1987,17-29 y.,Primary Level,Full Time,0.35809,40,136,0.27721,0.43897
1987,17-29 y.,Primary Level,Part Time,0.28026,35,136,0.20449,0.35602
1987,17-29 y.,Primary Level,Not Working,0.36165,61,136,0.28060,0.44270
1987,17-29 y.,Lower Secondary Level,Full Time,0.46603,392,924,0.43385,0.49822
1987,17-29 y.,Lower Secondary Level,Part Time,0.24638,225,924,0.21858,0.27418
1987,17-29 y.,Lower Secondary Level,Not Working,0.28758,307,924,0.25838,0.31679
1987,17-29 y.,Upper Secondary Level,Full Time,0.57223,803,1398,0.54629,0.59818
1987,17-29 y.,Upper Secondary Level,Part Time,0.24882,327,1398,0.22615,0.27149
1987,17-29 y.,Upper Secondary Level,Not Working,0.17895,268,1398,0.15885,0.19905
1987,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.46371,53,53,0.32817,0.59926
1987,17-29 y.,First Stage of Tertiary Education,Full Time,0.53345,44,77,0.42129,0.64561
1987,17-29 y.,First Stage of Tertiary Education,Part Time,0.35986,33,77,0.25195,0.46777
1987,17-29 y.,Second Stage of Tertiary Education,Full Time,0.42931,39,70,0.31251,0.54610
1987,17-29 y.,Second Stage of Tertiary Education,Part Time,0.33698,31,70,0.22545,0.44851
1987,30-45 y.,Primary Level,Full Time,0.43383,135,276,0.37525,0.49241
1987,30-45 y.,Primary Level,Part Time,0.18702,46,276,0.14093,0.23310
1987,30-45 y.,Primary Level,Not Working,0.37915,95,276,0.32181,0.43650
1987,30-45 y.,Lower Secondary Level,Full Time,0.42001,291,588,0.38008,0.45994
1987,30-45 y.,Lower Secondary Level,Part Time,0.25137,125,588,0.21628,0.28646
1987,30-45 y.,Lower Secondary Level,Not Working,0.32862,172,588,0.29062,0.36662
1987,30-45 y.,Upper Secondary Level,Full Time,0.60907,973,1601,0.58516,0.63298
1987,30-45 y.,Upper Secondary Level,Part Time,0.18737,288,1601,0.16825,0.20649
1987,30-45 y.,Upper Secondary Level,Not Working,0.20356,340,1601,0.18383,0.22329
1987,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.67806,64,64,0.56269,0.79344
1987,30-45 y.,First Stage of Tertiary Education,Full Time,0.62405,132,216,0.55930,0.68880
1987,30-45 y.,First Stage of Tertiary Education,Part Time,0.21811,47,216,0.16291,0.27331
1987,30-45 y.,First Stage of Tertiary Education,Not Working,0.15784,37,216,0.10910,0.20657
1987,30-45 y.,Second Stage of Tertiary Education,Full Time,0.70014,246,364,0.65300,0.74728
1987,30-45 y.,Second Stage of Tertiary Education,Part Time,0.20289,82,364,0.16152,0.24426
1987,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09697,36,364,0.06653,0.12741
1987,46-65 y.,Primary Level,Full Time,0.52833,172,322,0.47372,0.58294
1987,46-65 y.,Primary Level,Part Time,0.08690,32,322,0.05608,0.11771
1987,46-65 y.,Primary Level,Not Working,0.38477,118,322,0.33155,0.43800
1987,46-65 y.,Lower Secondary Level,Full Time,0.28280,322,919,0.25367,0.31194
1987,46-65 y.,Lower Secondary Level,Part Time,0.19092,163,919,0.16549,0.21634
1987,46-65 y.,Lower Secondary Level,Not Working,0.52628,434,919,0.49398,0.55858
1987,46-65 y.,Upper Secondary Level,Full Time,0.49310,769,1470,0.46753,0.51867
1987,46-65 y.,Upper Secondary Level,Part Time,0.14457,207,1470,0.12658,0.16255
1987,46-65 y.,Upper Secondary Level,Not Working,0.36233,494,1470,0.33775,0.38692
1987,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.59411,35,35,0.42904,0.75917
1987,46-65 y.,First Stage of Tertiary Education,Full Time,0.64541,128,173,0.57392,0.71691
1987,46-65 y.,First Stage of Tertiary Education,Not Working,0.25068,45,173,0.18591,0.31545
1987,46-65 y.,Second Stage of Tertiary Education,Full Time,0.66980,158,230,0.60889,0.73071
1987,46-65 y.,Second Stage of Tertiary Education,Part Time,0.14964,33,230,0.10344,0.19585
1987,46-65 y.,Second Stage of Tertiary Education,Not Working,0.18056,39,230,0.13074,0.23038
1987,66 and older,Lower Secondary Level,Not Working,0.97027,390,390,0.95339,0.98715
1987,66 and older,Upper Secondary Level,Not Working,0.97472,486,486,0.96075,0.98869
1987,66 and older,First Stage of Tertiary Education,Not Working,0.96719,66,66,0.92388,1.01050
1987,66 and older,Second Stage of Tertiary Education,Not Working,0.86853,48,48,0.77192,0.96514
1988,17-29 y.,Pre-primary Level,Not Working,0.94799,155,155,0.91292,0.98306
1988,17-29 y.,Primary Level,Full Time,0.31534,42,109,0.22771,0.40297
1988,17-29 y.,Primary Level,Not Working,0.52175,67,109,0.42754,0.61597
1988,17-29 y.,Lower Secondary Level,Full Time,0.44523,386,916,0.41303,0.47743
1988,17-29 y.,Lower Secondary Level,Part Time,0.26324,239,916,0.23470,0.29177
1988,17-29 y.,Lower Secondary Level,Not Working,0.29153,291,916,0.26208,0.32098
1988,17-29 y.,Upper Secondary Level,Full Time,0.56823,754,1312,0.54142,0.59505
1988,17-29 y.,Upper Secondary Level,Part Time,0.25170,310,1312,0.22820,0.27519
1988,17-29 y.,Upper Secondary Level,Not Working,0.18007,248,1312,0.15927,0.20087
1988,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.54235,57,57,0.41186,0.67284
1988,17-29 y.,First Stage of Tertiary Education,Full Time,0.55295,43,43,0.40258,0.70331
1988,17-29 y.,Second Stage of Tertiary Education,Full Time,0.48471,36,36,0.31914,0.65029
1988,30-45 y.,Primary Level,Full Time,0.43180,113,238,0.36874,0.49487
1988,30-45 y.,Primary Level,Part Time,0.15971,42,238,0.11307,0.20635
1988,30-45 y.,Primary Level,Not Working,0.40849,83,238,0.34591,0.47107
1988,30-45 y.,Lower Secondary Level,Full Time,0.40723,251,534,0.36552,0.44894
1988,30-45 y.,Lower Secondary Level,Part Time,0.29015,138,534,0.25163,0.32868
1988,30-45 y.,Lower Secondary Level,Not Working,0.30262,145,534,0.26362,0.34162
1988,30-45 y.,Upper Secondary Level,Full Time,0.60095,900,1505,0.57620,0.62570
1988,30-45 y.,Upper Secondary Level,Part Time,0.21173,309,1505,0.19108,0.23237
1988,30-45 y.,Upper Secondary Level,Not Working,0.18732,296,1505,0.16760,0.20704
1988,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.60976,56,56,0.48084,0.73868
1988,30-45 y.,First Stage of Tertiary Education,Full Time,0.64872,130,211,0.58416,0.71329
1988,30-45 y.,First Stage of Tertiary Education,Part Time,0.18269,43,211,0.13043,0.23495
1988,30-45 y.,First Stage of Tertiary Education,Not Working,0.16859,38,211,0.11795,0.21923
1988,30-45 y.,Second Stage of Tertiary Education,Full Time,0.65979,223,343,0.60958,0.71001
1988,30-45 y.,Second Stage of Tertiary Education,Part Time,0.24904,87,343,0.20320,0.29487
1988,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09117,33,343,0.06066,0.12168
1988,46-65 y.,Primary Level,Full Time,0.41752,139,308,0.36235,0.47269
1988,46-65 y.,Primary Level,Part Time,0.12254,38,308,0.08586,0.15923
1988,46-65 y.,Primary Level,Not Working,0.45994,131,308,0.40418,0.51569
1988,46-65 y.,Lower Secondary Level,Full Time,0.27906,310,890,0.24957,0.30854
1988,46-65 y.,Lower Secondary Level,Part Time,0.21104,181,890,0.18422,0.23786
1988,46-65 y.,Lower Secondary Level,Not Working,0.50990,399,890,0.47704,0.54276
1988,46-65 y.,Upper Secondary Level,Full Time,0.50078,750,1429,0.47485,0.52671
1988,46-65 y.,Upper Secondary Level,Part Time,0.14306,206,1429,0.12490,0.16122
1988,46-65 y.,Upper Secondary Level,Not Working,0.35616,473,1429,0.33133,0.38100
1988,46-65 y.,First Stage of Tertiary Education,Full Time,0.64447,120,157,0.56936,0.71959
1988,46-65 y.,First Stage of Tertiary Education,Not Working,0.22373,37,157,0.15833,0.28913
1988,46-65 y.,Second Stage of Tertiary Education,Full Time,0.67241,161,227,0.61122,0.73360
1988,46-65 y.,Second Stage of Tertiary Education,Part Time,0.17307,33,227,0.12374,0.22239
1988,46-65 y.,Second Stage of Tertiary Education,Not Working,0.15452,33,227,0.10740,0.20165
1988,66 and older,Lower Secondary Level,Not Working,0.97175,365,365,0.95473,0.98877
1988,66 and older,Upper Secondary Level,Not Working,0.96714,479,479,0.95116,0.98312
1988,66 and older,First Stage of Tertiary Education,Not Working,0.95520,65,65,0.90452,1.00588
1988,66 and older,Second Stage of Tertiary Education,Not Working,0.81867,44,44,0.70351,0.93383
1989,17-29 y.,Pre-primary Level,Not Working,0.88332,156,156,0.83278,0.93386
1989,17-29 y.,Primary Level,Full Time,0.26355,34,97,0.17542,0.35168
1989,17-29 y.,Primary Level,Not Working,0.52013,63,97,0.42019,0.62007
1989,17-29 y.,Lower Secondary Level,Full Time,0.45362,393,858,0.42029,0.48696
1989,17-29 y.,Lower Secondary Level,Part Time,0.25277,198,858,0.22367,0.28187
1989,17-29 y.,Lower Secondary Level,Not Working,0.29360,267,858,0.26311,0.32410
1989,17-29 y.,Upper Secondary Level,Full Time,0.59113,774,1309,0.56449,0.61778
1989,17-29 y.,Upper Secondary Level,Part Time,0.21446,282,1309,0.19221,0.23670
1989,17-29 y.,Upper Secondary Level,Not Working,0.19441,253,1309,0.17296,0.21585
1989,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.54150,67,67,0.42128,0.66171
1989,17-29 y.,First Stage of Tertiary Education,Full Time,0.65356,50,50,0.52032,0.78679
1989,17-29 y.,Second Stage of Tertiary Education,Full Time,0.37878,32,32,0.20802,0.54954
1989,30-45 y.,Primary Level,Full Time,0.42676,103,219,0.36110,0.49242
1989,30-45 y.,Primary Level,Part Time,0.16238,39,219,0.11343,0.21134
1989,30-45 y.,Primary Level,Not Working,0.41086,77,219,0.34555,0.47617
1989,30-45 y.,Lower Secondary Level,Full Time,0.42242,246,498,0.37899,0.46584
1989,30-45 y.,Lower Secondary Level,Part Time,0.27718,115,498,0.23783,0.31654
1989,30-45 y.,Lower Secondary Level,Not Working,0.30040,137,498,0.26009,0.34070
1989,30-45 y.,Upper Secondary Level,Full Time,0.61131,878,1464,0.58633,0.63629
1989,30-45 y.,Upper Secondary Level,Part Time,0.20592,309,1464,0.18520,0.22664
1989,30-45 y.,Upper Secondary Level,Not Working,0.18277,277,1464,0.16297,0.20258
1989,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.63319,58,58,0.50807,0.75830
1989,30-45 y.,First Stage of Tertiary Education,Full Time,0.64442,127,199,0.57774,0.71110
1989,30-45 y.,First Stage of Tertiary Education,Part Time,0.21310,41,199,0.15606,0.27014
1989,30-45 y.,First Stage of Tertiary Education,Not Working,0.14248,31,199,0.09379,0.19117
1989,30-45 y.,Second Stage of Tertiary Education,Full Time,0.73333,240,338,0.68611,0.78054
1989,30-45 y.,Second Stage of Tertiary Education,Part Time,0.16296,67,338,0.12353,0.20239
1989,30-45 y.,Second Stage of Tertiary Education,Not Working,0.10371,31,338,0.07116,0.13626
1989,46-65 y.,Primary Level,Full Time,0.41563,129,300,0.35976,0.47149
1989,46-65 y.,Primary Level,Part Time,0.11665,38,300,0.08026,0.15304
1989,46-65 y.,Primary Level,Not Working,0.46773,133,300,0.41117,0.52428
1989,46-65 y.,Lower Secondary Level,Full Time,0.29197,307,836,0.26113,0.32281
1989,46-65 y.,Lower Secondary Level,Part Time,0.20010,159,836,0.17296,0.22724
1989,46-65 y.,Lower Secondary Level,Not Working,0.50793,370,836,0.47402,0.54184
1989,46-65 y.,Upper Secondary Level,Full Time,0.50035,726,1377,0.47393,0.52677
1989,46-65 y.,Upper Secondary Level,Part Time,0.14295,195,1377,0.12445,0.16144
1989,46-65 y.,Upper Secondary Level,Not Working,0.35671,456,1377,0.33140,0.38202
1989,46-65 y.,First Stage of Tertiary Education,Full Time,0.62874,109,146,0.55010,0.70738
1989,46-65 y.,First Stage of Tertiary Education,Not Working,0.24320,37,146,0.17337,0.31303
1989,46-65 y.,Second Stage of Tertiary Education,Full Time,0.67634,158,226,0.61520,0.73747
1989,46-65 y.,Second Stage of Tertiary Education,Part Time,0.17040,36,226,0.12127,0.21952
1989,46-65 y.,Second Stage of Tertiary Education,Not Working,0.15327,32,226,0.10620,0.20034
1989,66 and older,Lower Secondary Level,Not Working,0.96626,363,363,0.94766,0.98486
1989,66 and older,Upper Secondary Level,Not Working,0.97098,458,458,0.95560,0.98637
1989,66 and older,First Stage of Tertiary Education,Not Working,0.91777,62,62,0.84883,0.98671
1989,66 and older,Second Stage of Tertiary Education,Not Working,0.87109,46,46,0.77317,0.96900
1990,17-29 y.,Pre-primary Level,Not Working,0.82068,147,147,0.75845,0.88290
1990,17-29 y.,Primary Level,Full Time,0.39965,39,95,0.30063,0.49867
1990,17-29 y.,Primary Level,Not Working,0.40093,56,95,0.30185,0.50000
1990,17-29 y.,Lower Secondary Level,Full Time,0.40566,371,796,0.37152,0.43979
1990,17-29 y.,Lower Secondary Level,Part Time,0.22448,195,796,0.19548,0.25349
1990,17-29 y.,Lower Secondary Level,Not Working,0.23089,230,796,0.20160,0.26019
1990,17-29 y.,Upper Secondary Level,Full Time,0.44442,759,1266,0.41704,0.47181
1990,17-29 y.,Upper Secondary Level,Part Time,0.17891,286,1266,0.15779,0.20003
1990,17-29 y.,Upper Secondary Level,Not Working,0.12898,221,1266,0.11051,0.14745
1990,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.43271,60,93,0.33147,0.53395
1990,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.24609,33,93,0.15807,0.33410
1990,17-29 y.,First Stage of Tertiary Education,Full Time,0.63458,56,56,0.50731,0.76185
1990,17-29 y.,Second Stage of Tertiary Education,Full Time,0.24185,36,36,0.09999,0.38371
1990,30-45 y.,Primary Level,Full Time,0.38506,89,200,0.31745,0.45267
1990,30-45 y.,Primary Level,Part Time,0.20020,45,200,0.14461,0.25580
1990,30-45 y.,Primary Level,Not Working,0.40448,66,200,0.33629,0.47268
1990,30-45 y.,Lower Secondary Level,Full Time,0.41724,252,492,0.37363,0.46086
1990,30-45 y.,Lower Secondary Level,Part Time,0.28510,121,492,0.24517,0.32503
1990,30-45 y.,Lower Secondary Level,Not Working,0.24621,119,492,0.20810,0.28432
1990,30-45 y.,Upper Secondary Level,Full Time,0.49081,867,1423,0.46483,0.51679
1990,30-45 y.,Upper Secondary Level,Part Time,0.16457,291,1423,0.14529,0.18384
1990,30-45 y.,Upper Secondary Level,Not Working,0.14334,265,1423,0.12512,0.16155
1990,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.58723,63,63,0.46467,0.70978
