year,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,First Stage of Tertiary Education,Not Working,0.33636,164,582,0.29795,0.37478
1986,Second Stage of Tertiary Education,Full Time,0.61292,473,749,0.57801,0.64782
1986,Second Stage of Tertiary Education,Part Time,0.16250,132,749,0.13606,0.18894
1986,Second Stage of Tertiary Education,Not Working,0.22458,144,749,0.19468,0.25449
1987,Pre-primary Level,Not Working,0.90917,179,179,0.86695,0.95139
1987,Primary Level,Full Time,0.41195,347,751,0.37672,0.44717
1987,Primary Level,Part Time,0.17389,114,751,0.14676,0.20102
1987,Primary Level,Not Working,0.41416,290,751,0.37891,0.44941
1987,Lower Secondary Level,Full Time,0.27001,1007,2836,0.25366,0.28635
1987,Lower Secondary Level,Part Time,0.16869,526,2836,0.15490,0.18247
1987,Lower Secondary Level,Not Working,0.56126,1303,2836,0.54299,0.57953
1987,Upper Secondary Level,Full Time,0.46522,2551,4969,0.45135,0.47909
1987,Upper Secondary Level,Part Time,0.16090,830,4969,0.15068,0.17112
1987,Upper Secondary Level,Not Working,0.37388,1588,4969,0.36042,0.38733
1987,Post-secondary Non-tertiary Level,Full Time,0.49737,153,274,0.43806,0.55669
1987,Post-secondary Non-tertiary Level,Part Time,0.20517,50,274,0.15726,0.25307
1987,Post-secondary Non-tertiary Level,Not Working,0.29746,71,274,0.24323,0.35169
1987,First Stage of Tertiary Education,Full Time,0.51266,304,566,0.47145,0.55388
1987,First Stage of Tertiary Education,Part Time,0.16332,102,566,0.13284,0.19380
1987,First Stage of Tertiary Education,Not Working,0.32402,160,566,0.28543,0.36261
1987,Second Stage of Tertiary Education,Full Time,0.58927,452,742,0.55385,0.62470
1987,Second Stage of Tertiary Education,Part Time,0.17790,147,742,0.15036,0.20544
1987,Second Stage of Tertiary Education,Not Working,0.23283,143,742,0.20240,0.26326
1988,Pre-primary Level,Not Working,0.93940,155,155,0.90172,0.97709
1988,Primary Level,Full Time,0.36368,294,691,0.32779,0.39958
1988,Primary Level,Part Time,0.13907,99,691,0.11325,0.16489
1988,Primary Level,Not Working,0.49725,298,691,0.45994,0.53456
1988,Lower Secondary Level,Full Time,0.26078,950,2719,0.24428,0.27729
1988,Lower Secondary Level,Part Time,0.18405,569,2719,0.16948,0.19862
1988,Lower Secondary Level,Not Working,0.55517,1200,2719,0.53649,0.57385
1988,Upper Secondary Level,Full Time,0.46245,2409,4742,0.44826,0.47665
1988,Upper Secondary Level,Part Time,0.16856,837,4742,0.15790,0.17922
1988,Upper Secondary Level,Not Working,0.36899,1496,4742,0.35525,0.38272
1988,Post-secondary Non-tertiary Level,Full Time,0.48637,141,268,0.42642,0.54632
1988,Post-secondary Non-tertiary Level,Part Time,0.20535,57,268,0.15689,0.25380
1988,Post-secondary Non-tertiary Level,Not Working,0.30828,70,268,0.25289,0.36368
1988,First Stage of Tertiary Education,Full Time,0.52098,293,540,0.47881,0.56316
1988,First Stage of Tertiary Education,Part Time,0.15285,96,540,0.12247,0.18323
1988,First Stage of Tertiary Education,Not Working,0.32617,151,540,0.28659,0.36575
1988,Second Stage of Tertiary Education,Full Time,0.57952,427,702,0.54298,0.61606
1988,Second Stage of Tertiary Education,Part Time,0.20987,145,702,0.17973,0.24002
1988,Second Stage of Tertiary Education,Not Working,0.21061,130,702,0.18042,0.24079
1989,Pre-primary Level,Not Working,0.88332,156,156,0.83278,0.93386
1989,Primary Level,Full Time,0.35147,266,652,0.31479,0.38814
1989,Primary Level,Part Time,0.15288,100,652,0.12523,0.18052
1989,Primary Level,Not Working,0.49566,286,652,0.45725,0.53406
1989,Lower Secondary Level,Full Time,0.26751,949,2570,0.25040,0.28463
1989,Lower Secondary Level,Part Time,0.17549,484,2570,0.16078,0.19020
1989,Lower Secondary Level,Not Working,0.55690,1137,2570,0.53769,0.57611
1989,Upper Secondary Level,Full Time,0.47330,2381,4621,0.45890,0.48770
1989,Upper Secondary Level,Part Time,0.15794,796,4621,0.14743,0.16846
1989,Upper Secondary Level,Not Working,0.36876,1444,4621,0.35484,0.38267
1989,Post-secondary Non-tertiary Level,Full Time,0.49787,154,288,0.44002,0.55571
1989,Post-secondary Non-tertiary Level,Part Time,0.19657,56,288,0.15060,0.24255
1989,Post-secondary Non-tertiary Level,Not Working,0.30556,78,288,0.25227,0.35886
1989,First Stage of Tertiary Education,Full Time,0.53172,288,516,0.48862,0.57481
1989,First Stage of Tertiary Education,Part Time,0.15560,86,516,0.12429,0.18690
1989,First Stage of Tertiary Education,Not Working,0.31268,142,516,0.27265,0.35272
1989,Second Stage of Tertiary Education,Full Time,0.60013,436,698,0.56377,0.63650
1989,Second Stage of Tertiary Education,Part Time,0.18300,137,698,0.15429,0.21170
1989,Second Stage of Tertiary Education,Not Working,0.21687,125,698,0.18627,0.24746
1990,Pre-primary Level,Not Working,0.81879,147,147,0.75631,0.88127
1990,Primary Level,Full Time,0.36431,253,632,0.32676,0.40186
1990,Primary Level,Part Time,0.16073,109,632,0.13207,0.18938
1990,Primary Level,Not Working,0.44470,270,632,0.40593,0.48348
1990,Lower Secondary Level,Full Time,0.23843,902,2469,0.22162,0.25525
1990,Lower Secondary Level,Part Time,0.16581,490,2469,0.15114,0.18049
1990,Lower Secondary Level,Not Working,0.47483,1077,2469,0.45513,0.49454
1990,Upper Secondary Level,Full Time,0.37684,2334,4536,0.36274,0.39094
1990,Upper Secondary Level,Part Time,0.13235,795,4536,0.12249,0.14221
1990,Upper Secondary Level,Not Working,0.28079,1407,4536,0.26771,0.29387
1990,Post-secondary Non-tertiary Level,Full Time,0.43166,149,292,0.37475,0.48857
1990,Post-secondary Non-tertiary Level,Part Time,0.18911,59,292,0.14412,0.23411
1990,Post-secondary Non-tertiary Level,Not Working,0.25505,84,292,0.20497,0.30513
1990,First Stage of Tertiary Education,Full Time,0.43656,287,514,0.39364,0.47947
1990,First Stage of Tertiary Education,Part Time,0.12006,89,514,0.09193,0.14818
1990,First Stage of Tertiary Education,Not Working,0.25980,138,514,0.22186,0.29775
1990,Second Stage of Tertiary Education,Full Time,0.37846,435,699,0.34248,0.41444
1990,Second Stage of Tertiary Education,Part Time,0.11728,132,699,0.09341,0.14115
1990,Second Stage of Tertiary Education,Not Working,0.13499,132,699,0.10964,0.16034
1991,Pre-primary Level,Not Working,0.82667,132,132,0.76185,0.89149
1991,Primary Level,Full Time,0.36884,254,620,0.33083,0.40685
1991,Primary Level,Part Time,0.14524,108,620,0.11748,0.17300
1991,Primary Level,Not Working,0.40816,258,620,0.36944,0.44688
1991,Lower Secondary Level,Full Time,0.24702,921,2400,0.22976,0.26428
1991,Lower Secondary Level,Part Time,0.15265,444,2400,0.13826,0.16704
1991,Lower Secondary Level,Not Working,0.47987,1035,2400,0.45988,0.49987
1991,Upper Secondary Level,Full Time,0.36365,2304,4530,0.34964,0.37766
1991,Upper Secondary Level,Part Time,0.13559,818,4530,0.12562,0.14556
1991,Upper Secondary Level,Not Working,0.27839,1408,4530,0.26534,0.29144
1991,Post-secondary Non-tertiary Level,Full Time,0.43589,150,304,0.38005,0.49172
1991,Post-secondary Non-tertiary Level,Part Time,0.22862,80,304,0.18134,0.27591
1991,Post-secondary Non-tertiary Level,Not Working,0.20751,74,304,0.16184,0.25317
1991,First Stage of Tertiary Education,Full Time,0.43370,289,519,0.39102,0.47638
1991,First Stage of Tertiary Education,Part Time,0.12366,90,519,0.09531,0.15201
1991,First Stage of Tertiary Education,Not Working,0.26010,140,519,0.22232,0.29787
1991,Second Stage of Tertiary Education,Full Time,0.36385,434,719,0.32866,0.39904
1991,Second Stage of Tertiary Education,Part Time,0.12469,144,719,0.10052,0.14886
1991,Second Stage of Tertiary Education,Not Working,0.14017,141,719,0.11477,0.16556
1992,Pre-primary Level,Not Working,0.81094,158,158,0.74969,0.87219
1992,Primary Level,Full Time,0.37917,251,628,0.34119,0.41715
1992,Primary Level,Part Time,0.16408,104,628,0.13509,0.19307
1992,Primary Level,Not Working,0.45675,273,628,0.41776,0.49574
1992,Lower Secondary Level,Full Time,0.25962,979,2784,0.24334,0.27591
1992,Lower Secondary Level,Part Time,0.17605,536,2784,0.16189,0.19020
1992,Lower Secondary Level,Not Working,0.56377,1269,2784,0.54535,0.58220
1992,Upper Secondary Level,Full Time,0.47605,3504,6720,0.46411,0.48799
1992,Upper Secondary Level,Part Time,0.17519,1283,6720,0.16610,0.18428
1992,Upper Secondary Level,Not Working,0.34876,1933,6720,0.33736,0.36015
1992,Post-secondary Non-tertiary Level,Full Time,0.50819,206,383,0.45806,0.55833
1992,Post-secondary Non-tertiary Level,Part Time,0.22566,78,383,0.18374,0.26758
1992,Post-secondary Non-tertiary Level,Not Working,0.26615,99,383,0.22183,0.31047
1992,First Stage of Tertiary Education,Full Time,0.56645,475,765,0.53131,0.60159
1992,First Stage of Tertiary Education,Part Time,0.14625,120,765,0.12119,0.17131
1992,First Stage of Tertiary Education,Not Working,0.28730,170,765,0.25522,0.31939
1992,Second Stage of Tertiary Education,Full Time,0.59578,1054,1655,0.57213,0.61943
1992,Second Stage of Tertiary Education,Part Time,0.20424,330,1655,0.18481,0.22367
1992,Second Stage of Tertiary Education,Not Working,0.19998,271,1655,0.18070,0.21926
1993,Pre-primary Level,Not Working,0.88329,166,166,0.83430,0.93228
1993,Primary Level,Full Time,0.37517,233,611,0.33675,0.41359
1993,Primary Level,Part Time,0.12422,89,611,0.09804,0.15039
1993,Primary Level,Not Working,0.50062,289,611,0.46094,0.54030
1993,Lower Secondary Level,Full Time,0.25854,904,2678,0.24195,0.27512
1993,Lower Secondary Level,Part Time,0.17817,541,2678,0.16368,0.19267
1993,Lower Secondary Level,Not Working,0.56329,1233,2678,0.54450,0.58208
1993,Upper Secondary Level,Full Time,0.46296,3353,6663,0.45098,0.47493
1993,Upper Secondary Level,Part Time,0.17295,1247,6663,0.16387,0.18203
1993,Upper Secondary Level,Not Working,0.36409,2063,6663,0.35254,0.37565
1993,Post-secondary Non-tertiary Level,Full Time,0.46962,197,384,0.41964,0.51960
1993,Post-secondary Non-tertiary Level,Part Time,0.27695,94,384,0.23214,0.32177
1993,Post-secondary Non-tertiary Level,Not Working,0.25343,93,384,0.20986,0.29699
1993,First Stage of Tertiary Education,Full Time,0.55716,451,743,0.52141,0.59290
1993,First Stage of Tertiary Education,Part Time,0.15966,120,743,0.13331,0.18602
1993,First Stage of Tertiary Education,Not Working,0.28318,172,743,0.25076,0.31560
1993,Second Stage of Tertiary Education,Full Time,0.57229,1017,1636,0.54831,0.59628
1993,Second Stage of Tertiary Education,Part Time,0.19692,296,1636,0.17765,0.21620
1993,Second Stage of Tertiary Education,Not Working,0.23078,323,1636,0.21036,0.25121
1994,Pre-primary Level,Not Working,0.92864,222,222,0.89470,0.96258
1994,Primary Level,Full Time,0.34315,204,556,0.30365,0.38265
1994,Primary Level,Part Time,0.16008,98,556,0.12957,0.19059
1994,Primary Level,Not Working,0.49677,254,556,0.45517,0.53837
1994,Lower Secondary Level,Full Time,0.24251,804,2492,0.22568,0.25934
1994,Lower Secondary Level,Part Time,0.17493,495,2492,0.16001,0.18985
1994,Lower Secondary Level,Not Working,0.58256,1193,2492,0.56319,0.60192
1994,Upper Secondary Level,Full Time,0.44740,3209,6567,0.43537,0.45942
1994,Upper Secondary Level,Part Time,0.17094,1201,6567,0.16184,0.18005
1994,Upper Secondary Level,Not Working,0.38166,2157,6567,0.36991,0.39341
1994,Post-secondary Non-tertiary Level,Full Time,0.48855,201,390,0.43887,0.53822
1994,Post-secondary Non-tertiary Level,Part Time,0.22402,81,390,0.18258,0.26545
1994,Post-secondary Non-tertiary Level,Not Working,0.28743,108,390,0.24246,0.33241
1994,First Stage of Tertiary Education,Full Time,0.51331,425,751,0.47754,0.54908
1994,First Stage of Tertiary Education,Part Time,0.17204,128,751,0.14503,0.19905
1994,First Stage of Tertiary Education,Not Working,0.31465,198,751,0.28141,0.34788
1994,Second Stage of Tertiary Education,Full Time,0.57228,1025,1653,0.54842,0.59613
1994,Second Stage of Tertiary Education,Part Time,0.19288,285,1653,0.17385,0.21190
1994,Second Stage of Tertiary Education,Not Working,0.23485,343,1653,0.21441,0.25529
1995,Pre-primary Level,Not Working,0.96770,277,277,0.94685,0.98856
1995,Primary Level,Full Time,0.30326,175,534,0.26424,0.34229
1995,Primary Level,Part Time,0.20288,101,534,0.16874,0.23702
1995,Primary Level,Not Working,0.49386,258,534,0.45141,0.53630
1995,Lower Secondary Level,Full Time,0.22320,753,2492,0.20685,0.23955
1995,Lower Secondary Level,Part Time,0.17208,508,2492,0.15726,0.18690
1995,Lower Secondary Level,Not Working,0.60472,1231,2492,0.58552,0.62392
1995,Upper Secondary Level,Full Time,0.41661,3117,6726,0.40482,0.42839
1995,Upper Secondary Level,Part Time,0.18872,1365,6726,0.17937,0.19807
1995,Upper Secondary Level,Not Working,0.39467,2244,6726,0.38299,0.40636
1995,Post-secondary Non-tertiary Level,Full Time,0.47804,236,470,0.43283,0.52325
1995,Post-secondary Non-tertiary Level,Part Time,0.24197,105,470,0.20321,0.28073
1995,Post-secondary Non-tertiary Level,Not Working,0.28000,129,470,0.23936,0.32063
1995,First Stage of Tertiary Education,Full Time,0.51438,440,756,0.47873,0.55003
1995,First Stage of Tertiary Education,Part Time,0.17900,130,756,0.15166,0.20635
1995,First Stage of Tertiary Education,Not Working,0.30662,186,756,0.27373,0.33951
1995,Second Stage of Tertiary Education,Full Time,0.55930,1066,1753,0.53605,0.58255
1995,Second Stage of Tertiary Education,Part Time,0.20168,324,1753,0.18289,0.22047
1995,Second Stage of Tertiary Education,Not Working,0.23902,363,1753,0.21905,0.25899
1996,Pre-primary Level,Not Working,0.94456,277,277,0.91756,0.97155
1996,Primary Level,Full Time,0.30248,136,492,0.26185,0.34311
1996,Primary Level,Part Time,0.18993,112,492,0.15523,0.22462
1996,Primary Level,Not Working,0.50759,244,492,0.46337,0.55182
1996,Lower Secondary Level,Full Time,0.21572,682,2385,0.19921,0.23223
1996,Lower Secondary Level,Part Time,0.17496,521,2385,0.15971,0.19022
1996,Lower Secondary Level,Not Working,0.60932,1182,2385,0.58973,0.62890
1996,Upper Secondary Level,Full Time,0.41619,3050,6618,0.40431,0.42807
1996,Upper Secondary Level,Part Time,0.19328,1392,6618,0.18376,0.20279
1996,Upper Secondary Level,Not Working,0.39053,2176,6618,0.37878,0.40229
1996,Post-secondary Non-tertiary Level,Full Time,0.51367,245,471,0.46849,0.55886
1996,Post-secondary Non-tertiary Level,Part Time,0.23675,108,471,0.19832,0.27518
1996,Post-secondary Non-tertiary Level,Not Working,0.24958,118,471,0.21045,0.28870
1996,First Stage of Tertiary Education,Full Time,0.49854,444,763,0.46304,0.53404
1996,First Stage of Tertiary Education,Part Time,0.19091,142,763,0.16301,0.21882
1996,First Stage of Tertiary Education,Not Working,0.31055,177,763,0.27769,0.34340
1996,Second Stage of Tertiary Education,Full Time,0.56520,1081,1764,0.54206,0.58834
1996,Second Stage of Tertiary Education,Part Time,0.19760,332,1764,0.17901,0.21618
1996,Second Stage of Tertiary Education,Not Working,0.23720,351,1764,0.21735,0.25706
1997,Pre-primary Level,Not Working,0.95082,301,301,0.92635,0.97529
1997,Primary Level,Full Time,0.28095,121,464,0.24001,0.32189
1997,Primary Level,Part Time,0.20756,98,464,0.17062,0.24450
1997,Primary Level,Not Working,0.51149,245,464,0.46596,0.55702
1997,Lower Secondary Level,Full Time,0.22202,682,2329,0.20513,0.23890
1997,Lower Secondary Level,Part Time,0.15344,453,2329,0.13880,0.16808
1997,Lower Secondary Level,Not Working,0.62455,1194,2329,0.60488,0.64422
1997,Upper Secondary Level,Full Time,0.40141,2900,6480,0.38948,0.41335
1997,Upper Secondary Level,Part Time,0.19575,1370,6480,0.18609,0.20541
1997,Upper Secondary Level,Not Working,0.40283,2210,6480,0.39089,0.41478
1997,Post-secondary Non-tertiary Level,Full Time,0.51903,242,451,0.47287,0.56519
1997,Post-secondary Non-tertiary Level,Part Time,0.25015,97,451,0.21013,0.29016
1997,Post-secondary Non-tertiary Level,Not Working,0.23082,112,451,0.19189,0.26976
1997,First Stage of Tertiary Education,Full Time,0.50553,441,755,0.46985,0.54122
1997,First Stage of Tertiary Education,Part Time,0.18756,137,755,0.15969,0.21542
1997,First Stage of Tertiary Education,Not Working,0.30691,177,755,0.27399,0.33983
1997,Second Stage of Tertiary Education,Full Time,0.58160,1098,1767,0.55859,0.60461
1997,Second Stage of Tertiary Education,Part Time,0.18561,309,1767,0.16747,0.20374
1997,Second Stage of Tertiary Education,Not Working,0.23279,360,1767,0.21308,0.25250
1998,Pre-primary Level,Not Working,0.94068,315,315,0.91455,0.96681
1998,Primary Level,Full Time,0.30013,117,446,0.25755,0.34271
1998,Primary Level,Part Time,0.19419,93,446,0.15744,0.23095
1998,Primary Level,Not Working,0.50568,236,446,0.45922,0.55213
1998,Lower Secondary Level,Full Time,0.22416,702,2539,0.20793,0.24038
1998,Lower Secondary Level,Part Time,0.15893,493,2539,0.14470,0.17315
1998,Lower Secondary Level,Not Working,0.61691,1344,2539,0.59800,0.63583
1998,Upper Secondary Level,Full Time,0.38987,3044,7022,0.37846,0.40128
1998,Upper Secondary Level,Part Time,0.19625,1486,7022,0.18696,0.20554
1998,Upper Secondary Level,Not Working,0.41388,2492,7022,0.40236,0.42540
1998,Post-secondary Non-tertiary Level,Full Time,0.49771,260,505,0.45405,0.54136
1998,Post-secondary Non-tertiary Level,Part Time,0.24625,122,505,0.20864,0.28386
1998,Post-secondary Non-tertiary Level,Not Working,0.25604,123,505,0.21794,0.29415
1998,First Stage of Tertiary Education,Full Time,0.53385,481,820,0.49969,0.56802
1998,First Stage of Tertiary Education,Part Time,0.15907,138,820,0.13402,0.18412
1998,First Stage of Tertiary Education,Not Working,0.30707,201,820,0.27548,0.33867
1998,Second Stage of Tertiary Education,Full Time,0.54555,1141,1969,0.52355,0.56755
1998,Second Stage of Tertiary Education,Part Time,0.20232,402,1969,0.18457,0.22007
1998,Second Stage of Tertiary Education,Not Working,0.25212,426,1969,0.23294,0.27131
1999,Pre-primary Level,Part Time,0.16184,43,315,0.12111,0.20258
1999,Pre-primary Level,Not Working,0.83023,272,315,0.78871,0.87176
1999,Primary Level,Full Time,0.33436,116,427,0.28956,0.37916
1999,Primary Level,Part Time,0.19094,85,427,0.15362,0.22827
1999,Primary Level,Not Working,0.47470,226,427,0.42728,0.52212
1999,Lower Secondary Level,Full Time,0.22153,679,2439,0.20504,0.23801
1999,Lower Secondary Level,Part Time,0.17587,499,2439,0.16075,0.19098
1999,Lower Secondary Level,Not Working,0.60261,1261,2439,0.58318,0.62203
1999,Upper Secondary Level,Full Time,0.39290,3028,6930,0.38140,0.40440
1999,Upper Secondary Level,Part Time,0.21683,1576,6930,0.20712,0.22653
1999,Upper Secondary Level,Not Working,0.39028,2326,6930,0.37879,0.40176
1999,Post-secondary Non-tertiary Level,Full Time,0.51282,272,503,0.46909,0.55654
1999,Post-secondary Non-tertiary Level,Part Time,0.26361,127,503,0.22507,0.30215
1999,Post-secondary Non-tertiary Level,Not Working,0.22357,104,503,0.18712,0.26002
1999,First Stage of Tertiary Education,Full Time,0.52881,471,814,0.49450,0.56313
1999,First Stage of Tertiary Education,Part Time,0.17933,154,814,0.15296,0.20570
1999,First Stage of Tertiary Education,Not Working,0.29185,189,814,0.26060,0.32310
1999,Second Stage of Tertiary Education,Full Time,0.56818,1167,1959,0.54624,0.59012
1999,Second Stage of Tertiary Education,Part Time,0.18370,372,1959,0.16654,0.20085
1999,Second Stage of Tertiary Education,Not Working,0.24812,420,1959,0.22899,0.26725
2000,Pre-primary Level,Part Time,0.15656,81,491,0.12439,0.18874
2000,Pre-primary Level,Not Working,0.83417,410,491,0.80124,0.86710
2000,Primary Level,Full Time,0.25228,88,404,0.20988,0.29469
2000,Primary Level,Part Time,0.17363,77,404,0.13665,0.21062
2000,Primary Level,Not Working,0.57408,239,404,0.52581,0.62236
2000,Lower Secondary Level,Full Time,0.21585,849,3553,0.20232,0.22938
2000,Lower Secondary Level,Part Time,0.18449,722,3553,0.17174,0.19725
2000,Lower Secondary Level,Not Working,0.59856,1982,3553,0.58243,0.61468
2000,Upper Secondary Level,Full Time,0.39858,5319,12797,0.39009,0.40706
2000,Upper Secondary Level,Part Time,0.20680,2798,12797,0.19978,0.21382
2000,Upper Secondary Level,Not Working,0.39463,4680,12797,0.38616,0.40309
2000,Post-secondary Non-tertiary Level,Full Time,0.50002,563,1119,0.47071,0.52933
2000,Post-secondary Non-tertiary Level,Part Time,0.23679,268,1119,0.21187,0.26171
2000,Post-secondary Non-tertiary Level,Not Working,0.26319,288,1119,0.23738,0.28901
2000,First Stage of Tertiary Education,Full Time,0.50871,1007,1883,0.48612,0.53129
2000,First Stage of Tertiary Education,Part Time,0.18338,364,1883,0.16589,0.20086
2000,First Stage of Tertiary Education,Not Working,0.30792,512,1883,0.28706,0.32877
2000,Second Stage of Tertiary Education,Full Time,0.55898,2232,3816,0.54323,0.57474
2000,Second Stage of Tertiary Education,Part Time,0.19186,729,3816,0.17936,0.20436
2000,Second Stage of Tertiary Education,Not Working,0.24861,855,3816,0.23489,0.26232
2001,Pre-primary Level,Part Time,0.22294,115,535,0.18764,0.25824
2001,Pre-primary Level,Not Working,0.76390,420,535,0.72788,0.79992
2001,Primary Level,Full Time,0.22775,70,313,0.18121,0.27429
2001,Primary Level,Part Time,0.19992,63,313,0.15554,0.24430
2001,Primary Level,Not Working,0.57233,180,313,0.51743,0.62723
2001,Lower Secondary Level,Full Time,0.23345,793,3082,0.21851,0.24839
2001,Lower Secondary Level,Part Time,0.18483,653,3082,0.17113,0.19854
2001,Lower Secondary Level,Not Working,0.58172,1636,3082,0.56430,0.59914
2001,Upper Secondary Level,Full Time,0.39805,4757,11573,0.38913,0.40697
2001,Upper Secondary Level,Part Time,0.21143,2591,11573,0.20399,0.21887
2001,Upper Secondary Level,Not Working,0.39052,4225,11573,0.38163,0.39941
2001,Post-secondary Non-tertiary Level,Full Time,0.45883,508,1068,0.42893,0.48873
2001,Post-secondary Non-tertiary Level,Part Time,0.26574,283,1068,0.23923,0.29224
2001,Post-secondary Non-tertiary Level,Not Working,0.27544,277,1068,0.24863,0.30224
2001,First Stage of Tertiary Education,Full Time,0.49527,861,1676,0.47133,0.51922
2001,First Stage of Tertiary Education,Part Time,0.19845,350,1676,0.17935,0.21755
2001,First Stage of Tertiary Education,Not Working,0.30628,465,1676,0.28420,0.32835
2001,Second Stage of Tertiary Education,Full Time,0.54764,2043,3550,0.53127,0.56402
2001,Second Stage of Tertiary Education,Part Time,0.20472,699,3550,0.19144,0.21800
2001,Second Stage of Tertiary Education,Not Working,0.24764,808,3550,0.23344,0.26184
2002,Pre-primary Level,Part Time,0.18139,123,608,0.15074,0.21205
2002,Pre-primary Level,Not Working,0.80572,485,608,0.77424,0.83719
2002,Primary Level,Full Time,0.23223,63,287,0.18329,0.28117
2002,Primary Level,Part Time,0.20018,59,287,0.15381,0.24656
2002,Primary Level,Not Working,0.56758,165,287,0.51017,0.62500
2002,Lower Secondary Level,Full Time,0.22489,692,2891,0.20966,0.24011
2002,Lower Secondary Level,Part Time,0.20195,641,2891,0.18731,0.21659
2002,Lower Secondary Level,Not Working,0.57316,1558,2891,0.55513,0.59120
2002,Upper Secondary Level,Full Time,0.37840,4593,11581,0.36956,0.38723
2002,Upper Secondary Level,Part Time,0.22445,2754,11581,0.21685,0.23205
2002,Upper Secondary Level,Not Working,0.39715,4234,11581,0.38824,0.40607
2002,Post-secondary Non-tertiary Level,Full Time,0.46638,559,1167,0.43775,0.49502
