year,age_gr,quintil_oecd,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,17-29 y.,1st Quintile,Never,0.00378,61,783,-0.00052,0.00808
2018,17-29 y.,2nd Quintile,Daily,0.00501,49,49,-0.01496,0.02498
2018,30-45 y.,1st Quintile,Daily,0.03115,775,1197,0.02130,0.04099
2018,30-45 y.,1st Quintile,At least once per week,0.00741,201,1197,0.00255,0.01227
2018,30-45 y.,1st Quintile,At least once per month,0.00152,35,1197,-0.00069,0.00373
2018,30-45 y.,1st Quintile,Seldom,0.00233,63,1197,-0.00040,0.00506
2018,30-45 y.,1st Quintile,Never,0.00446,123,1197,0.00068,0.00824
2018,30-45 y.,2nd Quintile,Daily,0.00251,64,64,-0.00985,0.01487
2018,30-45 y.,3rd Quintile,Daily,0.00153,32,32,-0.01223,0.01529
2018,46-65 y.,1st Quintile,Daily,0.00555,222,346,-0.00229,0.01338
2018,46-65 y.,1st Quintile,At least once per week,0.00155,66,346,-0.00260,0.00571
2018,46-65 y.,1st Quintile,Never,0.00229,58,346,-0.00275,0.00733
2019,17-29 y.,1st Quintile,Daily,0.04643,600,728,0.03113,0.06172
2019,17-29 y.,1st Quintile,At least once per week,0.00732,88,728,0.00112,0.01352
2019,17-29 y.,1st Quintile,Never,0.00319,40,728,-0.00091,0.00730
2019,17-29 y.,2nd Quintile,Daily,0.00435,40,40,-0.01630,0.02500
2019,30-45 y.,1st Quintile,Daily,0.04154,925,1349,0.03089,0.05219
2019,30-45 y.,1st Quintile,At least once per week,0.01114,240,1349,0.00553,0.01674
2019,30-45 y.,1st Quintile,Seldom,0.00371,70,1349,0.00046,0.00696
2019,30-45 y.,1st Quintile,Never,0.00571,114,1349,0.00169,0.00974
2019,30-45 y.,2nd Quintile,Daily,0.00214,43,43,-0.01183,0.01611
2019,46-65 y.,1st Quintile,Daily,0.00951,314,437,0.00040,0.01862
2019,46-65 y.,1st Quintile,At least once per week,0.00243,69,437,-0.00219,0.00704
2019,46-65 y.,1st Quintile,Never,0.00214,54,437,-0.00220,0.00647
