year,regtyp,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,Central Asia,0.00854,148,14069,0.00702,0.01006
2001,Urban regions,Western Asia,0.02630,595,14069,0.02365,0.02894
2001,Urban regions,Eastern Europe,0.03660,643,14069,0.03350,0.03971
2001,Urban regions,Western Europe,0.00843,96,14069,0.00692,0.00994
2001,Rural regions,Germany,0.76786,7098,7515,0.75831,0.77741
2001,Rural regions,Southern Europe,0.00648,92,7515,0.00467,0.00830
2001,Rural regions,Central Asia,0.00893,74,7515,0.00680,0.01106
2001,Rural regions,Western Asia,0.00627,66,7515,0.00449,0.00806
2001,Rural regions,Eastern Europe,0.02277,185,7515,0.01940,0.02615
2002,Urban regions,Germany,0.70278,12967,15035,0.69547,0.71009
2002,Urban regions,Southern Europe,0.02747,596,15035,0.02486,0.03008
2002,Urban regions,Central Asia,0.00893,131,15035,0.00743,0.01044
2002,Urban regions,Western Asia,0.02765,560,15035,0.02503,0.03027
2002,Urban regions,Eastern Europe,0.03809,631,15035,0.03503,0.04115
2002,Urban regions,Northern Europe,0.00214,31,15035,0.00140,0.00288
2002,Urban regions,Western Europe,0.00858,119,15035,0.00711,0.01006
2002,Rural regions,Germany,0.76992,7263,7650,0.76049,0.77936
2002,Rural regions,Southern Europe,0.00736,82,7650,0.00544,0.00927
2002,Rural regions,Central Asia,0.01070,75,7650,0.00840,0.01301
2002,Rural regions,Western Asia,0.00590,57,7650,0.00419,0.00762
2002,Rural regions,Eastern Europe,0.02163,173,7650,0.01837,0.02489
2003,Urban regions,Germany,0.70414,12582,14500,0.69671,0.71157
2003,Urban regions,Southern Europe,0.02536,530,14500,0.02280,0.02792
2003,Urban regions,Central Asia,0.00844,124,14500,0.00695,0.00993
2003,Urban regions,Western Asia,0.02772,522,14500,0.02505,0.03039
2003,Urban regions,Eastern Europe,0.03773,596,14500,0.03463,0.04083
2003,Urban regions,Northern Europe,0.00271,34,14500,0.00186,0.00355
2003,Urban regions,Western Europe,0.00846,112,14500,0.00697,0.00995
2003,Rural regions,Germany,0.77174,6965,7332,0.76213,0.78135
2003,Rural regions,Southern Europe,0.00900,87,7332,0.00684,0.01116
2003,Rural regions,Central Asia,0.00924,68,7332,0.00705,0.01143
2003,Rural regions,Western Asia,0.00500,42,7332,0.00339,0.00662
2003,Rural regions,Eastern Europe,0.02319,170,7332,0.01974,0.02663
2004,Urban regions,Germany,0.70421,12263,14139,0.69668,0.71173
2004,Urban regions,Southern Europe,0.02739,512,14139,0.02470,0.03008
2004,Urban regions,Central Asia,0.00981,129,14139,0.00818,0.01143
2004,Urban regions,Western Asia,0.02817,501,14139,0.02544,0.03089
2004,Urban regions,Eastern Europe,0.03798,591,14139,0.03483,0.04114
2004,Urban regions,Northern Europe,0.00249,32,14139,0.00167,0.00331
2004,Urban regions,Western Europe,0.00914,111,14139,0.00757,0.01070
2004,Rural regions,Germany,0.77840,6813,7163,0.76878,0.78801
2004,Rural regions,Southern Europe,0.00971,85,7163,0.00744,0.01198
2004,Rural regions,Central Asia,0.00935,66,7163,0.00712,0.01158
2004,Rural regions,Western Asia,0.00566,43,7163,0.00392,0.00739
2004,Rural regions,Eastern Europe,0.02100,156,7163,0.01768,0.02432
2005,Urban regions,Germany,0.70855,11799,13553,0.70090,0.71620
2005,Urban regions,Southern Europe,0.02874,478,13553,0.02593,0.03156
2005,Urban regions,Central Asia,0.01049,125,13553,0.00877,0.01220
2005,Urban regions,Western Asia,0.02813,472,13553,0.02535,0.03091
2005,Urban regions,Eastern Europe,0.03689,546,13553,0.03372,0.04007
2005,Urban regions,Northern Europe,0.00287,31,13553,0.00197,0.00377
2005,Urban regions,Western Europe,0.00915,102,13553,0.00754,0.01075
2005,Rural regions,Germany,0.78142,6532,6852,0.77163,0.79121
2005,Rural regions,Southern Europe,0.00956,73,6852,0.00726,0.01186
2005,Rural regions,Central Asia,0.00859,58,6852,0.00641,0.01078
2005,Rural regions,Western Asia,0.00628,43,6852,0.00441,0.00815
2005,Rural regions,Eastern Europe,0.02056,146,6852,0.01720,0.02392
2006,Urban regions,Germany,0.71037,12676,14376,0.70295,0.71778
2006,Urban regions,Southern Europe,0.02763,430,14376,0.02495,0.03031
2006,Urban regions,Central Asia,0.01165,142,14376,0.00990,0.01341
2006,Urban regions,Western Asia,0.02901,443,14376,0.02627,0.03175
2006,Urban regions,Eastern Europe,0.03648,576,14376,0.03341,0.03954
2006,Urban regions,Western Europe,0.00934,109,14376,0.00777,0.01091
2006,Rural regions,Germany,0.78302,7210,7546,0.77372,0.79232
2006,Rural regions,Southern Europe,0.01049,73,7546,0.00819,0.01279
2006,Rural regions,Central Asia,0.00730,54,7546,0.00538,0.00922
2006,Rural regions,Western Asia,0.00565,45,7546,0.00396,0.00734
2006,Rural regions,Eastern Europe,0.02113,164,7546,0.01788,0.02437
2007,Urban regions,Germany,0.71705,11926,13452,0.70944,0.72466
2007,Urban regions,Southern Europe,0.02873,382,13452,0.02591,0.03156
2007,Urban regions,Central Asia,0.01072,137,13452,0.00898,0.01246
2007,Urban regions,Western Asia,0.02694,381,13452,0.02421,0.02968
2007,Urban regions,Eastern Europe,0.03527,523,13452,0.03216,0.03839
2007,Urban regions,Western Europe,0.00947,103,13452,0.00783,0.01110
2007,Rural regions,Germany,0.78704,6791,7104,0.77752,0.79656
2007,Rural regions,Southern Europe,0.01395,75,7104,0.01122,0.01668
2007,Rural regions,Central Asia,0.00746,43,7104,0.00546,0.00947
2007,Rural regions,Western Asia,0.00597,41,7104,0.00418,0.00777
2007,Rural regions,Eastern Europe,0.02306,154,7104,0.01957,0.02655
2008,Urban regions,Germany,0.72123,11276,12671,0.71342,0.72904
2008,Urban regions,Southern Europe,0.03072,360,12671,0.02772,0.03373
2008,Urban regions,Central Asia,0.00991,119,12671,0.00818,0.01163
2008,Urban regions,Western Asia,0.02504,323,12671,0.02232,0.02776
2008,Urban regions,Eastern Europe,0.03444,468,12671,0.03126,0.03761
2008,Urban regions,Northern Europe,0.00277,31,12671,0.00186,0.00369
2008,Urban regions,Western Europe,0.00954,94,12671,0.00784,0.01123
2008,Rural regions,Germany,0.79235,6385,6663,0.78261,0.80209
2008,Rural regions,Southern Europe,0.01288,64,6663,0.01017,0.01558
2008,Rural regions,Central Asia,0.00890,43,6663,0.00665,0.01116
2008,Rural regions,Western Asia,0.00658,39,6663,0.00464,0.00852
2008,Rural regions,Eastern Europe,0.02053,132,6663,0.01713,0.02394
2009,Urban regions,Germany,0.73033,10502,11695,0.72229,0.73838
2009,Urban regions,Southern Europe,0.03064,319,11695,0.02751,0.03376
2009,Urban regions,Central Asia,0.00957,106,11695,0.00781,0.01134
2009,Urban regions,Western Asia,0.02299,263,11695,0.02027,0.02570
2009,Urban regions,Eastern Europe,0.03335,420,11695,0.03009,0.03660
2009,Urban regions,Western Europe,0.00934,85,11695,0.00760,0.01108
2009,Rural regions,Germany,0.79172,6085,6341,0.78172,0.80171
2009,Rural regions,Southern Europe,0.01230,57,6341,0.00958,0.01501
2009,Rural regions,Central Asia,0.00823,38,6341,0.00600,0.01045
2009,Rural regions,Western Asia,0.00809,41,6341,0.00589,0.01030
2009,Rural regions,Eastern Europe,0.01959,120,6341,0.01617,0.02300
2010,Urban regions,Germany,0.71924,13526,15757,0.71223,0.72626
2010,Urban regions,Northern Africa,0.00089,32,15757,0.00042,0.00135
2010,Urban regions,Southern Asia,0.00420,79,15757,0.00319,0.00521
2010,Urban regions,Southern Europe,0.03297,478,15757,0.03018,0.03575
2010,Urban regions,Central Asia,0.01107,220,15757,0.00944,0.01271
2010,Urban regions,Western Asia,0.02308,455,15757,0.02073,0.02542
2010,Urban regions,Eastern Europe,0.03527,681,15757,0.03239,0.03815
2010,Urban regions,Northern Europe,0.00265,54,15757,0.00185,0.00346
2010,Urban regions,Western Europe,0.01158,128,15757,0.00991,0.01326
2010,Urban regions,Sub-Saharan Africa,0.00185,57,15757,0.00118,0.00253
2010,Urban regions,Latin America and the Caribbean,0.00344,47,15757,0.00252,0.00435
2010,Rural regions,Germany,0.78003,7842,8361,0.77115,0.78891
2010,Rural regions,Southern Europe,0.01620,103,8361,0.01350,0.01891
2010,Rural regions,Central Asia,0.00997,118,8361,0.00784,0.01210
2010,Rural regions,Western Asia,0.00804,73,8361,0.00613,0.00996
2010,Rural regions,Eastern Europe,0.02481,225,8361,0.02147,0.02814
2011,Urban regions,Germany,0.72141,15966,18463,0.71494,0.72788
2011,Urban regions,Northern Africa,0.00141,37,18463,0.00087,0.00196
2011,Urban regions,Northern America,0.00109,34,18463,0.00061,0.00156
2011,Urban regions,Southern Asia,0.00315,74,18463,0.00234,0.00396
2011,Urban regions,South-Eastern Asia,0.00225,39,18463,0.00156,0.00293
2011,Urban regions,Southern Europe,0.02785,485,18463,0.02548,0.03022
2011,Urban regions,Central Asia,0.01174,269,18463,0.01019,0.01330
2011,Urban regions,Western Asia,0.01958,424,18463,0.01758,0.02158
2011,Urban regions,Eastern Europe,0.03866,801,18463,0.03588,0.04144
2011,Urban regions,Northern Europe,0.00269,59,18463,0.00194,0.00343
2011,Urban regions,Western Europe,0.01110,158,18463,0.00959,0.01261
2011,Urban regions,Sub-Saharan Africa,0.00185,61,18463,0.00123,0.00247
2011,Urban regions,Latin America and the Caribbean,0.00314,56,18463,0.00233,0.00395
2011,Rural regions,Germany,0.77429,9609,10303,0.76622,0.78236
2011,Rural regions,Southern Europe,0.01150,112,10303,0.00944,0.01356
2011,Rural regions,Central Asia,0.01227,148,10303,0.01015,0.01440
2011,Rural regions,Western Asia,0.00723,75,10303,0.00560,0.00887
2011,Rural regions,Eastern Europe,0.02869,320,10303,0.02547,0.03192
2011,Rural regions,Western Europe,0.00577,39,10303,0.00431,0.00723
2012,Urban regions,Germany,0.71663,15506,17823,0.71002,0.72325
2012,Urban regions,Northern Africa,0.00094,35,17823,0.00049,0.00139
2012,Urban regions,Northern America,0.00141,34,17823,0.00086,0.00196
2012,Urban regions,Southern Asia,0.00306,64,17823,0.00225,0.00387
2012,Urban regions,South-Eastern Asia,0.00216,32,17823,0.00148,0.00284
2012,Urban regions,Southern Europe,0.02896,458,17823,0.02650,0.03143
2012,Urban regions,Central Asia,0.01228,260,17823,0.01066,0.01390
2012,Urban regions,Western Asia,0.01951,366,17823,0.01747,0.02154
2012,Urban regions,Eastern Europe,0.04080,762,17823,0.03790,0.04371
2012,Urban regions,Northern Europe,0.00303,54,17823,0.00223,0.00384
2012,Urban regions,Western Europe,0.01225,150,17823,0.01063,0.01386
2012,Urban regions,Sub-Saharan Africa,0.00222,50,17823,0.00153,0.00291
2012,Urban regions,Latin America and the Caribbean,0.00276,52,17823,0.00199,0.00352
2012,Rural regions,Germany,0.76996,9508,10211,0.76179,0.77812
2012,Rural regions,Southern Europe,0.01156,96,10211,0.00948,0.01363
2012,Rural regions,Central Asia,0.01468,156,10211,0.01235,0.01701
2012,Rural regions,Western Asia,0.00562,63,10211,0.00417,0.00707
2012,Rural regions,Eastern Europe,0.03386,337,10211,0.03035,0.03737
2012,Rural regions,Western Europe,0.00745,51,10211,0.00578,0.00912
2013,Urban regions,Germany,0.70736,15550,20423,0.70112,0.71360
2013,Urban regions,Northern Africa,0.00222,85,20423,0.00157,0.00286
2013,Urban regions,Northern America,0.00116,41,20423,0.00070,0.00163
2013,Urban regions,Southern Asia,0.00476,136,20423,0.00381,0.00570
2013,Urban regions,South-Eastern Asia,0.00275,58,20423,0.00203,0.00347
2013,Urban regions,Southern Europe,0.02659,1042,20423,0.02438,0.02879
2013,Urban regions,Central Asia,0.01455,558,20423,0.01291,0.01619
2013,Urban regions,Western Asia,0.02355,791,20423,0.02147,0.02563
2013,Urban regions,Eastern Europe,0.04301,1720,20423,0.04023,0.04579
2013,Urban regions,Northern Europe,0.00262,76,20423,0.00192,0.00332
2013,Urban regions,Western Europe,0.00972,180,20423,0.00838,0.01107
2013,Urban regions,Sub-Saharan Africa,0.00409,108,20423,0.00321,0.00497
2013,Urban regions,Latin America and the Caribbean,0.00270,78,20423,0.00198,0.00341
2013,Rural regions,Germany,0.78242,9116,10568,0.77455,0.79028
2013,Rural regions,Southern Europe,0.01078,216,10568,0.00881,0.01275
2013,Rural regions,Central Asia,0.01172,326,10568,0.00966,0.01377
2013,Rural regions,Western Asia,0.00689,160,10568,0.00531,0.00846
2013,Rural regions,Eastern Europe,0.03033,704,10568,0.02706,0.03360
2013,Rural regions,Western Europe,0.00572,46,10568,0.00428,0.00715
2014,Urban regions,Germany,0.70917,14067,17974,0.70253,0.71581
2014,Urban regions,Northern Africa,0.00197,57,17974,0.00132,0.00262
2014,Urban regions,Northern America,0.00146,37,17974,0.00090,0.00202
2014,Urban regions,Southern Asia,0.00561,111,17974,0.00452,0.00670
2014,Urban regions,South-Eastern Asia,0.00324,42,17974,0.00241,0.00407
2014,Urban regions,Southern Europe,0.02593,833,17974,0.02361,0.02825
2014,Urban regions,Central Asia,0.01364,443,17974,0.01194,0.01534
2014,Urban regions,Western Asia,0.02478,626,17974,0.02251,0.02705
2014,Urban regions,Eastern Europe,0.03914,1385,17974,0.03631,0.04198
2014,Urban regions,Northern Europe,0.00251,58,17974,0.00178,0.00325
2014,Urban regions,Western Europe,0.01050,156,17974,0.00901,0.01199
2014,Urban regions,Sub-Saharan Africa,0.00473,90,17974,0.00372,0.00573
2014,Urban regions,Latin America and the Caribbean,0.00386,69,17974,0.00295,0.00476
2014,Rural regions,Germany,0.78067,8315,9533,0.77237,0.78898
2014,Rural regions,Southern Europe,0.01251,184,9533,0.01028,0.01475
2014,Rural regions,Central Asia,0.01224,264,9533,0.01003,0.01445
2014,Rural regions,Western Asia,0.00861,145,9533,0.00675,0.01046
2014,Rural regions,Eastern Europe,0.02984,583,9533,0.02643,0.03326
2014,Rural regions,Western Europe,0.00532,42,9533,0.00386,0.00678
2015,Urban regions,Germany,0.70604,13331,17791,0.69935,0.71274
2015,Urban regions,Northern Africa,0.00230,91,17791,0.00160,0.00301
2015,Urban regions,Northern America,0.00153,42,17791,0.00096,0.00211
2015,Urban regions,Southern Asia,0.00634,159,17791,0.00518,0.00751
2015,Urban regions,South-Eastern Asia,0.00268,44,17791,0.00192,0.00343
2015,Urban regions,Southern Europe,0.02860,954,17791,0.02615,0.03105
2015,Urban regions,Central Asia,0.01375,404,17791,0.01204,0.01546
2015,Urban regions,Western Asia,0.02532,630,17791,0.02301,0.02762
2015,Urban regions,Eastern Europe,0.04319,1663,17791,0.04020,0.04617
2015,Urban regions,Northern Europe,0.00288,93,17791,0.00209,0.00366
2015,Urban regions,Western Europe,0.01048,174,17791,0.00898,0.01197
2015,Urban regions,Sub-Saharan Africa,0.00351,102,17791,0.00264,0.00438
2015,Urban regions,Latin America and the Caribbean,0.00346,104,17791,0.00259,0.00432
2015,Rural regions,Germany,0.77355,7960,9409,0.76509,0.78201
2015,Rural regions,Southern Asia,0.00215,38,9409,0.00121,0.00308
2015,Rural regions,Southern Europe,0.01231,207,9409,0.01009,0.01454
2015,Rural regions,Central Asia,0.01560,253,9409,0.01309,0.01810
2015,Rural regions,Western Asia,0.00753,148,9409,0.00578,0.00927
2015,Rural regions,Eastern Europe,0.03104,721,9409,0.02753,0.03454
2015,Rural regions,Northern Europe,0.00227,35,9409,0.00131,0.00323
2015,Rural regions,Western Europe,0.00501,47,9409,0.00358,0.00644
2016,Urban regions,Germany,0.70004,12383,18275,0.69340,0.70668
2016,Urban regions,Northern Africa,0.00253,101,18275,0.00180,0.00325
2016,Urban regions,Northern America,0.00204,38,18275,0.00139,0.00270
2016,Urban regions,Southern Asia,0.00678,393,18275,0.00559,0.00797
2016,Urban regions,South-Eastern Asia,0.00273,37,18275,0.00198,0.00349
2016,Urban regions,Southern Europe,0.03125,890,18275,0.02873,0.03378
2016,Urban regions,Central Asia,0.01296,354,18275,0.01132,0.01460
2016,Urban regions,Western Asia,0.02828,2149,18275,0.02588,0.03068
2016,Urban regions,Eastern Europe,0.04111,1419,18275,0.03823,0.04399
2016,Urban regions,Northern Europe,0.00308,76,18275,0.00228,0.00389
2016,Urban regions,Western Europe,0.01002,152,18275,0.00858,0.01146
2016,Urban regions,Sub-Saharan Africa,0.00387,201,18275,0.00297,0.00477
2016,Urban regions,Latin America and the Caribbean,0.00382,82,18275,0.00292,0.00471
2016,Rural regions,Germany,0.76788,7425,9577,0.75943,0.77634
2016,Rural regions,Southern Asia,0.00367,185,9577,0.00246,0.00488
2016,Rural regions,Southern Europe,0.01186,189,9577,0.00969,0.01403
2016,Rural regions,Central Asia,0.01340,233,9577,0.01109,0.01570
2016,Rural regions,Western Asia,0.00964,749,9577,0.00768,0.01160
2016,Rural regions,Eastern Europe,0.03000,641,9577,0.02659,0.03342
2016,Rural regions,Northern Europe,0.00260,33,9577,0.00158,0.00362
2016,Rural regions,Western Europe,0.00648,39,9577,0.00487,0.00808
2016,Rural regions,Sub-Saharan Africa,0.00144,83,9577,0.00068,0.00220
