year,age_gr,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,46-65 y.,Western Asia,0.01327,197,3052,0.00921,0.01733
1986,46-65 y.,Eastern Europe,0.02181,55,3052,0.01663,0.02699
1986,66 and older,Germany,0.95921,981,981,0.94682,0.97159
1987,17-29 y.,Germany,0.90764,2214,2891,0.89708,0.91820
1987,17-29 y.,Southern Europe,0.02136,300,2891,0.01609,0.02663
1987,17-29 y.,Western Asia,0.03364,377,2891,0.02706,0.04021
1987,30-45 y.,Germany,0.85730,2116,2946,0.84466,0.86993
1987,30-45 y.,Southern Europe,0.03967,510,2946,0.03262,0.04672
1987,30-45 y.,Western Asia,0.03425,279,2946,0.02768,0.04082
1987,30-45 y.,Eastern Europe,0.01420,41,2946,0.00993,0.01848
1987,46-65 y.,Germany,0.88395,2298,3028,0.87254,0.89536
1987,46-65 y.,Southern Europe,0.02768,455,3028,0.02183,0.03352
1987,46-65 y.,Western Asia,0.01605,216,3028,0.01158,0.02053
1987,46-65 y.,Eastern Europe,0.02413,59,3028,0.01866,0.02959
1987,66 and older,Germany,0.95793,1012,1012,0.94556,0.97031
1988,17-29 y.,Germany,0.90882,2104,2760,0.89808,0.91956
1988,17-29 y.,Southern Europe,0.01891,272,2760,0.01382,0.02399
1988,17-29 y.,Western Asia,0.03343,384,2760,0.02672,0.04014
1988,30-45 y.,Germany,0.86972,2019,2760,0.85716,0.88228
1988,30-45 y.,Southern Europe,0.03681,463,2760,0.02978,0.04383
1988,30-45 y.,Western Asia,0.02962,241,2760,0.02329,0.03595
1988,30-45 y.,Eastern Europe,0.01347,37,2760,0.00917,0.01777
1988,46-65 y.,Germany,0.88385,2207,2936,0.87225,0.89544
1988,46-65 y.,Southern Europe,0.02553,446,2936,0.01983,0.03124
1988,46-65 y.,Western Asia,0.01667,223,2936,0.01203,0.02130
1988,46-65 y.,Eastern Europe,0.02569,60,2936,0.01997,0.03142
1988,66 and older,Germany,0.95374,973,973,0.94053,0.96694
1989,17-29 y.,Germany,0.90272,2090,2720,0.89158,0.91386
1989,17-29 y.,Southern Europe,0.01923,242,2720,0.01406,0.02439
1989,17-29 y.,Western Asia,0.03803,388,2720,0.03084,0.04522
1989,30-45 y.,Germany,0.86761,1966,2644,0.85468,0.88053
1989,30-45 y.,Southern Europe,0.03999,447,2644,0.03252,0.04746
1989,30-45 y.,Western Asia,0.03041,231,2644,0.02387,0.03696
1989,46-65 y.,Germany,0.87400,2078,2814,0.86173,0.88626
1989,46-65 y.,Southern Europe,0.02929,440,2814,0.02306,0.03552
1989,46-65 y.,Western Asia,0.01936,234,2814,0.01427,0.02445
1989,46-65 y.,Eastern Europe,0.02757,62,2814,0.02152,0.03362
1989,66 and older,Germany,0.94517,942,942,0.93063,0.95972
1990,17-29 y.,Germany,0.91623,3157,3740,0.90735,0.92511
1990,17-29 y.,Southern Europe,0.01524,223,3740,0.01131,0.01916
1990,17-29 y.,Western Asia,0.03200,360,3740,0.02636,0.03765
1990,30-45 y.,Germany,0.88920,3431,4130,0.87962,0.89877
1990,30-45 y.,Southern Europe,0.03306,434,4130,0.02760,0.03851
1990,30-45 y.,Western Asia,0.02497,222,4130,0.02021,0.02973
1990,30-45 y.,Eastern Europe,0.01072,43,4130,0.00758,0.01386
1990,46-65 y.,Germany,0.87684,3271,4051,0.86672,0.88696
1990,46-65 y.,Southern Europe,0.02666,435,4051,0.02170,0.03162
1990,46-65 y.,Western Asia,0.01779,237,4051,0.01372,0.02186
1990,46-65 y.,Eastern Europe,0.02935,108,4051,0.02415,0.03454
1990,66 and older,Germany,0.94265,1357,1357,0.93027,0.95502
1991,17-29 y.,Germany,0.91365,3031,3589,0.90446,0.92284
1991,17-29 y.,Southern Europe,0.01586,201,3589,0.01177,0.01995
1991,17-29 y.,Western Asia,0.03590,357,3589,0.02981,0.04199
1991,30-45 y.,Germany,0.88848,3479,4141,0.87889,0.89807
1991,30-45 y.,Southern Europe,0.03207,412,4141,0.02671,0.03744
1991,30-45 y.,Western Asia,0.02439,205,4141,0.01969,0.02909
1991,30-45 y.,Eastern Europe,0.01164,45,4141,0.00837,0.01490
1991,46-65 y.,Germany,0.86726,3131,3923,0.85664,0.87788
1991,46-65 y.,Southern Europe,0.03006,430,3923,0.02471,0.03540
1991,46-65 y.,Western Asia,0.02187,253,3923,0.01729,0.02645
1991,46-65 y.,Eastern Europe,0.03055,109,3923,0.02517,0.03594
1991,66 and older,Germany,0.93245,1323,1323,0.91892,0.94598
1992,17-29 y.,Germany,0.90913,2946,3472,0.89956,0.91869
1992,17-29 y.,Southern Europe,0.01807,189,3472,0.01364,0.02250
1992,17-29 y.,Western Asia,0.03763,337,3472,0.03130,0.04396
1992,30-45 y.,Germany,0.88614,3469,4096,0.87641,0.89587
1992,30-45 y.,Southern Europe,0.03291,376,4096,0.02745,0.03838
1992,30-45 y.,Western Asia,0.02514,207,4096,0.02035,0.02994
1992,30-45 y.,Eastern Europe,0.01196,44,4096,0.00863,0.01529
1992,46-65 y.,Germany,0.85912,3037,3837,0.84811,0.87013
1992,46-65 y.,Southern Europe,0.03592,433,3837,0.03003,0.04181
1992,46-65 y.,Western Asia,0.02541,259,3837,0.02043,0.03039
1992,46-65 y.,Eastern Europe,0.03018,108,3837,0.02476,0.03559
1992,66 and older,Germany,0.92780,1313,1313,0.91380,0.94181
1993,17-29 y.,Germany,0.90332,2901,3392,0.89337,0.91326
1993,17-29 y.,Southern Europe,0.02194,183,3392,0.01701,0.02687
1993,17-29 y.,Western Asia,0.04044,308,3392,0.03381,0.04707
1993,30-45 y.,Germany,0.88684,3445,4047,0.87708,0.89660
1993,30-45 y.,Southern Europe,0.03328,354,4047,0.02775,0.03880
1993,30-45 y.,Western Asia,0.02472,205,4047,0.01994,0.02951
1993,30-45 y.,Eastern Europe,0.01179,43,4047,0.00847,0.01512
1993,46-65 y.,Germany,0.84955,2963,3761,0.83812,0.86098
1993,46-65 y.,Southern Europe,0.03990,439,3761,0.03365,0.04616
1993,46-65 y.,Western Asia,0.02767,255,3761,0.02242,0.03291
1993,46-65 y.,Eastern Europe,0.03015,104,3761,0.02469,0.03562
1993,66 and older,Germany,0.91959,1317,1380,0.90524,0.93395
1993,66 and older,Southern Europe,0.00367,32,1380,0.00048,0.00686
1993,66 and older,Eastern Europe,0.02045,31,1380,0.01298,0.02792
1994,17-29 y.,Germany,0.90075,2823,3258,0.89048,0.91102
1994,17-29 y.,Southern Europe,0.02433,167,3258,0.01904,0.02962
1994,17-29 y.,Western Asia,0.04069,268,3258,0.03390,0.04747
1994,30-45 y.,Germany,0.88427,3435,4002,0.87435,0.89418
1994,30-45 y.,Southern Europe,0.03307,329,4002,0.02753,0.03861
1994,30-45 y.,Western Asia,0.02565,202,4002,0.02075,0.03054
1994,30-45 y.,Eastern Europe,0.01029,36,4002,0.00716,0.01341
1994,46-65 y.,Germany,0.84679,2937,3713,0.83520,0.85837
1994,46-65 y.,Southern Europe,0.04356,432,3713,0.03699,0.05012
1994,46-65 y.,Western Asia,0.02866,240,3713,0.02329,0.03402
1994,46-65 y.,Eastern Europe,0.03048,104,3713,0.02495,0.03601
1994,66 and older,Germany,0.90994,1321,1393,0.89491,0.92498
1994,66 and older,Southern Europe,0.00489,35,1393,0.00122,0.00855
1994,66 and older,Eastern Europe,0.02337,37,1393,0.01543,0.03131
1995,17-29 y.,Germany,0.86706,2753,3247,0.85538,0.87874
1995,17-29 y.,Southern Europe,0.02419,151,3247,0.01891,0.02948
1995,17-29 y.,Western Asia,0.03980,248,3247,0.03307,0.04652
1995,17-29 y.,Eastern Europe,0.02630,95,3247,0.02080,0.03181
1995,30-45 y.,Germany,0.85201,3517,4280,0.84137,0.86265
1995,30-45 y.,Southern Europe,0.03236,320,4280,0.02706,0.03766
1995,30-45 y.,Central Asia,0.00530,41,4280,0.00312,0.00747
1995,30-45 y.,Western Asia,0.02463,222,4280,0.01998,0.02927
1995,30-45 y.,Eastern Europe,0.03293,180,4280,0.02758,0.03827
1995,46-65 y.,Germany,0.83917,2925,3772,0.82744,0.85090
1995,46-65 y.,Southern Europe,0.03870,438,3772,0.03255,0.04486
1995,46-65 y.,Western Asia,0.02319,230,3772,0.01839,0.02799
1995,46-65 y.,Eastern Europe,0.04484,179,3772,0.03823,0.05144
1995,66 and older,Germany,0.89609,1310,1415,0.88019,0.91200
1995,66 and older,Southern Europe,0.00593,43,1415,0.00193,0.00993
1995,66 and older,Eastern Europe,0.03189,62,1415,0.02273,0.04104
1996,17-29 y.,Germany,0.86391,2628,3093,0.85183,0.87600
1996,17-29 y.,Southern Europe,0.02564,135,3093,0.02007,0.03121
1996,17-29 y.,Central Asia,0.00699,31,3093,0.00405,0.00992
1996,17-29 y.,Western Asia,0.03876,204,3093,0.03195,0.04556
1996,17-29 y.,Eastern Europe,0.02592,95,3093,0.02032,0.03153
1996,30-45 y.,Germany,0.86131,3582,4302,0.85098,0.87164
1996,30-45 y.,Southern Europe,0.03210,287,4302,0.02683,0.03737
1996,30-45 y.,Central Asia,0.00515,37,4302,0.00301,0.00729
1996,30-45 y.,Western Asia,0.02451,233,4302,0.01989,0.02913
1996,30-45 y.,Eastern Europe,0.03127,163,4302,0.02606,0.03647
1996,46-65 y.,Germany,0.83944,2919,3722,0.82764,0.85124
1996,46-65 y.,Southern Europe,0.04116,425,3722,0.03478,0.04754
1996,46-65 y.,Western Asia,0.02394,217,3722,0.01903,0.02885
1996,46-65 y.,Eastern Europe,0.04142,161,3722,0.03502,0.04782
1996,66 and older,Germany,0.88977,1321,1439,0.87358,0.90596
1996,66 and older,Southern Europe,0.00744,48,1439,0.00300,0.01188
1996,66 and older,Eastern Europe,0.03610,70,1439,0.02646,0.04574
1997,17-29 y.,Germany,0.86414,2552,2970,0.85181,0.87646
1997,17-29 y.,Southern Europe,0.02601,119,2970,0.02028,0.03173
1997,17-29 y.,Central Asia,0.00852,34,2970,0.00521,0.01182
1997,17-29 y.,Western Asia,0.03649,167,2970,0.02975,0.04324
1997,17-29 y.,Eastern Europe,0.03129,98,2970,0.02502,0.03755
1997,30-45 y.,Germany,0.86615,3544,4245,0.85590,0.87639
1997,30-45 y.,Southern Europe,0.03182,268,4245,0.02654,0.03710
1997,30-45 y.,Central Asia,0.00580,40,4245,0.00352,0.00809
1997,30-45 y.,Western Asia,0.02512,240,4245,0.02041,0.02983
1997,30-45 y.,Eastern Europe,0.03094,153,4245,0.02573,0.03615
1997,46-65 y.,Germany,0.83574,2913,3690,0.82378,0.84770
1997,46-65 y.,Southern Europe,0.04372,410,3690,0.03712,0.05032
1997,46-65 y.,Western Asia,0.02504,206,3690,0.02000,0.03008
1997,46-65 y.,Eastern Europe,0.04350,161,3690,0.03692,0.05008
1997,66 and older,Germany,0.89128,1349,1485,0.87544,0.90712
1997,66 and older,Southern Europe,0.00973,57,1485,0.00473,0.01472
1997,66 and older,Eastern Europe,0.04115,79,1485,0.03105,0.05126
1998,17-29 y.,Germany,0.87380,2730,3108,0.86212,0.88547
1998,17-29 y.,Southern Europe,0.02097,94,3108,0.01593,0.02601
1998,17-29 y.,Central Asia,0.01224,41,3108,0.00838,0.01611
1998,17-29 y.,Western Asia,0.03422,143,3108,0.02782,0.04061
1998,17-29 y.,Eastern Europe,0.03099,100,3108,0.02489,0.03708
1998,30-45 y.,Germany,0.86884,4042,4723,0.85921,0.87847
1998,30-45 y.,Southern Europe,0.03238,251,4723,0.02733,0.03743
1998,30-45 y.,Central Asia,0.00803,45,4723,0.00549,0.01058
1998,30-45 y.,Western Asia,0.02778,235,4723,0.02309,0.03247
1998,30-45 y.,Eastern Europe,0.02946,150,4723,0.02464,0.03428
1998,46-65 y.,Germany,0.84079,3462,4220,0.82975,0.85183
1998,46-65 y.,Southern Europe,0.04575,392,4220,0.03945,0.05206
1998,46-65 y.,Western Asia,0.02537,191,4220,0.02062,0.03011
1998,46-65 y.,Eastern Europe,0.03894,175,4220,0.03310,0.04478
1998,66 and older,Germany,0.89547,1607,1753,0.88115,0.90980
1998,66 and older,Southern Europe,0.01016,53,1753,0.00546,0.01486
1998,66 and older,Eastern Europe,0.04313,93,1753,0.03362,0.05264
1999,17-29 y.,Germany,0.88242,2605,2932,0.87075,0.89408
1999,17-29 y.,Southern Europe,0.01969,75,2932,0.01466,0.02472
1999,17-29 y.,Central Asia,0.01385,42,2932,0.00962,0.01808
1999,17-29 y.,Western Asia,0.02981,112,2932,0.02365,0.03596
1999,17-29 y.,Eastern Europe,0.03286,98,2932,0.02640,0.03931
1999,30-45 y.,Germany,0.87044,3973,4620,0.86076,0.88013
1999,30-45 y.,Southern Europe,0.02928,215,4620,0.02442,0.03414
1999,30-45 y.,Central Asia,0.00757,40,4620,0.00507,0.01007
1999,30-45 y.,Western Asia,0.03202,255,4620,0.02694,0.03710
1999,30-45 y.,Eastern Europe,0.02802,137,4620,0.02326,0.03278
1999,46-65 y.,Germany,0.84460,3341,4048,0.83344,0.85576
1999,46-65 y.,Southern Europe,0.04595,363,4048,0.03950,0.05240
1999,46-65 y.,Western Asia,0.02599,176,4048,0.02109,0.03089
1999,46-65 y.,Eastern Europe,0.04050,168,4048,0.03443,0.04658
1999,66 and older,Germany,0.88970,1551,1710,0.87484,0.90455
1999,66 and older,Southern Europe,0.01146,55,1710,0.00641,0.01650
1999,66 and older,Eastern Europe,0.05310,104,1710,0.04247,0.06373
2000,17-29 y.,Germany,0.86041,3991,4492,0.85027,0.87055
2000,17-29 y.,Southern Europe,0.02203,98,4492,0.01774,0.02633
2000,17-29 y.,Central Asia,0.01942,84,4492,0.01538,0.02345
2000,17-29 y.,Western Asia,0.02930,133,4492,0.02437,0.03423
2000,17-29 y.,Eastern Europe,0.04339,186,4492,0.03743,0.04934
2000,30-45 y.,Germany,0.86416,6990,8016,0.85665,0.87166
2000,30-45 y.,Southern Europe,0.02629,263,8016,0.02279,0.02980
2000,30-45 y.,Central Asia,0.01239,102,8016,0.00996,0.01481
2000,30-45 y.,Western Asia,0.03229,342,8016,0.02842,0.03616
2000,30-45 y.,Eastern Europe,0.03253,274,8016,0.02865,0.03641
2000,30-45 y.,Western Europe,0.00956,45,8016,0.00743,0.01169
2000,46-65 y.,Germany,0.86070,6584,7622,0.85293,0.86848
2000,46-65 y.,Southern Europe,0.03676,402,7622,0.03253,0.04098
2000,46-65 y.,Central Asia,0.00424,37,7622,0.00278,0.00570
2000,46-65 y.,Western Asia,0.02369,224,7622,0.02028,0.02711
2000,46-65 y.,Eastern Europe,0.04161,317,7622,0.03713,0.04610
2000,46-65 y.,Western Europe,0.01103,58,7622,0.00869,0.01338
2000,66 and older,Germany,0.90914,3242,3489,0.89961,0.91868
2000,66 and older,Southern Europe,0.01050,68,3489,0.00712,0.01388
2000,66 and older,Eastern Europe,0.05066,179,3489,0.04339,0.05794
2001,17-29 y.,Germany,0.85824,3602,4023,0.84746,0.86902
2001,17-29 y.,Southern Europe,0.01707,70,4023,0.01306,0.02107
2001,17-29 y.,Central Asia,0.02443,80,4023,0.01966,0.02920
2001,17-29 y.,Western Asia,0.02788,104,4023,0.02279,0.03297
2001,17-29 y.,Eastern Europe,0.04546,167,4023,0.03902,0.05190
2001,30-45 y.,Germany,0.86500,6289,7221,0.85712,0.87289
2001,30-45 y.,Southern Europe,0.02707,246,7221,0.02333,0.03082
2001,30-45 y.,Central Asia,0.01351,94,7221,0.01084,0.01617
2001,30-45 y.,Western Asia,0.03597,329,7221,0.03168,0.04027
2001,30-45 y.,Eastern Europe,0.03003,231,7221,0.02609,0.03396
2001,30-45 y.,Western Europe,0.00770,32,7221,0.00568,0.00972
2001,46-65 y.,Germany,0.86604,6050,6962,0.85804,0.87404
2001,46-65 y.,Southern Europe,0.03408,351,6962,0.02982,0.03834
2001,46-65 y.,Central Asia,0.00546,40,6962,0.00373,0.00719
2001,46-65 y.,Western Asia,0.02255,195,6962,0.01906,0.02604
2001,46-65 y.,Eastern Europe,0.03928,274,6962,0.03472,0.04384
2001,46-65 y.,Western Europe,0.01078,52,6962,0.00835,0.01320
2001,66 and older,Germany,0.91250,3064,3327,0.90290,0.92210
2001,66 and older,Southern Europe,0.01224,74,3327,0.00850,0.01598
2001,66 and older,Western Asia,0.00526,33,3327,0.00280,0.00772
2001,66 and older,Eastern Europe,0.04593,156,3327,0.03881,0.05304
2002,17-29 y.,Germany,0.85726,3701,4077,0.84652,0.86800
2002,17-29 y.,Southern Europe,0.01705,57,4077,0.01307,0.02102
2002,17-29 y.,Central Asia,0.03022,77,4077,0.02496,0.03547
2002,17-29 y.,Western Asia,0.02721,86,4077,0.02221,0.03220
2002,17-29 y.,Eastern Europe,0.04525,156,4077,0.03887,0.05163
2002,30-45 y.,Germany,0.86342,6470,7334,0.85556,0.87128
2002,30-45 y.,Southern Europe,0.02695,214,7334,0.02324,0.03066
2002,30-45 y.,Central Asia,0.01309,78,7334,0.01049,0.01569
2002,30-45 y.,Western Asia,0.03847,314,7334,0.03407,0.04288
2002,30-45 y.,Eastern Europe,0.03007,216,7334,0.02616,0.03397
2002,30-45 y.,Western Europe,0.00860,42,7334,0.00649,0.01072
2002,46-65 y.,Germany,0.86210,6816,7715,0.85441,0.86980
2002,46-65 y.,Southern Europe,0.03606,337,7715,0.03190,0.04022
2002,46-65 y.,Central Asia,0.00625,42,7715,0.00449,0.00801
2002,46-65 y.,Western Asia,0.02262,177,7715,0.01930,0.02593
2002,46-65 y.,Eastern Europe,0.04134,273,7715,0.03689,0.04578
2002,46-65 y.,Western Europe,0.01145,70,7715,0.00908,0.01382
2002,66 and older,Germany,0.90861,3243,3512,0.89908,0.91814
2002,66 and older,Southern Europe,0.01260,70,3512,0.00891,0.01628
2002,66 and older,Western Asia,0.00676,40,3512,0.00405,0.00947
2002,66 and older,Eastern Europe,0.04576,159,3512,0.03885,0.05267
2003,17-29 y.,Germany,0.86942,3627,3940,0.85890,0.87995
2003,17-29 y.,Southern Europe,0.01058,37,3940,0.00738,0.01377
2003,17-29 y.,Central Asia,0.02496,69,3940,0.02009,0.02983
2003,17-29 y.,Western Asia,0.02530,65,3940,0.02040,0.03021
2003,17-29 y.,Eastern Europe,0.04202,142,3940,0.03576,0.04829
2003,30-45 y.,Germany,0.85975,6043,6835,0.85151,0.86798
2003,30-45 y.,Southern Europe,0.02719,196,6835,0.02333,0.03104
2003,30-45 y.,Central Asia,0.01307,75,6835,0.01038,0.01577
2003,30-45 y.,Western Asia,0.03742,292,6835,0.03292,0.04192
2003,30-45 y.,Eastern Europe,0.03206,194,6835,0.02788,0.03623
2003,30-45 y.,Western Europe,0.00884,35,6835,0.00662,0.01106
2003,46-65 y.,Germany,0.85921,6584,7432,0.85130,0.86712
2003,46-65 y.,Southern Europe,0.03557,310,7432,0.03136,0.03978
2003,46-65 y.,Central Asia,0.00593,39,7432,0.00418,0.00767
2003,46-65 y.,Western Asia,0.02308,161,7432,0.01966,0.02649
2003,46-65 y.,Eastern Europe,0.04222,274,7432,0.03765,0.04679
2003,46-65 y.,Western Europe,0.01134,64,7432,0.00894,0.01375
2003,66 and older,Germany,0.90646,3293,3569,0.89690,0.91601
2003,66 and older,Southern Europe,0.01359,74,3569,0.00979,0.01739
2003,66 and older,Western Asia,0.00878,46,3569,0.00572,0.01184
2003,66 and older,Eastern Europe,0.04496,156,3569,0.03816,0.05176
2004,17-29 y.,Germany,0.87057,3586,3901,0.86003,0.88110
2004,17-29 y.,Southern Europe,0.01550,44,3901,0.01162,0.01938
2004,17-29 y.,Central Asia,0.02948,74,3901,0.02417,0.03479
2004,17-29 y.,Western Asia,0.02230,56,3901,0.01767,0.02694
2004,17-29 y.,Eastern Europe,0.03832,141,3901,0.03230,0.04435
2004,30-45 y.,Germany,0.85610,5681,6440,0.84753,0.86468
2004,30-45 y.,Southern Europe,0.02856,187,6440,0.02449,0.03263
2004,30-45 y.,Central Asia,0.01350,68,6440,0.01068,0.01632
2004,30-45 y.,Western Asia,0.04232,288,6440,0.03740,0.04724
2004,30-45 y.,Eastern Europe,0.03162,184,6440,0.02735,0.03589
2004,30-45 y.,Western Europe,0.00869,32,6440,0.00642,0.01095
2004,46-65 y.,Germany,0.85398,6412,7233,0.84584,0.86212
2004,46-65 y.,Southern Europe,0.03679,288,7233,0.03245,0.04113
2004,46-65 y.,Central Asia,0.00677,45,7233,0.00488,0.00866
2004,46-65 y.,Western Asia,0.02277,154,7233,0.01934,0.02621
2004,46-65 y.,Eastern Europe,0.04301,267,7233,0.03834,0.04769
2004,46-65 y.,Western Europe,0.01348,67,7233,0.01082,0.01614
2004,66 and older,Germany,0.90738,3397,3676,0.89800,0.91675
2004,66 and older,Southern Europe,0.01533,78,3676,0.01135,0.01930
2004,66 and older,Western Asia,0.00846,46,3676,0.00550,0.01142
2004,66 and older,Eastern Europe,0.04324,155,3676,0.03667,0.04982
2005,17-29 y.,Germany,0.88773,3513,3747,0.87762,0.89784
2005,17-29 y.,Central Asia,0.02766,66,3747,0.02240,0.03291
2005,17-29 y.,Western Asia,0.01944,47,3747,0.01502,0.02386
2005,17-29 y.,Eastern Europe,0.03113,121,3747,0.02556,0.03669
2005,30-45 y.,Germany,0.85277,5292,5975,0.84378,0.86175
2005,30-45 y.,Southern Europe,0.02870,169,5975,0.02446,0.03293
2005,30-45 y.,Central Asia,0.01261,63,5975,0.00978,0.01544
2005,30-45 y.,Western Asia,0.04277,277,5975,0.03764,0.04790
2005,30-45 y.,Eastern Europe,0.03328,174,5975,0.02873,0.03782
2005,46-65 y.,Germany,0.85064,6126,6891,0.84222,0.85906
2005,46-65 y.,Southern Europe,0.04257,275,6891,0.03780,0.04734
2005,46-65 y.,Central Asia,0.00788,47,6891,0.00579,0.00997
2005,46-65 y.,Western Asia,0.02273,143,6891,0.01921,0.02625
2005,46-65 y.,Eastern Europe,0.04004,240,6891,0.03541,0.04467
2005,46-65 y.,Western Europe,0.01289,60,6891,0.01023,0.01555
2005,66 and older,Germany,0.90218,3400,3683,0.89259,0.91178
2005,66 and older,Southern Europe,0.01504,78,3683,0.01111,0.01898
2005,66 and older,Western Asia,0.00991,48,3683,0.00671,0.01312
2005,66 and older,Eastern Europe,0.04571,157,3683,0.03896,0.05245
2006,17-29 y.,Germany,0.88352,3654,3895,0.87344,0.89359
2006,17-29 y.,Central Asia,0.02554,66,3895,0.02059,0.03050
2006,17-29 y.,Western Asia,0.01778,43,3895,0.01363,0.02193
2006,17-29 y.,Eastern Europe,0.03704,132,3895,0.03111,0.04297
2006,30-45 y.,Germany,0.85369,5496,6162,0.84486,0.86251
2006,30-45 y.,Southern Europe,0.02603,146,6162,0.02205,0.03001
2006,30-45 y.,Central Asia,0.01595,73,6162,0.01282,0.01908
2006,30-45 y.,Western Asia,0.04245,259,6162,0.03741,0.04748
2006,30-45 y.,Eastern Europe,0.03354,188,6162,0.02904,0.03803
2006,46-65 y.,Germany,0.85069,6696,7448,0.84259,0.85878
2006,46-65 y.,Southern Europe,0.04118,247,7448,0.03667,0.04569
2006,46-65 y.,Central Asia,0.00746,47,7448,0.00550,0.00941
2006,46-65 y.,Western Asia,0.02534,133,7448,0.02177,0.02891
2006,46-65 y.,Eastern Europe,0.03876,259,7448,0.03438,0.04314
2006,46-65 y.,Western Europe,0.01452,66,7448,0.01180,0.01723
2006,66 and older,Germany,0.90579,4040,4334,0.89709,0.91449
2006,66 and older,Southern Europe,0.01658,80,4334,0.01278,0.02038
2006,66 and older,Western Asia,0.01025,53,4334,0.00725,0.01325
2006,66 and older,Eastern Europe,0.04067,161,4334,0.03479,0.04655
2007,17-29 y.,Germany,0.89653,3457,3635,0.88663,0.90644
2007,17-29 y.,Central Asia,0.02399,62,3635,0.01901,0.02896
2007,17-29 y.,Eastern Europe,0.03532,116,3635,0.02932,0.04132
2007,30-45 y.,Germany,0.85824,5023,5611,0.84911,0.86737
2007,30-45 y.,Southern Europe,0.02557,124,5611,0.02144,0.02970
2007,30-45 y.,Central Asia,0.01399,67,5611,0.01091,0.01706
2007,30-45 y.,Western Asia,0.04002,222,5611,0.03489,0.04515
2007,30-45 y.,Eastern Europe,0.03627,175,5611,0.03138,0.04116
2007,46-65 y.,Germany,0.84782,6271,6949,0.83937,0.85626
2007,46-65 y.,Southern Europe,0.04510,225,6949,0.04022,0.04998
2007,46-65 y.,Central Asia,0.00771,41,6949,0.00566,0.00977
2007,46-65 y.,Western Asia,0.02449,117,6949,0.02085,0.02812
2007,46-65 y.,Eastern Europe,0.03798,233,6949,0.03348,0.04247
2007,46-65 y.,Western Europe,0.01581,62,6949,0.01288,0.01875
2007,66 and older,Germany,0.90343,3966,4257,0.89456,0.91231
2007,66 and older,Southern Europe,0.02177,85,4257,0.01739,0.02616
2007,66 and older,Western Asia,0.01126,53,4257,0.00809,0.01443
2007,66 and older,Eastern Europe,0.03777,153,4257,0.03205,0.04350
2008,17-29 y.,Germany,0.90127,3183,3325,0.89113,0.91141
2008,17-29 y.,Central Asia,0.02216,50,3325,0.01715,0.02716
2008,17-29 y.,Eastern Europe,0.03312,92,3325,0.02704,0.03920
2008,30-45 y.,Germany,0.86057,4565,5081,0.85104,0.87010
2008,30-45 y.,Southern Europe,0.02471,106,5081,0.02044,0.02897
