year,age_gr,regtyp,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,30-45 y.,Urban regions,Western Asia,0.04062,254,2331,0.03260,0.04863
1987,30-45 y.,Urban regions,Eastern Europe,0.01338,32,2331,0.00872,0.01805
1987,30-45 y.,Rural regions,Germany,0.90665,502,581,0.88297,0.93033
1987,30-45 y.,Rural regions,Southern Europe,0.02891,79,581,0.01527,0.04254
1987,46-65 y.,Urban regions,Germany,0.86993,1746,2397,0.85646,0.88339
1987,46-65 y.,Urban regions,Southern Europe,0.03166,405,2397,0.02465,0.03867
1987,46-65 y.,Urban regions,Western Asia,0.01972,200,2397,0.01415,0.02528
1987,46-65 y.,Urban regions,Eastern Europe,0.02474,46,2397,0.01852,0.03096
1987,46-65 y.,Rural regions,Germany,0.92977,552,602,0.90934,0.95020
1987,46-65 y.,Rural regions,Southern Europe,0.01466,50,602,0.00505,0.02427
1987,66 and older,Urban regions,Germany,0.95105,746,746,0.93556,0.96655
1987,66 and older,Rural regions,Germany,0.97751,266,266,0.95966,0.99536
1988,17-29 y.,Urban regions,Germany,0.89761,1616,2208,0.88496,0.91026
1988,17-29 y.,Urban regions,Southern Europe,0.02157,243,2208,0.01551,0.02764
1988,17-29 y.,Urban regions,Western Asia,0.03996,349,2208,0.03179,0.04813
1988,17-29 y.,Rural regions,Germany,0.94586,488,523,0.92645,0.96527
1988,17-29 y.,Rural regions,Western Asia,0.01186,35,523,0.00257,0.02115
1988,30-45 y.,Urban regions,Germany,0.85675,1541,2140,0.84191,0.87160
1988,30-45 y.,Urban regions,Southern Europe,0.04032,385,2140,0.03198,0.04865
1988,30-45 y.,Urban regions,Western Asia,0.03463,214,2140,0.02688,0.04237
1988,30-45 y.,Rural regions,Germany,0.91268,478,556,0.88919,0.93617
1988,30-45 y.,Rural regions,Southern Europe,0.02518,78,556,0.01214,0.03821
1988,46-65 y.,Urban regions,Germany,0.86849,1679,2333,0.85477,0.88221
1988,46-65 y.,Urban regions,Southern Europe,0.02933,396,2333,0.02248,0.03617
1988,46-65 y.,Urban regions,Western Asia,0.02087,212,2333,0.01506,0.02667
1988,46-65 y.,Urban regions,Eastern Europe,0.02596,46,2333,0.01950,0.03241
1988,46-65 y.,Rural regions,Germany,0.93373,528,578,0.91343,0.95402
1988,46-65 y.,Rural regions,Southern Europe,0.01322,50,578,0.00390,0.02254
1988,66 and older,Urban regions,Germany,0.94905,725,725,0.93303,0.96507
1988,66 and older,Rural regions,Germany,0.96761,248,248,0.94554,0.98969
1989,17-29 y.,Urban regions,Germany,0.89214,1610,2182,0.87912,0.90516
1989,17-29 y.,Urban regions,Southern Europe,0.02183,217,2182,0.01569,0.02796
1989,17-29 y.,Urban regions,Western Asia,0.04526,355,2182,0.03653,0.05398
1989,17-29 y.,Rural regions,Germany,0.93837,480,513,0.91754,0.95920
1989,17-29 y.,Rural regions,Western Asia,0.01369,33,513,0.00362,0.02375
1989,30-45 y.,Urban regions,Germany,0.85608,1523,2104,0.84108,0.87108
1989,30-45 y.,Urban regions,Southern Europe,0.04291,374,2104,0.03425,0.05157
1989,30-45 y.,Urban regions,Western Asia,0.03542,207,2104,0.02752,0.04332
1989,30-45 y.,Rural regions,Germany,0.90832,443,516,0.88340,0.93324
1989,30-45 y.,Rural regions,Southern Europe,0.02966,73,516,0.01501,0.04432
1989,46-65 y.,Urban regions,Germany,0.86015,1589,2249,0.84582,0.87449
1989,46-65 y.,Urban regions,Southern Europe,0.03326,391,2249,0.02585,0.04068
1989,46-65 y.,Urban regions,Western Asia,0.02378,222,2249,0.01748,0.03008
1989,46-65 y.,Urban regions,Eastern Europe,0.02669,47,2249,0.02003,0.03336
1989,46-65 y.,Rural regions,Germany,0.92072,489,538,0.89787,0.94358
1989,46-65 y.,Rural regions,Southern Europe,0.01588,49,538,0.00530,0.02645
1989,66 and older,Urban regions,Germany,0.93922,699,699,0.92150,0.95695
1989,66 and older,Rural regions,Germany,0.96265,243,243,0.93876,0.98654
1990,17-29 y.,Urban regions,Germany,0.89543,1906,2431,0.88326,0.90759
1990,17-29 y.,Urban regions,Southern Europe,0.01998,199,2431,0.01442,0.02555
1990,17-29 y.,Urban regions,Western Asia,0.04307,326,2431,0.03500,0.05114
1990,17-29 y.,Rural regions,Germany,0.95926,1230,1264,0.94836,0.97017
1990,17-29 y.,Rural regions,Western Asia,0.00897,34,1264,0.00377,0.01417
1990,30-45 y.,Urban regions,Germany,0.86750,1998,2593,0.85445,0.88055
1990,30-45 y.,Urban regions,Southern Europe,0.04053,368,2593,0.03294,0.04812
1990,30-45 y.,Urban regions,Western Asia,0.03213,196,2593,0.02534,0.03892
1990,30-45 y.,Urban regions,Eastern Europe,0.01006,31,2593,0.00622,0.01390
1990,30-45 y.,Rural regions,Germany,0.93960,1396,1462,0.92739,0.95182
1990,30-45 y.,Rural regions,Southern Europe,0.01561,66,1462,0.00926,0.02197
1990,46-65 y.,Urban regions,Germany,0.85634,1964,2630,0.84293,0.86975
1990,46-65 y.,Urban regions,Southern Europe,0.03387,382,2630,0.02695,0.04078
1990,46-65 y.,Urban regions,Western Asia,0.02467,225,2630,0.01874,0.03060
1990,46-65 y.,Urban regions,Eastern Europe,0.02692,59,2630,0.02074,0.03311
1990,46-65 y.,Rural regions,Germany,0.92039,1283,1385,0.90613,0.93465
1990,46-65 y.,Rural regions,Southern Europe,0.01128,53,1385,0.00572,0.01685
1990,46-65 y.,Rural regions,Eastern Europe,0.03494,49,1385,0.02526,0.04461
1990,66 and older,Urban regions,Germany,0.93727,833,833,0.92079,0.95374
1990,66 and older,Rural regions,Germany,0.95357,520,520,0.93547,0.97167
1991,17-29 y.,Urban regions,Germany,0.89043,1839,2342,0.87778,0.90309
1991,17-29 y.,Urban regions,Southern Europe,0.02149,179,2342,0.01562,0.02737
1991,17-29 y.,Urban regions,Western Asia,0.04955,324,2342,0.04076,0.05835
1991,17-29 y.,Rural regions,Germany,0.95826,1167,1200,0.94694,0.96958
1991,17-29 y.,Rural regions,Western Asia,0.00943,33,1200,0.00396,0.01490
1991,30-45 y.,Urban regions,Germany,0.86509,2030,2596,0.85194,0.87823
1991,30-45 y.,Urban regions,Southern Europe,0.03966,350,2596,0.03215,0.04717
1991,30-45 y.,Urban regions,Western Asia,0.03207,182,2596,0.02529,0.03884
1991,30-45 y.,Urban regions,Eastern Europe,0.01166,34,2596,0.00753,0.01580
1991,30-45 y.,Rural regions,Germany,0.94138,1409,1471,0.92937,0.95339
1991,30-45 y.,Rural regions,Southern Europe,0.01485,62,1471,0.00867,0.02103
1991,46-65 y.,Urban regions,Germany,0.84277,1862,2538,0.82860,0.85693
1991,46-65 y.,Urban regions,Southern Europe,0.03889,375,2538,0.03136,0.04641
1991,46-65 y.,Urban regions,Western Asia,0.03076,239,2538,0.02404,0.03748
1991,46-65 y.,Urban regions,Eastern Europe,0.02906,62,2538,0.02252,0.03559
1991,46-65 y.,Rural regions,Germany,0.91605,1251,1353,0.90127,0.93083
1991,46-65 y.,Rural regions,Southern Europe,0.01248,55,1353,0.00656,0.01839
1991,46-65 y.,Rural regions,Eastern Europe,0.03386,47,1353,0.02422,0.04350
1991,66 and older,Urban regions,Germany,0.92779,821,821,0.91007,0.94550
1991,66 and older,Rural regions,Germany,0.94159,496,496,0.92093,0.96225
1992,17-29 y.,Urban regions,Germany,0.88619,1810,2279,0.87315,0.89923
1992,17-29 y.,Urban regions,Southern Europe,0.02289,166,2279,0.01675,0.02904
1992,17-29 y.,Urban regions,Western Asia,0.05184,303,2279,0.04273,0.06094
1992,17-29 y.,Rural regions,Germany,0.95365,1099,1133,0.94140,0.96590
1992,17-29 y.,Rural regions,Western Asia,0.00960,34,1133,0.00392,0.01527
1992,30-45 y.,Urban regions,Germany,0.86239,2044,2580,0.84910,0.87569
1992,30-45 y.,Urban regions,Southern Europe,0.04093,319,2580,0.03329,0.04858
1992,30-45 y.,Urban regions,Western Asia,0.03356,185,2580,0.02661,0.04051
1992,30-45 y.,Urban regions,Eastern Europe,0.01254,32,2580,0.00824,0.01683
1992,30-45 y.,Rural regions,Germany,0.93966,1374,1431,0.92732,0.95200
1992,30-45 y.,Rural regions,Southern Europe,0.01470,57,1431,0.00846,0.02094
1992,46-65 y.,Urban regions,Germany,0.83464,1833,2511,0.82011,0.84918
1992,46-65 y.,Urban regions,Southern Europe,0.04532,371,2511,0.03718,0.05346
1992,46-65 y.,Urban regions,Western Asia,0.03525,244,2511,0.02803,0.04246
1992,46-65 y.,Urban regions,Eastern Europe,0.02840,63,2511,0.02190,0.03490
1992,46-65 y.,Rural regions,Germany,0.90979,1181,1288,0.89413,0.92544
1992,46-65 y.,Rural regions,Southern Europe,0.01642,62,1288,0.00948,0.02336
1992,46-65 y.,Rural regions,Eastern Europe,0.03439,45,1288,0.02443,0.04434
1992,66 and older,Urban regions,Germany,0.92412,825,825,0.90604,0.94220
1992,66 and older,Rural regions,Germany,0.93487,481,481,0.91279,0.95694
1993,17-29 y.,Urban regions,Germany,0.87882,1817,2247,0.86532,0.89232
1993,17-29 y.,Urban regions,Southern Europe,0.02815,155,2247,0.02131,0.03499
1993,17-29 y.,Urban regions,Western Asia,0.05414,275,2247,0.04478,0.06350
1993,17-29 y.,Rural regions,Germany,0.95484,1084,1117,0.94266,0.96703
1993,17-29 y.,Rural regions,Western Asia,0.01163,33,1117,0.00534,0.01792
1993,30-45 y.,Urban regions,Germany,0.86583,2075,2592,0.85270,0.87895
1993,30-45 y.,Urban regions,Southern Europe,0.04202,304,2592,0.03430,0.04975
1993,30-45 y.,Urban regions,Western Asia,0.03265,182,2592,0.02580,0.03949
1993,30-45 y.,Urban regions,Eastern Europe,0.01216,31,2592,0.00794,0.01638
1993,30-45 y.,Rural regions,Germany,0.93589,1370,1420,0.92314,0.94863
1993,30-45 y.,Rural regions,Southern Europe,0.01286,50,1420,0.00700,0.01873
1993,46-65 y.,Urban regions,Germany,0.82193,1805,2477,0.80686,0.83700
1993,46-65 y.,Urban regions,Southern Europe,0.05011,371,2477,0.04152,0.05870
1993,46-65 y.,Urban regions,Western Asia,0.03808,240,2477,0.03054,0.04562
1993,46-65 y.,Urban regions,Eastern Europe,0.02729,61,2477,0.02087,0.03370
1993,46-65 y.,Rural regions,Germany,0.90899,1158,1269,0.89316,0.92483
1993,46-65 y.,Rural regions,Southern Europe,0.01793,68,1269,0.01063,0.02524
1993,46-65 y.,Rural regions,Eastern Europe,0.03632,43,1269,0.02602,0.04662
1993,66 and older,Urban regions,Germany,0.91557,825,857,0.89694,0.93419
1993,66 and older,Urban regions,Southern Europe,0.00548,32,857,0.00054,0.01043
1993,66 and older,Rural regions,Germany,0.92774,492,492,0.90484,0.95065
1994,17-29 y.,Urban regions,Germany,0.87645,1789,2172,0.86261,0.89029
1994,17-29 y.,Urban regions,Southern Europe,0.03104,140,2172,0.02375,0.03834
1994,17-29 y.,Urban regions,Western Asia,0.05555,243,2172,0.04591,0.06518
1994,17-29 y.,Rural regions,Germany,0.95341,1034,1034,0.94055,0.96626
1994,30-45 y.,Urban regions,Germany,0.86149,2081,2549,0.84808,0.87491
1994,30-45 y.,Urban regions,Southern Europe,0.04165,283,2549,0.03390,0.04941
1994,30-45 y.,Urban regions,Western Asia,0.03478,185,2549,0.02766,0.04189
1994,30-45 y.,Rural regions,Germany,0.93767,1354,1400,0.92501,0.95034
1994,30-45 y.,Rural regions,Southern Europe,0.01294,46,1400,0.00702,0.01887
1994,46-65 y.,Urban regions,Germany,0.81989,1778,2431,0.80461,0.83517
1994,46-65 y.,Urban regions,Southern Europe,0.05470,364,2431,0.04566,0.06374
1994,46-65 y.,Urban regions,Western Asia,0.03988,228,2431,0.03210,0.04766
1994,46-65 y.,Urban regions,Eastern Europe,0.02682,61,2431,0.02039,0.03324
1994,46-65 y.,Rural regions,Germany,0.90523,1159,1270,0.88911,0.92134
1994,46-65 y.,Rural regions,Southern Europe,0.01933,68,1270,0.01176,0.02691
1994,46-65 y.,Rural regions,Eastern Europe,0.03844,43,1270,0.02786,0.04902
1994,66 and older,Urban regions,Germany,0.90375,838,872,0.88416,0.92333
1994,66 and older,Urban regions,Southern Europe,0.00693,34,872,0.00142,0.01244
1994,66 and older,Rural regions,Germany,0.92316,483,483,0.89938,0.94694
1995,17-29 y.,Urban regions,Germany,0.83154,1712,2148,0.81571,0.84737
1995,17-29 y.,Urban regions,Southern Europe,0.03276,130,2148,0.02523,0.04029
1995,17-29 y.,Urban regions,Western Asia,0.05590,227,2148,0.04618,0.06562
1995,17-29 y.,Urban regions,Eastern Europe,0.03227,79,2148,0.02479,0.03974
1995,17-29 y.,Rural regions,Germany,0.94250,1041,1041,0.92835,0.95664
1995,30-45 y.,Urban regions,Germany,0.82480,2105,2734,0.81055,0.83905
1995,30-45 y.,Urban regions,Southern Europe,0.04126,276,2734,0.03380,0.04871
1995,30-45 y.,Urban regions,Western Asia,0.03395,206,2734,0.02716,0.04074
1995,30-45 y.,Urban regions,Eastern Europe,0.03842,147,2734,0.03121,0.04562
1995,30-45 y.,Rural regions,Germany,0.91331,1412,1489,0.89901,0.92761
1995,30-45 y.,Rural regions,Southern Europe,0.01230,44,1489,0.00670,0.01790
1995,30-45 y.,Rural regions,Eastern Europe,0.02056,33,1489,0.01335,0.02777
1995,46-65 y.,Urban regions,Germany,0.81123,1749,2454,0.79575,0.82672
1995,46-65 y.,Urban regions,Southern Europe,0.04936,367,2454,0.04079,0.05793
1995,46-65 y.,Urban regions,Western Asia,0.03238,217,2454,0.02538,0.03939
1995,46-65 y.,Urban regions,Eastern Europe,0.04379,121,2454,0.03570,0.05189
1995,46-65 y.,Rural regions,Germany,0.89756,1176,1305,0.88110,0.91402
1995,46-65 y.,Rural regions,Southern Europe,0.01643,71,1305,0.00953,0.02333
1995,46-65 y.,Rural regions,Eastern Europe,0.04701,58,1305,0.03552,0.05850
1995,66 and older,Urban regions,Germany,0.88687,844,928,0.86648,0.90726
1995,66 and older,Urban regions,Southern Europe,0.00831,41,928,0.00247,0.01415
1995,66 and older,Urban regions,Eastern Europe,0.03261,43,928,0.02117,0.04404
1995,66 and older,Rural regions,Germany,0.91633,466,466,0.89116,0.94149
1996,17-29 y.,Urban regions,Germany,0.82764,1616,1999,0.81107,0.84420
1996,17-29 y.,Urban regions,Southern Europe,0.03465,115,1999,0.02663,0.04267
1996,17-29 y.,Urban regions,Western Asia,0.05548,187,1999,0.04544,0.06552
1996,17-29 y.,Urban regions,Eastern Europe,0.03304,81,1999,0.02520,0.04088
1996,17-29 y.,Rural regions,Germany,0.93946,1012,1012,0.92476,0.95416
1996,30-45 y.,Urban regions,Germany,0.83759,2190,2778,0.82387,0.85131
1996,30-45 y.,Urban regions,Southern Europe,0.04035,243,2778,0.03303,0.04767
1996,30-45 y.,Urban regions,Western Asia,0.03307,216,2778,0.02642,0.03972
1996,30-45 y.,Urban regions,Eastern Europe,0.03442,129,2778,0.02764,0.04120
1996,30-45 y.,Rural regions,Germany,0.91831,1392,1470,0.90430,0.93231
1996,30-45 y.,Rural regions,Southern Europe,0.01229,44,1470,0.00665,0.01792
1996,30-45 y.,Rural regions,Eastern Europe,0.02370,34,1470,0.01592,0.03147
1996,46-65 y.,Urban regions,Germany,0.81239,1724,2390,0.79674,0.82805
1996,46-65 y.,Urban regions,Southern Europe,0.05195,350,2390,0.04305,0.06085
1996,46-65 y.,Urban regions,Western Asia,0.03354,205,2390,0.02632,0.04076
1996,46-65 y.,Urban regions,Eastern Europe,0.03970,111,2390,0.03187,0.04753
1996,46-65 y.,Rural regions,Germany,0.89619,1195,1320,0.87973,0.91265
1996,46-65 y.,Rural regions,Southern Europe,0.01852,75,1320,0.01124,0.02580
1996,46-65 y.,Rural regions,Eastern Europe,0.04503,50,1320,0.03384,0.05622
1996,66 and older,Urban regions,Germany,0.87992,854,948,0.85921,0.90062
1996,66 and older,Urban regions,Southern Europe,0.01040,46,948,0.00394,0.01686
1996,66 and older,Urban regions,Eastern Europe,0.03726,48,948,0.02519,0.04932
1996,66 and older,Rural regions,Germany,0.91209,467,467,0.88639,0.93780
1997,17-29 y.,Urban regions,Germany,0.82727,1566,1904,0.81029,0.84425
1997,17-29 y.,Urban regions,Southern Europe,0.03490,103,1904,0.02665,0.04314
1997,17-29 y.,Urban regions,Western Asia,0.05135,152,1904,0.04144,0.06127
1997,17-29 y.,Urban regions,Eastern Europe,0.04000,83,1904,0.03120,0.04881
1997,17-29 y.,Rural regions,Germany,0.94248,985,985,0.92793,0.95703
1997,30-45 y.,Urban regions,Germany,0.84234,2183,2759,0.82874,0.85594
1997,30-45 y.,Urban regions,Southern Europe,0.03992,225,2759,0.03261,0.04723
1997,30-45 y.,Urban regions,Western Asia,0.03382,224,2759,0.02707,0.04057
1997,30-45 y.,Urban regions,Eastern Europe,0.03634,127,2759,0.02936,0.04333
1997,30-45 y.,Rural regions,Germany,0.92263,1361,1404,0.90865,0.93661
1997,30-45 y.,Rural regions,Southern Europe,0.01261,43,1404,0.00677,0.01845
1997,46-65 y.,Urban regions,Germany,0.80627,1707,2354,0.79030,0.82223
1997,46-65 y.,Urban regions,Southern Europe,0.05556,339,2354,0.04630,0.06481
1997,46-65 y.,Urban regions,Western Asia,0.03599,198,2354,0.02846,0.04352
1997,46-65 y.,Urban regions,Eastern Europe,0.04141,110,2354,0.03336,0.04946
1997,46-65 y.,Rural regions,Germany,0.89783,1206,1328,0.88153,0.91412
1997,46-65 y.,Rural regions,Southern Europe,0.01878,71,1328,0.01148,0.02609
1997,46-65 y.,Rural regions,Eastern Europe,0.04790,51,1328,0.03641,0.05939
1997,66 and older,Urban regions,Germany,0.88360,872,977,0.86348,0.90372
1997,66 and older,Urban regions,Southern Europe,0.01358,54,977,0.00632,0.02084
1997,66 and older,Urban regions,Eastern Europe,0.03955,51,977,0.02733,0.05178
1997,66 and older,Rural regions,Germany,0.90857,477,477,0.88268,0.93446
1998,17-29 y.,Urban regions,Germany,0.84093,1686,2014,0.82496,0.85691
1998,17-29 y.,Urban regions,Southern Europe,0.02882,85,2014,0.02151,0.03613
1998,17-29 y.,Urban regions,Central Asia,0.01477,32,2014,0.00950,0.02004
1998,17-29 y.,Urban regions,Western Asia,0.04768,130,2014,0.03837,0.05699
1998,17-29 y.,Urban regions,Eastern Europe,0.03697,81,2014,0.02873,0.04521
1998,17-29 y.,Rural regions,Germany,0.94513,1044,1044,0.93131,0.95895
1998,30-45 y.,Urban regions,Germany,0.84077,2507,3096,0.82788,0.85366
1998,30-45 y.,Urban regions,Southern Europe,0.04274,219,3096,0.03561,0.04986
1998,30-45 y.,Urban regions,Central Asia,0.00927,33,3096,0.00590,0.01265
1998,30-45 y.,Urban regions,Western Asia,0.03744,216,3096,0.03075,0.04413
1998,30-45 y.,Urban regions,Eastern Europe,0.03393,121,3096,0.02755,0.04030
1998,30-45 y.,Rural regions,Germany,0.93307,1535,1567,0.92069,0.94545
1998,30-45 y.,Rural regions,Southern Europe,0.00868,32,1567,0.00408,0.01327
1998,46-65 y.,Urban regions,Germany,0.80904,2044,2678,0.79415,0.82393
1998,46-65 y.,Urban regions,Southern Europe,0.05819,328,2678,0.04932,0.06705
1998,46-65 y.,Urban regions,Western Asia,0.03557,181,2678,0.02855,0.04259
1998,46-65 y.,Urban regions,Eastern Europe,0.03914,125,2678,0.03180,0.04649
1998,46-65 y.,Rural regions,Germany,0.90775,1418,1532,0.89326,0.92225
1998,46-65 y.,Rural regions,Southern Europe,0.01953,64,1532,0.01260,0.02646
1998,46-65 y.,Rural regions,Eastern Europe,0.03851,50,1532,0.02887,0.04815
1998,66 and older,Urban regions,Germany,0.89049,1052,1160,0.87251,0.90847
1998,66 and older,Urban regions,Southern Europe,0.01422,50,1160,0.00740,0.02103
1998,66 and older,Urban regions,Eastern Europe,0.04139,58,1160,0.02992,0.05286
1998,66 and older,Rural regions,Germany,0.90657,555,590,0.88306,0.93007
1998,66 and older,Rural regions,Eastern Europe,0.04700,35,590,0.02991,0.06409
1999,17-29 y.,Urban regions,Germany,0.85163,1607,1896,0.83562,0.86763
1999,17-29 y.,Urban regions,Southern Europe,0.02762,70,1896,0.02024,0.03499
1999,17-29 y.,Urban regions,Central Asia,0.01746,35,1896,0.01156,0.02336
1999,17-29 y.,Urban regions,Western Asia,0.04103,101,1896,0.03210,0.04996
1999,17-29 y.,Urban regions,Eastern Europe,0.04090,83,1896,0.03198,0.04982
1999,17-29 y.,Rural regions,Germany,0.95143,998,998,0.93809,0.96478
1999,30-45 y.,Urban regions,Germany,0.84216,2458,2990,0.82909,0.85523
1999,30-45 y.,Urban regions,Southern Europe,0.03823,186,2990,0.03136,0.04511
1999,30-45 y.,Urban regions,Western Asia,0.04302,233,2990,0.03575,0.05030
1999,30-45 y.,Urban regions,Eastern Europe,0.03342,113,2990,0.02697,0.03986
1999,30-45 y.,Rural regions,Germany,0.93472,1515,1515,0.92227,0.94716
1999,46-65 y.,Urban regions,Germany,0.81196,1976,2569,0.79685,0.82707
1999,46-65 y.,Urban regions,Southern Europe,0.05814,304,2569,0.04909,0.06719
1999,46-65 y.,Urban regions,Western Asia,0.03640,168,2569,0.02916,0.04365
1999,46-65 y.,Urban regions,Eastern Europe,0.04172,121,2569,0.03398,0.04945
1999,46-65 y.,Rural regions,Germany,0.91561,1365,1471,0.90140,0.92982
1999,46-65 y.,Rural regions,Southern Europe,0.01944,59,1471,0.01238,0.02649
1999,46-65 y.,Rural regions,Eastern Europe,0.03786,47,1471,0.02810,0.04762
1999,66 and older,Urban regions,Germany,0.88120,995,1114,0.86219,0.90021
1999,66 and older,Urban regions,Southern Europe,0.01611,52,1114,0.00871,0.02351
1999,66 and older,Urban regions,Eastern Europe,0.05223,67,1114,0.03916,0.06530
1999,66 and older,Rural regions,Germany,0.90830,556,593,0.88505,0.93155
1999,66 and older,Rural regions,Eastern Europe,0.05501,37,593,0.03664,0.07338
2000,17-29 y.,Urban regions,Germany,0.82597,2425,2840,0.81202,0.83992
2000,17-29 y.,Urban regions,Southern Europe,0.03124,90,2840,0.02484,0.03764
2000,17-29 y.,Urban regions,Central Asia,0.01820,53,2840,0.01329,0.02312
2000,17-29 y.,Urban regions,Western Asia,0.04100,119,2840,0.03371,0.04830
2000,17-29 y.,Urban regions,Eastern Europe,0.05537,153,2840,0.04695,0.06378
2000,17-29 y.,Rural regions,Germany,0.92889,1566,1630,0.91641,0.94137
2000,17-29 y.,Rural regions,Central Asia,0.02183,31,1630,0.01473,0.02893
2000,17-29 y.,Rural regions,Eastern Europe,0.01957,33,1630,0.01284,0.02629
2000,30-45 y.,Urban regions,Germany,0.83617,4398,5264,0.82617,0.84617
2000,30-45 y.,Urban regions,Southern Europe,0.03434,234,5264,0.02942,0.03926
2000,30-45 y.,Urban regions,Central Asia,0.01151,66,5264,0.00863,0.01440
2000,30-45 y.,Urban regions,Western Asia,0.04194,304,5264,0.03652,0.04736
2000,30-45 y.,Urban regions,Eastern Europe,0.03848,223,5264,0.03328,0.04367
2000,30-45 y.,Urban regions,Western Europe,0.01197,39,5264,0.00903,0.01491
2000,30-45 y.,Rural regions,Germany,0.92675,2592,2717,0.91695,0.93655
2000,30-45 y.,Rural regions,Central Asia,0.01434,36,2717,0.00987,0.01881
2000,30-45 y.,Rural regions,Western Asia,0.01070,38,2717,0.00683,0.01457
2000,30-45 y.,Rural regions,Eastern Europe,0.01923,51,2717,0.01406,0.02439
2000,46-65 y.,Urban regions,Germany,0.82776,4089,4942,0.81723,0.83829
2000,46-65 y.,Urban regions,Southern Europe,0.04777,344,4942,0.04182,0.05371
2000,46-65 y.,Urban regions,Western Asia,0.03069,203,4942,0.02588,0.03550
2000,46-65 y.,Urban regions,Eastern Europe,0.04933,256,4942,0.04329,0.05537
