year,age_gr,migback,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,17-29 y.,Direct migration background,Southern Europe,0.15783,98,501,0.12588,0.18979
2000,17-29 y.,Direct migration background,Central Asia,0.13910,84,501,0.10877,0.16944
2000,17-29 y.,Direct migration background,Western Asia,0.20989,133,501,0.17420,0.24559
2000,17-29 y.,Direct migration background,Eastern Europe,0.31082,186,501,0.27025,0.35138
2000,30-45 y.,Direct migration background,Southern Europe,0.19355,263,1026,0.16936,0.21774
2000,30-45 y.,Direct migration background,Central Asia,0.09117,102,1026,0.07355,0.10879
2000,30-45 y.,Direct migration background,Western Asia,0.23768,342,1026,0.21162,0.26374
2000,30-45 y.,Direct migration background,Eastern Europe,0.23947,274,1026,0.21334,0.26559
2000,30-45 y.,Direct migration background,Western Europe,0.07036,45,1026,0.05470,0.08601
2000,46-65 y.,Direct migration background,Southern Europe,0.26389,402,1038,0.23706,0.29071
2000,46-65 y.,Direct migration background,Central Asia,0.03042,37,1038,0.01996,0.04087
2000,46-65 y.,Direct migration background,Western Asia,0.17008,224,1038,0.14721,0.19295
2000,46-65 y.,Direct migration background,Eastern Europe,0.29874,317,1038,0.27088,0.32660
2000,46-65 y.,Direct migration background,Western Europe,0.07921,58,1038,0.06277,0.09565
2000,66 and older,Direct migration background,Southern Europe,0.11558,68,247,0.07563,0.15553
2000,66 and older,Direct migration background,Eastern Europe,0.55763,179,247,0.49557,0.61970
2001,17-29 y.,Direct migration background,Southern Europe,0.12038,70,421,0.08926,0.15150
2001,17-29 y.,Direct migration background,Central Asia,0.17231,80,421,0.13619,0.20843
2001,17-29 y.,Direct migration background,Western Asia,0.19667,104,421,0.15866,0.23469
2001,17-29 y.,Direct migration background,Eastern Europe,0.32069,167,421,0.27605,0.36533
2001,30-45 y.,Direct migration background,Southern Europe,0.20055,246,932,0.17483,0.22628
2001,30-45 y.,Direct migration background,Central Asia,0.10004,94,932,0.08077,0.11932
2001,30-45 y.,Direct migration background,Western Asia,0.26647,329,932,0.23807,0.29486
2001,30-45 y.,Direct migration background,Eastern Europe,0.22241,231,932,0.19570,0.24913
2001,30-45 y.,Direct migration background,Western Europe,0.05704,32,932,0.04215,0.07194
2001,46-65 y.,Direct migration background,Southern Europe,0.25439,351,912,0.22611,0.28268
2001,46-65 y.,Direct migration background,Central Asia,0.04073,40,912,0.02789,0.05356
2001,46-65 y.,Direct migration background,Western Asia,0.16833,195,912,0.14403,0.19262
2001,46-65 y.,Direct migration background,Eastern Europe,0.29322,274,912,0.26366,0.32279
2001,46-65 y.,Direct migration background,Western Europe,0.08047,52,912,0.06280,0.09813
2001,66 and older,Direct migration background,Southern Europe,0.13991,74,263,0.09790,0.18191
2001,66 and older,Direct migration background,Western Asia,0.06014,33,263,0.03135,0.08893
2001,66 and older,Direct migration background,Eastern Europe,0.52490,156,263,0.46443,0.58537
2002,17-29 y.,Direct migration background,Southern Europe,0.11942,57,376,0.08659,0.15224
2002,17-29 y.,Direct migration background,Central Asia,0.21168,77,376,0.17033,0.25302
2002,17-29 y.,Direct migration background,Western Asia,0.19060,86,376,0.15085,0.23036
2002,17-29 y.,Direct migration background,Eastern Europe,0.31703,156,376,0.26993,0.36413
2002,30-45 y.,Direct migration background,Southern Europe,0.19734,214,864,0.17078,0.22389
2002,30-45 y.,Direct migration background,Central Asia,0.09586,78,864,0.07622,0.11550
2002,30-45 y.,Direct migration background,Western Asia,0.28171,314,864,0.25169,0.31172
2002,30-45 y.,Direct migration background,Eastern Europe,0.22014,216,864,0.19250,0.24779
2002,30-45 y.,Direct migration background,Western Europe,0.06299,42,864,0.04678,0.07919
2002,46-65 y.,Direct migration background,Southern Europe,0.26150,337,899,0.23276,0.29024
2002,46-65 y.,Direct migration background,Central Asia,0.04533,42,899,0.03172,0.05894
2002,46-65 y.,Direct migration background,Western Asia,0.16401,177,899,0.13979,0.18823
2002,46-65 y.,Direct migration background,Eastern Europe,0.29976,273,899,0.26979,0.32972
2002,46-65 y.,Direct migration background,Western Europe,0.08303,70,899,0.06498,0.10108
2002,66 and older,Direct migration background,Southern Europe,0.13781,70,269,0.09654,0.17908
2002,66 and older,Direct migration background,Western Asia,0.07400,40,269,0.04266,0.10534
2002,66 and older,Direct migration background,Eastern Europe,0.50070,159,269,0.44084,0.56056
2003,17-29 y.,Direct migration background,Southern Europe,0.08101,37,313,0.05073,0.11128
2003,17-29 y.,Direct migration background,Central Asia,0.19116,69,313,0.14752,0.23479
2003,17-29 y.,Direct migration background,Western Asia,0.19377,65,313,0.14991,0.23763
2003,17-29 y.,Direct migration background,Eastern Europe,0.32184,142,313,0.27000,0.37368
2003,30-45 y.,Direct migration background,Southern Europe,0.19385,196,792,0.16630,0.22140
2003,30-45 y.,Direct migration background,Central Asia,0.09321,75,792,0.07295,0.11347
2003,30-45 y.,Direct migration background,Western Asia,0.26678,292,792,0.23595,0.29760
2003,30-45 y.,Direct migration background,Eastern Europe,0.22855,194,792,0.19929,0.25782
2003,30-45 y.,Direct migration background,Western Europe,0.06303,35,792,0.04609,0.07996
2003,46-65 y.,Direct migration background,Southern Europe,0.25264,310,848,0.22338,0.28191
2003,46-65 y.,Direct migration background,Central Asia,0.04209,39,848,0.02857,0.05561
2003,46-65 y.,Direct migration background,Western Asia,0.16392,161,848,0.13899,0.18885
2003,46-65 y.,Direct migration background,Eastern Europe,0.29988,274,848,0.26903,0.33074
2003,46-65 y.,Direct migration background,Western Europe,0.08058,64,848,0.06225,0.09891
2003,66 and older,Direct migration background,Southern Europe,0.14531,74,276,0.10365,0.18696
2003,66 and older,Direct migration background,Western Asia,0.09388,46,276,0.05941,0.12835
2003,66 and older,Direct migration background,Eastern Europe,0.48061,156,276,0.42156,0.53966
2004,17-29 y.,Direct migration background,Southern Europe,0.11975,44,315,0.08384,0.15566
2004,17-29 y.,Direct migration background,Central Asia,0.22776,74,315,0.18137,0.27414
2004,17-29 y.,Direct migration background,Western Asia,0.17230,56,315,0.13053,0.21407
2004,17-29 y.,Direct migration background,Eastern Europe,0.29609,141,315,0.24559,0.34658
2004,30-45 y.,Direct migration background,Southern Europe,0.19846,187,759,0.17006,0.22685
2004,30-45 y.,Direct migration background,Central Asia,0.09380,68,759,0.07305,0.11456
2004,30-45 y.,Direct migration background,Western Asia,0.29411,288,759,0.26168,0.32655
2004,30-45 y.,Direct migration background,Eastern Europe,0.21974,184,759,0.19027,0.24922
2004,30-45 y.,Direct migration background,Western Europe,0.06037,32,759,0.04341,0.07732
2004,46-65 y.,Direct migration background,Southern Europe,0.25193,288,821,0.22221,0.28164
2004,46-65 y.,Direct migration background,Central Asia,0.04638,45,821,0.03199,0.06077
2004,46-65 y.,Direct migration background,Western Asia,0.15596,154,821,0.13113,0.18080
2004,46-65 y.,Direct migration background,Eastern Europe,0.29457,267,821,0.26337,0.32577
2004,46-65 y.,Direct migration background,Western Europe,0.09232,67,821,0.07251,0.11213
2004,66 and older,Direct migration background,Southern Europe,0.16546,78,279,0.12177,0.20914
2004,66 and older,Direct migration background,Western Asia,0.09129,46,279,0.05743,0.12515
2004,66 and older,Direct migration background,Eastern Europe,0.46688,155,279,0.40823,0.52552
2005,17-29 y.,Direct migration background,Central Asia,0.24633,66,234,0.19100,0.30165
2005,17-29 y.,Direct migration background,Western Asia,0.17314,47,234,0.12456,0.22173
2005,17-29 y.,Direct migration background,Eastern Europe,0.27723,121,234,0.21976,0.33471
2005,30-45 y.,Direct migration background,Southern Europe,0.19490,169,683,0.16517,0.22463
2005,30-45 y.,Direct migration background,Central Asia,0.08564,63,683,0.06464,0.10664
2005,30-45 y.,Direct migration background,Western Asia,0.29050,277,683,0.25642,0.32457
2005,30-45 y.,Direct migration background,Eastern Europe,0.22601,174,683,0.19462,0.25740
2005,46-65 y.,Direct migration background,Southern Europe,0.28501,275,765,0.25300,0.31703
2005,46-65 y.,Direct migration background,Central Asia,0.05277,47,765,0.03692,0.06863
2005,46-65 y.,Direct migration background,Western Asia,0.15218,143,765,0.12671,0.17765
2005,46-65 y.,Direct migration background,Eastern Europe,0.26810,240,765,0.23669,0.29951
2005,46-65 y.,Direct migration background,Western Europe,0.08630,60,765,0.06639,0.10621
2005,66 and older,Direct migration background,Southern Europe,0.15381,78,283,0.11170,0.19591
2005,66 and older,Direct migration background,Western Asia,0.10136,48,283,0.06614,0.13659
2005,66 and older,Direct migration background,Eastern Europe,0.46726,157,283,0.40902,0.52549
2006,17-29 y.,Direct migration background,Central Asia,0.21928,66,241,0.16693,0.27163
2006,17-29 y.,Direct migration background,Western Asia,0.15267,43,241,0.10717,0.19818
2006,17-29 y.,Direct migration background,Eastern Europe,0.31798,132,241,0.25906,0.37690
2006,30-45 y.,Direct migration background,Southern Europe,0.17790,146,666,0.14884,0.20697
2006,30-45 y.,Direct migration background,Central Asia,0.10902,73,666,0.08533,0.13271
2006,30-45 y.,Direct migration background,Western Asia,0.29013,259,666,0.25563,0.32462
2006,30-45 y.,Direct migration background,Eastern Europe,0.22921,188,666,0.19726,0.26115
2006,46-65 y.,Direct migration background,Southern Europe,0.27581,247,752,0.24384,0.30777
2006,46-65 y.,Direct migration background,Central Asia,0.04995,47,752,0.03437,0.06553
2006,46-65 y.,Direct migration background,Western Asia,0.16972,133,752,0.14287,0.19657
2006,46-65 y.,Direct migration background,Eastern Europe,0.25959,259,752,0.22824,0.29095
2006,46-65 y.,Direct migration background,Western Europe,0.09722,66,752,0.07603,0.11841
2006,66 and older,Direct migration background,Southern Europe,0.17598,80,294,0.13237,0.21958
2006,66 and older,Direct migration background,Western Asia,0.10884,53,294,0.07318,0.14450
2006,66 and older,Direct migration background,Eastern Europe,0.43169,161,294,0.37497,0.48840
2007,17-29 y.,Direct migration background,Central Asia,0.23184,62,178,0.16967,0.29401
2007,17-29 y.,Direct migration background,Eastern Europe,0.34135,116,178,0.27149,0.41120
2007,30-45 y.,Direct migration background,Southern Europe,0.18034,124,588,0.14924,0.21145
2007,30-45 y.,Direct migration background,Central Asia,0.09867,67,588,0.07455,0.12280
2007,30-45 y.,Direct migration background,Western Asia,0.28228,222,588,0.24587,0.31870
2007,30-45 y.,Direct migration background,Eastern Europe,0.25585,175,588,0.22055,0.29114
2007,46-65 y.,Direct migration background,Southern Europe,0.29636,225,678,0.26196,0.33076
2007,46-65 y.,Direct migration background,Central Asia,0.05069,41,678,0.03417,0.06722
2007,46-65 y.,Direct migration background,Western Asia,0.16092,117,678,0.13324,0.18860
2007,46-65 y.,Direct migration background,Eastern Europe,0.24956,233,678,0.21696,0.28216
2007,46-65 y.,Direct migration background,Western Europe,0.10391,62,678,0.08093,0.12690
2007,66 and older,Direct migration background,Southern Europe,0.22549,85,291,0.17739,0.27358
2007,66 and older,Direct migration background,Western Asia,0.11658,53,291,0.07964,0.15352
2007,66 and older,Direct migration background,Eastern Europe,0.39116,153,291,0.33499,0.44733
2008,17-29 y.,Direct migration background,Central Asia,0.22440,50,142,0.15554,0.29327
2008,17-29 y.,Direct migration background,Eastern Europe,0.33546,92,142,0.25753,0.41340
2008,30-45 y.,Direct migration background,Southern Europe,0.17719,106,516,0.14421,0.21017
2008,30-45 y.,Direct migration background,Central Asia,0.11245,67,516,0.08516,0.13973
2008,30-45 y.,Direct migration background,Western Asia,0.28526,193,516,0.24626,0.32426
2008,30-45 y.,Direct migration background,Eastern Europe,0.23883,150,516,0.20201,0.27565
2008,46-65 y.,Direct migration background,Southern Europe,0.31991,214,604,0.28268,0.35714
2008,46-65 y.,Direct migration background,Central Asia,0.04905,35,604,0.03181,0.06629
2008,46-65 y.,Direct migration background,Western Asia,0.13850,95,604,0.11093,0.16607
2008,46-65 y.,Direct migration background,Eastern Europe,0.23635,203,604,0.20244,0.27026
2008,46-65 y.,Direct migration background,Western Europe,0.10659,57,604,0.08196,0.13122
2008,66 and older,Direct migration background,Southern Europe,0.21740,80,283,0.16926,0.26554
2008,66 and older,Direct migration background,Western Asia,0.11619,48,283,0.07879,0.15360
2008,66 and older,Direct migration background,Eastern Europe,0.39277,155,283,0.33577,0.44977
2009,17-29 y.,Direct migration background,Central Asia,0.21947,40,110,0.14177,0.29717
2009,17-29 y.,Direct migration background,Eastern Europe,0.31287,70,110,0.22583,0.39992
2009,30-45 y.,Direct migration background,Southern Europe,0.16073,90,452,0.12683,0.19463
2009,30-45 y.,Direct migration background,Central Asia,0.10943,63,452,0.08062,0.13824
2009,30-45 y.,Direct migration background,Western Asia,0.25919,161,452,0.21875,0.29963
2009,30-45 y.,Direct migration background,Eastern Europe,0.25939,138,452,0.21894,0.29985
2009,46-65 y.,Direct migration background,Southern Europe,0.33192,193,534,0.29194,0.37190
2009,46-65 y.,Direct migration background,Central Asia,0.05262,32,534,0.03367,0.07158
2009,46-65 y.,Direct migration background,Western Asia,0.14928,82,534,0.11903,0.17954
2009,46-65 y.,Direct migration background,Eastern Europe,0.23003,183,534,0.19430,0.26575
2009,46-65 y.,Direct migration background,Western Europe,0.09586,44,534,0.07086,0.12085
2009,66 and older,Direct migration background,Southern Europe,0.21307,71,262,0.16339,0.26275
2009,66 and older,Direct migration background,Western Asia,0.13384,42,262,0.09253,0.17515
2009,66 and older,Direct migration background,Eastern Europe,0.38851,149,262,0.32938,0.44764
2010,17-29 y.,Direct migration background,Southern Europe,0.20284,80,421,0.16438,0.24130
2010,17-29 y.,Direct migration background,Central Asia,0.22511,113,421,0.18516,0.26505
2010,17-29 y.,Direct migration background,Western Asia,0.11781,57,421,0.08698,0.14864
2010,17-29 y.,Direct migration background,Eastern Europe,0.32367,171,421,0.27892,0.36842
2010,30-45 y.,Direct migration background,Southern Asia,0.02946,46,1335,0.02038,0.03853
2010,30-45 y.,Direct migration background,Southern Europe,0.13252,225,1335,0.11432,0.15071
2010,30-45 y.,Direct migration background,Central Asia,0.12890,183,1335,0.11092,0.14688
2010,30-45 y.,Direct migration background,Western Asia,0.23226,342,1335,0.20960,0.25492
2010,30-45 y.,Direct migration background,Eastern Europe,0.26350,391,1335,0.23986,0.28714
2010,30-45 y.,Direct migration background,Western Europe,0.07957,68,1335,0.06505,0.09409
2010,30-45 y.,Direct migration background,Sub-Saharan Africa,0.02036,47,1335,0.01278,0.02794
2010,30-45 y.,Direct migration background,Latin America and the Caribbean,0.03311,33,1335,0.02351,0.04271
2010,46-65 y.,Direct migration background,Southern Europe,0.35478,204,587,0.31604,0.39352
