year,migback,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Indirect migration background,Germany,0.32999,543,543,0.29040,0.36957
1997,No migration background,Germany,0.83489,9791,9791,0.82754,0.84225
1997,Direct migration background,Southern Europe,0.20631,854,2128,0.18911,0.22351
1997,Direct migration background,Central Asia,0.03025,95,2128,0.02297,0.03753
1997,Direct migration background,Western Asia,0.15568,626,2128,0.14027,0.17109
1997,Direct migration background,Eastern Europe,0.25191,491,2128,0.23346,0.27036
1997,Direct migration background,Western Europe,0.05654,62,2128,0.04673,0.06636
1997,Indirect migration background,Germany,0.36438,567,567,0.32473,0.40402
1998,No migration background,Germany,0.83875,11244,11244,0.83195,0.84555
1998,Direct migration background,Southern Europe,0.21391,790,2062,0.19620,0.23161
1998,Direct migration background,Central Asia,0.04171,110,2062,0.03308,0.05035
1998,Direct migration background,Western Asia,0.16400,583,2062,0.14802,0.17999
1998,Direct migration background,Eastern Europe,0.24946,518,2062,0.23078,0.26814
1998,Direct migration background,Western Europe,0.05174,61,2062,0.04218,0.06131
1998,Indirect migration background,Germany,0.38918,597,597,0.35003,0.42832
1999,No migration background,Germany,0.84199,10866,10866,0.83513,0.84885
1999,Direct migration background,Southern Europe,0.21222,708,1940,0.19402,0.23042
1999,Direct migration background,Central Asia,0.04338,103,1940,0.03431,0.05245
1999,Direct migration background,Western Asia,0.17433,564,1940,0.15744,0.19122
1999,Direct migration background,Eastern Europe,0.27208,507,1940,0.25227,0.29189
1999,Direct migration background,Western Europe,0.06092,58,1940,0.05027,0.07157
1999,Indirect migration background,Germany,0.39637,604,604,0.35732,0.43541
2000,No migration background,Germany,0.84546,19990,19990,0.84044,0.85047
2000,Direct migration background,Northern America,0.01170,33,3060,0.00789,0.01551
2000,Direct migration background,Southern Asia,0.00904,33,3060,0.00568,0.01239
2000,Direct migration background,South-Eastern Asia,0.01185,35,3060,0.00801,0.01568
2000,Direct migration background,Southern Europe,0.18428,831,3060,0.17054,0.19802
2000,Direct migration background,Central Asia,0.06470,232,3060,0.05598,0.07342
2000,Direct migration background,Western Asia,0.16716,727,3060,0.15394,0.18038
2000,Direct migration background,Eastern Europe,0.29201,956,3060,0.27589,0.30812
2000,Direct migration background,Northern Europe,0.02059,46,3060,0.01556,0.02563
2000,Direct migration background,Western Europe,0.06173,136,3060,0.05320,0.07026
2000,Direct migration background,Latin America and the Caribbean,0.01165,31,3060,0.00785,0.01545
2000,Indirect migration background,Germany,0.39014,817,817,0.35667,0.42361
2001,No migration background,Germany,0.84827,18241,18241,0.84306,0.85347
2001,Direct migration background,Northern America,0.01258,31,2670,0.00835,0.01681
2001,Direct migration background,Southern Asia,0.01099,31,2670,0.00703,0.01494
2001,Direct migration background,Southern Europe,0.18313,741,2670,0.16846,0.19780
2001,Direct migration background,Central Asia,0.07750,222,2670,0.06736,0.08765
2001,Direct migration background,Western Asia,0.17821,661,2670,0.16369,0.19273
2001,Direct migration background,Eastern Europe,0.28802,828,2670,0.27084,0.30520
2001,Direct migration background,Northern Europe,0.02116,41,2670,0.01570,0.02662
2001,Direct migration background,Western Europe,0.06161,115,2670,0.05249,0.07073
2001,Indirect migration background,Germany,0.37344,764,764,0.33912,0.40776
2002,No migration background,Germany,0.84953,19462,19462,0.84450,0.85455
2002,Direct migration background,Northern America,0.00961,33,2530,0.00581,0.01342
2002,Direct migration background,Southern Europe,0.18569,678,2530,0.17054,0.20085
2002,Direct migration background,Central Asia,0.08390,206,2530,0.07309,0.09470
2002,Direct migration background,Western Asia,0.18266,617,2530,0.16760,0.19772
2002,Direct migration background,Eastern Europe,0.28983,804,2530,0.27215,0.30752
2002,Direct migration background,Northern Europe,0.02020,49,2530,0.01471,0.02568
2002,Direct migration background,Western Europe,0.06151,143,2530,0.05214,0.07087
2002,Indirect migration background,Germany,0.37540,768,768,0.34113,0.40967
2003,No migration background,Germany,0.85147,18772,18772,0.84638,0.85656
2003,Direct migration background,Northern America,0.00982,31,2385,0.00586,0.01378
2003,Direct migration background,Southern Asia,0.01439,32,2385,0.00961,0.01918
2003,Direct migration background,Southern Europe,0.17841,617,2385,0.16304,0.19378
2003,Direct migration background,Central Asia,0.07688,192,2385,0.06618,0.08757
2003,Direct migration background,Western Asia,0.18148,564,2385,0.16601,0.19695
2003,Direct migration background,Eastern Europe,0.29291,766,2385,0.27464,0.31117
2003,Direct migration background,Northern Europe,0.02384,50,2385,0.01772,0.02996
2003,Direct migration background,Western Europe,0.06265,133,2385,0.05293,0.07238
2003,Indirect migration background,Germany,0.39225,775,775,0.35785,0.42665
2004,No migration background,Germany,0.85421,18280,18280,0.84909,0.85933
2004,Direct migration background,Northern America,0.01047,33,2322,0.00633,0.01461
2004,Direct migration background,Southern Asia,0.01457,31,2322,0.00969,0.01944
2004,Direct migration background,Southern Europe,0.19149,597,2322,0.17549,0.20750
2004,Direct migration background,Central Asia,0.08482,195,2322,0.07348,0.09615
2004,Direct migration background,Western Asia,0.18493,544,2322,0.16914,0.20073
2004,Direct migration background,Eastern Europe,0.28636,747,2322,0.26797,0.30475
2004,Direct migration background,Northern Europe,0.02242,46,2322,0.01639,0.02844
2004,Direct migration background,Western Europe,0.06498,129,2322,0.05495,0.07501
2004,Indirect migration background,Germany,0.41914,796,796,0.38484,0.45344
2005,No migration background,Germany,0.85698,17508,17508,0.85180,0.86217
2005,Direct migration background,Northern America,0.01108,31,2138,0.00664,0.01552
2005,Direct migration background,Southern Europe,0.19903,551,2138,0.18210,0.21596
2005,Direct migration background,Central Asia,0.08680,183,2138,0.07486,0.09873
2005,Direct migration background,Western Asia,0.18625,515,2138,0.16974,0.20276
2005,Direct migration background,Eastern Europe,0.27850,692,2138,0.25949,0.29751
2005,Direct migration background,Northern Europe,0.02553,46,2138,0.01884,0.03222
2005,Direct migration background,Western Europe,0.06537,120,2138,0.05489,0.07585
2005,Indirect migration background,Germany,0.45971,823,823,0.42564,0.49379
2006,No migration background,Germany,0.86111,19034,19034,0.85620,0.86602
2006,Direct migration background,Northern America,0.01372,37,2139,0.00879,0.01865
2006,Direct migration background,Southern Europe,0.19429,503,2139,0.17752,0.21106
2006,Direct migration background,Central Asia,0.09007,196,2139,0.07793,0.10220
2006,Direct migration background,Western Asia,0.18880,488,2139,0.17221,0.20539
2006,Direct migration background,Eastern Europe,0.27708,740,2139,0.25811,0.29605
2006,Direct migration background,Northern Europe,0.02190,45,2139,0.01570,0.02810
2006,Direct migration background,Western Europe,0.06774,130,2139,0.05709,0.07840
2006,Indirect migration background,Germany,0.46861,852,852,0.43508,0.50214
2007,No migration background,Germany,0.86434,17884,17884,0.85932,0.86936
2007,Direct migration background,Northern America,0.01256,35,1939,0.00760,0.01751
2007,Direct migration background,Southern Europe,0.21545,457,1939,0.19714,0.23375
2007,Direct migration background,Central Asia,0.08692,180,1939,0.07438,0.09946
2007,Direct migration background,Western Asia,0.18149,422,1939,0.16433,0.19865
2007,Direct migration background,Eastern Europe,0.28162,677,1939,0.26159,0.30164
2007,Direct migration background,Northern Europe,0.02364,44,1939,0.01688,0.03040
2007,Direct migration background,Western Europe,0.07202,124,1939,0.06051,0.08353
2007,Indirect migration background,Germany,0.49200,833,833,0.45803,0.52597
2008,No migration background,Germany,0.86522,16841,16841,0.86006,0.87038
2008,Direct migration background,Northern America,0.01328,32,1737,0.00790,0.01867
2008,Direct migration background,Southern Europe,0.22831,424,1737,0.20856,0.24806
2008,Direct migration background,Central Asia,0.08745,162,1737,0.07416,0.10074
2008,Direct migration background,Western Asia,0.17468,362,1737,0.15682,0.19255
2008,Direct migration background,Eastern Europe,0.27369,600,1737,0.25272,0.29466
2008,Direct migration background,Northern Europe,0.02668,44,1737,0.01910,0.03426
2008,Direct migration background,Western Europe,0.07314,113,1737,0.06089,0.08538
2008,Indirect migration background,Germany,0.53035,820,820,0.49617,0.56453
2009,No migration background,Germany,0.86564,15839,15839,0.86032,0.87095
2009,Direct migration background,Southern Europe,0.23464,376,1505,0.21322,0.25605
2009,Direct migration background,Central Asia,0.08678,144,1505,0.07255,0.10101
2009,Direct migration background,Western Asia,0.17257,304,1505,0.15347,0.19166
2009,Direct migration background,Eastern Europe,0.27442,540,1505,0.25187,0.29697
2009,Direct migration background,Northern Europe,0.02302,38,1505,0.01544,0.03060
2009,Direct migration background,Western Europe,0.07479,103,1505,0.06149,0.08808
2009,Indirect migration background,Germany,0.55841,748,748,0.52280,0.59402
2010,No migration background,Germany,0.86961,20189,20189,0.86497,0.87426
2010,Direct migration background,Northern Africa,0.00789,36,2911,0.00467,0.01110
2010,Direct migration background,Northern America,0.01593,39,2911,0.01138,0.02048
2010,Direct migration background,Southern Asia,0.02502,85,2911,0.01935,0.03070
2010,Direct migration background,South-Eastern Asia,0.01423,42,2911,0.00992,0.01853
2010,Direct migration background,Southern Europe,0.23451,581,2911,0.21911,0.24990
2010,Direct migration background,Central Asia,0.09098,338,2911,0.08053,0.10143
2010,Direct migration background,Western Asia,0.15527,528,2911,0.14211,0.16843
2010,Direct migration background,Eastern Europe,0.27104,906,2911,0.25489,0.28719
2010,Direct migration background,Northern Europe,0.02130,70,2911,0.01605,0.02655
2010,Direct migration background,Western Europe,0.08273,156,2911,0.07272,0.09274
2010,Direct migration background,Sub-Saharan Africa,0.01446,72,2911,0.01012,0.01879
2010,Direct migration background,Latin America and the Caribbean,0.02195,58,2911,0.01662,0.02727
2010,Indirect migration background,Germany,0.48858,1179,1179,0.46004,0.51713
2011,No migration background,Germany,0.86471,24216,24216,0.86040,0.86902
2011,Direct migration background,Northern Africa,0.01176,45,3285,0.00807,0.01545
2011,Direct migration background,Northern America,0.01347,45,3285,0.00953,0.01742
2011,Direct migration background,Southern Asia,0.02015,84,3285,0.01534,0.02495
2011,Direct migration background,South-Eastern Asia,0.01818,53,3285,0.01361,0.02275
2011,Direct migration background,Southern Europe,0.19860,597,3285,0.18495,0.21224
2011,Direct migration background,Central Asia,0.10505,417,3285,0.09456,0.11554
2011,Direct migration background,Western Asia,0.13719,499,3285,0.12542,0.14896
2011,Direct migration background,Eastern Europe,0.31222,1121,3285,0.29637,0.32807
2011,Direct migration background,Northern Europe,0.02452,82,3285,0.01923,0.02981
2011,Direct migration background,Western Europe,0.08258,197,3285,0.07316,0.09199
2011,Direct migration background,Sub-Saharan Africa,0.01563,77,3285,0.01139,0.01987
2011,Direct migration background,Latin America and the Caribbean,0.02113,68,3285,0.01621,0.02605
2011,Indirect migration background,Germany,0.48805,1359,1359,0.46147,0.51464
2012,No migration background,Germany,0.86638,23700,23700,0.86204,0.87071
2012,Direct migration background,Northern Africa,0.00823,42,3115,0.00506,0.01140
2012,Direct migration background,Northern America,0.01227,43,3115,0.00840,0.01613
2012,Direct migration background,Southern Asia,0.01895,72,3115,0.01416,0.02374
2012,Direct migration background,South-Eastern Asia,0.01817,50,3115,0.01348,0.02286
2012,Direct migration background,Southern Europe,0.19458,554,3115,0.18067,0.20848
2012,Direct migration background,Central Asia,0.10918,416,3115,0.09823,0.12014
2012,Direct migration background,Western Asia,0.12514,429,3115,0.11352,0.13677
2012,Direct migration background,Eastern Europe,0.32207,1099,3115,0.30566,0.33849
2012,Direct migration background,Northern Europe,0.02513,77,3115,0.01963,0.03062
2012,Direct migration background,Western Europe,0.08927,201,3115,0.07926,0.09929
2012,Direct migration background,Sub-Saharan Africa,0.01803,69,3115,0.01336,0.02270
2012,Direct migration background,Latin America and the Caribbean,0.01786,63,3115,0.01321,0.02251
2012,Indirect migration background,Germany,0.48977,1314,1314,0.46273,0.51681
2013,No migration background,Germany,0.86936,22502,22502,0.86496,0.87377
2013,Direct migration background,Northern Africa,0.01410,95,6493,0.01123,0.01696
2013,Direct migration background,Northern America,0.00869,50,6493,0.00643,0.01094
2013,Direct migration background,Eastern Asia,0.00856,36,6493,0.00632,0.01080
2013,Direct migration background,Southern Asia,0.02989,160,6493,0.02575,0.03403
2013,Direct migration background,South-Eastern Asia,0.02269,84,6493,0.01907,0.02631
2013,Direct migration background,Southern Europe,0.17345,1258,6493,0.16424,0.18266
2013,Direct migration background,Central Asia,0.11025,884,6493,0.10264,0.11787
2013,Direct migration background,Western Asia,0.14661,951,6493,0.13800,0.15521
2013,Direct migration background,Eastern Europe,0.31460,2424,6493,0.30330,0.32589
2013,Direct migration background,Northern Europe,0.02062,104,6493,0.01716,0.02407
2013,Direct migration background,Western Europe,0.06810,226,6493,0.06198,0.07423
2013,Direct migration background,Sub-Saharan Africa,0.02802,129,6493,0.02401,0.03204
2013,Direct migration background,Latin America and the Caribbean,0.01643,92,6493,0.01334,0.01953
2013,Indirect migration background,Germany,0.49776,2164,2164,0.47669,0.51883
2014,No migration background,Germany,0.87019,20527,20527,0.86559,0.87479
2014,Direct migration background,Northern Africa,0.01312,67,5228,0.01003,0.01620
2014,Direct migration background,Northern America,0.01089,45,5228,0.00808,0.01371
2014,Direct migration background,Southern Asia,0.03388,126,5228,0.02897,0.03878
2014,Direct migration background,South-Eastern Asia,0.02340,62,5228,0.01930,0.02750
2014,Direct migration background,Southern Europe,0.17356,1017,5228,0.16329,0.18383
2014,Direct migration background,Central Asia,0.10592,707,5228,0.09758,0.11427
2014,Direct migration background,Western Asia,0.15720,771,5228,0.14733,0.16707
2014,Direct migration background,Eastern Europe,0.29032,1968,5228,0.27801,0.30262
2014,Direct migration background,Northern Europe,0.02014,80,5228,0.01633,0.02395
2014,Direct migration background,Western Europe,0.07091,198,5228,0.06395,0.07786
2014,Direct migration background,Sub-Saharan Africa,0.03218,106,5228,0.02739,0.03696
2014,Direct migration background,Latin America and the Caribbean,0.02431,81,5228,0.02013,0.02848
2014,Indirect migration background,Germany,0.51741,1855,1855,0.49466,0.54016
2015,No migration background,Germany,0.87209,19559,19559,0.86741,0.87677
2015,Direct migration background,Northern Africa,0.01536,113,6030,0.01226,0.01847
2015,Direct migration background,Northern America,0.01121,52,6030,0.00856,0.01387
2015,Direct migration background,Eastern Asia,0.00752,36,6030,0.00534,0.00970
2015,Direct migration background,Southern Asia,0.03825,197,6030,0.03341,0.04310
2015,Direct migration background,South-Eastern Asia,0.01818,60,6030,0.01481,0.02155
2015,Direct migration background,Southern Europe,0.17894,1161,6030,0.16926,0.18861
2015,Direct migration background,Central Asia,0.10977,657,6030,0.10188,0.11766
2015,Direct migration background,Western Asia,0.15010,778,6030,0.14109,0.15912
2015,Direct migration background,Eastern Europe,0.30072,2384,6030,0.28914,0.31229
2015,Direct migration background,Northern Europe,0.02052,128,6030,0.01694,0.02410
2015,Direct migration background,Western Europe,0.06678,221,6030,0.06047,0.07308
2015,Direct migration background,Sub-Saharan Africa,0.02309,121,6030,0.01930,0.02688
2015,Direct migration background,Latin America and the Caribbean,0.02159,122,6030,0.01793,0.02526
2015,Indirect migration background,Germany,0.51105,1732,1732,0.48751,0.53460
2016,No migration background,Germany,0.86940,18193,18193,0.86451,0.87430
2016,Direct migration background,Northern Africa,0.01620,125,8121,0.01345,0.01894
2016,Direct migration background,Northern America,0.01412,48,8121,0.01156,0.01669
2016,Direct migration background,Southern Asia,0.04249,578,8121,0.03810,0.04687
2016,Direct migration background,South-Eastern Asia,0.01965,55,8121,0.01663,0.02267
2016,Direct migration background,Southern Europe,0.18405,1079,8121,0.17562,0.19248
2016,Direct migration background,Central Asia,0.09624,587,8121,0.08982,0.10265
2016,Direct migration background,Western Asia,0.16397,2898,8121,0.15591,0.17202
2016,Direct migration background,Eastern Europe,0.27593,2060,8121,0.26621,0.28565
2016,Direct migration background,Northern Europe,0.02152,109,8121,0.01836,0.02467
2016,Direct migration background,Western Europe,0.06529,191,8121,0.05991,0.07066
2016,Direct migration background,Sub-Saharan Africa,0.02271,284,8121,0.01947,0.02595
2016,Direct migration background,Latin America and the Caribbean,0.02353,107,8121,0.02024,0.02683
2016,Indirect migration background,Germany,0.53647,1615,1615,0.51214,0.56080
2017,No migration background,Germany,0.86915,20516,20516,0.86453,0.87376
2017,Direct migration background,Northern Africa,0.01370,116,8948,0.01129,0.01610
2017,Direct migration background,Northern America,0.01599,45,8948,0.01339,0.01859
2017,Direct migration background,Southern Asia,0.04798,737,8948,0.04355,0.05241
2017,Direct migration background,South-Eastern Asia,0.02235,58,8948,0.01929,0.02541
2017,Direct migration background,Southern Europe,0.19092,932,8948,0.18278,0.19907
2017,Direct migration background,Central Asia,0.08390,550,8948,0.07816,0.08965
2017,Direct migration background,Western Asia,0.17134,3871,8948,0.16353,0.17915
2017,Direct migration background,Eastern Europe,0.26347,1930,8948,0.25434,0.27259
2017,Direct migration background,Northern Europe,0.01713,104,8948,0.01444,0.01982
2017,Direct migration background,Western Europe,0.06560,206,8948,0.06047,0.07073
2017,Direct migration background,Sub-Saharan Africa,0.02266,287,8948,0.01958,0.02575
2017,Direct migration background,Latin America and the Caribbean,0.02905,112,8948,0.02557,0.03253
2017,Indirect migration background,Germany,0.52978,1760,1760,0.50645,0.55310
2018,No migration background,Germany,0.87254,19788,19788,0.86790,0.87719
2018,Direct migration background,Northern Africa,0.01450,118,8329,0.01193,0.01706
2018,Direct migration background,Northern America,0.01494,36,8329,0.01234,0.01755
2018,Direct migration background,Southern Asia,0.05227,654,8329,0.04749,0.05705
2018,Direct migration background,South-Eastern Asia,0.02040,52,8329,0.01737,0.02344
2018,Direct migration background,Southern Europe,0.17398,818,8329,0.16584,0.18212
2018,Direct migration background,Central Asia,0.07969,497,8329,0.07387,0.08550
2018,Direct migration background,Western Asia,0.17464,3642,8329,0.16649,0.18280
2018,Direct migration background,Eastern Europe,0.26300,1802,8329,0.25354,0.27245
2018,Direct migration background,Northern Europe,0.01792,95,8329,0.01507,0.02077
2018,Direct migration background,Western Europe,0.07739,204,8329,0.07165,0.08313
2018,Direct migration background,Sub-Saharan Africa,0.02509,304,8329,0.02173,0.02845
2018,Direct migration background,Latin America and the Caribbean,0.02760,107,8329,0.02408,0.03112
2018,Indirect migration background,Germany,0.53820,1737,1737,0.51475,0.56165
2019,No migration background,Germany,0.86867,20604,20604,0.86406,0.87329
2019,Direct migration background,Northern Africa,0.01615,104,7503,0.01330,0.01900
2019,Direct migration background,Northern America,0.01915,38,7503,0.01605,0.02225
2019,Direct migration background,Southern Asia,0.04835,550,7503,0.04350,0.05321
2019,Direct migration background,South-Eastern Asia,0.01691,45,7503,0.01399,0.01983
2019,Direct migration background,Southern Europe,0.17608,674,7503,0.16746,0.18470
2019,Direct migration background,Central Asia,0.07830,419,7503,0.07222,0.08438
2019,Direct migration background,Western Asia,0.17722,3409,7503,0.16858,0.18586
2019,Direct migration background,Eastern Europe,0.26123,1585,7503,0.25129,0.27117
2019,Direct migration background,Northern Europe,0.01834,93,7503,0.01531,0.02138
2019,Direct migration background,Western Europe,0.07691,220,7503,0.07089,0.08294
2019,Direct migration background,Sub-Saharan Africa,0.02797,257,7503,0.02424,0.03170
2019,Direct migration background,Latin America and the Caribbean,0.03161,109,7503,0.02765,0.03557
2019,Indirect migration background,Germany,0.53296,1691,1691,0.50917,0.55675
2020,No migration background,Germany,0.86631,18904,18904,0.86146,0.87116
2020,Direct migration background,Northern Africa,0.01406,150,9459,0.01169,0.01643
2020,Direct migration background,Northern America,0.01861,76,9459,0.01589,0.02133
2020,Direct migration background,Eastern Asia,0.00367,52,9459,0.00245,0.00489
2020,Direct migration background,Southern Asia,0.05292,763,9459,0.04841,0.05744
2020,Direct migration background,South-Eastern Asia,0.01948,93,9459,0.01669,0.02226
2020,Direct migration background,Southern Europe,0.18234,1034,9459,0.17455,0.19012
2020,Direct migration background,Central Asia,0.08143,387,9459,0.07591,0.08694
2020,Direct migration background,Western Asia,0.17391,3559,9459,0.16627,0.18155
2020,Direct migration background,Eastern Europe,0.23680,2308,9459,0.22823,0.24537
2020,Direct migration background,Northern Europe,0.01793,91,9459,0.01526,0.02061
2020,Direct migration background,Western Europe,0.07884,216,9459,0.07341,0.08427
2020,Direct migration background,Sub-Saharan Africa,0.03591,524,9459,0.03216,0.03966
2020,Direct migration background,Latin America and the Caribbean,0.03204,206,9459,0.02849,0.03559
2020,Indirect migration background,Germany,0.51792,1627,1627,0.49363,0.54221
2021,No migration background,Germany,0.86611,13448,13448,0.86035,0.87186
2021,Direct migration background,Northern Africa,0.01121,67,5459,0.00842,0.01401
2021,Direct migration background,Northern America,0.01889,54,5459,0.01527,0.02250
2021,Direct migration background,Southern Asia,0.04972,399,5459,0.04395,0.05549
2021,Direct migration background,South-Eastern Asia,0.01505,40,5459,0.01182,0.01828
2021,Direct migration background,Southern Europe,0.18479,499,5459,0.17449,0.19508
2021,Direct migration background,Central Asia,0.08334,217,5459,0.07601,0.09068
2021,Direct migration background,Western Asia,0.16916,2419,5459,0.15921,0.17910
2021,Direct migration background,Eastern Europe,0.25315,1167,5459,0.24162,0.26469
2021,Direct migration background,Northern Europe,0.01919,65,5459,0.01555,0.02282
2021,Direct migration background,Western Europe,0.07165,154,5459,0.06480,0.07849
2021,Direct migration background,Sub-Saharan Africa,0.03247,264,5459,0.02776,0.03717
2021,Direct migration background,Latin America and the Caribbean,0.02962,114,5459,0.02512,0.03411
2021,Indirect migration background,Germany,0.48939,983,983,0.45812,0.52065
